year,quintil_oecd,regtyp,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,1st Quintile,Urban regions,No,0.89405,3069,3329,0.88359,0.90451
2021,1st Quintile,Rural regions,Yes,0.09328,119,1442,0.07826,0.10829
2021,1st Quintile,Rural regions,No,0.90672,1323,1442,0.89171,0.92174
2021,2nd Quintile,Urban regions,Yes,0.09171,194,2176,0.07958,0.10383
2021,2nd Quintile,Urban regions,No,0.90829,1982,2176,0.89617,0.92042
2021,2nd Quintile,Rural regions,Yes,0.06169,91,1352,0.04886,0.07452
2021,2nd Quintile,Rural regions,No,0.93831,1261,1352,0.92548,0.95114
2021,3rd Quintile,Urban regions,Yes,0.09168,173,1997,0.07902,0.10434
2021,3rd Quintile,Urban regions,No,0.90832,1824,1997,0.89566,0.92098
2021,3rd Quintile,Rural regions,Yes,0.10719,82,1127,0.08912,0.12526
2021,3rd Quintile,Rural regions,No,0.89281,1045,1127,0.87474,0.91088
2021,4th Quintile,Urban regions,Yes,0.07926,165,2106,0.06772,0.09080
2021,4th Quintile,Urban regions,No,0.92074,1941,2106,0.90920,0.93228
2021,4th Quintile,Rural regions,Yes,0.06544,77,1076,0.05066,0.08022
2021,4th Quintile,Rural regions,No,0.93456,999,1076,0.91978,0.94934
2021,5th Quintile,Urban regions,Yes,0.07472,234,3151,0.06553,0.08390
2021,5th Quintile,Urban regions,No,0.92528,2917,3151,0.91610,0.93447
2021,5th Quintile,Rural regions,Yes,0.07684,75,1104,0.06112,0.09256
2021,5th Quintile,Rural regions,No,0.92316,1029,1104,0.90744,0.93888
