year,migback,quintil_oecd,ple0013,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2019,No migration background,2nd Quintile,No,0.91183,3208,22613,0.91165,0.91201
2019,No migration background,3rd Quintile,Yes,0.06981,265,22613,0.06965,0.06996
2019,No migration background,3rd Quintile,No,0.93019,3287,22613,0.93004,0.93035
2019,No migration background,4th Quintile,Yes,0.06772,251,22613,0.06758,0.06787
2019,No migration background,4th Quintile,No,0.93228,3397,22613,0.93213,0.93242
2019,No migration background,5th Quintile,Yes,0.06060,270,22613,0.06046,0.06073
2019,No migration background,5th Quintile,No,0.93940,3882,22613,0.93927,0.93954
2019,Direct migration background,1st Quintile,Yes,0.06599,78,22613,0.06571,0.06626
2019,Direct migration background,1st Quintile,No,0.93401,1203,22613,0.93374,0.93429
2019,Direct migration background,2nd Quintile,Yes,0.04994,43,22613,0.04966,0.05021
2019,Direct migration background,2nd Quintile,No,0.95006,915,22613,0.94979,0.95034
2019,Direct migration background,3rd Quintile,Yes,0.07825,31,22613,0.07788,0.07861
2019,Direct migration background,3rd Quintile,No,0.92175,633,22613,0.92139,0.92212
2019,Direct migration background,4th Quintile,No,1.00000,418,22613,1.00000,1.00000
2019,Direct migration background,5th Quintile,No,1.00000,408,22613,1.00000,1.00000
2019,Indirect migration background,1st Quintile,Yes,0.07953,31,22613,0.07901,0.08005
2019,Indirect migration background,1st Quintile,No,0.92047,389,22613,0.91995,0.92099
2019,Indirect migration background,2nd Quintile,No,1.00000,283,22613,1.00000,1.00000
2019,Indirect migration background,3rd Quintile,No,1.00000,272,22613,1.00000,1.00000
2019,Indirect migration background,4th Quintile,No,1.00000,172,22613,1.00000,1.00000
2019,Indirect migration background,5th Quintile,No,1.00000,190,22613,1.00000,1.00000
2021,No migration background,1st Quintile,Yes,0.11276,240,18721,0.11255,0.11297
2021,No migration background,1st Quintile,No,0.88724,1676,18721,0.88703,0.88745
2021,No migration background,2nd Quintile,Yes,0.07557,207,18721,0.07541,0.07573
2021,No migration background,2nd Quintile,No,0.92443,2256,18721,0.92427,0.92459
2021,No migration background,3rd Quintile,Yes,0.09463,212,18721,0.09446,0.09481
2021,No migration background,3rd Quintile,No,0.90537,2157,18721,0.90519,0.90554
2021,No migration background,4th Quintile,Yes,0.08040,216,18721,0.08025,0.08055
2021,No migration background,4th Quintile,No,0.91960,2469,18721,0.91945,0.91975
2021,No migration background,5th Quintile,Yes,0.07554,263,18721,0.07539,0.07568
2021,No migration background,5th Quintile,No,0.92446,3400,18721,0.92432,0.92461
2021,Direct migration background,1st Quintile,Yes,0.08028,118,18721,0.07999,0.08057
2021,Direct migration background,1st Quintile,No,0.91972,2446,18721,0.91943,0.92001
2021,Direct migration background,2nd Quintile,Yes,0.05395,42,18721,0.05365,0.05425
2021,Direct migration background,2nd Quintile,No,0.94605,882,18721,0.94575,0.94635
2021,Direct migration background,3rd Quintile,Yes,0.13605,33,18721,0.13555,0.13655
2021,Direct migration background,3rd Quintile,No,0.86395,466,18721,0.86345,0.86445
2021,Direct migration background,4th Quintile,No,1.00000,393,18721,1.00000,1.00000
2021,Direct migration background,5th Quintile,No,1.00000,406,18721,1.00000,1.00000
2021,Indirect migration background,1st Quintile,No,1.00000,211,18721,1.00000,1.00000
2021,Indirect migration background,2nd Quintile,No,1.00000,182,18721,1.00000,1.00000
2021,Indirect migration background,3rd Quintile,No,1.00000,152,18721,1.00000,1.00000
2021,Indirect migration background,4th Quintile,No,1.00000,129,18721,1.00000,1.00000
2021,Indirect migration background,5th Quintile,No,1.00000,165,18721,1.00000,1.00000
