year,age_gr,regtyp,plj0587,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2021,30-45 y.,Urban regions,Very often,0.053995537699177636,372,19273,0.053868577069305125,0.054122498329050146
2021,30-45 y.,Urban regions,Often,0.14918797462031383,643,19273,0.14898783767839513,0.14938811156223253
2021,30-45 y.,Urban regions,Sometimes,0.3679125110860386,1322,19273,0.36764161394845063,0.3681834082236266
2021,30-45 y.,Urban regions,Seldom,0.3294164918995798,897,19273,0.32915246836313694,0.3296805154360226
2021,30-45 y.,Urban regions,Never,0.09948748469489004,443,19273,0.09931934407559986,0.09965562531418021
2021,30-45 y.,Rural regions,Very often,0.054791091723447635,113,19273,0.054594590009179544,0.054987593437715726
2021,30-45 y.,Rural regions,Often,0.15372823313146053,270,19273,0.15341678967726363,0.15403967658565743
2021,30-45 y.,Rural regions,Sometimes,0.3592951838987214,533,19273,0.35888089608789286,0.3597094717095499
2021,30-45 y.,Rural regions,Seldom,0.31388927167571457,456,19273,0.31348855925456276,0.31428998409686637
2021,30-45 y.,Rural regions,Never,0.11829621957065584,182,19273,0.11801735441783523,0.11857508472347644
2021,46-65 y.,Urban regions,Very often,0.04739286892913992,314,19273,0.047288692136130295,0.04749704572214955
2021,46-65 y.,Urban regions,Often,0.14701760355429752,739,19273,0.14684397854823433,0.1471912285603607
2021,46-65 y.,Urban regions,Sometimes,0.37170298757611686,1704,19273,0.371466047734812,0.3719399274174217
2021,46-65 y.,Urban regions,Seldom,0.31755197972850363,1447,19273,0.31732373551738574,0.3177802239396215
2021,46-65 y.,Urban regions,Never,0.11633456021194206,600,19273,0.11617735900313168,0.11649176142075245
2021,46-65 y.,Rural regions,Very often,0.0388202890567051,125,19273,0.0386883418685469,0.0389522362448633
2021,46-65 y.,Rural regions,Often,0.1545341724131183,357,19273,0.15428726805568813,0.15478107677054845
2021,46-65 y.,Rural regions,Sometimes,0.351267032318241,861,19273,0.3509409553383268,0.35159310929815524
2021,46-65 y.,Rural regions,Seldom,0.352154887541221,826,19273,0.3518286222212996,0.35248115286114234
2021,46-65 y.,Rural regions,Never,0.10322361867071453,289,19273,0.10301579257420873,0.10343144476722033
2021,66 and older,Urban regions,Very often,0.04956329440922556,124,19273,0.049436792351132436,0.04968979646731868
2021,66 and older,Urban regions,Often,0.1649525440705457,358,19273,0.16473622689889594,0.16516886124219543
2021,66 and older,Urban regions,Sometimes,0.3568405614278427,814,19273,0.3565613376884284,0.357119785167257
2021,66 and older,Urban regions,Seldom,0.3348502163295167,733,19273,0.334575147786398,0.33512528487263543
2021,66 and older,Urban regions,Never,0.09379338376286926,223,19273,0.09362345941001943,0.0939633081157191
2021,66 and older,Rural regions,Very often,0.05359516284043215,71,19273,0.053412770250457105,0.053777555430407194
2021,66 and older,Rural regions,Often,0.18127552065756558,219,19273,0.18096352799117563,0.18158751332395554
2021,66 and older,Rural regions,Sometimes,0.35820496145834707,476,19273,0.3578166592205,0.35859326369619415
2021,66 and older,Rural regions,Seldom,0.30561387584527944,412,19273,0.3052408035762475,0.3059869481143114
2021,66 and older,Rural regions,Never,0.10131047919837582,152,19273,0.10106611479584726,0.10155484360090439
