year,pgisced97,regtyp,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Upper Secondary Level,Urban regions,Never,0.17737,1364,7273,0.16859,0.18615
2013,Upper Secondary Level,Rural regions,Very often,0.02068,100,5115,0.01678,0.02458
2013,Upper Secondary Level,Rural regions,Often,0.09640,472,5115,0.08831,0.10449
2013,Upper Secondary Level,Rural regions,Sometimes,0.34006,1762,5115,0.32708,0.35304
2013,Upper Secondary Level,Rural regions,Seldom,0.37398,1892,5115,0.36072,0.38724
2013,Upper Secondary Level,Rural regions,Never,0.16888,889,5115,0.15861,0.17915
2013,Post-secondary Non-tertiary Level,Urban regions,Often,0.07794,100,1246,0.06305,0.09284
2013,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.36159,426,1246,0.33490,0.38828
2013,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.40124,520,1246,0.37401,0.42847
2013,Post-secondary Non-tertiary Level,Urban regions,Never,0.12860,200,1246,0.11000,0.14719
2013,Post-secondary Non-tertiary Level,Rural regions,Often,0.05104,35,484,0.03141,0.07067
2013,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.35963,173,484,0.31683,0.40242
2013,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.40263,203,484,0.35889,0.44637
2013,Post-secondary Non-tertiary Level,Rural regions,Never,0.15356,73,484,0.12140,0.18571
2013,First Stage of Tertiary Education,Urban regions,Often,0.06167,71,981,0.04661,0.07673
2013,First Stage of Tertiary Education,Urban regions,Sometimes,0.39975,353,981,0.36908,0.43042
2013,First Stage of Tertiary Education,Urban regions,Seldom,0.35644,368,981,0.32646,0.38643
2013,First Stage of Tertiary Education,Urban regions,Never,0.17307,189,981,0.14939,0.19676
2013,First Stage of Tertiary Education,Rural regions,Often,0.07906,43,670,0.05862,0.09951
2013,First Stage of Tertiary Education,Rural regions,Sometimes,0.36337,242,670,0.32692,0.39982
2013,First Stage of Tertiary Education,Rural regions,Seldom,0.40893,281,670,0.37167,0.44618
2013,First Stage of Tertiary Education,Rural regions,Never,0.12928,104,670,0.10386,0.15471
2013,Second Stage of Tertiary Education,Urban regions,Very often,0.01416,48,4170,0.01057,0.01775
2013,Second Stage of Tertiary Education,Urban regions,Often,0.07870,296,4170,0.07052,0.08687
2013,Second Stage of Tertiary Education,Urban regions,Sometimes,0.32184,1332,4170,0.30766,0.33602
2013,Second Stage of Tertiary Education,Urban regions,Seldom,0.42381,1727,4170,0.40881,0.43881
2013,Second Stage of Tertiary Education,Urban regions,Never,0.16149,767,4170,0.15032,0.17266
2013,Second Stage of Tertiary Education,Rural regions,Often,0.07428,102,1627,0.06153,0.08703
2013,Second Stage of Tertiary Education,Rural regions,Sometimes,0.40610,598,1627,0.38223,0.42997
2013,Second Stage of Tertiary Education,Rural regions,Seldom,0.38338,694,1627,0.35975,0.40701
2013,Second Stage of Tertiary Education,Rural regions,Never,0.11873,233,1627,0.10300,0.13445
2017,No answer / don't know,Urban regions,Often,0.09608,50,442,0.06857,0.12358
2017,No answer / don't know,Urban regions,Sometimes,0.32629,132,442,0.28253,0.37005
2017,No answer / don't know,Urban regions,Seldom,0.36800,155,442,0.32299,0.41302
2017,No answer / don't know,Urban regions,Never,0.18859,105,442,0.15208,0.22510
2017,No answer / don't know,Rural regions,Sometimes,0.29632,64,196,0.23222,0.36041
2017,No answer / don't know,Rural regions,Seldom,0.30455,73,196,0.23995,0.36914
2017,No answer / don't know,Rural regions,Never,0.27614,59,196,0.21339,0.33889
2017,Pre-primary Level,Urban regions,Sometimes,0.31240,87,285,0.25850,0.36631
2017,Pre-primary Level,Urban regions,Seldom,0.45816,131,285,0.40021,0.51611
2017,Pre-primary Level,Urban regions,Never,0.19704,67,285,0.15078,0.24330
2017,Pre-primary Level,Rural regions,Sometimes,0.33736,43,86,0.23684,0.43787
2017,Pre-primary Level,Rural regions,Seldom,0.37217,43,86,0.26940,0.47493
2017,Primary Level,Urban regions,Very often,0.07936,92,777,0.06035,0.09838
2017,Primary Level,Urban regions,Often,0.14708,136,777,0.12216,0.17200
2017,Primary Level,Urban regions,Sometimes,0.28229,256,777,0.25062,0.31396
2017,Primary Level,Urban regions,Seldom,0.29769,146,777,0.26552,0.32986
2017,Primary Level,Urban regions,Never,0.19358,147,777,0.16578,0.22137
2017,Primary Level,Rural regions,Often,0.13159,73,337,0.09545,0.16774
2017,Primary Level,Rural regions,Sometimes,0.35515,107,337,0.30398,0.40632
2017,Primary Level,Rural regions,Seldom,0.24388,70,337,0.19796,0.28980
2017,Primary Level,Rural regions,Never,0.23932,87,337,0.19370,0.28494
2017,Lower Secondary Level,Urban regions,Very often,0.02579,80,1979,0.01880,0.03278
2017,Lower Secondary Level,Urban regions,Often,0.10476,229,1979,0.09127,0.11826
2017,Lower Secondary Level,Urban regions,Sometimes,0.29312,634,1979,0.27306,0.31318
2017,Lower Secondary Level,Urban regions,Seldom,0.35301,618,1979,0.33195,0.37407
2017,Lower Secondary Level,Urban regions,Never,0.22332,418,1979,0.20497,0.24167
2017,Lower Secondary Level,Rural regions,Very often,0.03756,53,1131,0.02648,0.04865
2017,Lower Secondary Level,Rural regions,Often,0.10668,132,1131,0.08868,0.12468
2017,Lower Secondary Level,Rural regions,Sometimes,0.32568,367,1131,0.29836,0.35301
2017,Lower Secondary Level,Rural regions,Seldom,0.36213,353,1131,0.33411,0.39016
2017,Lower Secondary Level,Rural regions,Never,0.16794,226,1131,0.14615,0.18974
2017,Upper Secondary Level,Urban regions,Very often,0.01916,156,7410,0.01604,0.02228
2017,Upper Secondary Level,Urban regions,Often,0.07307,567,7410,0.06714,0.07900
2017,Upper Secondary Level,Urban regions,Sometimes,0.31914,2312,7410,0.30852,0.32975
2017,Upper Secondary Level,Urban regions,Seldom,0.38241,2802,7410,0.37135,0.39348
2017,Upper Secondary Level,Urban regions,Never,0.20622,1573,7410,0.19701,0.21543
2017,Upper Secondary Level,Rural regions,Very often,0.01246,92,4936,0.00936,0.01555
2017,Upper Secondary Level,Rural regions,Often,0.07104,375,4936,0.06387,0.07820
2017,Upper Secondary Level,Rural regions,Sometimes,0.33190,1603,4936,0.31876,0.34504
2017,Upper Secondary Level,Rural regions,Seldom,0.39997,1912,4936,0.38630,0.41364
2017,Upper Secondary Level,Rural regions,Never,0.18464,954,4936,0.17381,0.19546
2017,Post-secondary Non-tertiary Level,Urban regions,Very often,0.03782,41,1617,0.02852,0.04712
2017,Post-secondary Non-tertiary Level,Urban regions,Often,0.07834,130,1617,0.06524,0.09145
2017,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.29609,494,1617,0.27383,0.31835
2017,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.39269,618,1617,0.36888,0.41650
2017,Post-secondary Non-tertiary Level,Urban regions,Never,0.19505,334,1617,0.17573,0.21437
2017,Post-secondary Non-tertiary Level,Rural regions,Often,0.08856,51,625,0.06627,0.11085
2017,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.30226,205,625,0.26622,0.33829
2017,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.40762,240,625,0.36907,0.44618
2017,Post-secondary Non-tertiary Level,Rural regions,Never,0.18680,129,625,0.15622,0.21738
2017,First Stage of Tertiary Education,Urban regions,Often,0.03449,42,883,0.02244,0.04653
2017,First Stage of Tertiary Education,Urban regions,Sometimes,0.29296,264,883,0.26292,0.32300
2017,First Stage of Tertiary Education,Urban regions,Seldom,0.44147,387,883,0.40870,0.47424
2017,First Stage of Tertiary Education,Urban regions,Never,0.20874,190,883,0.18192,0.23556
2017,First Stage of Tertiary Education,Rural regions,Often,0.07708,36,625,0.05615,0.09800
2017,First Stage of Tertiary Education,Rural regions,Sometimes,0.36113,214,625,0.32344,0.39882
2017,First Stage of Tertiary Education,Rural regions,Seldom,0.37556,258,625,0.33756,0.41356
2017,First Stage of Tertiary Education,Rural regions,Never,0.17491,117,625,0.14510,0.20472
2017,Second Stage of Tertiary Education,Urban regions,Very often,0.01216,105,4924,0.00910,0.01522
2017,Second Stage of Tertiary Education,Urban regions,Often,0.06117,339,4924,0.05447,0.06786
2017,Second Stage of Tertiary Education,Urban regions,Sometimes,0.29119,1447,4924,0.27850,0.30388
2017,Second Stage of Tertiary Education,Urban regions,Seldom,0.45420,2094,4924,0.44029,0.46811
2017,Second Stage of Tertiary Education,Urban regions,Never,0.18129,939,4924,0.17052,0.19205
2017,Second Stage of Tertiary Education,Rural regions,Very often,0.00848,35,1901,0.00436,0.01261
2017,Second Stage of Tertiary Education,Rural regions,Often,0.07898,146,1901,0.06686,0.09111
2017,Second Stage of Tertiary Education,Rural regions,Sometimes,0.34260,642,1901,0.32126,0.36394
2017,Second Stage of Tertiary Education,Rural regions,Seldom,0.41852,762,1901,0.39633,0.44070
2017,Second Stage of Tertiary Education,Rural regions,Never,0.15142,316,1901,0.13530,0.16754
2021,No answer / don't know,Urban regions,Very often,0.02599,63,612,0.01338,0.03861
2021,No answer / don't know,Urban regions,Often,0.14956,101,612,0.12128,0.17784
2021,No answer / don't know,Urban regions,Sometimes,0.41345,224,612,0.37440,0.45249
2021,No answer / don't know,Urban regions,Seldom,0.29519,142,612,0.25902,0.33135
2021,No answer / don't know,Urban regions,Never,0.11581,82,612,0.09044,0.14118
2021,No answer / don't know,Rural regions,Sometimes,0.33476,67,128,0.25269,0.41684
2021,No answer / don't know,Rural regions,Seldom,0.37821,61,128,0.29387,0.46255
2021,Pre-primary Level,Urban regions,Sometimes,0.40780,50,99,0.31051,0.50510
2021,Pre-primary Level,Urban regions,Seldom,0.37527,49,99,0.27940,0.47113
2021,Primary Level,Urban regions,Very often,0.11165,152,715,0.08855,0.13476
2021,Primary Level,Urban regions,Often,0.18155,130,715,0.15328,0.20983
2021,Primary Level,Urban regions,Sometimes,0.37264,260,715,0.33718,0.40811
2021,Primary Level,Urban regions,Seldom,0.21426,86,715,0.18416,0.24435
2021,Primary Level,Urban regions,Never,0.11989,87,715,0.09607,0.14372
2021,Primary Level,Rural regions,Very often,0.09986,45,178,0.05569,0.14402
2021,Primary Level,Rural regions,Often,0.11057,31,178,0.06437,0.15677
2021,Primary Level,Rural regions,Sometimes,0.47240,70,178,0.39885,0.54595
2021,Primary Level,Rural regions,Never,0.17605,32,178,0.11994,0.23216
2021,Lower Secondary Level,Urban regions,Very often,0.05357,125,1130,0.04044,0.06671
2021,Lower Secondary Level,Urban regions,Often,0.17084,206,1130,0.14888,0.19279
2021,Lower Secondary Level,Urban regions,Sometimes,0.36861,415,1130,0.34047,0.39675
2021,Lower Secondary Level,Urban regions,Seldom,0.28238,237,1130,0.25612,0.30864
2021,Lower Secondary Level,Urban regions,Never,0.12460,147,1130,0.10533,0.14386
2021,Lower Secondary Level,Rural regions,Very often,0.07272,48,621,0.05228,0.09316
2021,Lower Secondary Level,Rural regions,Often,0.19627,109,621,0.16500,0.22753
2021,Lower Secondary Level,Rural regions,Sometimes,0.32171,205,621,0.28494,0.35848
2021,Lower Secondary Level,Rural regions,Seldom,0.28840,188,621,0.25274,0.32406
2021,Lower Secondary Level,Rural regions,Never,0.12090,71,621,0.09524,0.14656
2021,Upper Secondary Level,Urban regions,Very often,0.05766,314,4540,0.05088,0.06444
2021,Upper Secondary Level,Urban regions,Often,0.15772,754,4540,0.14712,0.16832
2021,Upper Secondary Level,Urban regions,Sometimes,0.36271,1636,4540,0.34872,0.37670
2021,Upper Secondary Level,Urban regions,Seldom,0.31304,1303,4540,0.29954,0.32653
2021,Upper Secondary Level,Urban regions,Never,0.10887,533,4540,0.09981,0.11793
2021,Upper Secondary Level,Rural regions,Very often,0.04765,126,2807,0.03977,0.05554
2021,Upper Secondary Level,Rural regions,Often,0.15007,461,2807,0.13686,0.16328
2021,Upper Secondary Level,Rural regions,Sometimes,0.33958,994,2807,0.32206,0.35710
2021,Upper Secondary Level,Rural regions,Seldom,0.35812,889,2807,0.34038,0.37586
2021,Upper Secondary Level,Rural regions,Never,0.10458,337,2807,0.09326,0.11590
2021,Post-secondary Non-tertiary Level,Urban regions,Very often,0.04156,58,1166,0.03010,0.05302
2021,Post-secondary Non-tertiary Level,Urban regions,Often,0.15177,174,1166,0.13116,0.17237
2021,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.37593,420,1166,0.34812,0.40374
2021,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.34691,384,1166,0.31957,0.37424
2021,Post-secondary Non-tertiary Level,Urban regions,Never,0.08384,130,1166,0.06792,0.09975
2021,Post-secondary Non-tertiary Level,Rural regions,Often,0.14924,68,408,0.11463,0.18386
2021,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.43283,155,408,0.38469,0.48097
2021,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.29208,136,408,0.24791,0.33626
2021,Post-secondary Non-tertiary Level,Rural regions,Never,0.09041,49,408,0.06255,0.11827
2021,First Stage of Tertiary Education,Urban regions,Often,0.14138,87,567,0.11268,0.17009
2021,First Stage of Tertiary Education,Urban regions,Sometimes,0.31982,197,567,0.28139,0.35824
2021,First Stage of Tertiary Education,Urban regions,Seldom,0.38725,214,567,0.34712,0.42738
2021,First Stage of Tertiary Education,Urban regions,Never,0.12975,69,567,0.10207,0.15744
2021,First Stage of Tertiary Education,Rural regions,Often,0.13392,52,389,0.10003,0.16781
2021,First Stage of Tertiary Education,Rural regions,Sometimes,0.35424,134,389,0.30665,0.40183
2021,First Stage of Tertiary Education,Rural regions,Seldom,0.36098,156,389,0.31319,0.40877
2021,First Stage of Tertiary Education,Rural regions,Never,0.10891,47,389,0.07791,0.13991
2021,Second Stage of Tertiary Education,Urban regions,Very often,0.03948,227,4190,0.03358,0.04538
2021,Second Stage of Tertiary Education,Urban regions,Often,0.14597,650,4190,0.13528,0.15667
2021,Second Stage of Tertiary Education,Urban regions,Sometimes,0.36466,1514,4190,0.35009,0.37924
2021,Second Stage of Tertiary Education,Urban regions,Seldom,0.35514,1331,4190,0.34064,0.36963
2021,Second Stage of Tertiary Education,Urban regions,Never,0.09475,468,4190,0.08588,0.10362
2021,Second Stage of Tertiary Education,Rural regions,Very often,0.03301,71,1489,0.02393,0.04209
2021,Second Stage of Tertiary Education,Rural regions,Often,0.16706,225,1489,0.14811,0.18602
2021,Second Stage of Tertiary Education,Rural regions,Sometimes,0.38540,538,1489,0.36067,0.41013
2021,Second Stage of Tertiary Education,Rural regions,Seldom,0.29989,492,1489,0.27661,0.32317
2021,Second Stage of Tertiary Education,Rural regions,Never,0.11464,163,1489,0.09845,0.13083
