,Unnamed: 0,year,age_gr,quintil_oecd,plj0587,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
67,67,2013,66 and older,2nd Quintile,Often,0.09603,116,25151,0.08483,0.109
68,68,2013,66 and older,2nd Quintile,Sometimes,0.33021,380,25151,0.30959,0.35504
69,69,2013,66 and older,2nd Quintile,Seldom,0.35831,431,25151,0.33443,0.38057
70,70,2013,66 and older,2nd Quintile,Never,0.21545,258,25151,0.19511,0.23704
71,71,2013,66 and older,3rd Quintile,Often,0.10079,95,25151,0.08656,0.11609
72,72,2013,66 and older,3rd Quintile,Sometimes,0.35995,351,25151,0.33995,0.38356
73,73,2013,66 and older,3rd Quintile,Seldom,0.34002,361,25151,0.31459,0.3645
74,74,2013,66 and older,3rd Quintile,Never,0.19924,218,25151,0.18343,0.21924
75,75,2013,66 and older,4th Quintile,Often,0.08344,63,25151,0.0686,0.09959
76,76,2013,66 and older,4th Quintile,Sometimes,0.35003,277,25151,0.31915,0.38252
77,77,2013,66 and older,4th Quintile,Seldom,0.37389,340,25151,0.34292,0.40865
78,78,2013,66 and older,4th Quintile,Never,0.19263,167,25151,0.17473,0.21404
79,79,2013,66 and older,5th Quintile,Often,0.06282,47,25151,0.05292,0.07838
80,80,2013,66 and older,5th Quintile,Sometimes,0.34024,303,25151,0.29878,0.37323
81,81,2013,66 and older,5th Quintile,Seldom,0.39229,405,25151,0.35623,0.4347
82,82,2013,66 and older,5th Quintile,Never,0.20466,219,25151,0.1839,0.23051
83,83,2021,17-29 y.,1st Quintile,Very often,0.04259,114,18934,0.03121,0.05432
84,84,2021,17-29 y.,1st Quintile,Often,0.19863,222,18934,0.15059,0.24594
85,85,2021,17-29 y.,1st Quintile,Sometimes,0.28997,432,18934,0.23875,0.33452
86,86,2021,17-29 y.,1st Quintile,Seldom,0.33124,300,18934,0.27894,0.38351
87,87,2021,17-29 y.,1st Quintile,Never,0.13758,152,18934,0.09688,0.1801
88,88,2021,17-29 y.,2nd Quintile,Very often,0.05438,32,18934,0.02766,0.0861
89,89,2021,17-29 y.,2nd Quintile,Often,0.1855,94,18934,0.13924,0.24867
90,90,2021,17-29 y.,2nd Quintile,Sometimes,0.37027,230,18934,0.30295,0.44217
91,91,2021,17-29 y.,2nd Quintile,Seldom,0.29475,189,18934,0.24924,0.34382
92,92,2021,17-29 y.,2nd Quintile,Never,0.09511,78,18934,0.07329,0.11989
93,93,2021,17-29 y.,3rd Quintile,Often,0.10591,63,18934,0.07673,0.13714
94,94,2021,17-29 y.,3rd Quintile,Sometimes,0.39528,184,18934,0.31639,0.46133
95,95,2021,17-29 y.,3rd Quintile,Seldom,0.40148,157,18934,0.30752,0.51094
96,96,2021,17-29 y.,3rd Quintile,Never,0.09733,51,18934,0.06319,0.13325
97,97,2021,17-29 y.,4th Quintile,Often,0.0838,62,18934,0.06596,0.10202
98,98,2021,17-29 y.,4th Quintile,Sometimes,0.40934,186,18934,0.34071,0.49381
99,99,2021,17-29 y.,4th Quintile,Seldom,0.39897,157,18934,0.32625,0.48195
100,100,2021,17-29 y.,4th Quintile,Never,0.10788,42,18934,0.07363,0.16021
101,101,2021,17-29 y.,5th Quintile,Often,0.11802,42,18934,0.0693,0.1646
102,102,2021,17-29 y.,5th Quintile,Sometimes,0.40347,125,18934,0.31421,0.50334
103,103,2021,17-29 y.,5th Quintile,Seldom,0.33771,112,18934,0.25222,0.44435
104,104,2021,17-29 y.,5th Quintile,Never,0.1408,31,18934,0.07612,0.22736
105,105,2021,30-45 y.,1st Quintile,Very often,0.0904,263,18934,0.06594,0.12177
106,106,2021,30-45 y.,1st Quintile,Often,0.17805,322,18934,0.12801,0.22635
107,107,2021,30-45 y.,1st Quintile,Sometimes,0.34845,552,18934,0.28564,0.4098
108,108,2021,30-45 y.,1st Quintile,Seldom,0.25802,280,18934,0.21238,0.31768
109,109,2021,30-45 y.,1st Quintile,Never,0.12508,216,18934,0.09653,0.16113
110,110,2021,30-45 y.,2nd Quintile,Very often,0.06999,78,18934,0.03845,0.0986
111,111,2021,30-45 y.,2nd Quintile,Often,0.17155,180,18934,0.12955,0.21886
112,112,2021,30-45 y.,2nd Quintile,Sometimes,0.34541,359,18934,0.29427,0.40536
113,113,2021,30-45 y.,2nd Quintile,Seldom,0.33754,300,18934,0.27115,0.40335
114,114,2021,30-45 y.,2nd Quintile,Never,0.0755,109,18934,0.05067,0.09921
115,115,2021,30-45 y.,3rd Quintile,Very often,0.03071,43,18934,0.01955,0.04343
116,116,2021,30-45 y.,3rd Quintile,Often,0.16254,135,18934,0.13671,0.19217
117,117,2021,30-45 y.,3rd Quintile,Sometimes,0.37282,304,18934,0.31266,0.43167
118,118,2021,30-45 y.,3rd Quintile,Seldom,0.33105,260,18934,0.28408,0.38182
119,119,2021,30-45 y.,3rd Quintile,Never,0.10288,99,18934,0.07579,0.13588
120,120,2021,30-45 y.,4th Quintile,Very often,0.03579,35,18934,0.02097,0.05421
121,121,2021,30-45 y.,4th Quintile,Often,0.13646,134,18934,0.10116,0.17391
122,122,2021,30-45 y.,4th Quintile,Sometimes,0.39781,294,18934,0.32814,0.45613
123,123,2021,30-45 y.,4th Quintile,Seldom,0.32495,248,18934,0.2712,0.38581
124,124,2021,30-45 y.,4th Quintile,Never,0.10498,87,18934,0.08368,0.13637
125,125,2021,30-45 y.,5th Quintile,Very often,0.04784,35,18934,0.03085,0.07352
126,126,2021,30-45 y.,5th Quintile,Often,0.11097,118,18934,0.08726,0.1382
127,127,2021,30-45 y.,5th Quintile,Sometimes,0.35561,308,18934,0.3078,0.40049
128,128,2021,30-45 y.,5th Quintile,Seldom,0.37015,254,18934,0.3031,0.43205
129,129,2021,30-45 y.,5th Quintile,Never,0.11542,101,18934,0.08405,0.15342
130,130,2021,46-65 y.,1st Quintile,Very often,0.07347,148,18934,0.05034,0.1022
131,131,2021,46-65 y.,1st Quintile,Often,0.15144,245,18934,0.12098,0.17892
132,132,2021,46-65 y.,1st Quintile,Sometimes,0.34526,425,18934,0.29898,0.40103
133,133,2021,46-65 y.,1st Quintile,Seldom,0.31777,289,18934,0.27367,0.36363
134,134,2021,46-65 y.,1st Quintile,Never,0.11206,139,18934,0.08596,0.14375
135,135,2021,46-65 y.,2nd Quintile,Very often,0.04037,73,18934,0.02751,0.05883
136,136,2021,46-65 y.,2nd Quintile,Often,0.16404,180,18934,0.1331,0.19586
137,137,2021,46-65 y.,2nd Quintile,Sometimes,0.35569,392,18934,0.31057,0.41404
138,138,2021,46-65 y.,2nd Quintile,Seldom,0.33272,346,18934,0.28206,0.37767
139,139,2021,46-65 y.,2nd Quintile,Never,0.10718,142,18934,0.08588,0.13304
140,140,2021,46-65 y.,3rd Quintile,Very often,0.05925,71,18934,0.03977,0.07904
141,141,2021,46-65 y.,3rd Quintile,Often,0.15286,168,18934,0.1171,0.1952
142,142,2021,46-65 y.,3rd Quintile,Sometimes,0.36451,424,18934,0.32666,0.40188
143,143,2021,46-65 y.,3rd Quintile,Seldom,0.33376,343,18934,0.28668,0.38906
144,144,2021,46-65 y.,3rd Quintile,Never,0.08963,108,18934,0.06948,0.11002
145,145,2021,46-65 y.,4th Quintile,Very often,0.03084,56,18934,0.02155,0.03994
146,146,2021,46-65 y.,4th Quintile,Often,0.15924,206,18934,0.1354,0.18758
147,147,2021,46-65 y.,4th Quintile,Sometimes,0.35687,465,18934,0.32351,0.39284
148,148,2021,46-65 y.,4th Quintile,Seldom,0.34061,488,18934,0.30597,0.38322
149,149,2021,46-65 y.,4th Quintile,Never,0.11243,161,18934,0.08953,0.13948
150,150,2021,46-65 y.,5th Quintile,Very often,0.03356,75,18934,0.02598,0.04227
151,151,2021,46-65 y.,5th Quintile,Often,0.13054,277,18934,0.11351,0.15133
152,152,2021,46-65 y.,5th Quintile,Sometimes,0.38453,843,18934,0.35321,0.42374
153,153,2021,46-65 y.,5th Quintile,Seldom,0.3244,802,18934,0.29354,0.35568
154,154,2021,46-65 y.,5th Quintile,Never,0.12697,326,18934,0.10818,0.1488
155,155,2021,66 and older,1st Quintile,Very often,0.05815,41,18934,0.03918,0.07759
156,156,2021,66 and older,1st Quintile,Often,0.16182,99,18934,0.12958,0.19525
157,157,2021,66 and older,1st Quintile,Sometimes,0.38311,235,18934,0.33534,0.43811
158,158,2021,66 and older,1st Quintile,Seldom,0.27914,171,18934,0.22995,0.33125
159,159,2021,66 and older,1st Quintile,Never,0.11778,85,18934,0.09086,0.14859
160,160,2021,66 and older,2nd Quintile,Very often,0.04383,41,18934,0.03386,0.05499
161,161,2021,66 and older,2nd Quintile,Often,0.1933,152,18934,0.16174,0.2284
162,162,2021,66 and older,2nd Quintile,Sometimes,0.35407,305,18934,0.31409,0.39456
163,163,2021,66 and older,2nd Quintile,Seldom,0.32625,264,18934,0.28453,0.37061
164,164,2021,66 and older,2nd Quintile,Never,0.08256,63,18934,0.06278,0.10924
165,165,2021,66 and older,3rd Quintile,Very often,0.06242,43,18934,0.04636,0.08233
166,166,2021,66 and older,3rd Quintile,Often,0.14034,96,18934,0.1175,0.16333
167,167,2021,66 and older,3rd Quintile,Sometimes,0.35844,228,18934,0.31561,0.40228
168,168,2021,66 and older,3rd Quintile,Seldom,0.34211,205,18934,0.29977,0.39239
169,169,2021,66 and older,3rd Quintile,Never,0.09669,63,18934,0.07754,0.11682
170,170,2021,66 and older,4th Quintile,Very often,0.04643,31,18934,0.03003,0.06519
171,171,2021,66 and older,4th Quintile,Often,0.20506,111,18934,0.16546,0.24205
172,172,2021,66 and older,4th Quintile,Sometimes,0.32855,211,18934,0.29334,0.37975
173,173,2021,66 and older,4th Quintile,Seldom,0.32407,203,18934,0.27814,0.37087
174,174,2021,66 and older,4th Quintile,Never,0.09589,72,18934,0.07531,0.11766
175,175,2021,66 and older,5th Quintile,Very often,0.04433,38,18934,0.03041,0.06087
176,176,2021,66 and older,5th Quintile,Often,0.14833,117,18934,0.12008,0.18187
177,177,2021,66 and older,5th Quintile,Sometimes,0.361,308,18934,0.31116,0.41758
178,178,2021,66 and older,5th Quintile,Seldom,0.35712,301,18934,0.30309,0.41761
179,179,2021,66 and older,5th Quintile,Never,0.08922,90,18934,0.06925,0.11865
