year,pgisced97,sex,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Upper Secondary Level,female,Never,0.17311,1193,6935,0.16420,0.18201
2013,Post-secondary Non-tertiary Level,male,Often,0.08686,36,594,0.06419,0.10952
2013,Post-secondary Non-tertiary Level,male,Sometimes,0.35147,202,594,0.31304,0.38990
2013,Post-secondary Non-tertiary Level,male,Seldom,0.38383,256,594,0.34469,0.42298
2013,Post-secondary Non-tertiary Level,male,Never,0.15322,100,594,0.12423,0.18222
2013,Post-secondary Non-tertiary Level,female,Often,0.05931,99,1136,0.04557,0.07306
2013,Post-secondary Non-tertiary Level,female,Sometimes,0.36838,397,1136,0.34031,0.39644
2013,Post-secondary Non-tertiary Level,female,Seldom,0.41502,467,1136,0.38635,0.44368
2013,Post-secondary Non-tertiary Level,female,Never,0.12101,173,1136,0.10203,0.13998
2013,First Stage of Tertiary Education,male,Often,0.05981,66,1018,0.04523,0.07438
2013,First Stage of Tertiary Education,male,Sometimes,0.38384,353,1018,0.35395,0.41373
2013,First Stage of Tertiary Education,male,Seldom,0.38710,410,1018,0.35716,0.41704
2013,First Stage of Tertiary Education,male,Never,0.16034,189,1018,0.13779,0.18289
2013,First Stage of Tertiary Education,female,Often,0.08256,48,633,0.06110,0.10402
2013,First Stage of Tertiary Education,female,Sometimes,0.39112,242,633,0.35307,0.42917
2013,First Stage of Tertiary Education,female,Seldom,0.35526,239,633,0.31795,0.39258
2013,First Stage of Tertiary Education,female,Never,0.15133,104,633,0.12339,0.17927
2013,Second Stage of Tertiary Education,male,Often,0.06587,168,2941,0.05690,0.07483
2013,Second Stage of Tertiary Education,male,Sometimes,0.32366,935,2941,0.30675,0.34057
2013,Second Stage of Tertiary Education,male,Seldom,0.44299,1334,2941,0.42503,0.46094
2013,Second Stage of Tertiary Education,male,Never,0.15441,504,2941,0.14135,0.16747
2013,Second Stage of Tertiary Education,female,Very often,0.01741,46,2854,0.01261,0.02221
2013,Second Stage of Tertiary Education,female,Often,0.09165,230,2854,0.08106,0.10224
2013,Second Stage of Tertiary Education,female,Sometimes,0.36839,995,2854,0.35069,0.38609
2013,Second Stage of Tertiary Education,female,Seldom,0.37724,1087,2854,0.35945,0.39503
2013,Second Stage of Tertiary Education,female,Never,0.14531,496,2854,0.13238,0.15824
2017,No answer / don't know,male,Often,0.07140,31,360,0.04476,0.09803
2017,No answer / don't know,male,Sometimes,0.29300,99,360,0.24592,0.34008
2017,No answer / don't know,male,Seldom,0.38384,128,360,0.33353,0.43415
2017,No answer / don't know,male,Never,0.23679,102,360,0.19282,0.28077
2017,No answer / don't know,female,Often,0.13454,41,300,0.09586,0.17322
2017,No answer / don't know,female,Sometimes,0.35047,97,300,0.29639,0.40455
2017,No answer / don't know,female,Seldom,0.30919,100,300,0.25681,0.36158
2017,No answer / don't know,female,Never,0.18045,62,300,0.13686,0.22404
2017,Pre-primary Level,male,Sometimes,0.31304,54,190,0.24693,0.37916
2017,Pre-primary Level,male,Seldom,0.42172,88,190,0.35132,0.49213
2017,Pre-primary Level,male,Never,0.22525,48,190,0.16569,0.28480
2017,Pre-primary Level,female,Sometimes,0.32267,76,204,0.25836,0.38698
2017,Pre-primary Level,female,Seldom,0.45368,86,204,0.38519,0.52217
2017,Pre-primary Level,female,Never,0.18255,42,204,0.12941,0.23569
2017,Primary Level,male,Very often,0.06493,48,521,0.04375,0.08611
2017,Primary Level,male,Often,0.13386,84,521,0.10460,0.16313
2017,Primary Level,male,Sometimes,0.32525,166,521,0.28498,0.36551
2017,Primary Level,male,Seldom,0.31923,104,521,0.27917,0.35930
2017,Primary Level,male,Never,0.15672,119,521,0.12548,0.18797
2017,Primary Level,female,Very often,0.06959,72,621,0.04956,0.08962
2017,Primary Level,female,Often,0.15100,125,621,0.12282,0.17918
2017,Primary Level,female,Sometimes,0.27933,197,621,0.24402,0.31465
2017,Primary Level,female,Seldom,0.25700,112,621,0.22260,0.29140
2017,Primary Level,female,Never,0.24308,115,621,0.20932,0.27684
2017,Lower Secondary Level,male,Very often,0.01907,46,1253,0.01150,0.02665
2017,Lower Secondary Level,male,Often,0.09291,142,1253,0.07683,0.10899
2017,Lower Secondary Level,male,Sometimes,0.30062,398,1253,0.27522,0.32602
2017,Lower Secondary Level,male,Seldom,0.37373,397,1253,0.34693,0.40052
2017,Lower Secondary Level,male,Never,0.21367,270,1253,0.19097,0.23638
2017,Lower Secondary Level,female,Very often,0.03643,87,1857,0.02790,0.04495
2017,Lower Secondary Level,female,Often,0.11331,219,1857,0.09889,0.12773
2017,Lower Secondary Level,female,Sometimes,0.30603,603,1857,0.28506,0.32699
2017,Lower Secondary Level,female,Seldom,0.34484,574,1857,0.32321,0.36646
2017,Lower Secondary Level,female,Never,0.19940,374,1857,0.18122,0.21758
2017,Upper Secondary Level,male,Very often,0.01380,88,5611,0.01074,0.01685
2017,Upper Secondary Level,male,Often,0.06163,383,5611,0.05534,0.06792
2017,Upper Secondary Level,male,Sometimes,0.30763,1699,5611,0.29555,0.31970
2017,Upper Secondary Level,male,Seldom,0.41395,2234,5611,0.40106,0.42684
2017,Upper Secondary Level,male,Never,0.20300,1207,5611,0.19247,0.21352
2017,Upper Secondary Level,female,Very often,0.01952,160,6735,0.01622,0.02283
2017,Upper Secondary Level,female,Often,0.08233,559,6735,0.07577,0.08890
2017,Upper Secondary Level,female,Sometimes,0.33870,2216,6735,0.32739,0.35000
2017,Upper Secondary Level,female,Seldom,0.36514,2480,6735,0.35364,0.37664
2017,Upper Secondary Level,female,Never,0.19430,1320,6735,0.18485,0.20375
2017,Post-secondary Non-tertiary Level,male,Often,0.07276,63,824,0.05502,0.09051
2017,Post-secondary Non-tertiary Level,male,Sometimes,0.26852,235,824,0.23824,0.29880
2017,Post-secondary Non-tertiary Level,male,Seldom,0.45350,349,824,0.41949,0.48752
2017,Post-secondary Non-tertiary Level,male,Never,0.18044,177,824,0.15417,0.20672
2017,Post-secondary Non-tertiary Level,female,Very often,0.03855,39,1416,0.02852,0.04858
2017,Post-secondary Non-tertiary Level,female,Often,0.08689,118,1416,0.07221,0.10157
2017,Post-secondary Non-tertiary Level,female,Sometimes,0.32014,464,1416,0.29583,0.34445
2017,Post-secondary Non-tertiary Level,female,Seldom,0.35135,509,1416,0.32647,0.37622
2017,Post-secondary Non-tertiary Level,female,Never,0.20307,286,1416,0.18211,0.22404
2017,First Stage of Tertiary Education,male,Often,0.04569,46,930,0.03226,0.05912
2017,First Stage of Tertiary Education,male,Sometimes,0.31419,288,930,0.28434,0.34404
2017,First Stage of Tertiary Education,male,Seldom,0.43673,398,930,0.40484,0.46863
2017,First Stage of Tertiary Education,male,Never,0.19409,198,930,0.16866,0.21953
2017,First Stage of Tertiary Education,female,Often,0.05832,32,578,0.03920,0.07745
2017,First Stage of Tertiary Education,female,Sometimes,0.32505,190,578,0.28683,0.36327
2017,First Stage of Tertiary Education,female,Seldom,0.38142,247,578,0.34178,0.42105
2017,First Stage of Tertiary Education,female,Never,0.20038,109,578,0.16772,0.23304
2017,Second Stage of Tertiary Education,male,Very often,0.00659,56,3450,0.00389,0.00929
2017,Second Stage of Tertiary Education,male,Often,0.05498,214,3450,0.04737,0.06259
2017,Second Stage of Tertiary Education,male,Sometimes,0.28973,1015,3450,0.27459,0.30487
2017,Second Stage of Tertiary Education,male,Seldom,0.47326,1535,3450,0.45659,0.48992
2017,Second Stage of Tertiary Education,male,Never,0.17544,630,3450,0.16275,0.18814
2017,Second Stage of Tertiary Education,female,Very often,0.01653,84,3375,0.01223,0.02083
2017,Second Stage of Tertiary Education,female,Often,0.07719,271,3375,0.06819,0.08620
2017,Second Stage of Tertiary Education,female,Sometimes,0.31903,1074,3375,0.30331,0.33476
2017,Second Stage of Tertiary Education,female,Seldom,0.41464,1321,3375,0.39801,0.43126
2017,Second Stage of Tertiary Education,female,Never,0.17261,625,3375,0.15985,0.18536
2021,No answer / don't know,male,Very often,0.01919,39,425,0.00613,0.03225
2021,No answer / don't know,male,Often,0.11560,57,425,0.08516,0.14603
2021,No answer / don't know,male,Sometimes,0.37390,160,425,0.32784,0.41995
2021,No answer / don't know,male,Seldom,0.35613,117,425,0.31055,0.40171
2021,No answer / don't know,male,Never,0.13518,52,425,0.10264,0.16773
2021,No answer / don't know,female,Very often,0.02234,36,367,0.00720,0.03748
2021,No answer / don't know,female,Often,0.17332,67,367,0.13454,0.21210
2021,No answer / don't know,female,Sometimes,0.41201,130,367,0.36159,0.46244
2021,No answer / don't know,female,Seldom,0.26468,86,367,0.21949,0.30988
2021,No answer / don't know,female,Never,0.12765,48,367,0.09346,0.16183
2021,Pre-primary Level,male,Sometimes,0.37819,36,70,0.26377,0.49262
2021,Pre-primary Level,male,Seldom,0.40909,34,70,0.29308,0.52510
2021,Pre-primary Level,female,Sometimes,0.45203,38,38,0.29167,0.61240
2021,Primary Level,male,Very often,0.09611,107,495,0.07012,0.12211
2021,Primary Level,male,Often,0.18061,89,495,0.14669,0.21454
2021,Primary Level,male,Sometimes,0.38205,176,495,0.33920,0.42489
2021,Primary Level,male,Seldom,0.19961,56,495,0.16436,0.23486
2021,Primary Level,male,Never,0.14162,67,495,0.11087,0.17236
2021,Primary Level,female,Very often,0.12578,90,423,0.09414,0.15742
2021,Primary Level,female,Often,0.14301,72,423,0.10960,0.17641
2021,Primary Level,female,Sometimes,0.41602,154,423,0.36900,0.46305
2021,Primary Level,female,Seldom,0.19280,55,423,0.15516,0.23044
2021,Primary Level,female,Never,0.12239,52,423,0.09112,0.15366
2021,Lower Secondary Level,male,Very often,0.05316,79,794,0.03755,0.06878
2021,Lower Secondary Level,male,Often,0.15523,133,794,0.13002,0.18043
2021,Lower Secondary Level,male,Sometimes,0.30446,259,794,0.27243,0.33649
2021,Lower Secondary Level,male,Seldom,0.32935,214,794,0.29664,0.36206
2021,Lower Secondary Level,male,Never,0.15781,109,794,0.13243,0.18318
2021,Lower Secondary Level,female,Very often,0.06604,94,956,0.05029,0.08179
2021,Lower Secondary Level,female,Often,0.19800,181,956,0.17273,0.22328
2021,Lower Secondary Level,female,Sometimes,0.38532,361,956,0.35446,0.41619
2021,Lower Secondary Level,female,Seldom,0.25235,211,956,0.22480,0.27989
2021,Lower Secondary Level,female,Never,0.09829,109,956,0.07941,0.11717
2021,Upper Secondary Level,male,Very often,0.04029,158,3357,0.03364,0.04694
2021,Upper Secondary Level,male,Often,0.13493,513,3357,0.12337,0.14649
2021,Upper Secondary Level,male,Sometimes,0.34331,1160,3357,0.32725,0.35938
2021,Upper Secondary Level,male,Seldom,0.36845,1085,3357,0.35213,0.38477
2021,Upper Secondary Level,male,Never,0.11302,441,3357,0.10231,0.12373
2021,Upper Secondary Level,female,Very often,0.06612,282,3988,0.05841,0.07383
2021,Upper Secondary Level,female,Often,0.17252,701,3988,0.16080,0.18425
2021,Upper Secondary Level,female,Sometimes,0.36396,1470,3988,0.34903,0.37890
2021,Upper Secondary Level,female,Seldom,0.29513,1106,3988,0.28097,0.30928
2021,Upper Secondary Level,female,Never,0.10227,429,3988,0.09286,0.11167
2021,Post-secondary Non-tertiary Level,male,Often,0.13080,93,590,0.10357,0.15803
2021,Post-secondary Non-tertiary Level,male,Sometimes,0.43469,221,590,0.39466,0.47472
2021,Post-secondary Non-tertiary Level,male,Seldom,0.33041,204,590,0.29243,0.36840
2021,Post-secondary Non-tertiary Level,male,Never,0.07293,72,590,0.05193,0.09393
2021,Post-secondary Non-tertiary Level,female,Very often,0.04595,50,976,0.03281,0.05909
2021,Post-secondary Non-tertiary Level,female,Often,0.16378,148,976,0.14055,0.18701
2021,Post-secondary Non-tertiary Level,female,Sometimes,0.35695,354,976,0.32688,0.38702
2021,Post-secondary Non-tertiary Level,female,Seldom,0.34002,317,976,0.31029,0.36976
2021,Post-secondary Non-tertiary Level,female,Never,0.09330,107,976,0.07504,0.11155
2021,First Stage of Tertiary Education,male,Often,0.12292,77,587,0.09633,0.14950
2021,First Stage of Tertiary Education,male,Sometimes,0.34123,190,587,0.30284,0.37962
2021,First Stage of Tertiary Education,male,Seldom,0.39240,247,587,0.35286,0.43193
2021,First Stage of Tertiary Education,male,Never,0.11191,73,587,0.08639,0.13744
2021,First Stage of Tertiary Education,female,Often,0.16733,62,369,0.12919,0.20547
2021,First Stage of Tertiary Education,female,Sometimes,0.31771,141,369,0.27014,0.36528
2021,First Stage of Tertiary Education,female,Seldom,0.34922,123,369,0.30052,0.39793
2021,First Stage of Tertiary Education,female,Never,0.14002,43,369,0.10456,0.17547
2021,Second Stage of Tertiary Education,male,Very often,0.03264,129,2947,0.02622,0.03905
2021,Second Stage of Tertiary Education,male,Often,0.15249,428,2947,0.13951,0.16547
2021,Second Stage of Tertiary Education,male,Sometimes,0.34033,1045,2947,0.32322,0.35744
2021,Second Stage of Tertiary Education,male,Seldom,0.37071,1011,2947,0.35327,0.38815
2021,Second Stage of Tertiary Education,male,Never,0.10383,334,2947,0.09282,0.11485
2021,Second Stage of Tertiary Education,female,Very often,0.04367,168,2730,0.03600,0.05134
2021,Second Stage of Tertiary Education,female,Often,0.14899,446,2730,0.13563,0.16235
2021,Second Stage of Tertiary Education,female,Sometimes,0.40318,1007,2730,0.38478,0.42159
2021,Second Stage of Tertiary Education,female,Seldom,0.30913,812,2730,0.29179,0.32647
2021,Second Stage of Tertiary Education,female,Never,0.09502,297,2730,0.08402,0.10602
