year,bula_h,migback,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Bavaria,No migration background,Very often,0.01629,38,3353,0.01200,0.02057
2013,Bavaria,No migration background,Often,0.07465,224,3353,0.06575,0.08355
2013,Bavaria,No migration background,Sometimes,0.32783,1121,3353,0.31194,0.34373
2013,Bavaria,No migration background,Seldom,0.38277,1336,3353,0.36631,0.39922
2013,Bavaria,No migration background,Never,0.19846,634,3353,0.18496,0.21196
2013,Bavaria,Direct migration background,Often,0.07702,48,446,0.05225,0.10179
2013,Bavaria,Direct migration background,Sometimes,0.35702,157,446,0.31250,0.40154
2013,Bavaria,Direct migration background,Seldom,0.34142,148,446,0.29737,0.38548
2013,Bavaria,Direct migration background,Never,0.19034,93,446,0.15386,0.22681
2013,Bavaria,Indirect migration background,Sometimes,0.24774,60,178,0.18414,0.31134
2013,Bavaria,Indirect migration background,Seldom,0.42129,81,178,0.34855,0.49404
2013,Bavaria,Indirect migration background,Never,0.27416,37,178,0.20844,0.33988
2013,Berlin,No migration background,Often,0.11912,105,843,0.09724,0.14100
2013,Berlin,No migration background,Sometimes,0.36523,314,843,0.33271,0.39776
2013,Berlin,No migration background,Seldom,0.37613,308,843,0.34341,0.40885
2013,Berlin,No migration background,Never,0.11683,116,843,0.09513,0.13852
2013,Berlin,Direct migration background,Seldom,0.37843,31,31,0.20487,0.55198
2013,Brandenburg,No migration background,Often,0.10910,89,950,0.08927,0.12894
2013,Brandenburg,No migration background,Sometimes,0.42583,370,950,0.39437,0.45729
2013,Brandenburg,No migration background,Seldom,0.33833,358,950,0.30822,0.36843
2013,Brandenburg,No migration background,Never,0.10797,133,950,0.08823,0.12772
2013,Mecklenburg-Western Pomerania,No migration background,Often,0.11592,67,550,0.08914,0.14270
2013,Mecklenburg-Western Pomerania,No migration background,Sometimes,0.42366,230,550,0.38232,0.46499
2013,Mecklenburg-Western Pomerania,No migration background,Seldom,0.35049,199,550,0.31058,0.39040
2013,Mecklenburg-Western Pomerania,No migration background,Never,0.08964,54,550,0.06574,0.11353
2013,Saxony,No migration background,Often,0.08878,134,1624,0.07494,0.10261
2013,Saxony,No migration background,Sometimes,0.38933,615,1624,0.36560,0.41305
2013,Saxony,No migration background,Seldom,0.39479,630,1624,0.37101,0.41858
2013,Saxony,No migration background,Never,0.11444,245,1624,0.09895,0.12993
2013,Saxony-Anhalt,No migration background,Often,0.09165,82,904,0.07283,0.11047
2013,Saxony-Anhalt,No migration background,Sometimes,0.31838,311,904,0.28799,0.34876
2013,Saxony-Anhalt,No migration background,Seldom,0.43287,386,904,0.40055,0.46518
2013,Saxony-Anhalt,No migration background,Never,0.12852,125,904,0.10669,0.15035
2013,Thuringa,No migration background,Often,0.10120,93,935,0.08186,0.12054
2013,Thuringa,No migration background,Sometimes,0.34355,327,935,0.31309,0.37400
2013,Thuringa,No migration background,Seldom,0.31199,323,935,0.28228,0.34171
2013,Thuringa,No migration background,Never,0.21536,192,935,0.18900,0.24173
2019,Lower Saxony,Direct migration background,Sometimes,0.38958,34,34,0.22320,0.55597
2021,Schleswig-Holstein,No migration background,Often,0.16619,96,555,0.13519,0.19718
2021,Schleswig-Holstein,No migration background,Sometimes,0.32232,195,555,0.28340,0.36124
2021,Schleswig-Holstein,No migration background,Seldom,0.35011,183,555,0.31039,0.38984
2021,Schleswig-Holstein,No migration background,Never,0.13054,81,555,0.10249,0.15860
2021,Schleswig-Holstein,Direct migration background,Often,0.16269,38,197,0.11102,0.21436
2021,Schleswig-Holstein,Direct migration background,Sometimes,0.49577,79,197,0.42578,0.56577
2021,Schleswig-Holstein,Direct migration background,Seldom,0.25424,42,197,0.19328,0.31520
2021,Schleswig-Holstein,Direct migration background,Never,0.06661,38,197,0.03171,0.10152
2021,Hamburg,No migration background,Often,0.16900,36,271,0.12430,0.21371
2021,Hamburg,No migration background,Sometimes,0.35279,101,271,0.29579,0.40979
2021,Hamburg,No migration background,Seldom,0.36228,94,271,0.30495,0.41962
2021,Hamburg,No migration background,Never,0.10865,40,271,0.07153,0.14577
2021,Hamburg,Direct migration background,Often,0.20411,31,86,0.11842,0.28979
2021,Hamburg,Direct migration background,Sometimes,0.51931,55,86,0.41309,0.62553
2021,Lower Saxony,No migration background,Very often,0.04709,67,1325,0.03568,0.05851
2021,Lower Saxony,No migration background,Often,0.14336,217,1325,0.12448,0.16224
2021,Lower Saxony,No migration background,Sometimes,0.35628,458,1325,0.33048,0.38207
2021,Lower Saxony,No migration background,Seldom,0.35565,455,1325,0.32987,0.38144
2021,Lower Saxony,No migration background,Never,0.09762,128,1325,0.08163,0.11360
2021,Lower Saxony,Direct migration background,Very often,0.03918,68,490,0.02199,0.05638
2021,Lower Saxony,Direct migration background,Often,0.18514,95,490,0.15071,0.21956
2021,Lower Saxony,Direct migration background,Sometimes,0.44453,176,490,0.40049,0.48857
2021,Lower Saxony,Direct migration background,Seldom,0.25236,100,490,0.21386,0.29086
2021,Lower Saxony,Direct migration background,Never,0.07879,51,490,0.05491,0.10267
2021,Lower Saxony,Indirect migration background,Seldom,0.33792,32,32,0.17141,0.50443
2021,Bremen,No migration background,Seldom,0.46348,35,35,0.29586,0.63110
2021,North Rhine-Westphalia,No migration background,Very often,0.06619,159,2509,0.05646,0.07592
2021,North Rhine-Westphalia,No migration background,Often,0.15353,380,2509,0.13942,0.16764
2021,North Rhine-Westphalia,No migration background,Sometimes,0.36440,897,2509,0.34557,0.38324
2021,North Rhine-Westphalia,No migration background,Seldom,0.31600,795,2509,0.29780,0.33419
2021,North Rhine-Westphalia,No migration background,Never,0.09987,278,2509,0.08814,0.11161
2021,North Rhine-Westphalia,Direct migration background,Very often,0.06669,169,1372,0.05349,0.07990
2021,North Rhine-Westphalia,Direct migration background,Often,0.24007,283,1372,0.21746,0.26268
2021,North Rhine-Westphalia,Direct migration background,Sometimes,0.34087,494,1372,0.31578,0.36597
2021,North Rhine-Westphalia,Direct migration background,Seldom,0.25467,265,1372,0.23161,0.27773
2021,North Rhine-Westphalia,Direct migration background,Never,0.09770,161,1372,0.08198,0.11341
2021,North Rhine-Westphalia,Indirect migration background,Often,0.15467,37,244,0.10920,0.20013
2021,North Rhine-Westphalia,Indirect migration background,Sometimes,0.38551,90,244,0.32432,0.44671
2021,North Rhine-Westphalia,Indirect migration background,Seldom,0.32446,82,244,0.26559,0.38332
2021,North Rhine-Westphalia,Indirect migration background,Never,0.11217,35,244,0.07249,0.15185
2021,Hesse,No migration background,Very often,0.05228,38,793,0.03678,0.06778
2021,Hesse,No migration background,Often,0.14181,119,793,0.11752,0.16611
2021,Hesse,No migration background,Sometimes,0.34367,279,793,0.31059,0.37675
2021,Hesse,No migration background,Seldom,0.33871,272,793,0.30575,0.37168
2021,Hesse,No migration background,Never,0.12352,85,793,0.10061,0.14644
2021,Hesse,Direct migration background,Very often,0.05391,77,477,0.03362,0.07420
2021,Hesse,Direct migration background,Often,0.18238,94,477,0.14768,0.21707
2021,Hesse,Direct migration background,Sometimes,0.27675,169,477,0.23655,0.31694
2021,Hesse,Direct migration background,Seldom,0.42291,91,477,0.37852,0.46729
2021,Hesse,Direct migration background,Never,0.06407,46,477,0.04207,0.08606
2021,"Rhineland-Palatinate, Saarland",No migration background,Very often,0.05389,42,628,0.03621,0.07156
2021,"Rhineland-Palatinate, Saarland",No migration background,Often,0.16655,92,628,0.13739,0.19572
2021,"Rhineland-Palatinate, Saarland",No migration background,Sometimes,0.33585,228,628,0.29889,0.37282
2021,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.36450,210,628,0.32683,0.40217
2021,"Rhineland-Palatinate, Saarland",No migration background,Never,0.07921,56,628,0.05807,0.10034
2021,"Rhineland-Palatinate, Saarland",Direct migration background,Very often,0.06207,36,324,0.03575,0.08838
2021,"Rhineland-Palatinate, Saarland",Direct migration background,Often,0.15282,60,324,0.11358,0.19206
2021,"Rhineland-Palatinate, Saarland",Direct migration background,Sometimes,0.39388,129,324,0.34059,0.44716
2021,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.35209,56,324,0.30000,0.40418
2021,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.03915,43,324,0.01800,0.06030
2021,Baden-Wuerttemberg,No migration background,Very often,0.04208,58,1374,0.03146,0.05270
2021,Baden-Wuerttemberg,No migration background,Often,0.12962,197,1374,0.11186,0.14739
2021,Baden-Wuerttemberg,No migration background,Sometimes,0.39265,545,1374,0.36682,0.41848
2021,Baden-Wuerttemberg,No migration background,Seldom,0.33766,426,1374,0.31265,0.36268
2021,Baden-Wuerttemberg,No migration background,Never,0.09798,148,1374,0.08225,0.11370
2021,Baden-Wuerttemberg,Direct migration background,Very often,0.05554,70,653,0.03796,0.07312
2021,Baden-Wuerttemberg,Direct migration background,Often,0.14738,112,653,0.12017,0.17459
2021,Baden-Wuerttemberg,Direct migration background,Sometimes,0.34996,240,653,0.31335,0.38657
2021,Baden-Wuerttemberg,Direct migration background,Seldom,0.29646,156,653,0.26140,0.33152
2021,Baden-Wuerttemberg,Direct migration background,Never,0.15066,75,653,0.12320,0.17812
2021,Baden-Wuerttemberg,Indirect migration background,Sometimes,0.37136,54,99,0.27570,0.46702
2021,Baden-Wuerttemberg,Indirect migration background,Seldom,0.29652,45,99,0.20609,0.38694
2021,Bavaria,No migration background,Very often,0.04363,99,1988,0.03465,0.05261
2021,Bavaria,No migration background,Often,0.16598,330,1988,0.14962,0.18234
2021,Bavaria,No migration background,Sometimes,0.35205,665,1988,0.33105,0.37305
2021,Bavaria,No migration background,Seldom,0.32677,656,1988,0.30615,0.34740
2021,Bavaria,No migration background,Never,0.11157,238,1988,0.09773,0.12541
2021,Bavaria,Direct migration background,Very often,0.06689,86,721,0.04864,0.08514
2021,Bavaria,Direct migration background,Often,0.19093,131,721,0.16222,0.21963
2021,Bavaria,Direct migration background,Sometimes,0.29149,238,721,0.25829,0.32468
2021,Bavaria,Direct migration background,Seldom,0.29878,167,721,0.26534,0.33221
2021,Bavaria,Direct migration background,Never,0.15192,99,721,0.12570,0.17814
2021,Bavaria,Indirect migration background,Sometimes,0.34037,62,110,0.25141,0.42932
2021,Bavaria,Indirect migration background,Seldom,0.24866,48,110,0.16751,0.32980
2021,Berlin,No migration background,Often,0.12444,76,539,0.09655,0.15234
2021,Berlin,No migration background,Sometimes,0.44879,224,539,0.40676,0.49082
2021,Berlin,No migration background,Seldom,0.27265,169,539,0.23502,0.31028
2021,Berlin,No migration background,Never,0.12348,70,539,0.09568,0.15128
2021,Berlin,Direct migration background,Very often,0.04900,47,297,0.02441,0.07359
2021,Berlin,Direct migration background,Often,0.18781,60,297,0.14332,0.23230
2021,Berlin,Direct migration background,Sometimes,0.38785,98,297,0.33234,0.44336
2021,Berlin,Direct migration background,Seldom,0.23809,51,297,0.18957,0.28661
2021,Berlin,Direct migration background,Never,0.13725,41,297,0.09805,0.17645
2021,Brandenburg,No migration background,Often,0.11143,85,577,0.08574,0.13713
2021,Brandenburg,No migration background,Sometimes,0.38441,232,577,0.34468,0.42414
2021,Brandenburg,No migration background,Seldom,0.32856,185,577,0.29020,0.36692
2021,Brandenburg,No migration background,Never,0.14225,75,577,0.11373,0.17078
2021,Brandenburg,Direct migration background,Sometimes,0.33146,35,35,0.17322,0.48969
2021,Mecklenburg-Western Pomerania,No migration background,Often,0.12681,45,362,0.09248,0.16114
2021,Mecklenburg-Western Pomerania,No migration background,Sometimes,0.39709,134,362,0.34662,0.44757
2021,Mecklenburg-Western Pomerania,No migration background,Seldom,0.35068,137,362,0.30145,0.39990
2021,Mecklenburg-Western Pomerania,No migration background,Never,0.10650,46,362,0.07468,0.13833
2021,Saxony,No migration background,Very often,0.03344,31,1021,0.02240,0.04447
2021,Saxony,No migration background,Often,0.14067,142,1021,0.11933,0.16201
2021,Saxony,No migration background,Sometimes,0.37178,370,1021,0.34212,0.40144
2021,Saxony,No migration background,Seldom,0.35073,360,1021,0.32144,0.38002
2021,Saxony,No migration background,Never,0.10338,118,1021,0.08470,0.12207
2021,Saxony,Direct migration background,Sometimes,0.23393,44,44,0.10740,0.36047
2021,Saxony-Anhalt,No migration background,Often,0.08945,49,495,0.06428,0.11462
2021,Saxony-Anhalt,No migration background,Sometimes,0.38505,185,495,0.34214,0.42797
2021,Saxony-Anhalt,No migration background,Seldom,0.41024,211,495,0.36687,0.45362
2021,Saxony-Anhalt,No migration background,Never,0.06533,50,495,0.04354,0.08712
2021,Thuringa,No migration background,Often,0.17691,79,514,0.14389,0.20994
2021,Thuringa,No migration background,Sometimes,0.35217,192,514,0.31084,0.39350
2021,Thuringa,No migration background,Seldom,0.30506,160,514,0.26522,0.34490
2021,Thuringa,No migration background,Never,0.12455,83,514,0.09598,0.15313
2021,Thuringa,Direct migration background,Sometimes,0.52810,45,45,0.38059,0.67561
2022,Schleswig-Holstein,Direct migration background,Sometimes,0.32184,34,34,0.16245,0.48124
2022,Lower Saxony,Direct migration background,Very often,0.22878,37,191,0.16905,0.28851
2022,Lower Saxony,Direct migration background,Often,0.16650,37,191,0.11353,0.21947
2022,Lower Saxony,Direct migration background,Sometimes,0.32306,75,191,0.25656,0.38956
2022,Lower Saxony,Direct migration background,Never,0.11622,42,191,0.07065,0.16179
2022,North Rhine-Westphalia,Direct migration background,Very often,0.18136,107,590,0.15024,0.21248
2022,North Rhine-Westphalia,Direct migration background,Often,0.13041,89,590,0.10322,0.15761
2022,North Rhine-Westphalia,Direct migration background,Sometimes,0.39404,216,590,0.35458,0.43351
2022,North Rhine-Westphalia,Direct migration background,Seldom,0.14030,68,590,0.11226,0.16835
2022,North Rhine-Westphalia,Direct migration background,Never,0.15388,110,590,0.12474,0.18302
2022,Hesse,Direct migration background,Often,0.27708,31,102,0.18979,0.36437
2022,Hesse,Direct migration background,Sometimes,0.39658,71,102,0.30118,0.49199
2022,"Rhineland-Palatinate, Saarland",Direct migration background,Sometimes,0.42176,48,48,0.28057,0.56294
2022,Baden-Wuerttemberg,Direct migration background,Often,0.24838,32,83,0.15486,0.34190
2022,Baden-Wuerttemberg,Direct migration background,Sometimes,0.31296,51,83,0.21260,0.41333
2022,Bavaria,Direct migration background,Sometimes,0.43408,60,60,0.30760,0.56055
2022,Berlin,Direct migration background,Sometimes,0.51483,38,38,0.35379,0.67587
