year,bula_h,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Hamburg,Seldom,0.48261,216,470,0.43739,0.52784
2017,Hamburg,Never,0.20256,115,470,0.16618,0.23893
2017,Lower Saxony,Very often,0.01673,88,2986,0.01212,0.02133
2017,Lower Saxony,Often,0.07855,267,2986,0.06890,0.08820
2017,Lower Saxony,Sometimes,0.30266,934,2986,0.28618,0.31914
2017,Lower Saxony,Seldom,0.42576,1157,2986,0.40802,0.44350
2017,Lower Saxony,Never,0.17631,540,2986,0.16263,0.18998
2017,Bremen,Sometimes,0.22777,75,222,0.17248,0.28307
2017,Bremen,Seldom,0.46859,103,222,0.40280,0.53438
2017,Bremen,Never,0.18313,44,222,0.13213,0.23412
2017,North Rhine-Westphalia,Very often,0.02239,211,6050,0.01866,0.02612
2017,North Rhine-Westphalia,Often,0.07445,499,6050,0.06784,0.08107
2017,North Rhine-Westphalia,Sometimes,0.31834,1877,6050,0.30660,0.33008
2017,North Rhine-Westphalia,Seldom,0.38864,2175,6050,0.37635,0.40092
2017,North Rhine-Westphalia,Never,0.19618,1288,6050,0.18617,0.20619
2017,Hesse,Very often,0.02156,64,1930,0.01508,0.02805
2017,Hesse,Often,0.07610,164,1930,0.06426,0.08793
2017,Hesse,Sometimes,0.27937,580,1930,0.25935,0.29940
2017,Hesse,Seldom,0.43188,779,1930,0.40978,0.45399
2017,Hesse,Never,0.19108,343,1930,0.17354,0.20863
2017,"Rhineland-Palatinate, Saarland",Very often,0.01827,41,1640,0.01179,0.02476
2017,"Rhineland-Palatinate, Saarland",Often,0.07326,139,1640,0.06064,0.08587
2017,"Rhineland-Palatinate, Saarland",Sometimes,0.29130,492,1640,0.26930,0.31330
2017,"Rhineland-Palatinate, Saarland",Seldom,0.38655,595,1640,0.36298,0.41013
2017,"Rhineland-Palatinate, Saarland",Never,0.23061,373,1640,0.21022,0.25100
2017,Baden-Wuerttemberg,Very often,0.02505,67,3161,0.01960,0.03049
2017,Baden-Wuerttemberg,Often,0.06981,258,3161,0.06092,0.07869
2017,Baden-Wuerttemberg,Sometimes,0.29484,948,3161,0.27895,0.31074
2017,Baden-Wuerttemberg,Seldom,0.40880,1209,3161,0.39166,0.42594
2017,Baden-Wuerttemberg,Never,0.20150,679,3161,0.18751,0.21549
2017,Bavaria,Very often,0.01666,98,4372,0.01287,0.02046
2017,Bavaria,Often,0.06525,304,4372,0.05793,0.07257
2017,Bavaria,Sometimes,0.32151,1424,4372,0.30766,0.33536
2017,Bavaria,Seldom,0.38513,1634,4372,0.37070,0.39956
2017,Bavaria,Never,0.21145,912,4372,0.19934,0.22355
2017,Berlin,Often,0.07247,89,992,0.05633,0.08861
2017,Berlin,Sometimes,0.33108,328,992,0.30178,0.36038
2017,Berlin,Seldom,0.39261,400,992,0.36221,0.42302
2017,Berlin,Never,0.18483,175,992,0.16066,0.20900
2017,Brandenburg,Often,0.11085,110,1037,0.09173,0.12997
2017,Brandenburg,Sometimes,0.35954,334,1037,0.33032,0.38876
2017,Brandenburg,Seldom,0.35047,394,1037,0.32141,0.37952
2017,Brandenburg,Never,0.16738,199,1037,0.14464,0.19011
2017,Mecklenburg-Western Pomerania,Often,0.07231,54,575,0.05112,0.09350
2017,Mecklenburg-Western Pomerania,Sometimes,0.36801,198,575,0.32855,0.40746
2017,Mecklenburg-Western Pomerania,Seldom,0.39286,223,575,0.35290,0.43281
2017,Mecklenburg-Western Pomerania,Never,0.15634,100,575,0.12663,0.18605
2017,Saxony,Often,0.09052,133,1690,0.07683,0.10420
2017,Saxony,Sometimes,0.34359,562,1690,0.32094,0.36624
2017,Saxony,Seldom,0.37421,645,1690,0.35113,0.39729
2017,Saxony,Never,0.17867,350,1690,0.16040,0.19694
2017,Saxony-Anhalt,Often,0.07263,79,941,0.05604,0.08922
2017,Saxony-Anhalt,Sometimes,0.35520,289,941,0.32460,0.38579
2017,Saxony-Anhalt,Seldom,0.39861,406,941,0.36731,0.42991
2017,Saxony-Anhalt,Never,0.15783,167,941,0.13452,0.18114
2017,Thuringa,Very often,0.02711,31,1022,0.01714,0.03707
2017,Thuringa,Often,0.09238,95,1022,0.07461,0.11014
2017,Thuringa,Sometimes,0.31927,340,1022,0.29067,0.34787
2017,Thuringa,Seldom,0.35666,356,1022,0.32728,0.38604
2017,Thuringa,Never,0.20459,200,1022,0.17984,0.22933
2021,Schleswig-Holstein,Very often,0.02920,44,829,0.01773,0.04067
2021,Schleswig-Holstein,Often,0.16683,142,829,0.14144,0.19223
2021,Schleswig-Holstein,Sometimes,0.33880,285,829,0.30656,0.37104
2021,Schleswig-Holstein,Seldom,0.34061,235,829,0.30833,0.37289
2021,Schleswig-Holstein,Never,0.12456,123,829,0.10207,0.14705
2021,Hamburg,Often,0.16760,69,429,0.13222,0.20299
2021,Hamburg,Sometimes,0.37868,160,429,0.33273,0.42464
2021,Hamburg,Seldom,0.32303,128,429,0.27873,0.36734
2021,Hamburg,Never,0.11553,72,429,0.08525,0.14582
2021,Lower Saxony,Very often,0.04436,137,1896,0.03509,0.05363
2021,Lower Saxony,Often,0.15161,325,1896,0.13546,0.16776
2021,Lower Saxony,Sometimes,0.36928,656,1896,0.34755,0.39101
2021,Lower Saxony,Seldom,0.34030,587,1896,0.31896,0.36163
2021,Lower Saxony,Never,0.09445,191,1896,0.08128,0.10762
2021,Bremen,Sometimes,0.29968,50,97,0.20804,0.39132
2021,Bremen,Seldom,0.42123,47,97,0.32246,0.52000
2021,North Rhine-Westphalia,Very often,0.06340,335,4132,0.05597,0.07083
2021,North Rhine-Westphalia,Often,0.16942,700,4132,0.15798,0.18086
2021,North Rhine-Westphalia,Sometimes,0.36152,1481,4132,0.34687,0.37617
2021,North Rhine-Westphalia,Seldom,0.30536,1142,4132,0.29131,0.31940
2021,North Rhine-Westphalia,Never,0.10030,474,4132,0.09114,0.10946
2021,Hesse,Very often,0.04843,115,1330,0.03689,0.05997
2021,Hesse,Often,0.14597,224,1330,0.12699,0.16495
2021,Hesse,Sometimes,0.32584,464,1330,0.30064,0.35104
2021,Hesse,Seldom,0.36959,391,1330,0.34364,0.39554
2021,Hesse,Never,0.11017,136,1330,0.09333,0.12700
2021,"Rhineland-Palatinate, Saarland",Very often,0.05691,82,1002,0.04256,0.07126
2021,"Rhineland-Palatinate, Saarland",Often,0.16756,162,1002,0.14443,0.19070
2021,"Rhineland-Palatinate, Saarland",Sometimes,0.34474,370,1002,0.31530,0.37419
2021,"Rhineland-Palatinate, Saarland",Seldom,0.35960,285,1002,0.32987,0.38932
2021,"Rhineland-Palatinate, Saarland",Never,0.07119,103,1002,0.05526,0.08712
2021,Baden-Wuerttemberg,Very often,0.04381,131,2173,0.03520,0.05242
2021,Baden-Wuerttemberg,Often,0.13688,332,2173,0.12243,0.15134
2021,Baden-Wuerttemberg,Sometimes,0.38253,839,2173,0.36209,0.40297
2021,Baden-Wuerttemberg,Seldom,0.32629,627,2173,0.30657,0.34601
2021,Baden-Wuerttemberg,Never,0.11049,244,2173,0.09730,0.12367
2021,Bavaria,Very often,0.04839,188,2869,0.04054,0.05624
2021,Bavaria,Often,0.17057,485,2869,0.15680,0.18434
2021,Bavaria,Sometimes,0.34008,965,2869,0.32275,0.35742
2021,Bavaria,Seldom,0.31716,871,2869,0.30012,0.33419
2021,Bavaria,Never,0.12380,360,2869,0.11175,0.13585
2021,Berlin,Very often,0.03378,79,913,0.02205,0.04550
2021,Berlin,Often,0.13820,147,913,0.11581,0.16060
2021,Berlin,Sometimes,0.43002,334,913,0.39789,0.46215
2021,Berlin,Seldom,0.27206,235,913,0.24318,0.30095
2021,Berlin,Never,0.12593,118,913,0.10440,0.14747
2021,Brandenburg,Very often,0.03404,35,706,0.02065,0.04742
2021,Brandenburg,Often,0.10683,99,706,0.08403,0.12963
2021,Brandenburg,Sometimes,0.38736,274,706,0.35140,0.42332
2021,Brandenburg,Seldom,0.33456,211,706,0.29973,0.36939
2021,Brandenburg,Never,0.13722,87,706,0.11182,0.16262
2021,Mecklenburg-Western Pomerania,Often,0.12497,52,395,0.09232,0.15762
2021,Mecklenburg-Western Pomerania,Sometimes,0.39772,151,395,0.34939,0.44605
2021,Mecklenburg-Western Pomerania,Seldom,0.35081,146,395,0.30368,0.39793
2021,Mecklenburg-Western Pomerania,Never,0.10192,46,395,0.07204,0.13179
2021,Saxony,Very often,0.04183,51,1169,0.03034,0.05331
2021,Saxony,Often,0.14090,169,1169,0.12095,0.16086
2021,Saxony,Sometimes,0.36219,421,1169,0.33462,0.38975
2021,Saxony,Seldom,0.34942,396,1169,0.32207,0.37676
2021,Saxony,Never,0.10567,132,1169,0.08804,0.12330
2021,Saxony-Anhalt,Often,0.08843,67,576,0.06522,0.11164
2021,Saxony-Anhalt,Sometimes,0.37372,214,576,0.33418,0.41327
2021,Saxony-Anhalt,Seldom,0.42243,232,576,0.38206,0.46281
2021,Saxony-Anhalt,Never,0.06637,63,576,0.04602,0.08671
2021,Thuringa,Very often,0.04062,36,636,0.02526,0.05597
2021,Thuringa,Often,0.18225,93,636,0.15223,0.21228
2021,Thuringa,Sometimes,0.36459,239,636,0.32715,0.40203
2021,Thuringa,Seldom,0.29557,175,636,0.26008,0.33107
2021,Thuringa,Never,0.11696,93,636,0.09197,0.14196
