year,age_gr,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,30-45 y.,Does not matter,0.04739,381,1093,0.03479,0.06000
2001,30-45 y.,Does not apply/do not (yet) have a job,0.01193,90,1093,0.00549,0.01837
2001,46-65 y.,In my current field/ field I was trained in,0.02026,135,501,0.00791,0.03260
2001,46-65 y.,Do something new,0.01151,80,501,0.00216,0.02086
2001,46-65 y.,Does not matter,0.03268,249,501,0.01710,0.04827
2001,46-65 y.,Does not apply/do not (yet) have a job,0.00513,37,501,-0.00113,0.01139
2003,17-29 y.,In my current field/ field I was trained in,0.05117,196,1457,0.03986,0.06249
2003,17-29 y.,Do something new,0.03123,117,1457,0.02230,0.04017
2003,17-29 y.,Does not matter,0.04213,155,1457,0.03181,0.05245
2003,17-29 y.,Does not apply/do not (yet) have a job,0.21219,989,1457,0.19119,0.23320
2003,30-45 y.,In my current field/ field I was trained in,0.05557,359,1055,0.04174,0.06941
2003,30-45 y.,Do something new,0.02461,170,1055,0.01525,0.03396
2003,30-45 y.,Does not matter,0.06571,446,1055,0.05076,0.08067
2003,30-45 y.,Does not apply/do not (yet) have a job,0.01303,80,1055,0.00618,0.01987
2003,46-65 y.,In my current field/ field I was trained in,0.01928,146,551,0.00779,0.03077
2003,46-65 y.,Do something new,0.00961,66,551,0.00146,0.01776
2003,46-65 y.,Does not matter,0.05029,339,551,0.03203,0.06856
2005,17-29 y.,In my current field/ field I was trained in,0.04301,150,1237,0.03170,0.05432
2005,17-29 y.,Do something new,0.02436,85,1237,0.01577,0.03296
2005,17-29 y.,Does not matter,0.05162,189,1237,0.03929,0.06396
2005,17-29 y.,Does not apply/do not (yet) have a job,0.18508,813,1237,0.16342,0.20673
2005,30-45 y.,In my current field/ field I was trained in,0.03986,245,812,0.02640,0.05332
2005,30-45 y.,Do something new,0.01507,95,812,0.00668,0.02345
2005,30-45 y.,Does not matter,0.06994,408,812,0.05239,0.08749
2005,30-45 y.,Does not apply/do not (yet) have a job,0.01406,64,812,0.00596,0.02216
2005,46-65 y.,In my current field/ field I was trained in,0.01759,111,493,0.00598,0.02921
2005,46-65 y.,Do something new,0.00851,50,493,0.00040,0.01663
2005,46-65 y.,Does not matter,0.05262,332,493,0.03289,0.07235
2007,17-29 y.,In my current field/ field I was trained in,0.04942,169,1228,0.03729,0.06155
2007,17-29 y.,Do something new,0.02774,91,1228,0.01855,0.03693
2007,17-29 y.,Does not matter,0.04007,157,1228,0.02909,0.05104
2007,17-29 y.,Does not apply/do not (yet) have a job,0.19035,811,1228,0.16838,0.21231
2007,30-45 y.,In my current field/ field I was trained in,0.03840,241,765,0.02478,0.05203
2007,30-45 y.,Do something new,0.02034,108,765,0.01033,0.03035
2007,30-45 y.,Does not matter,0.06968,362,765,0.05163,0.08774
2007,30-45 y.,Does not apply/do not (yet) have a job,0.01191,54,765,0.00422,0.01960
2007,46-65 y.,In my current field/ field I was trained in,0.01562,108,538,0.00513,0.02611
2007,46-65 y.,Do something new,0.00906,56,538,0.00104,0.01707
2007,46-65 y.,Does not matter,0.05555,341,538,0.03618,0.07493
2007,46-65 y.,Does not apply/do not (yet) have a job,0.00727,33,538,0.00008,0.01445
2009,17-29 y.,In my current field/ field I was trained in,0.04259,155,990,0.03001,0.05518
2009,17-29 y.,Do something new,0.02504,79,990,0.01530,0.03478
2009,17-29 y.,Does not matter,0.04056,120,990,0.02827,0.05286
2009,17-29 y.,Does not apply/do not (yet) have a job,0.18162,636,990,0.15759,0.20565
2009,30-45 y.,In my current field/ field I was trained in,0.03816,182,598,0.02279,0.05353
2009,30-45 y.,Do something new,0.01623,77,598,0.00609,0.02637
2009,30-45 y.,Does not matter,0.06230,298,598,0.04291,0.08169
2009,30-45 y.,Does not apply/do not (yet) have a job,0.01080,41,598,0.00251,0.01909
2009,46-65 y.,In my current field/ field I was trained in,0.02151,114,461,0.00825,0.03477
2009,46-65 y.,Do something new,0.00866,47,461,0.00019,0.01713
2009,46-65 y.,Does not matter,0.04692,268,461,0.02759,0.06624
2009,46-65 y.,Does not apply/do not (yet) have a job,0.00706,32,461,-0.00059,0.01472
2011,17-29 y.,In my current field/ field I was trained in,0.02526,107,726,0.01384,0.03668
2011,17-29 y.,Do something new,0.01101,46,726,0.00341,0.01860
2011,17-29 y.,Does not matter,0.01673,67,726,0.00740,0.02607
2011,17-29 y.,Does not apply/do not (yet) have a job,0.10343,506,726,0.08126,0.12559
2011,30-45 y.,In my current field/ field I was trained in,0.01743,163,447,0.00529,0.02958
2011,30-45 y.,Do something new,0.01008,65,447,0.00081,0.01935
2011,30-45 y.,Does not matter,0.02141,187,447,0.00798,0.03484
2011,30-45 y.,Does not apply/do not (yet) have a job,0.00526,32,447,-0.00145,0.01197
2011,46-65 y.,In my current field/ field I was trained in,0.01165,94,398,0.00109,0.02221
2011,46-65 y.,Do something new,0.00948,67,398,-0.00005,0.01901
2011,46-65 y.,Does not matter,0.03184,237,398,0.01457,0.04912
2013,17-29 y.,In my current field/ field I was trained in,0.03353,132,856,0.02146,0.04560
2013,17-29 y.,Do something new,0.01952,73,856,0.01025,0.02880
2013,17-29 y.,Does not matter,0.02190,85,856,0.01209,0.03171
2013,17-29 y.,Does not apply/do not (yet) have a job,0.12190,566,856,0.09997,0.14383
2013,30-45 y.,In my current field/ field I was trained in,0.03087,207,561,0.01655,0.04520
2013,30-45 y.,Do something new,0.01919,115,561,0.00783,0.03055
2013,30-45 y.,Does not matter,0.02427,197,561,0.01152,0.03701
2013,30-45 y.,Does not apply/do not (yet) have a job,0.00749,42,561,0.00035,0.01464
2013,46-65 y.,In my current field/ field I was trained in,0.01438,114,497,0.00390,0.02486
2013,46-65 y.,Do something new,0.00985,98,497,0.00116,0.01855
2013,46-65 y.,Does not matter,0.03691,285,497,0.02031,0.05350
2015,17-29 y.,In my current field/ field I was trained in,0.05173,231,1606,0.04089,0.06256
2015,17-29 y.,Do something new,0.02361,153,1606,0.01619,0.03104
2015,17-29 y.,Does not matter,0.02545,181,1606,0.01775,0.03316
2015,17-29 y.,Does not apply/do not (yet) have a job,0.17927,1041,1606,0.16051,0.19804
2015,30-45 y.,In my current field/ field I was trained in,0.05559,534,1548,0.04417,0.06701
2015,30-45 y.,Do something new,0.03022,264,1548,0.02169,0.03875
2015,30-45 y.,Does not matter,0.05093,588,1548,0.03998,0.06189
2015,30-45 y.,Does not apply/do not (yet) have a job,0.01413,162,1548,0.00825,0.02001
2015,46-65 y.,In my current field/ field I was trained in,0.01374,158,800,0.00567,0.02181
2015,46-65 y.,Do something new,0.01420,140,800,0.00600,0.02241
2015,46-65 y.,Does not matter,0.04465,455,800,0.03033,0.05897
2015,46-65 y.,Does not apply/do not (yet) have a job,0.00427,47,800,-0.00025,0.00879
2017,17-29 y.,In my current field/ field I was trained in,0.04596,205,1488,0.03532,0.05661
2017,17-29 y.,Do something new,0.03181,142,1488,0.02289,0.04073
2017,17-29 y.,Does not matter,0.01900,125,1488,0.01206,0.02594
2017,17-29 y.,Does not apply/do not (yet) have a job,0.17597,1016,1488,0.15662,0.19533
2017,30-45 y.,In my current field/ field I was trained in,0.05002,386,1180,0.03758,0.06247
2017,30-45 y.,Do something new,0.02743,238,1180,0.01810,0.03675
2017,30-45 y.,Does not matter,0.04815,428,1180,0.03593,0.06037
2017,30-45 y.,Does not apply/do not (yet) have a job,0.01293,128,1180,0.00648,0.01938
2017,46-65 y.,In my current field/ field I was trained in,0.01566,146,694,0.00642,0.02491
2017,46-65 y.,Do something new,0.01457,162,694,0.00565,0.02349
2017,46-65 y.,Does not matter,0.03523,348,694,0.02151,0.04896
2017,46-65 y.,Does not apply/do not (yet) have a job,0.00410,38,694,-0.00066,0.00885
