year,age_gr,sampreg,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,17-29 y.,West,Does not apply/do not (yet) have a job,0.20031,448,747,0.17159,0.22903
1998,17-29 y.,East,In my current field/ field I was trained in,0.07759,69,284,0.04642,0.10876
1998,17-29 y.,East,Do something new,0.04181,33,284,0.01849,0.06513
1998,17-29 y.,East,Does not matter,0.06741,48,284,0.03820,0.09662
1998,17-29 y.,East,Does not apply/do not (yet) have a job,0.12848,134,284,0.08949,0.16747
1998,30-45 y.,West,In my current field/ field I was trained in,0.05916,225,571,0.03979,0.07853
1998,30-45 y.,West,Do something new,0.03096,100,571,0.01674,0.04518
1998,30-45 y.,West,Does not matter,0.05127,189,571,0.03316,0.06937
1998,30-45 y.,West,Does not apply/do not (yet) have a job,0.01219,57,571,0.00318,0.02119
1998,30-45 y.,East,In my current field/ field I was trained in,0.07112,68,202,0.03559,0.10665
1998,30-45 y.,East,Does not matter,0.09946,134,202,0.05808,0.14083
1998,46-65 y.,West,In my current field/ field I was trained in,0.02318,68,173,0.00069,0.04566
1998,46-65 y.,West,Does not matter,0.02403,71,173,0.00115,0.04692
1998,46-65 y.,West,Does not apply/do not (yet) have a job,0.00786,34,173,-0.00534,0.02106
1998,46-65 y.,East,In my current field/ field I was trained in,0.04798,62,158,0.01455,0.08141
1998,46-65 y.,East,Does not matter,0.07239,96,158,0.03185,0.11292
1999,17-29 y.,West,In my current field/ field I was trained in,0.04639,101,659,0.03032,0.06246
1999,17-29 y.,West,Do something new,0.03311,63,659,0.01944,0.04678
1999,17-29 y.,West,Does not matter,0.03998,91,659,0.02501,0.05495
1999,17-29 y.,West,Does not apply/do not (yet) have a job,0.19281,404,659,0.16267,0.22296
1999,17-29 y.,East,In my current field/ field I was trained in,0.07924,68,251,0.04576,0.11272
1999,17-29 y.,East,Does not matter,0.05823,42,251,0.02920,0.08726
1999,17-29 y.,East,Does not apply/do not (yet) have a job,0.15772,141,251,0.11254,0.20291
1999,30-45 y.,West,In my current field/ field I was trained in,0.05590,184,488,0.03550,0.07631
1999,30-45 y.,West,Do something new,0.02506,82,488,0.01118,0.03894
1999,30-45 y.,West,Does not matter,0.04581,175,488,0.02724,0.06438
1999,30-45 y.,West,Does not apply/do not (yet) have a job,0.01076,47,488,0.00159,0.01992
1999,30-45 y.,East,In my current field/ field I was trained in,0.04754,57,165,0.01497,0.08011
1999,30-45 y.,East,Does not matter,0.09252,108,165,0.04817,0.13686
1999,46-65 y.,West,In my current field/ field I was trained in,0.01318,42,106,-0.00863,0.03500
1999,46-65 y.,West,Does not matter,0.02487,64,106,-0.00492,0.05466
1999,46-65 y.,East,In my current field/ field I was trained in,0.03283,41,130,0.00208,0.06359
1999,46-65 y.,East,Does not matter,0.06965,89,130,0.02572,0.11358
2000,17-29 y.,West,In my current field/ field I was trained in,0.05885,210,1110,0.04500,0.07271
2000,17-29 y.,West,Do something new,0.03284,103,1110,0.02235,0.04333
2000,17-29 y.,West,Does not matter,0.03365,122,1110,0.02303,0.04426
2000,17-29 y.,West,Does not apply/do not (yet) have a job,0.18534,675,1110,0.16247,0.20821
2000,17-29 y.,East,In my current field/ field I was trained in,0.08472,97,433,0.05846,0.11098
2000,17-29 y.,East,Do something new,0.04687,52,433,0.02694,0.06680
2000,17-29 y.,East,Does not matter,0.04733,61,433,0.02731,0.06736
2000,17-29 y.,East,Does not apply/do not (yet) have a job,0.17246,223,433,0.13683,0.20808
2000,30-45 y.,West,In my current field/ field I was trained in,0.05524,387,958,0.04077,0.06972
2000,30-45 y.,West,Do something new,0.02502,163,958,0.01512,0.03492
2000,30-45 y.,West,Does not matter,0.04256,305,958,0.02977,0.05535
2000,30-45 y.,West,Does not apply/do not (yet) have a job,0.01360,103,958,0.00626,0.02093
2000,30-45 y.,East,In my current field/ field I was trained in,0.04825,87,309,0.02432,0.07219
2000,30-45 y.,East,Do something new,0.03849,61,309,0.01701,0.05998
2000,30-45 y.,East,Does not matter,0.08510,161,309,0.05394,0.11626
2000,46-65 y.,West,In my current field/ field I was trained in,0.01652,103,321,0.00255,0.03048
2000,46-65 y.,West,Do something new,0.00867,53,321,-0.00149,0.01884
2000,46-65 y.,West,Does not matter,0.02048,122,321,0.00496,0.03599
2000,46-65 y.,West,Does not apply/do not (yet) have a job,0.00727,43,321,-0.00204,0.01658
2000,46-65 y.,East,In my current field/ field I was trained in,0.02870,61,224,0.00679,0.05062
2000,46-65 y.,East,Do something new,0.01616,32,224,-0.00039,0.03271
2000,46-65 y.,East,Does not matter,0.06378,131,224,0.03171,0.09585
2001,17-29 y.,West,In my current field/ field I was trained in,0.06037,185,1005,0.04564,0.07510
2001,17-29 y.,West,Do something new,0.02532,79,1005,0.01560,0.03504
2001,17-29 y.,West,Does not matter,0.03445,105,1005,0.02317,0.04573
2001,17-29 y.,West,Does not apply/do not (yet) have a job,0.19518,636,1005,0.17067,0.21970
2001,17-29 y.,East,In my current field/ field I was trained in,0.05992,69,398,0.03657,0.08326
2001,17-29 y.,East,Do something new,0.05031,46,398,0.02881,0.07181
2001,17-29 y.,East,Does not matter,0.05613,60,398,0.03349,0.07877
2001,17-29 y.,East,Does not apply/do not (yet) have a job,0.17859,223,398,0.14092,0.21627
2001,30-45 y.,West,In my current field/ field I was trained in,0.05564,334,813,0.03987,0.07140
2001,30-45 y.,West,Do something new,0.02657,158,813,0.01551,0.03763
2001,30-45 y.,West,Does not matter,0.03889,233,813,0.02559,0.05219
2001,30-45 y.,West,Does not apply/do not (yet) have a job,0.01410,88,813,0.00599,0.02222
2001,30-45 y.,East,In my current field/ field I was trained in,0.05682,86,278,0.02956,0.08408
2001,30-45 y.,East,Do something new,0.03019,44,278,0.01004,0.05034
2001,30-45 y.,East,Does not matter,0.08783,148,278,0.05450,0.12116
2001,46-65 y.,West,In my current field/ field I was trained in,0.01927,86,282,0.00320,0.03535
2001,46-65 y.,West,Do something new,0.00941,48,282,-0.00188,0.02070
2001,46-65 y.,West,Does not matter,0.02364,113,282,0.00587,0.04140
2001,46-65 y.,West,Does not apply/do not (yet) have a job,0.00604,35,282,-0.00302,0.01510
2001,46-65 y.,East,In my current field/ field I was trained in,0.02437,49,217,0.00381,0.04493
2001,46-65 y.,East,Do something new,0.02029,32,217,0.00149,0.03910
2001,46-65 y.,East,Does not matter,0.07050,136,217,0.03636,0.10464
2003,17-29 y.,West,In my current field/ field I was trained in,0.04824,134,1035,0.03518,0.06130
2003,17-29 y.,West,Do something new,0.02890,77,1035,0.01869,0.03911
2003,17-29 y.,West,Does not matter,0.03641,89,1035,0.02499,0.04783
2003,17-29 y.,West,Does not apply/do not (yet) have a job,0.20883,735,1035,0.18405,0.23360
2003,17-29 y.,East,In my current field/ field I was trained in,0.06320,62,422,0.03996,0.08644
2003,17-29 y.,East,Do something new,0.04080,40,422,0.02190,0.05969
2003,17-29 y.,East,Does not matter,0.06558,66,422,0.04193,0.08922
2003,17-29 y.,East,Does not apply/do not (yet) have a job,0.22599,254,422,0.18604,0.26594
2003,30-45 y.,West,In my current field/ field I was trained in,0.05451,277,770,0.03846,0.07055
2003,30-45 y.,West,Do something new,0.02285,124,770,0.01229,0.03341
2003,30-45 y.,West,Does not matter,0.05692,294,770,0.04055,0.07330
2003,30-45 y.,West,Does not apply/do not (yet) have a job,0.01491,75,770,0.00634,0.02347
2003,30-45 y.,East,In my current field/ field I was trained in,0.06073,82,280,0.03271,0.08876
2003,30-45 y.,East,Do something new,0.03311,46,280,0.01211,0.05410
2003,30-45 y.,East,Does not matter,0.10830,152,280,0.07184,0.14477
2003,46-65 y.,West,In my current field/ field I was trained in,0.01718,96,314,0.00279,0.03158
2003,46-65 y.,West,Do something new,0.00850,44,314,-0.00167,0.01867
2003,46-65 y.,West,Does not matter,0.03820,174,314,0.01696,0.05943
2003,46-65 y.,East,In my current field/ field I was trained in,0.02798,50,215,0.00588,0.05007
2003,46-65 y.,East,Does not matter,0.10061,165,215,0.06031,0.14092
2005,17-29 y.,West,In my current field/ field I was trained in,0.03672,98,853,0.02409,0.04935
2005,17-29 y.,West,Do something new,0.02314,58,853,0.01305,0.03324
2005,17-29 y.,West,Does not matter,0.03689,98,853,0.02423,0.04955
2005,17-29 y.,West,Does not apply/do not (yet) have a job,0.18422,599,853,0.15819,0.21025
2005,17-29 y.,East,In my current field/ field I was trained in,0.06795,52,357,0.04181,0.09409
2005,17-29 y.,East,Does not matter,0.11007,91,357,0.07756,0.14259
2005,17-29 y.,East,Does not apply/do not (yet) have a job,0.18846,214,357,0.14783,0.22908
2005,30-45 y.,West,In my current field/ field I was trained in,0.03978,189,571,0.02374,0.05583
2005,30-45 y.,West,Do something new,0.01179,58,571,0.00293,0.02065
2005,30-45 y.,West,Does not matter,0.05865,265,571,0.03936,0.07794
2005,30-45 y.,West,Does not apply/do not (yet) have a job,0.01582,59,571,0.00558,0.02607
2005,30-45 y.,East,In my current field/ field I was trained in,0.04026,56,236,0.01513,0.06539
2005,30-45 y.,East,Do something new,0.03184,37,236,0.00939,0.05429
2005,30-45 y.,East,Does not matter,0.12767,143,236,0.08500,0.17033
2005,46-65 y.,West,In my current field/ field I was trained in,0.01708,76,283,0.00196,0.03220
2005,46-65 y.,West,Do something new,0.00795,36,283,-0.00242,0.01831
2005,46-65 y.,West,Does not matter,0.03835,171,283,0.01594,0.06077
2005,46-65 y.,East,In my current field/ field I was trained in,0.01977,35,196,0.00023,0.03931
2005,46-65 y.,East,Does not matter,0.11347,161,196,0.06895,0.15798
2007,17-29 y.,West,In my current field/ field I was trained in,0.04513,106,888,0.03147,0.05879
2007,17-29 y.,West,Do something new,0.02678,64,888,0.01615,0.03740
2007,17-29 y.,West,Does not matter,0.03238,92,888,0.02073,0.04403
2007,17-29 y.,West,Does not apply/do not (yet) have a job,0.19679,626,888,0.17062,0.22295
2007,17-29 y.,East,In my current field/ field I was trained in,0.06581,63,313,0.03829,0.09332
2007,17-29 y.,East,Does not matter,0.06941,65,313,0.04121,0.09761
2007,17-29 y.,East,Does not apply/do not (yet) have a job,0.16576,185,313,0.12449,0.20702
2007,30-45 y.,West,In my current field/ field I was trained in,0.03840,200,588,0.02285,0.05394
2007,30-45 y.,West,Do something new,0.02018,82,588,0.00881,0.03156
2007,30-45 y.,West,Does not matter,0.06326,254,588,0.04356,0.08295
2007,30-45 y.,West,Does not apply/do not (yet) have a job,0.01396,52,588,0.00447,0.02345
2007,30-45 y.,East,In my current field/ field I was trained in,0.03844,41,149,0.00747,0.06942
2007,30-45 y.,East,Does not matter,0.10275,108,149,0.05383,0.15167
2007,46-65 y.,West,In my current field/ field I was trained in,0.01469,75,325,0.00159,0.02779
2007,46-65 y.,West,Do something new,0.00693,34,325,-0.00210,0.01596
2007,46-65 y.,West,Does not matter,0.04327,185,325,0.02111,0.06542
2007,46-65 y.,West,Does not apply/do not (yet) have a job,0.00877,31,325,-0.00138,0.01893
2007,46-65 y.,East,In my current field/ field I was trained in,0.01948,33,189,-0.00027,0.03924
2007,46-65 y.,East,Does not matter,0.10665,156,189,0.06253,0.15078
2009,17-29 y.,West,In my current field/ field I was trained in,0.03859,108,719,0.02450,0.05268
2009,17-29 y.,West,Do something new,0.02262,51,719,0.01174,0.03349
2009,17-29 y.,West,Does not matter,0.03289,66,719,0.01985,0.04594
2009,17-29 y.,West,Does not apply/do not (yet) have a job,0.18482,494,719,0.15643,0.21321
2009,17-29 y.,East,In my current field/ field I was trained in,0.06005,47,243,0.03011,0.08998
2009,17-29 y.,East,Does not matter,0.07397,54,243,0.04100,0.10695
2009,17-29 y.,East,Does not apply/do not (yet) have a job,0.16768,142,243,0.12061,0.21475
2009,30-45 y.,West,In my current field/ field I was trained in,0.03868,148,459,0.02102,0.05634
2009,30-45 y.,West,Do something new,0.01487,59,459,0.00379,0.02596
2009,30-45 y.,West,Does not matter,0.05993,214,459,0.03820,0.08167
2009,30-45 y.,West,Does not apply/do not (yet) have a job,0.01260,38,459,0.00239,0.02282
2009,30-45 y.,East,In my current field/ field I was trained in,0.03560,34,118,0.00203,0.06918
2009,30-45 y.,East,Does not matter,0.07393,84,118,0.02652,0.12134
2009,46-65 y.,West,In my current field/ field I was trained in,0.01893,77,211,0.00050,0.03736
2009,46-65 y.,West,Does not matter,0.03602,134,211,0.01082,0.06123
2009,46-65 y.,East,In my current field/ field I was trained in,0.03246,37,171,0.00582,0.05910
2009,46-65 y.,East,Does not matter,0.09315,134,171,0.04946,0.13684
2011,17-29 y.,West,In my current field/ field I was trained in,0.02123,71,556,0.00924,0.03322
2011,17-29 y.,West,Do something new,0.01126,32,556,0.00248,0.02003
2011,17-29 y.,West,Does not matter,0.01326,39,556,0.00374,0.02278
2011,17-29 y.,West,Does not apply/do not (yet) have a job,0.10788,414,556,0.08207,0.13369
2011,17-29 y.,East,In my current field/ field I was trained in,0.04414,36,128,0.00842,0.07987
2011,17-29 y.,East,Does not apply/do not (yet) have a job,0.08255,92,128,0.03469,0.13041
2011,30-45 y.,West,In my current field/ field I was trained in,0.01798,128,314,0.00326,0.03270
2011,30-45 y.,West,Do something new,0.00998,48,314,-0.00103,0.02099
2011,30-45 y.,West,Does not matter,0.02175,138,314,0.00559,0.03791
2011,30-45 y.,East,In my current field/ field I was trained in,0.01463,35,84,-0.01120,0.04046
2011,30-45 y.,East,Does not matter,0.01967,49,84,-0.01020,0.04955
2011,46-65 y.,West,In my current field/ field I was trained in,0.01051,63,248,-0.00221,0.02323
2011,46-65 y.,West,Do something new,0.00793,39,248,-0.00313,0.01899
2011,46-65 y.,West,Does not matter,0.02752,146,248,0.00712,0.04792
2011,46-65 y.,East,In my current field/ field I was trained in,0.01640,31,122,-0.00623,0.03903
2011,46-65 y.,East,Does not matter,0.04992,91,122,0.01112,0.08872
2013,17-29 y.,West,In my current field/ field I was trained in,0.03297,103,695,0.01968,0.04625
2013,17-29 y.,West,Do something new,0.01785,58,695,0.00800,0.02770
2013,17-29 y.,West,Does not matter,0.01661,55,695,0.00710,0.02612
2013,17-29 y.,West,Does not apply/do not (yet) have a job,0.12553,479,695,0.10088,0.15018
2013,17-29 y.,East,Does not apply/do not (yet) have a job,0.10184,87,87,0.03792,0.16576
2013,30-45 y.,West,In my current field/ field I was trained in,0.03017,165,441,0.01418,0.04615
2013,30-45 y.,West,Do something new,0.02005,90,441,0.00696,0.03315
2013,30-45 y.,West,Does not matter,0.02418,151,441,0.00983,0.03854
2013,30-45 y.,West,Does not apply/do not (yet) have a job,0.00719,35,441,-0.00071,0.01508
2013,30-45 y.,East,In my current field/ field I was trained in,0.03446,42,88,-0.00387,0.07279
2013,30-45 y.,East,Does not matter,0.02469,46,88,-0.00792,0.05729
2013,46-65 y.,West,In my current field/ field I was trained in,0.01391,80,328,0.00122,0.02661
2013,46-65 y.,West,Do something new,0.01019,72,328,-0.00069,0.02108
2013,46-65 y.,West,Does not matter,0.02865,176,328,0.01057,0.04673
2013,46-65 y.,East,In my current field/ field I was trained in,0.01627,34,143,-0.00454,0.03708
2013,46-65 y.,East,Does not matter,0.07000,109,143,0.02803,0.11196
2015,17-29 y.,West,In my current field/ field I was trained in,0.04839,188,1375,0.03704,0.05974
2015,17-29 y.,West,Do something new,0.02435,133,1375,0.01620,0.03250
2015,17-29 y.,West,Does not matter,0.02475,148,1375,0.01654,0.03297
2015,17-29 y.,West,Does not apply/do not (yet) have a job,0.19051,906,1375,0.16974,0.21127
2015,17-29 y.,East,In my current field/ field I was trained in,0.07065,43,211,0.03599,0.10531
2015,17-29 y.,East,Does not matter,0.02945,33,211,0.00658,0.05232
2015,17-29 y.,East,Does not apply/do not (yet) have a job,0.11549,135,211,0.07226,0.15872
2015,30-45 y.,West,In my current field/ field I was trained in,0.05593,446,1266,0.04327,0.06860
2015,30-45 y.,West,Do something new,0.02885,208,1266,0.01963,0.03808
2015,30-45 y.,West,Does not matter,0.04869,465,1266,0.03683,0.06055
2015,30-45 y.,West,Does not apply/do not (yet) have a job,0.01482,147,1266,0.00816,0.02147
2015,30-45 y.,East,In my current field/ field I was trained in,0.05394,88,267,0.02679,0.08109
2015,30-45 y.,East,Do something new,0.03688,56,267,0.01423,0.05953
2015,30-45 y.,East,Does not matter,0.06186,123,267,0.03291,0.09081
2015,46-65 y.,West,In my current field/ field I was trained in,0.01311,111,587,0.00390,0.02232
2015,46-65 y.,West,Do something new,0.01396,107,587,0.00446,0.02346
2015,46-65 y.,West,Does not matter,0.03918,324,587,0.02347,0.05489
2015,46-65 y.,West,Does not apply/do not (yet) have a job,0.00521,45,587,-0.00062,0.01104
2015,46-65 y.,East,In my current field/ field I was trained in,0.01642,47,211,-0.00077,0.03361
2015,46-65 y.,East,Do something new,0.01522,33,211,-0.00134,0.03178
2015,46-65 y.,East,Does not matter,0.06775,131,211,0.03376,0.10174
2017,17-29 y.,West,In my current field/ field I was trained in,0.04231,165,1233,0.03107,0.05355
2017,17-29 y.,West,Do something new,0.02926,111,1233,0.01985,0.03867
2017,17-29 y.,West,Does not matter,0.01874,102,1233,0.01117,0.02631
2017,17-29 y.,West,Does not apply/do not (yet) have a job,0.17929,855,1233,0.15787,0.20071
2017,17-29 y.,East,In my current field/ field I was trained in,0.06646,40,232,0.03434,0.09858
2017,17-29 y.,East,Do something new,0.04610,31,232,0.01906,0.07314
2017,17-29 y.,East,Does not apply/do not (yet) have a job,0.15739,161,232,0.11043,0.20436
2017,30-45 y.,West,In my current field/ field I was trained in,0.05119,314,942,0.03711,0.06527
2017,30-45 y.,West,Do something new,0.02812,195,942,0.01756,0.03869
2017,30-45 y.,West,Does not matter,0.04581,330,942,0.03245,0.05916
2017,30-45 y.,West,Does not apply/do not (yet) have a job,0.01305,103,942,0.00580,0.02030
2017,30-45 y.,East,In my current field/ field I was trained in,0.04459,72,213,0.01681,0.07238
2017,30-45 y.,East,Do something new,0.02418,43,213,0.00350,0.04486
2017,30-45 y.,East,Does not matter,0.05903,98,213,0.02731,0.09076
2017,46-65 y.,West,In my current field/ field I was trained in,0.01663,117,524,0.00567,0.02759
2017,46-65 y.,West,Do something new,0.01493,126,524,0.00454,0.02533
2017,46-65 y.,West,Does not matter,0.03032,244,524,0.01562,0.04501
2017,46-65 y.,West,Does not apply/do not (yet) have a job,0.00462,37,524,-0.00119,0.01043
2017,46-65 y.,East,Do something new,0.01294,36,140,-0.00585,0.03173
2017,46-65 y.,East,Does not matter,0.05746,104,140,0.01877,0.09614
