year,pgisced97,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.02033,116,216,0.00147,0.03920
2013,Second Stage of Tertiary Education,Do something new,0.00446,37,216,-0.00445,0.01337
2013,Second Stage of Tertiary Education,Does not matter,0.00989,63,216,-0.00334,0.02312
2015,Pre-primary Level,Does not apply/do not (yet) have a job,0.39711,268,268,0.33842,0.45580
2015,Primary Level,Does not matter,0.08513,78,160,0.04175,0.12851
2015,Primary Level,Does not apply/do not (yet) have a job,0.09876,82,160,0.05239,0.14513
2015,Lower Secondary Level,In my current field/ field I was trained in,0.01773,71,685,0.00784,0.02763
2015,Lower Secondary Level,Do something new,0.01958,73,685,0.00919,0.02996
2015,Lower Secondary Level,Does not matter,0.04562,240,685,0.02998,0.06126
2015,Lower Secondary Level,Does not apply/do not (yet) have a job,0.06915,301,685,0.05014,0.08817
2015,Upper Secondary Level,In my current field/ field I was trained in,0.02292,389,1627,0.01565,0.03019
2015,Upper Secondary Level,Do something new,0.01864,285,1627,0.01207,0.02521
2015,Upper Secondary Level,Does not matter,0.03794,568,1627,0.02866,0.04723
2015,Upper Secondary Level,Does not apply/do not (yet) have a job,0.02497,385,1627,0.01738,0.03255
2015,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.05413,126,303,0.02861,0.07965
2015,Post-secondary Non-tertiary Level,Do something new,0.02193,67,303,0.00541,0.03845
2015,Post-secondary Non-tertiary Level,Does not matter,0.02711,110,303,0.00879,0.04543
2015,First Stage of Tertiary Education,Does not matter,0.01844,36,36,-0.02613,0.06301
2015,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.03757,286,605,0.02240,0.05273
2015,Second Stage of Tertiary Education,Do something new,0.01011,87,605,0.00213,0.01809
2015,Second Stage of Tertiary Education,Does not matter,0.02068,183,605,0.00933,0.03203
2015,Second Stage of Tertiary Education,Does not apply/do not (yet) have a job,0.00730,49,605,0.00051,0.01409
2017,Pre-primary Level,Does not apply/do not (yet) have a job,0.38073,280,280,0.32376,0.43771
2017,Primary Level,Does not matter,0.09894,63,131,0.04761,0.15027
2017,Primary Level,Does not apply/do not (yet) have a job,0.10984,68,131,0.05609,0.16359
2017,Lower Secondary Level,In my current field/ field I was trained in,0.01926,69,594,0.00820,0.03032
2017,Lower Secondary Level,Do something new,0.02285,84,594,0.01082,0.03488
2017,Lower Secondary Level,Does not matter,0.04275,184,594,0.02646,0.05903
2017,Lower Secondary Level,Does not apply/do not (yet) have a job,0.06288,257,594,0.04334,0.08242
2017,Upper Secondary Level,In my current field/ field I was trained in,0.02312,315,1334,0.01505,0.03119
2017,Upper Secondary Level,Do something new,0.01838,251,1334,0.01117,0.02559
2017,Upper Secondary Level,Does not matter,0.02970,404,1334,0.02058,0.03881
2017,Upper Secondary Level,Does not apply/do not (yet) have a job,0.02193,364,1334,0.01407,0.02979
2017,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.04223,85,262,0.01783,0.06663
2017,Post-secondary Non-tertiary Level,Do something new,0.03552,89,262,0.01307,0.05798
2017,Post-secondary Non-tertiary Level,Does not matter,0.02903,88,262,0.00866,0.04940
2017,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.03696,247,501,0.02043,0.05350
2017,Second Stage of Tertiary Education,Do something new,0.00987,81,501,0.00121,0.01854
2017,Second Stage of Tertiary Education,Does not matter,0.01664,134,501,0.00542,0.02785
2017,Second Stage of Tertiary Education,Does not apply/do not (yet) have a job,0.00616,39,501,-0.00070,0.01302
