year,regtyp,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,Does not matter,0.03043,384,1308,0.02112,0.03974
2009,Urban regions,Does not apply/do not (yet) have a job,0.03415,490,1308,0.02431,0.04400
2009,Rural regions,In my current field/ field I was trained in,0.02124,154,759,0.01097,0.03150
2009,Rural regions,Do something new,0.00995,72,759,0.00288,0.01701
2009,Rural regions,Does not matter,0.04058,314,759,0.02653,0.05463
2009,Rural regions,Does not apply/do not (yet) have a job,0.02854,219,759,0.01669,0.04040
2011,Urban regions,In my current field/ field I was trained in,0.01105,242,1070,0.00478,0.01731
2011,Urban regions,Do something new,0.00691,120,1070,0.00194,0.01187
2011,Urban regions,Does not matter,0.01605,296,1070,0.00851,0.02358
2011,Urban regions,Does not apply/do not (yet) have a job,0.01854,412,1070,0.01045,0.02662
2011,Rural regions,In my current field/ field I was trained in,0.01086,129,531,0.00204,0.01969
2011,Rural regions,Do something new,0.00565,59,531,-0.00073,0.01203
2011,Rural regions,Does not matter,0.01681,204,531,0.00586,0.02775
2011,Rural regions,Does not apply/do not (yet) have a job,0.01329,139,531,0.00354,0.02305
2013,Urban regions,In my current field/ field I was trained in,0.01565,313,1284,0.00886,0.02244
2013,Urban regions,Do something new,0.01015,195,1284,0.00466,0.01563
2013,Urban regions,Does not matter,0.01557,319,1284,0.00879,0.02234
2013,Urban regions,Does not apply/do not (yet) have a job,0.02150,457,1284,0.01356,0.02943
2013,Rural regions,In my current field/ field I was trained in,0.01631,153,700,0.00692,0.02570
2013,Rural regions,Do something new,0.01045,103,700,0.00291,0.01798
2013,Rural regions,Does not matter,0.02938,266,700,0.01686,0.04189
2013,Rural regions,Does not apply/do not (yet) have a job,0.01767,178,700,0.00790,0.02744
2015,Urban regions,In my current field/ field I was trained in,0.02440,657,2705,0.01859,0.03022
2015,Urban regions,Do something new,0.01423,374,2705,0.00976,0.01869
2015,Urban regions,Does not matter,0.02762,783,2705,0.02144,0.03379
2015,Urban regions,Does not apply/do not (yet) have a job,0.03144,891,2705,0.02486,0.03801
2015,Rural regions,In my current field/ field I was trained in,0.01998,277,1290,0.01234,0.02761
2015,Rural regions,Do something new,0.01392,189,1290,0.00752,0.02031
2015,Rural regions,Does not matter,0.02972,464,1290,0.02045,0.03900
2015,Rural regions,Does not apply/do not (yet) have a job,0.02636,360,1290,0.01761,0.03510
2017,Urban regions,In my current field/ field I was trained in,0.02491,541,2353,0.01861,0.03120
2017,Urban regions,Do something new,0.01610,373,2353,0.01101,0.02118
2017,Urban regions,Does not matter,0.02413,591,2353,0.01793,0.03033
2017,Urban regions,Does not apply/do not (yet) have a job,0.03192,848,2353,0.02482,0.03903
2017,Rural regions,In my current field/ field I was trained in,0.01596,217,1062,0.00842,0.02350
2017,Rural regions,Do something new,0.01230,178,1062,0.00567,0.01893
2017,Rural regions,Does not matter,0.02383,332,1062,0.01465,0.03300
2017,Rural regions,Does not apply/do not (yet) have a job,0.02356,335,1062,0.01443,0.03268
