"year","hhtyp","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1988","Alleinerziehende","Westdeutschland","2.97","2.5","73","2.74","3.2"
"1988","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1988","Paar mit Kind(ern)","Westdeutschland","4.43","3.5","539","4.29","4.57"
"1988","Sonstige","Ostdeutschland","","","","",""
"1988","Sonstige","Westdeutschland","5.49","3.5","81","4.89","6.09"
"1989","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1989","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2.86","2.5","292","2.73","2.99"
"1989","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1989","1-Pers.- Haushalt","Westdeutschland","2.45","1.5","131","2.21","2.69"
"1989","Alleinerziehende","Ostdeutschland","","","","",""
"1989","Alleinerziehende","Westdeutschland","3.08","2.5","48","2.7","3.46"
"1989","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1989","Paar mit Kind(ern)","Westdeutschland","4.49","3.5","545","4.35","4.63"
"1989","Sonstige","Ostdeutschland","","","","",""
"1989","Sonstige","Westdeutschland","3.15","2.5","57","2.88","3.42"
"1990","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2.99","2.5","954","2.92","3.06"
"1990","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.21","2.5","256","3.06","3.36"
"1990","1-Pers.- Haushalt","Ostdeutschland","2.15","1.5","316","2.04","2.26"
"1990","1-Pers.- Haushalt","Westdeutschland","2.16","1.5","113","1.99","2.33"
"1990","Alleinerziehende","Ostdeutschland","2.99","2.5","293","2.88","3.1"
"1990","Alleinerziehende","Westdeutschland","3.56","3.5","34","2.95","4.17"
"1990","Paar mit Kind(ern)","Ostdeutschland","3.59","2.5","4022","3.56","3.62"
"1990","Paar mit Kind(ern)","Westdeutschland","4.32","3.5","483","3.91","4.73"
"1990","Sonstige","Ostdeutschland","4.13","3.5","397","3.97","4.29"
"1990","Sonstige","Westdeutschland","3.67","3.5","75","3.22","4.12"
"1991","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2.63","1.5","50","2.33","2.93"
"1991","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.12","2.5","292","2.95","3.29"
"1991","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1991","1-Pers.- Haushalt","Westdeutschland","2.19","1.5","121","1.99","2.39"
"1991","Alleinerziehende","Ostdeutschland","","","","",""
"1991","Alleinerziehende","Westdeutschland","3.73","2.5","63","3.28","4.18"
"1991","Paar mit Kind(ern)","Ostdeutschland","3.9","3.5","267","3.71","4.09"
"1991","Paar mit Kind(ern)","Westdeutschland","4.57","3.5","643","4.45","4.69"
"1991","Sonstige","Ostdeutschland","3.27","2.5","35","2.47","4.07"
"1991","Sonstige","Westdeutschland","3.91","3.5","75","3.46","4.36"
"1992","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2.84","2.5","76","2.58","3.1"
"1992","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2.97","2.5","300","2.84","3.1"
"1992","1-Pers.- Haushalt","Ostdeutschland","1.81","1.5","31","1.53","2.09"
"1992","1-Pers.- Haushalt","Westdeutschland","2.08","1.5","112","1.9","2.26"
"1992","Alleinerziehende","Ostdeutschland","2.5","1.5","40","2.24","2.76"
"1992","Alleinerziehende","Westdeutschland","3.14","2.5","59","2.78","3.5"
"1992","Paar mit Kind(ern)","Ostdeutschland","3.87","3.5","271","3.69","4.05"
"1992","Paar mit Kind(ern)","Westdeutschland","4.68","3.5","635","4.56","4.8"
"1992","Sonstige","Ostdeutschland","3.5","3","36","3.2","3.8"
"1992","Sonstige","Westdeutschland","4.66","3.5","80","4.21","5.11"
"1993","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2.78","1.5","80","2.56","3"
"1993","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.12","2.5","358","2.98","3.26"
"1993","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1993","1-Pers.- Haushalt","Westdeutschland","2.28","1.5","133","2.08","2.48"
"1993","Alleinerziehende","Ostdeutschland","","","","",""
"1993","Alleinerziehende","Westdeutschland","2.94","2.5","62","2.64","3.24"
"1993","Paar mit Kind(ern)","Ostdeutschland","3.92","3.5","241","3.75","4.09"
"1993","Paar mit Kind(ern)","Westdeutschland","4.71","3.5","689","4.58","4.84"
"1993","Sonstige","Ostdeutschland","3.65","2.5","41","3.08","4.22"
"1993","Sonstige","Westdeutschland","4.72","3.5","87","4.4","5.04"
"1994","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2.8","1.5","86","2.55","3.05"
"1994","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3","2.5","346","2.88","3.12"
"1994","1-Pers.- Haushalt","Ostdeutschland","1.77","1.5","33","1.52","2.02"
"1994","1-Pers.- Haushalt","Westdeutschland","2.09","1.5","151","1.93","2.25"
"1994","Alleinerziehende","Ostdeutschland","","","","",""
"1994","Alleinerziehende","Westdeutschland","3.07","2.5","79","2.81","3.33"
"1994","Paar mit Kind(ern)","Ostdeutschland","3.87","3.5","312","3.69","4.05"
"1994","Paar mit Kind(ern)","Westdeutschland","4.73","3.5","749","4.61","4.85"
"1994","Sonstige","Ostdeutschland","3.67","2.5","35","3.28","4.06"
"1994","Sonstige","Westdeutschland","3.99","2.5","92","3.68","4.3"
"1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.16","2.5","100","2.97","3.35"
"1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.16","2.5","456","3.05","3.27"
"1995","1-Pers.- Haushalt","Ostdeutschland","1.89","1.5","34","1.53","2.25"
"1995","1-Pers.- Haushalt","Westdeutschland","2.14","1.5","164","1.96","2.32"
"1995","Alleinerziehende","Ostdeutschland","","","","",""
"1995","Alleinerziehende","Westdeutschland","3.3","2.5","102","3.06","3.54"
"1995","Paar mit Kind(ern)","Ostdeutschland","4.09","3.5","308","3.92","4.26"
"1995","Paar mit Kind(ern)","Westdeutschland","4.45","3.5","1229","4.36","4.54"
"1995","Sonstige","Ostdeutschland","3.23","2.5","59","2.83","3.63"
"1995","Sonstige","Westdeutschland","4.2","3.5","168","3.92","4.48"
"1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2.82","1.5","142","2.64","3"
"1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.35","2.5","372","3.21","3.49"
"1996","1-Pers.- Haushalt","Ostdeutschland","1.97","1.5","60","1.73","2.21"
"1996","1-Pers.- Haushalt","Westdeutschland","2.26","1.5","166","2.12","2.4"
"1996","Alleinerziehende","Ostdeutschland","2.8","2.5","42","2.64","2.96"
"1996","Alleinerziehende","Westdeutschland","3.33","2.5","93","3.1","3.56"
"1996","Paar mit Kind(ern)","Ostdeutschland","4.07","3.5","304","3.9","4.24"
"1996","Paar mit Kind(ern)","Westdeutschland","4.56","3.5","890","4.46","4.66"
"1996","Sonstige","Ostdeutschland","4.47","3","52","3.96","4.98"
"1996","Sonstige","Westdeutschland","3.78","3.5","102","3.58","3.98"
"1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2.75","2.5","124","2.59","2.91"
"1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.39","2.5","346","3.26","3.52"
"1997","1-Pers.- Haushalt","Ostdeutschland","2","1.5","65","1.8","2.2"
"1997","1-Pers.- Haushalt","Westdeutschland","2.31","1.5","136","2.13","2.49"
"1997","Alleinerziehende","Ostdeutschland","2.85","2.5","61","2.6","3.1"
"1997","Alleinerziehende","Westdeutschland","3.12","2.5","90","2.91","3.33"
"1997","Paar mit Kind(ern)","Ostdeutschland","3.84","3.5","331","3.7","3.98"
"1997","Paar mit Kind(ern)","Westdeutschland","4.6","3.5","778","4.48","4.72"
"1997","Sonstige","Ostdeutschland","3.89","3","44","3.52","4.26"
"1997","Sonstige","Westdeutschland","3.88","3.5","65","3.5","4.26"
"1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.23","2.5","1178","3.16","3.3"
"1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.74","2.5","3100","3.69","3.79"
"1998","1-Pers.- Haushalt","Ostdeutschland","2.35","1.5","395","2.24","2.46"
"1998","1-Pers.- Haushalt","Westdeutschland","2.66","1.5","1278","2.59","2.73"
"1998","Alleinerziehende","Ostdeutschland","3.24","2.5","296","3.14","3.34"
"1998","Alleinerziehende","Westdeutschland","3.75","2.5","790","3.65","3.85"
"1998","Paar mit Kind(ern)","Ostdeutschland","4.15","3.5","2727","4.1","4.2"
"1998","Paar mit Kind(ern)","Westdeutschland","4.66","3.5","7660","4.62","4.7"
"1998","Sonstige","Ostdeutschland","4.12","3.5","267","3.91","4.33"
"1998","Sonstige","Westdeutschland","4.94","4.5","714","4.77","5.11"
"1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.1","2.5","126","2.89","3.31"
"1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.46","2.5","412","3.33","3.59"
"1999","1-Pers.- Haushalt","Ostdeutschland","2.19","1.5","68","2","2.38"
"1999","1-Pers.- Haushalt","Westdeutschland","2.31","1.5","203","2.15","2.47"
"1999","Alleinerziehende","Ostdeutschland","3.02","2.5","62","2.83","3.21"
"1999","Alleinerziehende","Westdeutschland","3.17","2.5","104","2.94","3.4"
"1999","Paar mit Kind(ern)","Ostdeutschland","5.13","3.5","289","4.93","5.33"
"1999","Paar mit Kind(ern)","Westdeutschland","5.05","3.5","823","4.92","5.18"
"1999","Sonstige","Ostdeutschland","","","","",""
"1999","Sonstige","Westdeutschland","4.15","3.5","41","3.77","4.53"
"2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.32","2.5","874","3.24","3.4"
"2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.97","3.5","3302","3.92","4.02"
"2000","1-Pers.- Haushalt","Ostdeutschland","2.37","1.5","397","2.26","2.48"
"2000","1-Pers.- Haushalt","Westdeutschland","2.78","1.5","1431","2.71","2.85"
"2000","Alleinerziehende","Ostdeutschland","3.37","2.5","272","3.26","3.48"
"2000","Alleinerziehende","Westdeutschland","3.82","2.5","781","3.71","3.93"
"2000","Paar mit Kind(ern)","Ostdeutschland","4.4","3.5","1650","4.33","4.47"
"2000","Paar mit Kind(ern)","Westdeutschland","4.83","4.5","6949","4.79","4.87"
"2000","Sonstige","Ostdeutschland","4.03","2.5","103","3.61","4.45"
"2000","Sonstige","Westdeutschland","5.08","4.5","533","4.9","5.26"
"2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2.9","2.5","184","2.77","3.03"
"2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.74","2.5","496","3.6","3.88"
"2001","1-Pers.- Haushalt","Ostdeutschland","2.23","1.5","72","2.01","2.45"
"2001","1-Pers.- Haushalt","Westdeutschland","2.33","1.5","279","2.22","2.44"
"2001","Alleinerziehende","Ostdeutschland","3.31","2.5","58","3.14","3.48"
"2001","Alleinerziehende","Westdeutschland","3.67","3.5","183","3.5","3.84"
"2001","Paar mit Kind(ern)","Ostdeutschland","4.09","3.5","356","3.95","4.23"
"2001","Paar mit Kind(ern)","Westdeutschland","5.06","4.5","1344","4.96","5.16"
"2001","Sonstige","Ostdeutschland","4.09","3.5","30","3.73","4.45"
"2001","Sonstige","Westdeutschland","4.88","4.5","76","4.4","5.36"
"2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.32","2.5","1836","3.27","3.37"
"2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.98","3.5","5884","3.94","4.02"
"2002","1-Pers.- Haushalt","Ostdeutschland","2.41","1.5","710","2.33","2.49"
"2002","1-Pers.- Haushalt","Westdeutschland","2.78","2.5","2191","2.72","2.84"
"2002","Alleinerziehende","Ostdeutschland","3.45","2.5","454","3.36","3.54"
"2002","Alleinerziehende","Westdeutschland","3.82","3.5","1298","3.73","3.91"
"2002","Paar mit Kind(ern)","Ostdeutschland","4.27","3.5","3451","4.22","4.32"
"2002","Paar mit Kind(ern)","Westdeutschland","4.79","3.5","12979","4.76","4.82"
"2002","Sonstige","Ostdeutschland","4.26","3.5","185","4.01","4.51"
"2002","Sonstige","Westdeutschland","5","4.5","819","4.85","5.15"
"2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.29","2.5","1920","3.24","3.34"
"2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.91","3.5","5698","3.87","3.95"
"2003","1-Pers.- Haushalt","Ostdeutschland","2.42","1.5","702","2.34","2.5"
"2003","1-Pers.- Haushalt","Westdeutschland","2.8","2.5","2203","2.74","2.86"
"2003","Alleinerziehende","Ostdeutschland","3.56","2.5","428","3.47","3.65"
"2003","Alleinerziehende","Westdeutschland","3.81","2.5","1307","3.73","3.89"
"2003","Paar mit Kind(ern)","Ostdeutschland","4.38","3.5","3290","4.33","4.43"
"2003","Paar mit Kind(ern)","Westdeutschland","4.84","4.5","12287","4.81","4.87"
"2003","Sonstige","Ostdeutschland","3.91","3.5","185","3.69","4.13"
"2003","Sonstige","Westdeutschland","4.74","3.5","684","4.56","4.92"
"2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.29","2.5","1888","3.24","3.34"
"2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.95","3.5","5730","3.91","3.99"
"2004","1-Pers.- Haushalt","Ostdeutschland","2.42","1.5","696","2.34","2.5"
"2004","1-Pers.- Haushalt","Westdeutschland","2.82","2.5","2153","2.76","2.88"
"2004","Alleinerziehende","Ostdeutschland","3.6","2.5","439","3.5","3.7"
"2004","Alleinerziehende","Westdeutschland","3.76","2.5","1245","3.67","3.85"
"2004","Paar mit Kind(ern)","Ostdeutschland","4.32","3.5","3151","4.27","4.37"
"2004","Paar mit Kind(ern)","Westdeutschland","4.85","4.5","11759","4.82","4.88"
"2004","Sonstige","Ostdeutschland","3.87","3.5","187","3.66","4.08"
"2004","Sonstige","Westdeutschland","4.83","3.5","609","4.63","5.03"
"2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.33","2.5","1826","3.27","3.39"
"2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.93","3.5","5554","3.89","3.97"
"2005","1-Pers.- Haushalt","Ostdeutschland","2.47","1.5","712","2.39","2.55"
"2005","1-Pers.- Haushalt","Westdeutschland","2.86","2.5","2195","2.8","2.92"
"2005","Alleinerziehende","Ostdeutschland","3.49","2.5","452","3.4","3.58"
"2005","Alleinerziehende","Westdeutschland","3.78","2.5","1277","3.7","3.86"
"2005","Paar mit Kind(ern)","Ostdeutschland","4.35","3.5","2985","4.29","4.41"
"2005","Paar mit Kind(ern)","Westdeutschland","4.87","4.5","10931","4.84","4.9"
"2005","Sonstige","Ostdeutschland","4.06","3.5","166","3.82","4.3"
"2005","Sonstige","Westdeutschland","4.86","4.5","580","4.68","5.04"
"2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.35","2.5","2050","3.29","3.41"
"2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.94","3.5","6260","3.9","3.98"
"2006","1-Pers.- Haushalt","Ostdeutschland","2.45","1.5","814","2.37","2.53"
"2006","1-Pers.- Haushalt","Westdeutschland","2.89","2.5","2476","2.83","2.95"
"2006","Alleinerziehende","Ostdeutschland","3.5","2.5","453","3.38","3.62"
"2006","Alleinerziehende","Westdeutschland","3.75","2.5","1452","3.67","3.83"
"2006","Paar mit Kind(ern)","Ostdeutschland","4.27","3.5","3036","4.22","4.32"
"2006","Paar mit Kind(ern)","Westdeutschland","4.85","4.5","11322","4.82","4.88"
"2006","Sonstige","Ostdeutschland","4.94","4.5","157","4.65","5.23"
"2006","Sonstige","Westdeutschland","5","4.5","580","4.79","5.21"
"2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.4","2.5","1978","3.34","3.46"
"2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.01","3.5","5772","3.97","4.05"
"2007","1-Pers.- Haushalt","Ostdeutschland","2.52","1.5","763","2.44","2.6"
"2007","1-Pers.- Haushalt","Westdeutschland","2.89","2.5","2354","2.83","2.95"
"2007","Alleinerziehende","Ostdeutschland","3.47","2.5","454","3.36","3.58"
"2007","Alleinerziehende","Westdeutschland","3.84","2.5","1317","3.76","3.92"
"2007","Paar mit Kind(ern)","Ostdeutschland","4.4","3.5","2783","4.34","4.46"
"2007","Paar mit Kind(ern)","Westdeutschland","4.92","4.5","10538","4.89","4.95"
"2007","Sonstige","Ostdeutschland","4","3.5","140","3.73","4.27"
"2007","Sonstige","Westdeutschland","5.15","4.5","484","4.91","5.39"
"2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.38","2.5","1952","3.33","3.43"
"2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.03","3.5","5508","3.99","4.07"
"2008","1-Pers.- Haushalt","Ostdeutschland","2.56","1.5","746","2.48","2.64"
"2008","1-Pers.- Haushalt","Westdeutschland","2.92","2.5","2244","2.86","2.98"
"2008","Alleinerziehende","Ostdeutschland","3.42","2.5","426","3.32","3.52"
"2008","Alleinerziehende","Westdeutschland","3.96","3.5","1285","3.87","4.05"
"2008","Paar mit Kind(ern)","Ostdeutschland","4.44","3.5","2545","4.38","4.5"
"2008","Paar mit Kind(ern)","Westdeutschland","4.99","4.5","9567","4.95","5.03"
"2008","Sonstige","Ostdeutschland","5.08","4.5","131","4.74","5.42"
"2008","Sonstige","Westdeutschland","5.02","4.5","406","4.8","5.24"
"2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.48","2.5","1902","3.42","3.54"
"2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.09","3.5","5190","4.04","4.14"
"2009","1-Pers.- Haushalt","Ostdeutschland","2.58","1.5","726","2.5","2.66"
"2009","1-Pers.- Haushalt","Westdeutschland","2.98","2.5","2130","2.92","3.04"
"2009","Alleinerziehende","Ostdeutschland","3.34","2.5","421","3.25","3.43"
"2009","Alleinerziehende","Westdeutschland","4.01","3.5","1156","3.92","4.1"
"2009","Paar mit Kind(ern)","Ostdeutschland","4.54","3.5","2420","4.48","4.6"
"2009","Paar mit Kind(ern)","Westdeutschland","4.97","4.5","8780","4.93","5.01"
"2009","Sonstige","Ostdeutschland","4.39","3.5","102","4.09","4.69"
"2009","Sonstige","Westdeutschland","5.08","4.5","339","4.85","5.31"
"2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.54","2.5","1790","3.48","3.6"
"2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.05","3.5","4938","4","4.1"
"2010","1-Pers.- Haushalt","Ostdeutschland","2.62","1.5","683","2.53","2.71"
"2010","1-Pers.- Haushalt","Westdeutschland","3.05","2.5","2022","2.98","3.12"
"2010","Alleinerziehende","Ostdeutschland","3.47","2.5","1020","3.41","3.53"
"2010","Alleinerziehende","Westdeutschland","3.82","2.5","3723","3.77","3.87"
"2010","Paar mit Kind(ern)","Ostdeutschland","4.43","3.5","4291","4.38","4.48"
"2010","Paar mit Kind(ern)","Westdeutschland","4.96","4.5","18345","4.93","4.99"
"2010","Sonstige","Ostdeutschland","4.27","4.5","123","3.95","4.59"
"2010","Sonstige","Westdeutschland","5.84","5.5","476","5.66","6.02"
"2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.57","2.5","2178","3.52","3.62"
"2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.07","3.5","6564","4.03","4.11"
"2011","1-Pers.- Haushalt","Ostdeutschland","2.55","1.5","894","2.47","2.63"
"2011","1-Pers.- Haushalt","Westdeutschland","2.97","2.5","2656","2.91","3.03"
"2011","Alleinerziehende","Ostdeutschland","3.5","2.5","1302","3.45","3.55"
"2011","Alleinerziehende","Westdeutschland","3.84","2.5","4561","3.8","3.88"
"2011","Paar mit Kind(ern)","Ostdeutschland","4.41","3.5","4599","4.37","4.45"
"2011","Paar mit Kind(ern)","Westdeutschland","5.02","4.5","20441","5","5.04"
"2011","Sonstige","Ostdeutschland","3.8","3.5","168","3.53","4.07"
"2011","Sonstige","Westdeutschland","5.18","4.5","614","5.02","5.34"
"2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.59","2.5","2236","3.54","3.64"
"2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.11","3.5","6656","4.07","4.15"
"2012","1-Pers.- Haushalt","Ostdeutschland","2.55","1.5","936","2.47","2.63"
"2012","1-Pers.- Haushalt","Westdeutschland","2.96","2.5","2745","2.91","3.01"
"2012","Alleinerziehende","Ostdeutschland","3.57","2.5","1266","3.52","3.62"
"2012","Alleinerziehende","Westdeutschland","3.86","2.5","4327","3.82","3.9"
"2012","Paar mit Kind(ern)","Ostdeutschland","4.4","3.5","4254","4.36","4.44"
"2012","Paar mit Kind(ern)","Westdeutschland","5.02","4.5","19197","4.99","5.05"
"2012","Sonstige","Ostdeutschland","4.18","3.5","171","3.91","4.45"
"2012","Sonstige","Westdeutschland","5.55","4.5","595","5.36","5.74"
"2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.61","2.5","2222","3.56","3.66"
"2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.12","3.5","7056","4.08","4.16"
"2013","1-Pers.- Haushalt","Ostdeutschland","2.56","1.5","902","2.48","2.64"
"2013","1-Pers.- Haushalt","Westdeutschland","2.98","2.5","2937","2.93","3.03"
"2013","Alleinerziehende","Ostdeutschland","3.55","2.5","1200","3.49","3.61"
"2013","Alleinerziehende","Westdeutschland","3.84","2.5","4602","3.8","3.88"
"2013","Paar mit Kind(ern)","Ostdeutschland","4.34","3.5","4275","4.29","4.39"
"2013","Paar mit Kind(ern)","Westdeutschland","4.95","4.5","22639","4.93","4.97"
"2013","Sonstige","Ostdeutschland","4.13","2.5","236","3.89","4.37"
"2013","Sonstige","Westdeutschland","4.51","3.5","1581","4.42","4.6"
"2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.56","2.5","2154","3.51","3.61"
"2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.14","3.5","6548","4.1","4.18"
"2014","1-Pers.- Haushalt","Ostdeutschland","2.55","1.5","879","2.47","2.63"
"2014","1-Pers.- Haushalt","Westdeutschland","3.01","2.5","2680","2.95","3.07"
"2014","Alleinerziehende","Ostdeutschland","3.4","2.5","991","3.34","3.46"
"2014","Alleinerziehende","Westdeutschland","3.84","2.5","3695","3.79","3.89"
"2014","Paar mit Kind(ern)","Ostdeutschland","4.42","3.5","3795","4.37","4.47"
"2014","Paar mit Kind(ern)","Westdeutschland","4.96","4.5","19285","4.94","4.98"
"2014","Sonstige","Ostdeutschland","4.28","3.5","183","4.04","4.52"
"2014","Sonstige","Westdeutschland","4.64","3.5","1238","4.54","4.74"
"2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.6","2.5","2132","3.55","3.65"
"2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.13","3.5","6616","4.09","4.17"
"2015","1-Pers.- Haushalt","Ostdeutschland","2.53","1.5","871","2.45","2.61"
"2015","1-Pers.- Haushalt","Westdeutschland","3.03","2.5","2751","2.97","3.09"
"2015","Alleinerziehende","Ostdeutschland","3.51","2.5","929","3.45","3.57"
"2015","Alleinerziehende","Westdeutschland","3.9","3.5","3493","3.85","3.95"
"2015","Paar mit Kind(ern)","Ostdeutschland","4.33","3.5","3585","4.28","4.38"
"2015","Paar mit Kind(ern)","Westdeutschland","4.95","4.5","19170","4.92","4.98"
"2015","Sonstige","Ostdeutschland","3.83","3.5","202","3.65","4.01"
"2015","Sonstige","Westdeutschland","4.56","3.5","1260","4.46","4.66"
"2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.7","2.5","2046","3.64","3.76"
"2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.18","3.5","6270","4.14","4.22"
"2016","1-Pers.- Haushalt","Ostdeutschland","2.58","1.5","937","2.5","2.66"
"2016","1-Pers.- Haushalt","Westdeutschland","3.03","2.5","2859","2.97","3.09"
"2016","Alleinerziehende","Ostdeutschland","3.66","2.5","1032","3.6","3.72"
"2016","Alleinerziehende","Westdeutschland","3.91","3.5","3546","3.86","3.96"
"2016","Paar mit Kind(ern)","Ostdeutschland","4.33","3.5","4322","4.29","4.37"
