year,regtyp,rentown,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Urban regions,Tenant,Too Expensive,0.03012,148,4834,0.02530,0.03493
2000,Rural regions,Tenant,Very Inexpensive,0.09589,172,1839,0.08242,0.10935
2000,Rural regions,Tenant,Inexpensive,0.25865,472,1839,0.23863,0.27867
2000,Rural regions,Tenant,Reasonable,0.43564,783,1839,0.41297,0.45831
2000,Rural regions,Tenant,Slightly Expensive,0.18920,367,1839,0.17129,0.20710
2000,Rural regions,Tenant,Too Expensive,0.02062,45,1839,0.01413,0.02712
2001,Urban regions,Tenant,Very Inexpensive,0.07340,310,4401,0.06570,0.08111
2001,Urban regions,Tenant,Inexpensive,0.25400,1116,4401,0.24114,0.26686
2001,Urban regions,Tenant,Reasonable,0.46359,2047,4401,0.44886,0.47833
2001,Urban regions,Tenant,Slightly Expensive,0.18547,816,4401,0.17398,0.19695
2001,Urban regions,Tenant,Too Expensive,0.02353,112,4401,0.01906,0.02801
2001,Rural regions,Tenant,Very Inexpensive,0.08486,138,1612,0.07126,0.09847
2001,Rural regions,Tenant,Inexpensive,0.25893,407,1612,0.23754,0.28032
2001,Rural regions,Tenant,Reasonable,0.46336,739,1612,0.43901,0.48771
2001,Rural regions,Tenant,Slightly Expensive,0.17375,294,1612,0.15525,0.19225
2001,Rural regions,Tenant,Too Expensive,0.01909,34,1612,0.01241,0.02577
2002,Urban regions,Tenant,Very Inexpensive,0.07690,332,4333,0.06896,0.08483
2002,Urban regions,Tenant,Inexpensive,0.24941,1085,4333,0.23652,0.26229
2002,Urban regions,Tenant,Reasonable,0.45892,2005,4333,0.44408,0.47376
2002,Urban regions,Tenant,Slightly Expensive,0.18080,777,4333,0.16934,0.19226
2002,Urban regions,Tenant,Too Expensive,0.03397,134,4333,0.02858,0.03937
2002,Rural regions,Tenant,Very Inexpensive,0.07368,110,1603,0.06089,0.08648
2002,Rural regions,Tenant,Inexpensive,0.25476,416,1603,0.23342,0.27609
2002,Rural regions,Tenant,Reasonable,0.46207,727,1603,0.43766,0.48648
2002,Rural regions,Tenant,Slightly Expensive,0.18884,313,1603,0.16967,0.20800
2002,Rural regions,Tenant,Too Expensive,0.02065,37,1603,0.01369,0.02761
2005,Urban regions,Tenant,Very Inexpensive,0.05716,234,3969,0.04993,0.06438
2005,Urban regions,Tenant,Inexpensive,0.24474,940,3969,0.23136,0.25812
2005,Urban regions,Tenant,Reasonable,0.48783,1950,3969,0.47228,0.50338
2005,Urban regions,Tenant,Slightly Expensive,0.17994,734,3969,0.16799,0.19190
2005,Urban regions,Tenant,Too Expensive,0.03033,111,3969,0.02499,0.03566
2005,Rural regions,Tenant,Very Inexpensive,0.08095,110,1424,0.06678,0.09513
2005,Rural regions,Tenant,Inexpensive,0.22981,329,1424,0.20795,0.25167
2005,Rural regions,Tenant,Reasonable,0.47190,672,1424,0.44597,0.49784
2005,Rural regions,Tenant,Slightly Expensive,0.18996,275,1424,0.16958,0.21034
2005,Rural regions,Tenant,Too Expensive,0.02737,38,1424,0.01889,0.03585
2006,Urban regions,Tenant,Very Inexpensive,0.05729,250,4207,0.05027,0.06432
2006,Urban regions,Tenant,Inexpensive,0.23969,1008,4207,0.22679,0.25259
2006,Urban regions,Tenant,Reasonable,0.47244,2012,4207,0.45735,0.48753
2006,Urban regions,Tenant,Slightly Expensive,0.19884,819,4207,0.18678,0.21090
2006,Urban regions,Tenant,Too Expensive,0.03173,118,4207,0.02644,0.03703
2006,Rural regions,Tenant,Very Inexpensive,0.07189,115,1615,0.05929,0.08450
2006,Rural regions,Tenant,Inexpensive,0.25374,414,1615,0.23251,0.27497
2006,Rural regions,Tenant,Reasonable,0.46547,744,1615,0.44113,0.48980
2006,Rural regions,Tenant,Slightly Expensive,0.17970,297,1615,0.16097,0.19843
2006,Rural regions,Tenant,Too Expensive,0.02920,45,1615,0.02098,0.03741
2007,Urban regions,Tenant,Very Inexpensive,0.06454,244,3904,0.05683,0.07225
2007,Urban regions,Tenant,Inexpensive,0.22794,908,3904,0.21478,0.24110
2007,Urban regions,Tenant,Reasonable,0.48257,1888,3904,0.46689,0.49824
2007,Urban regions,Tenant,Slightly Expensive,0.18651,739,3904,0.17429,0.19873
2007,Urban regions,Tenant,Too Expensive,0.03844,125,3904,0.03241,0.04447
2007,Rural regions,Tenant,Very Inexpensive,0.07463,114,1490,0.06128,0.08798
2007,Rural regions,Tenant,Inexpensive,0.24884,374,1490,0.22688,0.27080
2007,Rural regions,Tenant,Reasonable,0.46574,684,1490,0.44040,0.49108
2007,Rural regions,Tenant,Slightly Expensive,0.18669,283,1490,0.16690,0.20648
2007,Rural regions,Tenant,Too Expensive,0.02410,35,1490,0.01631,0.03189
2008,Urban regions,Tenant,Very Inexpensive,0.06823,240,3649,0.06005,0.07642
2008,Urban regions,Tenant,Inexpensive,0.23983,883,3649,0.22598,0.25369
2008,Urban regions,Tenant,Reasonable,0.47379,1746,3649,0.45759,0.48999
2008,Urban regions,Tenant,Slightly Expensive,0.19047,687,3649,0.17773,0.20321
2008,Urban regions,Tenant,Too Expensive,0.02768,93,3649,0.02235,0.03300
2008,Rural regions,Tenant,Very Inexpensive,0.07903,112,1397,0.06488,0.09318
2008,Rural regions,Tenant,Inexpensive,0.25843,355,1397,0.23546,0.28139
2008,Rural regions,Tenant,Reasonable,0.43042,625,1397,0.40444,0.45639
2008,Rural regions,Tenant,Slightly Expensive,0.19592,254,1397,0.17510,0.21674
2008,Rural regions,Tenant,Too Expensive,0.03621,51,1397,0.02641,0.04601
2009,Urban regions,Tenant,Very Inexpensive,0.06666,227,3394,0.05827,0.07505
2009,Urban regions,Tenant,Inexpensive,0.24082,829,3394,0.22643,0.25520
2009,Urban regions,Tenant,Reasonable,0.47577,1621,3394,0.45897,0.49258
2009,Urban regions,Tenant,Slightly Expensive,0.19039,637,3394,0.17718,0.20360
2009,Urban regions,Tenant,Too Expensive,0.02637,80,3394,0.02098,0.03176
2009,Rural regions,Tenant,Very Inexpensive,0.07432,107,1340,0.06027,0.08837
2009,Rural regions,Tenant,Inexpensive,0.24162,336,1340,0.21869,0.26455
2009,Rural regions,Tenant,Reasonable,0.46549,616,1340,0.43877,0.49221
2009,Rural regions,Tenant,Slightly Expensive,0.19016,243,1340,0.16914,0.21118
2009,Rural regions,Tenant,Too Expensive,0.02841,38,1340,0.01951,0.03731
2010,Urban regions,Tenant,Very Inexpensive,0.07477,386,5013,0.06748,0.08205
2010,Urban regions,Tenant,Inexpensive,0.22940,1237,5013,0.21776,0.24104
2010,Urban regions,Tenant,Reasonable,0.47532,2270,5013,0.46150,0.48915
2010,Urban regions,Tenant,Slightly Expensive,0.20170,984,5013,0.19059,0.21281
2010,Urban regions,Tenant,Too Expensive,0.01881,136,5013,0.01505,0.02257
2010,Rural regions,Tenant,Very Inexpensive,0.08327,161,2007,0.07118,0.09536
2010,Rural regions,Tenant,Inexpensive,0.26098,527,2007,0.24176,0.28020
2010,Rural regions,Tenant,Reasonable,0.43771,890,2007,0.41600,0.45942
2010,Rural regions,Tenant,Slightly Expensive,0.18644,347,2007,0.16940,0.20348
2010,Rural regions,Tenant,Too Expensive,0.03160,82,2007,0.02395,0.03926
2011,Urban regions,Tenant,Very Inexpensive,0.07343,461,5848,0.06675,0.08012
2011,Urban regions,Tenant,Inexpensive,0.23704,1438,5848,0.22614,0.24794
2011,Urban regions,Tenant,Reasonable,0.48583,2698,5848,0.47302,0.49864
2011,Urban regions,Tenant,Slightly Expensive,0.18025,1075,5848,0.17040,0.19010
2011,Urban regions,Tenant,Too Expensive,0.02345,176,5848,0.01958,0.02733
2011,Rural regions,Tenant,Very Inexpensive,0.08500,213,2505,0.07408,0.09592
2011,Rural regions,Tenant,Inexpensive,0.26905,633,2505,0.25168,0.28642
2011,Rural regions,Tenant,Reasonable,0.42868,1114,2505,0.40930,0.44807
2011,Rural regions,Tenant,Slightly Expensive,0.18261,454,2505,0.16747,0.19774
2011,Rural regions,Tenant,Too Expensive,0.03466,91,2505,0.02750,0.04183
2012,Urban regions,Tenant,Very Inexpensive,0.07307,438,5662,0.06629,0.07985
2012,Urban regions,Tenant,Inexpensive,0.24743,1505,5662,0.23619,0.25867
2012,Urban regions,Tenant,Reasonable,0.47754,2583,5662,0.46453,0.49055
2012,Urban regions,Tenant,Slightly Expensive,0.17588,960,5662,0.16596,0.18580
2012,Urban regions,Tenant,Too Expensive,0.02608,176,5662,0.02193,0.03023
2012,Rural regions,Tenant,Very Inexpensive,0.07978,187,2532,0.06923,0.09034
2012,Rural regions,Tenant,Inexpensive,0.26945,683,2532,0.25216,0.28673
2012,Rural regions,Tenant,Reasonable,0.45285,1165,2532,0.43345,0.47224
2012,Rural regions,Tenant,Slightly Expensive,0.16959,411,2532,0.15497,0.18421
2012,Rural regions,Tenant,Too Expensive,0.02833,86,2532,0.02187,0.03480
2013,Urban regions,Tenant,Very Inexpensive,0.07579,515,6888,0.06954,0.08204
2013,Urban regions,Tenant,Inexpensive,0.25806,1752,6888,0.24773,0.26840
2013,Urban regions,Tenant,Reasonable,0.46711,3141,6888,0.45533,0.47889
2013,Urban regions,Tenant,Slightly Expensive,0.17164,1233,6888,0.16274,0.18055
2013,Urban regions,Tenant,Too Expensive,0.02739,247,6888,0.02354,0.03125
2013,Rural regions,Tenant,Very Inexpensive,0.07919,206,2776,0.06914,0.08923
2013,Rural regions,Tenant,Inexpensive,0.28464,726,2776,0.26785,0.30143
2013,Rural regions,Tenant,Reasonable,0.46826,1311,2776,0.44970,0.48683
2013,Rural regions,Tenant,Slightly Expensive,0.14678,450,2776,0.13361,0.15995
2013,Rural regions,Tenant,Too Expensive,0.02113,83,2776,0.01578,0.02648
2014,Urban regions,Tenant,Very Inexpensive,0.08148,504,5952,0.07453,0.08843
2014,Urban regions,Tenant,Inexpensive,0.26798,1543,5952,0.25673,0.27923
2014,Urban regions,Tenant,Reasonable,0.45238,2641,5952,0.43974,0.46503
2014,Urban regions,Tenant,Slightly Expensive,0.17493,1085,5952,0.16528,0.18459
2014,Urban regions,Tenant,Too Expensive,0.02322,179,5952,0.01940,0.02705
2014,Rural regions,Tenant,Very Inexpensive,0.09997,240,2547,0.08831,0.11162
2014,Rural regions,Tenant,Inexpensive,0.28987,706,2547,0.27224,0.30749
2014,Rural regions,Tenant,Reasonable,0.43321,1124,2547,0.41397,0.45246
2014,Rural regions,Tenant,Slightly Expensive,0.15088,402,2547,0.13698,0.16478
2014,Rural regions,Tenant,Too Expensive,0.02607,75,2547,0.01988,0.03226
