year,quintil_oecd_hh,regtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Urban regions,Reasonable,0.40132,284,676,0.36434,0.43830
1990,1st Quintile,Urban regions,Slightly Expensive,0.08135,42,676,0.06073,0.10197
1990,1st Quintile,Rural regions,Very Inexpensive,0.25647,211,796,0.22611,0.28682
1990,1st Quintile,Rural regions,Inexpensive,0.33304,269,796,0.30028,0.36580
1990,1st Quintile,Rural regions,Reasonable,0.35988,283,796,0.32652,0.39325
1990,1st Quintile,Rural regions,Slightly Expensive,0.04321,33,796,0.02907,0.05734
1990,2nd Quintile,Urban regions,Very Inexpensive,0.09773,52,711,0.07589,0.11958
1990,2nd Quintile,Urban regions,Inexpensive,0.29777,200,711,0.26413,0.33140
1990,2nd Quintile,Urban regions,Reasonable,0.40227,288,711,0.36620,0.43834
1990,2nd Quintile,Urban regions,Slightly Expensive,0.14795,121,711,0.12183,0.17407
1990,2nd Quintile,Urban regions,Too Expensive,0.05428,50,711,0.03761,0.07094
1990,2nd Quintile,Rural regions,Inexpensive,0.31150,40,100,0.22027,0.40272
1990,2nd Quintile,Rural regions,Reasonable,0.46258,60,100,0.36436,0.56080
1990,3rd Quintile,Urban regions,Very Inexpensive,0.11020,62,635,0.08583,0.13458
1990,3rd Quintile,Urban regions,Inexpensive,0.33446,212,635,0.29773,0.37118
1990,3rd Quintile,Urban regions,Reasonable,0.41213,269,635,0.37381,0.45044
1990,3rd Quintile,Urban regions,Slightly Expensive,0.11630,92,635,0.09135,0.14126
1990,3rd Quintile,Rural regions,Inexpensive,0.29674,43,85,0.19905,0.39444
1990,3rd Quintile,Rural regions,Reasonable,0.35844,42,85,0.25589,0.46099
1990,4th Quintile,Urban regions,Very Inexpensive,0.15015,75,549,0.12024,0.18006
1990,4th Quintile,Urban regions,Inexpensive,0.28350,180,549,0.24576,0.32123
1990,4th Quintile,Urban regions,Reasonable,0.42947,226,549,0.38802,0.47091
1990,4th Quintile,Urban regions,Slightly Expensive,0.11554,68,549,0.08878,0.14231
1990,4th Quintile,Rural regions,Inexpensive,0.30725,31,31,0.14215,0.47234
1990,5th Quintile,Urban regions,Very Inexpensive,0.13502,63,412,0.10198,0.16805
1990,5th Quintile,Urban regions,Inexpensive,0.32716,136,412,0.28180,0.37252
1990,5th Quintile,Urban regions,Reasonable,0.39793,165,412,0.35061,0.44525
1990,5th Quintile,Urban regions,Slightly Expensive,0.11990,48,412,0.08849,0.15131
1991,1st Quintile,Urban regions,Very Inexpensive,0.21161,139,575,0.17819,0.24502
1991,1st Quintile,Urban regions,Inexpensive,0.38964,231,575,0.34974,0.42953
1991,1st Quintile,Urban regions,Reasonable,0.33637,205,575,0.29772,0.37502
1991,1st Quintile,Rural regions,Very Inexpensive,0.23916,209,757,0.20875,0.26956
1991,1st Quintile,Rural regions,Inexpensive,0.43665,310,757,0.40130,0.47201
1991,1st Quintile,Rural regions,Reasonable,0.26805,207,757,0.23647,0.29962
1991,1st Quintile,Rural regions,Slightly Expensive,0.04560,31,757,0.03073,0.06048
1991,2nd Quintile,Urban regions,Very Inexpensive,0.14658,71,716,0.12066,0.17251
1991,2nd Quintile,Urban regions,Inexpensive,0.27072,185,716,0.23815,0.30329
1991,2nd Quintile,Urban regions,Reasonable,0.41406,304,716,0.37795,0.45016
1991,2nd Quintile,Urban regions,Slightly Expensive,0.12964,115,716,0.10502,0.15426
1991,2nd Quintile,Urban regions,Too Expensive,0.03899,41,716,0.02481,0.05318
1991,2nd Quintile,Rural regions,Inexpensive,0.34741,49,96,0.25166,0.44316
1991,2nd Quintile,Rural regions,Reasonable,0.35724,47,96,0.26088,0.45360
1991,3rd Quintile,Urban regions,Very Inexpensive,0.12234,73,627,0.09667,0.14801
1991,3rd Quintile,Urban regions,Inexpensive,0.34862,206,627,0.31129,0.38595
1991,3rd Quintile,Urban regions,Reasonable,0.41919,275,627,0.38054,0.45785
1991,3rd Quintile,Urban regions,Slightly Expensive,0.09420,73,627,0.07132,0.11709
1991,3rd Quintile,Rural regions,Inexpensive,0.33631,44,87,0.23646,0.43617
1991,3rd Quintile,Rural regions,Reasonable,0.34920,43,87,0.24844,0.44996
1991,4th Quintile,Urban regions,Very Inexpensive,0.13748,69,550,0.10867,0.16628
1991,4th Quintile,Urban regions,Inexpensive,0.34240,197,550,0.30271,0.38209
1991,4th Quintile,Urban regions,Reasonable,0.36099,204,550,0.32081,0.40116
1991,4th Quintile,Urban regions,Slightly Expensive,0.13247,80,550,0.10411,0.16083
1991,4th Quintile,Rural regions,Inexpensive,0.28072,31,66,0.17148,0.38996
1991,4th Quintile,Rural regions,Reasonable,0.34228,35,66,0.22693,0.45763
1991,5th Quintile,Urban regions,Very Inexpensive,0.18554,87,435,0.14897,0.22212
1991,5th Quintile,Urban regions,Inexpensive,0.29698,145,435,0.25399,0.33997
1991,5th Quintile,Urban regions,Reasonable,0.38125,150,435,0.33556,0.42695
1991,5th Quintile,Urban regions,Slightly Expensive,0.12160,53,435,0.09085,0.15235
1992,1st Quintile,Urban regions,Very Inexpensive,0.08878,31,564,0.06529,0.11228
1992,1st Quintile,Urban regions,Inexpensive,0.24357,138,564,0.20811,0.27903
1992,1st Quintile,Urban regions,Reasonable,0.42170,247,564,0.38091,0.46250
1992,1st Quintile,Urban regions,Slightly Expensive,0.21292,148,564,0.17910,0.24673
1992,1st Quintile,Rural regions,Inexpensive,0.19286,64,362,0.15216,0.23357
1992,1st Quintile,Rural regions,Reasonable,0.44015,184,362,0.38894,0.49136
1992,1st Quintile,Rural regions,Slightly Expensive,0.26125,114,362,0.21593,0.30657
1992,2nd Quintile,Urban regions,Very Inexpensive,0.09779,40,627,0.07453,0.12106
1992,2nd Quintile,Urban regions,Inexpensive,0.32746,182,627,0.29070,0.36422
1992,2nd Quintile,Urban regions,Reasonable,0.39693,281,627,0.35860,0.43526
1992,2nd Quintile,Urban regions,Slightly Expensive,0.15959,124,627,0.13090,0.18828
1992,2nd Quintile,Rural regions,Inexpensive,0.26864,74,287,0.21726,0.32001
1992,2nd Quintile,Rural regions,Reasonable,0.43341,157,287,0.37598,0.49084
1992,2nd Quintile,Rural regions,Slightly Expensive,0.16310,56,287,0.12028,0.20592
1992,3rd Quintile,Urban regions,Very Inexpensive,0.10295,54,630,0.07920,0.12670
1992,3rd Quintile,Urban regions,Inexpensive,0.31100,206,630,0.27482,0.34717
1992,3rd Quintile,Urban regions,Reasonable,0.44780,279,630,0.40894,0.48666
1992,3rd Quintile,Urban regions,Slightly Expensive,0.11035,91,630,0.08586,0.13484
1992,3rd Quintile,Rural regions,Inexpensive,0.28473,48,167,0.21608,0.35339
1992,3rd Quintile,Rural regions,Reasonable,0.38343,82,167,0.30947,0.45740
1992,3rd Quintile,Rural regions,Slightly Expensive,0.16379,37,167,0.10749,0.22009
1992,4th Quintile,Urban regions,Very Inexpensive,0.12623,72,569,0.09892,0.15355
1992,4th Quintile,Urban regions,Inexpensive,0.32445,182,569,0.28595,0.36295
1992,4th Quintile,Urban regions,Reasonable,0.43446,248,569,0.39370,0.47523
1992,4th Quintile,Urban regions,Slightly Expensive,0.09111,67,569,0.06744,0.11478
1992,4th Quintile,Rural regions,Inexpensive,0.27902,40,98,0.18976,0.36828
1992,4th Quintile,Rural regions,Reasonable,0.40519,58,98,0.30749,0.50288
1992,5th Quintile,Urban regions,Very Inexpensive,0.17989,75,403,0.14235,0.21744
1992,5th Quintile,Urban regions,Inexpensive,0.32152,138,403,0.27586,0.36718
1992,5th Quintile,Urban regions,Reasonable,0.38184,141,403,0.33435,0.42934
1992,5th Quintile,Urban regions,Slightly Expensive,0.10059,49,403,0.07118,0.12999
1993,1st Quintile,Urban regions,Inexpensive,0.29497,147,556,0.25703,0.33291
1993,1st Quintile,Urban regions,Reasonable,0.41650,233,556,0.37548,0.45751
1993,1st Quintile,Urban regions,Slightly Expensive,0.16453,134,556,0.13369,0.19538
1993,1st Quintile,Urban regions,Too Expensive,0.05284,42,556,0.03422,0.07145
1993,1st Quintile,Rural regions,Inexpensive,0.15654,44,364,0.11916,0.19392
1993,1st Quintile,Rural regions,Reasonable,0.40978,153,364,0.35918,0.46037
1993,1st Quintile,Rural regions,Slightly Expensive,0.31795,127,364,0.27004,0.36585
1993,1st Quintile,Rural regions,Too Expensive,0.07050,40,364,0.04417,0.09684
1993,2nd Quintile,Urban regions,Very Inexpensive,0.08514,41,671,0.06401,0.10627
1993,2nd Quintile,Urban regions,Inexpensive,0.25476,143,671,0.22176,0.28775
1993,2nd Quintile,Urban regions,Reasonable,0.44714,306,671,0.40949,0.48479
1993,2nd Quintile,Urban regions,Slightly Expensive,0.17577,142,671,0.14695,0.20460
1993,2nd Quintile,Urban regions,Too Expensive,0.03719,39,671,0.02286,0.05151
1993,2nd Quintile,Rural regions,Inexpensive,0.24622,66,286,0.19620,0.29623
1993,2nd Quintile,Rural regions,Reasonable,0.40125,133,286,0.34434,0.45815
1993,2nd Quintile,Rural regions,Slightly Expensive,0.21250,87,286,0.16501,0.26000
1993,3rd Quintile,Urban regions,Very Inexpensive,0.13842,74,634,0.11152,0.16532
1993,3rd Quintile,Urban regions,Inexpensive,0.31775,186,634,0.28148,0.35402
1993,3rd Quintile,Urban regions,Reasonable,0.38983,235,634,0.35184,0.42783
1993,3rd Quintile,Urban regions,Slightly Expensive,0.12151,107,634,0.09606,0.14697
1993,3rd Quintile,Urban regions,Too Expensive,0.03249,32,634,0.01868,0.04630
1993,3rd Quintile,Rural regions,Inexpensive,0.30711,49,176,0.23877,0.37546
1993,3rd Quintile,Rural regions,Reasonable,0.37376,80,176,0.30208,0.44545
1993,3rd Quintile,Rural regions,Slightly Expensive,0.15643,47,176,0.10261,0.21025
1993,4th Quintile,Urban regions,Very Inexpensive,0.11996,63,545,0.09266,0.14727
1993,4th Quintile,Urban regions,Inexpensive,0.32714,175,545,0.28771,0.36656
1993,4th Quintile,Urban regions,Reasonable,0.40314,227,545,0.36192,0.44436
1993,4th Quintile,Urban regions,Slightly Expensive,0.12960,80,545,0.10138,0.15782
1993,4th Quintile,Rural regions,Inexpensive,0.23957,38,107,0.15831,0.32082
1993,4th Quintile,Rural regions,Reasonable,0.41603,69,107,0.32220,0.50986
1993,5th Quintile,Urban regions,Very Inexpensive,0.15336,60,412,0.11852,0.18820
1993,5th Quintile,Urban regions,Inexpensive,0.33147,137,412,0.28596,0.37698
1993,5th Quintile,Urban regions,Reasonable,0.39304,167,412,0.34582,0.44026
1993,5th Quintile,Urban regions,Slightly Expensive,0.09531,48,412,0.06692,0.12370
1994,1st Quintile,Urban regions,Very Inexpensive,0.09561,49,688,0.07362,0.11760
1994,1st Quintile,Urban regions,Inexpensive,0.25686,155,688,0.22418,0.28953
1994,1st Quintile,Urban regions,Reasonable,0.46268,315,688,0.42540,0.49997
1994,1st Quintile,Urban regions,Slightly Expensive,0.14066,136,688,0.11466,0.16666
1994,1st Quintile,Urban regions,Too Expensive,0.04419,33,688,0.02882,0.05956
1994,1st Quintile,Rural regions,Inexpensive,0.19185,55,297,0.14699,0.23670
1994,1st Quintile,Rural regions,Reasonable,0.40605,136,297,0.35010,0.46200
1994,1st Quintile,Rural regions,Slightly Expensive,0.29681,106,297,0.24477,0.34886
1994,2nd Quintile,Urban regions,Very Inexpensive,0.10699,48,588,0.08199,0.13200
1994,2nd Quintile,Urban regions,Inexpensive,0.27689,151,588,0.24069,0.31309
1994,2nd Quintile,Urban regions,Reasonable,0.45308,284,588,0.41281,0.49335
1994,2nd Quintile,Urban regions,Slightly Expensive,0.13188,105,588,0.10451,0.15926
1994,2nd Quintile,Rural regions,Inexpensive,0.25847,63,278,0.20692,0.31003
1994,2nd Quintile,Rural regions,Reasonable,0.47284,141,278,0.41405,0.53164
1994,2nd Quintile,Rural regions,Slightly Expensive,0.16776,74,278,0.12376,0.21176
1994,3rd Quintile,Urban regions,Very Inexpensive,0.12359,52,560,0.09631,0.15088
1994,3rd Quintile,Urban regions,Inexpensive,0.30407,172,560,0.26593,0.34220
1994,3rd Quintile,Urban regions,Reasonable,0.41151,240,560,0.37072,0.45231
1994,3rd Quintile,Urban regions,Slightly Expensive,0.12449,96,560,0.09712,0.15186
1994,3rd Quintile,Rural regions,Inexpensive,0.25731,52,199,0.19642,0.31820
1994,3rd Quintile,Rural regions,Reasonable,0.46100,107,199,0.39157,0.53044
1994,3rd Quintile,Rural regions,Slightly Expensive,0.15361,40,199,0.10339,0.20384
1994,4th Quintile,Urban regions,Very Inexpensive,0.11448,58,528,0.08730,0.14167
1994,4th Quintile,Urban regions,Inexpensive,0.30987,160,528,0.27039,0.34936
1994,4th Quintile,Urban regions,Reasonable,0.42454,233,528,0.38234,0.46674
1994,4th Quintile,Urban regions,Slightly Expensive,0.11932,77,528,0.09164,0.14700
1994,4th Quintile,Rural regions,Inexpensive,0.29540,45,104,0.20729,0.38351
1994,4th Quintile,Rural regions,Reasonable,0.42613,59,104,0.33063,0.52163
1994,5th Quintile,Urban regions,Very Inexpensive,0.14469,58,400,0.11017,0.17921
1994,5th Quintile,Urban regions,Inexpensive,0.27814,116,400,0.23417,0.32210
1994,5th Quintile,Urban regions,Reasonable,0.41668,168,400,0.36831,0.46506
1994,5th Quintile,Urban regions,Slightly Expensive,0.13354,58,400,0.10016,0.16692
1994,5th Quintile,Rural regions,Reasonable,0.47359,36,36,0.30818,0.63901
1995,1st Quintile,Urban regions,Very Inexpensive,0.07014,37,746,0.05180,0.08847
