year,hhtyp,sampreg,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Single parent,West,Slightly Expensive,0.21207,39,167,0.14989,0.27426
1986,Couple with children,West,Very Inexpensive,0.10624,110,1269,0.08928,0.12320
1986,Couple with children,West,Inexpensive,0.31624,341,1269,0.29064,0.34183
1986,Couple with children,West,Reasonable,0.37779,510,1269,0.35111,0.40448
1986,Couple with children,West,Slightly Expensive,0.14347,223,1269,0.12417,0.16276
1986,Couple with children,West,Too Expensive,0.05627,85,1269,0.04358,0.06895
1987,Single-person household,West,Very Inexpensive,0.12678,99,846,0.10434,0.14921
1987,Single-person household,West,Inexpensive,0.26590,221,846,0.23611,0.29569
1987,Single-person household,West,Reasonable,0.43071,355,846,0.39732,0.46410
1987,Single-person household,West,Slightly Expensive,0.13645,134,846,0.11331,0.15960
1987,Single-person household,West,Too Expensive,0.04015,37,846,0.02692,0.05339
1987,Couple without children,West,Very Inexpensive,0.12809,82,687,0.10308,0.15309
1987,Couple without children,West,Inexpensive,0.29640,215,687,0.26222,0.33057
1987,Couple without children,West,Reasonable,0.43498,300,687,0.39788,0.47207
1987,Couple without children,West,Slightly Expensive,0.10591,90,687,0.08289,0.12894
1987,Single parent,West,Inexpensive,0.27712,48,158,0.20711,0.34713
1987,Single parent,West,Reasonable,0.40763,74,158,0.33076,0.48449
1987,Single parent,West,Slightly Expensive,0.19872,36,158,0.13630,0.26114
1987,Couple with children,West,Very Inexpensive,0.11201,102,1246,0.09449,0.12953
1987,Couple with children,West,Inexpensive,0.28484,336,1246,0.25977,0.30991
1987,Couple with children,West,Reasonable,0.41845,525,1246,0.39105,0.44585
1987,Couple with children,West,Slightly Expensive,0.14899,211,1246,0.12921,0.16877
1987,Couple with children,West,Too Expensive,0.03571,72,1246,0.02540,0.04601
1987,Other Combinations,West,Reasonable,0.46284,32,32,0.28731,0.63836
1988,Single-person household,West,Very Inexpensive,0.12140,92,769,0.09830,0.14450
1988,Single-person household,West,Inexpensive,0.25436,202,769,0.22356,0.28517
1988,Single-person household,West,Reasonable,0.43126,337,769,0.39624,0.46629
1988,Single-person household,West,Slightly Expensive,0.16645,138,769,0.14010,0.19279
1988,Couple without children,West,Very Inexpensive,0.11757,81,688,0.09348,0.14165
1988,Couple without children,West,Inexpensive,0.31161,212,688,0.27698,0.34625
1988,Couple without children,West,Reasonable,0.42788,307,688,0.39088,0.46488
1988,Couple without children,West,Slightly Expensive,0.11433,88,688,0.09054,0.13813
1988,Single parent,West,Inexpensive,0.25538,45,156,0.18673,0.32403
1988,Single parent,West,Reasonable,0.41629,75,156,0.33868,0.49389
1988,Single parent,West,Slightly Expensive,0.19113,36,156,0.12923,0.25303
1988,Couple with children,West,Very Inexpensive,0.12378,109,1178,0.10496,0.14259
1988,Couple with children,West,Inexpensive,0.30615,313,1178,0.27982,0.33248
1988,Couple with children,West,Reasonable,0.40540,503,1178,0.37735,0.43345
1988,Couple with children,West,Slightly Expensive,0.12263,193,1178,0.10389,0.14137
1988,Couple with children,West,Too Expensive,0.04204,60,1178,0.03058,0.05351
1989,Single-person household,West,Very Inexpensive,0.13119,99,805,0.10785,0.15453
1989,Single-person household,West,Inexpensive,0.27751,229,805,0.24656,0.30847
1989,Single-person household,West,Reasonable,0.43177,335,805,0.39753,0.46601
1989,Single-person household,West,Slightly Expensive,0.12529,107,805,0.10241,0.14818
1989,Single-person household,West,Too Expensive,0.03423,35,805,0.02166,0.04680
1989,Couple without children,West,Very Inexpensive,0.15341,95,693,0.12656,0.18026
1989,Couple without children,West,Inexpensive,0.31772,228,693,0.28303,0.35241
1989,Couple without children,West,Reasonable,0.39013,281,693,0.35379,0.42648
1989,Couple without children,West,Slightly Expensive,0.11130,89,693,0.08787,0.13474
1989,Single parent,West,Inexpensive,0.20288,32,136,0.13505,0.27072
1989,Single parent,West,Reasonable,0.40076,64,136,0.31809,0.48342
1989,Single parent,West,Slightly Expensive,0.26244,40,136,0.18822,0.33666
1989,Couple with children,West,Very Inexpensive,0.11050,106,1119,0.09213,0.12888
1989,Couple with children,West,Inexpensive,0.32064,324,1119,0.29328,0.34800
1989,Couple with children,West,Reasonable,0.39799,442,1119,0.36930,0.42668
1989,Couple with children,West,Slightly Expensive,0.13206,195,1119,0.11221,0.15190
1989,Couple with children,West,Too Expensive,0.03881,52,1119,0.02749,0.05013
1990,Single-person household,West,Very Inexpensive,0.12491,93,732,0.10094,0.14888
1990,Single-person household,West,Inexpensive,0.29536,229,732,0.26229,0.32843
1990,Single-person household,West,Reasonable,0.42025,313,732,0.38446,0.45603
1990,Single-person household,West,Slightly Expensive,0.13146,97,732,0.10696,0.15595
1990,Single-person household,East,Very Inexpensive,0.20341,56,251,0.15351,0.25331
1990,Single-person household,East,Inexpensive,0.32564,90,251,0.26755,0.38373
1990,Single-person household,East,Reasonable,0.36397,105,251,0.30432,0.42361
1990,Couple without children,West,Very Inexpensive,0.16795,108,691,0.14006,0.19584
1990,Couple without children,West,Inexpensive,0.34540,244,691,0.30992,0.38088
1990,Couple without children,West,Reasonable,0.38851,271,691,0.35214,0.42488
1990,Couple without children,West,Slightly Expensive,0.08093,68,691,0.06058,0.10128
1990,Couple without children,East,Very Inexpensive,0.23054,76,316,0.18402,0.27705
1990,Couple without children,East,Inexpensive,0.34777,113,316,0.29517,0.40036
1990,Couple without children,East,Reasonable,0.37770,127,316,0.32417,0.43124
1990,Single parent,West,Inexpensive,0.20347,33,136,0.13556,0.27138
1990,Single parent,West,Reasonable,0.41594,72,136,0.33279,0.49908
1990,Single parent,West,Slightly Expensive,0.20042,31,136,0.13289,0.26795
1990,Single parent,East,Inexpensive,0.32757,37,79,0.22341,0.43172
1990,Single parent,East,Reasonable,0.40797,42,79,0.29891,0.51704
1990,Couple with children,West,Very Inexpensive,0.12524,108,1081,0.10550,0.14498
1990,Couple with children,West,Inexpensive,0.34628,345,1081,0.31790,0.37466
1990,Couple with children,West,Reasonable,0.38697,421,1081,0.35792,0.41602
1990,Couple with children,West,Slightly Expensive,0.11570,158,1081,0.09662,0.13478
1990,Couple with children,West,Too Expensive,0.02581,49,1081,0.01635,0.03526
1990,Couple with children,East,Very Inexpensive,0.24747,184,693,0.21532,0.27963
1990,Couple with children,East,Inexpensive,0.32788,236,693,0.29290,0.36286
1990,Couple with children,East,Reasonable,0.37723,273,693,0.34111,0.41334
1991,Single-person household,West,Very Inexpensive,0.14449,108,752,0.11934,0.16963
1991,Single-person household,West,Inexpensive,0.28627,229,752,0.25395,0.31860
1991,Single-person household,West,Reasonable,0.41637,315,752,0.38112,0.45163
1991,Single-person household,West,Slightly Expensive,0.12458,100,752,0.10096,0.14820
1991,Single-person household,East,Very Inexpensive,0.18167,42,230,0.13173,0.23161
1991,Single-person household,East,Inexpensive,0.48333,114,230,0.41861,0.54806
1991,Single-person household,East,Reasonable,0.29326,74,230,0.23430,0.35223
1991,Couple without children,West,Very Inexpensive,0.18206,120,707,0.15359,0.21053
1991,Couple without children,West,Inexpensive,0.35712,257,707,0.32177,0.39246
1991,Couple without children,West,Reasonable,0.34336,247,707,0.30834,0.37839
1991,Couple without children,West,Slightly Expensive,0.09930,83,707,0.07724,0.12136
1991,Couple without children,East,Very Inexpensive,0.23025,69,286,0.18137,0.27913
1991,Couple without children,East,Inexpensive,0.41807,129,286,0.36081,0.47534
1991,Couple without children,East,Reasonable,0.28883,88,286,0.23621,0.34145
1991,Single parent,West,Inexpensive,0.26619,43,117,0.18576,0.34662
1991,Single parent,West,Reasonable,0.44599,74,117,0.35553,0.53645
1991,Single parent,East,Inexpensive,0.35598,33,72,0.24461,0.46736
1991,Single parent,East,Reasonable,0.45316,39,72,0.33737,0.56896
1991,Couple with children,West,Very Inexpensive,0.17049,133,1074,0.14799,0.19299
1991,Couple with children,West,Inexpensive,0.34569,338,1074,0.31723,0.37415
1991,Couple with children,West,Reasonable,0.35298,413,1074,0.32439,0.38158
1991,Couple with children,West,Slightly Expensive,0.10019,142,1074,0.08223,0.11816
1991,Couple with children,West,Too Expensive,0.03064,48,1074,0.02033,0.04096
1991,Couple with children,East,Very Inexpensive,0.29768,213,649,0.26248,0.33289
1991,Couple with children,East,Inexpensive,0.38391,246,649,0.34647,0.42136
1991,Couple with children,East,Reasonable,0.27740,190,649,0.24293,0.31188
1992,Single-person household,West,Very Inexpensive,0.13979,95,714,0.11433,0.16524
1992,Single-person household,West,Inexpensive,0.30798,251,714,0.27410,0.34187
1992,Single-person household,West,Reasonable,0.41948,277,714,0.38325,0.45570
1992,Single-person household,West,Slightly Expensive,0.11441,91,714,0.09105,0.13778
1992,Single-person household,East,Inexpensive,0.17531,43,232,0.12627,0.22434
1992,Single-person household,East,Reasonable,0.48854,121,232,0.42408,0.55301
1992,Single-person household,East,Slightly Expensive,0.29666,68,232,0.23775,0.35556
1992,Couple without children,West,Very Inexpensive,0.15374,104,690,0.12681,0.18067
1992,Couple without children,West,Inexpensive,0.35830,236,690,0.32250,0.39411
1992,Couple without children,West,Reasonable,0.35498,261,690,0.31925,0.39071
1992,Couple without children,West,Slightly Expensive,0.11188,89,690,0.08834,0.13542
1992,Couple without children,East,Inexpensive,0.14256,40,303,0.10313,0.18199
1992,Couple without children,East,Reasonable,0.56783,184,303,0.51196,0.62370
1992,Couple without children,East,Slightly Expensive,0.24458,79,303,0.19610,0.29306
1992,Single parent,West,Inexpensive,0.32646,58,156,0.25264,0.40028
1992,Single parent,West,Reasonable,0.38470,65,156,0.30811,0.46130
1992,Single parent,West,Slightly Expensive,0.18457,33,156,0.12349,0.24564
1992,Single parent,East,Reasonable,0.51971,49,83,0.41157,0.62785
1992,Single parent,East,Slightly Expensive,0.36171,34,83,0.25771,0.46571
1992,Couple with children,West,Very Inexpensive,0.15028,118,1018,0.12832,0.17225
1992,Couple with children,West,Inexpensive,0.34333,321,1018,0.31414,0.37251
1992,Couple with children,West,Reasonable,0.38567,407,1018,0.35576,0.41559
1992,Couple with children,West,Slightly Expensive,0.09950,134,1018,0.08110,0.11790
1992,Couple with children,West,Too Expensive,0.02122,38,1018,0.01236,0.03007
1992,Couple with children,East,Inexpensive,0.14648,89,557,0.11709,0.17587
1992,Couple with children,East,Reasonable,0.50389,308,557,0.46233,0.54545
1992,Couple with children,East,Slightly Expensive,0.26451,160,557,0.22785,0.30118
1993,Single-person household,West,Very Inexpensive,0.12747,95,747,0.10354,0.15141
1993,Single-person household,West,Inexpensive,0.33503,255,747,0.30116,0.36891
1993,Single-person household,West,Reasonable,0.40872,311,747,0.37344,0.44399
1993,Single-person household,West,Slightly Expensive,0.11025,86,747,0.08777,0.13273
1993,Single-person household,East,Reasonable,0.49384,121,194,0.42330,0.56437
1993,Single-person household,East,Slightly Expensive,0.27501,73,194,0.21201,0.33800
1993,Couple without children,West,Very Inexpensive,0.13823,98,686,0.11238,0.16407
1993,Couple without children,West,Inexpensive,0.38190,255,686,0.34551,0.41828
1993,Couple without children,West,Reasonable,0.37947,264,686,0.34313,0.41581
1993,Couple without children,West,Slightly Expensive,0.07914,69,686,0.05892,0.09936
1993,Couple without children,East,Inexpensive,0.11281,33,294,0.07659,0.14904
1993,Couple without children,East,Reasonable,0.43559,140,294,0.37881,0.49236
1993,Couple without children,East,Slightly Expensive,0.35706,121,294,0.30219,0.41192
1993,Single parent,West,Inexpensive,0.30601,55,119,0.22286,0.38916
1993,Single parent,West,Reasonable,0.39769,64,119,0.30938,0.48600
1993,Single parent,East,Reasonable,0.35040,31,70,0.23783,0.46297
1993,Single parent,East,Slightly Expensive,0.42093,39,70,0.30444,0.53743
1993,Couple with children,West,Very Inexpensive,0.14185,110,1001,0.12022,0.16347
1993,Couple with children,West,Inexpensive,0.32452,294,1001,0.29550,0.35354
1993,Couple with children,West,Reasonable,0.37598,386,1001,0.34596,0.40601
1993,Couple with children,West,Slightly Expensive,0.13523,169,1001,0.11403,0.15642
1993,Couple with children,West,Too Expensive,0.02242,42,1001,0.01325,0.03160
1993,Couple with children,East,Inexpensive,0.09766,51,540,0.07260,0.12272
1993,Couple with children,East,Reasonable,0.44158,243,540,0.39966,0.48350
1993,Couple with children,East,Slightly Expensive,0.33429,189,540,0.29446,0.37411
1993,Couple with children,East,Too Expensive,0.10043,57,540,0.07506,0.12581
1994,Single-person household,West,Very Inexpensive,0.12191,86,730,0.09816,0.14566
1994,Single-person household,West,Inexpensive,0.31363,236,730,0.27994,0.34731
1994,Single-person household,West,Reasonable,0.43447,317,730,0.39848,0.47045
1994,Single-person household,West,Slightly Expensive,0.10505,91,730,0.08279,0.12731
1994,Single-person household,East,Inexpensive,0.17145,45,239,0.12356,0.21933
1994,Single-person household,East,Reasonable,0.54650,141,239,0.48325,0.60975
1994,Single-person household,East,Slightly Expensive,0.20394,53,239,0.15275,0.25513
1994,Couple without children,West,Very Inexpensive,0.13090,94,703,0.10595,0.15585
1994,Couple without children,West,Inexpensive,0.34098,233,703,0.30591,0.37605
1994,Couple without children,West,Reasonable,0.40816,293,703,0.37181,0.44452
1994,Couple without children,West,Slightly Expensive,0.09723,83,703,0.07531,0.11914
1994,Couple without children,East,Inexpensive,0.11953,44,299,0.08269,0.15636
1994,Couple without children,East,Reasonable,0.47546,158,299,0.41876,0.53216
1994,Couple without children,East,Slightly Expensive,0.30470,97,299,0.25244,0.35696
1994,Single parent,West,Inexpensive,0.23866,42,148,0.16975,0.30757
1994,Single parent,West,Reasonable,0.42563,68,148,0.34570,0.50556
1994,Single parent,West,Slightly Expensive,0.20577,38,148,0.14042,0.27112
1994,Single parent,East,Reasonable,0.40545,33,66,0.28609,0.52481
1994,Single parent,East,Slightly Expensive,0.38805,33,66,0.26958,0.50651
1994,Couple with children,West,Very Inexpensive,0.14767,99,968,0.12531,0.17003
1994,Couple with children,West,Inexpensive,0.30389,288,968,0.27490,0.33288
1994,Couple with children,West,Reasonable,0.39720,390,968,0.36636,0.42804
1994,Couple with children,West,Slightly Expensive,0.11482,152,968,0.09472,0.13491
1994,Couple with children,West,Too Expensive,0.03643,39,968,0.02462,0.04823
1994,Couple with children,East,Inexpensive,0.13687,67,472,0.10583,0.16792
1994,Couple with children,East,Reasonable,0.49406,258,472,0.44890,0.53921
1994,Couple with children,East,Slightly Expensive,0.28511,147,472,0.24433,0.32588
1995,Single-person household,West,Very Inexpensive,0.11142,83,748,0.08885,0.13398
1995,Single-person household,West,Inexpensive,0.31776,244,748,0.28437,0.35115
1995,Single-person household,West,Reasonable,0.41696,316,748,0.38160,0.45232
1995,Single-person household,West,Slightly Expensive,0.13515,105,748,0.11063,0.15967
1995,Single-person household,East,Inexpensive,0.16497,42,238,0.11772,0.21222
1995,Single-person household,East,Reasonable,0.52084,140,238,0.45724,0.58444
1995,Single-person household,East,Slightly Expensive,0.22071,56,238,0.16791,0.27351
1995,Couple without children,West,Very Inexpensive,0.12167,91,745,0.09818,0.14516
1995,Couple without children,West,Inexpensive,0.33111,237,745,0.29729,0.36492
1995,Couple without children,West,Reasonable,0.42282,322,745,0.38732,0.45832
1995,Couple without children,West,Slightly Expensive,0.11460,95,745,0.09171,0.13749
1995,Couple without children,East,Inexpensive,0.14948,55,311,0.10979,0.18918
1995,Couple without children,East,Reasonable,0.52475,174,311,0.46916,0.58035
1995,Couple without children,East,Slightly Expensive,0.25897,82,311,0.21021,0.30774
1995,Single parent,West,Inexpensive,0.32055,50,152,0.24611,0.39499
1995,Single parent,West,Reasonable,0.36790,69,152,0.29099,0.44482
1995,Single parent,West,Slightly Expensive,0.17204,33,152,0.11184,0.23224
1995,Single parent,East,Reasonable,0.44329,39,39,0.28533,0.60124
1995,Couple with children,West,Very Inexpensive,0.12350,97,1073,0.10380,0.14319
1995,Couple with children,West,Inexpensive,0.30211,315,1073,0.27462,0.32960
1995,Couple with children,West,Reasonable,0.38590,427,1073,0.35676,0.41504
1995,Couple with children,West,Slightly Expensive,0.14769,184,1073,0.12645,0.16893
1995,Couple with children,West,Too Expensive,0.04080,50,1073,0.02896,0.05264
1995,Couple with children,East,Inexpensive,0.17452,83,422,0.13826,0.21078
1995,Couple with children,East,Reasonable,0.48792,231,422,0.44017,0.53567
1995,Couple with children,East,Slightly Expensive,0.24022,108,422,0.19941,0.28103
1996,Single-person household,West,Very Inexpensive,0.08907,67,754,0.06872,0.10941
1996,Single-person household,West,Inexpensive,0.32976,250,754,0.29618,0.36334
1996,Single-person household,West,Reasonable,0.39907,299,754,0.36409,0.43404
1996,Single-person household,West,Slightly Expensive,0.16090,138,754,0.13465,0.18714
1996,Single-person household,East,Inexpensive,0.18404,55,258,0.13666,0.23142
1996,Single-person household,East,Reasonable,0.52220,143,258,0.46113,0.58327
1996,Single-person household,East,Slightly Expensive,0.19773,60,258,0.14903,0.24642
1996,Couple without children,West,Very Inexpensive,0.11011,83,728,0.08736,0.13287
1996,Couple without children,West,Inexpensive,0.32700,236,728,0.29290,0.36110
1996,Couple without children,West,Reasonable,0.41730,306,728,0.38146,0.45315
1996,Couple without children,West,Slightly Expensive,0.12703,103,728,0.10282,0.15123
1996,Couple without children,East,Inexpensive,0.15231,56,326,0.11324,0.19137
1996,Couple without children,East,Reasonable,0.54626,189,326,0.49214,0.60039
1996,Couple without children,East,Slightly Expensive,0.22758,81,326,0.18199,0.27316
1996,Single parent,West,Inexpensive,0.26657,46,160,0.19784,0.33530
1996,Single parent,West,Reasonable,0.37635,79,160,0.30105,0.45166
1996,Single parent,West,Slightly Expensive,0.17386,35,160,0.11495,0.23277
1996,Single parent,East,Reasonable,0.42373,34,34,0.25513,0.59233
1996,Couple with children,West,Very Inexpensive,0.13635,99,1017,0.11525,0.15745
1996,Couple with children,West,Inexpensive,0.29214,277,1017,0.26418,0.32011
1996,Couple with children,West,Reasonable,0.38765,422,1017,0.35769,0.41761
1996,Couple with children,West,Slightly Expensive,0.16287,185,1017,0.14016,0.18557
1996,Couple with children,West,Too Expensive,0.02099,34,1017,0.01218,0.02981
1996,Couple with children,East,Inexpensive,0.17494,75,384,0.13689,0.21299
1996,Couple with children,East,Reasonable,0.48879,206,384,0.43872,0.53885
1996,Couple with children,East,Slightly Expensive,0.23405,103,384,0.19164,0.27645
1997,Single-person household,West,Very Inexpensive,0.09995,69,731,0.07820,0.12171
1997,Single-person household,West,Inexpensive,0.28320,209,731,0.25052,0.31589
1997,Single-person household,West,Reasonable,0.41902,322,731,0.38322,0.45481
1997,Single-person household,West,Slightly Expensive,0.18246,131,731,0.15444,0.21048
1997,Single-person household,East,Inexpensive,0.19125,52,251,0.14250,0.24000
1997,Single-person household,East,Reasonable,0.51623,146,251,0.45428,0.57818
1997,Single-person household,East,Slightly Expensive,0.17884,53,251,0.13134,0.22635
1997,Couple without children,West,Very Inexpensive,0.10583,71,714,0.08325,0.12841
1997,Couple without children,West,Inexpensive,0.27453,206,714,0.24177,0.30728
1997,Couple without children,West,Reasonable,0.46841,328,714,0.43178,0.50503
1997,Couple without children,West,Slightly Expensive,0.12986,109,714,0.10519,0.15453
1997,Couple without children,East,Inexpensive,0.14570,59,339,0.10809,0.18331
1997,Couple without children,East,Reasonable,0.53871,196,339,0.48556,0.59185
1997,Couple without children,East,Slightly Expensive,0.25112,84,339,0.20489,0.29735
1997,Single parent,West,Inexpensive,0.20192,38,160,0.13952,0.26432
1997,Single parent,West,Reasonable,0.47270,88,160,0.39510,0.55030
1997,Single parent,West,Slightly Expensive,0.18916,34,160,0.12829,0.25004
1997,Single parent,East,Reasonable,0.32492,32,32,0.16005,0.48979
1997,Couple with children,West,Very Inexpensive,0.13549,91,951,0.11373,0.15726
1997,Couple with children,West,Inexpensive,0.23900,228,951,0.21188,0.26612
1997,Couple with children,West,Reasonable,0.41250,410,951,0.38120,0.44381
1997,Couple with children,West,Slightly Expensive,0.17651,172,951,0.15226,0.20075
1997,Couple with children,West,Too Expensive,0.03650,50,951,0.02457,0.04842
1997,Couple with children,East,Inexpensive,0.23080,83,343,0.18614,0.27546
1997,Couple with children,East,Reasonable,0.42943,166,343,0.37696,0.48189
1997,Couple with children,East,Slightly Expensive,0.23215,94,343,0.18740,0.27689
1998,Single-person household,West,Very Inexpensive,0.08436,73,892,0.06611,0.10261
1998,Single-person household,West,Inexpensive,0.26113,239,892,0.23229,0.28998
1998,Single-person household,West,Reasonable,0.44407,401,892,0.41145,0.47670
1998,Single-person household,West,Slightly Expensive,0.18907,179,892,0.16336,0.21478
1998,Single-person household,East,Inexpensive,0.25464,84,291,0.20450,0.30479
1998,Single-person household,East,Reasonable,0.44193,133,291,0.38478,0.49909
1998,Single-person household,East,Slightly Expensive,0.23042,74,291,0.18195,0.27889
1998,Couple without children,West,Very Inexpensive,0.11086,88,812,0.08925,0.13246
1998,Couple without children,West,Inexpensive,0.27846,237,812,0.24761,0.30931
1998,Couple without children,West,Reasonable,0.42140,344,812,0.38741,0.45538
1998,Couple without children,West,Slightly Expensive,0.17121,143,812,0.14529,0.19714
1998,Couple without children,East,Inexpensive,0.18708,69,334,0.14520,0.22897
1998,Couple without children,East,Reasonable,0.48427,182,334,0.43059,0.53795
1998,Couple without children,East,Slightly Expensive,0.22776,83,334,0.18272,0.27281
1998,Single parent,West,Inexpensive,0.26263,54,197,0.20102,0.32424
1998,Single parent,West,Reasonable,0.40258,98,197,0.33393,0.47124
1998,Single parent,West,Slightly Expensive,0.20189,45,197,0.14569,0.25809
1998,Single parent,East,Reasonable,0.34270,33,68,0.22905,0.45634
1998,Single parent,East,Slightly Expensive,0.37246,35,68,0.25669,0.48822
1998,Couple with children,West,Very Inexpensive,0.09130,79,987,0.07332,0.10928
1998,Couple with children,West,Inexpensive,0.27484,242,987,0.24698,0.30271
1998,Couple with children,West,Reasonable,0.41254,435,987,0.38181,0.44327
1998,Couple with children,West,Slightly Expensive,0.18654,189,987,0.16222,0.21085
1998,Couple with children,West,Too Expensive,0.03478,42,987,0.02335,0.04622
1998,Couple with children,East,Inexpensive,0.24874,90,334,0.20231,0.29517
1998,Couple with children,East,Reasonable,0.40457,155,334,0.35185,0.45728
1998,Couple with children,East,Slightly Expensive,0.23073,89,334,0.18548,0.27598
1999,Single-person household,West,Very Inexpensive,0.10081,83,842,0.08046,0.12115
1999,Single-person household,West,Inexpensive,0.23676,206,842,0.20803,0.26549
1999,Single-person household,West,Reasonable,0.45795,390,842,0.42427,0.49162
1999,Single-person household,West,Slightly Expensive,0.19077,163,842,0.16421,0.21732
1999,Single-person household,East,Inexpensive,0.25466,84,296,0.20495,0.30438
1999,Single-person household,East,Reasonable,0.44450,137,296,0.38779,0.50120
1999,Single-person household,East,Slightly Expensive,0.23570,75,296,0.18726,0.28413
1999,Couple without children,West,Very Inexpensive,0.09608,72,801,0.07566,0.11650
1999,Couple without children,West,Inexpensive,0.27667,237,801,0.24567,0.30767
1999,Couple without children,West,Reasonable,0.43098,345,801,0.39666,0.46530
1999,Couple without children,West,Slightly Expensive,0.17835,147,801,0.15183,0.20488
1999,Couple without children,East,Inexpensive,0.18701,77,340,0.14550,0.22852
1999,Couple without children,East,Reasonable,0.52488,191,340,0.47172,0.57804
1999,Couple without children,East,Slightly Expensive,0.19965,72,340,0.15709,0.24220
1999,Single parent,West,Inexpensive,0.20465,38,185,0.14636,0.26295
1999,Single parent,West,Reasonable,0.41814,92,185,0.34687,0.48941
1999,Single parent,West,Slightly Expensive,0.24021,55,185,0.17848,0.30194
1999,Single parent,East,Reasonable,0.34756,39,74,0.23832,0.45680
1999,Single parent,East,Slightly Expensive,0.35108,35,74,0.24158,0.46057
1999,Couple with children,West,Very Inexpensive,0.10504,76,907,0.08508,0.12501
1999,Couple with children,West,Inexpensive,0.24833,224,907,0.22020,0.27646
1999,Couple with children,West,Reasonable,0.41153,419,907,0.37949,0.44358
1999,Couple with children,West,Slightly Expensive,0.21015,188,907,0.18362,0.23668
1999,Couple with children,East,Inexpensive,0.27900,87,314,0.22931,0.32869
1999,Couple with children,East,Reasonable,0.38733,146,314,0.33336,0.44129
1999,Couple with children,East,Slightly Expensive,0.23510,81,314,0.18812,0.28208
2000,Single-person household,West,Very Inexpensive,0.09116,149,1632,0.07719,0.10513
2000,Single-person household,West,Inexpensive,0.26245,424,1632,0.24110,0.28380
