year,hhtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Single parent,Inexpensive,0.22125,42,167,0.15811,0.28440
1986,Single parent,Reasonable,0.43893,86,167,0.36343,0.51442
1986,Single parent,Slightly Expensive,0.21207,39,167,0.14989,0.27426
1986,Couple with children,Very Inexpensive,0.10624,110,1269,0.08928,0.12320
1986,Couple with children,Inexpensive,0.31624,341,1269,0.29064,0.34183
1986,Couple with children,Reasonable,0.37779,510,1269,0.35111,0.40448
1986,Couple with children,Slightly Expensive,0.14347,223,1269,0.12417,0.16276
1986,Couple with children,Too Expensive,0.05627,85,1269,0.04358,0.06895
1987,Single-person household,Very Inexpensive,0.12678,99,846,0.10434,0.14921
1987,Single-person household,Inexpensive,0.26590,221,846,0.23611,0.29569
1987,Single-person household,Reasonable,0.43071,355,846,0.39732,0.46410
1987,Single-person household,Slightly Expensive,0.13645,134,846,0.11331,0.15960
1987,Single-person household,Too Expensive,0.04015,37,846,0.02692,0.05339
1987,Couple without children,Very Inexpensive,0.12809,82,687,0.10308,0.15309
1987,Couple without children,Inexpensive,0.29640,215,687,0.26222,0.33057
1987,Couple without children,Reasonable,0.43498,300,687,0.39788,0.47207
1987,Couple without children,Slightly Expensive,0.10591,90,687,0.08289,0.12894
1987,Single parent,Inexpensive,0.27712,48,158,0.20711,0.34713
1987,Single parent,Reasonable,0.40763,74,158,0.33076,0.48449
1987,Single parent,Slightly Expensive,0.19872,36,158,0.13630,0.26114
1987,Couple with children,Very Inexpensive,0.11201,102,1246,0.09449,0.12953
1987,Couple with children,Inexpensive,0.28484,336,1246,0.25977,0.30991
1987,Couple with children,Reasonable,0.41845,525,1246,0.39105,0.44585
1987,Couple with children,Slightly Expensive,0.14899,211,1246,0.12921,0.16877
1987,Couple with children,Too Expensive,0.03571,72,1246,0.02540,0.04601
1987,Other Combinations,Reasonable,0.46284,32,32,0.28731,0.63836
1988,Single-person household,Very Inexpensive,0.12140,92,769,0.09830,0.14450
1988,Single-person household,Inexpensive,0.25436,202,769,0.22356,0.28517
1988,Single-person household,Reasonable,0.43126,337,769,0.39624,0.46629
1988,Single-person household,Slightly Expensive,0.16645,138,769,0.14010,0.19279
1988,Couple without children,Very Inexpensive,0.11757,81,688,0.09348,0.14165
1988,Couple without children,Inexpensive,0.31161,212,688,0.27698,0.34625
1988,Couple without children,Reasonable,0.42788,307,688,0.39088,0.46488
1988,Couple without children,Slightly Expensive,0.11433,88,688,0.09054,0.13813
1988,Single parent,Inexpensive,0.25538,45,156,0.18673,0.32403
1988,Single parent,Reasonable,0.41629,75,156,0.33868,0.49389
1988,Single parent,Slightly Expensive,0.19113,36,156,0.12923,0.25303
1988,Couple with children,Very Inexpensive,0.12378,109,1178,0.10496,0.14259
1988,Couple with children,Inexpensive,0.30615,313,1178,0.27982,0.33248
1988,Couple with children,Reasonable,0.40540,503,1178,0.37735,0.43345
1988,Couple with children,Slightly Expensive,0.12263,193,1178,0.10389,0.14137
1988,Couple with children,Too Expensive,0.04204,60,1178,0.03058,0.05351
1989,Single-person household,Very Inexpensive,0.13119,99,805,0.10785,0.15453
1989,Single-person household,Inexpensive,0.27751,229,805,0.24656,0.30847
1989,Single-person household,Reasonable,0.43177,335,805,0.39753,0.46601
1989,Single-person household,Slightly Expensive,0.12529,107,805,0.10241,0.14818
1989,Single-person household,Too Expensive,0.03423,35,805,0.02166,0.04680
1989,Couple without children,Very Inexpensive,0.15341,95,693,0.12656,0.18026
1989,Couple without children,Inexpensive,0.31772,228,693,0.28303,0.35241
1989,Couple without children,Reasonable,0.39013,281,693,0.35379,0.42648
1989,Couple without children,Slightly Expensive,0.11130,89,693,0.08787,0.13474
1989,Single parent,Inexpensive,0.20288,32,136,0.13505,0.27072
1989,Single parent,Reasonable,0.40076,64,136,0.31809,0.48342
1989,Single parent,Slightly Expensive,0.26244,40,136,0.18822,0.33666
1989,Couple with children,Very Inexpensive,0.11050,106,1119,0.09213,0.12888
1989,Couple with children,Inexpensive,0.32064,324,1119,0.29328,0.34800
1989,Couple with children,Reasonable,0.39799,442,1119,0.36930,0.42668
1989,Couple with children,Slightly Expensive,0.13206,195,1119,0.11221,0.15190
1989,Couple with children,Too Expensive,0.03881,52,1119,0.02749,0.05013
1990,Single-person household,Very Inexpensive,0.13904,149,1010,0.11769,0.16039
1990,Single-person household,Inexpensive,0.30081,319,1010,0.27251,0.32911
1990,Single-person household,Reasonable,0.41012,418,1010,0.37977,0.44047
1990,Single-person household,Slightly Expensive,0.12563,124,1010,0.10518,0.14608
1990,Couple without children,Very Inexpensive,0.18231,184,1021,0.15862,0.20601
1990,Couple without children,Inexpensive,0.34594,357,1021,0.31675,0.37513
1990,Couple without children,Reasonable,0.38603,398,1021,0.35615,0.41591
1990,Couple without children,Slightly Expensive,0.07167,82,1021,0.05584,0.08750
1990,Single parent,Very Inexpensive,0.13366,41,261,0.09230,0.17503
1990,Single parent,Inexpensive,0.23536,70,261,0.18380,0.28693
1990,Single parent,Reasonable,0.41389,114,261,0.35402,0.47376
1990,Single parent,Slightly Expensive,0.16091,36,261,0.11624,0.20557
1990,Couple with children,Very Inexpensive,0.16046,292,1810,0.14355,0.17737
1990,Couple with children,Inexpensive,0.34098,581,1810,0.31914,0.36282
1990,Couple with children,Reasonable,0.38416,694,1810,0.36175,0.40658
1990,Couple with children,Slightly Expensive,0.09347,187,1810,0.08006,0.10689
1990,Couple with children,Too Expensive,0.02093,56,1810,0.01433,0.02752
1990,Multi-generational household,Reasonable,0.43537,32,32,0.26084,0.60991
1991,Single-person household,Very Inexpensive,0.15079,150,993,0.12852,0.17306
1991,Single-person household,Inexpensive,0.31968,343,993,0.29065,0.34870
1991,Single-person household,Reasonable,0.39551,389,993,0.36508,0.42593
1991,Single-person household,Slightly Expensive,0.11019,111,993,0.09070,0.12967
1991,Couple without children,Very Inexpensive,0.19287,189,1008,0.16850,0.21724
1991,Couple without children,Inexpensive,0.37079,386,1008,0.34096,0.40063
1991,Couple without children,Reasonable,0.33113,335,1008,0.30206,0.36020
1991,Couple without children,Slightly Expensive,0.09045,98,1008,0.07273,0.10816
1991,Single parent,Very Inexpensive,0.09409,32,221,0.05551,0.13267
1991,Single parent,Inexpensive,0.28840,76,221,0.22854,0.34827
1991,Single parent,Reasonable,0.44777,113,221,0.38206,0.51348
1991,Couple with children,Very Inexpensive,0.20830,346,1752,0.18928,0.22733
1991,Couple with children,Inexpensive,0.35705,584,1752,0.33461,0.37950
1991,Couple with children,Reasonable,0.33051,603,1752,0.30848,0.35255
1991,Couple with children,Slightly Expensive,0.07982,164,1752,0.06712,0.09251
1991,Couple with children,Too Expensive,0.02431,55,1752,0.01710,0.03153
1991,Other Combinations,Reasonable,0.40767,34,34,0.24001,0.57533
1992,Single-person household,Very Inexpensive,0.11871,100,951,0.09814,0.13928
1992,Single-person household,Inexpensive,0.28500,294,951,0.25629,0.31370
1992,Single-person household,Reasonable,0.43144,398,951,0.39995,0.46294
1992,Single-person household,Slightly Expensive,0.14599,159,951,0.12354,0.16844
1992,Couple without children,Very Inexpensive,0.11867,107,1027,0.09888,0.13846
1992,Couple without children,Inexpensive,0.30604,276,1027,0.27784,0.33424
1992,Couple without children,Reasonable,0.40654,445,1027,0.37649,0.43660
1992,Couple without children,Slightly Expensive,0.14403,168,1027,0.12254,0.16551
1992,Couple without children,Too Expensive,0.02472,31,1027,0.01522,0.03422
1992,Single parent,Inexpensive,0.25869,67,248,0.20407,0.31330
1992,Single parent,Reasonable,0.42062,114,248,0.35905,0.48218
1992,Single parent,Slightly Expensive,0.23169,67,248,0.17907,0.28430
1992,Couple with children,Very Inexpensive,0.11519,134,1621,0.09965,0.13074
1992,Couple with children,Inexpensive,0.28553,410,1621,0.26353,0.30752
1992,Couple with children,Reasonable,0.42038,715,1621,0.39635,0.44442
1992,Couple with children,Slightly Expensive,0.14795,294,1621,0.13066,0.16524
1992,Couple with children,Too Expensive,0.03094,68,1621,0.02251,0.03937
1992,Other Combinations,Reasonable,0.34026,34,34,0.17861,0.50192
1993,Single-person household,Very Inexpensive,0.10895,102,1023,0.08985,0.12805
1993,Single-person household,Inexpensive,0.29362,281,1023,0.26570,0.32154
1993,Single-person household,Reasonable,0.42383,432,1023,0.39353,0.45413
1993,Single-person household,Slightly Expensive,0.13950,159,1023,0.11826,0.16074
1993,Single-person household,Too Expensive,0.03410,49,1023,0.02298,0.04523
1993,Couple without children,Very Inexpensive,0.10791,103,1025,0.08891,0.12692
1993,Couple without children,Inexpensive,0.31715,288,1025,0.28865,0.34565
1993,Couple without children,Reasonable,0.39297,404,1025,0.36306,0.42289
1993,Couple without children,Slightly Expensive,0.14601,190,1025,0.12439,0.16764
1993,Couple without children,Too Expensive,0.03595,40,1025,0.02455,0.04736
1993,Single parent,Inexpensive,0.24370,59,223,0.18722,0.30017
1993,Single parent,Reasonable,0.38636,95,223,0.32231,0.45041
1993,Single parent,Slightly Expensive,0.23063,69,223,0.17522,0.28604
1993,Couple with children,Very Inexpensive,0.10713,123,1554,0.09174,0.12251
1993,Couple with children,Inexpensive,0.25650,345,1554,0.23478,0.27822
1993,Couple with children,Reasonable,0.39565,629,1554,0.37133,0.41997
1993,Couple with children,Slightly Expensive,0.19491,358,1554,0.17521,0.21461
1993,Couple with children,Too Expensive,0.04581,99,1554,0.03541,0.05621
1993,Other Combinations,Reasonable,0.43240,36,36,0.26827,0.59653
1994,Single-person household,Very Inexpensive,0.10257,89,1009,0.08384,0.12130
1994,Single-person household,Inexpensive,0.28781,281,1009,0.25986,0.31576
1994,Single-person household,Reasonable,0.45481,458,1009,0.42407,0.48555
1994,Single-person household,Slightly Expensive,0.12300,144,1009,0.10273,0.14328
1994,Single-person household,Too Expensive,0.03181,37,1009,0.02098,0.04264
1994,Couple without children,Very Inexpensive,0.10938,108,1055,0.09054,0.12823
1994,Couple without children,Inexpensive,0.28814,277,1055,0.26080,0.31549
1994,Couple without children,Reasonable,0.42422,451,1055,0.39438,0.45406
1994,Couple without children,Slightly Expensive,0.14673,180,1055,0.12537,0.16809
1994,Couple without children,Too Expensive,0.03152,39,1055,0.02097,0.04207
1994,Single parent,Inexpensive,0.21040,50,222,0.15667,0.26414
1994,Single parent,Reasonable,0.42111,101,222,0.35601,0.48620
1994,Single parent,Slightly Expensive,0.24664,71,222,0.18981,0.30348
1994,Couple with children,Very Inexpensive,0.11416,114,1481,0.09796,0.13036
1994,Couple with children,Inexpensive,0.25555,355,1481,0.23332,0.27777
1994,Couple with children,Reasonable,0.42523,648,1481,0.40005,0.45042
1994,Couple with children,Slightly Expensive,0.16411,299,1481,0.14524,0.18298
1994,Couple with children,Too Expensive,0.04095,65,1481,0.03086,0.05105
1994,Other Combinations,Reasonable,0.41400,43,43,0.26504,0.56297
1995,Single-person household,Very Inexpensive,0.09611,90,1035,0.07815,0.11408
1995,Single-person household,Inexpensive,0.28952,286,1035,0.26188,0.31717
1995,Single-person household,Reasonable,0.43615,456,1035,0.40593,0.46638
1995,Single-person household,Slightly Expensive,0.15096,161,1035,0.12914,0.17278
1995,Single-person household,Too Expensive,0.02724,42,1035,0.01732,0.03717
1995,Couple without children,Very Inexpensive,0.10136,103,1068,0.08325,0.11947
1995,Couple without children,Inexpensive,0.28808,292,1068,0.26090,0.31525
1995,Couple without children,Reasonable,0.44697,496,1068,0.41714,0.47680
1995,Couple without children,Slightly Expensive,0.14880,177,1068,0.12745,0.17016
1995,Single parent,Inexpensive,0.28067,65,235,0.22309,0.33824
1995,Single parent,Reasonable,0.38555,108,235,0.32318,0.44791
1995,Single parent,Slightly Expensive,0.20546,62,235,0.15369,0.25723
1995,Couple with children,Very Inexpensive,0.10538,121,1537,0.09003,0.12074
1995,Couple with children,Inexpensive,0.26851,398,1537,0.24635,0.29068
1995,Couple with children,Reasonable,0.41276,658,1537,0.38814,0.43738
1995,Couple with children,Slightly Expensive,0.17206,292,1537,0.15318,0.19093
1995,Couple with children,Too Expensive,0.04129,68,1537,0.03134,0.05124
1995,Other Combinations,Reasonable,0.35783,40,40,0.20738,0.50828
1996,Single-person household,Very Inexpensive,0.08135,80,1061,0.06489,0.09781
1996,Single-person household,Inexpensive,0.30237,305,1061,0.27472,0.33002
1996,Single-person household,Reasonable,0.42221,442,1061,0.39247,0.45194
1996,Single-person household,Slightly Expensive,0.16782,198,1061,0.14532,0.19031
1996,Single-person household,Too Expensive,0.02625,36,1061,0.01663,0.03588
1996,Couple without children,Very Inexpensive,0.09236,96,1067,0.07498,0.10975
1996,Couple without children,Inexpensive,0.28426,292,1067,0.25718,0.31134
1996,Couple without children,Reasonable,0.44885,495,1067,0.41899,0.47871
1996,Couple without children,Slightly Expensive,0.15163,184,1067,0.13009,0.17316
1996,Single parent,Inexpensive,0.22940,55,233,0.17530,0.28350
1996,Single parent,Reasonable,0.38639,113,233,0.32373,0.44905
1996,Single parent,Slightly Expensive,0.20970,65,233,0.15731,0.26208
1996,Couple with children,Very Inexpensive,0.11797,125,1441,0.10131,0.13463
1996,Couple with children,Inexpensive,0.26226,352,1441,0.23954,0.28498
1996,Couple with children,Reasonable,0.41344,628,1441,0.38800,0.43887
1996,Couple with children,Slightly Expensive,0.18101,288,1441,0.16113,0.20090
1996,Couple with children,Too Expensive,0.02532,48,1441,0.01721,0.03344
1996,Other Combinations,Reasonable,0.32365,31,31,0.15622,0.49107
1997,Single-person household,Very Inexpensive,0.09338,88,1035,0.07565,0.11112
1997,Single-person household,Inexpensive,0.26582,261,1035,0.23889,0.29275
1997,Single-person household,Reasonable,0.43739,468,1035,0.40716,0.46763
1997,Single-person household,Slightly Expensive,0.18177,184,1035,0.15827,0.20528
1997,Single-person household,Too Expensive,0.02163,34,1035,0.01276,0.03050
1997,Couple without children,Very Inexpensive,0.08868,85,1067,0.07161,0.10574
1997,Couple without children,Inexpensive,0.24202,265,1067,0.21631,0.26773
1997,Couple without children,Reasonable,0.48614,524,1067,0.45614,0.51615
1997,Couple without children,Slightly Expensive,0.16046,193,1067,0.13842,0.18249
1997,Single parent,Inexpensive,0.19723,53,236,0.14635,0.24810
1997,Single parent,Reasonable,0.44027,120,236,0.37680,0.50374
1997,Single parent,Slightly Expensive,0.21959,63,236,0.16666,0.27251
1997,Couple with children,Very Inexpensive,0.11989,119,1332,0.10244,0.13734
1997,Couple with children,Inexpensive,0.23696,311,1332,0.21412,0.25981
1997,Couple with children,Reasonable,0.41671,576,1332,0.39023,0.44320
1997,Couple with children,Slightly Expensive,0.19036,266,1332,0.16927,0.21145
1997,Couple with children,Too Expensive,0.03608,60,1332,0.02606,0.04610
1997,Other Combinations,Reasonable,0.44948,37,37,0.28698,0.61198
1998,Single-person household,Very Inexpensive,0.08019,92,1202,0.06483,0.09555
1998,Single-person household,Inexpensive,0.25992,323,1202,0.23511,0.28472
1998,Single-person household,Reasonable,0.44367,534,1202,0.41558,0.47177
1998,Single-person household,Slightly Expensive,0.19681,253,1202,0.17433,0.21930
1998,Couple without children,Very Inexpensive,0.09934,109,1200,0.08241,0.11627
1998,Couple without children,Inexpensive,0.25615,306,1200,0.23145,0.28086
1998,Couple without children,Reasonable,0.43674,526,1200,0.40867,0.46482
1998,Couple without children,Slightly Expensive,0.18502,226,1200,0.16304,0.20700
1998,Couple without children,Too Expensive,0.02275,33,1200,0.01431,0.03119
1998,Single parent,Inexpensive,0.23172,69,280,0.18221,0.28123
1998,Single parent,Reasonable,0.38880,131,280,0.33160,0.44600
1998,Single parent,Slightly Expensive,0.24114,80,280,0.19095,0.29134
1998,Couple with children,Very Inexpensive,0.08763,109,1366,0.07263,0.10263
1998,Couple with children,Inexpensive,0.26896,332,1366,0.24543,0.29248
1998,Couple with children,Reasonable,0.41074,590,1366,0.38464,0.43684
1998,Couple with children,Slightly Expensive,0.19650,278,1366,0.17542,0.21758
1998,Couple with children,Too Expensive,0.03617,57,1366,0.02626,0.04608
1998,Other Combinations,Reasonable,0.53579,44,44,0.38673,0.68486
1999,Single-person household,Very Inexpensive,0.09069,100,1155,0.07412,0.10726
1999,Single-person household,Inexpensive,0.24020,290,1155,0.21555,0.26485
1999,Single-person household,Reasonable,0.45537,527,1155,0.42663,0.48410
1999,Single-person household,Slightly Expensive,0.19940,238,1155,0.17634,0.22245
1999,Couple without children,Very Inexpensive,0.08797,94,1163,0.07168,0.10425
1999,Couple without children,Inexpensive,0.25581,314,1163,0.23072,0.28090
1999,Couple without children,Reasonable,0.45283,536,1163,0.42421,0.48145
1999,Couple without children,Slightly Expensive,0.18331,219,1163,0.16106,0.20556
1999,Single parent,Inexpensive,0.20016,60,281,0.15330,0.24703
1999,Single parent,Reasonable,0.39985,131,281,0.34247,0.45723
1999,Single parent,Slightly Expensive,0.26895,90,281,0.21701,0.32088
1999,Couple with children,Very Inexpensive,0.09591,102,1288,0.07983,0.11200
1999,Couple with children,Inexpensive,0.25518,311,1288,0.23136,0.27900
1999,Couple with children,Reasonable,0.40613,565,1288,0.37929,0.43296
1999,Couple with children,Slightly Expensive,0.21573,269,1288,0.19325,0.23820
1999,Couple with children,Too Expensive,0.02705,41,1288,0.01819,0.03592
2000,Single-person household,Very Inexpensive,0.08880,198,2214,0.07695,0.10065
2000,Single-person household,Inexpensive,0.25710,563,2214,0.23889,0.27531
2000,Single-person household,Reasonable,0.46116,1012,2214,0.44039,0.48193
2000,Single-person household,Slightly Expensive,0.16994,385,2214,0.15429,0.18559
2000,Single-person household,Too Expensive,0.02300,56,2214,0.01676,0.02925
2000,Couple without children,Very Inexpensive,0.07157,132,1851,0.05982,0.08331
2000,Couple without children,Inexpensive,0.27855,527,1851,0.25813,0.29898
2000,Couple without children,Reasonable,0.43959,823,1851,0.41697,0.46220
2000,Couple without children,Slightly Expensive,0.18387,324,1851,0.16622,0.20152
2000,Couple without children,Too Expensive,0.02642,45,1851,0.01911,0.03373
2000,Single parent,Very Inexpensive,0.07209,36,515,0.04973,0.09445
2000,Single parent,Inexpensive,0.21533,111,515,0.17979,0.25086
2000,Single parent,Reasonable,0.43457,236,515,0.39171,0.47742
2000,Single parent,Slightly Expensive,0.24633,132,515,0.20908,0.28358
2000,Couple with children,Very Inexpensive,0.08357,147,1962,0.07132,0.09582
2000,Couple with children,Inexpensive,0.25684,499,1962,0.23750,0.27618
2000,Couple with children,Reasonable,0.42239,833,1962,0.40053,0.44426
2000,Couple with children,Slightly Expensive,0.19991,413,1962,0.18221,0.21762
2000,Couple with children,Too Expensive,0.03728,70,1962,0.02890,0.04567
2000,Other Combinations,Reasonable,0.45698,32,32,0.28162,0.63234
2001,Single-person household,Very Inexpensive,0.08240,156,1968,0.07025,0.09455
2001,Single-person household,Inexpensive,0.26778,519,1968,0.24821,0.28735
2001,Single-person household,Reasonable,0.46424,918,1968,0.44220,0.48628
2001,Single-person household,Slightly Expensive,0.16804,339,1968,0.15152,0.18457
2001,Single-person household,Too Expensive,0.01753,36,1968,0.01173,0.02333
2001,Couple without children,Very Inexpensive,0.07475,136,1674,0.06214,0.08735
2001,Couple without children,Inexpensive,0.25924,460,1674,0.23824,0.28024
2001,Couple without children,Reasonable,0.46467,783,1674,0.44077,0.48857
2001,Couple without children,Slightly Expensive,0.18559,295,1674,0.16696,0.20422
2001,Single parent,Inexpensive,0.22047,107,449,0.18208,0.25886
2001,Single parent,Reasonable,0.45406,224,449,0.40796,0.50017
2001,Single parent,Slightly Expensive,0.24048,118,449,0.20091,0.28006
2001,Couple with children,Very Inexpensive,0.07870,131,1752,0.06609,0.09131
2001,Couple with children,Inexpensive,0.23891,419,1752,0.21893,0.25888
2001,Couple with children,Reasonable,0.46312,815,1752,0.43977,0.48648
2001,Couple with children,Slightly Expensive,0.18715,333,1752,0.16888,0.20542
2001,Couple with children,Too Expensive,0.03212,54,1752,0.02386,0.04038
2002,Single-person household,Very Inexpensive,0.08394,160,1983,0.07174,0.09615
2002,Single-person household,Inexpensive,0.25816,523,1983,0.23889,0.27743
2002,Single-person household,Reasonable,0.46306,906,1983,0.44110,0.48501
2002,Single-person household,Slightly Expensive,0.16477,339,1983,0.14844,0.18111
2002,Single-person household,Too Expensive,0.03007,55,1983,0.02255,0.03759
2002,Couple without children,Very Inexpensive,0.07177,130,1689,0.05946,0.08408
2002,Couple without children,Inexpensive,0.27253,484,1689,0.25129,0.29377
2002,Couple without children,Reasonable,0.45229,775,1689,0.42855,0.47603
2002,Couple without children,Slightly Expensive,0.18828,300,1689,0.16963,0.20693
2002,Single parent,Inexpensive,0.19048,88,428,0.15323,0.22773
2002,Single parent,Reasonable,0.42997,221,428,0.38301,0.47693
2002,Single parent,Slightly Expensive,0.25874,119,428,0.21720,0.30028
2002,Couple with children,Very Inexpensive,0.07198,118,1660,0.05955,0.08442
2002,Couple with children,Inexpensive,0.23234,386,1660,0.21202,0.25266
2002,Couple with children,Reasonable,0.47050,784,1660,0.44648,0.49452
2002,Couple with children,Slightly Expensive,0.19018,319,1660,0.17129,0.20906
2002,Couple with children,Too Expensive,0.03500,53,1660,0.02616,0.04385
2005,Single-person household,Very Inexpensive,0.05662,122,1905,0.04624,0.06700
2005,Single-person household,Inexpensive,0.25682,486,1905,0.23720,0.27645
2005,Single-person household,Reasonable,0.48437,907,1905,0.46192,0.50681
2005,Single-person household,Slightly Expensive,0.17329,335,1905,0.15628,0.19029
2005,Single-person household,Too Expensive,0.02891,55,1905,0.02138,0.03643
2005,Couple without children,Very Inexpensive,0.07720,122,1580,0.06403,0.09036
2005,Couple without children,Inexpensive,0.23309,374,1580,0.21224,0.25395
2005,Couple without children,Reasonable,0.49535,798,1580,0.47069,0.52001
2005,Couple without children,Slightly Expensive,0.17556,286,1580,0.15679,0.19432
2005,Single parent,Inexpensive,0.19985,97,434,0.16219,0.23752
2005,Single parent,Reasonable,0.46395,226,434,0.41698,0.51092
2005,Single parent,Slightly Expensive,0.22451,111,434,0.18520,0.26381
2005,Couple with children,Very Inexpensive,0.06704,81,1332,0.05360,0.08048
2005,Couple with children,Inexpensive,0.23557,293,1332,0.21277,0.25836
2005,Couple with children,Reasonable,0.47494,652,1332,0.44811,0.50177
2005,Couple with children,Slightly Expensive,0.19083,262,1332,0.16972,0.21194
2005,Couple with children,Too Expensive,0.03162,44,1332,0.02222,0.04102
2006,Single-person household,Very Inexpensive,0.06467,139,2128,0.05422,0.07512
2006,Single-person household,Inexpensive,0.24505,529,2128,0.22678,0.26333
2006,Single-person household,Reasonable,0.47475,1018,2128,0.45353,0.49597
2006,Single-person household,Slightly Expensive,0.18591,389,2128,0.16938,0.20245
2006,Single-person household,Too Expensive,0.02962,53,2128,0.02241,0.03682
2006,Couple without children,Very Inexpensive,0.06294,115,1725,0.05148,0.07440
2006,Couple without children,Inexpensive,0.25228,440,1725,0.23178,0.27278
2006,Couple without children,Reasonable,0.48332,836,1725,0.45973,0.50691
2006,Couple without children,Slightly Expensive,0.17379,290,1725,0.15590,0.19168
2006,Couple without children,Too Expensive,0.02767,44,1725,0.01993,0.03541
2006,Single parent,Inexpensive,0.23883,122,483,0.20077,0.27689
2006,Single parent,Reasonable,0.45418,242,483,0.40973,0.49863
2006,Single parent,Slightly Expensive,0.22215,119,483,0.18504,0.25926
2006,Couple with children,Very Inexpensive,0.05590,80,1373,0.04374,0.06805
2006,Couple with children,Inexpensive,0.23195,317,1373,0.20962,0.25428
2006,Couple with children,Reasonable,0.44899,631,1373,0.42267,0.47531
2006,Couple with children,Slightly Expensive,0.23010,305,1373,0.20783,0.25237
2006,Couple with children,Too Expensive,0.03307,40,1373,0.02361,0.04253
2007,Single-person household,Very Inexpensive,0.07038,143,2012,0.05920,0.08155
2007,Single-person household,Inexpensive,0.24450,481,2012,0.22572,0.26329
2007,Single-person household,Reasonable,0.48195,973,2012,0.46011,0.50378
2007,Single-person household,Slightly Expensive,0.17376,368,2012,0.15720,0.19032
2007,Single-person household,Too Expensive,0.02941,47,2012,0.02203,0.03680
2007,Couple without children,Very Inexpensive,0.06708,101,1568,0.05469,0.07947
2007,Couple without children,Inexpensive,0.22700,387,1568,0.20626,0.24774
2007,Couple without children,Reasonable,0.50180,753,1568,0.47704,0.52656
2007,Couple without children,Slightly Expensive,0.17432,283,1568,0.15554,0.19311
2007,Couple without children,Too Expensive,0.02980,44,1568,0.02138,0.03822
2007,Single parent,Inexpensive,0.20752,101,436,0.16941,0.24563
2007,Single parent,Reasonable,0.44513,228,436,0.39843,0.49184
2007,Single parent,Slightly Expensive,0.24250,107,436,0.20222,0.28278
