year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2017,Urban regions,Tenant,5796,3.40794,3.33393,3.48195,0.00000,3.00000,5.00000,0.00000,10.00000,,,
2017,Rural regions,Owner,,,,,,,,,,,,
2017,Rural regions,Tenant,2525,3.47254,3.36384,3.58123,1.00000,3.00000,5.00000,0.00000,10.00000,,,
2018,Urban regions,Owner,,,,,,,,,,,,
2018,Urban regions,Tenant,7196,3.56765,3.50187,3.63344,1.00000,3.00000,5.45026,0.00000,10.00000,,,
2018,Rural regions,Owner,,,,,,,,,,,,
2018,Rural regions,Tenant,2872,3.46985,3.36942,3.57028,1.00000,3.00000,5.00000,0.00000,10.00000,,,
2019,Urban regions,Owner,,,,,,,,,,,,
2019,Urban regions,Tenant,,,,,,,,,,,,
2019,Rural regions,Owner,,,,,,,,,,,,
2019,Rural regions,Tenant,,,,,,,,,,,,
2020,Urban regions,Owner,,,,,,,,,,,,
2020,Urban regions,Tenant,6518,3.58734,3.52009,3.65460,1.00000,3.00000,5.00000,0.00000,10.00000,,,
2020,Rural regions,Owner,,,,,,,,,,,,
2020,Rural regions,Tenant,2513,3.49735,3.38704,3.60765,1.00000,3.00000,5.00000,0.00000,10.00000,,,
2021,Urban regions,Owner,,,,,,,,,,,,
2021,Urban regions,Tenant,,,,,,,,,,,,
2021,Rural regions,Owner,,,,,,,,,,,,
2021,Rural regions,Tenant,,,,,,,,,,,,
2022,Urban regions,Owner,,,,,,,,,,,,
2022,Urban regions,Tenant,7961,4.14581,4.08483,4.20678,2.00000,4.00000,6.00000,0.00000,10.00000,,,
2022,Rural regions,Owner,,,,,,,,,,,,
2022,Rural regions,Tenant,2661,4.16730,4.05897,4.27564,2.00000,5.00000,6.00000,0.00000,10.00000,,,
