year,age_gr,sex,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,66 and older,male,"Yes, strongly limited",0.17302,407,2411,0.15792,0.18812
2013,66 and older,male,"Yes, somewhat limited",0.39078,916,2411,0.37129,0.41026
2013,66 and older,male,"No, not limited at all",0.43621,1088,2411,0.41641,0.45601
2013,66 and older,female,"Yes, strongly limited",0.23825,566,2541,0.22168,0.25481
2013,66 and older,female,"Yes, somewhat limited",0.38623,983,2541,0.36730,0.40517
2013,66 and older,female,"No, not limited at all",0.37552,992,2541,0.35669,0.39436
2015,17-29 y.,male,"Yes, strongly limited",0.01595,39,2084,0.01057,0.02133
2015,17-29 y.,male,"Yes, somewhat limited",0.09902,184,2084,0.08619,0.11185
2015,17-29 y.,male,"No, not limited at all",0.88503,1861,2084,0.87133,0.89873
2015,17-29 y.,female,"Yes, strongly limited",0.02031,47,2317,0.01457,0.02606
2015,17-29 y.,female,"Yes, somewhat limited",0.12854,308,2317,0.11491,0.14217
2015,17-29 y.,female,"No, not limited at all",0.85115,1962,2317,0.83665,0.86564
2015,30-45 y.,male,"Yes, strongly limited",0.03731,107,3477,0.03101,0.04361
2015,30-45 y.,male,"Yes, somewhat limited",0.12732,439,3477,0.11624,0.13840
2015,30-45 y.,male,"No, not limited at all",0.83537,2931,3477,0.82304,0.84770
2015,30-45 y.,female,"Yes, strongly limited",0.04481,213,4721,0.03891,0.05072
2015,30-45 y.,female,"Yes, somewhat limited",0.18531,850,4721,0.17423,0.19640
2015,30-45 y.,female,"No, not limited at all",0.76987,3658,4721,0.75786,0.78188
2015,46-65 y.,male,"Yes, strongly limited",0.12663,449,4201,0.11657,0.13669
2015,46-65 y.,male,"Yes, somewhat limited",0.25617,1045,4201,0.24297,0.26937
2015,46-65 y.,male,"No, not limited at all",0.61720,2707,4201,0.60250,0.63190
2015,46-65 y.,female,"Yes, strongly limited",0.12059,517,4755,0.11134,0.12985
2015,46-65 y.,female,"Yes, somewhat limited",0.29771,1375,4755,0.28472,0.31071
2015,46-65 y.,female,"No, not limited at all",0.58169,2863,4755,0.56767,0.59571
2015,66 and older,male,"Yes, strongly limited",0.18309,396,2341,0.16742,0.19876
2015,66 and older,male,"Yes, somewhat limited",0.37826,883,2341,0.35861,0.39791
2015,66 and older,male,"No, not limited at all",0.43865,1062,2341,0.41854,0.45875
2015,66 and older,female,"Yes, strongly limited",0.23562,530,2450,0.21881,0.25243
2015,66 and older,female,"Yes, somewhat limited",0.40859,1011,2450,0.38912,0.42806
2015,66 and older,female,"No, not limited at all",0.35579,909,2450,0.33683,0.37475
2019,17-29 y.,male,"Yes, strongly limited",0.02298,54,2431,0.01702,0.02893
2019,17-29 y.,male,"Yes, somewhat limited",0.11699,240,2431,0.10421,0.12977
2019,17-29 y.,male,"No, not limited at all",0.86003,2137,2431,0.84624,0.87383
2019,17-29 y.,female,"Yes, strongly limited",0.03254,81,2388,0.02542,0.03966
2019,17-29 y.,female,"Yes, somewhat limited",0.15971,340,2388,0.14501,0.17440
2019,17-29 y.,female,"No, not limited at all",0.80775,1967,2388,0.79194,0.82356
2019,30-45 y.,male,"Yes, strongly limited",0.03600,136,3654,0.02996,0.04204
2019,30-45 y.,male,"Yes, somewhat limited",0.13512,496,3654,0.12403,0.14620
2019,30-45 y.,male,"No, not limited at all",0.82888,3022,3654,0.81667,0.84110
2019,30-45 y.,female,"Yes, strongly limited",0.05084,217,4288,0.04426,0.05741
2019,30-45 y.,female,"Yes, somewhat limited",0.18677,844,4288,0.17510,0.19844
2019,30-45 y.,female,"No, not limited at all",0.76239,3227,4288,0.74965,0.77513
2019,46-65 y.,male,"Yes, strongly limited",0.09897,464,5458,0.09104,0.10689
2019,46-65 y.,male,"Yes, somewhat limited",0.27734,1337,5458,0.26546,0.28922
2019,46-65 y.,male,"No, not limited at all",0.62369,3657,5458,0.61084,0.63655
2019,46-65 y.,female,"Yes, strongly limited",0.11920,581,5535,0.11067,0.12774
2019,46-65 y.,female,"Yes, somewhat limited",0.32732,1691,5535,0.31495,0.33968
2019,46-65 y.,female,"No, not limited at all",0.55348,3263,5535,0.54038,0.56658
2019,66 and older,male,"Yes, strongly limited",0.19239,438,2620,0.17729,0.20749
2019,66 and older,male,"Yes, somewhat limited",0.38510,972,2620,0.36646,0.40374
2019,66 and older,male,"No, not limited at all",0.42251,1210,2620,0.40359,0.44143
2019,66 and older,female,"Yes, strongly limited",0.21792,475,2548,0.20188,0.23395
2019,66 and older,female,"Yes, somewhat limited",0.40344,1009,2548,0.38439,0.42249
2019,66 and older,female,"No, not limited at all",0.37864,1064,2548,0.35981,0.39748
2021,17-29 y.,male,"Yes, somewhat limited",0.08897,163,1643,0.07520,0.10274
2021,17-29 y.,male,"No, not limited at all",0.88100,1480,1643,0.86534,0.89666
2021,17-29 y.,female,"Yes, strongly limited",0.03751,46,1604,0.02821,0.04682
2021,17-29 y.,female,"Yes, somewhat limited",0.15764,239,1604,0.13980,0.17548
2021,17-29 y.,female,"No, not limited at all",0.80485,1319,1604,0.78545,0.82425
2021,30-45 y.,male,"Yes, strongly limited",0.03842,72,2495,0.03088,0.04596
2021,30-45 y.,male,"Yes, somewhat limited",0.14382,333,2495,0.13005,0.15759
2021,30-45 y.,male,"No, not limited at all",0.81776,2090,2495,0.80261,0.83291
2021,30-45 y.,female,"Yes, strongly limited",0.05109,123,2849,0.04300,0.05917
2021,30-45 y.,female,"Yes, somewhat limited",0.19920,526,2849,0.18453,0.21387
2021,30-45 y.,female,"No, not limited at all",0.74972,2200,2849,0.73381,0.76563
2021,46-65 y.,male,"Yes, strongly limited",0.09966,273,3490,0.08972,0.10960
2021,46-65 y.,male,"Yes, somewhat limited",0.23936,744,3490,0.22520,0.25352
2021,46-65 y.,male,"No, not limited at all",0.66098,2473,3490,0.64527,0.67669
2021,46-65 y.,female,"Yes, strongly limited",0.10510,358,3822,0.09537,0.11482
2021,46-65 y.,female,"Yes, somewhat limited",0.28019,1073,3822,0.26595,0.29443
2021,46-65 y.,female,"No, not limited at all",0.61472,2391,3822,0.59929,0.63015
2021,66 and older,male,"Yes, strongly limited",0.13496,239,1795,0.11915,0.15077
2021,66 and older,male,"Yes, somewhat limited",0.37146,644,1795,0.34910,0.39381
2021,66 and older,male,"No, not limited at all",0.49358,912,1795,0.47045,0.51672
2021,66 and older,female,"Yes, strongly limited",0.20274,314,1786,0.18409,0.22139
2021,66 and older,female,"Yes, somewhat limited",0.40419,685,1786,0.38143,0.42696
2021,66 and older,female,"No, not limited at all",0.39307,787,1786,0.37041,0.41573
2022,17-29 y.,male,"No, not limited at all",0.96027,231,231,0.93502,0.98551
2022,17-29 y.,female,"No, not limited at all",0.92993,137,137,0.88703,0.97283
2022,30-45 y.,male,"Yes, somewhat limited",0.09283,52,493,0.06719,0.11847
2022,30-45 y.,male,"No, not limited at all",0.88878,441,493,0.86100,0.91656
2022,30-45 y.,female,"Yes, somewhat limited",0.20398,70,400,0.16444,0.24352
2022,30-45 y.,female,"No, not limited at all",0.77212,330,400,0.73096,0.81327
2022,46-65 y.,male,"Yes, strongly limited",0.16744,36,262,0.12215,0.21274
2022,46-65 y.,male,"Yes, somewhat limited",0.14765,58,262,0.10461,0.19069
2022,46-65 y.,male,"No, not limited at all",0.68491,168,262,0.62855,0.74127
2022,46-65 y.,female,"Yes, somewhat limited",0.40171,62,149,0.32273,0.48070
2022,46-65 y.,female,"No, not limited at all",0.41965,87,149,0.34014,0.49916
