year,quintil_oecd,sex,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,2nd Quintile,male,"Yes, somewhat limited",0.24960,529,2251,0.23172,0.26749
2013,2nd Quintile,male,"No, not limited at all",0.61274,1480,2251,0.59261,0.63287
2013,2nd Quintile,female,"Yes, strongly limited",0.15637,313,2948,0.14325,0.16948
2013,2nd Quintile,female,"Yes, somewhat limited",0.29949,781,2948,0.28295,0.31602
2013,2nd Quintile,female,"No, not limited at all",0.54415,1854,2948,0.52617,0.56213
2013,3rd Quintile,male,"Yes, strongly limited",0.09733,191,2246,0.08507,0.10959
2013,3rd Quintile,male,"Yes, somewhat limited",0.25251,546,2246,0.23453,0.27048
2013,3rd Quintile,male,"No, not limited at all",0.65016,1509,2246,0.63043,0.66989
2013,3rd Quintile,female,"Yes, strongly limited",0.12510,262,2592,0.11236,0.13784
2013,3rd Quintile,female,"Yes, somewhat limited",0.24975,654,2592,0.23308,0.26642
2013,3rd Quintile,female,"No, not limited at all",0.62515,1676,2592,0.60651,0.64379
2013,4th Quintile,male,"Yes, strongly limited",0.06612,141,2300,0.05596,0.07628
2013,4th Quintile,male,"Yes, somewhat limited",0.22581,462,2300,0.20872,0.24290
2013,4th Quintile,male,"No, not limited at all",0.70807,1697,2300,0.68949,0.72666
2013,4th Quintile,female,"Yes, strongly limited",0.09738,194,2510,0.08578,0.10898
2013,4th Quintile,female,"Yes, somewhat limited",0.25898,592,2510,0.24184,0.27612
2013,4th Quintile,female,"No, not limited at all",0.64364,1724,2510,0.62490,0.66238
2013,5th Quintile,male,"Yes, strongly limited",0.04628,118,2713,0.03838,0.05419
2013,5th Quintile,male,"Yes, somewhat limited",0.19820,547,2713,0.18320,0.21320
2013,5th Quintile,male,"No, not limited at all",0.75552,2048,2713,0.73934,0.77169
2013,5th Quintile,female,"Yes, strongly limited",0.07032,156,2718,0.06070,0.07993
2013,5th Quintile,female,"Yes, somewhat limited",0.22944,579,2718,0.21363,0.24525
2013,5th Quintile,female,"No, not limited at all",0.70025,1983,2718,0.68302,0.71747
2015,1st Quintile,male,"Yes, strongly limited",0.17430,287,2093,0.15805,0.19056
2015,1st Quintile,male,"Yes, somewhat limited",0.25225,485,2093,0.23364,0.27086
2015,1st Quintile,male,"No, not limited at all",0.57344,1321,2093,0.55225,0.59464
2015,1st Quintile,female,"Yes, strongly limited",0.17316,406,2953,0.15951,0.18681
2015,1st Quintile,female,"Yes, somewhat limited",0.31393,843,2953,0.29719,0.33067
2015,1st Quintile,female,"No, not limited at all",0.51291,1704,2953,0.49488,0.53094
2015,2nd Quintile,male,"Yes, strongly limited",0.14651,254,2258,0.13192,0.16109
2015,2nd Quintile,male,"Yes, somewhat limited",0.25635,549,2258,0.23833,0.27436
2015,2nd Quintile,male,"No, not limited at all",0.59715,1455,2258,0.57691,0.61738
2015,2nd Quintile,female,"Yes, strongly limited",0.15027,340,2949,0.13737,0.16317
2015,2nd Quintile,female,"Yes, somewhat limited",0.31106,802,2949,0.29435,0.32777
2015,2nd Quintile,female,"No, not limited at all",0.53867,1807,2949,0.52067,0.55666
2015,3rd Quintile,male,"Yes, strongly limited",0.09109,167,2209,0.07908,0.10309
2015,3rd Quintile,male,"Yes, somewhat limited",0.24603,485,2209,0.22807,0.26400
2015,3rd Quintile,male,"No, not limited at all",0.66288,1557,2209,0.64316,0.68260
2015,3rd Quintile,female,"Yes, strongly limited",0.11896,229,2557,0.10641,0.13152
2015,3rd Quintile,female,"Yes, somewhat limited",0.27911,663,2557,0.26172,0.29650
2015,3rd Quintile,female,"No, not limited at all",0.60193,1665,2557,0.58295,0.62091
2015,4th Quintile,male,"Yes, strongly limited",0.06390,140,2246,0.05379,0.07402
2015,4th Quintile,male,"Yes, somewhat limited",0.21393,480,2246,0.19696,0.23089
2015,4th Quintile,male,"No, not limited at all",0.72217,1626,2246,0.70364,0.74070
2015,4th Quintile,female,"Yes, strongly limited",0.09271,179,2434,0.08119,0.10424
2015,4th Quintile,female,"Yes, somewhat limited",0.26139,572,2434,0.24393,0.27885
2015,4th Quintile,female,"No, not limited at all",0.64590,1683,2434,0.62689,0.66490
2015,5th Quintile,male,"Yes, strongly limited",0.05041,119,2497,0.04182,0.05899
2015,5th Quintile,male,"Yes, somewhat limited",0.18682,488,2497,0.17153,0.20211
2015,5th Quintile,male,"No, not limited at all",0.76277,1890,2497,0.74609,0.77946
2015,5th Quintile,female,"Yes, strongly limited",0.06586,133,2501,0.05613,0.07558
2015,5th Quintile,female,"Yes, somewhat limited",0.22650,573,2501,0.21009,0.24290
2015,5th Quintile,female,"No, not limited at all",0.70765,1795,2501,0.68982,0.72548
2019,1st Quintile,male,"Yes, strongly limited",0.15343,344,3421,0.14135,0.16551
2019,1st Quintile,male,"Yes, somewhat limited",0.27506,664,3421,0.26010,0.29003
2019,1st Quintile,male,"No, not limited at all",0.57151,2413,3421,0.55492,0.58809
2019,1st Quintile,female,"Yes, strongly limited",0.16566,440,3628,0.15356,0.17776
2019,1st Quintile,female,"Yes, somewhat limited",0.31745,918,3628,0.30230,0.33260
2019,1st Quintile,female,"No, not limited at all",0.51690,2270,3628,0.50063,0.53316
2019,2nd Quintile,male,"Yes, strongly limited",0.11942,233,2189,0.10583,0.13300
2019,2nd Quintile,male,"Yes, somewhat limited",0.25773,544,2189,0.23940,0.27605
2019,2nd Quintile,male,"No, not limited at all",0.62286,1412,2189,0.60255,0.64317
2019,2nd Quintile,female,"Yes, strongly limited",0.14069,305,2712,0.12760,0.15378
2019,2nd Quintile,female,"Yes, somewhat limited",0.33351,817,2712,0.31576,0.35126
2019,2nd Quintile,female,"No, not limited at all",0.52580,1590,2712,0.50701,0.54460
2019,3rd Quintile,male,"Yes, strongly limited",0.09352,171,2025,0.08083,0.10620
2019,3rd Quintile,male,"Yes, somewhat limited",0.25630,494,2025,0.23728,0.27532
2019,3rd Quintile,male,"No, not limited at all",0.65019,1360,2025,0.62941,0.67096
2019,3rd Quintile,female,"Yes, strongly limited",0.11425,229,2405,0.10153,0.12696
2019,3rd Quintile,female,"Yes, somewhat limited",0.29506,674,2405,0.27683,0.31329
2019,3rd Quintile,female,"No, not limited at all",0.59069,1502,2405,0.57103,0.61035
2019,4th Quintile,male,"Yes, strongly limited",0.06512,130,2011,0.05433,0.07591
2019,4th Quintile,male,"Yes, somewhat limited",0.22111,465,2011,0.20297,0.23925
2019,4th Quintile,male,"No, not limited at all",0.71377,1416,2011,0.69401,0.73353
2019,4th Quintile,female,"Yes, strongly limited",0.09035,166,2241,0.07848,0.10222
2019,4th Quintile,female,"Yes, somewhat limited",0.26036,574,2241,0.24218,0.27853
2019,4th Quintile,female,"No, not limited at all",0.64929,1501,2241,0.62953,0.66905
2019,5th Quintile,male,"Yes, strongly limited",0.04886,121,2407,0.04024,0.05747
2019,5th Quintile,male,"Yes, somewhat limited",0.20390,500,2407,0.18780,0.22000
2019,5th Quintile,male,"No, not limited at all",0.74725,1786,2407,0.72988,0.76461
2019,5th Quintile,female,"Yes, strongly limited",0.07270,137,2387,0.06228,0.08312
2019,5th Quintile,female,"Yes, somewhat limited",0.24097,596,2387,0.22381,0.25813
2019,5th Quintile,female,"No, not limited at all",0.68633,1654,2387,0.66771,0.70495
2021,1st Quintile,male,"Yes, strongly limited",0.13643,209,2305,0.12241,0.15044
2021,1st Quintile,male,"Yes, somewhat limited",0.23674,425,2305,0.21939,0.25410
2021,1st Quintile,male,"No, not limited at all",0.62683,1671,2305,0.60708,0.64658
2021,1st Quintile,female,"Yes, strongly limited",0.14796,278,2482,0.13399,0.16194
2021,1st Quintile,female,"Yes, somewhat limited",0.32125,623,2482,0.30288,0.33963
2021,1st Quintile,female,"No, not limited at all",0.53078,1581,2482,0.51114,0.55042
2021,2nd Quintile,male,"Yes, strongly limited",0.09415,142,1600,0.07984,0.10847
2021,2nd Quintile,male,"Yes, somewhat limited",0.24021,363,1600,0.21927,0.26115
2021,2nd Quintile,male,"No, not limited at all",0.66563,1095,1600,0.64251,0.68876
2021,2nd Quintile,female,"Yes, strongly limited",0.14413,198,1944,0.12851,0.15975
2021,2nd Quintile,female,"Yes, somewhat limited",0.26983,535,1944,0.25009,0.28957
2021,2nd Quintile,female,"No, not limited at all",0.58604,1211,1944,0.56414,0.60794
2021,3rd Quintile,male,"Yes, strongly limited",0.08792,97,1451,0.07334,0.10250
2021,3rd Quintile,male,"Yes, somewhat limited",0.22173,325,1451,0.20035,0.24311
2021,3rd Quintile,male,"No, not limited at all",0.69035,1029,1451,0.66655,0.71415
2021,3rd Quintile,female,"Yes, strongly limited",0.08326,127,1692,0.07009,0.09643
2021,3rd Quintile,female,"Yes, somewhat limited",0.29513,440,1692,0.27340,0.31687
2021,3rd Quintile,female,"No, not limited at all",0.62160,1125,1692,0.59849,0.64472
2021,4th Quintile,male,"Yes, strongly limited",0.07058,78,1526,0.05772,0.08343
2021,4th Quintile,male,"Yes, somewhat limited",0.21781,328,1526,0.19709,0.23853
2021,4th Quintile,male,"No, not limited at all",0.71161,1120,1526,0.68887,0.73435
2021,4th Quintile,female,"Yes, strongly limited",0.08664,121,1676,0.07317,0.10011
2021,4th Quintile,female,"Yes, somewhat limited",0.28284,415,1676,0.26127,0.30441
2021,4th Quintile,female,"No, not limited at all",0.63052,1140,1676,0.60740,0.65363
2021,5th Quintile,male,"Yes, strongly limited",0.03166,75,2269,0.02445,0.03887
2021,5th Quintile,male,"Yes, somewhat limited",0.19206,394,2269,0.17585,0.20827
2021,5th Quintile,male,"No, not limited at all",0.77628,1800,2269,0.75913,0.79343
2021,5th Quintile,female,"Yes, strongly limited",0.07703,102,2018,0.06539,0.08867
2021,5th Quintile,female,"Yes, somewhat limited",0.21180,454,2018,0.19397,0.22963
2021,5th Quintile,female,"No, not limited at all",0.71117,1462,2018,0.69139,0.73095
2022,1st Quintile,male,"Yes, strongly limited",0.03810,44,768,0.02455,0.05165
2022,1st Quintile,male,"Yes, somewhat limited",0.09994,100,768,0.07872,0.12117
2022,1st Quintile,male,"No, not limited at all",0.86195,624,768,0.83754,0.88637
2022,1st Quintile,female,"Yes, strongly limited",0.05504,37,615,0.03700,0.07308
2022,1st Quintile,female,"Yes, somewhat limited",0.23185,125,615,0.19846,0.26523
2022,1st Quintile,female,"No, not limited at all",0.71311,453,615,0.67734,0.74889
2022,2nd Quintile,male,"No, not limited at all",0.94645,147,147,0.90993,0.98297
2022,2nd Quintile,female,"No, not limited at all",0.90310,75,75,0.83570,0.97050
2022,3rd Quintile,male,"No, not limited at all",0.97163,52,52,0.92606,1.01720
