year,ple0009,quintil_oecd,regtyp,proportion,n,lower_confidence,upper_confidence
2015,"No, not limited at all",2nd Quintile,Rural regions,0.05064824912153156,38036,0.04844453909228035,0.05285195915078277
2015,"No, not limited at all",1st Quintile,Rural regions,0.029686174724342665,38036,0.02798051701595494,0.031391832432730395
2019,"Yes, strongly limited",5th Quintile,Urban regions,0.18121983326020183,42417,0.1775540007609905,0.18488566575941315
2019,"Yes, strongly limited",4th Quintile,Urban regions,0.14304519526107942,42417,0.13971322057530014,0.1463771699468587
2019,"Yes, strongly limited",2nd Quintile,Urban regions,0.11057481351469943,42417,0.10759033184184867,0.11355929518755019
2019,"Yes, strongly limited",3rd Quintile,Urban regions,0.10969723562966213,42417,0.10672315458213591,0.11267131667718835
2019,"Yes, strongly limited",1st Quintile,Urban regions,0.09565598946906538,42417,0.092856950052835,0.09845502888529577
2019,"Yes, strongly limited",4th Quintile,Rural regions,0.09433962264150944,42417,0.09155788704493473,0.09712135823808415
2019,"Yes, strongly limited",5th Quintile,Rural regions,0.08161474330846863,42417,0.07900929262083782,0.08422019399609944
2019,"Yes, strongly limited",3rd Quintile,Rural regions,0.08029837648091268,42417,0.07771217142977345,0.0828845815320519
2019,"Yes, strongly limited",2nd Quintile,Rural regions,0.05221588415971917,42417,0.05009878047585396,0.05433298784358438
2019,"Yes, strongly limited",1st Quintile,Rural regions,0.051338306274681875,42417,0.04923809711976915,0.0534385154295946
2019,"Yes, somewhat limited",5th Quintile,Urban regions,0.24664107485604606,42417,0.24253884710885837,0.25074330260323374
2019,"Yes, somewhat limited",4th Quintile,Urban regions,0.14219449776071658,42417,0.13887079707740022,0.14551819844403294
2019,"Yes, somewhat limited",5th Quintile,Rural regions,0.1164427383237364,42417,0.11339021035381501,0.1194952662936578
2019,"Yes, somewhat limited",4th Quintile,Rural regions,0.09996801023672425,42417,0.09711340805316986,0.10282261242027864
2019,"Yes, somewhat limited",3rd Quintile,Urban regions,0.09261036468330135,42417,0.08985161179374593,0.09536911757285677
2019,"Yes, somewhat limited",1st Quintile,Urban regions,0.07293666026871401,42417,0.07046201053312692,0.0754113100043011
2019,"Yes, somewhat limited",3rd Quintile,Rural regions,0.07197696737044146,42417,0.06951738004428758,0.07443655469659534
2019,"Yes, somewhat limited",2nd Quintile,Urban regions,0.06941778630838132,42417,0.06699899248668022,0.07183658013008241
2019,"Yes, somewhat limited",2nd Quintile,Rural regions,0.04558541266794626,42417,0.04360038037508936,0.047570444960803156
2019,"Yes, somewhat limited",1st Quintile,Rural regions,0.04222648752399232,42417,0.04031262831291171,0.04414034673507294
2019,"No, not limited at all",5th Quintile,Urban regions,0.271229479154364,42417,0.2669984117876599,0.27546054652106816
2019,"No, not limited at all",4th Quintile,Urban regions,0.13487657966221803,42417,0.13162575606585597,0.13812740325858008
2019,"No, not limited at all",5th Quintile,Rural regions,0.12117633164048659,42417,0.11807072912624247,0.12428193415473071
2019,"No, not limited at all",1st Quintile,Urban regions,0.10222038502421164,42417,0.09933741768059043,0.10510335236783286
2019,"No, not limited at all",3rd Quintile,Urban regions,0.08515412779024448,42417,0.08249791468147169,0.08781034089901726
2019,"No, not limited at all",4th Quintile,Rural regions,0.07783158143380182,42417,0.07528199848131624,0.08038116438628741
2019,"No, not limited at all",2nd Quintile,Urban regions,0.07558757529231133,42417,0.07307196020408877,0.0781031903805339
2019,"No, not limited at all",3rd Quintile,Rural regions,0.053383725050194876,42417,0.051244396348789814,0.05552305375159994
2019,"No, not limited at all",1st Quintile,Rural regions,0.04039211054682886,42417,0.038518491577055065,0.04226572951660266
2019,"No, not limited at all",2nd Quintile,Rural regions,0.03814810440533837,42417,0.036325146330643654,0.039971062480033084
2021,"Yes, strongly limited",5th Quintile,Urban regions,0.22625698324022347,27598,0.22132051174581907,0.23119345473462788
2021,"Yes, strongly limited",4th Quintile,Urban regions,0.1424581005586592,27598,0.13833438676600168,0.14658181435131673
2021,"Yes, strongly limited",5th Quintile,Rural regions,0.12569832402234637,27598,0.12178710023810631,0.12960954780658646
2021,"Yes, strongly limited",2nd Quintile,Urban regions,0.09078212290502793,27598,0.08739249975964135,0.09417174605041452
2021,"Yes, strongly limited",1st Quintile,Urban regions,0.08868715083798882,27598,0.08533300945802322,0.09204129221795443
2021,"Yes, strongly limited",4th Quintile,Rural regions,0.08729050279329609,27598,0.08396032785208228,0.0906206777345099
2021,"Yes, strongly limited",3rd Quintile,Urban regions,0.08379888268156424,27598,0.08052975570967004,0.08706800965345844
2021,"Yes, strongly limited",3rd Quintile,Rural regions,0.0712290502793296,27598,0.06819445935523032,0.07426364120342889
2021,"Yes, strongly limited",2nd Quintile,Rural regions,0.04539106145251397,27598,0.042935135978523636,0.0478469869265043
2021,"Yes, strongly limited",1st Quintile,Rural regions,0.03840782122905028,27598,0.036140450357181844,0.04067519210091872
2021,"Yes, somewhat limited",5th Quintile,Urban regions,0.30913729128014844,27598,0.30368487707820135,0.3145897054820955
2021,"Yes, somewhat limited",5th Quintile,Rural regions,0.15793135435992578,27598,0.15362881160724084,0.16223389711261071
2021,"Yes, somewhat limited",4th Quintile,Urban regions,0.13636363636363635,27598,0.13231478332720736,0.14041248940006534
2021,"Yes, somewhat limited",4th Quintile,Rural regions,0.08650278293135436,27598,0.08318623773277659,0.08981932812993212
2021,"Yes, somewhat limited",3rd Quintile,Urban regions,0.07003710575139147,27598,0.06702608206581442,0.0730481294369685
2021,"Yes, somewhat limited",2nd Quintile,Urban regions,0.060064935064935064,27598,0.05726158910023781,0.06286828102963232
2021,"Yes, somewhat limited",1st Quintile,Urban regions,0.05890538033395176,27598,0.056127513684890835,0.06168324698301269
2021,"Yes, somewhat limited",3rd Quintile,Rural regions,0.05820964749536178,27598,0.05544721375714861,0.060972081233574955
2021,"Yes, somewhat limited",2nd Quintile,Rural regions,0.03455473098330241,27598,0.03239979261543295,0.03670966935117187
2021,"Yes, somewhat limited",1st Quintile,Rural regions,0.02829313543599258,27598,0.026336880544386522,0.030249390327598637
2021,"No, not limited at all",5th Quintile,Urban regions,0.35836408827295324,27598,0.3527065977006021,0.3640215788453044
2021,"No, not limited at all",5th Quintile,Rural regions,0.14980793854033292,27598,0.14559734613409306,0.15401853094657278
2021,"No, not limited at all",4th Quintile,Urban regions,0.117797695262484,27598,0.11399431492515755,0.12160107559981045
2021,"No, not limited at all",1st Quintile,Urban regions,0.07456503728251865,27598,0.07146577852267792,0.07766429604235937
2021,"No, not limited at all",3rd Quintile,Urban regions,0.07441440084356406,27598,0.0713180222571374,0.07751077942999071
2021,"No, not limited at all",4th Quintile,Rural regions,0.06906680726067636,27598,0.06607515429102276,0.07205846023032997
2021,"No, not limited at all",2nd Quintile,Urban regions,0.06846426150485803,27598,0.06548472307808706,0.071443799931629
2021,"No, not limited at all",3rd Quintile,Rural regions,0.039014837689237025,27598,0.03673034112342658,0.04129933425504747
2021,"No, not limited at all",2nd Quintile,Rural regions,0.025231603524892673,27598,0.02338131092369374,0.027081896126091607
2021,"No, not limited at all",1st Quintile,Rural regions,0.023273329818483093,27598,0.021494505526712896,0.02505215411025329
