year,migback,regtyp,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,No migration background,Urban regions,"No, not limited at all",0.63227,7994,12113,0.62369,0.64086
2019,No migration background,Rural regions,"Yes, strongly limited",0.11432,719,7412,0.10707,0.12156
2019,No migration background,Rural regions,"Yes, somewhat limited",0.30706,2086,7412,0.29656,0.31757
2019,No migration background,Rural regions,"No, not limited at all",0.57862,4607,7412,0.56738,0.58986
2019,Direct migration background,Urban regions,"Yes, strongly limited",0.09078,384,5377,0.08310,0.09846
2019,Direct migration background,Urban regions,"Yes, somewhat limited",0.25633,999,5377,0.24466,0.26800
2019,Direct migration background,Urban regions,"No, not limited at all",0.65289,3994,5377,0.64016,0.66562
2019,Direct migration background,Rural regions,"Yes, strongly limited",0.08340,126,1952,0.07113,0.09567
2019,Direct migration background,Rural regions,"Yes, somewhat limited",0.25299,385,1952,0.23370,0.27228
2019,Direct migration background,Rural regions,"No, not limited at all",0.66362,1441,1952,0.64265,0.68458
2019,Indirect migration background,Urban regions,"Yes, strongly limited",0.04787,61,1231,0.03594,0.05980
2019,Indirect migration background,Urban regions,"Yes, somewhat limited",0.16016,207,1231,0.13966,0.18065
2019,Indirect migration background,Urban regions,"No, not limited at all",0.79198,963,1231,0.76929,0.81466
2019,Indirect migration background,Rural regions,"Yes, somewhat limited",0.18993,43,275,0.14348,0.23637
2019,Indirect migration background,Rural regions,"No, not limited at all",0.79061,232,275,0.74243,0.83879
2021,No migration background,Urban regions,"Yes, strongly limited",0.09128,652,8298,0.08508,0.09748
2021,No migration background,Urban regions,"Yes, somewhat limited",0.24753,1980,8298,0.23825,0.25682
2021,No migration background,Urban regions,"No, not limited at all",0.66119,5666,8298,0.65100,0.67137
2021,No migration background,Rural regions,"Yes, strongly limited",0.11384,449,4847,0.10490,0.12279
2021,No migration background,Rural regions,"Yes, somewhat limited",0.27083,1323,4847,0.25832,0.28334
2021,No migration background,Rural regions,"No, not limited at all",0.61533,3075,4847,0.60163,0.62903
2021,Direct migration background,Urban regions,"Yes, strongly limited",0.08419,244,4248,0.07584,0.09254
2021,Direct migration background,Urban regions,"Yes, somewhat limited",0.21987,715,4248,0.20741,0.23232
2021,Direct migration background,Urban regions,"No, not limited at all",0.69594,3289,4248,0.68211,0.70978
2021,Direct migration background,Rural regions,"Yes, strongly limited",0.08610,72,1199,0.07022,0.10199
2021,Direct migration background,Rural regions,"Yes, somewhat limited",0.27942,237,1199,0.25401,0.30483
2021,Direct migration background,Rural regions,"No, not limited at all",0.63448,890,1199,0.60721,0.66175
2021,Indirect migration background,Urban regions,"Yes, strongly limited",0.06386,32,737,0.04619,0.08152
2021,Indirect migration background,Urban regions,"Yes, somewhat limited",0.16557,125,737,0.13872,0.19242
2021,Indirect migration background,Urban regions,"No, not limited at all",0.77057,580,737,0.74019,0.80095
2021,Indirect migration background,Rural regions,"Yes, somewhat limited",0.29802,32,184,0.23175,0.36429
2021,Indirect migration background,Rural regions,"No, not limited at all",0.65547,152,184,0.58662,0.72432
