year,quintil_oecd,sampreg,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,5th Quintile,East,"Yes, somewhat limited",0.22612,160,727,0.19569,0.25655
2012,5th Quintile,East,"No, not limited at all",0.71822,526,727,0.68549,0.75094
2013,1st Quintile,West,"Yes, strongly limited",0.17747,480,3597,0.16499,0.18996
2013,1st Quintile,West,"Yes, somewhat limited",0.29110,895,3597,0.27626,0.30595
2013,1st Quintile,West,"No, not limited at all",0.53142,2222,3597,0.51511,0.54773
2013,1st Quintile,East,"Yes, strongly limited",0.15723,201,1520,0.13893,0.17554
2013,1st Quintile,East,"Yes, somewhat limited",0.27670,391,1520,0.25420,0.29919
2013,1st Quintile,East,"No, not limited at all",0.56607,928,1520,0.54115,0.59100
2013,2nd Quintile,West,"Yes, strongly limited",0.14846,389,3720,0.13703,0.15989
2013,2nd Quintile,West,"Yes, somewhat limited",0.26508,863,3720,0.25090,0.27927
2013,2nd Quintile,West,"No, not limited at all",0.58645,2468,3720,0.57063,0.60228
2013,2nd Quintile,East,"Yes, strongly limited",0.14613,166,1479,0.12812,0.16414
2013,2nd Quintile,East,"Yes, somewhat limited",0.31452,447,1479,0.29085,0.33819
2013,2nd Quintile,East,"No, not limited at all",0.53935,866,1479,0.51394,0.56476
2013,3rd Quintile,West,"Yes, strongly limited",0.11365,332,3698,0.10342,0.12388
2013,3rd Quintile,West,"Yes, somewhat limited",0.24784,883,3698,0.23392,0.26176
2013,3rd Quintile,West,"No, not limited at all",0.63851,2483,3698,0.62302,0.65400
2013,3rd Quintile,East,"Yes, strongly limited",0.10437,121,1140,0.08661,0.12212
2013,3rd Quintile,East,"Yes, somewhat limited",0.26307,317,1140,0.23750,0.28864
2013,3rd Quintile,East,"No, not limited at all",0.63256,702,1140,0.60456,0.66056
2013,4th Quintile,West,"Yes, strongly limited",0.08377,273,3934,0.07511,0.09242
2013,4th Quintile,West,"Yes, somewhat limited",0.23914,845,3934,0.22580,0.25247
2013,4th Quintile,West,"No, not limited at all",0.67710,2816,3934,0.66248,0.69171
2013,4th Quintile,East,"Yes, strongly limited",0.06888,62,876,0.05210,0.08566
2013,4th Quintile,East,"Yes, somewhat limited",0.25899,209,876,0.22996,0.28802
2013,4th Quintile,East,"No, not limited at all",0.67213,605,876,0.64102,0.70323
2013,5th Quintile,West,"Yes, strongly limited",0.05675,240,4792,0.05020,0.06330
2013,5th Quintile,West,"Yes, somewhat limited",0.21318,998,4792,0.20158,0.22478
2013,5th Quintile,West,"No, not limited at all",0.73007,3554,4792,0.71750,0.74264
2013,5th Quintile,East,"Yes, strongly limited",0.06636,34,639,0.04704,0.08567
2013,5th Quintile,East,"Yes, somewhat limited",0.21081,128,639,0.17916,0.24246
2013,5th Quintile,East,"No, not limited at all",0.72283,477,639,0.68810,0.75757
2015,1st Quintile,West,"Yes, strongly limited",0.17317,510,3770,0.16109,0.18525
2015,1st Quintile,West,"Yes, somewhat limited",0.27855,963,3770,0.26424,0.29286
2015,1st Quintile,West,"No, not limited at all",0.54828,2297,3770,0.53239,0.56417
2015,1st Quintile,East,"Yes, strongly limited",0.17531,183,1276,0.15444,0.19618
2015,1st Quintile,East,"Yes, somewhat limited",0.30878,365,1276,0.28343,0.33414
2015,1st Quintile,East,"No, not limited at all",0.51590,728,1276,0.48847,0.54333
2015,2nd Quintile,West,"Yes, strongly limited",0.14683,392,3747,0.13549,0.15816
2015,2nd Quintile,West,"Yes, somewhat limited",0.27385,899,3747,0.25957,0.28813
2015,2nd Quintile,West,"No, not limited at all",0.57933,2456,3747,0.56352,0.59514
2015,2nd Quintile,East,"Yes, strongly limited",0.15385,202,1460,0.13534,0.17237
2015,2nd Quintile,East,"Yes, somewhat limited",0.32414,452,1460,0.30012,0.34816
2015,2nd Quintile,East,"No, not limited at all",0.52201,806,1460,0.49637,0.54764
2015,3rd Quintile,West,"Yes, strongly limited",0.10926,306,3743,0.09927,0.11926
2015,3rd Quintile,West,"Yes, somewhat limited",0.25552,871,3743,0.24154,0.26949
2015,3rd Quintile,West,"No, not limited at all",0.63522,2566,3743,0.61979,0.65064
2015,3rd Quintile,East,"Yes, strongly limited",0.08942,90,1023,0.07193,0.10692
2015,3rd Quintile,East,"Yes, somewhat limited",0.29650,277,1023,0.26850,0.32450
2015,3rd Quintile,East,"No, not limited at all",0.61408,656,1023,0.58424,0.64393
2015,4th Quintile,West,"Yes, strongly limited",0.07979,259,3878,0.07126,0.08832
2015,4th Quintile,West,"Yes, somewhat limited",0.24011,857,3878,0.22667,0.25356
2015,4th Quintile,West,"No, not limited at all",0.68010,2762,3878,0.66542,0.69478
2015,4th Quintile,East,"Yes, strongly limited",0.06734,60,802,0.04998,0.08469
2015,4th Quintile,East,"Yes, somewhat limited",0.21948,195,802,0.19082,0.24815
2015,4th Quintile,East,"No, not limited at all",0.71318,547,802,0.68186,0.74450
2015,5th Quintile,West,"Yes, strongly limited",0.05953,233,4414,0.05255,0.06651
2015,5th Quintile,West,"Yes, somewhat limited",0.20230,932,4414,0.19045,0.21416
2015,5th Quintile,West,"No, not limited at all",0.73817,3249,4414,0.72519,0.75114
2015,5th Quintile,East,"Yes, somewhat limited",0.24000,129,565,0.20476,0.27525
2015,5th Quintile,East,"No, not limited at all",0.72214,436,565,0.68517,0.75911
2019,1st Quintile,West,"Yes, strongly limited",0.15768,572,5471,0.14803,0.16734
2019,1st Quintile,West,"Yes, somewhat limited",0.28915,1135,5471,0.27714,0.30117
2019,1st Quintile,West,"No, not limited at all",0.55316,3764,5471,0.53999,0.56634
2019,1st Quintile,East,"Yes, strongly limited",0.16807,212,1578,0.14961,0.18652
2019,1st Quintile,East,"Yes, somewhat limited",0.32807,447,1578,0.30489,0.35124
2019,1st Quintile,East,"No, not limited at all",0.50387,919,1578,0.47919,0.52854
2019,2nd Quintile,West,"Yes, strongly limited",0.13897,402,3601,0.12767,0.15027
2019,2nd Quintile,West,"Yes, somewhat limited",0.27927,930,3601,0.26462,0.29393
2019,2nd Quintile,West,"No, not limited at all",0.58175,2269,3601,0.56564,0.59787
2019,2nd Quintile,East,"Yes, strongly limited",0.10112,136,1300,0.08473,0.11752
2019,2nd Quintile,East,"Yes, somewhat limited",0.36785,431,1300,0.34163,0.39408
2019,2nd Quintile,East,"No, not limited at all",0.53103,733,1300,0.50389,0.55816
2019,3rd Quintile,West,"Yes, strongly limited",0.10295,295,3362,0.09268,0.11323
2019,3rd Quintile,West,"Yes, somewhat limited",0.26948,864,3362,0.25447,0.28448
2019,3rd Quintile,West,"No, not limited at all",0.62757,2203,3362,0.61123,0.64392
2019,3rd Quintile,East,"Yes, strongly limited",0.11141,105,1068,0.09253,0.13029
2019,3rd Quintile,East,"Yes, somewhat limited",0.30921,304,1068,0.28148,0.33694
2019,3rd Quintile,East,"No, not limited at all",0.57938,659,1068,0.54976,0.60900
2019,4th Quintile,West,"Yes, strongly limited",0.07936,244,3505,0.07041,0.08830
2019,4th Quintile,West,"Yes, somewhat limited",0.23412,817,3505,0.22010,0.24814
2019,4th Quintile,West,"No, not limited at all",0.68652,2444,3505,0.67116,0.70189
2019,4th Quintile,East,"Yes, strongly limited",0.06927,52,747,0.05105,0.08749
2019,4th Quintile,East,"Yes, somewhat limited",0.27849,222,747,0.24632,0.31065
2019,4th Quintile,East,"No, not limited at all",0.65225,473,747,0.61807,0.68642
2019,5th Quintile,West,"Yes, strongly limited",0.06071,228,4186,0.05347,0.06794
2019,5th Quintile,West,"Yes, somewhat limited",0.22248,963,4186,0.20988,0.23508
2019,5th Quintile,West,"No, not limited at all",0.71682,2995,4186,0.70316,0.73047
2019,5th Quintile,East,"Yes, somewhat limited",0.20505,133,578,0.17211,0.23800
2019,5th Quintile,East,"No, not limited at all",0.74432,445,578,0.70872,0.77992
2021,1st Quintile,West,"Yes, strongly limited",0.13877,368,3790,0.12776,0.14978
2021,1st Quintile,West,"Yes, somewhat limited",0.27401,779,3790,0.25981,0.28821
2021,1st Quintile,West,"No, not limited at all",0.58722,2643,3790,0.57154,0.60289
2021,1st Quintile,East,"Yes, strongly limited",0.15658,119,1001,0.13405,0.17910
2021,1st Quintile,East,"Yes, somewhat limited",0.31868,273,1001,0.28980,0.34756
2021,1st Quintile,East,"No, not limited at all",0.52474,609,1001,0.49379,0.55569
2021,2nd Quintile,West,"Yes, strongly limited",0.12697,251,2649,0.11429,0.13965
2021,2nd Quintile,West,"Yes, somewhat limited",0.24242,615,2649,0.22610,0.25874
2021,2nd Quintile,West,"No, not limited at all",0.63061,1783,2649,0.61222,0.64899
2021,2nd Quintile,East,"Yes, strongly limited",0.09850,89,897,0.07898,0.11801
2021,2nd Quintile,East,"Yes, somewhat limited",0.30965,285,897,0.27938,0.33993
2021,2nd Quintile,East,"No, not limited at all",0.59185,523,897,0.55967,0.62403
2021,3rd Quintile,West,"Yes, strongly limited",0.09033,189,2452,0.07898,0.10168
2021,3rd Quintile,West,"Yes, somewhat limited",0.25908,593,2452,0.24174,0.27643
2021,3rd Quintile,West,"No, not limited at all",0.65058,1670,2452,0.63171,0.66946
2021,3rd Quintile,East,"Yes, strongly limited",0.06677,36,692,0.04816,0.08538
2021,3rd Quintile,East,"Yes, somewhat limited",0.26330,172,692,0.23046,0.29614
2021,3rd Quintile,East,"No, not limited at all",0.66993,484,692,0.63487,0.70499
2021,4th Quintile,West,"Yes, strongly limited",0.07479,158,2608,0.06470,0.08489
2021,4th Quintile,West,"Yes, somewhat limited",0.24751,585,2608,0.23095,0.26408
2021,4th Quintile,West,"No, not limited at all",0.67769,1865,2608,0.65975,0.69563
2021,4th Quintile,East,"Yes, strongly limited",0.09993,41,594,0.07579,0.12407
2021,4th Quintile,East,"Yes, somewhat limited",0.26080,158,594,0.22546,0.29614
2021,4th Quintile,East,"No, not limited at all",0.63926,395,594,0.60061,0.67792
2021,5th Quintile,West,"Yes, strongly limited",0.05337,153,3629,0.04606,0.06068
2021,5th Quintile,West,"Yes, somewhat limited",0.20074,721,3629,0.18771,0.21377
2021,5th Quintile,West,"No, not limited at all",0.74589,2755,3629,0.73172,0.76006
2021,5th Quintile,East,"Yes, somewhat limited",0.20319,127,634,0.17185,0.23454
2021,5th Quintile,East,"No, not limited at all",0.75376,507,634,0.72020,0.78732
2022,1st Quintile,West,"Yes, strongly limited",0.04742,71,1171,0.03524,0.05960
2022,1st Quintile,West,"Yes, somewhat limited",0.15134,193,1171,0.13081,0.17188
2022,1st Quintile,West,"No, not limited at all",0.80123,907,1171,0.77837,0.82410
2022,1st Quintile,East,"Yes, somewhat limited",0.13861,32,202,0.09084,0.18638
2022,1st Quintile,East,"No, not limited at all",0.83787,170,202,0.78691,0.88882
2022,2nd Quintile,West,"Yes, somewhat limited",0.04815,31,234,0.02066,0.07564
2022,2nd Quintile,West,"No, not limited at all",0.92862,203,234,0.89556,0.96168
2022,3rd Quintile,West,"No, not limited at all",0.91944,60,60,0.84999,0.98889
