,Unnamed: 0,year,pgisced97,ple0009,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
33,33,2013,Post-secondary Non-tertiary Level,"No, not limited at all",0.75593,1786,29779,0.71081,0.79857
34,34,2013,First Stage of Tertiary Education,"Yes, strongly limited",0.0915,136,29779,0.07799,0.10925
35,35,2013,First Stage of Tertiary Education,"Yes, somewhat limited",0.26867,448,29779,0.24267,0.296
36,36,2013,First Stage of Tertiary Education,"No, not limited at all",0.63983,1117,29779,0.58716,0.68751
37,37,2013,Second Stage of Tertiary Education,"Yes, strongly limited",0.05675,335,29779,0.051,0.06318
38,38,2013,Second Stage of Tertiary Education,"Yes, somewhat limited",0.21139,1305,29779,0.19779,0.22375
39,39,2013,Second Stage of Tertiary Education,"No, not limited at all",0.73186,5165,29779,0.70178,0.75983
40,40,2015,Pre-primary Level,"Yes, somewhat limited",0.0965,40,25708,0.06582,0.13476
41,41,2015,Pre-primary Level,"No, not limited at all",0.9035,321,25708,0.77358,1.029
42,42,2015,Primary Level,"Yes, strongly limited",0.2431,87,25708,0.19106,0.28977
43,43,2015,Primary Level,"Yes, somewhat limited",0.25721,117,25708,0.20494,0.31508
44,44,2015,Primary Level,"No, not limited at all",0.49969,324,25708,0.43213,0.57239
45,45,2015,Lower Secondary Level,"Yes, strongly limited",0.1575,365,25708,0.14505,0.17129
46,46,2015,Lower Secondary Level,"Yes, somewhat limited",0.27753,717,25708,0.25751,0.29852
47,47,2015,Lower Secondary Level,"No, not limited at all",0.56497,1843,25708,0.53305,0.59727
48,48,2015,Upper Secondary Level,"Yes, strongly limited",0.1257,1235,25708,0.12029,0.13186
49,49,2015,Upper Secondary Level,"Yes, somewhat limited",0.27845,3101,25708,0.26986,0.28813
50,50,2015,Upper Secondary Level,"No, not limited at all",0.59585,7589,25708,0.57852,0.61473
51,51,2015,Post-secondary Non-tertiary Level,"Yes, strongly limited",0.06426,119,25708,0.05213,0.07832
52,52,2015,Post-secondary Non-tertiary Level,"Yes, somewhat limited",0.2131,402,25708,0.19152,0.23899
53,53,2015,Post-secondary Non-tertiary Level,"No, not limited at all",0.72265,1620,25708,0.67337,0.767
54,54,2015,First Stage of Tertiary Education,"Yes, strongly limited",0.10765,136,25708,0.09101,0.12442
55,55,2015,First Stage of Tertiary Education,"Yes, somewhat limited",0.25899,396,25708,0.23333,0.28894
56,56,2015,First Stage of Tertiary Education,"No, not limited at all",0.63336,961,25708,0.57974,0.67504
57,57,2015,Second Stage of Tertiary Education,"Yes, strongly limited",0.06077,310,25708,0.05494,0.06937
58,58,2015,Second Stage of Tertiary Education,"Yes, somewhat limited",0.20326,1225,25708,0.19047,0.21585
59,59,2015,Second Stage of Tertiary Education,"No, not limited at all",0.73597,4800,25708,0.70646,0.76162
60,60,2019,Pre-primary Level,"Yes, somewhat limited",0.10027,32,28114,0.06412,0.14666
61,61,2019,Pre-primary Level,"No, not limited at all",0.89973,295,28114,0.73713,1.07754
62,62,2019,Primary Level,"Yes, strongly limited",0.17542,167,28114,0.13073,0.22808
63,63,2019,Primary Level,"Yes, somewhat limited",0.32756,312,28114,0.25942,0.3979
64,64,2019,Primary Level,"No, not limited at all",0.49702,1166,28114,0.41401,0.58555
65,65,2019,Lower Secondary Level,"Yes, strongly limited",0.16171,356,28114,0.13635,0.18052
66,66,2019,Lower Secondary Level,"Yes, somewhat limited",0.2811,724,28114,0.25477,0.30047
67,67,2019,Lower Secondary Level,"No, not limited at all",0.5572,1988,28114,0.52291,0.5994
68,68,2019,Upper Secondary Level,"Yes, strongly limited",0.12041,1223,28114,0.11165,0.12815
69,69,2019,Upper Secondary Level,"Yes, somewhat limited",0.298,3229,28114,0.28661,0.31049
70,70,2019,Upper Secondary Level,"No, not limited at all",0.58159,7162,28114,0.56402,0.59819
71,71,2019,Post-secondary Non-tertiary Level,"Yes, strongly limited",0.08661,149,28114,0.07135,0.10179
72,72,2019,Post-secondary Non-tertiary Level,"Yes, somewhat limited",0.21997,492,28114,0.19306,0.24771
73,73,2019,Post-secondary Non-tertiary Level,"No, not limited at all",0.69342,1611,28114,0.64893,0.73617
74,74,2019,First Stage of Tertiary Education,"Yes, strongly limited",0.08467,118,28114,0.06615,0.10148
75,75,2019,First Stage of Tertiary Education,"Yes, somewhat limited",0.2856,440,28114,0.24859,0.3212
76,76,2019,First Stage of Tertiary Education,"No, not limited at all",0.62973,1096,28114,0.57377,0.67793
77,77,2019,Second Stage of Tertiary Education,"Yes, strongly limited",0.05644,372,28114,0.04978,0.06313
78,78,2019,Second Stage of Tertiary Education,"Yes, somewhat limited",0.20972,1572,28114,0.19432,0.22222
79,79,2019,Second Stage of Tertiary Education,"No, not limited at all",0.73384,5610,28114,0.70433,0.75605
80,80,2021,Pre-primary Level,"No, not limited at all",1.0,171,18685,0.80278,1.2326
81,81,2021,Primary Level,"Yes, strongly limited",0.19188,94,18685,0.10932,0.28597
82,82,2021,Primary Level,"Yes, somewhat limited",0.26431,197,18685,0.18245,0.3538
83,83,2021,Primary Level,"No, not limited at all",0.54381,728,18685,0.43148,0.6625
84,84,2021,Lower Secondary Level,"Yes, strongly limited",0.18077,206,18685,0.14881,0.21199
85,85,2021,Lower Secondary Level,"Yes, somewhat limited",0.28857,438,18685,0.25508,0.33046
86,86,2021,Lower Secondary Level,"No, not limited at all",0.53066,1174,18685,0.49032,0.58896
87,87,2021,Upper Secondary Level,"Yes, strongly limited",0.10983,705,18685,0.10301,0.11948
88,88,2021,Upper Secondary Level,"Yes, somewhat limited",0.28231,1939,18685,0.26687,0.29424
89,89,2021,Upper Secondary Level,"No, not limited at all",0.60786,4739,18685,0.58396,0.63012
90,90,2021,Post-secondary Non-tertiary Level,"Yes, strongly limited",0.07157,92,18685,0.05458,0.09155
91,91,2021,Post-secondary Non-tertiary Level,"Yes, somewhat limited",0.24942,349,18685,0.21273,0.28819
92,92,2021,Post-secondary Non-tertiary Level,"No, not limited at all",0.679,1157,18685,0.62712,0.73776
93,93,2021,First Stage of Tertiary Education,"Yes, strongly limited",0.09277,81,18685,0.06996,0.11508
94,94,2021,First Stage of Tertiary Education,"Yes, somewhat limited",0.24598,264,18685,0.20326,0.28991
95,95,2021,First Stage of Tertiary Education,"No, not limited at all",0.66125,656,18685,0.60054,0.71775
96,96,2021,Second Stage of Tertiary Education,"Yes, strongly limited",0.04452,223,18685,0.03749,0.05111
97,97,2021,Second Stage of Tertiary Education,"Yes, somewhat limited",0.18997,1074,18685,0.17618,0.20433
98,98,2021,Second Stage of Tertiary Education,"No, not limited at all",0.76552,4398,18685,0.73014,0.80747
