"ple0009","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, stark eingeschraenkt","2011","Hauptschule","Saarland","","","",""
"Ja, stark eingeschraenkt","2011","Hauptschule","Berlin","20","","",""
"Ja, stark eingeschraenkt","2011","Hauptschule","Brandenburg","47","0.177829208316163","0.127867255890289","0.227791160742036"
"Ja, stark eingeschraenkt","2011","Hauptschule","Mecklenburg-Vorpommern","26","","",""
"Ja, stark eingeschraenkt","2011","Hauptschule","Sachsen","58","0.169190089868124","0.127982916416903","0.210397263319344"
"Ja, stark eingeschraenkt","2011","Hauptschule","Sachsen-Anhalt","44","0.198750169347426","0.147510318185766","0.249990020509085"
"Ja, stark eingeschraenkt","2011","Hauptschule","Thueringen","54","0.239326398341335","0.187858006044024","0.290794790638646"
"Ja, stark eingeschraenkt","2011","Realschule","Schleswig-Holstein","23","","",""
"Ja, stark eingeschraenkt","2011","Realschule","Hamburg","6","0.128549465230671","0.0506964523621299","0.206402478099212"
"Ja, stark eingeschraenkt","2011","Realschule","Niedersachsen","41","0.0896282970373095","0.0658635307889871","0.113393063285632"
"Ja, stark eingeschraenkt","2011","Realschule","Bremen","5","0.172681932979191","0.0417236998883374","0.303640166070045"
"Ja, stark eingeschraenkt","2011","Realschule","Nordrhein-Westfalen","51","0.0704935959853083","0.0531417382622087","0.087845453708408"
"Ja, stark eingeschraenkt","2011","Realschule","Hessen","23","","",""
"Ja, stark eingeschraenkt","2011","Realschule","Rheinland-Pfalz,Saarland","17","","",""
"Ja, stark eingeschraenkt","2011","Realschule","Baden-Wuerttemberg","36","0.0623986946022397","0.0426798699277766","0.0821175192767029"
"Ja, stark eingeschraenkt","2011","Realschule","Bayern","61","0.0975529485384054","0.0756509070183591","0.119454990058452"
"Ja, stark eingeschraenkt","2011","Realschule","Saarland","","","",""
"Ja, stark eingeschraenkt","2011","Realschule","Berlin","30","0.167327228059223","0.117890863782591","0.216763592335855"
"Ja, stark eingeschraenkt","2011","Realschule","Brandenburg","22","","",""
"Ja, stark eingeschraenkt","2011","Realschule","Mecklenburg-Vorpommern","21","","",""
"Ja, stark eingeschraenkt","2011","Realschule","Sachsen","47","0.0680697982216674","0.0475367656221918","0.0886028308211431"
"Ja, stark eingeschraenkt","2011","Realschule","Sachsen-Anhalt","26","","",""
"Ja, stark eingeschraenkt","2011","Realschule","Thueringen","26","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Schleswig-Holstein","2","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Hamburg","1","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Niedersachsen","8","0.035507529697921","0.00992404419891755","0.0610910151969244"
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Bremen","2","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Nordrhein-Westfalen","32","0.0478560561657191","0.0312007289730274","0.0645113833584108"
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Hessen","7","0.0457578101276061","0.0169417680741829","0.0745738521810294"
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","15","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Baden-Wuerttemberg","18","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Bayern","19","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Saarland","","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Berlin","9","0.0911217279014351","0.0365936692344448","0.145649786568425"
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Brandenburg","3","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","2","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Sachsen","5","0.0563658392758273","0.0147540008419272","0.0979776777097274"
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Sachsen-Anhalt","2","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Thueringen","3","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Schleswig-Holstein","8","0.118863428351712","0.056058497058189","0.181668359645236"
"Ja, stark eingeschraenkt","2011","AkademikerIn","Hamburg","1","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Niedersachsen","10","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Bremen","2","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Nordrhein-Westfalen","53","0.0635397532539303","0.0469347769273802","0.0801447295804804"
"Ja, stark eingeschraenkt","2011","AkademikerIn","Hessen","20","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Rheinland-Pfalz,Saarland","11","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Baden-Wuerttemberg","19","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Bayern","34","0.0568592450826528","0.0389462017037563","0.0747722884615494"
"Ja, stark eingeschraenkt","2011","AkademikerIn","Saarland","","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Berlin","11","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Brandenburg","26","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Mecklenburg-Vorpommern","12","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Sachsen","26","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Sachsen-Anhalt","24","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Thueringen","13","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Schleswig-Holstein","5","0.0998833113800929","-0.0176535148376837","0.21742013759787"
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Hamburg","","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Niedersachsen","11","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Bremen","","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Nordrhein-Westfalen","22","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Hessen","14","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Baden-Wuerttemberg","12","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Bayern","20","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Saarland","","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Berlin","2","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Brandenburg","2","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Sachsen","1","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Sachsen-Anhalt","2","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Thueringen","2","","",""
"Ja, etwas eingeschraenkt","2011","Hauptschule","Schleswig-Holstein","61","0.26331982338631","0.206888344528246","0.319751302244373"
"Ja, etwas eingeschraenkt","2011","Hauptschule","Hamburg","16","","",""
"Ja, etwas eingeschraenkt","2011","Hauptschule","Niedersachsen","204","","",""
"Ja, etwas eingeschraenkt","2011","Hauptschule","Bremen","8","0.366666156408036","0.202250609217535","0.531081703598536"
"Ja, etwas eingeschraenkt","2011","Hauptschule","Nordrhein-Westfalen","391","0.268937221531813","0.246740961355896","0.29113348170773"
"Ja, etwas eingeschraenkt","2011","Hauptschule","Hessen","97","0.263492154708947","0.221210439501717","0.305773869916178"
"Ja, etwas eingeschraenkt","2011","Hauptschule","Rheinland-Pfalz,Saarland","168","","",""
"Ja, etwas eingeschraenkt","2011","Hauptschule","Baden-Wuerttemberg","214","","",""
"Ja, etwas eingeschraenkt","2011","Hauptschule","Bayern","319","0.269593663908656","0.245627842976901","0.293559484840411"
"Ja, etwas eingeschraenkt","2011","Hauptschule","Saarland","","","",""
"Ja, etwas eingeschraenkt","2011","Hauptschule","Berlin","37","0.326890737040282","0.245628795034303","0.408152679046261"
"Ja, etwas eingeschraenkt","2011","Hauptschule","Brandenburg","69","0.287891855247596","0.228729630394331","0.347054080100861"
"Ja, etwas eingeschraenkt","2011","Hauptschule","Mecklenburg-Vorpommern","24","","",""
"Ja, etwas eingeschraenkt","2011","Hauptschule","Sachsen","121","","",""
"Ja, etwas eingeschraenkt","2011","Hauptschule","Sachsen-Anhalt","79","0.301682091122537","0.24274733572613","0.360616846518944"
"Ja, etwas eingeschraenkt","2011","Hauptschule","Thueringen","81","0.288828714277119","0.234158167466672","0.343499261087567"
"Ja, etwas eingeschraenkt","2011","Realschule","Schleswig-Holstein","30","0.155821375610077","0.103416719900264","0.208226031319889"
"Ja, etwas eingeschraenkt","2011","Realschule","Hamburg","10","","",""
"Ja, etwas eingeschraenkt","2011","Realschule","Niedersachsen","97","0.171638946274765","0.140268596920244","0.203009295629285"
"Ja, etwas eingeschraenkt","2011","Realschule","Bremen","6","0.210599479885882","0.0693293146598276","0.351869645111937"
"Ja, etwas eingeschraenkt","2011","Realschule","Nordrhein-Westfalen","167","","",""
"Ja, etwas eingeschraenkt","2011","Realschule","Hessen","62","0.217768428761679","0.173170440281497","0.262366417241861"
"Ja, etwas eingeschraenkt","2011","Realschule","Rheinland-Pfalz,Saarland","44","0.177233604239009","0.129022078336003","0.225445130142014"
"Ja, etwas eingeschraenkt","2011","Realschule","Baden-Wuerttemberg","97","0.160046638235731","0.130156010468403","0.189937266003058"
"Ja, etwas eingeschraenkt","2011","Realschule","Bayern","139","","",""
"Ja, etwas eingeschraenkt","2011","Realschule","Saarland","","","",""
"Ja, etwas eingeschraenkt","2011","Realschule","Berlin","44","0.178321511447707","0.127624908356959","0.229018114538455"
"Ja, etwas eingeschraenkt","2011","Realschule","Brandenburg","75","0.267966843706078","0.218261385933252","0.317672301478905"
"Ja, etwas eingeschraenkt","2011","Realschule","Mecklenburg-Vorpommern","45","0.28926432091455","0.226736412764904","0.351792229064196"
"Ja, etwas eingeschraenkt","2011","Realschule","Sachsen","108","","",""
"Ja, etwas eingeschraenkt","2011","Realschule","Sachsen-Anhalt","60","0.197342445875127","0.153109761294262","0.241575130455993"
"Ja, etwas eingeschraenkt","2011","Realschule","Thueringen","61","0.203933150017631","0.160722227222156","0.247144072813106"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Schleswig-Holstein","12","","",""
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Hamburg","8","0.116314900520102","0.0330854349413916","0.199544366098813"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Niedersachsen","33","0.120789404246749","0.075737729649099","0.165841078844398"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Bremen","3","","",""
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Nordrhein-Westfalen","99","0.17283070634041","0.143329412323953","0.202332000356867"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Hessen","35","0.160468565647181","0.109852792779297","0.211084338515065"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","14","","",""
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Baden-Wuerttemberg","39","0.164507650592184","0.122901028324616","0.206114272859753"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Bayern","67","0.170624390020988","0.130341383819043","0.210907396222934"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Saarland","","","",""
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Berlin","19","","",""
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Brandenburg","15","","",""
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","2","","",""
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Sachsen","9","0.0692150505053311","0.0234185773664661","0.115011523644196"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Sachsen-Anhalt","12","","",""
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Thueringen","12","","",""
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Schleswig-Holstein","18","","",""
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Hamburg","14","","",""
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Niedersachsen","62","0.18562080245909","0.144474796022423","0.226766808895757"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Bremen","2","","",""
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Nordrhein-Westfalen","137","","",""
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Hessen","65","0.15660192780374","0.119670893138375","0.193532962469106"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Rheinland-Pfalz,Saarland","35","0.18929984829823","0.132229034723484","0.246370661872975"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Baden-Wuerttemberg","105","","",""
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Bayern","98","0.162192933447943","0.133678250251714","0.190707616644173"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Saarland","","","",""
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Berlin","70","0.252304872433701","0.2027413484744","0.301868396393002"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Brandenburg","66","0.302433131314699","0.244563860007335","0.360302402622063"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Mecklenburg-Vorpommern","33","0.29548435248189","0.220174620820774","0.370794084143007"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Sachsen","84","0.282207553008081","0.234852414390626","0.329562691625537"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Sachsen-Anhalt","57","0.304044970702785","0.243397672934957","0.364692268470613"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Thueringen","43","0.260328140324454","0.197601897831508","0.323054382817401"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Schleswig-Holstein","19","","",""
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Hamburg","5","0.736047042228735","0.383360800481953","1.08873328397552"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Niedersachsen","37","0.644685052817547","0.515833191785101","0.773536913849992"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Bremen","3","","",""
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Nordrhein-Westfalen","121","","",""
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Hessen","36","0.610237804228157","0.478939363904006","0.741536244552308"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","24","","",""
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Baden-Wuerttemberg","56","0.742364064522697","0.642041563405088","0.842686565640305"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Bayern","53","0.537897874693255","0.429324214532108","0.646471534854402"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Saarland","","","",""
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Berlin","16","","",""
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Brandenburg","15","","",""
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","10","","",""
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Sachsen","11","","",""
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Sachsen-Anhalt","8","0.74337455093378","0.472666110564459","1.0140829913031"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Thueringen","5","0.700437141208924","0.361102937154052","1.0397713452638"
"Nein, nicht eingeschraenkt","2011","Hauptschule","Schleswig-Holstein","146","","",""
"Nein, nicht eingeschraenkt","2011","Hauptschule","Hamburg","46","0.589080642257294","0.476982631127973","0.701178653386615"
"Nein, nicht eingeschraenkt","2011","Hauptschule","Niedersachsen","398","0.530379963046104","0.493539897343364","0.567220028748844"
"Nein, nicht eingeschraenkt","2011","Hauptschule","Bremen","21","","",""
"Nein, nicht eingeschraenkt","2011","Hauptschule","Nordrhein-Westfalen","904","0.565304283680491","0.540489480664897","0.590119086696085"
"Nein, nicht eingeschraenkt","2011","Hauptschule","Hessen","225","","",""
"Nein, nicht eingeschraenkt","2011","Hauptschule","Rheinland-Pfalz,Saarland","328","0.554013137510122","0.513594553993212","0.594431721027033"
"Nein, nicht eingeschraenkt","2011","Hauptschule","Baden-Wuerttemberg","565","0.629432498166128","0.598105343719751","0.660759652612505"
"Nein, nicht eingeschraenkt","2011","Hauptschule","Bayern","813","0.580270028054568","0.553616465589674","0.606923590519463"
"Nein, nicht eingeschraenkt","2011","Hauptschule","Saarland","","","",""
"Nein, nicht eingeschraenkt","2011","Hauptschule","Berlin","71","0.49452155944847","0.407907770027968","0.581135348868972"
"Nein, nicht eingeschraenkt","2011","Hauptschule","Brandenburg","109","","",""
"Nein, nicht eingeschraenkt","2011","Hauptschule","Mecklenburg-Vorpommern","51","0.472515897159123","0.375151472011091","0.569880322307156"
"Nein, nicht eingeschraenkt","2011","Hauptschule","Sachsen","139","","",""
"Nein, nicht eingeschraenkt","2011","Hauptschule","Sachsen-Anhalt","110","","",""
"Nein, nicht eingeschraenkt","2011","Hauptschule","Thueringen","129","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","Schleswig-Holstein","131","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","Hamburg","55","0.739142598763453","0.637005241963197","0.841279955563709"
"Nein, nicht eingeschraenkt","2011","Realschule","Niedersachsen","417","0.738732756687926","0.702182724871204","0.775282788504647"
"Nein, nicht eingeschraenkt","2011","Realschule","Bremen","21","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","Nordrhein-Westfalen","618","0.707938366082845","0.677115009383056","0.738761722782634"
"Nein, nicht eingeschraenkt","2011","Realschule","Hessen","244","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","Rheinland-Pfalz,Saarland","180","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","Baden-Wuerttemberg","445","0.77755466716203","0.743649859333567","0.811459474990492"
"Nein, nicht eingeschraenkt","2011","Realschule","Bayern","505","0.713639412955326","0.680269923032096","0.747008902878555"
"Nein, nicht eingeschraenkt","2011","Realschule","Saarland","","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","Berlin","145","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","Brandenburg","208","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","Mecklenburg-Vorpommern","136","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","Sachsen","423","0.713315310994471","0.676449211195265","0.750181410793676"
"Nein, nicht eingeschraenkt","2011","Realschule","Sachsen-Anhalt","225","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","Thueringen","247","","",""
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Schleswig-Holstein","70","0.851591680652742","0.775567232476139","0.927616128829344"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Hamburg","48","0.864094617541268","0.775131572073093","0.953057663009443"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Niedersachsen","160","","",""
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Bremen","15","","",""
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Nordrhein-Westfalen","500","0.779313237493871","0.746955542289473","0.811670932698269"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Hessen","160","","",""
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","96","0.798957308980654","0.728698785931696","0.869215832029612"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Baden-Wuerttemberg","248","","",""
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Bayern","249","","",""
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Saarland","","","",""
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Berlin","79","0.671574847431291","0.582588861138075","0.760560833724506"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Brandenburg","54","0.663872600936982","0.554759682297449","0.772985519576516"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","31","0.890282892046518","0.786741199827247","0.99382458426579"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Sachsen","104","","",""
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Sachsen-Anhalt","60","0.84765157463544","0.765774955267551","0.92952819400333"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Thueringen","49","0.821922405503794","0.728192505436544","0.915652305571045"
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Schleswig-Holstein","76","0.729258566522189","0.643027027579577","0.815490105464802"
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Hamburg","76","0.792927388167252","0.709673325616087","0.876181450718417"
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Niedersachsen","271","","",""
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Bremen","29","","",""
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Nordrhein-Westfalen","639","0.76633515872929","0.737529561327222","0.795140756131358"
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Hessen","287","","",""
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Rheinland-Pfalz,Saarland","135","","",""
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Baden-Wuerttemberg","400","0.738123106821595","0.700479135140502","0.775767078502688"
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Bayern","510","0.780947821469404","0.748954054723583","0.812941588215225"
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Saarland","","","",""
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Berlin","214","","",""
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Brandenburg","150","","",""
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Mecklenburg-Vorpommern","96","0.587948163914206","0.50670553265191","0.669190795176502"
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Sachsen","237","","",""
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Sachsen-Anhalt","140","","",""
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Thueringen","132","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Hamburg","2","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Niedersachsen","10","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Bremen","1","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Nordrhein-Westfalen","22","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Hessen","9","0.124976318787762","0.0562731362765606","0.193679501298963"
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","4","0.0975057460846992","0.0135858765635355","0.181425615605863"
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Baden-Wuerttemberg","10","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Bayern","14","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Saarland","","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Berlin","1","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Brandenburg","2","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Sachsen","1","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Sachsen-Anhalt","3","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Thueringen","1","","",""
"Ja, stark eingeschraenkt","2012","Hauptschule","Schleswig-Holstein","41","0.147496779107701","0.108885439594684","0.186108118620718"
"Ja, stark eingeschraenkt","2012","Hauptschule","Hamburg","14","","",""
"Ja, stark eingeschraenkt","2012","Hauptschule","Niedersachsen","117","","",""
"Ja, stark eingeschraenkt","2012","Hauptschule","Bremen","5","0.07831890039911","0.00150801104971275","0.155129789748507"
"Ja, stark eingeschraenkt","2012","Hauptschule","Nordrhein-Westfalen","271","","",""
"Ja, stark eingeschraenkt","2012","Hauptschule","Hessen","98","0.225695239967065","0.189306981091283","0.262083498842846"
"Ja, stark eingeschraenkt","2012","Hauptschule","Rheinland-Pfalz,Saarland","94","0.156251997391265","0.12848783512433","0.184016159658199"
"Ja, stark eingeschraenkt","2012","Hauptschule","Baden-Wuerttemberg","146","","",""
"Ja, stark eingeschraenkt","2012","Hauptschule","Bayern","216","","",""
"Ja, stark eingeschraenkt","2012","Hauptschule","Saarland","","","",""
"Ja, stark eingeschraenkt","2012","Hauptschule","Berlin","26","","",""
"Ja, stark eingeschraenkt","2012","Hauptschule","Brandenburg","62","0.227688875653912","0.175603539793373","0.279774211514451"
"Ja, stark eingeschraenkt","2012","Hauptschule","Mecklenburg-Vorpommern","26","","",""
"Ja, stark eingeschraenkt","2012","Hauptschule","Sachsen","84","0.272016121802626","0.226301450416882","0.317730793188369"
