,Unnamed: 0,year,quintil_oecd,ple0009,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
30,30,2015,1st Quintile,"Yes, strongly limited",0.16823,675,24697,0.15641,0.18125
31,31,2015,1st Quintile,"Yes, somewhat limited",0.2911,1307,24697,0.27046,0.30892
32,32,2015,1st Quintile,"No, not limited at all",0.54067,2992,24697,0.51416,0.5668
33,33,2015,2nd Quintile,"Yes, strongly limited",0.15356,603,24697,0.14075,0.16689
34,34,2015,2nd Quintile,"Yes, somewhat limited",0.27578,1354,24697,0.26005,0.29163
35,35,2015,2nd Quintile,"No, not limited at all",0.57066,3279,24697,0.54815,0.59398
36,36,2015,3rd Quintile,"Yes, strongly limited",0.10742,413,24697,0.09896,0.11587
37,37,2015,3rd Quintile,"Yes, somewhat limited",0.26253,1144,24697,0.24951,0.27677
38,38,2015,3rd Quintile,"No, not limited at all",0.63005,3250,24697,0.60654,0.65627
39,39,2015,4th Quintile,"Yes, strongly limited",0.07711,315,24697,0.06998,0.08554
40,40,2015,4th Quintile,"Yes, somewhat limited",0.24111,1080,24697,0.22495,0.25425
41,41,2015,4th Quintile,"No, not limited at all",0.68177,3289,24697,0.65474,0.70877
42,42,2015,5th Quintile,"Yes, strongly limited",0.05748,248,24697,0.0513,0.06412
43,43,2015,5th Quintile,"Yes, somewhat limited",0.2076,1055,24697,0.19537,0.22326
44,44,2015,5th Quintile,"No, not limited at all",0.73492,3693,24697,0.70726,0.76515
45,45,2019,1st Quintile,"Yes, strongly limited",0.15995,780,25427,0.14361,0.17583
46,46,2019,1st Quintile,"Yes, somewhat limited",0.29821,1566,25427,0.2783,0.31629
47,47,2019,1st Quintile,"No, not limited at all",0.54184,4660,25427,0.51194,0.57184
48,48,2019,2nd Quintile,"Yes, strongly limited",0.12815,536,25427,0.11794,0.14121
49,49,2019,2nd Quintile,"Yes, somewhat limited",0.30055,1377,25427,0.28478,0.31977
50,50,2019,2nd Quintile,"No, not limited at all",0.5713,2991,25427,0.54527,0.59247
51,51,2019,3rd Quintile,"Yes, strongly limited",0.10342,407,25427,0.09421,0.1132
52,52,2019,3rd Quintile,"Yes, somewhat limited",0.27294,1168,25427,0.2555,0.29444
53,53,2019,3rd Quintile,"No, not limited at all",0.62364,2931,25427,0.59449,0.65624
54,54,2019,4th Quintile,"Yes, strongly limited",0.08063,293,25427,0.07106,0.09113
55,55,2019,4th Quintile,"Yes, somewhat limited",0.23857,1056,25427,0.22464,0.25331
56,56,2019,4th Quintile,"No, not limited at all",0.6808,2905,25427,0.65161,0.70556
57,57,2019,5th Quintile,"Yes, strongly limited",0.06077,260,25427,0.05281,0.06856
58,58,2019,5th Quintile,"Yes, somewhat limited",0.22374,1079,25427,0.20959,0.23724
59,59,2019,5th Quintile,"No, not limited at all",0.71549,3418,25427,0.68889,0.74258
60,60,2021,1st Quintile,"Yes, strongly limited",0.14262,486,18971,0.12645,0.15817
61,61,2021,1st Quintile,"Yes, somewhat limited",0.28078,1021,18971,0.25814,0.30434
62,62,2021,1st Quintile,"No, not limited at all",0.5766,3229,18971,0.54067,0.60909
63,63,2021,2nd Quintile,"Yes, strongly limited",0.12517,343,18971,0.11058,0.1422
64,64,2021,2nd Quintile,"Yes, somewhat limited",0.27003,928,18971,0.24837,0.28926
65,65,2021,2nd Quintile,"No, not limited at all",0.6048,2334,18971,0.57644,0.63829
66,66,2021,3rd Quintile,"Yes, strongly limited",0.09005,224,18971,0.07753,0.10223
67,67,2021,3rd Quintile,"Yes, somewhat limited",0.24055,746,18971,0.22132,0.2634
68,68,2021,3rd Quintile,"No, not limited at all",0.66939,2081,18971,0.63723,0.70771
69,69,2021,4th Quintile,"Yes, strongly limited",0.07321,194,18971,0.06245,0.08475
70,70,2021,4th Quintile,"Yes, somewhat limited",0.25465,753,18971,0.22922,0.27435
71,71,2021,4th Quintile,"No, not limited at all",0.67213,2316,18971,0.64106,0.7113
72,72,2021,5th Quintile,"Yes, strongly limited",0.05118,182,18971,0.04404,0.06045
73,73,2021,5th Quintile,"Yes, somewhat limited",0.207,862,18971,0.18808,0.22627
74,74,2021,5th Quintile,"No, not limited at all",0.74182,3272,18971,0.708,0.78
