year,hhtyp,sampreg,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Couple without children,West,Yes,0.02575,33,1221,0.01686,0.03464
1992,Couple without children,West,No,0.97425,1188,1221,0.96536,0.98314
1992,Couple without children,East,Yes,0.15516,72,465,0.12221,0.18810
1992,Couple without children,East,No,0.84484,393,465,0.81190,0.87779
1992,Single parent,West,Yes,0.14682,40,268,0.10437,0.18928
1992,Single parent,West,No,0.85318,228,268,0.81072,0.89563
1992,Single parent,East,Yes,0.43068,52,122,0.34245,0.51891
1992,Single parent,East,No,0.56932,70,122,0.48109,0.65755
1992,Couple with children,West,Yes,0.06321,123,1938,0.05237,0.07404
1992,Couple with children,West,No,0.93679,1815,1938,0.92596,0.94763
1992,Couple with children,East,Yes,0.22468,206,953,0.19817,0.25120
1992,Couple with children,East,No,0.77532,747,953,0.74880,0.80183
1992,Multi-generational household,West,No,0.96791,100,100,0.93319,1.00263
1992,Other Combinations,West,No,0.96021,98,98,0.92131,0.99911
1992,Other Combinations,East,No,0.82202,50,50,0.71492,0.92912
1993,Single-person household,West,Yes,0.07652,71,1055,0.06047,0.09257
1993,Single-person household,West,No,0.92348,984,1055,0.90743,0.93953
1993,Single-person household,East,Yes,0.51562,153,300,0.45897,0.57226
1993,Single-person household,East,No,0.48438,147,300,0.42774,0.54103
1993,Couple without children,West,No,0.98667,1219,1219,0.98023,0.99311
1993,Couple without children,East,Yes,0.14062,71,476,0.10936,0.17188
1993,Couple without children,East,No,0.85938,405,476,0.82812,0.89064
1993,Single parent,West,Yes,0.13902,32,255,0.09647,0.18157
1993,Single parent,West,No,0.86098,223,255,0.81843,0.90353
1993,Single parent,East,Yes,0.44531,56,120,0.35601,0.53461
1993,Single parent,East,No,0.55469,64,120,0.46539,0.64399
1993,Couple with children,West,Yes,0.04991,103,1894,0.04010,0.05972
1993,Couple with children,West,No,0.95009,1791,1894,0.94028,0.95990
1993,Couple with children,East,Yes,0.26695,227,893,0.23792,0.29598
1993,Couple with children,East,No,0.73305,666,893,0.70402,0.76208
1993,Multi-generational household,West,No,0.97571,108,108,0.94654,1.00488
1993,Other Combinations,West,No,0.90870,102,102,0.85252,0.96487
1993,Other Combinations,East,No,0.76988,43,43,0.64258,0.89718
1994,Single-person household,West,Yes,0.06451,62,1042,0.04958,0.07943
1994,Single-person household,West,No,0.93549,980,1042,0.92057,0.95042
1994,Single-person household,East,Yes,0.34756,108,314,0.29480,0.40031
1994,Single-person household,East,No,0.65244,206,314,0.59969,0.70520
1994,Couple without children,West,No,0.98375,1250,1250,0.97674,0.99076
1994,Couple without children,East,Yes,0.10105,52,491,0.07436,0.12773
1994,Couple without children,East,No,0.89895,439,491,0.87227,0.92564
1994,Single parent,West,Yes,0.15987,35,251,0.11444,0.20529
1994,Single parent,West,No,0.84013,216,251,0.79471,0.88556
1994,Single parent,East,Yes,0.36931,43,107,0.27743,0.46118
1994,Single parent,East,No,0.63069,64,107,0.53882,0.72257
1994,Couple with children,West,Yes,0.05123,104,1839,0.04115,0.06131
1994,Couple with children,West,No,0.94877,1735,1839,0.93869,0.95885
1994,Couple with children,East,Yes,0.18456,146,851,0.15848,0.21064
1994,Couple with children,East,No,0.81544,705,851,0.78936,0.84152
1994,Multi-generational household,West,No,0.96412,96,96,0.92672,1.00152
1994,Multi-generational household,East,No,0.84678,31,31,0.71788,0.97567
1994,Other Combinations,West,No,0.93321,102,102,0.88452,0.98190
1994,Other Combinations,East,No,0.89728,50,50,0.81227,0.98228
1995,Single-person household,West,Yes,0.06035,63,1076,0.04611,0.07458
1995,Single-person household,West,No,0.93965,1013,1076,0.92542,0.95389
1995,Single-person household,East,Yes,0.24404,77,325,0.19727,0.29081
1995,Single-person household,East,No,0.75596,248,325,0.70919,0.80273
1995,Couple without children,West,No,0.98299,1299,1299,0.97595,0.99002
1995,Couple without children,East,No,0.94852,466,466,0.92843,0.96860
1995,Single parent,West,Yes,0.14688,40,263,0.10402,0.18975
1995,Single parent,West,No,0.85312,223,263,0.81025,0.89598
1995,Single parent,East,Yes,0.38665,46,112,0.29605,0.47724
1995,Single parent,East,No,0.61335,66,112,0.52276,0.70395
1995,Couple with children,West,Yes,0.05301,125,1966,0.04310,0.06291
1995,Couple with children,West,No,0.94699,1841,1966,0.93709,0.95690
1995,Couple with children,East,Yes,0.15202,109,806,0.12722,0.17683
1995,Couple with children,East,No,0.84798,697,806,0.82317,0.87278
1995,Multi-generational household,West,No,0.93070,103,103,0.88142,0.97999
1995,Other Combinations,West,No,0.91680,105,105,0.86372,0.96988
1995,Other Combinations,East,No,0.91305,50,50,0.83415,0.99194
1996,Single-person household,West,Yes,0.05750,64,1086,0.04365,0.07135
1996,Single-person household,West,No,0.94250,1022,1086,0.92865,0.95635
1996,Single-person household,East,Yes,0.16768,61,343,0.12808,0.20727
1996,Single-person household,East,No,0.83232,282,343,0.79273,0.87192
1996,Couple without children,West,No,0.98543,1282,1282,0.97886,0.99199
1996,Couple without children,East,No,0.96864,514,514,0.95356,0.98372
1996,Single parent,West,Yes,0.14152,45,276,0.10032,0.18271
1996,Single parent,West,No,0.85848,231,276,0.81729,0.89968
1996,Single parent,East,Yes,0.29078,34,109,0.20513,0.37643
1996,Single parent,East,No,0.70922,75,109,0.62357,0.79487
1996,Couple with children,West,Yes,0.05577,120,1918,0.04550,0.06604
1996,Couple with children,West,No,0.94423,1798,1918,0.93396,0.95450
1996,Couple with children,East,Yes,0.11573,77,761,0.09298,0.13847
1996,Couple with children,East,No,0.88427,684,761,0.86153,0.90702
1996,Multi-generational household,West,No,0.96046,90,90,0.91998,1.00095
1996,Other Combinations,West,No,0.94797,96,96,0.90331,0.99263
1996,Other Combinations,East,No,0.91518,55,55,0.84087,0.98949
1997,Single-person household,West,Yes,0.05623,62,1049,0.04228,0.07018
1997,Single-person household,West,No,0.94377,987,1049,0.92982,0.95772
1997,Single-person household,East,Yes,0.13429,50,348,0.09841,0.17016
1997,Single-person household,East,No,0.86571,298,348,0.82984,0.90159
1997,Couple without children,West,No,0.98989,1303,1303,0.98445,0.99532
1997,Couple without children,East,No,0.97270,531,531,0.95883,0.98657
1997,Single parent,West,Yes,0.14762,47,275,0.10562,0.18963
1997,Single parent,West,No,0.85238,228,275,0.81037,0.89438
1997,Single parent,East,Yes,0.33076,35,115,0.24440,0.41713
1997,Single parent,East,No,0.66924,80,115,0.58287,0.75560
1997,Couple with children,West,Yes,0.04559,114,1865,0.03612,0.05506
1997,Couple with children,West,No,0.95441,1751,1865,0.94494,0.96388
1997,Couple with children,East,Yes,0.10366,62,725,0.08146,0.12587
1997,Couple with children,East,No,0.89634,663,725,0.87413,0.91854
1997,Multi-generational household,West,No,0.97816,90,90,0.94779,1.00853
1997,Other Combinations,West,No,0.97661,100,100,0.94684,1.00638
1997,Other Combinations,East,No,0.94101,54,54,0.87758,1.00444
1998,Single-person household,West,Yes,0.05717,79,1299,0.04454,0.06980
1998,Single-person household,West,No,0.94283,1220,1299,0.93020,0.95546
1998,Single-person household,East,Yes,0.13025,58,403,0.09735,0.16316
1998,Single-person household,East,No,0.86975,345,403,0.83684,0.90265
1998,Couple without children,West,Yes,0.01462,32,1579,0.00870,0.02054
1998,Couple without children,West,No,0.98538,1547,1579,0.97946,0.99130
1998,Couple without children,East,No,0.97482,582,582,0.96208,0.98756
1998,Single parent,West,Yes,0.13510,50,325,0.09788,0.17232
1998,Single parent,West,No,0.86490,275,325,0.82768,0.90212
1998,Single parent,East,Yes,0.37569,41,123,0.28975,0.46163
1998,Single parent,East,No,0.62431,82,123,0.53837,0.71025
1998,Couple with children,West,Yes,0.04987,110,2055,0.04046,0.05929
1998,Couple with children,West,No,0.95013,1945,2055,0.94071,0.95954
1998,Couple with children,East,Yes,0.08888,58,756,0.06858,0.10918
1998,Couple with children,East,No,0.91112,698,756,0.89082,0.93142
1998,Multi-generational household,West,No,0.96709,79,79,0.92749,1.00668
1998,Other Combinations,West,No,0.94447,100,100,0.89935,0.98958
1998,Other Combinations,East,No,0.90605,51,51,0.82517,0.98692
1999,Single-person household,West,Yes,0.05625,71,1211,0.04327,0.06924
1999,Single-person household,West,No,0.94375,1140,1211,0.93076,0.95673
1999,Single-person household,East,Yes,0.13800,59,416,0.10482,0.17118
1999,Single-person household,East,No,0.86200,357,416,0.82882,0.89518
1999,Couple without children,West,No,0.99043,1529,1529,0.98555,0.99531
1999,Couple without children,East,No,0.98436,593,593,0.97437,0.99436
1999,Single parent,West,Yes,0.18940,60,308,0.14557,0.23323
1999,Single parent,West,No,0.81060,248,308,0.76677,0.85443
1999,Single parent,East,Yes,0.39993,54,137,0.31760,0.48227
1999,Single parent,East,No,0.60007,83,137,0.51773,0.68240
1999,Couple with children,West,Yes,0.04383,106,1992,0.03484,0.05282
1999,Couple with children,West,No,0.95617,1886,1992,0.94718,0.96516
1999,Couple with children,East,Yes,0.10143,61,723,0.07941,0.12345
1999,Couple with children,East,No,0.89857,662,723,0.87655,0.92059
1999,Multi-generational household,West,No,0.98699,74,74,0.96099,1.01298
2000,Single-person household,West,Yes,0.04449,108,2493,0.03639,0.05258
2000,Single-person household,West,No,0.95551,2385,2493,0.94742,0.96361
2000,Single-person household,East,Yes,0.11952,96,761,0.09645,0.14258
2000,Single-person household,East,No,0.88048,665,761,0.85742,0.90355
2000,Couple without children,West,Yes,0.01236,42,2998,0.00841,0.01632
2000,Couple without children,West,No,0.98764,2956,2998,0.98368,0.99159
2000,Couple without children,East,No,0.98184,947,947,0.97333,0.99035
2000,Single parent,West,Yes,0.16873,95,555,0.13754,0.19991
2000,Single parent,West,No,0.83127,460,555,0.80009,0.86246
2000,Single parent,East,Yes,0.32573,72,208,0.26188,0.38957
2000,Single parent,East,No,0.67427,136,208,0.61043,0.73812
2000,Couple with children,West,Yes,0.03915,150,3551,0.03277,0.04553
2000,Couple with children,West,No,0.96085,3401,3551,0.95447,0.96723
2000,Couple with children,East,Yes,0.08853,89,1069,0.07150,0.10557
2000,Couple with children,East,No,0.91147,980,1069,0.89443,0.92850
2000,Multi-generational household,West,No,0.97022,133,133,0.94122,0.99922
2000,Other Combinations,West,No,0.98493,121,121,0.96314,1.00673
2001,Single-person household,West,Yes,0.04970,110,2215,0.04065,0.05875
2001,Single-person household,West,No,0.95030,2105,2215,0.94125,0.95935
2001,Single-person household,East,Yes,0.13295,102,705,0.10787,0.15803
2001,Single-person household,East,No,0.86705,603,705,0.84197,0.89213
2001,Couple without children,West,Yes,0.01525,48,2658,0.01059,0.01991
2001,Couple without children,West,No,0.98475,2610,2658,0.98009,0.98941
2001,Couple without children,East,No,0.98174,905,905,0.97301,0.99047
2001,Single parent,West,Yes,0.18757,96,508,0.15359,0.22155
2001,Single parent,West,No,0.81243,412,508,0.77845,0.84641
2001,Single parent,East,Yes,0.30539,63,192,0.24007,0.37071
2001,Single parent,East,No,0.69461,129,192,0.62929,0.75993
2001,Couple with children,West,Yes,0.04363,149,3198,0.03655,0.05071
2001,Couple with children,West,No,0.95637,3049,3198,0.94929,0.96345
2001,Couple with children,East,Yes,0.10855,94,965,0.08891,0.12818
2001,Couple with children,East,No,0.89145,871,965,0.87182,0.91109
2001,Multi-generational household,West,No,0.96822,129,129,0.93783,0.99861
2001,Other Combinations,West,No,0.96764,94,94,0.93168,1.00361
2002,Single-person household,West,Yes,0.04530,97,2213,0.03663,0.05396
2002,Single-person household,West,No,0.95470,2116,2213,0.94604,0.96337
2002,Single-person household,East,Yes,0.13325,100,713,0.10829,0.15822
2002,Single-person household,East,No,0.86675,613,713,0.84178,0.89171
2002,Couple without children,West,Yes,0.01237,39,2966,0.00839,0.01634
2002,Couple without children,West,No,0.98763,2927,2966,0.98366,0.99161
2002,Couple without children,East,No,0.98587,917,917,0.97823,0.99352
2002,Single parent,West,Yes,0.18285,86,522,0.14965,0.21604
2002,Single parent,West,No,0.81715,436,522,0.78396,0.85035
2002,Single parent,East,Yes,0.29205,57,181,0.22562,0.35848
2002,Single parent,East,No,0.70795,124,181,0.64152,0.77438
2002,Couple with children,West,Yes,0.05154,149,3426,0.04413,0.05894
2002,Couple with children,West,No,0.94846,3277,3426,0.94106,0.95587
2002,Couple with children,East,Yes,0.08969,77,956,0.07157,0.10781
2002,Couple with children,East,No,0.91031,879,956,0.89219,0.92843
2002,Multi-generational household,West,No,0.98504,120,120,0.96323,1.00685
2002,Other Combinations,West,No,0.98251,99,99,0.95655,1.00846
2003,Single-person household,West,Yes,0.05341,107,2206,0.04403,0.06280
2003,Single-person household,West,No,0.94659,2099,2206,0.93720,0.95597
2003,Single-person household,East,Yes,0.12885,90,706,0.10412,0.15359
2003,Single-person household,East,No,0.87115,616,706,0.84641,0.89588
2003,Couple without children,West,Yes,0.01283,39,2851,0.00870,0.01696
2003,Couple without children,West,No,0.98717,2812,2851,0.98304,0.99130
2003,Couple without children,East,Yes,0.03885,38,964,0.02664,0.05105
2003,Couple without children,East,No,0.96115,926,964,0.94895,0.97336
2003,Single parent,West,Yes,0.21493,103,518,0.17952,0.25034
2003,Single parent,West,No,0.78507,415,518,0.74966,0.82048
2003,Single parent,East,Yes,0.30206,52,173,0.23344,0.37068
2003,Single parent,East,No,0.69794,121,173,0.62932,0.76656
2003,Couple with children,West,Yes,0.05031,142,3220,0.04276,0.05786
2003,Couple with children,West,No,0.94969,3078,3220,0.94214,0.95724
2003,Couple with children,East,Yes,0.09046,80,907,0.07178,0.10914
2003,Couple with children,East,No,0.90954,827,907,0.89086,0.92822
2003,Multi-generational household,West,No,0.97808,94,94,0.94833,1.00784
2004,Single-person household,West,Yes,0.05167,101,2158,0.04233,0.06101
2004,Single-person household,West,No,0.94833,2057,2158,0.93899,0.95767
2004,Single-person household,East,Yes,0.13716,94,695,0.11156,0.16275
2004,Single-person household,East,No,0.86284,601,695,0.83725,0.88844
2004,Couple without children,West,Yes,0.01639,50,2865,0.01174,0.02105
2004,Couple without children,West,No,0.98361,2815,2865,0.97895,0.98826
2004,Couple without children,East,Yes,0.03442,31,948,0.02281,0.04603
2004,Couple without children,East,No,0.96558,917,948,0.95397,0.97719
2004,Single parent,West,Yes,0.22512,99,500,0.18847,0.26177
2004,Single parent,West,No,0.77488,401,500,0.73823,0.81153
2004,Single parent,East,Yes,0.38721,68,177,0.31525,0.45918
2004,Single parent,East,No,0.61279,109,177,0.54082,0.68475
2004,Couple with children,West,Yes,0.06132,157,3076,0.05284,0.06980
2004,Couple with children,West,No,0.93868,2919,3076,0.93020,0.94716
2004,Couple with children,East,Yes,0.13671,94,880,0.11400,0.15942
2004,Couple with children,East,No,0.86329,786,880,0.84058,0.88600
2004,Multi-generational household,West,No,0.96486,83,83,0.92500,1.00471
2004,Other Combinations,West,No,0.96782,76,76,0.92788,1.00776
2005,Single-person household,West,Yes,0.06276,112,2189,0.05259,0.07292
2005,Single-person household,West,No,0.93724,2077,2189,0.92708,0.94741
2005,Single-person household,East,Yes,0.14120,99,712,0.11561,0.16680
2005,Single-person household,East,No,0.85880,613,712,0.83320,0.88439
2005,Couple without children,West,Yes,0.01567,43,2776,0.01105,0.02029
2005,Couple without children,West,No,0.98433,2733,2776,0.97971,0.98895
2005,Couple without children,East,No,0.96625,888,888,0.95437,0.97813
2005,Single parent,West,Yes,0.23589,101,502,0.19871,0.27306
2005,Single parent,West,No,0.76411,401,502,0.72694,0.80129
2005,Single parent,East,Yes,0.41770,65,185,0.34644,0.48896
2005,Single parent,East,No,0.58230,120,185,0.51104,0.65356
2005,Couple with children,West,Yes,0.05644,136,2868,0.04799,0.06489
2005,Couple with children,West,No,0.94356,2732,2868,0.93511,0.95201
2005,Couple with children,East,Yes,0.12094,86,828,0.09872,0.14317
2005,Couple with children,East,No,0.87906,742,828,0.85683,0.90128
2005,Multi-generational household,West,No,0.86913,72,72,0.79068,0.94758
2005,Other Combinations,West,No,0.99484,78,78,0.97883,1.01085
2006,Single-person household,West,Yes,0.04249,95,2466,0.03452,0.05045
2006,Single-person household,West,No,0.95751,2371,2466,0.94955,0.96548
2006,Single-person household,East,Yes,0.12404,99,811,0.10134,0.14674
2006,Single-person household,East,No,0.87596,712,811,0.85326,0.89866
2006,Couple without children,West,Yes,0.01830,45,3128,0.01360,0.02299
2006,Couple without children,West,No,0.98170,3083,3128,0.97701,0.98640
2006,Couple without children,East,Yes,0.03021,32,1023,0.01971,0.04070
2006,Couple without children,East,No,0.96979,991,1023,0.95930,0.98029
2006,Single parent,West,Yes,0.14012,73,580,0.11184,0.16839
2006,Single parent,West,No,0.85988,507,580,0.83161,0.88816
2006,Single parent,East,Yes,0.32978,54,189,0.26258,0.39699
2006,Single parent,East,No,0.67022,135,189,0.60301,0.73742
2006,Couple with children,West,Yes,0.03429,97,2980,0.02776,0.04083
2006,Couple with children,West,No,0.96571,2883,2980,0.95917,0.97224
2006,Couple with children,East,Yes,0.07548,59,851,0.05772,0.09324
2006,Couple with children,East,No,0.92452,792,851,0.90676,0.94228
2006,Multi-generational household,West,No,0.90646,78,78,0.84141,0.97150
2007,Single-person household,West,Yes,0.04079,87,2335,0.03277,0.04882
2007,Single-person household,West,No,0.95921,2248,2335,0.95118,0.96723
2007,Single-person household,East,Yes,0.11643,85,761,0.09362,0.13923
2007,Single-person household,East,No,0.88357,676,761,0.86077,0.90638
2007,Couple without children,West,Yes,0.01365,32,2882,0.00941,0.01788
2007,Couple without children,West,No,0.98635,2850,2882,0.98212,0.99059
2007,Couple without children,East,No,0.97018,961,961,0.95942,0.98094
2007,Single parent,West,Yes,0.11875,61,523,0.09100,0.14650
2007,Single parent,West,No,0.88125,462,523,0.85350,0.90900
2007,Single parent,East,Yes,0.26900,42,184,0.20475,0.33325
2007,Single parent,East,No,0.73100,142,184,0.66675,0.79525
2007,Couple with children,West,Yes,0.03592,79,2790,0.02902,0.04283
2007,Couple with children,West,No,0.96408,2711,2790,0.95717,0.97098
2007,Couple with children,East,Yes,0.06864,50,781,0.05090,0.08639
2007,Couple with children,East,No,0.93136,731,781,0.91361,0.94910
2007,Multi-generational household,West,No,0.89071,66,66,0.81486,0.96656
2007,Other Combinations,West,No,0.99222,70,70,0.97148,1.01295
2008,Single-person household,West,Yes,0.04021,79,2238,0.03207,0.04835
2008,Single-person household,West,No,0.95979,2159,2238,0.95165,0.96793
2008,Single-person household,East,Yes,0.09903,68,747,0.07760,0.12047
2008,Single-person household,East,No,0.90097,679,747,0.87953,0.92240
2008,Couple without children,West,Yes,0.01399,34,2756,0.00960,0.01837
2008,Couple without children,West,No,0.98601,2722,2756,0.98163,0.99040
2008,Couple without children,East,No,0.98685,960,960,0.97964,0.99406
2008,Single parent,West,Yes,0.11447,58,507,0.08673,0.14222
2008,Single parent,West,No,0.88553,449,507,0.85778,0.91327
2008,Single parent,East,No,0.86322,148,148,0.80767,0.91876
2008,Couple with children,West,Yes,0.03188,67,2548,0.02506,0.03870
2008,Couple with children,West,No,0.96812,2481,2548,0.96130,0.97494
2008,Couple with children,East,Yes,0.05326,43,718,0.03682,0.06970
2008,Couple with children,East,No,0.94674,675,718,0.93030,0.96318
2008,Multi-generational household,West,No,0.87372,55,55,0.78512,0.96231
2008,Other Combinations,West,No,0.95037,57,57,0.89348,1.00725
2009,Single-person household,West,Yes,0.03400,64,2101,0.02625,0.04175
2009,Single-person household,West,No,0.96600,2037,2101,0.95825,0.97375
2009,Single-person household,East,Yes,0.08568,58,716,0.06517,0.10620
2009,Single-person household,East,No,0.91432,658,716,0.89380,0.93483
2009,Couple without children,West,Yes,0.01174,32,2583,0.00758,0.01589
2009,Couple without children,West,No,0.98826,2551,2583,0.98411,0.99242
2009,Couple without children,East,No,0.98335,930,930,0.97512,0.99158
2009,Single parent,West,Yes,0.13183,54,453,0.10064,0.16301
2009,Single parent,West,No,0.86817,399,453,0.83699,0.89936
2009,Single parent,East,Yes,0.20240,34,165,0.14090,0.26389
2009,Single parent,East,No,0.79760,131,165,0.73611,0.85910
2009,Couple with children,West,Yes,0.03025,62,2325,0.02329,0.03722
2009,Couple with children,West,No,0.96975,2263,2325,0.96278,0.97671
2009,Couple with children,East,Yes,0.07212,50,672,0.05255,0.09170
2009,Couple with children,East,No,0.92788,622,672,0.90830,0.94745
2009,Multi-generational household,West,No,0.99354,49,49,0.97087,1.01620
2009,Other Combinations,West,No,0.97275,55,55,0.92932,1.01617
2010,Single-person household,West,Yes,0.03177,57,2016,0.02411,0.03943
2010,Single-person household,West,No,0.96823,1959,2016,0.96057,0.97589
2010,Single-person household,East,Yes,0.08638,52,681,0.06527,0.10750
2010,Single-person household,East,No,0.91362,629,681,0.89250,0.93473
2010,Couple without children,West,No,0.98889,2446,2446,0.98474,0.99305
2010,Couple without children,East,No,0.97414,879,879,0.96365,0.98464
2010,Single parent,West,Yes,0.10184,197,1437,0.08620,0.11749
2010,Single parent,West,No,0.89816,1240,1437,0.88251,0.91380
2010,Single parent,East,Yes,0.23268,84,410,0.19173,0.27364
2010,Single parent,East,No,0.76732,326,410,0.72636,0.80827
2010,Couple with children,West,Yes,0.03221,232,4578,0.02710,0.03733
2010,Couple with children,West,No,0.96779,4346,4578,0.96267,0.97290
2010,Couple with children,East,Yes,0.05260,83,1133,0.03959,0.06560
2010,Couple with children,East,No,0.94740,1050,1133,0.93440,0.96041
2010,Multi-generational household,West,No,0.98934,76,76,0.96609,1.01258
2010,Other Combinations,West,No,0.97877,52,52,0.93920,1.01833
2011,Single-person household,West,Yes,0.02923,64,2622,0.02278,0.03568
2011,Single-person household,West,No,0.97077,2558,2622,0.96432,0.97722
2011,Single-person household,East,Yes,0.07040,57,876,0.05345,0.08735
2011,Single-person household,East,No,0.92960,819,876,0.91265,0.94655
2011,Couple without children,West,No,0.99365,3237,3237,0.99092,0.99639
2011,Couple without children,East,No,0.99302,1060,1060,0.98801,0.99804
2011,Single parent,West,Yes,0.13882,303,1768,0.12270,0.15494
2011,Single parent,West,No,0.86118,1465,1768,0.84506,0.87730
2011,Single parent,East,Yes,0.25565,156,515,0.21794,0.29336
2011,Single parent,East,No,0.74435,359,515,0.70664,0.78206
2011,Couple with children,West,Yes,0.03483,284,4840,0.02966,0.03999
2011,Couple with children,West,No,0.96517,4556,4840,0.96001,0.97034
2011,Couple with children,East,Yes,0.05334,97,1150,0.04034,0.06633
2011,Couple with children,East,No,0.94666,1053,1150,0.93367,0.95966
2011,Multi-generational household,West,No,0.97685,84,84,0.94451,1.00920
2011,Other Combinations,West,No,0.99168,77,77,0.97127,1.01210
2012,Single-person household,West,Yes,0.03154,76,2718,0.02497,0.03812
