"e11102","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1984","Saarland","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Saarland","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Saarland","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1984","Berlin","kein Migrationshintergrund","105","0.420187468264556","0.363378822189531","0.476996114339582"
"nicht erwerbstätig","1984","Berlin","direkter Migrationshintergrund","24","","",""
"nicht erwerbstätig","1984","Berlin","indirekter Migrationshintergrund","1","","",""
"nicht erwerbstätig","1984","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1984","Brandenburg","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Brandenburg","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Brandenburg","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1984","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1984","Sachsen","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Sachsen","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Sachsen","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1984","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1984","Thueringen","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Thueringen","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Thueringen","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1984","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Schleswig-Holstein","kein Migrationshintergrund","207","0.583250347089209","0.530922119151713","0.635578575026706"
"erwerbstätig","1984","Schleswig-Holstein","direkter Migrationshintergrund","27","","",""
"erwerbstätig","1984","Schleswig-Holstein","indirekter Migrationshintergrund","2","","",""
"erwerbstätig","1984","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Hamburg","kein Migrationshintergrund","122","0.50242139869813","0.436351801026052","0.568490996370208"
"erwerbstätig","1984","Hamburg","direkter Migrationshintergrund","66","0.696574164560906","0.60051988599258","0.792628443129231"
"erwerbstätig","1984","Hamburg","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1984","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Niedersachsen","kein Migrationshintergrund","569","0.516974794403727","0.486412746590625","0.547536842216829"
"erwerbstätig","1984","Niedersachsen","direkter Migrationshintergrund","123","0.580863730450252","0.512480778434295","0.64924668246621"
"erwerbstätig","1984","Niedersachsen","indirekter Migrationshintergrund","4","","",""
"erwerbstätig","1984","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Bremen","kein Migrationshintergrund","36","0.320990124302424","0.228558851365067","0.413421397239781"
"erwerbstätig","1984","Bremen","direkter Migrationshintergrund","25","","",""
"erwerbstätig","1984","Bremen","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1984","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Nordrhein-Westfalen","kein Migrationshintergrund","1292","0.535762525376312","0.515233014842706","0.556292035909919"
"erwerbstätig","1984","Nordrhein-Westfalen","direkter Migrationshintergrund","621","0.610925033432773","0.579906190775066","0.64194387609048"
"erwerbstätig","1984","Nordrhein-Westfalen","indirekter Migrationshintergrund","19","","",""
"erwerbstätig","1984","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Hessen","kein Migrationshintergrund","461","0.57193189297214","0.536869143627133","0.606994642317147"
"erwerbstätig","1984","Hessen","direkter Migrationshintergrund","321","0.62122869466841","0.577374266629581","0.66508312270724"
"erwerbstätig","1984","Hessen","indirekter Migrationshintergrund","5","","",""
"erwerbstätig","1984","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","374","0.514032242989155","0.476900752744756","0.551163733233554"
"erwerbstätig","1984","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","111","0.684443539446481","0.610071478964714","0.758815599928247"
"erwerbstätig","1984","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","2","","",""
"erwerbstätig","1984","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Baden-Wuerttemberg","kein Migrationshintergrund","818","0.57434218080732","0.547937558638657","0.600746802975983"
"erwerbstätig","1984","Baden-Wuerttemberg","direkter Migrationshintergrund","656","0.733993235252778","0.704732286252321","0.763254184253235"
"erwerbstätig","1984","Baden-Wuerttemberg","indirekter Migrationshintergrund","19","","",""
"erwerbstätig","1984","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Bayern","kein Migrationshintergrund","1012","0.593841613253344","0.569911659529886","0.617771566976802"
"erwerbstätig","1984","Bayern","direkter Migrationshintergrund","329","0.659367940293656","0.615384688417712","0.703351192169601"
"erwerbstätig","1984","Bayern","indirekter Migrationshintergrund","18","","",""
"erwerbstätig","1984","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Saarland","kein Migrationshintergrund","","","",""
"erwerbstätig","1984","Saarland","direkter Migrationshintergrund","","","",""
"erwerbstätig","1984","Saarland","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1984","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Berlin","kein Migrationshintergrund","185","0.579812531735444","0.523003885660418","0.636621177810469"
"erwerbstätig","1984","Berlin","direkter Migrationshintergrund","92","0.789647875848654","0.715481119952822","0.863814631744486"
"erwerbstätig","1984","Berlin","indirekter Migrationshintergrund","1","","",""
"erwerbstätig","1984","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Brandenburg","kein Migrationshintergrund","","","",""
"erwerbstätig","1984","Brandenburg","direkter Migrationshintergrund","","","",""
"erwerbstätig","1984","Brandenburg","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1984","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"erwerbstätig","1984","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"erwerbstätig","1984","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1984","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Sachsen","kein Migrationshintergrund","","","",""
"erwerbstätig","1984","Sachsen","direkter Migrationshintergrund","","","",""
"erwerbstätig","1984","Sachsen","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1984","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"erwerbstätig","1984","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"erwerbstätig","1984","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1984","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Thueringen","kein Migrationshintergrund","","","",""
"erwerbstätig","1984","Thueringen","direkter Migrationshintergrund","","","",""
"erwerbstätig","1984","Thueringen","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1984","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Schleswig-Holstein","kein Migrationshintergrund","126","0.43460805773108","0.379691966651104","0.489524148811056"
"nicht erwerbstätig","1985","Schleswig-Holstein","direkter Migrationshintergrund","11","","",""
"nicht erwerbstätig","1985","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Hamburg","kein Migrationshintergrund","88","0.474691225063911","0.40699134839704","0.542391101730781"
"nicht erwerbstätig","1985","Hamburg","direkter Migrationshintergrund","19","","",""
"nicht erwerbstätig","1985","Hamburg","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1985","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Niedersachsen","kein Migrationshintergrund","417","0.477060067387933","0.445214820320688","0.508905314455179"
"nicht erwerbstätig","1985","Niedersachsen","direkter Migrationshintergrund","60","0.409306873653929","0.331647620759463","0.486966126548396"
"nicht erwerbstätig","1985","Niedersachsen","indirekter Migrationshintergrund","5","","",""
"nicht erwerbstätig","1985","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Bremen","kein Migrationshintergrund","54","0.661568022250092","0.563810590213006","0.759325454287178"
"nicht erwerbstätig","1985","Bremen","direkter Migrationshintergrund","11","","",""
"nicht erwerbstätig","1985","Bremen","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Nordrhein-Westfalen","kein Migrationshintergrund","895","0.456948886882893","0.435739076854976","0.47815869691081"
"nicht erwerbstätig","1985","Nordrhein-Westfalen","direkter Migrationshintergrund","286","0.404293349007617","0.370286403896507","0.438300294118726"
"nicht erwerbstätig","1985","Nordrhein-Westfalen","indirekter Migrationshintergrund","21","","",""
"nicht erwerbstätig","1985","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Hessen","kein Migrationshintergrund","287","0.443853166368594","0.407126219712834","0.480580113024355"
"nicht erwerbstätig","1985","Hessen","direkter Migrationshintergrund","130","0.385824485204441","0.339269672070071","0.432379298338811"
"nicht erwerbstätig","1985","Hessen","indirekter Migrationshintergrund","7","","",""
"nicht erwerbstätig","1985","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","295","0.49238801273665","0.453472466346771","0.531303559126528"
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","36","0.337034086832378","0.255463093889284","0.418605079775473"
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","4","","",""
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Baden-Wuerttemberg","kein Migrationshintergrund","446","0.404040640918984","0.376527933105888","0.43155334873208"
"nicht erwerbstätig","1985","Baden-Wuerttemberg","direkter Migrationshintergrund","217","0.309605149526939","0.277263205430314","0.341947093623565"
"nicht erwerbstätig","1985","Baden-Wuerttemberg","indirekter Migrationshintergrund","16","","",""
"nicht erwerbstätig","1985","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Bayern","kein Migrationshintergrund","556","0.414078041286708","0.389025842358638","0.439130240214779"
"nicht erwerbstätig","1985","Bayern","direkter Migrationshintergrund","96","0.339283038383691","0.291803639500463","0.386762437266919"
"nicht erwerbstätig","1985","Bayern","indirekter Migrationshintergrund","12","","",""
"nicht erwerbstätig","1985","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Saarland","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Saarland","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Saarland","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Berlin","kein Migrationshintergrund","94","0.428390705822151","0.368125329918049","0.488656081726252"
"nicht erwerbstätig","1985","Berlin","direkter Migrationshintergrund","24","","",""
"nicht erwerbstätig","1985","Berlin","indirekter Migrationshintergrund","3","","",""
"nicht erwerbstätig","1985","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Brandenburg","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Brandenburg","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Brandenburg","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Sachsen","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Sachsen","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Sachsen","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Thueringen","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Thueringen","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Thueringen","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1985","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Schleswig-Holstein","kein Migrationshintergrund","187","0.56539194226892","0.510475851188944","0.620308033348896"
"erwerbstätig","1985","Schleswig-Holstein","direkter Migrationshintergrund","28","","",""
"erwerbstätig","1985","Schleswig-Holstein","indirekter Migrationshintergrund","1","","",""
"erwerbstätig","1985","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Hamburg","kein Migrationshintergrund","121","0.52530877493609","0.457608898269219","0.59300865160296"
"erwerbstätig","1985","Hamburg","direkter Migrationshintergrund","50","0.703304700474588","0.595521608358241","0.811087792590935"
"erwerbstätig","1985","Hamburg","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1985","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Niedersachsen","kein Migrationshintergrund","528","0.522939932612067","0.491094685544822","0.554785179679312"
"erwerbstätig","1985","Niedersachsen","direkter Migrationshintergrund","94","0.590693126346071","0.513033873451604","0.668352379240537"
"erwerbstätig","1985","Niedersachsen","indirekter Migrationshintergrund","3","","",""
"erwerbstätig","1985","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Bremen","kein Migrationshintergrund","36","0.338431977749908","0.240674545712822","0.436189409786994"
"erwerbstätig","1985","Bremen","direkter Migrationshintergrund","15","","",""
"erwerbstätig","1985","Bremen","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1985","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Nordrhein-Westfalen","kein Migrationshintergrund","1224","0.543051113117107","0.52184130308919","0.564260923145024"
"erwerbstätig","1985","Nordrhein-Westfalen","direkter Migrationshintergrund","514","0.595706650992383","0.561699705881274","0.629713596103493"
"erwerbstätig","1985","Nordrhein-Westfalen","indirekter Migrationshintergrund","21","","",""
"erwerbstätig","1985","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Hessen","kein Migrationshintergrund","416","0.556146833631406","0.519419886975645","0.592873780287166"
"erwerbstätig","1985","Hessen","direkter Migrationshintergrund","290","0.614175514795559","0.567620701661189","0.660730327929929"
"erwerbstätig","1985","Hessen","indirekter Migrationshintergrund","4","","",""
"erwerbstätig","1985","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","339","0.507611987263351","0.468696440873472","0.546527533653229"
"erwerbstätig","1985","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","93","0.662965913167622","0.581394920224527","0.744536906110716"
"erwerbstätig","1985","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","5","","",""
"erwerbstätig","1985","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Baden-Wuerttemberg","kein Migrationshintergrund","776","0.595959359081016","0.56844665126792","0.623472066894112"
"erwerbstätig","1985","Baden-Wuerttemberg","direkter Migrationshintergrund","568","0.690394850473061","0.658052906376435","0.722736794569686"
"erwerbstätig","1985","Baden-Wuerttemberg","indirekter Migrationshintergrund","18","","",""
"erwerbstätig","1985","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Bayern","kein Migrationshintergrund","929","0.585921958713292","0.560869759785221","0.610974157641362"
"erwerbstätig","1985","Bayern","direkter Migrationshintergrund","286","0.660716961616309","0.613237562733081","0.708196360499537"
"erwerbstätig","1985","Bayern","indirekter Migrationshintergrund","18","","",""
"erwerbstätig","1985","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Saarland","kein Migrationshintergrund","","","",""
"erwerbstätig","1985","Saarland","direkter Migrationshintergrund","","","",""
"erwerbstätig","1985","Saarland","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1985","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Berlin","kein Migrationshintergrund","165","0.571609294177849","0.511343918273748","0.631874670081951"
"erwerbstätig","1985","Berlin","direkter Migrationshintergrund","78","0.794300569393778","0.715857065055473","0.872744073732082"
"erwerbstätig","1985","Berlin","indirekter Migrationshintergrund","1","","",""
"erwerbstätig","1985","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Brandenburg","kein Migrationshintergrund","","","",""
"erwerbstätig","1985","Brandenburg","direkter Migrationshintergrund","","","",""
"erwerbstätig","1985","Brandenburg","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1985","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"erwerbstätig","1985","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"erwerbstätig","1985","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1985","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Sachsen","kein Migrationshintergrund","","","",""
"erwerbstätig","1985","Sachsen","direkter Migrationshintergrund","","","",""
"erwerbstätig","1985","Sachsen","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1985","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"erwerbstätig","1985","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"erwerbstätig","1985","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1985","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Thueringen","kein Migrationshintergrund","","","",""
"erwerbstätig","1985","Thueringen","direkter Migrationshintergrund","","","",""
"erwerbstätig","1985","Thueringen","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1985","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","Schleswig-Holstein","kein Migrationshintergrund","98","0.366224043730119","0.310192804542193","0.422255282918044"
"nicht erwerbstätig","1986","Schleswig-Holstein","direkter Migrationshintergrund","10","","",""
"nicht erwerbstätig","1986","Schleswig-Holstein","indirekter Migrationshintergrund","1","","",""
"nicht erwerbstätig","1986","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","Hamburg","kein Migrationshintergrund","77","0.473238993064954","0.401097313368025","0.545380672761884"
"nicht erwerbstätig","1986","Hamburg","direkter Migrationshintergrund","25","","",""
"nicht erwerbstätig","1986","Hamburg","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1986","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","Niedersachsen","kein Migrationshintergrund","388","0.457507032296151","0.425419335808602","0.489594728783699"
"nicht erwerbstätig","1986","Niedersachsen","direkter Migrationshintergrund","67","0.446767323531671","0.372469091418427","0.521065555644915"
"nicht erwerbstätig","1986","Niedersachsen","indirekter Migrationshintergrund","6","","",""
"nicht erwerbstätig","1986","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","Bremen","kein Migrationshintergrund","48","0.66490062896979","0.56455376456466","0.76524749337492"
"nicht erwerbstätig","1986","Bremen","direkter Migrationshintergrund","11","","",""
"nicht erwerbstätig","1986","Bremen","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1986","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","Nordrhein-Westfalen","kein Migrationshintergrund","862","0.461100845103095","0.439469440646946","0.482732249559245"
"nicht erwerbstätig","1986","Nordrhein-Westfalen","direkter Migrationshintergrund","275","0.404861939260518","0.370258387133464","0.439465491387573"
"nicht erwerbstätig","1986","Nordrhein-Westfalen","indirekter Migrationshintergrund","17","","",""
"nicht erwerbstätig","1986","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","Hessen","kein Migrationshintergrund","266","0.448280350278953","0.410367936251395","0.486192764306511"
"nicht erwerbstätig","1986","Hessen","direkter Migrationshintergrund","111","0.384763512622764","0.335715640196927","0.433811385048601"
"nicht erwerbstätig","1986","Hessen","indirekter Migrationshintergrund","7","","",""
"nicht erwerbstätig","1986","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","278","0.477173143332439","0.438293667387308","0.51605261927757"
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","33","0.320590043725255","0.239100143275203","0.402079944175307"
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","4","","",""
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","Baden-Wuerttemberg","kein Migrationshintergrund","418","0.388520381104237","0.360698333804072","0.416342428404403"
