"e11102","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","1314","0.533740201694317","0.515199484053284","0.552280919335351"
"nicht erwerbstätig","1996","2","Ländlicher Raum","540","0.448791227782744","0.423451760911121","0.474130694654368"
"nicht erwerbstätig","1996","2","Städtischer Raum","882","0.442261331196728","0.422312233573366","0.46221042882009"
"nicht erwerbstätig","1996","3","Ländlicher Raum","178","0.278818513554924","0.246979933274235","0.310657093835613"
"nicht erwerbstätig","1996","3","Städtischer Raum","435","0.340933244190355","0.317312024836981","0.364554463543729"
"nicht erwerbstätig","1996","4","Ländlicher Raum","85","0.268590593942895","0.2252633828713","0.31191780501449"
"nicht erwerbstätig","1996","4","Städtischer Raum","274","0.290632725468689","0.264344358168328","0.31692109276905"
"nicht erwerbstätig","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","34","0.274485791650311","0.208743573487606","0.340228009813016"
"nicht erwerbstätig","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","152","0.274883970805636","0.240719505195452","0.30904843641582"
"erwerbstätig","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","937","0.49856251757585","0.474524381417157","0.522600653734542"
"erwerbstätig","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","1312","0.454986765965379","0.43585313685685","0.474120395073909"
"erwerbstätig","1997","2","Ländlicher Raum","907","0.545202251876761","0.519677450103693","0.570727053649829"
"erwerbstätig","1997","2","Städtischer Raum","1416","0.526619570729586","0.506415553320013","0.546823588139159"
"erwerbstätig","1997","3","Ländlicher Raum","540","0.669752240988764","0.635588971349447","0.703915510628081"
"erwerbstätig","1997","3","Städtischer Raum","1158","0.653964553505095","0.630835449599336","0.677093657410854"
"erwerbstätig","1997","4","Ländlicher Raum","352","0.699814565183236","0.657792606863256","0.741836523503217"
"erwerbstätig","1997","4","Städtischer Raum","860","0.712847429552786","0.68638602692209","0.739308832183482"
"erwerbstätig","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","128","0.775436020277108","0.710573687744102","0.840298352810114"
"erwerbstätig","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","517","0.752789678221854","0.719952830828809","0.785626525614898"
"nicht erwerbstätig","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","725","0.50143748242415","0.477399346265458","0.525475618582843"
"nicht erwerbstätig","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","1290","0.545013234034621","0.525879604926091","0.56414686314315"
"nicht erwerbstätig","1997","2","Ländlicher Raum","555","0.454797748123239","0.429272946350171","0.480322549896307"
"nicht erwerbstätig","1997","2","Städtischer Raum","930","0.473380429270414","0.453176411860841","0.493584446679987"
"nicht erwerbstätig","1997","3","Ländlicher Raum","188","0.330247759011236","0.296084489371919","0.364411028650553"
"nicht erwerbstätig","1997","3","Städtischer Raum","467","0.346035446494905","0.322906342589146","0.369164550400664"
"nicht erwerbstätig","1997","4","Ländlicher Raum","105","0.300185434816763","0.258163476496783","0.342207393136744"
"nicht erwerbstätig","1997","4","Städtischer Raum","263","0.287152570447214","0.260691167816518","0.31361397307791"
"nicht erwerbstätig","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","31","0.224563979722892","0.159701647189886","0.289426312255898"
"nicht erwerbstätig","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","146","0.247210321778146","0.214373474385102","0.280047169171191"
"erwerbstätig","1998","1 Einkommensschwächstes Quintil","Ländlicher Raum","1017","0.480817091119991","0.458043591322361","0.503590590917621"
"erwerbstätig","1998","1 Einkommensschwächstes Quintil","Städtischer Raum","1400","0.463536485453484","0.444969479136426","0.482103491770542"
"erwerbstätig","1998","2","Ländlicher Raum","914","0.536518183217542","0.511274318298851","0.561762048136233"
"erwerbstätig","1998","2","Städtischer Raum","1534","0.524490241294386","0.505320069776014","0.543660412812759"
"erwerbstätig","1998","3","Ländlicher Raum","633","0.62916978752871","0.597310267840196","0.661029307217223"
"erwerbstätig","1998","3","Städtischer Raum","1155","0.630991227885107","0.607985565360414","0.653996890409801"
"erwerbstätig","1998","4","Ländlicher Raum","397","0.703880499160496","0.664790521834841","0.742970476486151"
"erwerbstätig","1998","4","Städtischer Raum","1022","0.693672593702092","0.669551919065574","0.71779326833861"
"erwerbstätig","1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","166","0.688276230412609","0.6274820504242","0.749070410401018"
"erwerbstätig","1998","5 Einkommensstärkstes Quintil","Städtischer Raum","617","0.748523132745916","0.718249731057085","0.778796534434748"
"nicht erwerbstätig","1998","1 Einkommensschwächstes Quintil","Ländlicher Raum","832","0.519182908880009","0.496409409082379","0.541956408677639"
"nicht erwerbstätig","1998","1 Einkommensschwächstes Quintil","Städtischer Raum","1371","0.536463514546516","0.517896508229458","0.555030520863574"
"nicht erwerbstätig","1998","2","Ländlicher Raum","585","0.463481816782458","0.438237951863767","0.488725681701149"
"nicht erwerbstätig","1998","2","Städtischer Raum","1073","0.475509758705613","0.456339587187241","0.494679930223986"
"nicht erwerbstätig","1998","3","Ländlicher Raum","250","0.37083021247129","0.338970692782777","0.402689732159804"
"nicht erwerbstätig","1998","3","Städtischer Raum","535","0.369008772114893","0.346003109590199","0.392014434639586"
"nicht erwerbstätig","1998","4","Ländlicher Raum","127","0.296119500839504","0.257029523513849","0.335209478165159"
"nicht erwerbstätig","1998","4","Städtischer Raum","381","0.306327406297908","0.28220673166139","0.330448080934426"
"nicht erwerbstätig","1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","57","0.311723769587391","0.250929589598982","0.3725179495758"
"nicht erwerbstätig","1998","5 Einkommensstärkstes Quintil","Städtischer Raum","172","0.251476867254084","0.221203465565252","0.281750268942915"
"erwerbstätig","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","862","0.492789327649495","0.467770886300599","0.517807768998392"
"erwerbstätig","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","1207","0.482185123721936","0.461887239624413","0.502483007819459"
"erwerbstätig","1999","2","Ländlicher Raum","997","0.561547478936861","0.537119474824106","0.585975483049617"
"erwerbstätig","1999","2","Städtischer Raum","1522","0.55477286655245","0.535345502786898","0.574200230318001"
"erwerbstätig","1999","3","Ländlicher Raum","584","0.593600204379002","0.560887766844715","0.626312641913289"
"erwerbstätig","1999","3","Städtischer Raum","1183","0.656263009188515","0.633645567143323","0.678880451233707"
"erwerbstätig","1999","4","Ländlicher Raum","469","0.749763763816757","0.714753389739951","0.784774137893563"
"erwerbstätig","1999","4","Städtischer Raum","1051","0.687026719159718","0.662874507312325","0.711178931007111"
"erwerbstätig","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","180","0.69576080426466","0.637185914529557","0.754335693999763"
"erwerbstätig","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","710","0.734595109091372","0.705938212995928","0.763252005186815"
"nicht erwerbstätig","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","672","0.507210672350505","0.482192231001608","0.532229113699401"
"nicht erwerbstätig","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","1121","0.517814876278064","0.497516992180541","0.538112760375587"
"nicht erwerbstätig","1999","2","Ländlicher Raum","588","0.438452521063138","0.414024516950383","0.462880525175894"
"nicht erwerbstätig","1999","2","Städtischer Raum","992","0.445227133447551","0.425799769681999","0.464654497213102"
"nicht erwerbstätig","1999","3","Ländlicher Raum","282","0.406399795620998","0.373687358086711","0.439112233155285"
"nicht erwerbstätig","1999","3","Städtischer Raum","511","0.343736990811485","0.321119548766293","0.366354432856677"
"nicht erwerbstätig","1999","4","Ländlicher Raum","119","0.250236236183243","0.215225862106437","0.285246610260049"
"nicht erwerbstätig","1999","4","Städtischer Raum","365","0.312973280840282","0.288821068992889","0.337125492687675"
"nicht erwerbstätig","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","57","0.30423919573534","0.245664306000237","0.362814085470443"
"nicht erwerbstätig","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","202","0.265404890908628","0.236747994813185","0.294061787004071"
"erwerbstätig","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","1375","0.501431936013537","0.482052061958813","0.52081181006826"
"erwerbstätig","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","1871","0.479891886759201","0.463822321248686","0.495961452269716"
"erwerbstätig","2000","2","Ländlicher Raum","1600","0.54602983969746","0.527336509393834","0.564723170001087"
"erwerbstätig","2000","2","Städtischer Raum","2407","0.55481171686276","0.539591782063283","0.570031651662237"
"erwerbstätig","2000","3","Ländlicher Raum","1073","0.660124416721093","0.636467365404792","0.683781468037393"
"erwerbstätig","2000","3","Städtischer Raum","2066","0.642596965907389","0.62577570726941","0.659418224545368"
"erwerbstätig","2000","4","Ländlicher Raum","820","0.746847725429034","0.720721045474132","0.772974405383937"
"erwerbstätig","2000","4","Städtischer Raum","2002","0.696065198495475","0.678964297468173","0.713166099522777"
"erwerbstätig","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","440","0.77192335652476","0.736696220425005","0.807150492624515"
"erwerbstätig","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","1460","0.717761527368407","0.69788625116988","0.737636803566934"
"nicht erwerbstätig","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","1182","0.498568063986463","0.47918818993174","0.517947938041187"
"nicht erwerbstätig","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","1842","0.520108113240799","0.504038547730284","0.536177678751314"
"nicht erwerbstätig","2000","2","Ländlicher Raum","1125","0.45397016030254","0.435276829998913","0.472663490606166"
"nicht erwerbstätig","2000","2","Städtischer Raum","1689","0.44518828313724","0.429968348337763","0.460408217936717"
"nicht erwerbstätig","2000","3","Ländlicher Raum","467","0.339875583278907","0.316218531962607","0.363532634595208"
"nicht erwerbstätig","2000","3","Städtischer Raum","1052","0.357403034092611","0.340581775454631","0.37422429273059"
"nicht erwerbstätig","2000","4","Ländlicher Raum","244","0.253152274570966","0.227025594616063","0.279278954525868"
"nicht erwerbstätig","2000","4","Städtischer Raum","777","0.303934801504525","0.286833900477223","0.321035702531827"
"nicht erwerbstätig","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","105","0.22807664347524","0.192849507375485","0.263303779574995"
"nicht erwerbstätig","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","510","0.282238472631593","0.262363196433066","0.30211374883012"
"erwerbstätig","2001","1 Einkommensschwächstes Quintil","Ländlicher Raum","1144","0.486746146307717","0.465618737715684","0.507873554899749"
"erwerbstätig","2001","1 Einkommensschwächstes Quintil","Städtischer Raum","1594","0.496674372439103","0.47906239936913","0.514286345509075"
"erwerbstätig","2001","2","Ländlicher Raum","1423","0.569095412392694","0.549124806297836","0.589066018487552"
"erwerbstätig","2001","2","Städtischer Raum","2120","0.556268982650037","0.540057708785098","0.572480256514977"
"erwerbstätig","2001","3","Ländlicher Raum","990","0.621523705127036","0.597109269982869","0.645938140271203"
"erwerbstätig","2001","3","Städtischer Raum","1985","0.63524156575493","0.618050898567773","0.652432232942086"
"erwerbstätig","2001","4","Ländlicher Raum","807","0.731735858089908","0.705263024047064","0.758208692132753"
"erwerbstätig","2001","4","Städtischer Raum","1911","0.701110127237353","0.683641474331831","0.718578780142874"
"erwerbstätig","2001","5 Einkommensstärkstes Quintil","Ländlicher Raum","432","0.749445242336392","0.713064536541381","0.785825948131402"
"erwerbstätig","2001","5 Einkommensstärkstes Quintil","Städtischer Raum","1449","0.737821386493922","0.71813808065525","0.757504692332594"
"nicht erwerbstätig","2001","1 Einkommensschwächstes Quintil","Ländlicher Raum","1006","0.513253853692283","0.492126445100251","0.534381262284316"
"nicht erwerbstätig","2001","1 Einkommensschwächstes Quintil","Städtischer Raum","1502","0.503325627560897","0.485713654490925","0.52093760063087"
"nicht erwerbstätig","2001","2","Ländlicher Raum","939","0.430904587607306","0.410933981512448","0.450875193702164"
"nicht erwerbstätig","2001","2","Städtischer Raum","1488","0.443731017349963","0.427519743485023","0.459942291214902"
"nicht erwerbstätig","2001","3","Ländlicher Raum","526","0.378476294872964","0.354061859728797","0.402890730017131"
"nicht erwerbstätig","2001","3","Städtischer Raum","1027","0.36475843424507","0.347567767057914","0.381949101432227"
"nicht erwerbstätig","2001","4","Ländlicher Raum","269","0.268264141910092","0.241791307867247","0.294736975952936"
"nicht erwerbstätig","2001","4","Städtischer Raum","727","0.298889872762647","0.281421219857126","0.316358525668169"
"nicht erwerbstätig","2001","5 Einkommensstärkstes Quintil","Ländlicher Raum","113","0.250554757663608","0.214174051868598","0.286935463458619"
"nicht erwerbstätig","2001","5 Einkommensstärkstes Quintil","Städtischer Raum","469","0.262178613506078","0.242495307667406","0.28186191934475"
"erwerbstätig","2002","1 Einkommensschwächstes Quintil","Ländlicher Raum","983","0.490669697059267","0.468137854749538","0.513201539368997"
"erwerbstätig","2002","1 Einkommensschwächstes Quintil","Städtischer Raum","1383","0.478409470387649","0.459796818952927","0.497022121822371"
"erwerbstätig","2002","2","Ländlicher Raum","1168","0.543403584563597","0.52195588518247","0.564851283944724"
"erwerbstätig","2002","2","Städtischer Raum","1941","0.575977709758107","0.559028978915739","0.592926440600476"
"erwerbstätig","2002","3","Ländlicher Raum","1042","0.644805267397798","0.621117582979175","0.66849295181642"
"erwerbstätig","2002","3","Städtischer Raum","1806","0.609930851204238","0.591950577906438","0.627911124502037"
"erwerbstätig","2002","4","Ländlicher Raum","983","0.731542382717548","0.70743398448705","0.755650780948046"
"erwerbstätig","2002","4","Städtischer Raum","2079","0.676829722977733","0.659872161441337","0.693787284514129"
"erwerbstätig","2002","5 Einkommensstärkstes Quintil","Ländlicher Raum","754","0.737291557836964","0.709437053637838","0.76514606203609"
"erwerbstätig","2002","5 Einkommensstärkstes Quintil","Städtischer Raum","2647","0.734957226119931","0.720242565826674","0.749671886413188"
"nicht erwerbstätig","2002","1 Einkommensschwächstes Quintil","Ländlicher Raum","908","0.509330302940733","0.486798460631003","0.531862145250462"
"nicht erwerbstätig","2002","1 Einkommensschwächstes Quintil","Städtischer Raum","1384","0.521590529612351","0.502977878177629","0.540203181047073"
"nicht erwerbstätig","2002","2","Ländlicher Raum","904","0.456596415436403","0.435148716055276","0.47804411481753"
"nicht erwerbstätig","2002","2","Städtischer Raum","1325","0.424022290241893","0.407073559399524","0.440971021084261"
"nicht erwerbstätig","2002","3","Ländlicher Raum","526","0.355194732602202","0.331507048183579","0.378882417020825"
"nicht erwerbstätig","2002","3","Städtischer Raum","1021","0.390069148795762","0.372088875497963","0.408049422093562"
"nicht erwerbstätig","2002","4","Ländlicher Raum","315","0.268457617282452","0.244349219051954","0.29256601551295"
"nicht erwerbstätig","2002","4","Städtischer Raum","843","0.323170277022267","0.306212715485871","0.340127838558663"
"nicht erwerbstätig","2002","5 Einkommensstärkstes Quintil","Ländlicher Raum","205","0.262708442163036","0.23485393796391","0.290562946362162"
"nicht erwerbstätig","2002","5 Einkommensstärkstes Quintil","Städtischer Raum","809","0.265042773880069","0.250328113586812","0.279757434173326"
"erwerbstätig","2003","1 Einkommensschwächstes Quintil","Ländlicher Raum","903","0.468977060769928","0.445884647935094","0.492069473604763"
"erwerbstätig","2003","1 Einkommensschwächstes Quintil","Städtischer Raum","1265","0.459960613181586","0.440605012292518","0.479316214070655"
"erwerbstätig","2003","2","Ländlicher Raum","1143","0.555520143261706","0.533436829865183","0.577603456658228"
"erwerbstätig","2003","2","Städtischer Raum","1828","0.557212014156147","0.53986870204922","0.574555326263073"
"erwerbstätig","2003","3","Ländlicher Raum","961","0.606491594687055","0.582004698041891","0.630978491332219"
"erwerbstätig","2003","3","Städtischer Raum","1808","0.630011466885279","0.612185793044586","0.647837140725972"
"erwerbstätig","2003","4","Ländlicher Raum","968","0.707089865439001","0.682603905473967","0.731575825404035"
"erwerbstätig","2003","4","Städtischer Raum","2111","0.667570754603607","0.650749949131942","0.684391560075272"
"erwerbstätig","2003","5 Einkommensstärkstes Quintil","Ländlicher Raum","687","0.751824638757877","0.723138200966513","0.780511076549241"
"erwerbstätig","2003","5 Einkommensstärkstes Quintil","Städtischer Raum","2353","0.700559842005699","0.684618399726455","0.716501284284943"
"nicht erwerbstätig","2003","1 Einkommensschwächstes Quintil","Ländlicher Raum","891","0.531022939230072","0.507930526395237","0.554115352064906"
"nicht erwerbstätig","2003","1 Einkommensschwächstes Quintil","Städtischer Raum","1282","0.540039386818414","0.520683785929345","0.559394987707482"
"nicht erwerbstätig","2003","2","Ländlicher Raum","802","0.444479856738294","0.422396543341772","0.466563170134816"
"nicht erwerbstätig","2003","2","Städtischer Raum","1323","0.442787985843854","0.425444673736927","0.46013129795078"
"nicht erwerbstätig","2003","3","Ländlicher Raum","568","0.393508405312945","0.369021508667781","0.41799530195811"
"nicht erwerbstätig","2003","3","Städtischer Raum","1010","0.369988533114721","0.352162859274028","0.387814206955414"
"nicht erwerbstätig","2003","4","Ländlicher Raum","359","0.292910134560999","0.268424174595965","0.317396094526033"
"nicht erwerbstätig","2003","4","Städtischer Raum","902","0.332429245396393","0.315608439924728","0.349250050868058"
"nicht erwerbstätig","2003","5 Einkommensstärkstes Quintil","Ländlicher Raum","184","0.248175361242123","0.219488923450759","0.276861799033487"
"nicht erwerbstätig","2003","5 Einkommensstärkstes Quintil","Städtischer Raum","818","0.299440157994301","0.283498715715057","0.315381600273545"
"erwerbstätig","2004","1 Einkommensschwächstes Quintil","Ländlicher Raum","871","0.494171475037046","0.470446865554067","0.517896084520025"
"erwerbstätig","2004","1 Einkommensschwächstes Quintil","Städtischer Raum","1205","0.459397394151911","0.43989366505552","0.478901123248301"
"erwerbstätig","2004","2","Ländlicher Raum","1041","0.517483422100236","0.494792820851963","0.540174023348509"
"erwerbstätig","2004","2","Städtischer Raum","1789","0.560085336805786","0.542640005685065","0.577530667926507"
"erwerbstätig","2004","3","Ländlicher Raum","935","0.609650524611814","0.585012670402183","0.634288378821444"
"erwerbstätig","2004","3","Städtischer Raum","1609","0.59100231884441","0.57214053112945","0.609864106559371"
"erwerbstätig","2004","4","Ländlicher Raum","937","0.698495338844691","0.673539493421366","0.723451184268015"
"erwerbstätig","2004","4","Städtischer Raum","2040","0.656495585172736","0.639411245040412","0.673579925305059"
"erwerbstätig","2004","5 Einkommensstärkstes Quintil","Ländlicher Raum","720","0.738148631113766","0.709693358097137","0.766603904130394"
"erwerbstätig","2004","5 Einkommensstärkstes Quintil","Städtischer Raum","2320","0.72467785329531","0.709016973782841","0.740338732807779"
"nicht erwerbstätig","2004","1 Einkommensschwächstes Quintil","Ländlicher Raum","835","0.505828524962954","0.482103915479975","0.529553134445932"
"nicht erwerbstätig","2004","1 Einkommensschwächstes Quintil","Städtischer Raum","1303","0.54060260584809","0.521098876751699","0.56010633494448"
"nicht erwerbstätig","2004","2","Ländlicher Raum","822","0.482516577899764","0.459825976651491","0.505207179148037"
"nicht erwerbstätig","2004","2","Städtischer Raum","1321","0.439914663194214","0.422469332073493","0.457359994314935"
"nicht erwerbstätig","2004","3","Ländlicher Raum","571","0.390349475388187","0.365711621178556","0.414987329597817"
"nicht erwerbstätig","2004","3","Städtischer Raum","1001","0.40899768115559","0.390135893440629","0.42785946887055"
"nicht erwerbstätig","2004","4","Ländlicher Raum","362","0.301504661155309","0.276548815731985","0.326460506578634"
"nicht erwerbstätig","2004","4","Städtischer Raum","928","0.343504414827264","0.326420074694941","0.360588754959588"
"nicht erwerbstätig","2004","5 Einkommensstärkstes Quintil","Ländlicher Raum","197","0.261851368886234","0.233396095869606","0.290306641902863"
"nicht erwerbstätig","2004","5 Einkommensstärkstes Quintil","Städtischer Raum","805","0.27532214670469","0.259661267192221","0.290983026217159"
"erwerbstätig","2005","1 Einkommensschwächstes Quintil","Ländlicher Raum","832","0.489672689851488","0.465888710644267","0.513456669058709"
"erwerbstätig","2005","1 Einkommensschwächstes Quintil","Städtischer Raum","1203","0.475967219428526","0.456279672476257","0.495654766380795"
"erwerbstätig","2005","2","Ländlicher Raum","979","0.546535405123611","0.523264166554014","0.569806643693208"
"erwerbstätig","2005","2","Städtischer Raum","1559","0.538831443525608","0.520436313681584","0.557226573369633"
"erwerbstätig","2005","3","Ländlicher Raum","888","0.614175777611253","0.588856867565744","0.639494687656762"
"erwerbstätig","2005","3","Städtischer Raum","1531","0.627824192523186","0.608683478180843","0.646964906865529"
"erwerbstätig","2005","4","Ländlicher Raum","855","0.702771769236866","0.67681537318725","0.728728165286482"
"erwerbstätig","2005","4","Städtischer Raum","2000","0.673531445811873","0.656399672759013","0.690663218864734"
"erwerbstätig","2005","5 Einkommensstärkstes Quintil","Ländlicher Raum","719","0.767833294619387","0.740355752218393","0.795310837020382"
"erwerbstätig","2005","5 Einkommensstärkstes Quintil","Städtischer Raum","2278","0.723955294030252","0.708228767201295","0.739681820859209"
"nicht erwerbstätig","2005","1 Einkommensschwächstes Quintil","Ländlicher Raum","865","0.510327310148512","0.486543330941291","0.534111289355733"
"nicht erwerbstätig","2005","1 Einkommensschwächstes Quintil","Städtischer Raum","1269","0.524032780571474","0.504345233619205","0.543720327523743"
"nicht erwerbstätig","2005","2","Ländlicher Raum","779","0.453464594876389","0.430193356306792","0.476735833445986"
"nicht erwerbstätig","2005","2","Städtischer Raum","1262","0.461168556474392","0.442773426630367","0.479563686318416"
"nicht erwerbstätig","2005","3","Ländlicher Raum","532","0.385824222388747","0.360505312343238","0.411143132434256"
"nicht erwerbstätig","2005","3","Städtischer Raum","919","0.372175807476814","0.353035093134471","0.391316521819157"
"nicht erwerbstätig","2005","4","Ländlicher Raum","336","0.297228230763134","0.271271834713518","0.32318462681275"
"nicht erwerbstätig","2005","4","Städtischer Raum","878","0.326468554188127","0.309336781135267","0.343600327240987"
"nicht erwerbstätig","2005","5 Einkommensstärkstes Quintil","Ländlicher Raum","188","0.232166705380613","0.204689162979618","0.259644247781607"
"nicht erwerbstätig","2005","5 Einkommensstärkstes Quintil","Städtischer Raum","826","0.276044705969748","0.260318179140791","0.291771232798705"
"erwerbstätig","2006","1 Einkommensschwächstes Quintil","Ländlicher Raum","900","0.486002751055481","0.463159548672327","0.508845953438634"
"erwerbstätig","2006","1 Einkommensschwächstes Quintil","Städtischer Raum","1144","0.441670037002973","0.422361907864999","0.460978166140948"
"erwerbstätig","2006","2","Ländlicher Raum","1016","0.521471945084616","0.499220173611845","0.543723716557388"
"erwerbstätig","2006","2","Städtischer Raum","1707","0.563219785520361","0.545562434410694","0.580877136630028"
"erwerbstätig","2006","3","Ländlicher Raum","996","0.612622921425321","0.588790171640874","0.636455671209769"
"erwerbstätig","2006","3","Städtischer Raum","1565","0.590718343541599","0.571926404905264","0.609510282177934"
"erwerbstätig","2006","4","Ländlicher Raum","929","0.684826151396619","0.659979072423788","0.709673230369449"
"erwerbstätig","2006","4","Städtischer Raum","2118","0.666550849158766","0.650050561524922","0.683051136792611"
"erwerbstätig","2006","5 Einkommensstärkstes Quintil","Ländlicher Raum","730","0.749349796776739","0.721790850014678","0.776908743538799"
"erwerbstätig","2006","5 Einkommensstärkstes Quintil","Städtischer Raum","2345","0.727456877968996","0.71216736007633","0.742746395861662"
"nicht erwerbstätig","2006","1 Einkommensschwächstes Quintil","Ländlicher Raum","939","0.513997248944519","0.491154046561366","0.536840451327673"
"nicht erwerbstätig","2006","1 Einkommensschwächstes Quintil","Städtischer Raum","1397","0.558329962997027","0.539021833859052","0.577638092135001"
"nicht erwerbstätig","2006","2","Ländlicher Raum","920","0.478528054915384","0.456276283442612","0.500779826388155"
"nicht erwerbstätig","2006","2","Städtischer Raum","1324","0.436780214479639","0.419122863369972","0.454437565589306"
"nicht erwerbstätig","2006","3","Ländlicher Raum","609","0.387377078574679","0.363544328790231","0.411209828359126"
"nicht erwerbstätig","2006","3","Städtischer Raum","1065","0.409281656458401","0.390489717822066","0.428073595094736"
"nicht erwerbstätig","2006","4","Ländlicher Raum","414","0.315173848603381","0.290326769630551","0.340020927576212"
"nicht erwerbstätig","2006","4","Städtischer Raum","1018","0.333449150841234","0.316948863207389","0.349949438475078"
