"e11102","year","bula_h","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","1995","Bayern","1 Einkommensschwächstes Quintil","288","0.515155359713128","0.471609863538252","0.558700855888003"
"erwerbstätig","1995","Bayern","2","339","0.593761788775206","0.550756116962697","0.636767460587716"
"erwerbstätig","1995","Bayern","3","239","0.635890412228319","0.583895920399048","0.687884904057589"
"erwerbstätig","1995","Bayern","4","153","0.640052698398835","0.575744175876195","0.704361220921475"
"erwerbstätig","1995","Bayern","5 Einkommensstärkstes Quintil","108","0.770008384562797","0.700049251371787","0.839967517753807"
"erwerbstätig","1995","Saarland","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","1995","Saarland","2","","","",""
"erwerbstätig","1995","Saarland","3","","","",""
"erwerbstätig","1995","Saarland","4","","","",""
"erwerbstätig","1995","Saarland","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","1995","Berlin","1 Einkommensschwächstes Quintil","120","0.526213000519229","0.458193212384458","0.594232788654001"
"erwerbstätig","1995","Berlin","2","106","0.597192630789912","0.521196055215905","0.67318920636392"
"erwerbstätig","1995","Berlin","3","64","0.584819308424099","0.485732528805386","0.683906088042811"
"erwerbstätig","1995","Berlin","4","50","0.662381737598544","0.552383416419924","0.772380058777164"
"erwerbstätig","1995","Berlin","5 Einkommensstärkstes Quintil","30","0.829533409095763","0.706695216007964","0.952371602183562"
"erwerbstätig","1995","Brandenburg","1 Einkommensschwächstes Quintil","144","0.47662410116357","0.416938879581247","0.536309322745894"
"erwerbstätig","1995","Brandenburg","2","112","0.581230180870321","0.508342602234864","0.654117759505779"
"erwerbstätig","1995","Brandenburg","3","66","0.759263387295075","0.666727867973618","0.851798906616531"
"erwerbstätig","1995","Brandenburg","4","44","0.815125197526515","0.710614396373273","0.919635998679757"
"erwerbstätig","1995","Brandenburg","5 Einkommensstärkstes Quintil","8","","",""
"erwerbstätig","1995","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","118","0.501507580170324","0.432895428731477","0.570119731609171"
"erwerbstätig","1995","Mecklenburg-Vorpommern","2","70","0.534678557730431","0.443514827447048","0.625842288013814"
"erwerbstätig","1995","Mecklenburg-Vorpommern","3","59","0.84493894140833","0.759533098939062","0.930344783877599"
"erwerbstätig","1995","Mecklenburg-Vorpommern","4","25","","",""
"erwerbstätig","1995","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","2","","",""
"erwerbstätig","1995","Sachsen","1 Einkommensschwächstes Quintil","290","0.460014501043291","0.417094470649467","0.502934531437115"
"erwerbstätig","1995","Sachsen","2","227","0.573950362804907","0.522939607116132","0.624961118493681"
"erwerbstätig","1995","Sachsen","3","113","0.685310908841789","0.61196559061889","0.758656227064687"
"erwerbstätig","1995","Sachsen","4","40","0.840563262693356","0.73699972579038","0.944126799596332"
"erwerbstätig","1995","Sachsen","5 Einkommensstärkstes Quintil","17","","",""
"erwerbstätig","1995","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","177","0.486829735117056","0.430364110918247","0.543295359315865"
"erwerbstätig","1995","Sachsen-Anhalt","2","182","0.593867143913975","0.534959565214719","0.65277472261323"
"erwerbstätig","1995","Sachsen-Anhalt","3","65","0.6336934362239","0.531866935336686","0.735519937111114"
"erwerbstätig","1995","Sachsen-Anhalt","4","28","","",""
"erwerbstätig","1995","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","4","","",""
"erwerbstätig","1995","Thüringen","1 Einkommensschwächstes Quintil","205","0.507430810092751","0.455203363035934","0.559658257149568"
"erwerbstätig","1995","Thüringen","2","143","0.635503460181111","0.568801475253971","0.70220544510825"
"erwerbstätig","1995","Thüringen","3","62","0.739209137891377","0.639171810720211","0.839246465062544"
"erwerbstätig","1995","Thüringen","4","19","","",""
"erwerbstätig","1995","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1996","Schleswig-Holstein","1 Einkommensschwächstes Quintil","30","0.401737018324728","0.296267724942428","0.507206311707028"
"nicht erwerbstätig","1996","Schleswig-Holstein","2","37","0.470700490255668","0.368705873946829","0.572695106564507"
"nicht erwerbstätig","1996","Schleswig-Holstein","3","21","","",""
"nicht erwerbstätig","1996","Schleswig-Holstein","4","10","","",""
"nicht erwerbstätig","1996","Schleswig-Holstein","5 Einkommensstärkstes Quintil","5","","",""
"nicht erwerbstätig","1996","Hamburg","1 Einkommensschwächstes Quintil","18","","",""
"nicht erwerbstätig","1996","Hamburg","2","16","","",""
"nicht erwerbstätig","1996","Hamburg","3","9","","",""
"nicht erwerbstätig","1996","Hamburg","4","2","","",""
"nicht erwerbstätig","1996","Hamburg","5 Einkommensstärkstes Quintil","3","","",""
"nicht erwerbstätig","1996","Niedersachsen","1 Einkommensschwächstes Quintil","168","0.613863865141382","0.559841069940268","0.667886660342497"
"nicht erwerbstätig","1996","Niedersachsen","2","100","0.405373485709905","0.349347837764845","0.461399133654965"
"nicht erwerbstätig","1996","Niedersachsen","3","51","0.293739576880849","0.229646533552535","0.357832620209163"
"nicht erwerbstätig","1996","Niedersachsen","4","39","0.268720872374547","0.20148792587428","0.335953818874814"
"nicht erwerbstätig","1996","Niedersachsen","5 Einkommensstärkstes Quintil","12","","",""
"nicht erwerbstätig","1996","Bremen","1 Einkommensschwächstes Quintil","18","","",""
"nicht erwerbstätig","1996","Bremen","2","20","","",""
"nicht erwerbstätig","1996","Bremen","3","6","","",""
"nicht erwerbstätig","1996","Bremen","4","4","","",""
"nicht erwerbstätig","1996","Bremen","5 Einkommensstärkstes Quintil","1","","",""
"nicht erwerbstätig","1996","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","436","0.513934744875444","0.481760415560532","0.546109074190356"
"nicht erwerbstätig","1996","Nordrhein-Westfalen","2","236","0.441140964885275","0.402582635628963","0.479699294141587"
"nicht erwerbstätig","1996","Nordrhein-Westfalen","3","119","0.344838614718582","0.299052898454174","0.39062433098299"
"nicht erwerbstätig","1996","Nordrhein-Westfalen","4","79","0.241683207835116","0.1961784081018","0.287188007568433"
"nicht erwerbstätig","1996","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","52","0.280948257820076","0.223604607856101","0.33829190778405"
"nicht erwerbstätig","1996","Hessen","1 Einkommensschwächstes Quintil","140","0.637920763286403","0.580594796401249","0.695246730171556"
"nicht erwerbstätig","1996","Hessen","2","77","0.427706159288556","0.364585085586884","0.490827232990228"
"nicht erwerbstätig","1996","Hessen","3","48","0.342484764512199","0.27237713295041","0.412592396073988"
"nicht erwerbstätig","1996","Hessen","4","38","0.324612308187316","0.249681309010171","0.39954330736446"
"nicht erwerbstätig","1996","Hessen","5 Einkommensstärkstes Quintil","16","","",""
"nicht erwerbstätig","1996","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","117","0.585861443036796","0.52164235072034","0.650080535353253"
"nicht erwerbstätig","1996","Rheinland-Pfalz,Saarland","2","73","0.388632809761017","0.32223041937812","0.455035200143914"
"nicht erwerbstätig","1996","Rheinland-Pfalz,Saarland","3","41","0.378629281186692","0.293936711743352","0.463321850630033"
"nicht erwerbstätig","1996","Rheinland-Pfalz,Saarland","4","26","","",""
"nicht erwerbstätig","1996","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","13","","",""
"nicht erwerbstätig","1996","Baden-Württemberg","1 Einkommensschwächstes Quintil","251","0.500833287832182","0.459677969734348","0.541988605930015"
"nicht erwerbstätig","1996","Baden-Württemberg","2","177","0.470439522626994","0.424975560808368","0.515903484445621"
"nicht erwerbstätig","1996","Baden-Württemberg","3","87","0.319448753120027","0.269519312193056","0.369378194046998"
"nicht erwerbstätig","1996","Baden-Württemberg","4","42","0.276817960334407","0.217287509414293","0.33634841125452"
"nicht erwerbstätig","1996","Baden-Württemberg","5 Einkommensstärkstes Quintil","31","0.289864390306742","0.20935690637937","0.370371874234114"
"nicht erwerbstätig","1996","Bayern","1 Einkommensschwächstes Quintil","212","0.512088759799811","0.466850623689932","0.55732689590969"
"nicht erwerbstätig","1996","Bayern","2","170","0.440850781375204","0.397157272642773","0.484544290107635"
"nicht erwerbstätig","1996","Bayern","3","71","0.26489055372067","0.214620254200479","0.315160853240862"
"nicht erwerbstätig","1996","Bayern","4","63","0.327064396051115","0.26855804635342","0.385570745748811"
"nicht erwerbstätig","1996","Bayern","5 Einkommensstärkstes Quintil","37","0.298146711175667","0.225424934904848","0.370868487446486"
"nicht erwerbstätig","1996","Saarland","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1996","Saarland","2","","","",""
"nicht erwerbstätig","1996","Saarland","3","","","",""
"nicht erwerbstätig","1996","Saarland","4","","","",""
"nicht erwerbstätig","1996","Saarland","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1996","Berlin","1 Einkommensschwächstes Quintil","73","0.535271622595436","0.455188377533463","0.61535486765741"
"nicht erwerbstätig","1996","Berlin","2","55","0.412945297710246","0.334672321930074","0.491218273490418"
"nicht erwerbstätig","1996","Berlin","3","34","0.333528706936731","0.252792233237037","0.414265180636425"
"nicht erwerbstätig","1996","Berlin","4","23","","",""
"nicht erwerbstätig","1996","Berlin","5 Einkommensstärkstes Quintil","9","","",""
"nicht erwerbstätig","1996","Brandenburg","1 Einkommensschwächstes Quintil","92","0.427333799102842","0.366376989559342","0.488290608646342"
"nicht erwerbstätig","1996","Brandenburg","2","68","0.410787391119948","0.339114756021216","0.48246002621868"
"nicht erwerbstätig","1996","Brandenburg","3","32","0.365333972695582","0.274519750234277","0.456148195156886"
"nicht erwerbstätig","1996","Brandenburg","4","7","","",""
"nicht erwerbstätig","1996","Brandenburg","5 Einkommensstärkstes Quintil","2","","",""
"nicht erwerbstätig","1996","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","64","0.461350039181404","0.386633175603895","0.536066902758912"
"nicht erwerbstätig","1996","Mecklenburg-Vorpommern","2","51","0.498456708278673","0.408242483208963","0.588670933348383"
"nicht erwerbstätig","1996","Mecklenburg-Vorpommern","3","16","","",""
"nicht erwerbstätig","1996","Mecklenburg-Vorpommern","4","4","","",""
"nicht erwerbstätig","1996","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","2","","",""
"nicht erwerbstätig","1996","Sachsen","1 Einkommensschwächstes Quintil","191","0.493177645289057","0.447490002913093","0.53886528766502"
"nicht erwerbstätig","1996","Sachsen","2","148","0.48760740039073","0.437871636036821","0.537343164744639"
"nicht erwerbstätig","1996","Sachsen","3","42","0.303234816071839","0.234340595930496","0.372129036213183"
"nicht erwerbstätig","1996","Sachsen","4","13","","",""
"nicht erwerbstätig","1996","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1996","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","106","0.492893736508178","0.431531082111703","0.554256390904654"
"nicht erwerbstätig","1996","Sachsen-Anhalt","2","116","0.489267585451863","0.430611115547222","0.547924055356504"
"nicht erwerbstätig","1996","Sachsen-Anhalt","3","18","","",""
"nicht erwerbstätig","1996","Sachsen-Anhalt","4","6","","",""
"nicht erwerbstätig","1996","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1996","Thüringen","1 Einkommensschwächstes Quintil","129","0.539600227596574","0.48223447384941","0.596965981343739"
"nicht erwerbstätig","1996","Thüringen","2","78","0.370956139689983","0.311076409839084","0.430835869540881"
"nicht erwerbstätig","1996","Thüringen","3","18","","",""
"nicht erwerbstätig","1996","Thüringen","4","3","","",""
"nicht erwerbstätig","1996","Thüringen","5 Einkommensstärkstes Quintil","3","","",""
"erwerbstätig","1996","Schleswig-Holstein","1 Einkommensschwächstes Quintil","53","0.598262981675272","0.492793688292972","0.703732275057572"
"erwerbstätig","1996","Schleswig-Holstein","2","55","0.529299509744332","0.427304893435493","0.631294126053171"
"erwerbstätig","1996","Schleswig-Holstein","3","27","","",""
"erwerbstätig","1996","Schleswig-Holstein","4","28","","",""
"erwerbstätig","1996","Schleswig-Holstein","5 Einkommensstärkstes Quintil","18","","",""
"erwerbstätig","1996","Hamburg","1 Einkommensschwächstes Quintil","15","","",""
"erwerbstätig","1996","Hamburg","2","18","","",""
"erwerbstätig","1996","Hamburg","3","29","","",""
"erwerbstätig","1996","Hamburg","4","12","","",""
"erwerbstätig","1996","Hamburg","5 Einkommensstärkstes Quintil","5","","",""
"erwerbstätig","1996","Niedersachsen","1 Einkommensschwächstes Quintil","144","0.386136134858618","0.332113339657503","0.440158930059732"
"erwerbstätig","1996","Niedersachsen","2","195","0.594626514290095","0.538600866345035","0.650652162235155"
"erwerbstätig","1996","Niedersachsen","3","143","0.706260423119151","0.642167379790837","0.770353466447465"
"erwerbstätig","1996","Niedersachsen","4","128","0.731279127625453","0.664046181125186","0.79851207412572"
"erwerbstätig","1996","Niedersachsen","5 Einkommensstärkstes Quintil","62","0.821509992486714","0.734263975325338","0.90875600964809"
"erwerbstätig","1996","Bremen","1 Einkommensschwächstes Quintil","14","","",""
"erwerbstätig","1996","Bremen","2","13","","",""
"erwerbstätig","1996","Bremen","3","5","","",""
"erwerbstätig","1996","Bremen","4","3","","",""
"erwerbstätig","1996","Bremen","5 Einkommensstärkstes Quintil","10","","",""
"erwerbstätig","1996","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","491","0.486065255124556","0.453890925809643","0.518239584439468"
"erwerbstätig","1996","Nordrhein-Westfalen","2","401","0.558859035114725","0.520300705858413","0.597417364371037"
"erwerbstätig","1996","Nordrhein-Westfalen","3","295","0.655161385281418","0.60937566901701","0.700947101545826"
"erwerbstätig","1996","Nordrhein-Westfalen","4","261","0.758316792164884","0.712811992431567","0.8038215918982"
"erwerbstätig","1996","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","184","0.719051742179924","0.66170809221595","0.776395392143899"
"erwerbstätig","1996","Hessen","1 Einkommensschwächstes Quintil","130","0.362079236713597","0.304753269828444","0.419405203598751"
"erwerbstätig","1996","Hessen","2","159","0.572293840711444","0.509172767009772","0.635414914413116"
"erwerbstätig","1996","Hessen","3","128","0.657515235487801","0.587407603926012","0.72762286704959"
"erwerbstätig","1996","Hessen","4","112","0.675387691812684","0.60045669263554","0.750318690989829"
"erwerbstätig","1996","Hessen","5 Einkommensstärkstes Quintil","60","0.748612760863123","0.651082020279933","0.846143501446314"
"erwerbstätig","1996","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","109","0.414138556963204","0.349919464646747","0.47835764927966"
"erwerbstätig","1996","Rheinland-Pfalz,Saarland","2","134","0.611367190238983","0.544964799856086","0.67776958062188"
"erwerbstätig","1996","Rheinland-Pfalz,Saarland","3","85","0.621370718813308","0.536678149369967","0.706063288256648"
"erwerbstätig","1996","Rheinland-Pfalz,Saarland","4","78","0.687089444302762","0.597974987012338","0.776203901593186"
"erwerbstätig","1996","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","16","","",""
"erwerbstätig","1996","Baden-Württemberg","1 Einkommensschwächstes Quintil","316","0.499166712167819","0.458011394069985","0.540322030265652"
"erwerbstätig","1996","Baden-Württemberg","2","286","0.529560477373006","0.484096515554379","0.575024439191632"
"erwerbstätig","1996","Baden-Württemberg","3","248","0.680551246879973","0.630621805953002","0.730480687806944"
"erwerbstätig","1996","Baden-Württemberg","4","175","0.723182039665593","0.66365158874548","0.782712490585707"
"erwerbstätig","1996","Baden-Württemberg","5 Einkommensstärkstes Quintil","91","0.710135609693258","0.629628125765886","0.790643093620629"
"erwerbstätig","1996","Bayern","1 Einkommensschwächstes Quintil","257","0.487911240200189","0.44267310409031","0.533149376310068"
"erwerbstätig","1996","Bayern","2","326","0.559149218624796","0.515455709892365","0.602842727357227"
"erwerbstätig","1996","Bayern","3","225","0.73510944627933","0.684839146759138","0.785379745799521"
"erwerbstätig","1996","Bayern","4","184","0.672935603948884","0.614429254251189","0.73144195364658"
"erwerbstätig","1996","Bayern","5 Einkommensstärkstes Quintil","115","0.701853288824333","0.629131512553514","0.774575065095152"
"erwerbstätig","1996","Saarland","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","1996","Saarland","2","","","",""
"erwerbstätig","1996","Saarland","3","","","",""
