"e11102","year","migback","n","percent","lower_confidence","upper_confidence","NA"
"erwerbstätig","1986","indirekter Migrationshintergrund","92","0.59751224603701","0.520059383817335","0.674965108256685",""
"erwerbstätig","1986","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1987","kein Migrationshintergrund","2845","0.420490726509175","0.409291947312878","0.431689505705473",""
"nicht erwerbstätig","1987","direkter Migrationshintergrund","853","0.364395690254249","0.346611124825657","0.38218025568284",""
"nicht erwerbstätig","1987","indirekter Migrationshintergrund","74","0.349559718998488","0.278912760085061","0.420206677911915",""
"nicht erwerbstätig","1987","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1987","kein Migrationshintergrund","4619","0.579509273490825","0.568310494294527","0.590708052687122",""
"erwerbstätig","1987","direkter Migrationshintergrund","1960","0.635604309745752","0.61781974431716","0.653388875174344",""
"erwerbstätig","1987","indirekter Migrationshintergrund","101","0.650440281001512","0.579793322088085","0.721087239914939",""
"erwerbstätig","1987","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1988","kein Migrationshintergrund","2638","0.414574265690972","0.40309884708413","0.426049684297814",""
"nicht erwerbstätig","1988","direkter Migrationshintergrund","810","0.364720736662566","0.34645581784252","0.382985655482613",""
"nicht erwerbstätig","1988","indirekter Migrationshintergrund","97","0.405078501817873","0.34050251778981","0.469654485845937",""
"nicht erwerbstätig","1988","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1988","kein Migrationshintergrund","4442","0.585425734309028","0.573950315702186","0.59690115291587",""
"erwerbstätig","1988","direkter Migrationshintergrund","1858","0.635279263337433","0.617014344517387","0.65354418215748",""
"erwerbstätig","1988","indirekter Migrationshintergrund","125","0.594921498182126","0.530345514154063","0.65949748221019",""
"erwerbstätig","1988","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1989","kein Migrationshintergrund","2502","0.41205196657541","0.400366965228652","0.423736967922168",""
"nicht erwerbstätig","1989","direkter Migrationshintergrund","806","0.381853462771546","0.363135436951032","0.40057148859206",""
"nicht erwerbstätig","1989","indirekter Migrationshintergrund","107","0.437186543639604","0.376658886017561","0.497714201261647",""
"nicht erwerbstätig","1989","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1989","kein Migrationshintergrund","4314","0.587948033424591","0.576263032077833","0.599633034771349",""
"erwerbstätig","1989","direkter Migrationshintergrund","1782","0.618146537228454","0.59942851140794","0.636864563048968",""
"erwerbstätig","1989","indirekter Migrationshintergrund","151","0.562813456360396","0.502285798738353","0.623341113982439",""
"erwerbstätig","1989","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1990","kein Migrationshintergrund","2396","0.39685934544096","0.385088097439153","0.408630593442767",""
"nicht erwerbstätig","1990","direkter Migrationshintergrund","799","0.374237048759153","0.355384054656584","0.393090042861721",""
"nicht erwerbstätig","1990","indirekter Migrationshintergrund","117","0.435358580004077","0.378684517295531","0.492032642712624",""
"nicht erwerbstätig","1990","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1990","kein Migrationshintergrund","4240","0.603140654559039","0.591369406557232","0.614911902560846",""
"erwerbstätig","1990","direkter Migrationshintergrund","1732","0.625762951240847","0.606909957138279","0.644615945343416",""
"erwerbstätig","1990","indirekter Migrationshintergrund","177","0.564641419995923","0.507967357287376","0.621315482704469",""
"erwerbstätig","1990","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1991","kein Migrationshintergrund","2351","0.398268632335941","0.3864402726812","0.410096991990681",""
"nicht erwerbstätig","1991","direkter Migrationshintergrund","757","0.35443708746118","0.335618541322935","0.373255633599424",""
"nicht erwerbstätig","1991","indirekter Migrationshintergrund","132","0.382899406281502","0.331680491764884","0.434118320798121",""
"nicht erwerbstätig","1991","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1991","kein Migrationshintergrund","4229","0.601731367664059","0.589903008009319","0.6135597273188",""
"erwerbstätig","1991","direkter Migrationshintergrund","1725","0.64556291253882","0.626744366400576","0.664381458677065",""
"erwerbstätig","1991","indirekter Migrationshintergrund","214","0.617100593718498","0.565881679201879","0.668319508235116",""
"erwerbstätig","1991","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1992","kein Migrationshintergrund","3277","0.379617666591048","0.370271489160363","0.388963844021733",""
"nicht erwerbstätig","1992","direkter Migrationshintergrund","802","0.360911056603926","0.342277811295748","0.379544301912104",""
"nicht erwerbstätig","1992","indirekter Migrationshintergrund","156","0.389967523051701","0.342582446703276","0.437352599400126",""
"nicht erwerbstätig","1992","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1992","kein Migrationshintergrund","7080","0.620382333408952","0.611036155978267","0.629728510839637",""
"erwerbstätig","1992","direkter Migrationshintergrund","1750","0.639088943396074","0.620455698087896","0.657722188704252",""
"erwerbstätig","1992","indirekter Migrationshintergrund","251","0.610032476948299","0.562647400599874","0.657417553296724",""
"erwerbstätig","1992","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1993","kein Migrationshintergrund","3424","0.392588200598368","0.383090970104739","0.402085431091996",""
"nicht erwerbstätig","1993","direkter Migrationshintergrund","813","0.366993776547217","0.348012805468817","0.385974747625618",""
"nicht erwerbstätig","1993","indirekter Migrationshintergrund","165","0.389327506363295","0.345151455650057","0.433503557076533",""
"nicht erwerbstätig","1993","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1993","kein Migrationshintergrund","6732","0.607411799401633","0.597914568908004","0.616909029895261",""
"erwerbstätig","1993","direkter Migrationshintergrund","1664","0.633006223452783","0.614025252374382","0.651987194531183",""
"erwerbstätig","1993","indirekter Migrationshintergrund","303","0.610672493636705","0.566496442923467","0.654848544349943",""
"erwerbstätig","1993","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1994","kein Migrationshintergrund","3539","0.407325140094268","0.397706660617369","0.416943619571167",""
"nicht erwerbstätig","1994","direkter Migrationshintergrund","835","0.393449358721003","0.373731754518016","0.41316696292399",""
"nicht erwerbstätig","1994","indirekter Migrationshintergrund","171","0.387445532258673","0.344354685380646","0.430536379136701",""
"nicht erwerbstätig","1994","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1994","kein Migrationshintergrund","6485","0.592674859905732","0.583056380428833","0.602293339382631",""
"erwerbstätig","1994","direkter Migrationshintergrund","1523","0.606550641278997","0.58683303707601","0.626268245481984",""
"erwerbstätig","1994","indirekter Migrationshintergrund","320","0.612554467741327","0.569463620863299","0.655645314619354",""
"erwerbstätig","1994","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1995","kein Migrationshintergrund","3525","0.412586995397428","0.402937134104295","0.422236856690561",""
"nicht erwerbstätig","1995","direkter Migrationshintergrund","1094","0.442530993507117","0.424071073852543","0.460990913161691",""
"nicht erwerbstätig","1995","indirekter Migrationshintergrund","170","0.379475647935989","0.337152908325283","0.421798387546694",""
"nicht erwerbstätig","1995","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1995","kein Migrationshintergrund","6473","0.587413004602572","0.577763143309439","0.597062865895704",""
"erwerbstätig","1995","direkter Migrationshintergrund","1687","0.557469006492883","0.539009086838309","0.575928926147457",""
"erwerbstätig","1995","indirekter Migrationshintergrund","335","0.620524352064011","0.578201612453306","0.662847091674717",""
"erwerbstätig","1995","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1996","kein Migrationshintergrund","3425","0.408189810579133","0.398510528422805","0.41786909273546",""
"nicht erwerbstätig","1996","direkter Migrationshintergrund","1018","0.443686614255153","0.424582520718035","0.462790707792271",""
"nicht erwerbstätig","1996","indirekter Migrationshintergrund","182","0.382160429183686","0.34136508909495","0.422955769272422",""
"nicht erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1996","kein Migrationshintergrund","6480","0.591810189420867","0.58213090726454","0.601489471577195",""
"erwerbstätig","1996","direkter Migrationshintergrund","1580","0.556313385744847","0.537209292207729","0.575417479281965",""
"erwerbstätig","1996","indirekter Migrationshintergrund","363","0.617839570816314","0.577044230727578","0.65863491090505",""
"erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1997","kein Migrationshintergrund","3491","0.416541731092521","0.406775812828655","0.426307649356386",""
"nicht erwerbstätig","1997","direkter Migrationshintergrund","1006","0.447158400587388","0.427554487305665","0.466762313869111",""
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","204","0.39541435017593","0.3552048148984","0.43562388545346",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1997","kein Migrationshintergrund","6298","0.583458268907479","0.573692350643614","0.593224187171345",""
"erwerbstätig","1997","direkter Migrationshintergrund","1465","0.552841599412612","0.533237686130889","0.572445512694334",""
"erwerbstätig","1997","indirekter Migrationshintergrund","364","0.60458564982407","0.56437611454654","0.6447951851016",""
"erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1998","kein Migrationshintergrund","4178","0.428124838305443","0.418977780016102","0.437271896594784",""
"nicht erwerbstätig","1998","direkter Migrationshintergrund","999","0.438250174588163","0.418395375856079","0.458104973320247",""
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","206","0.376976098199576","0.338133635199011","0.415818561200141",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1998","kein Migrationshintergrund","7063","0.571875161694557","0.562728103405216","0.581022219983898",""
"erwerbstätig","1998","direkter Migrationshintergrund","1400","0.561749825411837","0.541895026679753","0.581604624143921",""
"erwerbstätig","1998","indirekter Migrationshintergrund","392","0.623023901800424","0.584181438799859","0.661866364800989",""
"erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","1999","kein Migrationshintergrund","3818","0.406619559729714","0.397383346048675","0.415855773410753",""
"nicht erwerbstätig","1999","direkter Migrationshintergrund","899","0.414689541707033","0.39412130889782","0.435257774516246",""
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","192","0.35894515859273","0.320721518259813","0.397168798925648",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","1999","kein Migrationshintergrund","7047","0.593380440270286","0.584144226589247","0.602616653951325",""
"erwerbstätig","1999","direkter Migrationshintergrund","1305","0.585310458292967","0.564742225483754","0.60587869110218",""
"erwerbstätig","1999","indirekter Migrationshintergrund","413","0.64105484140727","0.602831201074352","0.679278481740187",""
"erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2000","kein Migrationshintergrund","7400","0.401547508377227","0.394750251910976","0.408344764843479",""
"nicht erwerbstätig","2000","direkter Migrationshintergrund","1347","0.407508412662939","0.3907562167765","0.424260608549379",""
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","246","0.312897049923844","0.281199636588142","0.344594463259546",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2000","kein Migrationshintergrund","12580","0.598452491622773","0.591655235156521","0.605249748089024",""
"erwerbstätig","2000","direkter Migrationshintergrund","1958","0.592491587337061","0.575739391450621","0.6092437832235",""
"erwerbstätig","2000","indirekter Migrationshintergrund","576","0.687102950076156","0.655405536740454","0.718800363411858",""
"erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2001","kein Migrationshintergrund","6699","0.39548519713842","0.388389155328957","0.402581238947884",""
"nicht erwerbstätig","2001","direkter Migrationshintergrund","1134","0.394205708147922","0.376468781338581","0.411942634957264",""
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","233","0.305213696030582","0.272602904538593","0.337824487522571",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2001","kein Migrationshintergrund","11540","0.60451480286158","0.597418761052116","0.611610844671043",""
"erwerbstätig","2001","direkter Migrationshintergrund","1782","0.605794291852077","0.588057365042736","0.623531218661419",""
"erwerbstätig","2001","indirekter Migrationshintergrund","533","0.694786303969418","0.662175512477429","0.727397095461407",""
"erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2002","kein Migrationshintergrund","6901","0.40336508768298","0.396472002649768","0.410258172716193",""
"nicht erwerbstätig","2002","direkter Migrationshintergrund","1101","0.405723883012772","0.387526401661944","0.423921364363601",""
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","238","0.306966560145923","0.274430716688036","0.339502403603809",""
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2002","kein Migrationshintergrund","12556","0.59663491231702","0.589741827283807","0.603527997350232",""
"erwerbstätig","2002","direkter Migrationshintergrund","1696","0.594276116987227","0.576078635636398","0.612473598338056",""
"erwerbstätig","2002","indirekter Migrationshintergrund","534","0.693033439854077","0.660497596396191","0.725569283311964",""
"erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2003","kein Migrationshintergrund","6837","0.410781439815071","0.40374252271018","0.417820356919962",""
"nicht erwerbstätig","2003","direkter Migrationshintergrund","1054","0.417141117462157","0.398256701777142","0.436025533147173",""
"nicht erwerbstätig","2003","indirekter Migrationshintergrund","248","0.324962061000897","0.292114510019536","0.357809611982259",""
"nicht erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2003","kein Migrationshintergrund","11929","0.589218560184929","0.582179643080038","0.59625747728982",""
"erwerbstätig","2003","direkter Migrationshintergrund","1565","0.582858882537843","0.563974466852827","0.601743298222858",""
"erwerbstätig","2003","indirekter Migrationshintergrund","533","0.675037938999103","0.642190388017741","0.707885489980465",""
"erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2004","kein Migrationshintergrund","6818","0.415459243715831","0.408314037364892","0.422604450066771",""
"nicht erwerbstätig","2004","direkter Migrationshintergrund","1068","0.430606440538546","0.411334741611826","0.449878139465266",""
"nicht erwerbstätig","2004","indirekter Migrationshintergrund","259","0.335925562856221","0.303257737394902","0.368593388317539",""
"nicht erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2004","kein Migrationshintergrund","11455","0.584540756284169","0.577395549933229","0.591685962635108",""
"erwerbstätig","2004","direkter Migrationshintergrund","1468","0.569393559461454","0.550121860534734","0.588665258388175",""
"erwerbstätig","2004","indirekter Migrationshintergrund","544","0.664074437143779","0.631406611682461","0.696742262605098",""
"erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2005","kein Migrationshintergrund","6566","0.405659787450361","0.398385293479425","0.412934281421298",""
"nicht erwerbstätig","2005","direkter Migrationshintergrund","1005","0.418327373965202","0.398455152558049","0.438199595372356",""
"nicht erwerbstätig","2005","indirekter Migrationshintergrund","283","0.310044467340032","0.278560216091971","0.341528718588094",""
"nicht erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2005","kein Migrationshintergrund","10936","0.594340212549639","0.587065718578702","0.601614706520575",""
"erwerbstätig","2005","direkter Migrationshintergrund","1362","0.581672626034798","0.561800404627644","0.601544847441951",""
"erwerbstätig","2005","indirekter Migrationshintergrund","546","0.689955532659968","0.658471281411906","0.721439783908029",""
"erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2006","kein Migrationshintergrund","7497","0.414669801122525","0.407669350210352","0.421670252034697",""
"nicht erwerbstätig","2006","direkter Migrationshintergrund","1027","0.435389862401752","0.415491497467507","0.455288227335997",""
"nicht erwerbstätig","2006","indirekter Migrationshintergrund","295","0.319558491349234","0.288357023353997","0.35075995934447",""
"nicht erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2006","kein Migrationshintergrund","11529","0.585330198877475","0.578329747965302","0.592330649789648",""
"erwerbstätig","2006","direkter Migrationshintergrund","1358","0.564610137598248","0.544711772664003","0.584508502532493",""
"erwerbstätig","2006","indirekter Migrationshintergrund","563","0.680441508650766","0.64924004065553","0.711642976646003",""
"erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2007","kein Migrationshintergrund","7091","0.414067371363723","0.406846990323324","0.421287752404122",""
"nicht erwerbstätig","2007","direkter Migrationshintergrund","891","0.426782397115747","0.405792240849059","0.447772553382435",""
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","290","0.323914956437575","0.292268534582964","0.355561378292185",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2007","kein Migrationshintergrund","10786","0.585932628636277","0.578712247595878","0.593153009676676",""
"erwerbstätig","2007","direkter Migrationshintergrund","1242","0.573217602884253","0.552227446617565","0.594207759150941",""
"erwerbstätig","2007","indirekter Migrationshintergrund","550","0.676085043562426","0.644438621707815","0.707731465417036",""
"erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2008","kein Migrationshintergrund","6612","0.403965798584958","0.396553999736767","0.411377597433148",""
"nicht erwerbstätig","2008","direkter Migrationshintergrund","802","0.417224352146977","0.395110371264901","0.439338333029052",""
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","262","0.310171093800746","0.278587914898335","0.341754272703157",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2008","kein Migrationshintergrund","10225","0.596034201415042","0.588622402566851","0.603446000263233",""
"erwerbstätig","2008","direkter Migrationshintergrund","1108","0.582775647853023","0.560661666970947","0.604889628735099",""
"erwerbstätig","2008","indirekter Migrationshintergrund","562","0.689828906199254","0.658245727296843","0.721412085101665",""
"erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2009","kein Migrationshintergrund","6114","0.39142290138268","0.383821519503168","0.399024283262191",""
"nicht erwerbstätig","2009","direkter Migrationshintergrund","688","0.403353554749973","0.379804050762363","0.426903058737582",""
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","234","0.285218332046436","0.252904171375462","0.317532492717409",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2009","kein Migrationshintergrund","9723","0.60857709861732","0.600975716737809","0.616178480496832",""
"erwerbstätig","2009","direkter Migrationshintergrund","979","0.596646445250027","0.573096941262418","0.620195949237637",""
"erwerbstätig","2009","indirekter Migrationshintergrund","516","0.714781667953564","0.682467507282591","0.747095828624538",""
"erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2010","kein Migrationshintergrund","7114","0.388303838812711","0.381581794239425","0.395025883385997",""
"nicht erwerbstätig","2010","direkter Migrationshintergrund","1210","0.411292354219925","0.393423240821083","0.429161467618767",""
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","422","0.277332908115673","0.252232410567522","0.302433405663824",""
"nicht erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2010","kein Migrationshintergrund","13079","0.611696161187289","0.604974116614003","0.618418205760575",""
"erwerbstätig","2010","direkter Migrationshintergrund","1703","0.588707645780075","0.570838532381233","0.606576759178917",""
"erwerbstätig","2010","indirekter Migrationshintergrund","800","0.722667091884327","0.697566594336176","0.747767589432478",""
"erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2011","kein Migrationshintergrund","8777","0.38680578180282","0.38067230784287","0.392939255762769",""
"nicht erwerbstätig","2011","direkter Migrationshintergrund","1335","0.39222412957885","0.375502395226536","0.408945863931163",""
"nicht erwerbstätig","2011","indirekter Migrationshintergrund","496","0.297481517752957","0.273560584072832","0.321402451433082",""
"nicht erwerbstätig","2011","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2011","kein Migrationshintergrund","15443","0.61319421819718","0.607060744237231","0.61932769215713",""
"erwerbstätig","2011","direkter Migrationshintergrund","1940","0.60777587042115","0.591054136068836","0.624497604773464",""
"erwerbstätig","2011","indirekter Migrationshintergrund","907","0.702518482247043","0.678597548566918","0.726439415927168",""
"erwerbstätig","2011","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2012","kein Migrationshintergrund","8678","0.388102784534209","0.381903280568424","0.394302288499994",""
"nicht erwerbstätig","2012","direkter Migrationshintergrund","1175","0.379685100162273","0.362498400948393","0.396871799376154",""
"nicht erwerbstätig","2012","indirekter Migrationshintergrund","432","0.280024561333077","0.256222162000385","0.303826960665769",""
"nicht erwerbstätig","2012","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2012","kein Migrationshintergrund","15058","0.611897215465791","0.605697711500006","0.618096719431576",""
"erwerbstätig","2012","direkter Migrationshintergrund","1888","0.620314899837727","0.603128200623846","0.637501599051607",""
"erwerbstätig","2012","indirekter Migrationshintergrund","935","0.719975438666923","0.696173039334231","0.743777837999615",""
"erwerbstätig","2012","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2013","kein Migrationshintergrund","8289","0.39640544939824","0.390019816253235","0.402791082543244",""
"nicht erwerbstätig","2013","direkter Migrationshintergrund","4671","0.636617682923095","0.624840485026457","0.648394880819733",""
"nicht erwerbstätig","2013","indirekter Migrationshintergrund","1343","0.565861592307269","0.54528552982903","0.586437654785508",""
"nicht erwerbstätig","2013","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2013","kein Migrationshintergrund","14252","0.60359455060176","0.597208917456756","0.609980183746765",""
"erwerbstätig","2013","direkter Migrationshintergrund","1736","0.363382317076905","0.351605119180267","0.375159514973543",""
"erwerbstätig","2013","indirekter Migrationshintergrund","886","0.434138407692731","0.413562345214492","0.45471447017097",""
"erwerbstätig","2013","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2014","kein Migrationshintergrund","7483","0.390916064688689","0.384247175412376","0.397584953965001",""
"nicht erwerbstätig","2014","direkter Migrationshintergrund","1758","0.364665298043716","0.351538420456137","0.377792175631294",""
"nicht erwerbstätig","2014","indirekter Migrationshintergrund","646","0.300704094945081","0.280208590464335","0.321199599425827",""
"nicht erwerbstätig","2014","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2014","kein Migrationshintergrund","13083","0.609083935311311","0.602415046034999","0.615752824587624",""
"erwerbstätig","2014","direkter Migrationshintergrund","3407","0.635334701956284","0.622207824368706","0.648461579543863",""
"erwerbstätig","2014","indirekter Migrationshintergrund","1277","0.699295905054919","0.678800400574173","0.719791409535665",""
"erwerbstätig","2014","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2015","kein Migrationshintergrund","7148","0.387202617587545","0.380382846342377","0.394022388832713",""
"nicht erwerbstätig","2015","direkter Migrationshintergrund","2954","0.435687593652774","0.423082209469777","0.44829297783577",""
"nicht erwerbstätig","2015","indirekter Migrationshintergrund","615","0.279787000034664","0.259049515154129","0.300524484915199",""
"nicht erwerbstätig","2015","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2015","kein Migrationshintergrund","12450","0.612797382412455","0.605977611167287","0.619617153657623",""
"erwerbstätig","2015","direkter Migrationshintergrund","2990","0.564312406347226","0.55170702216423","0.576917790530223",""
"erwerbstätig","2015","indirekter Migrationshintergrund","1185","0.720212999965336","0.699475515084801","0.740950484845871",""
"erwerbstätig","2015","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2016","kein Migrationshintergrund","6626","0.379479300292673","0.372436142966554","0.386522457618792",""
"nicht erwerbstätig","2016","direkter Migrationshintergrund","4527","0.364069839538922","0.353448008462272","0.374691670615573",""
"nicht erwerbstätig","2016","indirekter Migrationshintergrund","530","0.284503976239485","0.262929451739255","0.306078500739715",""
"nicht erwerbstätig","2016","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2016","kein Migrationshintergrund","11609","0.620520699707327","0.613477542381207","0.627563857033446",""
"erwerbstätig","2016","direkter Migrationshintergrund","3356","0.635930160461078","0.625308329384427","0.646551991537728",""
"erwerbstätig","2016","indirekter Migrationshintergrund","1150","0.715496023760515","0.693921499260285","0.737070548260745",""
"erwerbstätig","2016","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2017","kein Migrationshintergrund","7021","0.372588924439246","0.365981815769731","0.37919603310876",""
"nicht erwerbstätig","2017","direkter Migrationshintergrund","5350","0.364869917663021","0.354782749670156","0.374957085655887",""
"nicht erwerbstätig","2017","indirekter Migrationshintergrund","564","0.288351321000619","0.267573906643339","0.309128735357899",""
"nicht erwerbstätig","2017","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2017","kein Migrationshintergrund","13550","0.627411075560754","0.62080396689124","0.634018184230269",""
"erwerbstätig","2017","direkter Migrationshintergrund","3399","0.635130082336979","0.625042914344113","0.645217250329844",""
