"e11102","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","1996","kein Migrationshintergrund","maennlich","3575","0.711026249696413","0.698090632137404","0.723961867255421"
"erwerbstätig","1996","kein Migrationshintergrund","weiblich","2905","","",""
"erwerbstätig","1996","direkter Migrationshintergrund","maennlich","946","0.653415460112843","0.627625924908745","0.679204995316942"
"erwerbstätig","1996","direkter Migrationshintergrund","weiblich","634","0.458129553405123","0.430940435199368","0.485318671610877"
"erwerbstätig","1996","indirekter Migrationshintergrund","maennlich","194","","",""
"erwerbstätig","1996","indirekter Migrationshintergrund","weiblich","169","","",""
"erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","1997","kein Migrationshintergrund","maennlich","1188","","",""
"nicht erwerbstätig","1997","kein Migrationshintergrund","weiblich","2303","","",""
"nicht erwerbstätig","1997","direkter Migrationshintergrund","maennlich","360","0.331002022847451","0.304915222717553","0.357088822977349"
"nicht erwerbstätig","1997","direkter Migrationshintergrund","weiblich","646","0.564839576136043","0.537031079316911","0.592648072955175"
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","maennlich","88","0.325244103338046","0.271419646416194","0.379068560259898"
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","weiblich","116","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","1997","kein Migrationshintergrund","maennlich","3479","0.699282645254087","0.686126313633326","0.712438976874847"
"erwerbstätig","1997","kein Migrationshintergrund","weiblich","2819","","",""
"erwerbstätig","1997","direkter Migrationshintergrund","maennlich","890","0.668997977152549","0.642911177022651","0.695084777282447"
"erwerbstätig","1997","direkter Migrationshintergrund","weiblich","575","0.435160423863957","0.407351927044825","0.462968920683089"
"erwerbstätig","1997","indirekter Migrationshintergrund","maennlich","203","","",""
"erwerbstätig","1997","indirekter Migrationshintergrund","weiblich","161","","",""
"erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","1998","kein Migrationshintergrund","maennlich","1457","","",""
"nicht erwerbstätig","1998","kein Migrationshintergrund","weiblich","2721","","",""
"nicht erwerbstätig","1998","direkter Migrationshintergrund","maennlich","362","0.330699098261874","0.304212633737613","0.357185562786136"
"nicht erwerbstätig","1998","direkter Migrationshintergrund","weiblich","637","0.54703698780803","0.518718996271844","0.575354979344216"
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","maennlich","101","","",""
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","weiblich","105","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","1998","kein Migrationshintergrund","maennlich","3910","0.68376537595694","0.671324798047771","0.696205953866108"
"erwerbstätig","1998","kein Migrationshintergrund","weiblich","3153","0.469019736521792","0.456257820912254","0.48178165213133"
"erwerbstätig","1998","direkter Migrationshintergrund","maennlich","850","0.669300901738126","0.642814437213864","0.695787366262387"
"erwerbstätig","1998","direkter Migrationshintergrund","weiblich","550","0.45296301219197","0.424645020655784","0.481281003728156"
"erwerbstätig","1998","indirekter Migrationshintergrund","maennlich","208","","",""
"erwerbstätig","1998","indirekter Migrationshintergrund","weiblich","184","","",""
"erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","1999","kein Migrationshintergrund","maennlich","1332","","",""
"nicht erwerbstätig","1999","kein Migrationshintergrund","weiblich","2486","","",""
"nicht erwerbstätig","1999","direkter Migrationshintergrund","maennlich","327","0.321231583683882","0.293736936998723","0.348726230369042"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","weiblich","572","0.508947984536755","0.479351286449408","0.538544682624102"
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","maennlich","76","0.292751049729705","0.241768357659858","0.343733741799552"
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","weiblich","116","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","1999","kein Migrationshintergrund","maennlich","3863","0.702071309551774","0.689634697366842","0.714507921736705"
"erwerbstätig","1999","kein Migrationshintergrund","weiblich","3184","0.492633089555108","0.479620029882775","0.505646149227441"
"erwerbstätig","1999","direkter Migrationshintergrund","maennlich","781","0.678768416316118","0.651273769630958","0.706263063001277"
"erwerbstätig","1999","direkter Migrationshintergrund","weiblich","524","0.491052015463245","0.461455317375898","0.520648713550592"
"erwerbstätig","1999","indirekter Migrationshintergrund","maennlich","230","","",""
"erwerbstätig","1999","indirekter Migrationshintergrund","weiblich","183","","",""
"erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2000","kein Migrationshintergrund","maennlich","2700","","",""
"nicht erwerbstätig","2000","kein Migrationshintergrund","weiblich","4700","0.494732228387574","0.485135236429418","0.504329220345731"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","maennlich","473","0.297050421032817","0.274819062394108","0.319281779671527"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","weiblich","874","0.514368205416825","0.490483179909391","0.53825323092426"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","maennlich","94","0.252335072898984","0.210085007277823","0.294585138520145"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","weiblich","152","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2000","kein Migrationshintergrund","maennlich","6854","0.698722122726154","0.689522048295261","0.707922197157048"
"erwerbstätig","2000","kein Migrationshintergrund","weiblich","5726","0.505267771612426","0.495670779654269","0.514864763570582"
"erwerbstätig","2000","direkter Migrationshintergrund","maennlich","1150","","",""
"erwerbstätig","2000","direkter Migrationshintergrund","weiblich","808","0.485631794583175","0.46174676907574","0.509516820090609"
"erwerbstätig","2000","indirekter Migrationshintergrund","maennlich","312","0.747664927101016","0.705414861479855","0.789914992722177"
"erwerbstätig","2000","indirekter Migrationshintergrund","weiblich","264","","",""
"erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2001","kein Migrationshintergrund","maennlich","2522","","",""
"nicht erwerbstätig","2001","kein Migrationshintergrund","weiblich","4177","0.481043118468832","0.471004921870531","0.491081315067133"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","maennlich","423","0.309313502174376","0.285357188304408","0.333269816044344"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","weiblich","711","0.476242504190054","0.450849277563576","0.501635730816533"
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","maennlich","84","0.229885069277885","0.187185172073896","0.272584966481874"
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","weiblich","149","","",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2001","kein Migrationshintergrund","maennlich","6200","0.695887191643365","0.686232757436658","0.705541625850071"
"erwerbstätig","2001","kein Migrationshintergrund","weiblich","5340","0.518956881531168","0.508918684932867","0.528995078129469"
"erwerbstätig","2001","direkter Migrationshintergrund","maennlich","1007","","",""
"erwerbstätig","2001","direkter Migrationshintergrund","weiblich","775","0.523757495809946","0.498364269183467","0.549150722436424"
"erwerbstätig","2001","indirekter Migrationshintergrund","maennlich","289","","",""
"erwerbstätig","2001","indirekter Migrationshintergrund","weiblich","244","","",""
"erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2002","kein Migrationshintergrund","maennlich","2678","","",""
"nicht erwerbstätig","2002","kein Migrationshintergrund","weiblich","4223","0.482577972219673","0.472811896889515","0.492344047549831"
