"e11102","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1997","kein Migrationshintergrund","4","324","0.290951669115489","0.266705033215688","0.31519830501529"
"nicht erwerbstätig","1997","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","150","0.242765074266597","0.211577025672148","0.273953122861046"
"nicht erwerbstätig","1997","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","609","0.573592345171783","0.545144711235588","0.602039979107979"
"nicht erwerbstätig","1997","direkter Migrationshintergrund","2","254","0.438878952436295","0.401824607795467","0.475933297077122"
"nicht erwerbstätig","1997","direkter Migrationshintergrund","3","83","0.273840929579178","0.227190075817213","0.320491783341144"
"nicht erwerbstätig","1997","direkter Migrationshintergrund","4","36","0.293634628369775","0.228184582611806","0.359084674127744"
"nicht erwerbstätig","1997","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","24","","",""
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","109","0.415269491745967","0.353056303285102","0.477482680206832"
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","2","56","0.394133350110835","0.321525499119383","0.466741201102286"
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","3","27","","",""
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","4","8","","",""
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","4","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","1997","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1565","0.477832630089445","0.459532421383251","0.496132838795638"
"erwerbstätig","1997","kein Migrationshintergrund","2","1770","0.52744537318422","0.509414357347526","0.545476389020913"
"erwerbstätig","1997","kein Migrationshintergrund","3","1363","0.65014772111102","0.628748040985079","0.671547401236962"
"erwerbstätig","1997","kein Migrationshintergrund","4","1024","0.709048330884511","0.68480169498471","0.733294966784312"
"erwerbstätig","1997","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","576","0.757234925733403","0.726046877138954","0.788422974327853"
"erwerbstätig","1997","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","552","0.426407654828217","0.397960020892021","0.454855288764412"
"erwerbstätig","1997","direkter Migrationshintergrund","2","435","0.561121047563705","0.524066702922877","0.598175392204533"
"erwerbstätig","1997","direkter Migrationshintergrund","3","268","0.726159070420822","0.679508216658856","0.772809924182787"
"erwerbstätig","1997","direkter Migrationshintergrund","4","150","0.706365371630225","0.640915325872256","0.771815417388194"
"erwerbstätig","1997","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","60","0.758493136332747","0.666966181235368","0.850020091430126"
"erwerbstätig","1997","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","132","0.584730508254033","0.522517319793168","0.646943696714898"
"erwerbstätig","1997","indirekter Migrationshintergrund","2","118","0.605866649889165","0.533258798897714","0.678474500880617"
"erwerbstätig","1997","indirekter Migrationshintergrund","3","67","0.593076590072484","0.493765924448713","0.692387255696255"
"erwerbstätig","1997","indirekter Migrationshintergrund","4","38","0.752469509566084","0.627751842136521","0.877187176995646"
"erwerbstätig","1997","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","9","","",""
"erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1998","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1523","0.534299365809856","0.517215420090378","0.551383311529334"
"nicht erwerbstätig","1998","kein Migrationshintergrund","2","1323","0.476092511524609","0.458863740216523","0.493321282832696"
"nicht erwerbstätig","1998","kein Migrationshintergrund","3","675","0.376799695910368","0.356287847389024","0.397311544431712"
"nicht erwerbstätig","1998","kein Migrationshintergrund","4","455","0.312940827647353","0.290820576463785","0.335061078830921"
"nicht erwerbstätig","1998","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","202","0.261083795943113","0.232483432855824","0.289684159030402"
"nicht erwerbstätig","1998","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","566","0.520168098066072","0.490684753298232","0.549651442833912"
"nicht erwerbstätig","1998","direkter Migrationshintergrund","2","274","0.465033449439975","0.428057876394142","0.502009022485808"
"nicht erwerbstätig","1998","direkter Migrationshintergrund","3","91","0.31876954470007","0.26879368239087","0.368745407009271"
"nicht erwerbstätig","1998","direkter Migrationshintergrund","4","46","0.254259224640085","0.190469036999168","0.318049412281003"
"nicht erwerbstätig","1998","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","22","","",""
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","114","0.488751607217426","0.425771922068003","0.551731292366849"
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","2","61","0.362206686359134","0.29179580378157","0.432617568936698"
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","3","19","","",""
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","4","7","","",""
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","5","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","1998","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1752","0.465700634190144","0.448616688470666","0.482784579909622"
"erwerbstätig","1998","kein Migrationshintergrund","2","1905","0.523907488475391","0.506678717167304","0.541136259783477"
"erwerbstätig","1998","kein Migrationshintergrund","3","1469","0.623200304089632","0.602688455568288","0.643712152610976"
"erwerbstätig","1998","kein Migrationshintergrund","4","1233","0.687059172352647","0.664938921169079","0.709179423536215"
"erwerbstätig","1998","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","704","0.738916204056887","0.710315840969598","0.767516567144176"
"erwerbstätig","1998","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","537","0.479831901933928","0.450348557166088","0.509315246701769"
"erwerbstätig","1998","direkter Migrationshintergrund","2","425","0.534966550560025","0.497990977514192","0.571942123605858"
"erwerbstätig","1998","direkter Migrationshintergrund","3","243","0.68123045529993","0.631254592990729","0.73120631760913"
"erwerbstätig","1998","direkter Migrationshintergrund","4","133","0.745740775359915","0.681950587718997","0.809530963000832"
"erwerbstätig","1998","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","62","0.711338563690799","0.614434718825575","0.808242408556023"
"erwerbstätig","1998","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","128","0.511248392782574","0.448268707633151","0.574228077931997"
"erwerbstätig","1998","indirekter Migrationshintergrund","2","118","0.637793313640866","0.567382431063302","0.70820419621843"
"erwerbstätig","1998","indirekter Migrationshintergrund","3","76","0.674590663679952","0.580375359182586","0.768805968177319"
"erwerbstätig","1998","indirekter Migrationshintergrund","4","53","0.877045696015933","0.79395441691622","0.960136975115646"
"erwerbstätig","1998","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","17","","",""
"erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1999","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1214","0.513316534208987","0.494522535419752","0.532110532998222"
"nicht erwerbstätig","1999","kein Migrationshintergrund","2","1257","0.450771919591538","0.433593914305218","0.467949924877858"
"nicht erwerbstätig","1999","kein Migrationshintergrund","3","683","0.369653324388276","0.349211229527507","0.390095419249045"
"nicht erwerbstätig","1999","kein Migrationshintergrund","4","432","0.308899690502244","0.287245973000634","0.330553408003854"
"nicht erwerbstätig","1999","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","232","0.270380428600012","0.243308220156868","0.297452637043156"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","473","0.518791076254875","0.486399052818958","0.551183099690792"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","2","271","0.425997010342541","0.389259998858195","0.462734021826887"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","3","90","0.30758970711308","0.25702578441322","0.35815362981294"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","4","42","0.228203488375373","0.167891428146537","0.288515548604209"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","23","","",""
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","106","0.502086225663261","0.437608705642037","0.566563745684486"
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","2","52","0.290276116684245","0.223968685875892","0.356583547492598"
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","3","20","","",""
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","4","10","","",""
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","4","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","1999","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1503","0.486683465791013","0.467889467001778","0.505477464580248"
"erwerbstätig","1999","kein Migrationshintergrund","2","1966","0.549228080408462","0.532050075122142","0.566406085694782"
"erwerbstätig","1999","kein Migrationshintergrund","3","1459","0.630346675611724","0.609904580750955","0.650788770472493"
"erwerbstätig","1999","kein Migrationshintergrund","4","1317","0.691100309497756","0.669446591996146","0.712754026999366"
"erwerbstätig","1999","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","802","0.729619571399988","0.702547362956844","0.756691779843132"
"erwerbstätig","1999","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","441","0.481208923745125","0.448816900309207","0.513600947181042"
"erwerbstätig","1999","direkter Migrationshintergrund","2","425","0.574002989657459","0.537265978173113","0.610740001141805"
"erwerbstätig","1999","direkter Migrationshintergrund","3","230","0.69241029288692","0.64184637018706","0.74297421558678"
"erwerbstätig","1999","direkter Migrationshintergrund","4","144","0.771796511624627","0.711484451395791","0.832108571853463"
"erwerbstätig","1999","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","65","0.681517703503125","0.584178458375842","0.778856948630409"
"erwerbstätig","1999","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","125","0.497913774336739","0.433436254315514","0.562391294357963"
"erwerbstätig","1999","indirekter Migrationshintergrund","2","128","0.709723883315755","0.643416452507402","0.776031314124108"
"erwerbstätig","1999","indirekter Migrationshintergrund","3","78","0.648402688062459","0.553870386974602","0.742934989150316"
"erwerbstätig","1999","indirekter Migrationshintergrund","4","59","0.854360701971789","0.771130017518144","0.937591386425434"
"erwerbstätig","1999","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","23","","",""
"erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2000","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","2185","0.513733656305132","0.499315115660623","0.528152196949641"
"nicht erwerbstätig","2000","kein Migrationshintergrund","2","2371","0.460767371440672","0.447734277807929","0.473800465073415"
"nicht erwerbstätig","2000","kein Migrationshintergrund","3","1350","0.358985696532645","0.344155000951743","0.373816392113547"
"nicht erwerbstätig","2000","kein Migrationshintergrund","4","929","0.298816840359141","0.283538269397614","0.314095411320668"
"nicht erwerbstätig","2000","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","565","0.276234692013359","0.257873146966733","0.294596237059984"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","723","0.519960677355758","0.493611023813","0.546310330898515"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","2","368","0.402113000741418","0.370900574100919","0.433325427381917"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","3","139","0.314537416979772","0.273673942788769","0.355400891170775"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","4","76","0.247345729275228","0.197427736269884","0.297263722280572"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","41","0.206820374500672","0.149678843598584","0.263961905402759"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","116","0.42267685107497","0.364079162540441","0.4812745396095"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","2","75","0.296501981029257","0.240335596127725","0.352668365930789"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","3","30","0.267805622468261","0.195227937308788","0.340383307627735"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","4","16","","",""
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","9","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","2000","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","2431","0.486266343694868","0.471847803050359","0.500684884339377"
"erwerbstätig","2000","kein Migrationshintergrund","2","3248","0.539232628559328","0.526199534926585","0.552265722192071"
"erwerbstätig","2000","kein Migrationshintergrund","3","2669","0.641014303467355","0.626183607886453","0.655844999048257"
"erwerbstätig","2000","kein Migrationshintergrund","4","2519","0.701183159640859","0.685904588679332","0.716461730602386"
"erwerbstätig","2000","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1713","0.723765307986641","0.705403762940016","0.742126853033267"
"erwerbstätig","2000","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","658","0.480039322644242","0.453689669101485","0.506388976187"
"erwerbstätig","2000","direkter Migrationshintergrund","2","580","0.597886999258582","0.566674572618083","0.629099425899081"
"erwerbstätig","2000","direkter Migrationshintergrund","3","357","0.685462583020228","0.644599108829225","0.726326057211231"
"erwerbstätig","2000","direkter Migrationshintergrund","4","211","0.752654270724772","0.702736277719428","0.802572263730116"
"erwerbstätig","2000","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","152","0.793179625499329","0.736038094597242","0.850321156401416"
"erwerbstätig","2000","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","157","0.57732314892503","0.5187254603905","0.635920837459559"
"erwerbstätig","2000","indirekter Migrationshintergrund","2","179","0.703498018970743","0.647331634069211","0.759664403872275"
"erwerbstätig","2000","indirekter Migrationshintergrund","3","113","0.732194377531739","0.659616692372265","0.804772062691212"
"erwerbstätig","2000","indirekter Migrationshintergrund","4","92","0.826370956595314","0.754932029720766","0.897809883469861"
"erwerbstätig","2000","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","35","0.717173154298051","0.584098888128073","0.850247420468029"
"erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2001","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1828","0.516672487573731","0.500889480235417","0.532455494912046"
"nicht erwerbstätig","2001","kein Migrationshintergrund","2","2044","0.450909974778778","0.437003388732168","0.464816560825388"
"nicht erwerbstätig","2001","kein Migrationshintergrund","3","1381","0.376838652152818","0.361633791884105","0.392043512421531"
"nicht erwerbstätig","2001","kein Migrationshintergrund","4","910","0.298962959791794","0.283364601844012","0.314561317739577"
"nicht erwerbstätig","2001","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","536","0.262761226545364","0.244611307188221","0.280911145902506"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","583","0.49376616328761","0.465007530934654","0.522524795640567"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","2","305","0.389972849258874","0.356425219253101","0.423520479264648"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","3","137","0.319671273066564","0.278124564822164","0.361217981310965"
