"e11102","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","1999","5 Einkommensstärkstes Quintil","Westdeutschland","809","0.722698373156154","0.695569172607593","0.749827573704715"
"nicht erwerbstätig","1999","1 Einkommensschwächstes Quintil","Ostdeutschland","530","0.468231271012551","0.44105406467861","0.495408477346493"
"nicht erwerbstätig","1999","1 Einkommensschwächstes Quintil","Westdeutschland","1263","0.528833581088067","0.509523600635503","0.54814356154063"
"nicht erwerbstätig","1999","2","Ostdeutschland","516","0.450603404673575","0.424071976235769","0.47713483311138"
"nicht erwerbstätig","1999","2","Westdeutschland","1064","0.440410253991626","0.421849171036071","0.458971336947181"
"nicht erwerbstätig","1999","3","Ostdeutschland","229","0.415372761504869","0.378523545503658","0.45222197750608"
"nicht erwerbstätig","1999","3","Westdeutschland","564","0.350581708791745","0.328972638242105","0.372190779341385"
"nicht erwerbstätig","1999","4","Ostdeutschland","71","0.273878828156892","0.226957841700589","0.320799814613195"
"nicht erwerbstätig","1999","4","Westdeutschland","413","0.30065696477185","0.27857856472321","0.32273536482049"
"nicht erwerbstätig","1999","5 Einkommensstärkstes Quintil","Ostdeutschland","22","","",""
"nicht erwerbstätig","1999","5 Einkommensstärkstes Quintil","Westdeutschland","237","0.277301626843846","0.250172426295285","0.304430827392407"
"erwerbstätig","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","1135","0.529629005974957","0.507705065802395","0.551552946147518"
"erwerbstätig","2000","1 Einkommensschwächstes Quintil","Westdeutschland","2111","0.473698038578511","0.458737568657976","0.488658508499046"
"erwerbstätig","2000","2","Ostdeutschland","1132","0.516698137545081","0.494703621201138","0.538692653889024"
"erwerbstätig","2000","2","Westdeutschland","2875","0.562367426644022","0.548388299416562","0.576346553871482"
"erwerbstätig","2000","3","Ostdeutschland","681","0.603702537379586","0.573975367305052","0.63342970745412"
"erwerbstätig","2000","3","Westdeutschland","2458","0.657455350487209","0.641991931053641","0.672918769920777"
"erwerbstätig","2000","4","Ostdeutschland","482","0.755684586618786","0.721445977093199","0.789923196144373"
"erwerbstätig","2000","4","Westdeutschland","2340","0.702220065306144","0.686469577767927","0.71797055284436"
"erwerbstätig","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","198","0.849121163105575","0.80276266620963","0.895479660001519"
"erwerbstätig","2000","5 Einkommensstärkstes Quintil","Westdeutschland","1702","0.720280781023242","0.701880602152314","0.73868095989417"
"nicht erwerbstätig","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","856","0.470370994025044","0.448447053852482","0.492294934197605"
"nicht erwerbstätig","2000","1 Einkommensschwächstes Quintil","Westdeutschland","2168","0.526301961421489","0.511341491500954","0.541262431342024"
"nicht erwerbstätig","2000","2","Ostdeutschland","851","0.483301862454919","0.461307346110976","0.505296378798862"
"nicht erwerbstätig","2000","2","Westdeutschland","1963","0.437632573355978","0.423653446128518","0.451611700583438"
"nicht erwerbstätig","2000","3","Ostdeutschland","359","0.396297462620414","0.36657029254588","0.426024632694948"
"nicht erwerbstätig","2000","3","Westdeutschland","1160","0.342544649512791","0.327081230079223","0.358008068946359"
"nicht erwerbstätig","2000","4","Ostdeutschland","123","0.244315413381214","0.210076803855627","0.278554022906801"
"nicht erwerbstätig","2000","4","Westdeutschland","898","0.297779934693856","0.28202944715564","0.313530422232073"
"nicht erwerbstätig","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","31","0.150878836894425","0.104520339998481","0.197237333790369"
"nicht erwerbstätig","2000","5 Einkommensstärkstes Quintil","Westdeutschland","584","0.279719218976758","0.26131904010583","0.298119397847686"
"erwerbstätig","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","896","0.502971935245537","0.478846872508911","0.527096997982162"
"erwerbstätig","2001","1 Einkommensschwächstes Quintil","Westdeutschland","1842","0.489709660756574","0.473371007411106","0.506048314102042"
"erwerbstätig","2001","2","Ostdeutschland","1039","0.533609363831008","0.510607890931769","0.556610836730246"
"erwerbstätig","2001","2","Westdeutschland","2504","0.569975368389729","0.55493634635014","0.585014390429317"
"erwerbstätig","2001","3","Ostdeutschland","672","0.567621408876179","0.538184302448087","0.597058515304272"
"erwerbstätig","2001","3","Westdeutschland","2303","0.645066131691337","0.629076269855692","0.661055993526982"
"erwerbstätig","2001","4","Ostdeutschland","512","0.766091058359972","0.733320587247069","0.798861529472876"
"erwerbstätig","2001","4","Westdeutschland","2206","0.701051516580503","0.684865500975946","0.71723753218506"
"erwerbstätig","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","214","0.85647463848688","0.812926459836766","0.900022817136994"
"erwerbstätig","2001","5 Einkommensstärkstes Quintil","Westdeutschland","1667","0.732111697797743","0.713664736749687","0.750558658845798"
"nicht erwerbstätig","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","754","0.497028064754463","0.472903002017838","0.521153127491089"
"nicht erwerbstätig","2001","1 Einkommensschwächstes Quintil","Westdeutschland","1754","0.510290339243426","0.493951685897958","0.526628992588894"
"nicht erwerbstätig","2001","2","Ostdeutschland","768","0.466390636168992","0.443389163269753","0.489392109068231"
"nicht erwerbstätig","2001","2","Westdeutschland","1659","0.430024631610272","0.414985609570683","0.44506365364986"
"nicht erwerbstätig","2001","3","Ostdeutschland","416","0.432378591123821","0.402941484695728","0.461815697551913"
"nicht erwerbstätig","2001","3","Westdeutschland","1137","0.354933868308663","0.338944006473018","0.370923730144308"
"nicht erwerbstätig","2001","4","Ostdeutschland","129","0.233908941640028","0.201138470527124","0.266679412752931"
"nicht erwerbstätig","2001","4","Westdeutschland","867","0.298948483419497","0.28276246781494","0.315134499024054"
"nicht erwerbstätig","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","35","0.14352536151312","0.0999771828630057","0.187073540163234"
"nicht erwerbstätig","2001","5 Einkommensstärkstes Quintil","Westdeutschland","547","0.267888302202257","0.249441341154202","0.286335263250313"
"erwerbstätig","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","774","0.488677172387606","0.463227475960616","0.514126868814595"
"erwerbstätig","2002","1 Einkommensschwächstes Quintil","Westdeutschland","1592","0.481210891878994","0.46383404423678","0.498587739521207"
"erwerbstätig","2002","2","Ostdeutschland","859","0.515542195417558","0.490884375398602","0.540200015436513"
"erwerbstätig","2002","2","Westdeutschland","2250","0.57906970784432","0.563289065305586","0.594850350383054"
"erwerbstätig","2002","3","Ostdeutschland","736","0.585346502594637","0.557296164763438","0.613396840425837"
"erwerbstätig","2002","3","Westdeutschland","2112","0.630130919357183","0.613430207471685","0.646831631242682"
"erwerbstätig","2002","4","Ostdeutschland","559","0.719136617789916","0.686354820946578","0.751918414633253"
"erwerbstätig","2002","4","Westdeutschland","2503","0.6884382384142","0.673090557687356","0.703785919141044"
"erwerbstätig","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","403","0.853426407273771","0.821175791716189","0.885677022831353"
"erwerbstätig","2002","5 Einkommensstärkstes Quintil","Westdeutschland","2998","0.727789807133042","0.713914587705705","0.741665026560379"
"nicht erwerbstätig","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","708","0.511322827612394","0.485873131185405","0.536772524039384"
"nicht erwerbstätig","2002","1 Einkommensschwächstes Quintil","Westdeutschland","1584","0.518789108121006","0.501412260478793","0.53616595576322"
"nicht erwerbstätig","2002","2","Ostdeutschland","719","0.484457804582442","0.459799984563487","0.509115624601398"
"nicht erwerbstätig","2002","2","Westdeutschland","1510","0.42093029215568","0.405149649616946","0.436710934694414"
"nicht erwerbstätig","2002","3","Ostdeutschland","449","0.414653497405363","0.386603159574163","0.442703835236562"
"nicht erwerbstätig","2002","3","Westdeutschland","1098","0.369869080642817","0.353168368757318","0.386569792528316"
"nicht erwerbstätig","2002","4","Ostdeutschland","163","0.280863382210084","0.248081585366747","0.313645179053422"
"nicht erwerbstätig","2002","4","Westdeutschland","995","0.3115617615858","0.296214080858956","0.326909442312644"
"nicht erwerbstätig","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","59","0.146573592726229","0.114322977168647","0.178824208283811"
"nicht erwerbstätig","2002","5 Einkommensstärkstes Quintil","Westdeutschland","955","0.272210192866958","0.258334973439621","0.286085412294295"
"erwerbstätig","2003","1 Einkommensschwächstes Quintil","Ostdeutschland","779","0.49678706174136","0.471322770106185","0.522251353376535"
"erwerbstätig","2003","1 Einkommensschwächstes Quintil","Westdeutschland","1389","0.451845966566248","0.433606522943871","0.470085410188626"
"erwerbstätig","2003","2","Ostdeutschland","856","0.516994391547784","0.491789860577384","0.542198922518185"
"erwerbstätig","2003","2","Westdeutschland","2115","0.568066808355642","0.551854272674404","0.584279344036879"
"erwerbstätig","2003","3","Ostdeutschland","634","0.531555114825056","0.502421824659502","0.560688404990609"
"erwerbstätig","2003","3","Westdeutschland","2135","0.644573145303179","0.628040917605649","0.661105373000709"
"erwerbstätig","2003","4","Ostdeutschland","611","0.697047360330921","0.665478827190854","0.728615893470987"
"erwerbstätig","2003","4","Westdeutschland","2468","0.675861666261879","0.660412642469554","0.691310690054204"
"erwerbstätig","2003","5 Einkommensstärkstes Quintil","Ostdeutschland","347","0.792989704503599","0.753866967508104","0.832112441499094"
"erwerbstätig","2003","5 Einkommensstärkstes Quintil","Westdeutschland","2693","0.705750620135684","0.69092618374849","0.720575056522877"
"nicht erwerbstätig","2003","1 Einkommensschwächstes Quintil","Ostdeutschland","702","0.50321293825864","0.477748646623465","0.528677229893815"
"nicht erwerbstätig","2003","1 Einkommensschwächstes Quintil","Westdeutschland","1471","0.548154033433752","0.529914589811374","0.566393477056129"
"nicht erwerbstätig","2003","2","Ostdeutschland","654","0.483005608452215","0.457801077481815","0.508210139422616"
"nicht erwerbstätig","2003","2","Westdeutschland","1471","0.431933191644358","0.415720655963121","0.448145727325596"
"nicht erwerbstätig","2003","3","Ostdeutschland","493","0.468444885174944","0.439311595009391","0.497578175340498"
"nicht erwerbstätig","2003","3","Westdeutschland","1085","0.355426854696821","0.338894626999291","0.371959082394351"
"nicht erwerbstätig","2003","4","Ostdeutschland","203","0.302952639669079","0.271384106529013","0.334521172809146"
"nicht erwerbstätig","2003","4","Westdeutschland","1058","0.324138333738121","0.308689309945796","0.339587357530446"
"nicht erwerbstätig","2003","5 Einkommensstärkstes Quintil","Ostdeutschland","65","0.207010295496401","0.167887558500905","0.246133032491896"
"nicht erwerbstätig","2003","5 Einkommensstärkstes Quintil","Westdeutschland","937","0.294249379864316","0.279424943477123","0.30907381625151"
"erwerbstätig","2004","1 Einkommensschwächstes Quintil","Ostdeutschland","741","0.498569138888251","0.472708509102447","0.524429768674056"
"erwerbstätig","2004","1 Einkommensschwächstes Quintil","Westdeutschland","1335","0.46272819327847","0.444186816609574","0.481269569947367"
"erwerbstätig","2004","2","Ostdeutschland","746","0.461007717995872","0.43511733543468","0.486898100557064"
"erwerbstätig","2004","2","Westdeutschland","2084","0.567351587064366","0.551051542722007","0.583651631406725"
"erwerbstätig","2004","3","Ostdeutschland","613","0.52346898095708","0.493913649039694","0.553024312874466"
"erwerbstätig","2004","3","Westdeutschland","1931","0.614434706864938","0.597072562181898","0.631796851547978"
"erwerbstätig","2004","4","Ostdeutschland","592","0.679957740982085","0.647930914159908","0.711984567804262"
"erwerbstätig","2004","4","Westdeutschland","2385","0.666522998865556","0.650795733633221","0.682250264097891"
"erwerbstätig","2004","5 Einkommensstärkstes Quintil","Ostdeutschland","384","0.828427513459636","0.793632989440234","0.863222037479037"
"erwerbstätig","2004","5 Einkommensstärkstes Quintil","Westdeutschland","2656","0.720090076917156","0.705406125158914","0.734774028675398"
"nicht erwerbstätig","2004","1 Einkommensschwächstes Quintil","Ostdeutschland","695","0.501430861111749","0.475570231325944","0.527291490897553"
"nicht erwerbstätig","2004","1 Einkommensschwächstes Quintil","Westdeutschland","1443","0.53727180672153","0.518730430052633","0.555813183390426"
"nicht erwerbstätig","2004","2","Ostdeutschland","678","0.538992282004128","0.513101899442936","0.56488266456532"
"nicht erwerbstätig","2004","2","Westdeutschland","1465","0.432648412935634","0.416348368593275","0.448948457277993"
"nicht erwerbstätig","2004","3","Ostdeutschland","484","0.47653101904292","0.446975687125534","0.506086350960306"
"nicht erwerbstätig","2004","3","Westdeutschland","1088","0.385565293135062","0.368203148452022","0.402927437818102"
"nicht erwerbstätig","2004","4","Ostdeutschland","223","0.320042259017915","0.288015432195738","0.352069085840092"
"nicht erwerbstätig","2004","4","Westdeutschland","1067","0.333477001134444","0.317749735902109","0.349204266366779"
"nicht erwerbstätig","2004","5 Einkommensstärkstes Quintil","Ostdeutschland","67","0.171572486540365","0.136777962520963","0.206367010559766"
"nicht erwerbstätig","2004","5 Einkommensstärkstes Quintil","Westdeutschland","935","0.279909923082844","0.265225971324602","0.294593874841086"
"erwerbstätig","2005","1 Einkommensschwächstes Quintil","Ostdeutschland","737","0.495492003115932","0.469801716680785","0.521182289551079"
"erwerbstätig","2005","1 Einkommensschwächstes Quintil","Westdeutschland","1298","0.475793999199783","0.457005000186294","0.494582998213273"
"erwerbstätig","2005","2","Ostdeutschland","682","0.486073345739557","0.459080002431945","0.513066689047169"
"erwerbstätig","2005","2","Westdeutschland","1856","0.556208702895601","0.539159095091103","0.5732583107001"
"erwerbstätig","2005","3","Ostdeutschland","598","0.526534641622485","0.49668758990933","0.556381693335641"
"erwerbstätig","2005","3","Westdeutschland","1821","0.646903657440899","0.629185294326861","0.664622020554937"
"erwerbstätig","2005","4","Ostdeutschland","522","0.698739954770782","0.665180536340292","0.732299373201273"
"erwerbstätig","2005","4","Westdeutschland","2333","0.678714823794311","0.662904167835236","0.694525479753386"
"erwerbstätig","2005","5 Einkommensstärkstes Quintil","Ostdeutschland","406","0.83561641559424","0.802180763606421","0.869052067582059"
"erwerbstätig","2005","5 Einkommensstärkstes Quintil","Westdeutschland","2591","0.725895896841995","0.711199774835056","0.740592018848934"
"nicht erwerbstätig","2005","1 Einkommensschwächstes Quintil","Ostdeutschland","718","0.504507996884068","0.478817710448921","0.530198283319215"
"nicht erwerbstätig","2005","1 Einkommensschwächstes Quintil","Westdeutschland","1416","0.524206000800217","0.505417001786727","0.542994999813706"
"nicht erwerbstätig","2005","2","Ostdeutschland","635","0.513926654260443","0.486933310952831","0.540919997568055"
"nicht erwerbstätig","2005","2","Westdeutschland","1406","0.443791297104399","0.4267416892999","0.460840904908897"
"nicht erwerbstätig","2005","3","Ostdeutschland","477","0.473465358377515","0.443618306664359","0.50331241009067"
"nicht erwerbstätig","2005","3","Westdeutschland","974","0.353096342559101","0.335377979445063","0.370814705673139"
"nicht erwerbstätig","2005","4","Ostdeutschland","196","0.301260045229218","0.267700626798727","0.334819463659708"
"nicht erwerbstätig","2005","4","Westdeutschland","1018","0.321285176205689","0.305474520246614","0.337095832164764"
"nicht erwerbstätig","2005","5 Einkommensstärkstes Quintil","Ostdeutschland","66","0.16438358440576","0.130947932417942","0.197819236393579"
"nicht erwerbstätig","2005","5 Einkommensstärkstes Quintil","Westdeutschland","948","0.274104103158005","0.259407981151066","0.288800225164944"
"erwerbstätig","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","749","0.484206628790306","0.458857010120443","0.509556247460169"
"erwerbstätig","2006","1 Einkommensschwächstes Quintil","Westdeutschland","1295","0.448914939937548","0.430771649729725","0.467058230145371"
"erwerbstätig","2006","2","Ostdeutschland","709","0.490103217772617","0.463926575623186","0.516279859922049"
"erwerbstätig","2006","2","Westdeutschland","2014","0.563703351354771","0.54742637740138","0.579980325308162"
"erwerbstätig","2006","3","Ostdeutschland","682","0.521252343003102","0.493447875041762","0.549056810964442"
"erwerbstätig","2006","3","Westdeutschland","1879","0.618374674832336","0.60097688345243","0.635772466212243"
"erwerbstätig","2006","4","Ostdeutschland","545","0.670432322043578","0.637591765927231","0.703272878159926"
"erwerbstätig","2006","4","Westdeutschland","2502","0.67181408293087","0.656667949897314","0.686960215964426"
"erwerbstätig","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","379","0.823318878908666","0.787882674703524","0.858755083113807"
"erwerbstätig","2006","5 Einkommensstärkstes Quintil","Westdeutschland","2696","0.725049139219443","0.710783466892906","0.739314811545979"
"nicht erwerbstätig","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","744","0.515793371209694","0.490443752539831","0.541142989879557"
"nicht erwerbstätig","2006","1 Einkommensschwächstes Quintil","Westdeutschland","1592","0.551085060062452","0.532941769854629","0.569228350270275"
"nicht erwerbstätig","2006","2","Ostdeutschland","692","0.509896782227383","0.483720140077951","0.536073424376814"
"nicht erwerbstätig","2006","2","Westdeutschland","1552","0.436296648645229","0.420019674691839","0.45257362259862"
"nicht erwerbstätig","2006","3","Ostdeutschland","558","0.478747656996898","0.450943189035558","0.506552124958238"
"nicht erwerbstätig","2006","3","Westdeutschland","1116","0.381625325167664","0.364227533787757","0.39902311654757"
"nicht erwerbstätig","2006","4","Ostdeutschland","242","0.329567677956422","0.296727121840074","0.362408234072769"
"nicht erwerbstätig","2006","4","Westdeutschland","1190","0.32818591706913","0.313039784035574","0.343332050102686"
"nicht erwerbstätig","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","66","0.176681121091334","0.141244916886193","0.212117325296476"
"nicht erwerbstätig","2006","5 Einkommensstärkstes Quintil","Westdeutschland","1067","0.274950860780557","0.260685188454021","0.289216533107094"
"erwerbstätig","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","658","0.484492863934179","0.457502034130944","0.511483693737413"
"erwerbstätig","2007","1 Einkommensschwächstes Quintil","Westdeutschland","1113","0.445614482570391","0.426304148622783","0.464924816517999"
"erwerbstätig","2007","2","Ostdeutschland","688","0.481679676630266","0.455374285953354","0.507985067307177"
"erwerbstätig","2007","2","Westdeutschland","1807","0.544484862172065","0.52730476404474","0.56166496029939"
