year,sex,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,female,Probably not,0.02055,344,6247,0.01703,0.02407
2000,female,Probably,0.03658,622,6247,0.03192,0.04124
2000,female,"Yes, definitely",0.06584,1216,6247,0.05969,0.07199
2001,male,"No, definitely not",0.20939,2447,3553,0.19601,0.22277
2001,male,Probably not,0.00750,95,3553,0.00466,0.01033
2001,male,Probably,0.01009,139,3553,0.00680,0.01338
2001,male,"Yes, definitely",0.06239,872,3553,0.05443,0.07034
2001,female,"No, definitely not",0.31460,3668,5590,0.30242,0.32677
2001,female,Probably not,0.01796,275,5590,0.01448,0.02144
2001,female,Probably,0.03264,495,5590,0.02798,0.03730
2001,female,"Yes, definitely",0.06974,1152,5590,0.06306,0.07642
2002,male,"No, definitely not",0.21042,2469,3723,0.19733,0.22352
2002,male,Probably not,0.00744,91,3723,0.00468,0.01021
2002,male,Probably,0.01115,148,3723,0.00777,0.01452
2002,male,"Yes, definitely",0.07265,1015,3723,0.06431,0.08099
2002,female,"No, definitely not",0.31158,3654,5629,0.29948,0.32368
2002,female,Probably not,0.01744,265,5629,0.01402,0.02086
2002,female,Probably,0.03172,477,5629,0.02714,0.03630
2002,female,"Yes, definitely",0.07877,1233,5629,0.07173,0.08580
2003,male,"No, definitely not",0.20997,2426,3721,0.19689,0.22306
2003,male,Probably not,0.00722,88,3721,0.00450,0.00994
2003,male,Probably,0.01145,163,3721,0.00803,0.01487
2003,male,"Yes, definitely",0.07901,1044,3721,0.07034,0.08768
2003,female,"No, definitely not",0.30759,3574,5428,0.29531,0.31986
2003,female,Probably not,0.01772,262,5428,0.01421,0.02123
2003,female,Probably,0.03106,440,5428,0.02645,0.03568
2003,female,"Yes, definitely",0.07532,1152,5428,0.06830,0.08234
2004,male,"No, definitely not",0.20939,2380,3692,0.19627,0.22252
2004,male,Probably not,0.00913,92,3692,0.00606,0.01220
2004,male,Probably,0.01368,152,3692,0.00993,0.01743
2004,male,"Yes, definitely",0.08513,1068,3692,0.07613,0.09414
2004,female,"No, definitely not",0.30767,3443,5347,0.29530,0.32004
2004,female,Probably not,0.01673,227,5347,0.01329,0.02016
2004,female,Probably,0.03298,461,5347,0.02819,0.03777
2004,female,"Yes, definitely",0.07868,1216,5347,0.07146,0.08590
2005,male,"No, definitely not",0.20745,2351,3607,0.19422,0.22069
2005,male,Probably not,0.00771,93,3607,0.00486,0.01057
2005,male,Probably,0.01407,145,3607,0.01023,0.01792
2005,male,"Yes, definitely",0.08534,1018,3607,0.07622,0.09446
2005,female,"No, definitely not",0.29650,3300,5151,0.28403,0.30897
2005,female,Probably not,0.01696,226,5151,0.01344,0.02049
2005,female,Probably,0.03407,432,5151,0.02911,0.03902
2005,female,"Yes, definitely",0.08558,1193,5151,0.07794,0.09322
2006,male,"No, definitely not",0.21022,2685,3892,0.19742,0.22303
2006,male,Probably not,0.00766,100,3892,0.00492,0.01040
2006,male,Probably,0.01308,134,3892,0.00951,0.01665
2006,male,"Yes, definitely",0.07824,973,3892,0.06980,0.08668
2006,female,"No, definitely not",0.29638,3621,5513,0.28432,0.30844
2006,female,Probably not,0.01673,238,5513,0.01335,0.02012
2006,female,Probably,0.03467,448,5513,0.02984,0.03950
2006,female,"Yes, definitely",0.08383,1206,5513,0.07652,0.09115
2007,male,"No, definitely not",0.20935,2528,3505,0.19588,0.22282
2007,male,Probably not,0.00747,83,3505,0.00462,0.01032
2007,male,Probably,0.01353,134,3505,0.00971,0.01736
2007,male,"Yes, definitely",0.06504,760,3505,0.05688,0.07321
2007,female,"No, definitely not",0.29044,3377,5002,0.27786,0.30302
2007,female,Probably not,0.01685,208,5002,0.01328,0.02042
2007,female,Probably,0.03115,379,5002,0.02634,0.03597
2007,female,"Yes, definitely",0.07817,1038,5002,0.07073,0.08560
2008,male,"No, definitely not",0.20669,2425,3319,0.19292,0.22047
2008,male,Probably not,0.00939,92,3319,0.00611,0.01267
2008,male,Probably,0.01184,120,3319,0.00816,0.01552
2008,male,"Yes, definitely",0.06214,682,3319,0.05393,0.07035
2008,female,"No, definitely not",0.29111,3194,4596,0.27798,0.30425
2008,female,Probably not,0.01360,180,4596,0.01025,0.01695
2008,female,Probably,0.02553,300,4596,0.02097,0.03009
2008,female,"Yes, definitely",0.07080,922,4596,0.06339,0.07822
2009,male,"No, definitely not",0.20591,2281,3157,0.19180,0.22002
2009,male,Probably not,0.00634,83,3157,0.00357,0.00911
2009,male,Probably,0.01415,122,3157,0.01003,0.01827
2009,male,"Yes, definitely",0.06848,671,3157,0.05966,0.07729
2009,female,"No, definitely not",0.28511,2971,4193,0.27144,0.29878
2009,female,Probably not,0.01148,145,4193,0.00826,0.01471
2009,female,Probably,0.02888,291,4193,0.02381,0.03395
2009,female,"Yes, definitely",0.06613,786,4193,0.05861,0.07365
2010,male,"No, definitely not",0.20474,2189,3425,0.19122,0.21826
2010,male,Probably not,0.00781,93,3425,0.00486,0.01076
2010,male,Probably,0.01343,150,3425,0.00958,0.01729
2010,male,"Yes, definitely",0.07465,993,3425,0.06585,0.08346
2010,female,"No, definitely not",0.27788,2931,6127,0.26667,0.28910
2010,female,Probably not,0.01379,314,6127,0.01087,0.01671
2010,female,Probably,0.02616,793,6127,0.02216,0.03016
2010,female,"Yes, definitely",0.07336,2089,6127,0.06683,0.07989
2011,male,"No, definitely not",0.20635,2898,4204,0.19411,0.21858
2011,male,Probably not,0.00662,110,4204,0.00417,0.00907
2011,male,Probably,0.01252,181,4204,0.00916,0.01588
2011,male,"Yes, definitely",0.06110,1015,4204,0.05386,0.06834
2011,female,"No, definitely not",0.28301,3792,6845,0.27234,0.29369
2011,female,Probably not,0.01458,364,6845,0.01174,0.01742
2011,female,Probably,0.02406,742,6845,0.02043,0.02769
2011,female,"Yes, definitely",0.07019,1947,6845,0.06414,0.07624
2012,male,"No, definitely not",0.20785,2905,4180,0.19555,0.22016
2012,male,Probably not,0.01140,155,4180,0.00818,0.01461
2012,male,Probably,0.01272,170,4180,0.00932,0.01612
2012,male,"Yes, definitely",0.06194,950,4180,0.05463,0.06925
2012,female,"No, definitely not",0.27971,3704,6459,0.26876,0.29065
2012,female,Probably not,0.01324,325,6459,0.01046,0.01603
2012,female,Probably,0.02610,687,6459,0.02221,0.02999
2012,female,"Yes, definitely",0.07172,1743,6459,0.06543,0.07801
2013,male,"No, definitely not",0.20839,2856,4485,0.19650,0.22028
2013,male,Probably not,0.01111,153,4485,0.00804,0.01417
2013,male,Probably,0.01102,191,4485,0.00797,0.01408
2013,male,"Yes, definitely",0.06549,1285,4485,0.05825,0.07273
2013,female,"No, definitely not",0.27640,3653,6856,0.26581,0.28698
2013,female,Probably not,0.01429,362,6856,0.01148,0.01710
2013,female,Probably,0.02424,763,6856,0.02060,0.02788
2013,female,"Yes, definitely",0.07264,2078,6856,0.06649,0.07878
2014,male,"No, definitely not",0.20742,2709,4071,0.19496,0.21987
2014,male,Probably not,0.01013,141,4071,0.00705,0.01320
2014,male,Probably,0.01247,180,4071,0.00906,0.01588
2014,male,"Yes, definitely",0.06341,1041,4071,0.05592,0.07090
2014,female,"No, definitely not",0.26861,3369,5975,0.25737,0.27985
2014,female,Probably not,0.01503,308,5975,0.01194,0.01812
2014,female,Probably,0.02381,619,5975,0.01995,0.02768
2014,female,"Yes, definitely",0.07196,1679,5975,0.06540,0.07851
2015,male,"No, definitely not",0.20950,2646,4048,0.19697,0.22204
2015,male,Probably not,0.01043,145,4048,0.00730,0.01356
2015,male,Probably,0.01096,180,4048,0.00775,0.01417
2015,male,"Yes, definitely",0.06594,1077,4048,0.05829,0.07358
2015,female,"No, definitely not",0.27185,3323,5983,0.26058,0.28313
2015,female,Probably not,0.01453,346,5983,0.01149,0.01756
2015,female,Probably,0.02316,600,5983,0.01935,0.02697
2015,female,"Yes, definitely",0.06813,1714,5983,0.06175,0.07452
2016,male,"No, definitely not",0.20458,2581,5177,0.19359,0.21557
2016,male,Probably not,0.01042,151,5177,0.00765,0.01318
2016,male,Probably,0.01396,347,5177,0.01076,0.01715
2016,male,"Yes, definitely",0.06323,2098,5177,0.05660,0.06986
2016,female,"No, definitely not",0.26344,3204,6428,0.25267,0.27421
2016,female,Probably not,0.01350,355,6428,0.01068,0.01632
2016,female,Probably,0.02359,873,6428,0.01988,0.02730
2016,female,"Yes, definitely",0.07174,1996,6428,0.06543,0.07805
2017,male,"No, definitely not",0.19805,2708,5654,0.18766,0.20843
2017,male,Probably not,0.01071,148,5654,0.00803,0.01340
2017,male,Probably,0.01290,335,5654,0.00996,0.01584
2017,male,"Yes, definitely",0.06545,2463,5654,0.05900,0.07190
2017,female,"No, definitely not",0.25883,3354,7024,0.24859,0.26907
2017,female,Probably not,0.01591,401,7024,0.01298,0.01884
2017,female,Probably,0.02060,934,7024,0.01728,0.02393
2017,female,"Yes, definitely",0.06850,2335,7024,0.06260,0.07441
2018,male,"No, definitely not",0.19941,2676,5126,0.18847,0.21035
2018,male,Probably not,0.00908,155,5126,0.00648,0.01167
2018,male,Probably,0.01265,340,5126,0.00959,0.01571
2018,male,"Yes, definitely",0.05770,1955,5126,0.05131,0.06408
2018,female,"No, definitely not",0.26176,3319,6666,0.25120,0.27231
2018,female,Probably not,0.01374,326,6666,0.01094,0.01653
2018,female,Probably,0.01933,810,6666,0.01603,0.02264
2018,female,"Yes, definitely",0.07011,2211,6666,0.06398,0.07624
2019,male,"No, definitely not",0.20063,2728,4728,0.18922,0.21205
2019,male,Probably not,0.00903,158,4728,0.00633,0.01173
2019,male,Probably,0.01222,272,4728,0.00908,0.01535
2019,male,"Yes, definitely",0.05377,1570,4728,0.04734,0.06020
2019,female,"No, definitely not",0.25592,3191,6074,0.24495,0.26690
2019,female,Probably not,0.01430,269,6074,0.01131,0.01728
2019,female,Probably,0.02119,707,6074,0.01757,0.02481
2019,female,"Yes, definitely",0.06408,1907,6074,0.05792,0.07024
2020,male,"No, definitely not",0.19735,2549,4721,0.18599,0.20870
2020,male,Probably not,0.01028,179,4721,0.00740,0.01315
2020,male,Probably,0.01261,266,4721,0.00942,0.01579
2020,male,"Yes, definitely",0.05443,1727,4721,0.04795,0.06090
2020,female,"No, definitely not",0.25419,3056,6052,0.24322,0.26516
2020,female,Probably not,0.01464,293,6052,0.01161,0.01766
2020,female,Probably,0.02268,761,6052,0.01893,0.02643
2020,female,"Yes, definitely",0.06190,1942,6052,0.05583,0.06797
2021,male,"No, definitely not",0.18912,1817,3055,0.17523,0.20301
2021,male,Probably not,0.00903,116,3055,0.00568,0.01239
2021,male,Probably,0.01706,245,3055,0.01247,0.02165
2021,male,"Yes, definitely",0.05012,877,3055,0.04239,0.05786
2021,female,"No, definitely not",0.24306,2099,4095,0.22992,0.25620
2021,female,Probably not,0.01701,195,4095,0.01305,0.02097
2021,female,Probably,0.02488,569,4095,0.02011,0.02965
2021,female,"Yes, definitely",0.06393,1232,4095,0.05644,0.07142
