year,age_gr,migback,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,46-65 y.,No migration background,Probably,0.01746,60,1183,0.00999,0.02492
1995,46-65 y.,No migration background,"Yes, definitely",0.02857,106,1183,0.01907,0.03807
1995,46-65 y.,Direct migration background,"No, definitely not",0.37811,377,459,0.33370,0.42252
1995,46-65 y.,Direct migration background,Probably,0.03364,41,459,0.01712,0.05015
1995,46-65 y.,Direct migration background,"Yes, definitely",0.05458,41,459,0.03378,0.07539
1995,66 and older,No migration background,"No, definitely not",0.94578,1250,1250,0.93322,0.95834
1995,66 and older,Direct migration background,"No, definitely not",0.96822,205,205,0.94414,0.99229
1996,17-29 y.,No migration background,"No, definitely not",0.02359,61,718,0.01248,0.03470
1996,17-29 y.,No migration background,Probably,0.05024,115,718,0.03425,0.06623
1996,17-29 y.,No migration background,"Yes, definitely",0.26193,542,718,0.22975,0.29412
1996,17-29 y.,Direct migration background,"No, definitely not",0.08145,55,235,0.04640,0.11650
1996,17-29 y.,Direct migration background,Probably,0.10136,47,235,0.06269,0.14003
1996,17-29 y.,Direct migration background,"Yes, definitely",0.25084,133,235,0.19530,0.30638
1996,17-29 y.,Indirect migration background,"Yes, definitely",0.31236,137,137,0.23447,0.39025
1996,30-45 y.,No migration background,"No, definitely not",0.03515,120,677,0.02126,0.04903
1996,30-45 y.,No migration background,Probably not,0.02455,83,677,0.01288,0.03621
1996,30-45 y.,No migration background,Probably,0.04773,166,677,0.03166,0.06380
1996,30-45 y.,No migration background,"Yes, definitely",0.07811,308,677,0.05788,0.09834
1996,30-45 y.,Direct migration background,"No, definitely not",0.06002,63,221,0.02863,0.09140
1996,30-45 y.,Direct migration background,Probably,0.06933,54,221,0.03577,0.10290
1996,30-45 y.,Direct migration background,"Yes, definitely",0.13273,104,221,0.08790,0.17757
1996,46-65 y.,No migration background,"No, definitely not",0.34356,941,1209,0.31678,0.37034
1996,46-65 y.,No migration background,Probably not,0.03142,91,1209,0.02158,0.04125
1996,46-65 y.,No migration background,Probably,0.01832,72,1209,0.01076,0.02588
1996,46-65 y.,No migration background,"Yes, definitely",0.03015,105,1209,0.02051,0.03979
1996,46-65 y.,Direct migration background,"No, definitely not",0.37525,372,409,0.32826,0.42223
1996,46-65 y.,Direct migration background,"Yes, definitely",0.05292,37,409,0.03120,0.07465
1996,66 and older,No migration background,"No, definitely not",0.95070,1252,1252,0.93870,0.96270
1996,66 and older,Direct migration background,"No, definitely not",0.94949,216,216,0.92021,0.97876
1997,17-29 y.,No migration background,"No, definitely not",0.03186,66,723,0.01905,0.04467
1997,17-29 y.,No migration background,Probably not,0.01711,37,723,0.00765,0.02657
1997,17-29 y.,No migration background,Probably,0.05685,118,723,0.03996,0.07374
1997,17-29 y.,No migration background,"Yes, definitely",0.24842,502,723,0.21690,0.27994
1997,17-29 y.,Direct migration background,"No, definitely not",0.05585,41,199,0.02387,0.08784
1997,17-29 y.,Direct migration background,Probably,0.11321,49,199,0.06908,0.15735
1997,17-29 y.,Direct migration background,"Yes, definitely",0.23847,109,199,0.17911,0.29783
1997,17-29 y.,Indirect migration background,"Yes, definitely",0.30411,136,136,0.22651,0.38172
1997,30-45 y.,No migration background,"No, definitely not",0.03458,126,692,0.02096,0.04821
1997,30-45 y.,No migration background,Probably not,0.02849,86,692,0.01609,0.04090
1997,30-45 y.,No migration background,Probably,0.04845,169,692,0.03244,0.06446
1997,30-45 y.,No migration background,"Yes, definitely",0.08611,311,692,0.06520,0.10703
1997,30-45 y.,Direct migration background,"No, definitely not",0.06385,61,220,0.03147,0.09623
1997,30-45 y.,Direct migration background,Probably,0.05850,55,220,0.02742,0.08959
1997,30-45 y.,Direct migration background,"Yes, definitely",0.13745,104,220,0.09185,0.18305
1997,46-65 y.,No migration background,"No, definitely not",0.34452,938,1212,0.31776,0.37129
1997,46-65 y.,No migration background,Probably not,0.03246,91,1212,0.02248,0.04244
1997,46-65 y.,No migration background,Probably,0.02520,69,1212,0.01637,0.03402
1997,46-65 y.,No migration background,"Yes, definitely",0.03173,114,1212,0.02186,0.04161
1997,46-65 y.,Direct migration background,"No, definitely not",0.37460,354,400,0.32711,0.42209
1997,46-65 y.,Direct migration background,"Yes, definitely",0.05028,46,400,0.02884,0.07173
1997,66 and older,No migration background,"No, definitely not",0.94604,1273,1273,0.93362,0.95845
1997,66 and older,Direct migration background,"No, definitely not",0.93619,222,222,0.90396,0.96841
1998,17-29 y.,No migration background,"No, definitely not",0.03090,65,787,0.01880,0.04300
1998,17-29 y.,No migration background,Probably not,0.02221,38,787,0.01191,0.03252
1998,17-29 y.,No migration background,Probably,0.04260,97,787,0.02848,0.05672
1998,17-29 y.,No migration background,"Yes, definitely",0.26014,587,787,0.22946,0.29081
1998,17-29 y.,Direct migration background,"No, definitely not",0.07988,45,185,0.04071,0.11906
1998,17-29 y.,Direct migration background,Probably,0.10365,38,185,0.05961,0.14769
1998,17-29 y.,Direct migration background,"Yes, definitely",0.21718,102,185,0.15760,0.27676
1998,17-29 y.,Indirect migration background,"No, definitely not",0.06501,35,172,0.02806,0.10196
1998,17-29 y.,Indirect migration background,"Yes, definitely",0.28912,137,172,0.22117,0.35707
1998,30-45 y.,No migration background,"No, definitely not",0.03782,147,798,0.02457,0.05106
1998,30-45 y.,No migration background,Probably not,0.02365,101,798,0.01310,0.03420
1998,30-45 y.,No migration background,Probably,0.04400,172,798,0.02976,0.05824
1998,30-45 y.,No migration background,"Yes, definitely",0.09181,378,798,0.07176,0.11186
1998,30-45 y.,Direct migration background,"No, definitely not",0.07560,75,206,0.03941,0.11178
1998,30-45 y.,Direct migration background,Probably,0.05724,47,206,0.02544,0.08904
1998,30-45 y.,Direct migration background,"Yes, definitely",0.11015,84,206,0.06729,0.15301
1998,46-65 y.,No migration background,"No, definitely not",0.35444,1171,1465,0.32993,0.37894
1998,46-65 y.,No migration background,Probably not,0.03146,101,1465,0.02252,0.04040
1998,46-65 y.,No migration background,Probably,0.01556,55,1465,0.00922,0.02191
1998,46-65 y.,No migration background,"Yes, definitely",0.02998,138,1465,0.02124,0.03871
1998,46-65 y.,Direct migration background,"No, definitely not",0.31386,334,380,0.26714,0.36059
1998,46-65 y.,Direct migration background,"Yes, definitely",0.07228,46,380,0.04621,0.09835
1998,66 and older,No migration background,"No, definitely not",0.95104,1531,1531,0.94023,0.96185
1998,66 and older,Direct migration background,"No, definitely not",0.95796,240,240,0.93252,0.98340
1999,17-29 y.,No migration background,"No, definitely not",0.03069,69,712,0.01801,0.04337
1999,17-29 y.,No migration background,Probably,0.04399,95,712,0.02892,0.05907
1999,17-29 y.,No migration background,"Yes, definitely",0.26639,548,712,0.23389,0.29888
1999,17-29 y.,Direct migration background,"No, definitely not",0.05690,31,118,0.01493,0.09888
1999,17-29 y.,Direct migration background,"Yes, definitely",0.23900,87,118,0.16173,0.31628
1999,17-29 y.,Indirect migration background,"Yes, definitely",0.25755,127,127,0.18119,0.33390
1999,30-45 y.,No migration background,"No, definitely not",0.02991,128,675,0.01705,0.04276
1999,30-45 y.,No migration background,Probably not,0.02246,86,675,0.01127,0.03364
1999,30-45 y.,No migration background,Probably,0.04040,153,675,0.02553,0.05526
1999,30-45 y.,No migration background,"Yes, definitely",0.07755,308,675,0.05736,0.09775
1999,30-45 y.,Direct migration background,"No, definitely not",0.09286,68,188,0.05126,0.13446
1999,30-45 y.,Direct migration background,Probably,0.03754,32,188,0.01030,0.06479
1999,30-45 y.,Direct migration background,"Yes, definitely",0.11169,88,188,0.06655,0.15684
1999,46-65 y.,No migration background,"No, definitely not",0.35861,1147,1389,0.33338,0.38385
1999,46-65 y.,No migration background,Probably not,0.02466,81,1389,0.01650,0.03281
1999,46-65 y.,No migration background,Probably,0.01338,53,1389,0.00733,0.01942
1999,46-65 y.,No migration background,"Yes, definitely",0.02589,108,1389,0.01753,0.03424
1999,46-65 y.,Direct migration background,"No, definitely not",0.32421,334,369,0.27638,0.37203
1999,46-65 y.,Direct migration background,"Yes, definitely",0.04781,35,369,0.02601,0.06961
1999,66 and older,No migration background,"No, definitely not",0.95268,1482,1482,0.94187,0.96349
1999,66 and older,Direct migration background,"No, definitely not",0.94870,239,239,0.92067,0.97673
2000,17-29 y.,No migration background,"No, definitely not",0.02566,92,1191,0.01668,0.03464
2000,17-29 y.,No migration background,Probably not,0.01076,45,1191,0.00490,0.01662
2000,17-29 y.,No migration background,Probably,0.04701,158,1191,0.03499,0.05904
2000,17-29 y.,No migration background,"Yes, definitely",0.24712,896,1191,0.22261,0.27163
2000,17-29 y.,Direct migration background,"No, definitely not",0.06319,40,238,0.03221,0.09417
2000,17-29 y.,Direct migration background,Probably,0.08514,55,238,0.04961,0.12067
2000,17-29 y.,Direct migration background,"Yes, definitely",0.22849,143,238,0.17503,0.28194
2000,17-29 y.,Indirect migration background,"Yes, definitely",0.32220,198,198,0.25694,0.38746
2000,30-45 y.,No migration background,"No, definitely not",0.02785,205,1211,0.01858,0.03712
2000,30-45 y.,No migration background,Probably not,0.02037,147,1211,0.01241,0.02833
2000,30-45 y.,No migration background,Probably,0.04290,319,1211,0.03148,0.05431
2000,30-45 y.,No migration background,"Yes, definitely",0.07205,540,1211,0.05749,0.08662
2000,30-45 y.,Direct migration background,"No, definitely not",0.06760,98,312,0.03970,0.09551
2000,30-45 y.,Direct migration background,Probably,0.06472,67,312,0.03737,0.09206
2000,30-45 y.,Direct migration background,"Yes, definitely",0.11085,147,312,0.07596,0.14574
2000,46-65 y.,No migration background,"No, definitely not",0.34910,2320,2782,0.33139,0.36682
2000,46-65 y.,No migration background,Probably not,0.02250,149,2782,0.01699,0.02801
2000,46-65 y.,No migration background,Probably,0.01592,116,2782,0.01127,0.02057
2000,46-65 y.,No migration background,"Yes, definitely",0.02605,197,2782,0.02013,0.03197
2000,46-65 y.,Direct migration background,"No, definitely not",0.32223,434,485,0.28060,0.36387
2000,46-65 y.,Direct migration background,"Yes, definitely",0.04398,51,485,0.02571,0.06225
2000,66 and older,No migration background,"No, definitely not",0.95431,3093,3093,0.94695,0.96167
2000,66 and older,Direct migration background,"No, definitely not",0.94944,341,341,0.92615,0.97273
2001,17-29 y.,No migration background,"No, definitely not",0.02585,91,1117,0.01654,0.03516
2001,17-29 y.,No migration background,Probably not,0.01200,45,1117,0.00561,0.01838
2001,17-29 y.,No migration background,Probably,0.03228,110,1117,0.02191,0.04265
2001,17-29 y.,No migration background,"Yes, definitely",0.26791,871,1117,0.24193,0.29390
2001,17-29 y.,Direct migration background,"No, definitely not",0.06860,35,189,0.03247,0.10474
2001,17-29 y.,Direct migration background,Probably,0.05916,31,189,0.02543,0.09288
2001,17-29 y.,Direct migration background,"Yes, definitely",0.25859,123,189,0.19600,0.32118
2001,17-29 y.,Indirect migration background,Probably,0.06067,35,202,0.02767,0.09367
2001,17-29 y.,Indirect migration background,"Yes, definitely",0.27982,167,202,0.21775,0.34188
2001,30-45 y.,No migration background,"No, definitely not",0.02459,181,1055,0.01524,0.03394
2001,30-45 y.,No migration background,Probably not,0.01608,106,1055,0.00849,0.02368
2001,30-45 y.,No migration background,Probably,0.04189,267,1055,0.02980,0.05399
2001,30-45 y.,No migration background,"Yes, definitely",0.07694,501,1055,0.06085,0.09303
2001,30-45 y.,Direct migration background,"No, definitely not",0.06834,91,258,0.03749,0.09918
2001,30-45 y.,Direct migration background,Probably,0.05711,57,258,0.02874,0.08549
2001,30-45 y.,Direct migration background,"Yes, definitely",0.11365,110,258,0.07485,0.15246
2001,46-65 y.,No migration background,"No, definitely not",0.33671,2050,2470,0.31807,0.35535
2001,46-65 y.,No migration background,Probably not,0.02420,142,2470,0.01814,0.03026
2001,46-65 y.,No migration background,Probably,0.01596,95,2470,0.01102,0.02090
2001,46-65 y.,No migration background,"Yes, definitely",0.02713,183,2470,0.02072,0.03354
2001,46-65 y.,Direct migration background,"No, definitely not",0.33240,370,413,0.28691,0.37789
2001,46-65 y.,Direct migration background,"Yes, definitely",0.04637,43,413,0.02606,0.06667
2001,66 and older,No migration background,"No, definitely not",0.95445,2924,2924,0.94689,0.96200
2001,66 and older,Direct migration background,"No, definitely not",0.96546,322,322,0.94548,0.98544
2002,17-29 y.,No migration background,"No, definitely not",0.02892,101,1269,0.01970,0.03815
2002,17-29 y.,No migration background,Probably not,0.01015,31,1269,0.00463,0.01567
2002,17-29 y.,No migration background,Probably,0.03595,110,1269,0.02570,0.04620
2002,17-29 y.,No migration background,"Yes, definitely",0.29411,1027,1269,0.26903,0.31919
2002,17-29 y.,Direct migration background,"No, definitely not",0.07973,36,157,0.03723,0.12224
2002,17-29 y.,Direct migration background,"Yes, definitely",0.27819,121,157,0.20787,0.34851
2002,17-29 y.,Indirect migration background,"Yes, definitely",0.30963,166,166,0.23908,0.38017
2002,30-45 y.,No migration background,"No, definitely not",0.02299,163,1080,0.01404,0.03193
2002,30-45 y.,No migration background,Probably not,0.01985,121,1080,0.01152,0.02817
2002,30-45 y.,No migration background,Probably,0.04220,271,1080,0.03021,0.05420
2002,30-45 y.,No migration background,"Yes, definitely",0.09052,525,1080,0.07340,0.10764
2002,30-45 y.,Direct migration background,"No, definitely not",0.05570,70,241,0.02668,0.08472
2002,30-45 y.,Direct migration background,Probably,0.06120,61,241,0.03087,0.09152
2002,30-45 y.,Direct migration background,"Yes, definitely",0.14233,110,241,0.09813,0.18654
2002,46-65 y.,No migration background,"No, definitely not",0.31862,1962,2418,0.30004,0.33719
2002,46-65 y.,No migration background,Probably not,0.02183,138,2418,0.01601,0.02766
2002,46-65 y.,No migration background,Probably,0.01676,98,2418,0.01164,0.02188
2002,46-65 y.,No migration background,"Yes, definitely",0.03707,220,2418,0.02954,0.04460
2002,46-65 y.,Direct migration background,"No, definitely not",0.32559,362,413,0.28035,0.37084
2002,46-65 y.,Direct migration background,"Yes, definitely",0.06023,51,413,0.03726,0.08320
2002,66 and older,No migration background,"No, definitely not",0.94774,3048,3048,0.93984,0.95564
2002,66 and older,Direct migration background,"No, definitely not",0.95065,332,332,0.92731,0.97398
2003,17-29 y.,No migration background,"No, definitely not",0.04070,123,1279,0.02987,0.05153
2003,17-29 y.,No migration background,Probably not,0.00742,35,1279,0.00272,0.01213
2003,17-29 y.,No migration background,Probably,0.03862,136,1279,0.02806,0.04919
2003,17-29 y.,No migration background,"Yes, definitely",0.29476,985,1279,0.26976,0.31976
2003,17-29 y.,Direct migration background,"No, definitely not",0.08543,36,147,0.04009,0.13077
2003,17-29 y.,Direct migration background,"Yes, definitely",0.29555,111,147,0.22153,0.36956
2003,17-29 y.,Indirect migration background,"Yes, definitely",0.24408,142,142,0.17318,0.31498
2003,30-45 y.,No migration background,"No, definitely not",0.02584,173,1013,0.01607,0.03562
2003,30-45 y.,No migration background,Probably not,0.01306,86,1013,0.00607,0.02006
2003,30-45 y.,No migration background,Probably,0.03853,225,1013,0.02667,0.05039
2003,30-45 y.,No migration background,"Yes, definitely",0.09676,529,1013,0.07855,0.11498
2003,30-45 y.,Direct migration background,"No, definitely not",0.06162,70,230,0.03047,0.09276
2003,30-45 y.,Direct migration background,Probably,0.05478,47,230,0.02531,0.08425
2003,30-45 y.,Direct migration background,"Yes, definitely",0.14936,113,230,0.10320,0.19553
2003,46-65 y.,No migration background,"No, definitely not",0.30164,1826,2309,0.28292,0.32037
2003,46-65 y.,No migration background,Probably not,0.02468,145,2309,0.01835,0.03101
2003,46-65 y.,No migration background,Probably,0.01736,106,2309,0.01204,0.02269
2003,46-65 y.,No migration background,"Yes, definitely",0.03841,232,2309,0.03057,0.04625
2003,46-65 y.,Direct migration background,"No, definitely not",0.31749,330,378,0.27050,0.36448
2003,46-65 y.,Direct migration background,"Yes, definitely",0.05103,48,378,0.02881,0.07324
2003,66 and older,No migration background,"No, definitely not",0.91860,3051,3051,0.90889,0.92830
2003,66 and older,Direct migration background,"No, definitely not",0.91569,333,333,0.88581,0.94558
2004,17-29 y.,No migration background,"No, definitely not",0.02945,106,1263,0.02012,0.03877
2004,17-29 y.,No migration background,Probably,0.04529,139,1263,0.03382,0.05676
2004,17-29 y.,No migration background,"Yes, definitely",0.30136,1018,1263,0.27604,0.32667
2004,17-29 y.,Direct migration background,"Yes, definitely",0.33655,125,125,0.25338,0.41972
2004,17-29 y.,Indirect migration background,"Yes, definitely",0.32581,184,184,0.25791,0.39372
2004,30-45 y.,No migration background,"No, definitely not",0.02477,149,948,0.01487,0.03467
2004,30-45 y.,No migration background,Probably not,0.01289,81,948,0.00571,0.02008
2004,30-45 y.,No migration background,Probably,0.04696,231,948,0.03348,0.06043
2004,30-45 y.,No migration background,"Yes, definitely",0.09419,487,948,0.07558,0.11279
2004,30-45 y.,Direct migration background,"No, definitely not",0.05280,53,221,0.02325,0.08235
2004,30-45 y.,Direct migration background,Probably,0.05068,46,221,0.02169,0.07966
2004,30-45 y.,Direct migration background,"Yes, definitely",0.16713,122,221,0.11783,0.21643
2004,46-65 y.,No migration background,"No, definitely not",0.28022,1638,2141,0.26119,0.29925
2004,46-65 y.,No migration background,Probably not,0.02645,136,2141,0.01965,0.03325
2004,46-65 y.,No migration background,Probably,0.01760,107,2141,0.01203,0.02317
2004,46-65 y.,No migration background,"Yes, definitely",0.04429,260,2141,0.03557,0.05300
2004,46-65 y.,Direct migration background,"No, definitely not",0.31021,320,378,0.26352,0.35691
2004,46-65 y.,Direct migration background,"Yes, definitely",0.06379,58,378,0.03912,0.08846
2004,66 and older,No migration background,"No, definitely not",0.92297,3145,3145,0.91365,0.93229
2004,66 and older,Direct migration background,"No, definitely not",0.89871,332,332,0.86621,0.93121
2005,17-29 y.,No migration background,"No, definitely not",0.03118,97,1293,0.02170,0.04065
2005,17-29 y.,No migration background,Probably not,0.01114,35,1293,0.00541,0.01686
2005,17-29 y.,No migration background,Probably,0.03920,123,1293,0.02862,0.04978
2005,17-29 y.,No migration background,"Yes, definitely",0.32134,1038,1293,0.29588,0.34680
2005,17-29 y.,Direct migration background,"Yes, definitely",0.33585,118,118,0.25027,0.42143
2005,17-29 y.,Indirect migration background,"No, definitely not",0.07330,32,220,0.03878,0.10782
2005,17-29 y.,Indirect migration background,"Yes, definitely",0.32210,188,220,0.26021,0.38399
2005,30-45 y.,No migration background,"No, definitely not",0.02440,138,887,0.01424,0.03456
2005,30-45 y.,No migration background,Probably not,0.01684,82,887,0.00837,0.02531
2005,30-45 y.,No migration background,Probably,0.04008,201,887,0.02716,0.05299
2005,30-45 y.,No migration background,"Yes, definitely",0.09498,466,887,0.07567,0.11428
2005,30-45 y.,Direct migration background,"No, definitely not",0.06829,64,207,0.03384,0.10274
2005,30-45 y.,Direct migration background,Probably,0.07037,52,207,0.03544,0.10530
2005,30-45 y.,Direct migration background,"Yes, definitely",0.12695,91,207,0.08149,0.17241
2005,46-65 y.,No migration background,"No, definitely not",0.25759,1472,1953,0.23819,0.27699
2005,46-65 y.,No migration background,Probably not,0.02533,147,1953,0.01836,0.03230
2005,46-65 y.,No migration background,Probably,0.02057,111,1953,0.01428,0.02687
2005,46-65 y.,No migration background,"Yes, definitely",0.04109,223,1953,0.03228,0.04989
2005,46-65 y.,Direct migration background,"No, definitely not",0.29569,284,339,0.24704,0.34435
2005,46-65 y.,Direct migration background,"Yes, definitely",0.06864,55,339,0.04169,0.09560
2005,66 and older,No migration background,"No, definitely not",0.92754,3161,3161,0.91850,0.93658
2005,66 and older,Direct migration background,"No, definitely not",0.93922,343,343,0.91390,0.96455
2006,17-29 y.,No migration background,"No, definitely not",0.03079,87,1148,0.02080,0.04079
2006,17-29 y.,No migration background,Probably,0.03689,106,1148,0.02598,0.04779
2006,17-29 y.,No migration background,"Yes, definitely",0.27268,955,1148,0.24691,0.29846
2006,17-29 y.,Direct migration background,"Yes, definitely",0.29081,99,99,0.20089,0.38072
2006,17-29 y.,Indirect migration background,"Yes, definitely",0.28917,167,167,0.22020,0.35814
2006,30-45 y.,No migration background,"No, definitely not",0.02121,118,894,0.01176,0.03066
2006,30-45 y.,No migration background,Probably not,0.01613,89,894,0.00787,0.02439
2006,30-45 y.,No migration background,Probably,0.04283,225,894,0.02955,0.05611
2006,30-45 y.,No migration background,"Yes, definitely",0.08967,462,894,0.07093,0.10841
2006,30-45 y.,Direct migration background,"No, definitely not",0.05028,47,219,0.02127,0.07929
2006,30-45 y.,Direct migration background,Probably,0.07679,54,219,0.04144,0.11213
2006,30-45 y.,Direct migration background,"Yes, definitely",0.16928,118,219,0.11950,0.21906
2006,30-45 y.,Indirect migration background,"Yes, definitely",0.13536,41,41,0.02934,0.24138
2006,46-65 y.,No migration background,"No, definitely not",0.25284,1608,2140,0.23443,0.27126
2006,46-65 y.,No migration background,Probably not,0.02305,153,2140,0.01669,0.02941
2006,46-65 y.,No migration background,Probably,0.01847,109,2140,0.01277,0.02418
2006,46-65 y.,No migration background,"Yes, definitely",0.04688,270,2140,0.03793,0.05584
2006,46-65 y.,Direct migration background,"No, definitely not",0.28489,260,315,0.23496,0.33481
2006,46-65 y.,Direct migration background,"Yes, definitely",0.08079,55,315,0.05065,0.11093
2006,66 and older,No migration background,"No, definitely not",0.92306,3742,3742,0.91452,0.93160
2006,66 and older,Direct migration background,"No, definitely not",0.92499,362,362,0.89782,0.95216
2007,17-29 y.,No migration background,"No, definitely not",0.02555,76,1042,0.01596,0.03513
2007,17-29 y.,No migration background,Probably,0.03853,120,1042,0.02684,0.05022
2007,17-29 y.,No migration background,"Yes, definitely",0.25323,846,1042,0.22681,0.27965
2007,17-29 y.,Direct migration background,"Yes, definitely",0.33984,90,90,0.24143,0.43824
2007,17-29 y.,Indirect migration background,"Yes, definitely",0.27254,139,139,0.19825,0.34683
2007,30-45 y.,No migration background,"No, definitely not",0.01824,99,691,0.00826,0.02823
2007,30-45 y.,No migration background,Probably not,0.01428,69,691,0.00543,0.02314
2007,30-45 y.,No migration background,Probably,0.03660,164,691,0.02259,0.05061
2007,30-45 y.,No migration background,"Yes, definitely",0.07632,359,691,0.05651,0.09614
2007,30-45 y.,Direct migration background,"No, definitely not",0.04327,42,167,0.01232,0.07422
2007,30-45 y.,Direct migration background,Probably,0.06926,45,167,0.03064,0.10789
2007,30-45 y.,Direct migration background,"Yes, definitely",0.14267,80,167,0.08947,0.19588
2007,46-65 y.,No migration background,"No, definitely not",0.23137,1375,1832,0.21205,0.25069
2007,46-65 y.,No migration background,Probably not,0.02372,139,1832,0.01675,0.03069
2007,46-65 y.,No migration background,Probably,0.01976,108,1832,0.01339,0.02614
2007,46-65 y.,No migration background,"Yes, definitely",0.03626,210,1832,0.02770,0.04482
2007,46-65 y.,Direct migration background,"No, definitely not",0.27596,233,274,0.22294,0.32899
2007,46-65 y.,Direct migration background,"Yes, definitely",0.06347,41,274,0.03455,0.09239
2007,66 and older,No migration background,"No, definitely not",0.91451,3654,3654,0.90544,0.92357
2007,66 and older,Direct migration background,"No, definitely not",0.91077,350,350,0.88087,0.94068
2008,17-29 y.,No migration background,"No, definitely not",0.02265,58,917,0.01301,0.03229
2008,17-29 y.,No migration background,Probably,0.03030,87,917,0.01920,0.04141
2008,17-29 y.,No migration background,"Yes, definitely",0.23994,772,917,0.21229,0.26760
2008,17-29 y.,Direct migration background,"Yes, definitely",0.30649,62,62,0.19079,0.42218
2008,17-29 y.,Indirect migration background,"Yes, definitely",0.25702,142,142,0.18489,0.32915
2008,30-45 y.,No migration background,"No, definitely not",0.01842,76,592,0.00758,0.02927
2008,30-45 y.,No migration background,Probably not,0.01442,71,592,0.00481,0.02403
2008,30-45 y.,No migration background,Probably,0.03164,132,592,0.01753,0.04575
2008,30-45 y.,No migration background,"Yes, definitely",0.06999,313,592,0.04942,0.09057
2008,30-45 y.,Direct migration background,"No, definitely not",0.06032,37,130,0.01924,0.10141
2008,30-45 y.,Direct migration background,Probably,0.04518,31,130,0.00934,0.08102
2008,30-45 y.,Direct migration background,"Yes, definitely",0.10733,62,130,0.05392,0.16075
2008,46-65 y.,No migration background,"No, definitely not",0.20823,1223,1632,0.18853,0.22794
2008,46-65 y.,No migration background,Probably not,0.02071,120,1632,0.01380,0.02762
2008,46-65 y.,No migration background,Probably,0.01743,97,1632,0.01108,0.02379
2008,46-65 y.,No migration background,"Yes, definitely",0.03879,192,1632,0.02942,0.04816
2008,46-65 y.,Direct migration background,"No, definitely not",0.27869,199,237,0.22149,0.33590
2008,46-65 y.,Direct migration background,"Yes, definitely",0.05424,38,237,0.02534,0.08314
