year,age_gr,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,"Yes, definitely",0.24254,857,1060,0.21673,0.26836
2009,30-45 y.,"No, definitely not",0.02458,104,708,0.01317,0.03599
2009,30-45 y.,Probably not,0.01059,59,708,0.00305,0.01814
2009,30-45 y.,Probably,0.03561,169,708,0.02195,0.04927
2009,30-45 y.,"Yes, definitely",0.08159,376,708,0.06141,0.10176
2009,46-65 y.,"No, definitely not",0.20127,1249,1717,0.18229,0.22024
2009,46-65 y.,Probably not,0.01874,130,1717,0.01233,0.02516
2009,46-65 y.,Probably,0.02482,118,1717,0.01746,0.03218
2009,46-65 y.,"Yes, definitely",0.04155,220,1717,0.03211,0.05100
2009,66 and older,"No, definitely not",0.90751,3818,3818,0.89832,0.91670
2010,17-29 y.,"No, definitely not",0.03022,111,1794,0.02229,0.03814
2010,17-29 y.,Probably not,0.01019,57,1794,0.00554,0.01484
2010,17-29 y.,Probably,0.03953,248,1794,0.03051,0.04855
2010,17-29 y.,"Yes, definitely",0.26561,1378,1794,0.24517,0.28606
2010,30-45 y.,"No, definitely not",0.01675,186,2304,0.01151,0.02199
2010,30-45 y.,Probably not,0.01319,186,2304,0.00853,0.01785
2010,30-45 y.,Probably,0.03313,537,2304,0.02582,0.04044
2010,30-45 y.,"Yes, definitely",0.09743,1395,2304,0.08532,0.10954
2010,46-65 y.,"No, definitely not",0.18254,1150,1757,0.16448,0.20061
2010,46-65 y.,Probably not,0.01978,150,1757,0.01327,0.02630
2010,46-65 y.,Probably,0.02234,152,1757,0.01543,0.02925
2010,46-65 y.,"Yes, definitely",0.04490,305,1757,0.03522,0.05459
2010,66 and older,"No, definitely not",0.90388,3673,3673,0.89435,0.91342
2011,17-29 y.,"No, definitely not",0.02765,119,1781,0.02004,0.03527
2011,17-29 y.,Probably not,0.00760,51,1781,0.00356,0.01163
2011,17-29 y.,Probably,0.03042,192,1781,0.02244,0.03840
2011,17-29 y.,"Yes, definitely",0.25101,1419,1781,0.23086,0.27115
2011,30-45 y.,"No, definitely not",0.01579,206,2119,0.01048,0.02109
2011,30-45 y.,Probably not,0.01360,205,2119,0.00867,0.01853
2011,30-45 y.,Probably,0.03130,494,2119,0.02389,0.03872
2011,30-45 y.,"Yes, definitely",0.09200,1214,2119,0.07969,0.10431
2011,46-65 y.,"No, definitely not",0.18577,1599,2350,0.17004,0.20150
2011,46-65 y.,Probably not,0.02175,201,2350,0.01585,0.02765
2011,46-65 y.,Probably,0.02499,232,2350,0.01868,0.03131
2011,46-65 y.,"Yes, definitely",0.03051,318,2350,0.02356,0.03747
2011,66 and older,"No, definitely not",0.91433,4766,4766,0.90638,0.92228
2012,17-29 y.,"No, definitely not",0.02627,117,1653,0.01856,0.03398
2012,17-29 y.,Probably not,0.00841,49,1653,0.00401,0.01282
2012,17-29 y.,Probably,0.03543,188,1653,0.02652,0.04434
2012,17-29 y.,"Yes, definitely",0.24845,1299,1653,0.22761,0.26929
2012,30-45 y.,"No, definitely not",0.01825,185,1764,0.01200,0.02450
2012,30-45 y.,Probably not,0.01530,163,1764,0.00957,0.02104
2012,30-45 y.,Probably,0.03216,416,1764,0.02392,0.04039
2012,30-45 y.,"Yes, definitely",0.08916,1000,1764,0.07586,0.10247
2012,46-65 y.,"No, definitely not",0.17402,1517,2372,0.15876,0.18928
2012,46-65 y.,Probably not,0.02216,233,2372,0.01623,0.02808
2012,46-65 y.,Probably,0.02512,244,2372,0.01882,0.03142
2012,46-65 y.,"Yes, definitely",0.03929,378,2372,0.03147,0.04711
2012,66 and older,"No, definitely not",0.91555,4790,4825,0.90770,0.92340
2012,66 and older,Probably not,0.00704,35,4825,0.00468,0.00940
2013,17-29 y.,"No, definitely not",0.01792,108,2048,0.01218,0.02367
2013,17-29 y.,Probably not,0.00937,62,2048,0.00519,0.01354
2013,17-29 y.,Probably,0.02974,210,2048,0.02238,0.03710
2013,17-29 y.,"Yes, definitely",0.25695,1668,2048,0.23802,0.27588
2013,30-45 y.,"No, definitely not",0.01689,199,2115,0.01140,0.02238
2013,30-45 y.,Probably not,0.01381,165,2115,0.00884,0.01879
2013,30-45 y.,Probably,0.03315,487,2115,0.02552,0.04078
2013,30-45 y.,"Yes, definitely",0.10325,1264,2115,0.09028,0.11622
2013,46-65 y.,"No, definitely not",0.16650,1565,2485,0.15185,0.18115
2013,46-65 y.,Probably not,0.02383,252,2485,0.01783,0.02982
2013,46-65 y.,Probably,0.02074,247,2485,0.01513,0.02634
2013,46-65 y.,"Yes, definitely",0.03492,421,2485,0.02770,0.04214
2013,66 and older,"No, definitely not",0.91833,4637,4673,0.91047,0.92618
2013,66 and older,Probably not,0.00712,36,4673,0.00471,0.00953
2014,17-29 y.,"No, definitely not",0.01868,83,1664,0.01217,0.02519
2014,17-29 y.,Probably not,0.00603,45,1664,0.00231,0.00975
2014,17-29 y.,Probably,0.02904,188,1664,0.02097,0.03712
2014,17-29 y.,"Yes, definitely",0.23761,1348,1664,0.21715,0.25807
2014,30-45 y.,"No, definitely not",0.01191,151,1662,0.00669,0.01712
2014,30-45 y.,Probably not,0.01347,138,1662,0.00793,0.01902
2014,30-45 y.,Probably,0.03534,379,1662,0.02646,0.04422
2014,30-45 y.,"Yes, definitely",0.10980,994,1662,0.09476,0.12483
2014,46-65 y.,"No, definitely not",0.15048,1336,2153,0.13537,0.16558
2014,46-65 y.,Probably not,0.02434,227,2153,0.01783,0.03085
2014,46-65 y.,Probably,0.02224,224,2153,0.01601,0.02847
2014,46-65 y.,"Yes, definitely",0.03549,366,2153,0.02767,0.04331
2014,66 and older,"No, definitely not",0.91313,4508,4547,0.90494,0.92131
2014,66 and older,Probably not,0.00851,39,4547,0.00584,0.01118
2015,17-29 y.,"No, definitely not",0.01369,76,1707,0.00818,0.01920
2015,17-29 y.,Probably not,0.00629,50,1707,0.00254,0.01004
2015,17-29 y.,Probably,0.02485,177,1707,0.01746,0.03224
2015,17-29 y.,"Yes, definitely",0.25251,1404,1707,0.23190,0.27313
2015,30-45 y.,"No, definitely not",0.01295,152,1718,0.00760,0.01829
2015,30-45 y.,Probably not,0.01324,156,1718,0.00783,0.01865
2015,30-45 y.,Probably,0.03372,363,1718,0.02518,0.04226
2015,30-45 y.,"Yes, definitely",0.10522,1047,1718,0.09071,0.11974
2015,46-65 y.,"No, definitely not",0.15308,1258,2079,0.13760,0.16856
2015,46-65 y.,Probably not,0.02632,258,2079,0.01944,0.03320
2015,46-65 y.,Probably,0.02160,230,2079,0.01535,0.02784
2015,46-65 y.,"Yes, definitely",0.03114,333,2079,0.02368,0.03861
2015,66 and older,"No, definitely not",0.91435,4483,4483,0.90616,0.92254
2016,17-29 y.,"No, definitely not",0.01317,83,2325,0.00854,0.01781
2016,17-29 y.,Probably not,0.00988,64,2325,0.00586,0.01390
2016,17-29 y.,Probably,0.04019,357,2325,0.03221,0.04818
2016,17-29 y.,"Yes, definitely",0.25978,1821,2325,0.24195,0.27761
2016,30-45 y.,"No, definitely not",0.01395,181,2685,0.00951,0.01839
2016,30-45 y.,Probably not,0.01326,182,2685,0.00893,0.01759
2016,30-45 y.,Probably,0.03431,570,2685,0.02742,0.04120
2016,30-45 y.,"Yes, definitely",0.10282,1752,2685,0.09133,0.11431
2016,46-65 y.,"No, definitely not",0.14722,1209,2235,0.13252,0.16191
2016,46-65 y.,Probably not,0.02344,234,2235,0.01717,0.02972
2016,46-65 y.,Probably,0.01889,285,2235,0.01324,0.02453
2016,46-65 y.,"Yes, definitely",0.02767,507,2235,0.02087,0.03447
2016,66 and older,"No, definitely not",0.91392,4312,4312,0.90555,0.92229
2017,17-29 y.,"No, definitely not",0.01121,98,2752,0.00728,0.01515
2017,17-29 y.,Probably not,0.00813,73,2752,0.00477,0.01148
2017,17-29 y.,Probably,0.03306,376,2752,0.02638,0.03974
2017,17-29 y.,"Yes, definitely",0.24918,2205,2752,0.23302,0.26534
2017,30-45 y.,"No, definitely not",0.01513,171,2852,0.01065,0.01961
2017,30-45 y.,Probably not,0.01381,161,2852,0.00953,0.01809
2017,30-45 y.,Probably,0.02607,578,2852,0.02022,0.03192
2017,30-45 y.,"Yes, definitely",0.10945,1942,2852,0.09799,0.12091
2017,46-65 y.,"No, definitely not",0.13801,1330,2538,0.12459,0.15143
2017,46-65 y.,Probably not,0.02610,278,2538,0.01990,0.03231
2017,46-65 y.,Probably,0.02023,293,2538,0.01475,0.02570
2017,46-65 y.,"Yes, definitely",0.02770,637,2538,0.02131,0.03408
2017,66 and older,"No, definitely not",0.89584,4463,4500,0.88691,0.90476
2017,66 and older,Probably not,0.00758,37,4500,0.00505,0.01011
2018,17-29 y.,"No, definitely not",0.01095,74,2329,0.00672,0.01518
2018,17-29 y.,Probably not,0.00794,59,2329,0.00434,0.01155
2018,17-29 y.,Probably,0.02819,317,2329,0.02147,0.03492
2018,17-29 y.,"Yes, definitely",0.24519,1879,2329,0.22772,0.26267
2018,30-45 y.,"No, definitely not",0.01314,145,2455,0.00864,0.01765
2018,30-45 y.,Probably not,0.01017,124,2455,0.00620,0.01413
2018,30-45 y.,Probably,0.02560,507,2455,0.01935,0.03185
2018,30-45 y.,"Yes, definitely",0.10481,1679,2455,0.09269,0.11693
2018,46-65 y.,"No, definitely not",0.13675,1297,2460,0.12317,0.15033
2018,46-65 y.,Probably not,0.02385,270,2460,0.01782,0.02988
2018,46-65 y.,Probably,0.01988,302,2460,0.01436,0.02539
2018,46-65 y.,"Yes, definitely",0.02499,591,2460,0.01882,0.03115
2018,66 and older,"No, definitely not",0.88944,4479,4479,0.88026,0.89863
2019,17-29 y.,"No, definitely not",0.01464,99,1899,0.00924,0.02004
2019,17-29 y.,Probably not,0.00803,40,1899,0.00402,0.01205
2019,17-29 y.,Probably,0.03179,214,1899,0.02389,0.03968
2019,17-29 y.,"Yes, definitely",0.23247,1546,1899,0.21347,0.25147
2019,30-45 y.,"No, definitely not",0.01345,152,2099,0.00852,0.01838
2019,30-45 y.,Probably not,0.01108,102,2099,0.00660,0.01556
2019,30-45 y.,Probably,0.02823,427,2099,0.02115,0.03532
2019,30-45 y.,"Yes, definitely",0.09381,1418,2099,0.08133,0.10629
2019,46-65 y.,"No, definitely not",0.13892,1249,2302,0.12479,0.15306
2019,46-65 y.,Probably not,0.02260,241,2302,0.01652,0.02867
2019,46-65 y.,Probably,0.01803,313,2302,0.01259,0.02347
2019,46-65 y.,"Yes, definitely",0.02281,499,2302,0.01671,0.02891
2019,66 and older,"No, definitely not",0.88810,4420,4464,0.87886,0.89735
2019,66 and older,Probably not,0.00747,44,4464,0.00494,0.00999
2020,17-29 y.,"No, definitely not",0.01841,99,2067,0.01262,0.02421
2020,17-29 y.,Probably not,0.00750,55,2067,0.00378,0.01122
2020,17-29 y.,Probably,0.03938,279,2067,0.03099,0.04776
2020,17-29 y.,"Yes, definitely",0.23000,1634,2067,0.21186,0.24815
2020,30-45 y.,"No, definitely not",0.01593,144,2173,0.01066,0.02119
2020,30-45 y.,Probably not,0.01409,127,2173,0.00914,0.01905
2020,30-45 y.,Probably,0.02610,420,2173,0.01939,0.03280
2020,30-45 y.,"Yes, definitely",0.09173,1482,2173,0.07959,0.10387
2020,46-65 y.,"No, definitely not",0.12926,1162,2255,0.11541,0.14311
2020,46-65 y.,Probably not,0.02025,235,2255,0.01444,0.02607
2020,46-65 y.,Probably,0.02107,315,2255,0.01514,0.02700
2020,46-65 y.,"Yes, definitely",0.02449,543,2255,0.01811,0.03087
2020,66 and older,"No, definitely not",0.87583,4201,4256,0.86593,0.88574
2020,66 and older,Probably not,0.01240,55,4256,0.00908,0.01573
2021,17-29 y.,"No, definitely not",0.00914,48,1239,0.00384,0.01444
2021,17-29 y.,Probably not,0.01203,37,1239,0.00596,0.01810
2021,17-29 y.,Probably,0.04848,223,1239,0.03652,0.06045
2021,17-29 y.,"Yes, definitely",0.21598,931,1239,0.19306,0.23890
2021,30-45 y.,"No, definitely not",0.01440,90,1272,0.00785,0.02095
2021,30-45 y.,Probably not,0.00755,47,1272,0.00279,0.01231
2021,30-45 y.,Probably,0.03577,316,1272,0.02556,0.04598
2021,30-45 y.,"Yes, definitely",0.08986,819,1272,0.07414,0.10558
2021,46-65 y.,"No, definitely not",0.12423,784,1544,0.10777,0.14069
2021,46-65 y.,Probably not,0.02620,167,1544,0.01823,0.03417
2021,46-65 y.,Probably,0.02151,258,1544,0.01427,0.02875
2021,46-65 y.,"Yes, definitely",0.02630,335,1544,0.01832,0.03429
2021,66 and older,"No, definitely not",0.85349,2995,3055,0.84095,0.86603
2021,66 and older,Probably not,0.01076,60,3055,0.00710,0.01442
