year,age_gr,pgisced97,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,46-65 y.,Second Stage of Tertiary Education,No,0.90638,1893,1893,0.89325,0.91951
2013,66 and older,Primary Level,No,0.91224,47,47,0.83048,0.99401
2013,66 and older,Lower Secondary Level,No,0.96803,712,712,0.95509,0.98096
2013,66 and older,Upper Secondary Level,No,0.99008,2514,2514,0.98621,0.99396
2013,66 and older,Post-secondary Non-tertiary Level,No,0.97660,117,117,0.94909,1.00411
2013,66 and older,First Stage of Tertiary Education,No,0.98394,339,339,0.97053,0.99734
2013,66 and older,Second Stage of Tertiary Education,No,0.98681,1145,1145,0.98020,0.99342
2015,17-29 y.,Pre-primary Level,No,0.51957,350,350,0.46716,0.57199
2015,17-29 y.,Primary Level,No,0.86906,82,82,0.79560,0.94252
2015,17-29 y.,Lower Secondary Level,No,0.86404,783,783,0.84002,0.88807
2015,17-29 y.,Upper Secondary Level,No,0.95156,1580,1580,0.94097,0.96215
2015,17-29 y.,Post-secondary Non-tertiary Level,No,0.92331,219,219,0.88799,0.95864
2015,17-29 y.,First Stage of Tertiary Education,No,0.99874,61,61,0.98978,1.00771
2015,17-29 y.,Second Stage of Tertiary Education,No,0.89381,364,364,0.86212,0.92550
2015,30-45 y.,Primary Level,No,0.85175,157,157,0.79598,0.90751
2015,30-45 y.,Lower Secondary Level,No,0.90817,626,626,0.88553,0.93081
2015,30-45 y.,Upper Secondary Level,No,0.97339,3213,3213,0.96782,0.97896
2015,30-45 y.,Post-secondary Non-tertiary Level,No,0.96821,906,906,0.95679,0.97964
2015,30-45 y.,First Stage of Tertiary Education,No,0.98327,385,385,0.97044,0.99610
2015,30-45 y.,Second Stage of Tertiary Education,No,0.93017,1996,1996,0.91899,0.94135
2015,46-65 y.,Primary Level,No,0.95942,129,129,0.92524,0.99360
2015,46-65 y.,Lower Secondary Level,No,0.97497,608,608,0.96255,0.98740
2015,46-65 y.,Upper Secondary Level,No,0.99200,4323,4323,0.98934,0.99465
2015,46-65 y.,Post-secondary Non-tertiary Level,No,0.98139,693,693,0.97132,0.99146
2015,46-65 y.,First Stage of Tertiary Education,No,0.99860,738,738,0.99591,1.00130
2015,46-65 y.,Second Stage of Tertiary Education,No,0.99050,2332,2332,0.98656,0.99444
2015,66 and older,Primary Level,No,0.92779,37,37,0.84323,1.01234
2015,66 and older,Lower Secondary Level,No,0.97960,636,636,0.96860,0.99059
2015,66 and older,Upper Secondary Level,No,0.98923,2500,2500,0.98518,0.99328
2015,66 and older,First Stage of Tertiary Education,No,0.99166,335,335,0.98191,1.00142
2015,66 and older,Second Stage of Tertiary Education,No,0.99302,1173,1173,0.98825,0.99778
2017,17-29 y.,Pre-primary Level,No,0.54479,408,408,0.49641,0.59317
2017,17-29 y.,Primary Level,No,0.64335,77,77,0.53566,0.75105
2017,17-29 y.,Lower Secondary Level,No,0.88503,775,775,0.86256,0.90751
2017,17-29 y.,Upper Secondary Level,No,0.98720,1791,1791,0.98199,0.99241
2017,17-29 y.,Post-secondary Non-tertiary Level,No,0.99235,311,311,0.98265,1.00205
2017,17-29 y.,Second Stage of Tertiary Education,No,0.97437,472,472,0.96010,0.98864
2017,30-45 y.,Primary Level,No,0.89128,179,179,0.84555,0.93701
2017,30-45 y.,Lower Secondary Level,No,0.97641,656,656,0.96478,0.98803
2017,30-45 y.,Upper Secondary Level,No,0.99309,2929,2929,0.99009,0.99609
2017,30-45 y.,Post-secondary Non-tertiary Level,No,0.99744,911,911,0.99416,1.00072
2017,30-45 y.,Second Stage of Tertiary Education,No,0.99234,2159,2159,0.98866,0.99602
2017,46-65 y.,Primary Level,No,0.95238,153,153,0.91852,0.98623
2017,46-65 y.,Lower Secondary Level,No,0.99651,701,701,0.99214,1.00088
2017,46-65 y.,Upper Secondary Level,No,0.99775,4790,4790,0.99641,0.99909
2017,46-65 y.,Post-secondary Non-tertiary Level,No,0.99870,853,853,0.99628,1.00112
2017,46-65 y.,First Stage of Tertiary Education,No,0.99977,785,785,0.99871,1.00083
2017,46-65 y.,Second Stage of Tertiary Education,No,0.99645,2626,2626,0.99418,0.99873
2017,66 and older,Primary Level,No,0.89346,40,40,0.79662,0.99029
2017,66 and older,Lower Secondary Level,No,0.97701,594,594,0.96495,0.98907
2017,66 and older,Upper Secondary Level,No,0.98684,2523,2523,0.98240,0.99129
2017,66 and older,First Stage of Tertiary Education,No,0.99434,340,340,0.98635,1.00233
2017,66 and older,Second Stage of Tertiary Education,No,0.99627,1251,1251,0.99289,0.99965
2019,17-29 y.,Pre-primary Level,No,0.59741,331,331,0.54450,0.65033
2019,17-29 y.,Primary Level,No,0.62711,73,73,0.51541,0.73881
2019,17-29 y.,Lower Secondary Level,No,0.85446,694,694,0.82821,0.88072
2019,17-29 y.,Upper Secondary Level,No,0.98652,1552,1552,0.98078,0.99226
2019,17-29 y.,Post-secondary Non-tertiary Level,No,0.99208,284,284,0.98175,1.00241
2019,17-29 y.,Second Stage of Tertiary Education,No,0.97749,447,447,0.96372,0.99125
2019,30-45 y.,Primary Level,No,0.85304,147,147,0.79561,0.91048
2019,30-45 y.,Lower Secondary Level,No,0.96402,521,521,0.94801,0.98003
2019,30-45 y.,Upper Secondary Level,No,0.99199,2364,2364,0.98839,0.99558
2019,30-45 y.,Post-secondary Non-tertiary Level,No,0.99529,789,789,0.99050,1.00007
2019,30-45 y.,First Stage of Tertiary Education,No,0.99968,352,352,0.99781,1.00155
2019,30-45 y.,Second Stage of Tertiary Education,No,0.99068,2028,2028,0.98650,0.99487
2019,46-65 y.,Primary Level,No,0.93034,133,133,0.88691,0.97377
2019,46-65 y.,Lower Secondary Level,No,0.99092,652,652,0.98363,0.99821
2019,46-65 y.,Upper Secondary Level,No,0.99796,4642,4642,0.99666,0.99926
2019,46-65 y.,Post-secondary Non-tertiary Level,No,0.99866,938,938,0.99632,1.00100
2019,46-65 y.,Second Stage of Tertiary Education,No,0.99717,3098,3098,0.99530,0.99904
2019,66 and older,Primary Level,No,0.97827,33,33,0.92776,1.02879
2019,66 and older,Lower Secondary Level,No,0.98513,543,543,0.97494,0.99532
2019,66 and older,Upper Secondary Level,No,0.99019,2546,2546,0.98636,0.99402
2019,66 and older,Post-secondary Non-tertiary Level,No,0.99592,162,162,0.98608,1.00577
2019,66 and older,First Stage of Tertiary Education,No,0.97834,374,374,0.96357,0.99311
2019,66 and older,Second Stage of Tertiary Education,No,0.98794,1432,1432,0.98229,0.99360
2021,17-29 y.,Pre-primary Level,No,0.50874,189,189,0.43728,0.58020
2021,17-29 y.,Primary Level,No,0.90322,215,215,0.86361,0.94283
2021,17-29 y.,Lower Secondary Level,No,0.89262,543,543,0.86656,0.91869
2021,17-29 y.,Upper Secondary Level,No,0.97279,1176,1176,0.96348,0.98209
2021,17-29 y.,Post-secondary Non-tertiary Level,No,0.99229,238,238,0.98115,1.00343
2021,17-29 y.,Second Stage of Tertiary Education,No,0.99155,518,518,0.98366,0.99944
2021,30-45 y.,Primary Level,No,0.83093,457,457,0.79652,0.86533
2021,30-45 y.,Lower Secondary Level,No,0.97794,474,474,0.96470,0.99118
2021,30-45 y.,Upper Secondary Level,No,0.98099,1529,1529,0.97414,0.98784
2021,30-45 y.,Post-secondary Non-tertiary Level,No,0.99565,542,542,0.99011,1.00120
2021,30-45 y.,First Stage of Tertiary Education,No,0.99895,193,193,0.99436,1.00354
2021,30-45 y.,Second Stage of Tertiary Education,No,0.98981,1741,1741,0.98510,0.99453
2021,46-65 y.,Primary Level,No,0.97597,224,224,0.95587,0.99607
2021,46-65 y.,Lower Secondary Level,No,0.99196,418,418,0.98339,1.00053
2021,46-65 y.,Upper Secondary Level,No,0.98768,2878,2878,0.98365,0.99171
2021,46-65 y.,Post-secondary Non-tertiary Level,No,0.99541,685,685,0.99034,1.00047
2021,46-65 y.,First Stage of Tertiary Education,No,0.99199,505,505,0.98421,0.99977
2021,46-65 y.,Second Stage of Tertiary Education,No,0.98801,2273,2273,0.98353,0.99248
2021,66 and older,Lower Secondary Level,No,0.96921,300,300,0.94962,0.98879
2021,66 and older,Upper Secondary Level,No,0.98896,1700,1700,0.98400,0.99393
2021,66 and older,Post-secondary Non-tertiary Level,No,0.99886,119,119,0.99278,1.00494
2021,66 and older,First Stage of Tertiary Education,No,0.97997,257,257,0.96281,0.99713
2021,66 and older,Second Stage of Tertiary Education,No,0.98038,1096,1096,0.97216,0.98859
