"year","bildungsniveau","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2008","(Fach-)Abitur","Ostdeutschland","4.97","3.5","353","4.58","5.36"
"2008","(Fach-)Abitur","Westdeutschland","4.45","3.5","1771","4.29","4.61"
"2008","(noch) kein Abschluss","Ostdeutschland","5.54","3.5","93","4.83","6.25"
"2008","(noch) kein Abschluss","Westdeutschland","4.5","3.5","434","4.04","4.96"
"2008","AkademikerIn","Ostdeutschland","4.44","3.5","1202","4.26","4.62"
"2008","AkademikerIn","Westdeutschland","4.28","3.5","2886","4.15","4.41"
"2008","Hauptschule","Ostdeutschland","3.63","2.5","1111","3.41","3.85"
"2008","Hauptschule","Westdeutschland","3.74","2.5","5413","3.64","3.84"
"2008","Realschule","Ostdeutschland","4.39","3.5","1675","4.21","4.57"
"2008","Realschule","Westdeutschland","4.11","2.5","3295","3.99","4.23"
"2009","(Fach-)Abitur","Ostdeutschland","","","","",""
"2009","(Fach-)Abitur","Westdeutschland","","","","",""
"2009","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2009","(noch) kein Abschluss","Westdeutschland","","","","",""
"2009","AkademikerIn","Ostdeutschland","","","","",""
"2009","AkademikerIn","Westdeutschland","","","","",""
"2009","Hauptschule","Ostdeutschland","","","","",""
"2009","Hauptschule","Westdeutschland","","","","",""
"2009","Realschule","Ostdeutschland","","","","",""
"2009","Realschule","Westdeutschland","","","","",""
"2010","(Fach-)Abitur","Ostdeutschland","","","","",""
"2010","(Fach-)Abitur","Westdeutschland","","","","",""
"2010","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2010","(noch) kein Abschluss","Westdeutschland","","","","",""
"2010","AkademikerIn","Ostdeutschland","","","","",""
"2010","AkademikerIn","Westdeutschland","","","","",""
"2010","Hauptschule","Ostdeutschland","","","","",""
"2010","Hauptschule","Westdeutschland","","","","",""
"2010","Realschule","Ostdeutschland","","","","",""
"2010","Realschule","Westdeutschland","","","","",""
"2011","(Fach-)Abitur","Ostdeutschland","5.4","3.5","402","4.74","6.06"
"2011","(Fach-)Abitur","Westdeutschland","4.9","3.5","2010","4.72","5.08"
"2011","(noch) kein Abschluss","Ostdeutschland","5.25","4.5","62","4.25","6.25"
"2011","(noch) kein Abschluss","Westdeutschland","5.42","3.5","478","4.86","5.98"
"2011","AkademikerIn","Ostdeutschland","4.53","3.5","1269","4.33","4.73"
"2011","AkademikerIn","Westdeutschland","4.96","3.5","3270","4.82","5.1"
"2011","Hauptschule","Ostdeutschland","3.73","2.5","1158","2.84","4.62"
"2011","Hauptschule","Westdeutschland","4.03","2.5","5730","3.92","4.14"
"2011","Realschule","Ostdeutschland","4.54","3.5","1810","4.34","4.74"
"2011","Realschule","Westdeutschland","4.61","3.5","3600","4.44","4.78"
"2012","(Fach-)Abitur","Ostdeutschland","","","","",""
"2012","(Fach-)Abitur","Westdeutschland","","","","",""
"2012","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2012","(noch) kein Abschluss","Westdeutschland","","","","",""
"2012","AkademikerIn","Ostdeutschland","","","","",""
"2012","AkademikerIn","Westdeutschland","","","","",""
"2012","Hauptschule","Ostdeutschland","","","","",""
"2012","Hauptschule","Westdeutschland","","","","",""
"2012","Realschule","Ostdeutschland","","","","",""
"2012","Realschule","Westdeutschland","","","","",""
"2013","(Fach-)Abitur","Ostdeutschland","4.29","3.5","481","3.99","4.59"
"2013","(Fach-)Abitur","Westdeutschland","4.68","3.5","2747","4.54","4.82"
"2013","(noch) kein Abschluss","Ostdeutschland","3.54","2.5","105","2.67","4.41"
"2013","(noch) kein Abschluss","Westdeutschland","4.64","3.5","696","4.36","4.92"
"2013","AkademikerIn","Ostdeutschland","4.44","3.5","1429","4.26","4.62"
"2013","AkademikerIn","Westdeutschland","4.66","3.5","4337","4.56","4.76"
"2013","Hauptschule","Ostdeutschland","3.61","2.5","1214","3.41","3.81"
"2013","Hauptschule","Westdeutschland","3.9","2.5","6361","3.81","3.99"
"2013","Realschule","Ostdeutschland","4.13","2.5","2241","3.98","4.28"
"2013","Realschule","Westdeutschland","4.15","2.5","4870","4.06","4.24"
"2014","(Fach-)Abitur","Ostdeutschland","","","","",""
"2014","(Fach-)Abitur","Westdeutschland","","","","",""
"2014","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2014","(noch) kein Abschluss","Westdeutschland","","","","",""
"2014","AkademikerIn","Ostdeutschland","","","","",""
"2014","AkademikerIn","Westdeutschland","","","","",""
"2014","Hauptschule","Ostdeutschland","","","","",""
"2014","Hauptschule","Westdeutschland","","","","",""
"2014","Realschule","Ostdeutschland","","","","",""
"2014","Realschule","Westdeutschland","","","","",""
"2015","(Fach-)Abitur","Ostdeutschland","4.16","2.5","513","3.81","4.51"
"2015","(Fach-)Abitur","Westdeutschland","4.34","3.5","3613","4.2","4.48"
"2015","(noch) kein Abschluss","Ostdeutschland","4.05","2.5","115","3.17","4.93"
"2015","(noch) kein Abschluss","Westdeutschland","4.35","2.5","844","3.93","4.77"
"2015","AkademikerIn","Ostdeutschland","4.25","2.5","1406","4.08","4.42"
"2015","AkademikerIn","Westdeutschland","4.55","3.5","4975","4.45","4.65"
"2015","Hauptschule","Ostdeutschland","3.42","2.5","1181","3.21","3.63"
"2015","Hauptschule","Westdeutschland","3.81","2.5","6519","3.71","3.91"
"2015","Realschule","Ostdeutschland","3.87","2.5","1979","3.71","4.03"
"2015","Realschule","Westdeutschland","3.99","2.5","4529","3.9","4.08"
"2016","(Fach-)Abitur","Ostdeutschland","","","","",""
"2016","(Fach-)Abitur","Westdeutschland","","","","",""
"2016","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2016","(noch) kein Abschluss","Westdeutschland","","","","",""
"2016","AkademikerIn","Ostdeutschland","","","","",""
"2016","AkademikerIn","Westdeutschland","","","","",""
"2016","Hauptschule","Ostdeutschland","","","","",""
"2016","Hauptschule","Westdeutschland","","","","",""
"2016","Realschule","Ostdeutschland","","","","",""
"2016","Realschule","Westdeutschland","","","","",""
"2017","(Fach-)Abitur","Ostdeutschland","4.64","2.5","593","4.25","5.03"
"2017","(Fach-)Abitur","Westdeutschland","4.15","3.5","3538","4.04","4.26"
"2017","(noch) kein Abschluss","Ostdeutschland","3.76","2.5","125","3.11","4.41"
"2017","(noch) kein Abschluss","Westdeutschland","4.15","2.5","802","3.89","4.41"
"2017","AkademikerIn","Ostdeutschland","4.25","3.5","1426","4.09","4.41"
"2017","AkademikerIn","Westdeutschland","4.53","3.5","5058","4.45","4.61"
"2017","Hauptschule","Ostdeutschland","3.32","2.5","1087","3.11","3.53"
"2017","Hauptschule","Westdeutschland","3.75","2.5","6012","3.66","3.84"
"2017","Realschule","Ostdeutschland","3.91","2.5","2175","3.75","4.07"
"2017","Realschule","Westdeutschland","4.04","2.5","4721","3.94","4.14"
"2018","(Fach-)Abitur","Ostdeutschland","4.42","3.5","662","4.13","4.71"
"2018","(Fach-)Abitur","Westdeutschland","4.49","3.5","3862","4.35","4.63"
"2018","(noch) kein Abschluss","Ostdeutschland","3.84","2.5","296","2.85","4.83"
"2018","(noch) kein Abschluss","Westdeutschland","4.11","2.5","1668","3.78","4.44"
"2018","AkademikerIn","Ostdeutschland","4.59","3.5","1474","4.32","4.86"
"2018","AkademikerIn","Westdeutschland","4.72","3.5","5401","4.61","4.83"
"2018","Hauptschule","Ostdeutschland","3.52","2.5","1160","3.3","3.74"
"2018","Hauptschule","Westdeutschland","3.89","2.5","6227","3.79","3.99"
"2018","Realschule","Ostdeutschland","4.2","2.5","2156","4.03","4.37"
"2018","Realschule","Westdeutschland","4.12","2.5","4492","4.02","4.22"
"2019","(Fach-)Abitur","Ostdeutschland","","","","",""
"2019","(Fach-)Abitur","Westdeutschland","","","","",""
"2019","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2019","(noch) kein Abschluss","Westdeutschland","","","","",""
"2019","AkademikerIn","Ostdeutschland","","","","",""
"2019","AkademikerIn","Westdeutschland","","","","",""
"2019","Hauptschule","Ostdeutschland","","","","",""
"2019","Hauptschule","Westdeutschland","","","","",""
"2019","Realschule","Ostdeutschland","","","","",""
"2019","Realschule","Westdeutschland","","","","",""
"2020","(Fach-)Abitur","Ostdeutschland","4.33","3.5","631","4","4.66"
"2020","(Fach-)Abitur","Westdeutschland","4.29","3.5","3794","4.16","4.42"
"2020","(noch) kein Abschluss","Ostdeutschland","5.46","3.5","110","4.24","6.68"
"2020","(noch) kein Abschluss","Westdeutschland","3.87","2.5","792","3.59","4.15"
"2020","AkademikerIn","Ostdeutschland","4.52","3.5","1568","4.31","4.73"
"2020","AkademikerIn","Westdeutschland","4.43","3.5","5609","4.33","4.53"
"2020","Hauptschule","Ostdeutschland","3.3","2.5","879","3.04","3.56"
"2020","Hauptschule","Westdeutschland","3.8","2.5","4996","3.66","3.94"
"2020","Realschule","Ostdeutschland","3.94","2.5","1956","3.77","4.11"
"2020","Realschule","Westdeutschland","4.07","2.5","4229","3.97","4.17"
