"year","bildungsniveau","migback","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2006","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2006","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2006","AkademikerIn","kein Migrationshintergrund","","","","",""
"2006","Hauptschule","direkter Migrationshintergrund","","","","",""
"2006","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2006","Hauptschule","kein Migrationshintergrund","","","","",""
"2006","Realschule","direkter Migrationshintergrund","","","","",""
"2006","Realschule","indirekter Migrationshintergrund","","","","",""
"2006","Realschule","kein Migrationshintergrund","","","","",""
"2007","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2007","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2007","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2007","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2007","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2007","AkademikerIn","kein Migrationshintergrund","","","","",""
"2007","Hauptschule","direkter Migrationshintergrund","","","","",""
"2007","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2007","Hauptschule","kein Migrationshintergrund","","","","",""
"2007","Realschule","direkter Migrationshintergrund","","","","",""
"2007","Realschule","indirekter Migrationshintergrund","","","","",""
"2007","Realschule","kein Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","direkter Migrationshintergrund","4.01","2.5","332","3.57","4.45"
"2008","(Fach-)Abitur","indirekter Migrationshintergrund","4.3","2.5","120","3.64","4.96"
"2008","(Fach-)Abitur","kein Migrationshintergrund","4.67","3.5","1672","4.51","4.83"
"2008","(noch) kein Abschluss","direkter Migrationshintergrund","3.13","2.5","116","2.63","3.63"
"2008","(noch) kein Abschluss","indirekter Migrationshintergrund","6.98","4.5","58","4.87","9.09"
"2008","(noch) kein Abschluss","kein Migrationshintergrund","4.96","4.5","353","4.51","5.41"
"2008","AkademikerIn","direkter Migrationshintergrund","3.88","2.5","303","3.52","4.24"
"2008","AkademikerIn","indirekter Migrationshintergrund","5.26","3.5","84","4.43","6.09"
"2008","AkademikerIn","kein Migrationshintergrund","4.35","3.5","3701","4.24","4.46"
"2008","Hauptschule","direkter Migrationshintergrund","3.69","2.5","879","3.39","3.99"
"2008","Hauptschule","indirekter Migrationshintergrund","3.68","2.5","226","2.98","4.38"
"2008","Hauptschule","kein Migrationshintergrund","3.74","2.5","5419","3.65","3.83"
"2008","Realschule","direkter Migrationshintergrund","4.25","2.5","159","3.76","4.74"
"2008","Realschule","indirekter Migrationshintergrund","4.2","2.5","182","3.68","4.72"
"2008","Realschule","kein Migrationshintergrund","4.19","2.5","4629","4.09","4.29"
"2009","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2009","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2009","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2009","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2009","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2009","AkademikerIn","kein Migrationshintergrund","","","","",""
"2009","Hauptschule","direkter Migrationshintergrund","","","","",""
"2009","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2009","Hauptschule","kein Migrationshintergrund","","","","",""
"2009","Realschule","direkter Migrationshintergrund","","","","",""
"2009","Realschule","indirekter Migrationshintergrund","","","","",""
"2009","Realschule","kein Migrationshintergrund","","","","",""
"2010","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2010","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2010","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2010","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2010","AkademikerIn","kein Migrationshintergrund","","","","",""
"2010","Hauptschule","direkter Migrationshintergrund","","","","",""
"2010","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2010","Hauptschule","kein Migrationshintergrund","","","","",""
"2010","Realschule","direkter Migrationshintergrund","","","","",""
"2010","Realschule","indirekter Migrationshintergrund","","","","",""
"2010","Realschule","kein Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","direkter Migrationshintergrund","4.24","2.5","387","3.81","4.67"
"2011","(Fach-)Abitur","indirekter Migrationshintergrund","5.62","4.5","142","4.58","6.66"
"2011","(Fach-)Abitur","kein Migrationshintergrund","5.09","3.5","1883","4.88","5.3"
"2011","(noch) kein Abschluss","direkter Migrationshintergrund","5.68","2.5","125","4.36","7"
"2011","(noch) kein Abschluss","indirekter Migrationshintergrund","5.62","3.5","65","4.49","6.75"
"2011","(noch) kein Abschluss","kein Migrationshintergrund","5.22","3.5","350","4.62","5.82"
"2011","AkademikerIn","direkter Migrationshintergrund","4.35","2.5","368","3.96","4.74"
"2011","AkademikerIn","indirekter Migrationshintergrund","5.82","4.5","108","4.96","6.68"
"2011","AkademikerIn","kein Migrationshintergrund","4.91","3.5","4063","4.79","5.03"
"2011","Hauptschule","direkter Migrationshintergrund","3.91","2.5","845","3.58","4.24"
"2011","Hauptschule","indirekter Migrationshintergrund","4.93","3.5","200","4.13","5.73"
"2011","Hauptschule","kein Migrationshintergrund","3.97","2.5","5843","3.77","4.17"
"2011","Realschule","direkter Migrationshintergrund","5.31","3.5","169","3.99","6.63"
"2011","Realschule","indirekter Migrationshintergrund","5.09","3.5","185","4.3","5.88"
"2011","Realschule","kein Migrationshintergrund","4.54","3.5","5056","4.41","4.67"
"2012","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2012","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2012","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2012","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2012","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2012","AkademikerIn","kein Migrationshintergrund","","","","",""
"2012","Hauptschule","direkter Migrationshintergrund","","","","",""
"2012","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2012","Hauptschule","kein Migrationshintergrund","","","","",""
"2012","Realschule","direkter Migrationshintergrund","","","","",""
"2012","Realschule","indirekter Migrationshintergrund","","","","",""
"2012","Realschule","kein Migrationshintergrund","","","","",""
"2013","(Fach-)Abitur","direkter Migrationshintergrund","3.99","3.5","547","3.72","4.26"
"2013","(Fach-)Abitur","indirekter Migrationshintergrund","4.83","3.5","186","4.1","5.56"
"2013","(Fach-)Abitur","kein Migrationshintergrund","4.74","3.5","2495","4.59","4.89"
"2013","(noch) kein Abschluss","direkter Migrationshintergrund","3.83","2.5","166","2.99","4.67"
"2013","(noch) kein Abschluss","indirekter Migrationshintergrund","4.59","3.5","112","4.07","5.11"
"2013","(noch) kein Abschluss","kein Migrationshintergrund","4.78","3.5","523","4.48","5.08"
"2013","AkademikerIn","direkter Migrationshintergrund","4.36","2.5","558","4","4.72"
"2013","AkademikerIn","indirekter Migrationshintergrund","5.02","3.5","184","4.47","5.57"
"2013","AkademikerIn","kein Migrationshintergrund","4.63","3.5","5024","4.54","4.72"
"2013","Hauptschule","direkter Migrationshintergrund","3.7","2.5","1049","3.46","3.94"
"2013","Hauptschule","indirekter Migrationshintergrund","4.08","2.5","297","3.67","4.49"
"2013","Hauptschule","kein Migrationshintergrund","3.88","2.5","6229","3.79","3.97"
"2013","Realschule","direkter Migrationshintergrund","4.06","2.5","241","3.64","4.48"
"2013","Realschule","indirekter Migrationshintergrund","4.46","3.5","299","4.17","4.75"
"2013","Realschule","kein Migrationshintergrund","4.14","2.5","6571","4.06","4.22"
"2014","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2014","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2014","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2014","AkademikerIn","kein Migrationshintergrund","","","","",""
"2014","Hauptschule","direkter Migrationshintergrund","","","","",""
"2014","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2014","Hauptschule","kein Migrationshintergrund","","","","",""
"2014","Realschule","direkter Migrationshintergrund","","","","",""
"2014","Realschule","indirekter Migrationshintergrund","","","","",""
"2014","Realschule","kein Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","direkter Migrationshintergrund","4.19","2.5","1466","3.89","4.49"
"2015","(Fach-)Abitur","indirekter Migrationshintergrund","4.39","3.5","324","4","4.78"
"2015","(Fach-)Abitur","kein Migrationshintergrund","4.36","3.5","2336","4.24","4.48"
"2015","(noch) kein Abschluss","direkter Migrationshintergrund","4.52","2.5","433","3.88","5.16"
"2015","(noch) kein Abschluss","indirekter Migrationshintergrund","4.69","3.5","130","3.19","6.19"
"2015","(noch) kein Abschluss","kein Migrationshintergrund","4.07","2.5","396","3.67","4.47"
"2015","AkademikerIn","direkter Migrationshintergrund","4.62","3.5","1463","4.39","4.85"
"2015","AkademikerIn","indirekter Migrationshintergrund","4.43","3.5","262","4.05","4.81"
"2015","AkademikerIn","kein Migrationshintergrund","4.47","3.5","4656","4.38","4.56"
"2015","Hauptschule","direkter Migrationshintergrund","4.37","2.5","1938","4.15","4.59"
"2015","Hauptschule","indirekter Migrationshintergrund","3.76","2.5","409","3.41","4.11"
"2015","Hauptschule","kein Migrationshintergrund","3.63","2.5","5353","3.54","3.72"
"2015","Realschule","direkter Migrationshintergrund","4.38","2.5","377","4.01","4.75"
"2015","Realschule","indirekter Migrationshintergrund","4.24","2.5","416","3.92","4.56"
"2015","Realschule","kein Migrationshintergrund","3.92","2.5","5715","3.84","4"
"2016","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2016","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2016","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2016","AkademikerIn","kein Migrationshintergrund","","","","",""
"2016","Hauptschule","direkter Migrationshintergrund","","","","",""
"2016","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2016","Hauptschule","kein Migrationshintergrund","","","","",""
"2016","Realschule","direkter Migrationshintergrund","","","","",""
"2016","Realschule","indirekter Migrationshintergrund","","","","",""
"2016","Realschule","kein Migrationshintergrund","","","","",""
"2017","(Fach-)Abitur","direkter Migrationshintergrund","4.2","2.5","1088","3.89","4.51"
"2017","(Fach-)Abitur","indirekter Migrationshintergrund","4.38","3.5","380","4.05","4.71"
"2017","(Fach-)Abitur","kein Migrationshintergrund","4.2","3.5","2663","4.09","4.31"
"2017","(noch) kein Abschluss","direkter Migrationshintergrund","3.99","2.5","326","3.5","4.48"
"2017","(noch) kein Abschluss","indirekter Migrationshintergrund","4.17","2.5","120","3.58","4.76"
"2017","(noch) kein Abschluss","kein Migrationshintergrund","4.17","2.5","481","3.87","4.47"
"2017","AkademikerIn","direkter Migrationshintergrund","4.1","2.5","1174","3.92","4.28"
"2017","AkademikerIn","indirekter Migrationshintergrund","4.29","3.5","282","3.99","4.59"
"2017","AkademikerIn","kein Migrationshintergrund","4.57","3.5","5028","4.48","4.66"
"2017","Hauptschule","direkter Migrationshintergrund","3.97","2.5","1535","3.74","4.2"
"2017","Hauptschule","indirekter Migrationshintergrund","3.71","2.5","370","3.42","4"
"2017","Hauptschule","kein Migrationshintergrund","3.63","2.5","5194","3.54","3.72"
"2017","Realschule","direkter Migrationshintergrund","3.79","2.5","334","3.5","4.08"
"2017","Realschule","indirekter Migrationshintergrund","4.19","3.5","408","3.87","4.51"
"2017","Realschule","kein Migrationshintergrund","4","2.5","6154","3.91","4.09"
"2018","(Fach-)Abitur","direkter Migrationshintergrund","4.25","2.5","1524","3.97","4.53"
"2018","(Fach-)Abitur","indirekter Migrationshintergrund","4.68","3.5","356","4.36","5"
"2018","(Fach-)Abitur","kein Migrationshintergrund","4.54","3.5","2644","4.4","4.68"
"2018","(noch) kein Abschluss","direkter Migrationshintergrund","3.97","2.5","1424","3.57","4.37"
"2018","(noch) kein Abschluss","indirekter Migrationshintergrund","4.1","3.5","124","2.5","5.7"
"2018","(noch) kein Abschluss","kein Migrationshintergrund","4.19","2.5","416","3.77","4.61"
"2018","AkademikerIn","direkter Migrationshintergrund","4.2","2.5","1680","3.9","4.5"
"2018","AkademikerIn","indirekter Migrationshintergrund","4.84","3.5","278","4.47","5.21"
"2018","AkademikerIn","kein Migrationshintergrund","4.79","3.5","4917","4.69","4.89"
"2018","Hauptschule","direkter Migrationshintergrund","4.11","2.5","2073","3.91","4.31"
"2018","Hauptschule","indirekter Migrationshintergrund","3.38","2.5","382","3.1","3.66"
"2018","Hauptschule","kein Migrationshintergrund","3.81","2.5","4932","3.71","3.91"
"2018","Realschule","direkter Migrationshintergrund","4.46","2.5","319","4.08","4.84"
"2018","Realschule","indirekter Migrationshintergrund","4.72","3.5","412","4.37","5.07"
"2018","Realschule","kein Migrationshintergrund","4.09","2.5","5917","4","4.18"
"2019","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2019","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2019","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2019","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2019","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2019","AkademikerIn","kein Migrationshintergrund","","","","",""
"2019","Hauptschule","direkter Migrationshintergrund","","","","",""
"2019","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2019","Hauptschule","kein Migrationshintergrund","","","","",""
"2019","Realschule","direkter Migrationshintergrund","","","","",""
"2019","Realschule","indirekter Migrationshintergrund","","","","",""
"2019","Realschule","kein Migrationshintergrund","","","","",""
"2020","(Fach-)Abitur","direkter Migrationshintergrund","4.26","2.5","1357","3.96","4.56"
"2020","(Fach-)Abitur","indirekter Migrationshintergrund","4.22","2.5","369","3.94","4.5"
"2020","(Fach-)Abitur","kein Migrationshintergrund","4.31","3.5","2699","4.18","4.44"
"2020","(noch) kein Abschluss","direkter Migrationshintergrund","3.79","2.5","440","3.35","4.23"
"2020","(noch) kein Abschluss","indirekter Migrationshintergrund","4.05","3.5","114","3.34","4.76"
"2020","(noch) kein Abschluss","kein Migrationshintergrund","4.31","2.5","348","3.86","4.76"
"2020","AkademikerIn","direkter Migrationshintergrund","4.24","3.5","1556","3.95","4.53"
"2020","AkademikerIn","indirekter Migrationshintergrund","4.5","3.5","352","4.11","4.89"
"2020","AkademikerIn","kein Migrationshintergrund","4.48","3.5","5269","4.39","4.57"
"2020","Hauptschule","direkter Migrationshintergrund","3.88","2.5","1390","3.51","4.25"
"2020","Hauptschule","indirekter Migrationshintergrund","3.74","2.5","329","3.46","4.02"
"2020","Hauptschule","kein Migrationshintergrund","3.72","2.5","4156","3.6","3.84"
"2020","Realschule","direkter Migrationshintergrund","5.17","2.5","266","4.56","5.78"
"2020","Realschule","indirekter Migrationshintergrund","3.92","2.5","378","3.67","4.17"
"2020","Realschule","kein Migrationshintergrund","3.99","2.5","5541","3.9","4.08"
