,Unnamed: 0,year,pgisced97,regtyp,plj0045,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
26,26,2009,First Stage of Tertiary Education,Rural regions,"Yes, depending on situation",0.44576,114,9520,0.35909,0.54786
27,27,2009,First Stage of Tertiary Education,Rural regions,Rather not,0.37323,82,9520,0.28633,0.45862
28,28,2009,First Stage of Tertiary Education,Rural regions,Never,0.18101,38,9520,0.12962,0.24585
29,29,2009,Second Stage of Tertiary Education,Urban regions,"Yes, happily",0.07121,140,9520,0.05863,0.08188
30,30,2009,Second Stage of Tertiary Education,Urban regions,"Yes, depending on situation",0.44681,911,9520,0.41648,0.47925
31,31,2009,Second Stage of Tertiary Education,Urban regions,Rather not,0.36437,651,9520,0.33243,0.39491
32,32,2009,Second Stage of Tertiary Education,Urban regions,Never,0.11761,199,9520,0.09861,0.13619
33,33,2009,Second Stage of Tertiary Education,Rural regions,"Yes, happily",0.05031,45,9520,0.03606,0.06786
34,34,2009,Second Stage of Tertiary Education,Rural regions,"Yes, depending on situation",0.48371,353,9520,0.41671,0.55469
35,35,2009,Second Stage of Tertiary Education,Rural regions,Rather not,0.33882,247,9520,0.29505,0.38847
36,36,2009,Second Stage of Tertiary Education,Rural regions,Never,0.12715,75,9520,0.10481,0.15286
37,37,2014,Pre-primary Level,Urban regions,"Yes, depending on situation",0.56447,138,25711,0.46995,0.68045
38,38,2014,Pre-primary Level,Urban regions,Rather not,0.27762,77,25711,0.21347,0.36646
39,39,2014,Pre-primary Level,Urban regions,Never,0.15792,46,25711,0.11394,0.21305
40,40,2014,Pre-primary Level,Rural regions,"Yes, depending on situation",0.57914,68,25711,0.43974,0.714
41,41,2014,Pre-primary Level,Rural regions,Rather not,0.42086,38,25711,0.26821,0.59103
42,42,2014,Primary Level,Urban regions,"Yes, depending on situation",0.16956,52,25711,0.12685,0.21948
43,43,2014,Primary Level,Urban regions,Rather not,0.19987,74,25711,0.14702,0.25403
44,44,2014,Primary Level,Urban regions,Never,0.63057,203,25711,0.54434,0.7569
45,45,2014,Primary Level,Rural regions,Never,1.0,85,25711,0.78603,1.23011
46,46,2014,Lower Secondary Level,Urban regions,"Yes, happily",0.02814,82,25711,0.02129,0.03593
47,47,2014,Lower Secondary Level,Urban regions,"Yes, depending on situation",0.16153,352,25711,0.14481,0.18021
48,48,2014,Lower Secondary Level,Urban regions,Rather not,0.23708,482,25711,0.21261,0.26405
49,49,2014,Lower Secondary Level,Urban regions,Never,0.57326,1108,25711,0.535,0.60733
50,50,2014,Lower Secondary Level,Rural regions,"Yes, happily",0.0516,52,25711,0.03152,0.07523
51,51,2014,Lower Secondary Level,Rural regions,"Yes, depending on situation",0.15257,195,25711,0.12264,0.17878
52,52,2014,Lower Secondary Level,Rural regions,Rather not,0.21535,214,25711,0.18263,0.25607
53,53,2014,Lower Secondary Level,Rural regions,Never,0.58047,546,25711,0.53334,0.6269
54,54,2014,Upper Secondary Level,Urban regions,"Yes, happily",0.04123,314,25711,0.03609,0.04728
55,55,2014,Upper Secondary Level,Urban regions,"Yes, depending on situation",0.24154,1714,25711,0.228,0.2534
56,56,2014,Upper Secondary Level,Urban regions,Rather not,0.28085,2103,25711,0.26771,0.29473
57,57,2014,Upper Secondary Level,Urban regions,Never,0.43637,3273,25711,0.42201,0.45425
58,58,2014,Upper Secondary Level,Rural regions,"Yes, happily",0.03627,193,25711,0.03106,0.04185
59,59,2014,Upper Secondary Level,Rural regions,"Yes, depending on situation",0.22942,1175,25711,0.2177,0.24378
60,60,2014,Upper Secondary Level,Rural regions,Rather not,0.27604,1321,25711,0.25843,0.29481
61,61,2014,Upper Secondary Level,Rural regions,Never,0.45828,2167,25711,0.43702,0.4823
62,62,2014,Post-secondary Non-tertiary Level,Urban regions,"Yes, happily",0.0672,72,25711,0.05018,0.09482
63,63,2014,Post-secondary Non-tertiary Level,Urban regions,"Yes, depending on situation",0.3065,445,25711,0.27667,0.34086
64,64,2014,Post-secondary Non-tertiary Level,Urban regions,Rather not,0.33121,480,25711,0.29048,0.37272
65,65,2014,Post-secondary Non-tertiary Level,Urban regions,Never,0.29509,459,25711,0.25758,0.32752
66,66,2014,Post-secondary Non-tertiary Level,Rural regions,"Yes, happily",0.05439,39,25711,0.0368,0.07881
67,67,2014,Post-secondary Non-tertiary Level,Rural regions,"Yes, depending on situation",0.40323,189,25711,0.34119,0.48317
68,68,2014,Post-secondary Non-tertiary Level,Rural regions,Rather not,0.27635,158,25711,0.22654,0.32333
69,69,2014,Post-secondary Non-tertiary Level,Rural regions,Never,0.26603,174,25711,0.22119,0.32123
70,70,2014,First Stage of Tertiary Education,Urban regions,"Yes, happily",0.04244,35,25711,0.02554,0.06283
71,71,2014,First Stage of Tertiary Education,Urban regions,"Yes, depending on situation",0.25762,273,25711,0.22893,0.29953
72,72,2014,First Stage of Tertiary Education,Urban regions,Rather not,0.34038,280,25711,0.29552,0.38734
73,73,2014,First Stage of Tertiary Education,Urban regions,Never,0.35955,344,25711,0.32401,0.3985
74,74,2014,First Stage of Tertiary Education,Rural regions,"Yes, depending on situation",0.26258,170,25711,0.21074,0.3195
75,75,2014,First Stage of Tertiary Education,Rural regions,Rather not,0.33585,200,25711,0.28209,0.40411
76,76,2014,First Stage of Tertiary Education,Rural regions,Never,0.40157,232,25711,0.35034,0.45294
77,77,2014,Second Stage of Tertiary Education,Urban regions,"Yes, happily",0.07213,325,25711,0.06345,0.08109
78,78,2014,Second Stage of Tertiary Education,Urban regions,"Yes, depending on situation",0.39577,1657,25711,0.37345,0.42171
79,79,2014,Second Stage of Tertiary Education,Urban regions,Rather not,0.29382,1345,25711,0.27313,0.31695
80,80,2014,Second Stage of Tertiary Education,Urban regions,Never,0.23828,1077,25711,0.2221,0.25402
81,81,2014,Second Stage of Tertiary Education,Rural regions,"Yes, happily",0.05367,98,25711,0.04201,0.06544
82,82,2014,Second Stage of Tertiary Education,Rural regions,"Yes, depending on situation",0.36195,599,25711,0.32179,0.4039
83,83,2014,Second Stage of Tertiary Education,Rural regions,Rather not,0.31337,523,25711,0.28217,0.34619
84,84,2014,Second Stage of Tertiary Education,Rural regions,Never,0.27101,465,25711,0.24506,0.30192
85,85,2019,Pre-primary Level,Urban regions,"Yes, depending on situation",0.65526,102,23823,0.47989,0.83867
86,86,2019,Pre-primary Level,Urban regions,Rather not,0.34474,75,23823,0.23189,0.48843
87,87,2019,Pre-primary Level,Rural regions,"Yes, depending on situation",1.0,38,23823,0.66436,1.32367
88,88,2019,Primary Level,Urban regions,"Yes, depending on situation",0.17798,45,23823,0.13948,0.22507
89,89,2019,Primary Level,Urban regions,Rather not,0.17644,50,23823,0.12561,0.23126
90,90,2019,Primary Level,Urban regions,Never,0.64558,161,23823,0.5532,0.75582
91,91,2019,Primary Level,Rural regions,Never,1.0,63,23823,0.76591,1.28527
92,92,2019,Lower Secondary Level,Urban regions,"Yes, happily",0.03385,65,23823,0.02355,0.04729
93,93,2019,Lower Secondary Level,Urban regions,"Yes, depending on situation",0.18002,281,23823,0.15236,0.20652
94,94,2019,Lower Secondary Level,Urban regions,Rather not,0.2603,371,23823,0.22475,0.29504
95,95,2019,Lower Secondary Level,Urban regions,Never,0.52584,704,23823,0.47756,0.57763
96,96,2019,Lower Secondary Level,Rural regions,"Yes, happily",0.0446,45,23823,0.02968,0.06363
97,97,2019,Lower Secondary Level,Rural regions,"Yes, depending on situation",0.18232,198,23823,0.15496,0.21565
98,98,2019,Lower Secondary Level,Rural regions,Rather not,0.20974,199,23823,0.1766,0.24583
99,99,2019,Lower Secondary Level,Rural regions,Never,0.56334,441,23823,0.51324,0.63652
100,100,2019,Upper Secondary Level,Urban regions,"Yes, happily",0.05234,334,23823,0.04631,0.05979
101,101,2019,Upper Secondary Level,Urban regions,"Yes, depending on situation",0.22676,1552,23823,0.21443,0.24083
102,102,2019,Upper Secondary Level,Urban regions,Rather not,0.28304,1806,23823,0.26764,0.29592
103,103,2019,Upper Secondary Level,Urban regions,Never,0.43786,2733,23823,0.41788,0.45553
104,104,2019,Upper Secondary Level,Rural regions,"Yes, happily",0.04128,162,23823,0.03451,0.04911
105,105,2019,Upper Secondary Level,Rural regions,"Yes, depending on situation",0.20916,960,23823,0.19426,0.22618
106,106,2019,Upper Secondary Level,Rural regions,Rather not,0.29545,1144,23823,0.27549,0.31851
107,107,2019,Upper Secondary Level,Rural regions,Never,0.45411,1970,23823,0.43366,0.47834
108,108,2019,Post-secondary Non-tertiary Level,Urban regions,"Yes, happily",0.04864,72,23823,0.03064,0.06548
109,109,2019,Post-secondary Non-tertiary Level,Urban regions,"Yes, depending on situation",0.30179,459,23823,0.26651,0.33519
110,110,2019,Post-secondary Non-tertiary Level,Urban regions,Rather not,0.29129,447,23823,0.26143,0.32513
111,111,2019,Post-secondary Non-tertiary Level,Urban regions,Never,0.35828,515,23823,0.31941,0.40409
112,112,2019,Post-secondary Non-tertiary Level,Rural regions,"Yes, happily",0.07103,38,23823,0.04545,0.09691
113,113,2019,Post-secondary Non-tertiary Level,Rural regions,"Yes, depending on situation",0.2882,162,23823,0.23454,0.34671
114,114,2019,Post-secondary Non-tertiary Level,Rural regions,Rather not,0.3388,186,23823,0.28722,0.39738
115,115,2019,Post-secondary Non-tertiary Level,Rural regions,Never,0.30197,197,23823,0.25147,0.3574
116,116,2019,First Stage of Tertiary Education,Urban regions,"Yes, happily",0.04974,39,23823,0.03105,0.07192
117,117,2019,First Stage of Tertiary Education,Urban regions,"Yes, depending on situation",0.25757,256,23823,0.22027,0.30136
118,118,2019,First Stage of Tertiary Education,Urban regions,Rather not,0.31045,270,23823,0.26517,0.36493
119,119,2019,First Stage of Tertiary Education,Urban regions,Never,0.38223,358,23823,0.33232,0.43631
120,120,2019,First Stage of Tertiary Education,Rural regions,"Yes, depending on situation",0.23456,172,23823,0.18345,0.27975
121,121,2019,First Stage of Tertiary Education,Rural regions,Rather not,0.30511,197,23823,0.24404,0.35298
122,122,2019,First Stage of Tertiary Education,Rural regions,Never,0.46033,285,23823,0.39639,0.51409
123,123,2019,Second Stage of Tertiary Education,Urban regions,"Yes, happily",0.08651,393,23823,0.07583,0.09869
124,124,2019,Second Stage of Tertiary Education,Urban regions,"Yes, depending on situation",0.35088,1757,23823,0.33239,0.37693
125,125,2019,Second Stage of Tertiary Education,Urban regions,Rather not,0.31199,1445,23823,0.2916,0.33588
126,126,2019,Second Stage of Tertiary Education,Urban regions,Never,0.25063,1210,23823,0.23502,0.26718
127,127,2019,Second Stage of Tertiary Education,Rural regions,"Yes, happily",0.05806,118,23823,0.04419,0.07675
128,128,2019,Second Stage of Tertiary Education,Rural regions,"Yes, depending on situation",0.33301,629,23823,0.30004,0.36831
129,129,2019,Second Stage of Tertiary Education,Rural regions,Rather not,0.32244,580,23823,0.2908,0.35272
130,130,2019,Second Stage of Tertiary Education,Rural regions,Never,0.28649,539,23823,0.25952,0.32014
