year,age_gr,bula_h,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,30-45 y.,Berlin,"Yes, depending on situation",0.49235,61,93,0.39019,0.59451
2009,30-45 y.,Berlin,Rather not,0.31215,32,93,0.21746,0.40684
2009,30-45 y.,Brandenburg,"Yes, depending on situation",0.59661,84,127,0.51095,0.68227
2009,30-45 y.,Brandenburg,Rather not,0.29726,43,127,0.21746,0.37707
2009,30-45 y.,Mecklenburg-Western Pomerania,"Yes, depending on situation",0.62316,40,40,0.47107,0.77525
2009,30-45 y.,Saxony,"Yes, depending on situation",0.51838,111,196,0.44825,0.58851
2009,30-45 y.,Saxony,Rather not,0.38594,85,196,0.31761,0.45427
2009,30-45 y.,Saxony-Anhalt,"Yes, depending on situation",0.60789,68,68,0.49099,0.72480
2009,30-45 y.,Thuringa,"Yes, depending on situation",0.61802,76,109,0.52638,0.70965
2009,30-45 y.,Thuringa,Rather not,0.22033,33,109,0.14216,0.29849
2009,46-65 y.,Schleswig-Holstein,"Yes, depending on situation",0.35100,32,32,0.18299,0.51902
2009,46-65 y.,Hamburg,"Yes, depending on situation",0.43791,34,34,0.26864,0.60719
2009,46-65 y.,Lower Saxony,"Yes, depending on situation",0.39741,140,297,0.34166,0.45315
2009,46-65 y.,Lower Saxony,Rather not,0.33742,101,297,0.28355,0.39128
2009,46-65 y.,Lower Saxony,Never,0.20118,56,297,0.15551,0.24685
2009,46-65 y.,North Rhine-Westphalia,"Yes, depending on situation",0.35888,260,654,0.32209,0.39567
2009,46-65 y.,North Rhine-Westphalia,Rather not,0.34668,224,654,0.31017,0.38318
2009,46-65 y.,North Rhine-Westphalia,Never,0.26084,170,654,0.22716,0.29452
2009,46-65 y.,Hesse,"Yes, depending on situation",0.31865,115,300,0.26583,0.37146
2009,46-65 y.,Hesse,Rather not,0.42022,126,300,0.36428,0.47617
2009,46-65 y.,Hesse,Never,0.21619,59,300,0.16953,0.26285
2009,46-65 y.,"Rhineland-Palatinate, Saarland","Yes, depending on situation",0.39071,84,218,0.32580,0.45563
2009,46-65 y.,"Rhineland-Palatinate, Saarland",Rather not,0.34371,78,218,0.28051,0.40690
2009,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.20806,56,218,0.15405,0.26207
2009,46-65 y.,Baden-Wuerttemberg,"Yes, depending on situation",0.26572,103,323,0.21747,0.31396
2009,46-65 y.,Baden-Wuerttemberg,Rather not,0.45518,142,323,0.40079,0.50957
2009,46-65 y.,Baden-Wuerttemberg,Never,0.27250,78,323,0.22386,0.32113
2009,46-65 y.,Bavaria,"Yes, depending on situation",0.24291,128,472,0.20418,0.28164
2009,46-65 y.,Bavaria,Rather not,0.43992,216,472,0.39509,0.48475
2009,46-65 y.,Bavaria,Never,0.27409,128,472,0.23381,0.31438
2009,46-65 y.,Berlin,"Yes, depending on situation",0.49191,95,153,0.41243,0.57138
2009,46-65 y.,Berlin,Rather not,0.31521,58,153,0.24135,0.38907
2009,46-65 y.,Brandenburg,"Yes, depending on situation",0.53277,79,119,0.44274,0.62279
2009,46-65 y.,Brandenburg,Rather not,0.24367,40,119,0.16621,0.32113
2009,46-65 y.,Mecklenburg-Western Pomerania,"Yes, depending on situation",0.53313,57,57,0.40246,0.66380
2009,46-65 y.,Saxony,"Yes, depending on situation",0.58525,116,181,0.51327,0.65722
2009,46-65 y.,Saxony,Rather not,0.25847,65,181,0.19451,0.32242
2009,46-65 y.,Saxony-Anhalt,"Yes, depending on situation",0.55287,78,124,0.46500,0.64074
2009,46-65 y.,Saxony-Anhalt,Rather not,0.32138,46,124,0.23885,0.40391
2009,46-65 y.,Thuringa,"Yes, depending on situation",0.56097,77,119,0.47143,0.65052
2009,46-65 y.,Thuringa,Rather not,0.28114,42,119,0.20002,0.36225
2009,66 and older,Lower Saxony,"Yes, depending on situation",0.37038,46,120,0.28362,0.45715
2009,66 and older,Lower Saxony,Rather not,0.31705,37,120,0.23345,0.40066
2009,66 and older,Lower Saxony,Never,0.26896,37,120,0.18929,0.34863
2009,66 and older,North Rhine-Westphalia,"Yes, depending on situation",0.23934,63,224,0.18333,0.29534
2009,66 and older,North Rhine-Westphalia,Rather not,0.31544,78,224,0.25445,0.37643
2009,66 and older,North Rhine-Westphalia,Never,0.38923,83,224,0.32523,0.45322
2009,66 and older,Hesse,"Yes, depending on situation",0.30762,36,36,0.15472,0.46052
2009,66 and older,Baden-Wuerttemberg,"Yes, depending on situation",0.36320,48,120,0.27680,0.44961
2009,66 and older,Baden-Wuerttemberg,Rather not,0.28058,36,120,0.19985,0.36130
2009,66 and older,Baden-Wuerttemberg,Never,0.28799,36,120,0.20663,0.36935
2009,66 and older,Bavaria,"Yes, depending on situation",0.17007,34,152,0.11015,0.23000
2009,66 and older,Bavaria,Rather not,0.44273,63,152,0.36351,0.52196
2009,66 and older,Bavaria,Never,0.38136,55,152,0.30389,0.45884
2009,66 and older,Brandenburg,"Yes, depending on situation",0.57989,39,39,0.42296,0.73683
2009,66 and older,Saxony,Rather not,0.39506,37,37,0.23536,0.55475
2014,17-29 y.,Schleswig-Holstein,"Yes, depending on situation",0.34374,53,136,0.26362,0.42386
2014,17-29 y.,Schleswig-Holstein,Rather not,0.21995,41,136,0.15008,0.28983
2014,17-29 y.,Schleswig-Holstein,Never,0.27061,42,136,0.19567,0.34556
2014,17-29 y.,Lower Saxony,"Yes, happily",0.09017,36,445,0.06352,0.11681
2014,17-29 y.,Lower Saxony,"Yes, depending on situation",0.37805,168,445,0.33295,0.42316
2014,17-29 y.,Lower Saxony,Rather not,0.31557,132,445,0.27235,0.35880
2014,17-29 y.,Lower Saxony,Never,0.21620,109,445,0.17791,0.25450
2014,17-29 y.,North Rhine-Westphalia,"Yes, happily",0.05652,64,947,0.04180,0.07123
2014,17-29 y.,North Rhine-Westphalia,"Yes, depending on situation",0.38634,319,947,0.35532,0.41737
2014,17-29 y.,North Rhine-Westphalia,Rather not,0.28527,262,947,0.25650,0.31404
2014,17-29 y.,North Rhine-Westphalia,Never,0.27187,302,947,0.24351,0.30022
2014,17-29 y.,Hesse,"Yes, happily",0.11082,31,288,0.07450,0.14714
2014,17-29 y.,Hesse,"Yes, depending on situation",0.36496,106,288,0.30926,0.42065
2014,17-29 y.,Hesse,Rather not,0.23965,81,288,0.19026,0.28904
2014,17-29 y.,Hesse,Never,0.28457,70,288,0.23237,0.33677
2014,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, depending on situation",0.36699,90,244,0.30639,0.42759
2014,17-29 y.,"Rhineland-Palatinate, Saarland",Rather not,0.32391,83,244,0.26507,0.38275
2014,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.21065,71,244,0.15938,0.26192
2014,17-29 y.,Baden-Wuerttemberg,"Yes, happily",0.04115,32,518,0.02403,0.05828
2014,17-29 y.,Baden-Wuerttemberg,"Yes, depending on situation",0.33994,143,518,0.29910,0.38077
2014,17-29 y.,Baden-Wuerttemberg,Rather not,0.31799,179,518,0.27784,0.35813
2014,17-29 y.,Baden-Wuerttemberg,Never,0.30092,164,518,0.26138,0.34046
2014,17-29 y.,Bavaria,"Yes, happily",0.07230,47,697,0.05305,0.09154
2014,17-29 y.,Bavaria,"Yes, depending on situation",0.31738,211,697,0.28280,0.35196
2014,17-29 y.,Bavaria,Rather not,0.28403,211,697,0.25053,0.31754
2014,17-29 y.,Bavaria,Never,0.32629,228,697,0.29146,0.36113
2014,17-29 y.,Berlin,"Yes, happily",0.26983,33,128,0.19263,0.34703
2014,17-29 y.,Berlin,"Yes, depending on situation",0.44215,64,128,0.35578,0.52853
2014,17-29 y.,Berlin,Rather not,0.17897,31,128,0.11230,0.24564
2014,17-29 y.,Brandenburg,"Yes, depending on situation",0.35023,43,43,0.20596,0.49451
2014,17-29 y.,Saxony,"Yes, depending on situation",0.50006,97,187,0.42821,0.57192
2014,17-29 y.,Saxony,Rather not,0.32482,58,187,0.25752,0.39212
2014,17-29 y.,Saxony,Never,0.08997,32,187,0.04885,0.13110
2014,17-29 y.,Saxony-Anhalt,"Yes, depending on situation",0.57967,63,63,0.45679,0.70254
2014,17-29 y.,Thuringa,"Yes, depending on situation",0.55166,55,55,0.41901,0.68430
2014,30-45 y.,Schleswig-Holstein,"Yes, depending on situation",0.34262,94,266,0.28548,0.39976
2014,30-45 y.,Schleswig-Holstein,Rather not,0.21409,73,266,0.16470,0.26347
2014,30-45 y.,Schleswig-Holstein,Never,0.30902,99,266,0.25338,0.36465
2014,30-45 y.,Hamburg,"Yes, depending on situation",0.34443,61,141,0.26572,0.42315
2014,30-45 y.,Hamburg,Rather not,0.45849,40,141,0.37595,0.54103
2014,30-45 y.,Hamburg,Never,0.15160,40,141,0.09220,0.21101
2014,30-45 y.,Lower Saxony,"Yes, happily",0.03821,37,773,0.02469,0.05174
2014,30-45 y.,Lower Saxony,"Yes, depending on situation",0.38012,250,773,0.34588,0.41436
2014,30-45 y.,Lower Saxony,Rather not,0.32863,224,773,0.29550,0.36176
2014,30-45 y.,Lower Saxony,Never,0.25304,262,773,0.22237,0.28371
2014,30-45 y.,North Rhine-Westphalia,"Yes, happily",0.03500,74,1760,0.02641,0.04358
2014,30-45 y.,North Rhine-Westphalia,"Yes, depending on situation",0.33878,490,1760,0.31666,0.36090
2014,30-45 y.,North Rhine-Westphalia,Rather not,0.29184,499,1760,0.27059,0.31308
2014,30-45 y.,North Rhine-Westphalia,Never,0.33439,697,1760,0.31234,0.35643
2014,30-45 y.,Hesse,"Yes, happily",0.03985,31,572,0.02380,0.05589
2014,30-45 y.,Hesse,"Yes, depending on situation",0.35139,177,572,0.31223,0.39055
2014,30-45 y.,Hesse,Rather not,0.32619,176,572,0.28774,0.36465
2014,30-45 y.,Hesse,Never,0.28257,188,572,0.24564,0.31950
2014,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, depending on situation",0.28549,127,456,0.24399,0.32699
2014,30-45 y.,"Rhineland-Palatinate, Saarland",Rather not,0.28427,117,456,0.24282,0.32571
2014,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.36771,212,456,0.32340,0.41201
2014,30-45 y.,Baden-Wuerttemberg,"Yes, happily",0.05867,60,1103,0.04479,0.07254
2014,30-45 y.,Baden-Wuerttemberg,"Yes, depending on situation",0.27690,262,1103,0.25048,0.30332
2014,30-45 y.,Baden-Wuerttemberg,Rather not,0.30773,357,1103,0.28048,0.33498
2014,30-45 y.,Baden-Wuerttemberg,Never,0.35670,424,1103,0.32842,0.38498
2014,30-45 y.,Bavaria,"Yes, happily",0.03937,60,1379,0.02910,0.04964
2014,30-45 y.,Bavaria,"Yes, depending on situation",0.24053,301,1379,0.21797,0.26310
2014,30-45 y.,Bavaria,Rather not,0.29454,384,1379,0.27047,0.31861
2014,30-45 y.,Bavaria,Never,0.42556,634,1379,0.39945,0.45166
2014,30-45 y.,Berlin,"Yes, happily",0.25697,67,309,0.20817,0.30577
2014,30-45 y.,Berlin,"Yes, depending on situation",0.44376,140,309,0.38828,0.49925
2014,30-45 y.,Berlin,Rather not,0.17551,67,309,0.13303,0.21800
2014,30-45 y.,Berlin,Never,0.12375,35,309,0.08697,0.16053
2014,30-45 y.,Brandenburg,"Yes, depending on situation",0.37690,95,248,0.31646,0.43733
2014,30-45 y.,Brandenburg,Rather not,0.31916,86,248,0.26103,0.37730
2014,30-45 y.,Brandenburg,Never,0.27256,67,248,0.21703,0.32809
2014,30-45 y.,Mecklenburg-Western Pomerania,"Yes, depending on situation",0.37712,63,138,0.29596,0.45828
2014,30-45 y.,Mecklenburg-Western Pomerania,Rather not,0.20660,39,138,0.13880,0.27440
2014,30-45 y.,Mecklenburg-Western Pomerania,Never,0.29653,36,138,0.22005,0.37301
2014,30-45 y.,Saxony,"Yes, happily",0.06695,32,475,0.04445,0.08945
2014,30-45 y.,Saxony,"Yes, depending on situation",0.36375,176,475,0.32044,0.40706
2014,30-45 y.,Saxony,Rather not,0.34324,179,475,0.30050,0.38599
2014,30-45 y.,Saxony,Never,0.22605,88,475,0.18840,0.26371
2014,30-45 y.,Saxony-Anhalt,"Yes, depending on situation",0.39419,109,254,0.33398,0.45441
2014,30-45 y.,Saxony-Anhalt,Rather not,0.28148,65,254,0.22607,0.33690
2014,30-45 y.,Saxony-Anhalt,Never,0.24769,80,254,0.19450,0.30088
2014,30-45 y.,Thuringa,"Yes, depending on situation",0.45676,138,268,0.39701,0.51651
2014,30-45 y.,Thuringa,Rather not,0.23892,80,268,0.18777,0.29007
2014,30-45 y.,Thuringa,Never,0.22033,50,268,0.17061,0.27004
2014,46-65 y.,Schleswig-Holstein,"Yes, depending on situation",0.36053,92,253,0.30125,0.41982
2014,46-65 y.,Schleswig-Holstein,Rather not,0.29270,71,253,0.23652,0.34888
2014,46-65 y.,Schleswig-Holstein,Never,0.32975,90,253,0.27171,0.38780
2014,46-65 y.,Hamburg,"Yes, depending on situation",0.36724,41,123,0.28170,0.45278
2014,46-65 y.,Hamburg,Rather not,0.27607,40,123,0.19674,0.35540
2014,46-65 y.,Hamburg,Never,0.33812,42,123,0.25417,0.42206
2014,46-65 y.,Lower Saxony,"Yes, happily",0.02886,34,855,0.01763,0.04009
2014,46-65 y.,Lower Saxony,"Yes, depending on situation",0.35397,308,855,0.32190,0.38604
2014,46-65 y.,Lower Saxony,Rather not,0.26925,245,855,0.23950,0.29900
2014,46-65 y.,Lower Saxony,Never,0.34792,268,855,0.31597,0.37986
2014,46-65 y.,North Rhine-Westphalia,"Yes, happily",0.03406,59,1891,0.02589,0.04224
2014,46-65 y.,North Rhine-Westphalia,"Yes, depending on situation",0.28064,536,1891,0.26038,0.30090
2014,46-65 y.,North Rhine-Westphalia,Rather not,0.29580,546,1891,0.27522,0.31637
2014,46-65 y.,North Rhine-Westphalia,Never,0.38950,750,1891,0.36751,0.41148
2014,46-65 y.,Hesse,"Yes, depending on situation",0.29868,222,688,0.26445,0.33290
2014,46-65 y.,Hesse,Rather not,0.31894,244,688,0.28409,0.35379
2014,46-65 y.,Hesse,Never,0.34735,222,688,0.31175,0.38296
2014,46-65 y.,"Rhineland-Palatinate, Saarland","Yes, depending on situation",0.20825,130,521,0.17335,0.24315
2014,46-65 y.,"Rhineland-Palatinate, Saarland",Rather not,0.32154,163,521,0.28139,0.36168
2014,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.42066,228,521,0.37823,0.46309
2014,46-65 y.,Baden-Wuerttemberg,"Yes, happily",0.02905,32,1002,0.01864,0.03945
2014,46-65 y.,Baden-Wuerttemberg,"Yes, depending on situation",0.24458,237,1002,0.21795,0.27121
2014,46-65 y.,Baden-Wuerttemberg,Rather not,0.35663,345,1002,0.32696,0.38631
2014,46-65 y.,Baden-Wuerttemberg,Never,0.36974,388,1002,0.33983,0.39964
2014,46-65 y.,Bavaria,"Yes, happily",0.02644,41,1452,0.01818,0.03469
2014,46-65 y.,Bavaria,"Yes, depending on situation",0.16961,287,1452,0.15030,0.18892
2014,46-65 y.,Bavaria,Rather not,0.29991,455,1452,0.27633,0.32348
2014,46-65 y.,Bavaria,Never,0.50404,669,1452,0.47832,0.52977
2014,46-65 y.,Berlin,"Yes, happily",0.11006,33,322,0.07582,0.14430
2014,46-65 y.,Berlin,"Yes, depending on situation",0.42189,139,322,0.36787,0.47592
2014,46-65 y.,Berlin,Rather not,0.24938,87,322,0.20205,0.29671
2014,46-65 y.,Berlin,Never,0.21867,63,322,0.17345,0.26388
2014,46-65 y.,Brandenburg,"Yes, depending on situation",0.29237,117,385,0.24688,0.33787
2014,46-65 y.,Brandenburg,Rather not,0.25405,100,385,0.21051,0.29759
2014,46-65 y.,Brandenburg,Never,0.39158,168,385,0.34276,0.44040
2014,46-65 y.,Mecklenburg-Western Pomerania,"Yes, depending on situation",0.25195,62,203,0.19208,0.31182
2014,46-65 y.,Mecklenburg-Western Pomerania,Rather not,0.32332,63,203,0.25882,0.38783
2014,46-65 y.,Mecklenburg-Western Pomerania,Never,0.37317,78,203,0.30648,0.43987
2014,46-65 y.,Saxony,"Yes, depending on situation",0.20800,137,549,0.17402,0.24198
2014,46-65 y.,Saxony,Rather not,0.40809,194,549,0.36694,0.44924
2014,46-65 y.,Saxony,Never,0.34539,218,549,0.30557,0.38520
2014,46-65 y.,Saxony-Anhalt,"Yes, depending on situation",0.21584,97,304,0.16952,0.26216
2014,46-65 y.,Saxony-Anhalt,Rather not,0.26174,96,304,0.21224,0.31124
2014,46-65 y.,Saxony-Anhalt,Never,0.43931,111,304,0.38343,0.49520
2014,46-65 y.,Thuringa,"Yes, depending on situation",0.25673,97,349,0.21084,0.30263
2014,46-65 y.,Thuringa,Rather not,0.31856,114,349,0.26960,0.36751
2014,46-65 y.,Thuringa,Never,0.38353,138,349,0.33244,0.43462
2014,66 and older,Schleswig-Holstein,Rather not,0.36862,54,149,0.29090,0.44635
2014,66 and older,Schleswig-Holstein,Never,0.46489,95,149,0.38453,0.54525
2014,66 and older,Hamburg,Never,0.61085,54,54,0.47959,0.74212
2014,66 and older,Lower Saxony,"Yes, depending on situation",0.17860,89,449,0.14313,0.21406
2014,66 and older,Lower Saxony,Rather not,0.21076,94,449,0.17299,0.24852
2014,66 and older,Lower Saxony,Never,0.58864,266,449,0.54307,0.63421
2014,66 and older,North Rhine-Westphalia,"Yes, depending on situation",0.12099,124,875,0.09937,0.14261
2014,66 and older,North Rhine-Westphalia,Rather not,0.22390,198,875,0.19626,0.25153
2014,66 and older,North Rhine-Westphalia,Never,0.63757,553,875,0.60570,0.66944
2014,66 and older,Hesse,"Yes, depending on situation",0.17184,55,275,0.12717,0.21650
2014,66 and older,Hesse,Rather not,0.26301,69,275,0.21088,0.31514
2014,66 and older,Hesse,Never,0.55461,151,275,0.49576,0.61346
2014,66 and older,"Rhineland-Palatinate, Saarland","Yes, depending on situation",0.09467,37,271,0.05975,0.12960
2014,66 and older,"Rhineland-Palatinate, Saarland",Rather not,0.23310,58,271,0.18266,0.28353
2014,66 and older,"Rhineland-Palatinate, Saarland",Never,0.64832,176,271,0.59137,0.70528
2014,66 and older,Baden-Wuerttemberg,"Yes, depending on situation",0.14717,82,524,0.11681,0.17754
2014,66 and older,Baden-Wuerttemberg,Rather not,0.24259,131,524,0.20585,0.27932
2014,66 and older,Baden-Wuerttemberg,Never,0.58399,311,524,0.54175,0.62623
2014,66 and older,Bavaria,"Yes, depending on situation",0.13099,89,741,0.10668,0.15530
2014,66 and older,Bavaria,Rather not,0.17842,147,741,0.15083,0.20601
2014,66 and older,Bavaria,Never,0.68478,505,741,0.65130,0.71825
2014,66 and older,Berlin,"Yes, depending on situation",0.30308,60,180,0.23575,0.37041
2014,66 and older,Berlin,Rather not,0.29347,54,180,0.22676,0.36018
2014,66 and older,Berlin,Never,0.31977,66,180,0.25145,0.38810
2014,66 and older,Brandenburg,"Yes, depending on situation",0.20027,37,236,0.14910,0.25143
2014,66 and older,Brandenburg,Rather not,0.26478,61,236,0.20837,0.32120
2014,66 and older,Brandenburg,Never,0.52993,138,236,0.46612,0.59374
2014,66 and older,Mecklenburg-Western Pomerania,Never,0.63830,74,74,0.52807,0.74852
2014,66 and older,Saxony,"Yes, depending on situation",0.11765,42,336,0.08315,0.15215
2014,66 and older,Saxony,Rather not,0.25779,86,336,0.21094,0.30463
2014,66 and older,Saxony,Never,0.60308,208,336,0.55069,0.65547
2014,66 and older,Saxony-Anhalt,"Yes, depending on situation",0.12228,33,204,0.07721,0.16734
2014,66 and older,Saxony-Anhalt,Rather not,0.23033,52,204,0.17241,0.28825
2014,66 and older,Saxony-Anhalt,Never,0.64193,119,204,0.57598,0.70788
2014,66 and older,Thuringa,Rather not,0.14621,45,183,0.09487,0.19754
2014,66 and older,Thuringa,Never,0.74189,138,183,0.67831,0.80546
2019,17-29 y.,Schleswig-Holstein,"Yes, depending on situation",0.36825,51,125,0.28336,0.45315
2019,17-29 y.,Schleswig-Holstein,Rather not,0.34644,39,125,0.26268,0.43019
2019,17-29 y.,Schleswig-Holstein,Never,0.19283,35,125,0.12339,0.26227
2019,17-29 y.,Lower Saxony,"Yes, depending on situation",0.40503,146,406,0.35722,0.45284
2019,17-29 y.,Lower Saxony,Rather not,0.30300,143,406,0.25824,0.34776
2019,17-29 y.,Lower Saxony,Never,0.23462,117,406,0.19335,0.27589
2019,17-29 y.,North Rhine-Westphalia,"Yes, happily",0.07848,59,908,0.06098,0.09599
2019,17-29 y.,North Rhine-Westphalia,"Yes, depending on situation",0.33331,306,908,0.30263,0.36399
2019,17-29 y.,North Rhine-Westphalia,Rather not,0.33588,308,908,0.30514,0.36661
2019,17-29 y.,North Rhine-Westphalia,Never,0.25233,235,908,0.22406,0.28060
2019,17-29 y.,Hesse,"Yes, depending on situation",0.23473,82,244,0.18144,0.28802
2019,17-29 y.,Hesse,Rather not,0.41023,101,244,0.34838,0.47207
2019,17-29 y.,Hesse,Never,0.29383,61,244,0.23656,0.35110
2019,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, depending on situation",0.36833,71,192,0.29992,0.43673
2019,17-29 y.,"Rhineland-Palatinate, Saarland",Rather not,0.29645,64,192,0.23168,0.36122
2019,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.25781,57,192,0.19577,0.31985
2019,17-29 y.,Baden-Wuerttemberg,"Yes, happily",0.09034,32,399,0.06218,0.11850
2019,17-29 y.,Baden-Wuerttemberg,"Yes, depending on situation",0.29799,137,399,0.25306,0.34293
2019,17-29 y.,Baden-Wuerttemberg,Rather not,0.38742,148,399,0.33956,0.43528
2019,17-29 y.,Baden-Wuerttemberg,Never,0.22424,82,399,0.18327,0.26522
2019,17-29 y.,Bavaria,"Yes, happily",0.07536,49,537,0.05301,0.09770
2019,17-29 y.,Bavaria,"Yes, depending on situation",0.31643,165,537,0.27706,0.35580
2019,17-29 y.,Bavaria,Rather not,0.33856,174,537,0.29850,0.37862
2019,17-29 y.,Bavaria,Never,0.26965,149,537,0.23208,0.30722
2019,17-29 y.,Berlin,"Yes, happily",0.17642,31,86,0.09538,0.25745
2019,17-29 y.,Berlin,"Yes, depending on situation",0.46454,55,86,0.35851,0.57056
2019,17-29 y.,Brandenburg,"Yes, depending on situation",0.39163,51,82,0.28533,0.49793
2019,17-29 y.,Brandenburg,Rather not,0.35793,31,82,0.25353,0.46233
2019,17-29 y.,Saxony,"Yes, depending on situation",0.43151,86,125,0.34434,0.51869
2019,17-29 y.,Saxony,Rather not,0.25158,39,125,0.17521,0.32796
2019,17-29 y.,Saxony-Anhalt,"Yes, depending on situation",0.37704,38,69,0.26185,0.49223
2019,17-29 y.,Saxony-Anhalt,Rather not,0.27650,31,69,0.17019,0.38281
2019,17-29 y.,Thuringa,"Yes, depending on situation",0.45513,48,48,0.31276,0.59750
2019,30-45 y.,Schleswig-Holstein,"Yes, depending on situation",0.32314,75,234,0.26309,0.38319
2019,30-45 y.,Schleswig-Holstein,Rather not,0.30664,58,234,0.24744,0.36585
2019,30-45 y.,Schleswig-Holstein,Never,0.31233,101,234,0.25282,0.37184
2019,30-45 y.,Hamburg,"Yes, depending on situation",0.45174,53,127,0.36485,0.53864
2019,30-45 y.,Hamburg,Rather not,0.22805,35,127,0.15479,0.30132
2019,30-45 y.,Hamburg,Never,0.23521,39,127,0.16115,0.30927
2019,30-45 y.,Lower Saxony,"Yes, depending on situation",0.25863,147,517,0.22084,0.29641
2019,30-45 y.,Lower Saxony,Rather not,0.33877,157,517,0.29793,0.37961
2019,30-45 y.,Lower Saxony,Never,0.36414,213,517,0.32262,0.40566
2019,30-45 y.,North Rhine-Westphalia,"Yes, happily",0.08136,69,1281,0.06638,0.09633
2019,30-45 y.,North Rhine-Westphalia,"Yes, depending on situation",0.27647,317,1281,0.25197,0.30097
2019,30-45 y.,North Rhine-Westphalia,Rather not,0.28365,364,1281,0.25896,0.30835
2019,30-45 y.,North Rhine-Westphalia,Never,0.35852,531,1281,0.33225,0.38479
2019,30-45 y.,Hesse,"Yes, depending on situation",0.34166,144,379,0.29385,0.38947
