year,pgisced97,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Pre-primary Level,Rather not,0.26994,115,441,0.22846,0.31142
2014,Pre-primary Level,Never,0.13732,63,441,0.10516,0.16949
2014,Primary Level,"Yes, depending on situation",0.17253,78,470,0.13833,0.20673
2014,Primary Level,Rather not,0.19872,104,470,0.16261,0.23484
2014,Primary Level,Never,0.59850,288,470,0.55413,0.64286
2014,Lower Secondary Level,"Yes, happily",0.03573,134,3035,0.02913,0.04234
2014,Lower Secondary Level,"Yes, depending on situation",0.15764,548,3035,0.14467,0.17061
2014,Lower Secondary Level,Rather not,0.23193,697,3035,0.21691,0.24694
2014,Lower Secondary Level,Never,0.57470,1656,3035,0.55711,0.59229
2014,Upper Secondary Level,"Yes, happily",0.03938,507,12263,0.03593,0.04282
2014,Upper Secondary Level,"Yes, depending on situation",0.23716,2890,12263,0.22963,0.24469
2014,Upper Secondary Level,Rather not,0.27885,3424,12263,0.27091,0.28679
2014,Upper Secondary Level,Never,0.44461,5442,12263,0.43582,0.45341
2014,Post-secondary Non-tertiary Level,"Yes, happily",0.06416,111,2013,0.05345,0.07486
2014,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.33118,635,2013,0.31062,0.35175
2014,Post-secondary Non-tertiary Level,Rather not,0.31879,638,2013,0.29842,0.33915
2014,Post-secondary Non-tertiary Level,Never,0.28587,629,2013,0.26613,0.30562
2014,First Stage of Tertiary Education,"Yes, happily",0.04377,62,1557,0.03360,0.05393
2014,First Stage of Tertiary Education,"Yes, depending on situation",0.25435,440,1557,0.23271,0.27599
2014,First Stage of Tertiary Education,Rather not,0.33336,479,1557,0.30994,0.35678
2014,First Stage of Tertiary Education,Never,0.36852,576,1557,0.34455,0.39249
2014,Second Stage of Tertiary Education,"Yes, happily",0.06720,423,6089,0.06091,0.07349
2014,Second Stage of Tertiary Education,"Yes, depending on situation",0.38713,2256,6089,0.37489,0.39936
2014,Second Stage of Tertiary Education,Rather not,0.29854,1868,6089,0.28704,0.31003
2014,Second Stage of Tertiary Education,Never,0.24714,1542,6089,0.23630,0.25797
2019,No answer / don't know,"Yes, happily",0.16899,71,537,0.13726,0.20071
2019,No answer / don't know,"Yes, depending on situation",0.30630,145,537,0.26727,0.34532
2019,No answer / don't know,Rather not,0.32332,162,537,0.28373,0.36292
2019,No answer / don't know,Never,0.20139,159,537,0.16744,0.23535
2019,Pre-primary Level,"Yes, happily",0.12943,40,313,0.09218,0.16668
2019,Pre-primary Level,"Yes, depending on situation",0.47606,140,313,0.42065,0.53148
2019,Pre-primary Level,Rather not,0.24390,98,313,0.19625,0.29155
2019,Pre-primary Level,Never,0.15061,35,313,0.11092,0.19029
2019,Primary Level,"Yes, depending on situation",0.17192,61,360,0.13289,0.21096
2019,Primary Level,Rather not,0.18264,73,360,0.14267,0.22261
2019,Primary Level,Never,0.60724,226,360,0.55672,0.65776
2019,Lower Secondary Level,"Yes, happily",0.03912,116,2347,0.03128,0.04697
2019,Lower Secondary Level,"Yes, depending on situation",0.18185,492,2347,0.16624,0.19745
2019,Lower Secondary Level,Rather not,0.24759,586,2347,0.23012,0.26506
2019,Lower Secondary Level,Never,0.53144,1153,2347,0.51125,0.55164
2019,Upper Secondary Level,"Yes, happily",0.04986,530,10900,0.04577,0.05395
2019,Upper Secondary Level,"Yes, depending on situation",0.22222,2595,10900,0.21441,0.23002
2019,Upper Secondary Level,Rather not,0.28599,2999,10900,0.27750,0.29447
2019,Upper Secondary Level,Never,0.44194,4776,10900,0.43261,0.45126
2019,Post-secondary Non-tertiary Level,"Yes, happily",0.05566,118,2131,0.04593,0.06540
2019,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.30172,646,2131,0.28222,0.32121
2019,Post-secondary Non-tertiary Level,Rather not,0.29922,645,2131,0.27977,0.31866
2019,Post-secondary Non-tertiary Level,Never,0.34341,722,2131,0.32324,0.36357
2019,First Stage of Tertiary Education,"Yes, happily",0.05387,71,1622,0.04288,0.06486
2019,First Stage of Tertiary Education,"Yes, depending on situation",0.24442,435,1622,0.22350,0.26534
2019,First Stage of Tertiary Education,Rather not,0.30368,473,1622,0.28129,0.32607
2019,First Stage of Tertiary Education,Never,0.39803,643,1622,0.37420,0.42186
2019,Second Stage of Tertiary Education,"Yes, happily",0.08065,540,6850,0.07420,0.08710
2019,Second Stage of Tertiary Education,"Yes, depending on situation",0.34867,2458,6850,0.33739,0.35996
2019,Second Stage of Tertiary Education,Rather not,0.31446,2069,6850,0.30346,0.32545
2019,Second Stage of Tertiary Education,Never,0.25622,1783,6850,0.24588,0.26655
