year,migback,regtyp,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Direct migration background,Rural regions,"Yes, depending on situation",0.21540,274,1296,0.19301,0.23779
2014,Direct migration background,Rural regions,Rather not,0.26562,333,1296,0.24156,0.28967
2014,Direct migration background,Rural regions,Never,0.48786,629,1296,0.46064,0.51509
2014,Indirect migration background,Urban regions,"Yes, happily",0.07359,84,1357,0.05969,0.08748
2014,Indirect migration background,Urban regions,"Yes, depending on situation",0.26973,349,1357,0.24611,0.29335
2014,Indirect migration background,Urban regions,Rather not,0.28762,396,1357,0.26353,0.31172
2014,Indirect migration background,Urban regions,Never,0.36906,528,1357,0.34337,0.39474
2014,Indirect migration background,Rural regions,"Yes, depending on situation",0.30817,104,284,0.25437,0.36197
2014,Indirect migration background,Rural regions,Rather not,0.30226,81,284,0.24875,0.35576
2014,Indirect migration background,Rural regions,Never,0.32441,99,284,0.26987,0.37896
2019,No migration background,No answer / don't know,"Yes, happily",0.14702,69,470,0.11497,0.17907
2019,No migration background,No answer / don't know,"Yes, depending on situation",0.39010,178,470,0.34596,0.43425
2019,No migration background,No answer / don't know,Rather not,0.21699,104,470,0.17969,0.25430
2019,No migration background,No answer / don't know,Never,0.24588,119,470,0.20691,0.28486
2019,No migration background,Urban regions,"Yes, happily",0.06391,763,11867,0.05951,0.06831
2019,No migration background,Urban regions,"Yes, depending on situation",0.28433,3620,11867,0.27621,0.29244
2019,No migration background,Urban regions,Rather not,0.29216,3426,11867,0.28397,0.30034
2019,No migration background,Urban regions,Never,0.35961,4058,11867,0.35097,0.36824
2019,No migration background,Rural regions,"Yes, happily",0.05159,365,7310,0.04652,0.05666
2019,No migration background,Rural regions,"Yes, depending on situation",0.23839,1936,7310,0.22862,0.24816
2019,No migration background,Rural regions,Rather not,0.28940,2074,7310,0.27900,0.29979
2019,No migration background,Rural regions,Never,0.42062,2935,7310,0.40931,0.43194
2019,Direct migration background,Urban regions,"Yes, happily",0.05589,149,2861,0.04748,0.06431
2019,Direct migration background,Urban regions,"Yes, depending on situation",0.20434,621,2861,0.18956,0.21912
2019,Direct migration background,Urban regions,Rather not,0.25884,792,2861,0.24278,0.27489
2019,Direct migration background,Urban regions,Never,0.48093,1299,2861,0.46262,0.49924
2019,Direct migration background,Rural regions,"Yes, happily",0.03139,47,1005,0.02061,0.04218
2019,Direct migration background,Rural regions,"Yes, depending on situation",0.20480,197,1005,0.17984,0.22977
2019,Direct migration background,Rural regions,Rather not,0.30354,236,1005,0.27510,0.33198
2019,Direct migration background,Rural regions,Never,0.46026,525,1005,0.42943,0.49109
2019,Indirect migration background,Urban regions,"Yes, happily",0.05823,77,1216,0.04506,0.07140
2019,Indirect migration background,Urban regions,"Yes, depending on situation",0.23138,309,1216,0.20767,0.25510
2019,Indirect migration background,Urban regions,Rather not,0.33813,367,1216,0.31153,0.36473
2019,Indirect migration background,Urban regions,Never,0.37225,463,1216,0.34507,0.39944
2019,Indirect migration background,Rural regions,"Yes, depending on situation",0.30473,85,259,0.24856,0.36090
2019,Indirect migration background,Rural regions,Rather not,0.33942,83,259,0.28164,0.39720
2019,Indirect migration background,Rural regions,Never,0.30290,91,259,0.24683,0.35897
