year,migback,pgisced97,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,No migration background,No answer / don't know,Rather not,0.26815,95,341,0.22106,0.31524
2014,No migration background,No answer / don't know,Never,0.32268,113,341,0.27299,0.37237
2014,No migration background,Pre-primary Level,"Yes, happily",0.10833,39,279,0.07179,0.14487
2014,No migration background,Pre-primary Level,"Yes, depending on situation",0.54269,142,279,0.48413,0.60125
2014,No migration background,Pre-primary Level,Rather not,0.22961,66,279,0.18017,0.27905
2014,No migration background,Pre-primary Level,Never,0.11937,32,279,0.08126,0.15749
2014,No migration background,Primary Level,"Yes, depending on situation",0.23645,33,162,0.17082,0.30208
2014,No migration background,Primary Level,Rather not,0.20165,36,162,0.13967,0.26362
2014,No migration background,Primary Level,Never,0.52983,93,162,0.45274,0.60693
2014,No migration background,Lower Secondary Level,"Yes, happily",0.03812,72,1665,0.02892,0.04732
2014,No migration background,Lower Secondary Level,"Yes, depending on situation",0.15065,299,1665,0.13346,0.16783
2014,No migration background,Lower Secondary Level,Rather not,0.23035,352,1665,0.21012,0.25058
2014,No migration background,Lower Secondary Level,Never,0.58089,942,1665,0.55718,0.60460
2014,No migration background,Upper Secondary Level,"Yes, happily",0.03904,409,9795,0.03520,0.04288
2014,No migration background,Upper Secondary Level,"Yes, depending on situation",0.23759,2341,9795,0.22916,0.24601
2014,No migration background,Upper Secondary Level,Rather not,0.27793,2752,9795,0.26906,0.28680
2014,No migration background,Upper Secondary Level,Never,0.44545,4293,9795,0.43560,0.45529
2014,No migration background,Post-secondary Non-tertiary Level,"Yes, happily",0.07104,76,1282,0.05697,0.08511
2014,No migration background,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.35321,467,1282,0.32703,0.37938
2014,No migration background,Post-secondary Non-tertiary Level,Rather not,0.33936,447,1282,0.31343,0.36529
2014,No migration background,Post-secondary Non-tertiary Level,Never,0.23639,292,1282,0.21312,0.25966
2014,No migration background,First Stage of Tertiary Education,"Yes, happily",0.04709,58,1388,0.03594,0.05824
2014,No migration background,First Stage of Tertiary Education,"Yes, depending on situation",0.26395,405,1388,0.24075,0.28715
2014,No migration background,First Stage of Tertiary Education,Rather not,0.32577,422,1388,0.30110,0.35043
2014,No migration background,First Stage of Tertiary Education,Never,0.36319,503,1388,0.33788,0.38850
2014,No migration background,Second Stage of Tertiary Education,"Yes, happily",0.06688,305,4726,0.05976,0.07400
2014,No migration background,Second Stage of Tertiary Education,"Yes, depending on situation",0.40162,1840,4726,0.38764,0.41560
2014,No migration background,Second Stage of Tertiary Education,Rather not,0.30434,1498,4726,0.29122,0.31746
2014,No migration background,Second Stage of Tertiary Education,Never,0.22716,1083,4726,0.21521,0.23911
2014,Direct migration background,No answer / don't know,Never,0.61477,68,68,0.49824,0.73130
2014,Direct migration background,Primary Level,"Yes, depending on situation",0.11992,41,270,0.08110,0.15874
2014,Direct migration background,Primary Level,Rather not,0.20310,57,270,0.15502,0.25117
2014,Direct migration background,Primary Level,Never,0.66258,172,270,0.60607,0.71908
2014,Direct migration background,Lower Secondary Level,"Yes, happily",0.02716,43,1021,0.01719,0.03714
2014,Direct migration background,Lower Secondary Level,"Yes, depending on situation",0.15333,172,1021,0.13122,0.17544
2014,Direct migration background,Lower Secondary Level,Rather not,0.22815,252,1021,0.20240,0.25390
2014,Direct migration background,Lower Secondary Level,Never,0.59136,554,1021,0.56119,0.62153
2014,Direct migration background,Upper Secondary Level,"Yes, happily",0.02758,59,1803,0.02002,0.03514
2014,Direct migration background,Upper Secondary Level,"Yes, depending on situation",0.23562,390,1803,0.21602,0.25521
2014,Direct migration background,Upper Secondary Level,Rather not,0.25874,465,1803,0.23852,0.27896
2014,Direct migration background,Upper Secondary Level,Never,0.47806,889,1803,0.45499,0.50112
2014,Direct migration background,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.24906,134,589,0.21410,0.28402
2014,Direct migration background,Post-secondary Non-tertiary Level,Rather not,0.28159,169,589,0.24523,0.31794
2014,Direct migration background,Post-secondary Non-tertiary Level,Never,0.43298,286,589,0.39293,0.47303
2014,Direct migration background,First Stage of Tertiary Education,Rather not,0.44119,41,92,0.33917,0.54321
2014,Direct migration background,First Stage of Tertiary Education,Never,0.40779,51,92,0.30682,0.50876
2014,Direct migration background,Second Stage of Tertiary Education,"Yes, happily",0.06735,100,1125,0.05270,0.08200
2014,Direct migration background,Second Stage of Tertiary Education,"Yes, depending on situation",0.29224,322,1125,0.26566,0.31883
2014,Direct migration background,Second Stage of Tertiary Education,Rather not,0.28251,304,1125,0.25619,0.30883
2014,Direct migration background,Second Stage of Tertiary Education,Never,0.35789,399,1125,0.32987,0.38592
2014,Indirect migration background,No answer / don't know,Never,0.43909,34,34,0.26976,0.60841
2014,Indirect migration background,Pre-primary Level,"Yes, depending on situation",0.37003,42,75,0.26002,0.48004
2014,Indirect migration background,Pre-primary Level,Rather not,0.39441,33,75,0.28306,0.50576
2014,Indirect migration background,Lower Secondary Level,"Yes, depending on situation",0.22953,77,330,0.18409,0.27498
2014,Indirect migration background,Lower Secondary Level,Rather not,0.25695,93,330,0.20973,0.30416
2014,Indirect migration background,Lower Secondary Level,Never,0.47077,160,330,0.41683,0.52470
2014,Indirect migration background,Upper Secondary Level,"Yes, happily",0.07499,39,665,0.05495,0.09502
2014,Indirect migration background,Upper Secondary Level,"Yes, depending on situation",0.23250,159,665,0.20037,0.26463
2014,Indirect migration background,Upper Secondary Level,Rather not,0.34646,207,665,0.31027,0.38266
2014,Indirect migration background,Upper Secondary Level,Never,0.34605,260,665,0.30986,0.38223
2014,Indirect migration background,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.37831,34,85,0.27460,0.48202
2014,Indirect migration background,Post-secondary Non-tertiary Level,Never,0.37336,51,85,0.26992,0.47680
2014,Indirect migration background,Second Stage of Tertiary Education,"Yes, depending on situation",0.42497,94,220,0.35950,0.49044
2014,Indirect migration background,Second Stage of Tertiary Education,Rather not,0.23053,66,220,0.17475,0.28631
2014,Indirect migration background,Second Stage of Tertiary Education,Never,0.27081,60,220,0.21195,0.32966
2019,No migration background,No answer / don't know,"Yes, happily",0.16770,42,323,0.12689,0.20851
2019,No migration background,No answer / don't know,"Yes, depending on situation",0.34245,101,323,0.29062,0.39428
2019,No migration background,No answer / don't know,Rather not,0.29386,99,323,0.24411,0.34362
2019,No migration background,No answer / don't know,Never,0.19599,81,323,0.15263,0.23935
2019,No migration background,Pre-primary Level,"Yes, depending on situation",0.49280,90,151,0.41280,0.57281
2019,No migration background,Pre-primary Level,Rather not,0.20251,61,151,0.13819,0.26682
2019,No migration background,Primary Level,"Yes, depending on situation",0.23809,32,109,0.15776,0.31842
2019,No migration background,Primary Level,Never,0.54244,77,109,0.44848,0.63640
2019,No migration background,Lower Secondary Level,"Yes, happily",0.04044,84,1526,0.03055,0.05033
2019,No migration background,Lower Secondary Level,"Yes, depending on situation",0.18531,349,1526,0.16581,0.20481
2019,No migration background,Lower Secondary Level,Rather not,0.23496,370,1526,0.21368,0.25624
2019,No migration background,Lower Secondary Level,Never,0.53929,723,1526,0.51428,0.56431
2019,No migration background,Upper Secondary Level,"Yes, happily",0.05141,446,9006,0.04685,0.05598
2019,No migration background,Upper Secondary Level,"Yes, depending on situation",0.22803,2204,9006,0.21936,0.23670
2019,No migration background,Upper Secondary Level,Rather not,0.28221,2457,9006,0.27292,0.29151
2019,No migration background,Upper Secondary Level,Never,0.43834,3899,9006,0.42809,0.44859
2019,No migration background,Post-secondary Non-tertiary Level,"Yes, happily",0.05410,91,1478,0.04257,0.06564
2019,No migration background,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.34476,504,1478,0.32052,0.36900
2019,No migration background,Post-secondary Non-tertiary Level,Rather not,0.30588,462,1478,0.28238,0.32938
2019,No migration background,Post-secondary Non-tertiary Level,Never,0.29525,421,1478,0.27199,0.31852
2019,No migration background,First Stage of Tertiary Education,"Yes, happily",0.05872,67,1484,0.04675,0.07069
2019,No migration background,First Stage of Tertiary Education,"Yes, depending on situation",0.25638,407,1484,0.23415,0.27860
2019,No migration background,First Stage of Tertiary Education,Rather not,0.29719,428,1484,0.27393,0.32045
2019,No migration background,First Stage of Tertiary Education,Never,0.38772,582,1484,0.36292,0.41251
2019,No migration background,Second Stage of Tertiary Education,"Yes, happily",0.08277,436,5490,0.07548,0.09006
2019,No migration background,Second Stage of Tertiary Education,"Yes, depending on situation",0.35979,2047,5490,0.34709,0.37248
2019,No migration background,Second Stage of Tertiary Education,Rather not,0.32374,1697,5490,0.31136,0.33612
2019,No migration background,Second Stage of Tertiary Education,Never,0.23370,1310,5490,0.22251,0.24490
2019,Direct migration background,No answer / don't know,Never,0.21958,46,46,0.09863,0.34053
2019,Direct migration background,Primary Level,Rather not,0.15797,37,162,0.10163,0.21430
2019,Direct migration background,Primary Level,Never,0.63999,125,162,0.56584,0.71414
2019,Direct migration background,Lower Secondary Level,"Yes, depending on situation",0.15611,87,570,0.12629,0.18594
2019,Direct migration background,Lower Secondary Level,Rather not,0.24222,146,570,0.20701,0.27742
2019,Direct migration background,Lower Secondary Level,Never,0.57009,337,570,0.52941,0.61077
2019,Direct migration background,Upper Secondary Level,"Yes, happily",0.04102,49,1280,0.03015,0.05189
2019,Direct migration background,Upper Secondary Level,"Yes, depending on situation",0.18182,239,1280,0.16068,0.20296
2019,Direct migration background,Upper Secondary Level,Rather not,0.29602,366,1280,0.27101,0.32104
2019,Direct migration background,Upper Secondary Level,Never,0.48113,626,1280,0.45375,0.50851
2019,Direct migration background,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.20577,111,506,0.17051,0.24103
2019,Direct migration background,Post-secondary Non-tertiary Level,Rather not,0.25531,140,506,0.21728,0.29334
2019,Direct migration background,Post-secondary Non-tertiary Level,Never,0.48957,255,506,0.44597,0.53317
2019,Direct migration background,First Stage of Tertiary Education,Never,0.56868,39,39,0.41121,0.72615
2019,Direct migration background,Second Stage of Tertiary Education,"Yes, happily",0.07614,80,1078,0.06030,0.09198
2019,Direct migration background,Second Stage of Tertiary Education,"Yes, depending on situation",0.29089,316,1078,0.26376,0.31801
2019,Direct migration background,Second Stage of Tertiary Education,Rather not,0.27740,288,1078,0.25066,0.30414
2019,Direct migration background,Second Stage of Tertiary Education,Never,0.35557,394,1078,0.32698,0.38416
2019,Indirect migration background,No answer / don't know,Rather not,0.41176,36,68,0.29391,0.52961
2019,Indirect migration background,No answer / don't know,Never,0.20667,32,68,0.10971,0.30363
2019,Indirect migration background,Pre-primary Level,"Yes, depending on situation",0.46060,35,35,0.29305,0.62814
2019,Indirect migration background,Lower Secondary Level,"Yes, depending on situation",0.22828,56,219,0.17256,0.28400
2019,Indirect migration background,Lower Secondary Level,Rather not,0.35854,70,219,0.29487,0.42220
2019,Indirect migration background,Lower Secondary Level,Never,0.36273,93,219,0.29891,0.42656
2019,Indirect migration background,Upper Secondary Level,"Yes, happily",0.04393,35,614,0.02770,0.06015
2019,Indirect migration background,Upper Secondary Level,"Yes, depending on situation",0.21546,152,614,0.18291,0.24801
2019,Indirect migration background,Upper Secondary Level,Rather not,0.32411,176,614,0.28706,0.36116
2019,Indirect migration background,Upper Secondary Level,Never,0.41651,251,614,0.37748,0.45553
2019,Indirect migration background,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.20273,31,120,0.13050,0.27497
2019,Indirect migration background,Post-secondary Non-tertiary Level,Rather not,0.38199,43,120,0.29469,0.46929
2019,Indirect migration background,Post-secondary Non-tertiary Level,Never,0.32302,46,120,0.23900,0.40704
2019,Indirect migration background,Second Stage of Tertiary Education,"Yes, depending on situation",0.35064,95,258,0.29230,0.40898
2019,Indirect migration background,Second Stage of Tertiary Education,Rather not,0.28084,84,258,0.22589,0.33578
2019,Indirect migration background,Second Stage of Tertiary Education,Never,0.30787,79,258,0.25143,0.36431
