year,migback,quintil_oecd,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,No migration background,3rd Quintile,Rather not,0.30467,1115,3908,0.29023,0.31910
2014,No migration background,3rd Quintile,Never,0.39846,1522,3908,0.38311,0.41382
2014,No migration background,4th Quintile,"Yes, happily",0.04610,190,4203,0.03976,0.05244
2014,No migration background,4th Quintile,"Yes, depending on situation",0.28970,1226,4203,0.27598,0.30341
2014,No migration background,4th Quintile,Rather not,0.30499,1307,4203,0.29107,0.31891
2014,No migration background,4th Quintile,Never,0.35921,1480,4203,0.34470,0.37371
2014,No migration background,5th Quintile,"Yes, happily",0.05722,264,4576,0.05049,0.06395
2014,No migration background,5th Quintile,"Yes, depending on situation",0.35043,1595,4576,0.33661,0.36426
2014,No migration background,5th Quintile,Rather not,0.29523,1425,4576,0.28201,0.30844
2014,No migration background,5th Quintile,Never,0.29713,1292,4576,0.28388,0.31037
2014,Direct migration background,1st Quintile,"Yes, happily",0.03869,85,1897,0.03001,0.04737
2014,Direct migration background,1st Quintile,"Yes, depending on situation",0.21724,379,1897,0.19868,0.23581
2014,Direct migration background,1st Quintile,Rather not,0.19536,449,1897,0.17752,0.21321
2014,Direct migration background,1st Quintile,Never,0.54870,984,1897,0.52630,0.57110
2014,Direct migration background,2nd Quintile,"Yes, happily",0.03407,70,1297,0.02419,0.04394
2014,Direct migration background,2nd Quintile,"Yes, depending on situation",0.20456,276,1297,0.18260,0.22653
2014,Direct migration background,2nd Quintile,Rather not,0.24630,332,1297,0.22285,0.26976
2014,Direct migration background,2nd Quintile,Never,0.51507,619,1297,0.48786,0.54228
2014,Direct migration background,3rd Quintile,"Yes, happily",0.03625,34,869,0.02382,0.04868
2014,Direct migration background,3rd Quintile,"Yes, depending on situation",0.24900,202,869,0.22023,0.27777
2014,Direct migration background,3rd Quintile,Rather not,0.28610,246,869,0.25603,0.31616
2014,Direct migration background,3rd Quintile,Never,0.42865,387,869,0.39573,0.46158
2014,Direct migration background,4th Quintile,"Yes, happily",0.03201,36,592,0.01782,0.04620
2014,Direct migration background,4th Quintile,"Yes, depending on situation",0.23502,138,592,0.20084,0.26921
2014,Direct migration background,4th Quintile,Rather not,0.30506,148,592,0.26794,0.34218
2014,Direct migration background,4th Quintile,Never,0.42791,270,592,0.38802,0.46780
2014,Direct migration background,5th Quintile,"Yes, happily",0.04833,32,493,0.02938,0.06728
2014,Direct migration background,5th Quintile,"Yes, depending on situation",0.21710,135,493,0.18067,0.25353
2014,Direct migration background,5th Quintile,Rather not,0.37627,154,493,0.33347,0.41908
2014,Direct migration background,5th Quintile,Never,0.35830,172,493,0.31593,0.40067
2014,Indirect migration background,1st Quintile,"Yes, happily",0.10081,38,519,0.07488,0.12673
2014,Indirect migration background,1st Quintile,"Yes, depending on situation",0.21345,129,519,0.17816,0.24874
2014,Indirect migration background,1st Quintile,Rather not,0.30004,144,519,0.26058,0.33951
2014,Indirect migration background,1st Quintile,Never,0.38570,208,519,0.34378,0.42762
2014,Indirect migration background,2nd Quintile,"Yes, depending on situation",0.25983,90,345,0.21349,0.30617
2014,Indirect migration background,2nd Quintile,Rather not,0.28310,104,345,0.23549,0.33070
2014,Indirect migration background,2nd Quintile,Never,0.37911,151,345,0.32784,0.43038
2014,Indirect migration background,3rd Quintile,"Yes, depending on situation",0.24999,71,261,0.19736,0.30263
2014,Indirect migration background,3rd Quintile,Rather not,0.35033,88,261,0.29234,0.40832
2014,Indirect migration background,3rd Quintile,Never,0.34763,102,261,0.28975,0.40552
2014,Indirect migration background,4th Quintile,"Yes, depending on situation",0.29891,84,254,0.24250,0.35532
2014,Indirect migration background,4th Quintile,Rather not,0.25642,74,254,0.20261,0.31023
2014,Indirect migration background,4th Quintile,Never,0.37395,96,254,0.31432,0.43357
2014,Indirect migration background,5th Quintile,"Yes, depending on situation",0.41076,79,215,0.34484,0.47668
2014,Indirect migration background,5th Quintile,Rather not,0.24862,66,215,0.19071,0.30653
2014,Indirect migration background,5th Quintile,Never,0.30244,70,215,0.24090,0.36398
2019,No migration background,1st Quintile,"Yes, happily",0.07313,198,2649,0.06321,0.08305
2019,No migration background,1st Quintile,"Yes, depending on situation",0.25162,676,2649,0.23509,0.26815
2019,No migration background,1st Quintile,Rather not,0.23718,653,2649,0.22098,0.25338
2019,No migration background,1st Quintile,Never,0.43807,1122,2649,0.41917,0.45697
2019,No migration background,2nd Quintile,"Yes, happily",0.05295,173,3415,0.04544,0.06046
2019,No migration background,2nd Quintile,"Yes, depending on situation",0.21170,823,3415,0.19799,0.22540
2019,No migration background,2nd Quintile,Rather not,0.26707,915,3415,0.25223,0.28191
2019,No migration background,2nd Quintile,Never,0.46829,1504,3415,0.45155,0.48502
2019,No migration background,3rd Quintile,"Yes, happily",0.04997,166,3412,0.04265,0.05728
2019,No migration background,3rd Quintile,"Yes, depending on situation",0.27491,961,3412,0.25992,0.28989
2019,No migration background,3rd Quintile,Rather not,0.29320,963,3412,0.27793,0.30848
2019,No migration background,3rd Quintile,Never,0.38192,1322,3412,0.36562,0.39823
2019,No migration background,4th Quintile,"Yes, happily",0.05772,181,3577,0.05008,0.06537
2019,No migration background,4th Quintile,"Yes, depending on situation",0.27723,1071,3577,0.26256,0.29190
2019,No migration background,4th Quintile,Rather not,0.30835,1076,3577,0.29321,0.32348
2019,No migration background,4th Quintile,Never,0.35671,1249,3577,0.34100,0.37241
2019,No migration background,5th Quintile,"Yes, happily",0.06519,236,4058,0.05759,0.07278
2019,No migration background,5th Quintile,"Yes, depending on situation",0.30972,1337,4058,0.29549,0.32395
2019,No migration background,5th Quintile,Rather not,0.33063,1351,4058,0.31615,0.34511
2019,No migration background,5th Quintile,Never,0.29446,1134,4058,0.28044,0.30849
2019,Direct migration background,1st Quintile,"Yes, happily",0.06695,77,1264,0.05317,0.08073
2019,Direct migration background,1st Quintile,"Yes, depending on situation",0.16042,219,1264,0.14018,0.18066
2019,Direct migration background,1st Quintile,Rather not,0.24280,297,1264,0.21916,0.26645
2019,Direct migration background,1st Quintile,Never,0.52983,671,1264,0.50230,0.55736
2019,Direct migration background,2nd Quintile,"Yes, happily",0.03497,39,951,0.02329,0.04665
2019,Direct migration background,2nd Quintile,"Yes, depending on situation",0.20918,182,951,0.18332,0.23504
2019,Direct migration background,2nd Quintile,Rather not,0.24844,265,951,0.22097,0.27592
2019,Direct migration background,2nd Quintile,Never,0.50741,465,951,0.47562,0.53920
2019,Direct migration background,3rd Quintile,"Yes, depending on situation",0.21853,139,610,0.18571,0.25135
2019,Direct migration background,3rd Quintile,Rather not,0.24037,178,610,0.20643,0.27430
2019,Direct migration background,3rd Quintile,Never,0.49387,293,610,0.45416,0.53357
2019,Direct migration background,4th Quintile,"Yes, depending on situation",0.21358,114,398,0.17327,0.25390
2019,Direct migration background,4th Quintile,Rather not,0.31570,116,398,0.26998,0.36142
2019,Direct migration background,4th Quintile,Never,0.43577,168,398,0.38699,0.48455
2019,Direct migration background,5th Quintile,"Yes, depending on situation",0.25694,114,407,0.21443,0.29944
2019,Direct migration background,5th Quintile,Rather not,0.34349,126,407,0.29730,0.38968
2019,Direct migration background,5th Quintile,Never,0.33240,167,407,0.28658,0.37823
2019,Indirect migration background,1st Quintile,"Yes, depending on situation",0.28839,108,374,0.24242,0.33437
2019,Indirect migration background,1st Quintile,Rather not,0.33981,110,374,0.29174,0.38787
2019,Indirect migration background,1st Quintile,Never,0.32322,156,374,0.27576,0.37069
2019,Indirect migration background,2nd Quintile,"Yes, depending on situation",0.21329,75,286,0.16573,0.26085
2019,Indirect migration background,2nd Quintile,Rather not,0.27355,74,286,0.22179,0.32530
2019,Indirect migration background,2nd Quintile,Never,0.44383,137,286,0.38614,0.50151
2019,Indirect migration background,3rd Quintile,"Yes, depending on situation",0.21069,68,256,0.16063,0.26074
2019,Indirect migration background,3rd Quintile,Rather not,0.32907,88,256,0.27139,0.38674
2019,Indirect migration background,3rd Quintile,Never,0.37272,100,256,0.31337,0.43207
2019,Indirect migration background,4th Quintile,"Yes, depending on situation",0.23697,48,180,0.17468,0.29927
2019,Indirect migration background,4th Quintile,Rather not,0.37910,68,180,0.30802,0.45017
2019,Indirect migration background,4th Quintile,Never,0.34505,64,180,0.27541,0.41470
2019,Indirect migration background,5th Quintile,"Yes, depending on situation",0.24314,63,200,0.18354,0.30275
2019,Indirect migration background,5th Quintile,Rather not,0.39037,77,200,0.32259,0.45815
2019,Indirect migration background,5th Quintile,Never,0.32970,60,200,0.26438,0.39501
