year,quintil_oecd,sampreg,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,3rd Quintile,West,"Yes, happily",0.04089,161,3893,0.03467,0.04711
2014,3rd Quintile,West,"Yes, depending on situation",0.24398,996,3893,0.23049,0.25747
2014,3rd Quintile,West,Rather not,0.30802,1134,3893,0.29352,0.32253
2014,3rd Quintile,West,Never,0.40710,1602,3893,0.39167,0.42254
2014,3rd Quintile,East,"Yes, happily",0.05860,71,1159,0.04507,0.07213
2014,3rd Quintile,East,"Yes, depending on situation",0.28040,364,1159,0.25453,0.30627
2014,3rd Quintile,East,Rather not,0.28869,315,1159,0.26259,0.31479
2014,3rd Quintile,East,Never,0.37231,409,1159,0.34447,0.40016
2014,4th Quintile,West,"Yes, happily",0.04372,179,4143,0.03749,0.04995
2014,4th Quintile,West,"Yes, depending on situation",0.27791,1130,4143,0.26427,0.29155
2014,4th Quintile,West,Rather not,0.29423,1244,4143,0.28036,0.30811
2014,4th Quintile,West,Never,0.38413,1590,4143,0.36932,0.39895
2014,4th Quintile,East,"Yes, happily",0.05749,63,922,0.04246,0.07253
2014,4th Quintile,East,"Yes, depending on situation",0.32725,318,922,0.29695,0.35756
2014,4th Quintile,East,Rather not,0.35155,285,922,0.32071,0.38238
2014,4th Quintile,East,Never,0.26371,256,922,0.23525,0.29217
2014,5th Quintile,West,"Yes, happily",0.04949,244,4647,0.04325,0.05572
2014,5th Quintile,West,"Yes, depending on situation",0.33652,1558,4647,0.32293,0.35011
2014,5th Quintile,West,Rather not,0.30131,1433,4647,0.28812,0.31451
2014,5th Quintile,West,Never,0.31268,1412,4647,0.29935,0.32601
2014,5th Quintile,East,"Yes, happily",0.11419,62,647,0.08966,0.13871
2014,5th Quintile,East,"Yes, depending on situation",0.39123,251,647,0.35360,0.42887
2014,5th Quintile,East,Rather not,0.28849,212,647,0.25356,0.32343
2014,5th Quintile,East,Never,0.20609,122,647,0.17489,0.23728
2019,1st Quintile,West,"Yes, happily",0.06001,197,3129,0.05169,0.06834
2019,1st Quintile,West,"Yes, depending on situation",0.22980,699,3129,0.21506,0.24454
2019,1st Quintile,West,Rather not,0.25226,778,3129,0.23704,0.26748
2019,1st Quintile,West,Never,0.45793,1455,3129,0.44047,0.47539
2019,1st Quintile,East,"Yes, happily",0.10097,106,1186,0.08381,0.11812
2019,1st Quintile,East,"Yes, depending on situation",0.23953,304,1186,0.21523,0.26383
2019,1st Quintile,East,Rather not,0.23187,282,1186,0.20784,0.25589
2019,1st Quintile,East,Never,0.42764,494,1186,0.39947,0.45581
2019,2nd Quintile,West,"Yes, happily",0.04562,165,3408,0.03861,0.05262
2019,2nd Quintile,West,"Yes, depending on situation",0.20426,756,3408,0.19072,0.21780
2019,2nd Quintile,West,Rather not,0.26785,925,3408,0.25298,0.28272
2019,2nd Quintile,West,Never,0.48227,1562,3408,0.46549,0.49905
2019,2nd Quintile,East,"Yes, happily",0.06860,68,1265,0.05467,0.08254
2019,2nd Quintile,East,"Yes, depending on situation",0.23648,324,1265,0.21305,0.25990
2019,2nd Quintile,East,Rather not,0.25040,329,1265,0.22652,0.27428
2019,2nd Quintile,East,Never,0.44452,544,1265,0.41713,0.47192
2019,3rd Quintile,West,"Yes, happily",0.05144,152,3266,0.04387,0.05902
2019,3rd Quintile,West,"Yes, depending on situation",0.26123,866,3266,0.24616,0.27630
2019,3rd Quintile,West,Rather not,0.28318,941,3266,0.26773,0.29864
2019,3rd Quintile,West,Never,0.40415,1307,3266,0.38731,0.42098
2019,3rd Quintile,East,"Yes, happily",0.05308,59,1057,0.03956,0.06660
2019,3rd Quintile,East,"Yes, depending on situation",0.26967,302,1057,0.24290,0.29643
2019,3rd Quintile,East,Rather not,0.30575,288,1057,0.27796,0.33354
2019,3rd Quintile,East,Never,0.37150,408,1057,0.34236,0.40064
2019,4th Quintile,West,"Yes, happily",0.05062,155,3439,0.04329,0.05795
2019,4th Quintile,West,"Yes, depending on situation",0.26220,999,3439,0.24750,0.27690
2019,4th Quintile,West,Rather not,0.31817,1052,3439,0.30260,0.33374
2019,4th Quintile,West,Never,0.36901,1233,3439,0.35288,0.38514
2019,4th Quintile,East,"Yes, happily",0.07610,54,744,0.05703,0.09516
2019,4th Quintile,East,"Yes, depending on situation",0.30610,234,744,0.27297,0.33924
2019,4th Quintile,East,Rather not,0.28017,208,744,0.24788,0.31246
2019,4th Quintile,East,Never,0.33763,248,744,0.30362,0.37163
2019,5th Quintile,West,"Yes, happily",0.05678,208,4095,0.04969,0.06386
2019,5th Quintile,West,"Yes, depending on situation",0.29331,1282,4095,0.27936,0.30725
2019,5th Quintile,West,Rather not,0.34235,1366,4095,0.32781,0.35688
2019,5th Quintile,West,Never,0.30757,1239,4095,0.29343,0.32171
2019,5th Quintile,East,"Yes, happily",0.13629,65,607,0.10897,0.16361
2019,5th Quintile,East,"Yes, depending on situation",0.37883,232,607,0.34021,0.41745
2019,5th Quintile,East,Rather not,0.26033,188,607,0.22539,0.29527
2019,5th Quintile,East,Never,0.22455,122,607,0.19133,0.25777
