year,hhtyp,quintil_oecd_hh,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Couple with children,5th Quintile,No,0.90269,927,996,0.88427,0.92110
2011,Single-person household,1st Quintile,No,0.98186,1013,1013,0.97364,0.99008
2011,Single-person household,2nd Quintile,No,0.99114,725,725,0.98432,0.99797
2011,Single-person household,3rd Quintile,No,0.98516,654,654,0.97588,0.99443
2011,Single-person household,4th Quintile,No,0.98910,544,544,0.98036,0.99783
2011,Single-person household,5th Quintile,No,0.97049,549,549,0.95632,0.98466
2011,Couple without children,1st Quintile,No,0.97077,467,467,0.95548,0.98607
2011,Couple without children,2nd Quintile,No,0.98466,712,712,0.97563,0.99369
2011,Couple without children,3rd Quintile,No,0.98333,788,788,0.97439,0.99228
2011,Couple without children,4th Quintile,No,0.96187,923,923,0.94951,0.97423
2011,Couple without children,5th Quintile,Yes,0.04872,65,1404,0.03745,0.05998
2011,Couple without children,5th Quintile,No,0.93774,1339,1404,0.92510,0.95039
2011,Single parent,1st Quintile,No,0.99548,1029,1029,0.99138,0.99958
2011,Single parent,2nd Quintile,No,0.99488,547,547,0.98889,1.00087
2011,Single parent,3rd Quintile,No,0.98390,364,364,0.97095,0.99685
2011,Single parent,4th Quintile,No,0.96688,213,213,0.94279,0.99097
2011,Single parent,5th Quintile,No,0.97087,117,117,0.94026,1.00147
2011,Couple with children,1st Quintile,No,0.98686,1088,1088,0.98009,0.99363
2011,Couple with children,2nd Quintile,Yes,0.02399,47,1360,0.01586,0.03213
2011,Couple with children,2nd Quintile,No,0.96730,1313,1360,0.95784,0.97675
2011,Couple with children,3rd Quintile,Yes,0.04440,75,1337,0.03336,0.05545
2011,Couple with children,3rd Quintile,No,0.95474,1262,1337,0.94359,0.96589
2011,Couple with children,4th Quintile,Yes,0.06611,106,1279,0.05249,0.07973
2011,Couple with children,4th Quintile,No,0.93118,1173,1279,0.91730,0.94506
2011,Couple with children,5th Quintile,Yes,0.08475,98,1071,0.06806,0.10143
2011,Couple with children,5th Quintile,No,0.91405,973,1071,0.89725,0.93084
2012,Single-person household,1st Quintile,No,0.98607,1075,1075,0.97906,0.99308
2012,Single-person household,2nd Quintile,No,0.99221,732,732,0.98584,0.99858
2012,Single-person household,3rd Quintile,No,0.98815,659,659,0.97989,0.99642
2012,Single-person household,4th Quintile,No,0.98509,607,607,0.97545,0.99474
2012,Single-person household,5th Quintile,No,0.96374,555,555,0.94817,0.97931
2012,Couple without children,1st Quintile,No,0.96444,458,458,0.94746,0.98142
2012,Couple without children,2nd Quintile,No,0.98068,729,729,0.97069,0.99068
2012,Couple without children,3rd Quintile,No,0.97263,828,828,0.96151,0.98375
2012,Couple without children,4th Quintile,Yes,0.03164,31,957,0.02054,0.04273
2012,Couple without children,4th Quintile,No,0.96415,926,957,0.95237,0.97594
2012,Couple without children,5th Quintile,Yes,0.05186,69,1431,0.04037,0.06336
2012,Couple without children,5th Quintile,No,0.94248,1362,1431,0.93041,0.95455
2012,Single parent,1st Quintile,No,0.99329,963,963,0.98813,0.99845
2012,Single parent,2nd Quintile,No,0.99483,537,537,0.98876,1.00090
2012,Single parent,3rd Quintile,No,0.99303,341,341,0.98418,1.00187
2012,Single parent,4th Quintile,No,0.97893,191,191,0.95851,0.99935
2012,Single parent,5th Quintile,No,0.98267,114,114,0.95861,1.00673
2012,Couple with children,1st Quintile,No,0.98745,999,999,0.98054,0.99436
2012,Couple with children,2nd Quintile,Yes,0.03406,50,1236,0.02395,0.04418
2012,Couple with children,2nd Quintile,No,0.96594,1186,1236,0.95582,0.97605
2012,Couple with children,3rd Quintile,Yes,0.04253,80,1297,0.03154,0.05352
2012,Couple with children,3rd Quintile,No,0.95747,1217,1297,0.94648,0.96846
2012,Couple with children,4th Quintile,Yes,0.07388,96,1212,0.05915,0.08861
2012,Couple with children,4th Quintile,No,0.92384,1116,1212,0.90890,0.93878
2012,Couple with children,5th Quintile,Yes,0.07073,87,1010,0.05491,0.08655
2012,Couple with children,5th Quintile,No,0.92242,923,1010,0.90591,0.93893
2013,Single-person household,1st Quintile,No,0.99038,1101,1101,0.98462,0.99615
2013,Single-person household,2nd Quintile,No,0.98750,827,827,0.97992,0.99507
2013,Single-person household,3rd Quintile,No,0.99296,674,674,0.98664,0.99927
2013,Single-person household,4th Quintile,No,0.97866,601,601,0.96709,0.99022
2013,Single-person household,5th Quintile,No,0.97481,590,590,0.96215,0.98746
2013,Couple without children,1st Quintile,No,0.98987,575,575,0.98167,0.99806
2013,Couple without children,2nd Quintile,No,0.97786,754,754,0.96735,0.98837
2013,Couple without children,3rd Quintile,No,0.98225,863,863,0.97344,0.99107
2013,Couple without children,4th Quintile,No,0.96439,942,942,0.95255,0.97623
2013,Couple without children,5th Quintile,Yes,0.05883,75,1437,0.04666,0.07100
2013,Couple without children,5th Quintile,No,0.94117,1362,1437,0.92900,0.95334
2013,Single parent,1st Quintile,No,0.99285,1005,1005,0.98763,0.99806
2013,Single parent,2nd Quintile,No,0.97496,579,579,0.96223,0.98770
2013,Single parent,3rd Quintile,No,0.97891,326,326,0.96328,0.99453
2013,Single parent,4th Quintile,No,0.99100,183,183,0.97728,1.00472
2013,Single parent,5th Quintile,No,0.97697,115,115,0.94943,1.00450
2013,Couple with children,1st Quintile,No,0.98838,1341,1341,0.98264,0.99411
2013,Couple with children,2nd Quintile,Yes,0.02226,47,1548,0.01491,0.02962
2013,Couple with children,2nd Quintile,No,0.97774,1501,1548,0.97038,0.98509
2013,Couple with children,3rd Quintile,Yes,0.04834,81,1400,0.03710,0.05958
2013,Couple with children,3rd Quintile,No,0.95083,1319,1400,0.93950,0.96216
2013,Couple with children,4th Quintile,Yes,0.06909,102,1270,0.05514,0.08304
2013,Couple with children,4th Quintile,No,0.93091,1168,1270,0.91696,0.94486
2013,Couple with children,5th Quintile,Yes,0.07161,94,1064,0.05611,0.08711
2013,Couple with children,5th Quintile,No,0.92839,970,1064,0.91289,0.94389
2013,Multi-generational household,1st Quintile,No,0.99509,45,45,0.97442,1.01575
2013,Multi-generational household,2nd Quintile,No,0.98380,33,33,0.94006,1.02754
2013,Other Combinations,1st Quintile,No,0.99676,127,127,0.98684,1.00668
2013,Other Combinations,3rd Quintile,No,0.98391,59,59,0.95152,1.01629
2013,Other Combinations,4th Quintile,No,0.87831,47,47,0.78383,0.97279
2014,Single-person household,1st Quintile,No,0.98173,1023,1023,0.97352,0.98994
2014,Single-person household,2nd Quintile,No,0.98839,723,723,0.98058,0.99620
2014,Single-person household,3rd Quintile,No,0.98188,640,640,0.97154,0.99222
2014,Single-person household,4th Quintile,No,0.96777,564,564,0.95318,0.98236
2014,Single-person household,5th Quintile,No,0.96669,554,554,0.95173,0.98164
2014,Couple without children,1st Quintile,No,0.98469,486,486,0.97377,0.99562
2014,Couple without children,2nd Quintile,No,0.98760,736,736,0.97960,0.99560
2014,Couple without children,3rd Quintile,No,0.97173,821,821,0.96038,0.98307
2014,Couple without children,4th Quintile,Yes,0.05019,43,931,0.03615,0.06422
2014,Couple without children,4th Quintile,No,0.94812,888,931,0.93387,0.96238
2014,Couple without children,5th Quintile,Yes,0.06609,82,1346,0.05281,0.07936
2014,Couple without children,5th Quintile,No,0.93021,1264,1346,0.91659,0.94382
2014,Single parent,1st Quintile,No,0.99145,798,798,0.98506,0.99784
2014,Single parent,2nd Quintile,No,0.98657,431,431,0.97569,0.99745
2014,Single parent,3rd Quintile,No,0.98506,302,302,0.97136,0.99877
2014,Single parent,4th Quintile,No,0.98987,167,167,0.97464,1.00510
2014,Single parent,5th Quintile,No,0.97511,86,86,0.94200,1.00823
2014,Couple with children,1st Quintile,No,0.98859,998,998,0.98200,0.99518
2014,Couple with children,2nd Quintile,Yes,0.04394,52,1292,0.03276,0.05512
2014,Couple with children,2nd Quintile,No,0.95606,1240,1292,0.94488,0.96724
2014,Couple with children,3rd Quintile,Yes,0.05820,83,1231,0.04512,0.07128
2014,Couple with children,3rd Quintile,No,0.94141,1148,1231,0.92829,0.95454
2014,Couple with children,4th Quintile,Yes,0.07431,105,1177,0.05932,0.08930
2014,Couple with children,4th Quintile,No,0.92569,1072,1177,0.91070,0.94068
2014,Couple with children,5th Quintile,Yes,0.07891,98,988,0.06209,0.09573
2014,Couple with children,5th Quintile,No,0.92109,890,988,0.90427,0.93791
2014,Other Combinations,3rd Quintile,No,0.93326,45,45,0.85952,1.00700
2014,Other Combinations,4th Quintile,No,0.98260,42,42,0.94257,1.02262
2015,Single-person household,1st Quintile,No,0.98808,1035,1035,0.98146,0.99469
2015,Single-person household,2nd Quintile,No,0.98277,804,804,0.97377,0.99177
2015,Single-person household,3rd Quintile,No,0.96833,634,634,0.95469,0.98197
2015,Single-person household,4th Quintile,No,0.98133,560,560,0.97010,0.99255
2015,Single-person household,5th Quintile,No,0.97116,519,519,0.95675,0.98558
2015,Couple without children,1st Quintile,No,0.97314,494,494,0.95887,0.98741
2015,Couple without children,2nd Quintile,No,0.98276,777,777,0.97360,0.99192
2015,Couple without children,3rd Quintile,No,0.96832,785,785,0.95606,0.98058
2015,Couple without children,4th Quintile,Yes,0.05399,42,942,0.03955,0.06843
2015,Couple without children,4th Quintile,No,0.94270,900,942,0.92785,0.95755
2015,Couple without children,5th Quintile,Yes,0.04427,63,1326,0.03320,0.05535
2015,Couple without children,5th Quintile,No,0.95316,1263,1326,0.94178,0.96454
2015,Single parent,1st Quintile,No,0.99222,733,733,0.98585,0.99858
2015,Single parent,2nd Quintile,No,0.98833,430,430,0.97817,0.99849
2015,Single parent,3rd Quintile,No,0.98141,261,261,0.96499,0.99783
2015,Single parent,4th Quintile,No,0.97610,166,166,0.95279,0.99940
2015,Single parent,5th Quintile,No,0.98955,87,87,0.96805,1.01104
2015,Couple with children,1st Quintile,No,0.98723,1114,1114,0.98063,0.99382
2015,Couple with children,2nd Quintile,Yes,0.03288,54,1242,0.02296,0.04280
2015,Couple with children,2nd Quintile,No,0.96650,1188,1242,0.95649,0.97651
2015,Couple with children,3rd Quintile,Yes,0.04677,71,1215,0.03489,0.05865
2015,Couple with children,3rd Quintile,No,0.95323,1144,1215,0.94135,0.96511
2015,Couple with children,4th Quintile,Yes,0.05591,87,1089,0.04225,0.06956
2015,Couple with children,4th Quintile,No,0.94409,1002,1089,0.93044,0.95775
2015,Couple with children,5th Quintile,Yes,0.09251,99,985,0.07440,0.11061
2015,Couple with children,5th Quintile,No,0.90522,886,985,0.88692,0.92353
2015,Multi-generational household,2nd Quintile,No,0.93040,35,35,0.84487,1.01594
2015,Other Combinations,1st Quintile,No,0.99420,83,83,0.97776,1.01064
2015,Other Combinations,2nd Quintile,No,0.99464,58,58,0.97569,1.01360
2015,Other Combinations,3rd Quintile,No,0.94243,42,42,0.87113,1.01373
2016,Single-person household,1st Quintile,No,0.95970,976,976,0.94735,0.97204
2016,Single-person household,2nd Quintile,No,0.98984,716,716,0.98249,0.99719
2016,Single-person household,3rd Quintile,No,0.98184,622,622,0.97134,0.99234
2016,Single-person household,4th Quintile,No,0.96580,538,538,0.95043,0.98118
2016,Single-person household,5th Quintile,No,0.97328,469,469,0.95866,0.98789
2016,Couple without children,1st Quintile,No,0.96806,425,425,0.95132,0.98479
2016,Couple without children,2nd Quintile,No,0.98201,698,698,0.97214,0.99188
2016,Couple without children,3rd Quintile,No,0.96863,740,740,0.95606,0.98120
2016,Couple without children,4th Quintile,Yes,0.04936,45,927,0.03540,0.06331
2016,Couple without children,4th Quintile,No,0.94980,882,927,0.93573,0.96386
2016,Couple without children,5th Quintile,Yes,0.05258,56,1264,0.04027,0.06489
2016,Couple without children,5th Quintile,No,0.94742,1208,1264,0.93511,0.95973
2016,Single parent,1st Quintile,No,0.97379,647,647,0.96147,0.98611
2016,Single parent,2nd Quintile,No,0.98023,397,397,0.96651,0.99394
2016,Single parent,3rd Quintile,No,0.98517,225,225,0.96934,1.00100
2016,Single parent,4th Quintile,No,0.95621,144,144,0.92266,0.98975
2016,Single parent,5th Quintile,No,0.90870,78,78,0.84436,0.97303
2016,Couple with children,1st Quintile,No,0.93548,911,911,0.91952,0.95144
2016,Couple with children,2nd Quintile,Yes,0.02636,44,1112,0.01694,0.03578
2016,Couple with children,2nd Quintile,No,0.97364,1068,1112,0.96422,0.98306
2016,Couple with children,3rd Quintile,Yes,0.06724,72,1056,0.05213,0.08235
2016,Couple with children,3rd Quintile,No,0.92520,984,1056,0.90933,0.94108
2016,Couple with children,4th Quintile,Yes,0.06045,81,993,0.04562,0.07528
2016,Couple with children,4th Quintile,No,0.93955,912,993,0.92472,0.95438
2016,Couple with children,5th Quintile,Yes,0.10942,88,901,0.08903,0.12982
2016,Couple with children,5th Quintile,No,0.89058,813,901,0.87018,0.91097
2016,Multi-generational household,1st Quintile,No,0.96621,35,35,0.90548,1.02695
2016,Multi-generational household,2nd Quintile,No,0.97973,34,34,0.93165,1.02781
2016,Other Combinations,1st Quintile,No,0.82242,59,59,0.72406,0.92077
2017,Single-person household,1st Quintile,No,0.96067,1114,1114,0.94925,0.97209
2017,Single-person household,2nd Quintile,No,0.98473,814,814,0.97630,0.99316
2017,Single-person household,3rd Quintile,No,0.97704,689,689,0.96585,0.98823
2017,Single-person household,4th Quintile,No,0.97361,585,585,0.96061,0.98661
2017,Single-person household,5th Quintile,No,0.95688,537,537,0.93968,0.97407
2017,Couple without children,1st Quintile,No,0.97032,445,445,0.95453,0.98610
2017,Couple without children,2nd Quintile,No,0.97158,747,747,0.95966,0.98351
2017,Couple without children,3rd Quintile,Yes,0.04924,35,890,0.03502,0.06347
2017,Couple without children,3rd Quintile,No,0.94528,855,890,0.93033,0.96023
2017,Couple without children,4th Quintile,Yes,0.04912,53,1072,0.03617,0.06206
2017,Couple without children,4th Quintile,No,0.94862,1019,1072,0.93540,0.96184
2017,Couple without children,5th Quintile,Yes,0.05430,80,1427,0.04254,0.06606
2017,Couple without children,5th Quintile,No,0.94431,1347,1427,0.93241,0.95621
2017,Single parent,1st Quintile,No,0.95939,637,637,0.94405,0.97473
2017,Single parent,2nd Quintile,No,0.97162,385,385,0.95501,0.98823
2017,Single parent,3rd Quintile,No,0.96673,222,222,0.94309,0.99038
2017,Single parent,4th Quintile,No,0.97668,161,161,0.95330,1.00007
2017,Single parent,5th Quintile,No,0.91396,91,91,0.85602,0.97189
2017,Couple with children,1st Quintile,No,0.90915,856,856,0.88989,0.92842
2017,Couple with children,2nd Quintile,Yes,0.04700,49,1171,0.03487,0.05912
2017,Couple with children,2nd Quintile,No,0.95017,1122,1171,0.93770,0.96264
2017,Couple with children,3rd Quintile,Yes,0.05056,72,1188,0.03810,0.06303
2017,Couple with children,3rd Quintile,No,0.94913,1116,1188,0.93663,0.96163
2017,Couple with children,4th Quintile,Yes,0.07235,98,1123,0.05719,0.08751
2017,Couple with children,4th Quintile,No,0.92514,1025,1123,0.90974,0.94054
2017,Couple with children,5th Quintile,Yes,0.11516,110,965,0.09501,0.13531
2017,Couple with children,5th Quintile,No,0.88484,855,965,0.86469,0.90499
2017,Multi-generational household,1st Quintile,No,0.94404,36,36,0.86790,1.02019
2017,Other Combinations,1st Quintile,No,0.83755,68,68,0.74922,0.92587
2017,Other Combinations,2nd Quintile,No,0.98409,57,57,0.95132,1.01686
2017,Other Combinations,3rd Quintile,No,0.99355,40,40,0.96842,1.01868
2017,Other Combinations,4th Quintile,No,0.98599,52,52,0.95373,1.01825
2017,Other Combinations,5th Quintile,No,0.93622,34,34,0.85285,1.01960
2018,Single-person household,1st Quintile,No,0.96140,1226,1226,0.95062,0.97219
2018,Single-person household,2nd Quintile,No,0.98768,873,873,0.98035,0.99500
2018,Single-person household,3rd Quintile,No,0.98711,684,684,0.97865,0.99557
2018,Single-person household,4th Quintile,No,0.96125,621,621,0.94606,0.97644
2018,Single-person household,5th Quintile,No,0.94577,541,541,0.92667,0.96487
2018,Couple without children,1st Quintile,No,0.96368,492,492,0.94713,0.98023
2018,Couple without children,2nd Quintile,No,0.96888,774,774,0.95664,0.98112
2018,Couple without children,3rd Quintile,Yes,0.04998,35,863,0.03543,0.06453
2018,Couple without children,3rd Quintile,No,0.94645,828,863,0.93142,0.96148
2018,Couple without children,4th Quintile,Yes,0.04471,40,974,0.03173,0.05770
2018,Couple without children,4th Quintile,No,0.94529,934,974,0.93100,0.95958
2018,Couple without children,5th Quintile,Yes,0.06365,84,1401,0.05086,0.07644
2018,Couple without children,5th Quintile,No,0.93542,1317,1401,0.92254,0.94829
2018,Single parent,1st Quintile,No,0.96853,621,621,0.95479,0.98227
2018,Single parent,2nd Quintile,No,0.98978,392,392,0.97980,0.99975
2018,Single parent,3rd Quintile,No,0.99242,232,232,0.98123,1.00360
2018,Single parent,4th Quintile,No,0.95171,153,153,0.91763,0.98579
2018,Single parent,5th Quintile,No,0.94156,75,75,0.88812,0.99501
2018,Couple with children,1st Quintile,No,0.89176,816,816,0.87043,0.91309
2018,Couple with children,2nd Quintile,Yes,0.04378,46,1143,0.03191,0.05565
2018,Couple with children,2nd Quintile,No,0.95164,1097,1143,0.93919,0.96408
2018,Couple with children,3rd Quintile,Yes,0.07295,81,1094,0.05753,0.08836
2018,Couple with children,3rd Quintile,No,0.92165,1013,1094,0.90572,0.93758
2018,Couple with children,4th Quintile,Yes,0.07088,91,1043,0.05530,0.08646
2018,Couple with children,4th Quintile,No,0.92568,952,1043,0.90976,0.94161
2018,Couple with children,5th Quintile,Yes,0.12564,114,908,0.10407,0.14722
2018,Couple with children,5th Quintile,No,0.87224,794,908,0.85052,0.89397
2018,Multi-generational household,1st Quintile,No,0.92096,38,38,0.83402,1.00789
2018,Other Combinations,1st Quintile,No,0.81939,67,67,0.72658,0.91220
2018,Other Combinations,2nd Quintile,No,0.94697,46,46,0.88149,1.01244
2018,Other Combinations,3rd Quintile,No,0.91871,36,36,0.82817,1.00925
2018,Other Combinations,4th Quintile,No,0.97750,34,34,0.92690,1.02810
2019,Single-person household,1st Quintile,No,0.82474,938,938,0.80040,0.84908
2019,Single-person household,2nd Quintile,No,0.90515,681,681,0.88313,0.92717
2019,Single-person household,3rd Quintile,No,0.90309,581,581,0.87901,0.92716
2019,Single-person household,4th Quintile,No,0.90738,544,544,0.88300,0.93177
2019,Single-person household,5th Quintile,No,0.84305,452,452,0.80948,0.87662
2019,Couple without children,1st Quintile,No,0.84669,368,368,0.80983,0.88355
2019,Couple without children,2nd Quintile,No,0.84977,657,657,0.82243,0.87712
2019,Couple without children,3rd Quintile,No,0.89127,706,706,0.86829,0.91425
2019,Couple without children,4th Quintile,Yes,0.04771,40,851,0.03338,0.06204
2019,Couple without children,4th Quintile,No,0.86172,811,851,0.83852,0.88493
2019,Couple without children,5th Quintile,Yes,0.04519,66,1213,0.03349,0.05688
2019,Couple without children,5th Quintile,No,0.83881,1147,1213,0.81811,0.85951
2019,Single parent,1st Quintile,No,0.85150,454,454,0.81875,0.88425
2019,Single parent,2nd Quintile,No,0.90920,326,326,0.87796,0.94044
2019,Single parent,3rd Quintile,No,0.89136,210,210,0.84916,0.93355
2019,Single parent,4th Quintile,No,0.84891,136,136,0.78850,0.90932
2019,Single parent,5th Quintile,No,0.84549,72,72,0.76142,0.92956
2019,Couple with children,1st Quintile,No,0.73638,566,566,0.70005,0.77271
2019,Couple with children,2nd Quintile,Yes,0.03183,35,861,0.02010,0.04357
2019,Couple with children,2nd Quintile,No,0.85243,826,861,0.82872,0.87613
2019,Couple with children,3rd Quintile,Yes,0.04486,57,924,0.03151,0.05822
2019,Couple with children,3rd Quintile,No,0.87900,867,924,0.85796,0.90004
2019,Couple with children,4th Quintile,Yes,0.07381,83,859,0.05632,0.09131
2019,Couple with children,4th Quintile,No,0.84829,776,859,0.82428,0.87229
2019,Couple with children,5th Quintile,Yes,0.11102,107,793,0.08914,0.13290
2019,Couple with children,5th Quintile,No,0.74685,686,793,0.71657,0.77713
2019,Multi-generational household,1st Quintile,No,0.92486,34,34,0.83492,1.01480
2019,Other Combinations,1st Quintile,No,0.71218,32,32,0.55280,0.87156
2019,Other Combinations,3rd Quintile,No,0.78223,39,39,0.65100,0.91346
2019,Other Combinations,4th Quintile,No,0.74018,33,33,0.58824,0.89213
2020,Single-person household,1st Quintile,No,0.95766,1454,1454,0.94730,0.96801
2020,Single-person household,2nd Quintile,No,0.96961,980,980,0.95886,0.98036
2020,Single-person household,3rd Quintile,No,0.97371,700,700,0.96185,0.98557
2020,Single-person household,4th Quintile,No,0.97348,643,643,0.96105,0.98591
2020,Single-person household,5th Quintile,Yes,0.03333,35,696,0.01998,0.04667
2020,Single-person household,5th Quintile,No,0.96525,661,696,0.95163,0.97886
2020,Couple without children,1st Quintile,No,0.92715,513,513,0.90464,0.94966
2020,Couple without children,2nd Quintile,No,0.97462,848,848,0.96403,0.98521
2020,Couple without children,3rd Quintile,No,0.94567,851,851,0.93044,0.96091
2020,Couple without children,4th Quintile,Yes,0.04422,43,1012,0.03155,0.05690
2020,Couple without children,4th Quintile,No,0.94870,969,1012,0.93510,0.96230
2020,Couple without children,5th Quintile,Yes,0.03875,97,1723,0.02963,0.04786
2020,Couple without children,5th Quintile,No,0.95948,1626,1723,0.95016,0.96879
2020,Single parent,1st Quintile,No,0.94902,460,460,0.92890,0.96914
2020,Single parent,2nd Quintile,No,0.97446,369,369,0.95835,0.99058
2020,Single parent,3rd Quintile,No,0.99311,229,229,0.98237,1.00385
2020,Single parent,4th Quintile,No,0.96169,141,141,0.92990,0.99349
2020,Single parent,5th Quintile,No,0.91278,104,104,0.85828,0.96727
2020,Couple with children,1st Quintile,No,0.84590,807,807,0.82098,0.87083
2020,Couple with children,2nd Quintile,Yes,0.06280,48,999,0.04775,0.07785
2020,Couple with children,2nd Quintile,No,0.93264,951,999,0.91709,0.94819
2020,Couple with children,3rd Quintile,Yes,0.03725,43,970,0.02533,0.04918
2020,Couple with children,3rd Quintile,No,0.96086,927,970,0.94865,0.97307
2020,Couple with children,4th Quintile,Yes,0.07948,94,968,0.06243,0.09653
2020,Couple with children,4th Quintile,No,0.91346,874,968,0.89574,0.93118
2020,Couple with children,5th Quintile,Yes,0.08849,139,1125,0.07189,0.10510
2020,Couple with children,5th Quintile,No,0.89534,986,1125,0.87744,0.91324
2020,Multi-generational household,1st Quintile,No,0.95924,42,42,0.89871,1.01976
2020,Other Combinations,1st Quintile,No,0.80791,88,88,0.72513,0.89069
2020,Other Combinations,2nd Quintile,No,0.98254,65,65,0.95044,1.01463
2020,Other Combinations,3rd Quintile,No,0.97870,49,49,0.93785,1.01955
2020,Other Combinations,4th Quintile,No,0.93065,43,43,0.85381,1.00748
2021,Single-person household,1st Quintile,No,0.82889,763,763,0.80215,0.85563
2021,Single-person household,2nd Quintile,No,0.86335,544,544,0.83446,0.89224
2021,Single-person household,3rd Quintile,No,0.89195,494,494,0.86455,0.91936
2021,Single-person household,4th Quintile,No,0.86047,446,446,0.82828,0.89267
2021,Single-person household,5th Quintile,No,0.89155,463,463,0.86319,0.91990
2021,Couple without children,1st Quintile,No,0.87461,304,304,0.83732,0.91190
2021,Couple without children,2nd Quintile,No,0.88018,491,491,0.85143,0.90894
2021,Couple without children,3rd Quintile,No,0.89876,510,510,0.87256,0.92497
2021,Couple without children,4th Quintile,Yes,0.05030,36,644,0.03341,0.06720
2021,Couple without children,4th Quintile,No,0.86993,608,644,0.84393,0.89593
2021,Couple without children,5th Quintile,Yes,0.04493,67,1128,0.03284,0.05703
2021,Couple without children,5th Quintile,No,0.85935,1061,1128,0.83905,0.87965
2021,Single parent,1st Quintile,No,0.87275,246,246,0.83102,0.91448
2021,Single parent,2nd Quintile,No,0.86066,253,253,0.81791,0.90342
2021,Single parent,3rd Quintile,No,0.86891,123,123,0.80902,0.92880
2021,Single parent,4th Quintile,No,0.88600,107,107,0.82549,0.94650
2021,Single parent,5th Quintile,No,0.91931,67,67,0.85360,0.98502
2021,Couple with children,1st Quintile,No,0.73953,363,363,0.69432,0.78474
2021,Couple with children,2nd Quintile,No,0.82817,555,555,0.79676,0.85959
2021,Couple with children,3rd Quintile,Yes,0.05776,42,625,0.03946,0.07607
2021,Couple with children,3rd Quintile,No,0.82092,583,625,0.79083,0.85100
