year,pgisced97,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Primary Level,Full-time,0.09484,61,94,0.03529,0.15439
1987,Primary Level,Part-time,0.05373,33,94,0.00790,0.09956
1987,Lower Secondary Level,Full-time,0.06309,264,456,0.04075,0.08543
1987,Lower Secondary Level,Part-time,0.03254,110,456,0.01624,0.04884
1987,Lower Secondary Level,Either,0.01174,46,456,0.00185,0.02164
1987,Lower Secondary Level,I'm not sure yet,0.00672,36,456,-0.00079,0.01423
1987,Upper Secondary Level,Full-time,0.05048,280,623,0.03327,0.06768
1987,Upper Secondary Level,Part-time,0.05265,279,623,0.03510,0.07020
1987,Upper Secondary Level,Either,0.01040,64,623,0.00242,0.01837
1988,Pre-primary Level,Full-time,0.60758,96,96,0.50939,0.70577
1988,Primary Level,Full-time,0.09914,54,91,0.03740,0.16089
1988,Primary Level,Part-time,0.05818,37,91,0.00982,0.10655
1988,Lower Secondary Level,Full-time,0.06253,257,439,0.03985,0.08520
1988,Lower Secondary Level,Part-time,0.03491,95,439,0.01772,0.05210
1988,Lower Secondary Level,Either,0.01517,43,439,0.00372,0.02661
1988,Lower Secondary Level,I'm not sure yet,0.00875,44,439,0.00003,0.01747
1988,Upper Secondary Level,Full-time,0.05719,292,652,0.03935,0.07503
1988,Upper Secondary Level,Part-time,0.04881,262,652,0.03225,0.06536
1988,Upper Secondary Level,Either,0.01026,56,652,0.00252,0.01799
1988,Upper Secondary Level,I'm not sure yet,0.00713,42,652,0.00067,0.01360
1988,First Stage of Tertiary Education,Part-time,0.05114,34,34,-0.02402,0.12630
1989,Pre-primary Level,Full-time,0.56822,94,94,0.46755,0.66889
1989,Primary Level,Full-time,0.07509,47,47,-0.00107,0.15125
1989,Lower Secondary Level,Full-time,0.05452,194,327,0.02987,0.07916
1989,Lower Secondary Level,Part-time,0.02967,99,327,0.01125,0.04809
1989,Lower Secondary Level,I'm not sure yet,0.00817,34,327,-0.00160,0.01795
1989,Upper Secondary Level,Full-time,0.04577,241,567,0.02855,0.06299
1989,Upper Secondary Level,Part-time,0.04741,244,567,0.02990,0.06491
1989,Upper Secondary Level,Either,0.00601,35,567,-0.00036,0.01238
1989,Upper Secondary Level,I'm not sure yet,0.00793,47,567,0.00062,0.01524
1990,Upper Secondary Level,Full-time,0.00572,71,133,-0.00715,0.01859
1990,Upper Secondary Level,Part-time,0.00525,62,133,-0.00708,0.01757
1991,Pre-primary Level,Full-time,0.52544,86,86,0.41928,0.63160
1991,Primary Level,Full-time,0.07199,45,45,-0.00438,0.14836
1991,Lower Secondary Level,Full-time,0.04491,182,370,0.02378,0.06604
1991,Lower Secondary Level,Part-time,0.03318,108,370,0.01490,0.05145
1991,Lower Secondary Level,Either,0.01359,47,370,0.00178,0.02540
1991,Lower Secondary Level,I'm not sure yet,0.00840,33,370,-0.00091,0.01771
1991,Upper Secondary Level,Full-time,0.04382,363,812,0.02973,0.05791
1991,Upper Secondary Level,Part-time,0.04054,292,812,0.02697,0.05412
1991,Upper Secondary Level,Either,0.01169,117,812,0.00429,0.01908
1991,Upper Secondary Level,I'm not sure yet,0.00517,40,812,0.00023,0.01011
1991,Second Stage of Tertiary Education,Full-time,0.03266,67,118,0.00045,0.06487
1991,Second Stage of Tertiary Education,Part-time,0.03119,51,118,-0.00031,0.06268
1992,Pre-primary Level,Full-time,0.50017,100,100,0.40168,0.59866
1992,Primary Level,Full-time,0.08250,53,85,0.02366,0.14134
1992,Primary Level,Part-time,0.07071,32,85,0.01589,0.12552
1992,Lower Secondary Level,Full-time,0.05304,203,396,0.03094,0.07514
1992,Lower Secondary Level,Part-time,0.03052,105,396,0.01356,0.04749
1992,Lower Secondary Level,Either,0.01368,45,396,0.00222,0.02513
1992,Lower Secondary Level,I'm not sure yet,0.00988,43,396,0.00013,0.01963
1992,Upper Secondary Level,Full-time,0.05644,452,921,0.04153,0.07135
1992,Upper Secondary Level,Part-time,0.04280,308,921,0.02972,0.05588
1992,Upper Secondary Level,Either,0.01130,114,921,0.00447,0.01813
1992,Upper Secondary Level,I'm not sure yet,0.00629,47,921,0.00118,0.01140
1992,Post-secondary Non-tertiary Level,Full-time,0.11918,48,48,0.02655,0.21181
1992,First Stage of Tertiary Education,Part-time,0.03638,33,33,-0.02849,0.10125
1992,Second Stage of Tertiary Education,Full-time,0.04291,91,139,0.00910,0.07673
1992,Second Stage of Tertiary Education,Part-time,0.03036,48,139,0.00173,0.05899
1993,Pre-primary Level,Full-time,0.53360,103,103,0.43679,0.63042
1993,Primary Level,Full-time,0.09540,43,43,0.00655,0.18424
1993,Lower Secondary Level,Full-time,0.05190,195,377,0.02948,0.07432
1993,Lower Secondary Level,Part-time,0.03179,104,377,0.01406,0.04952
1993,Lower Secondary Level,Either,0.01413,46,377,0.00220,0.02606
1993,Lower Secondary Level,I'm not sure yet,0.00896,32,377,-0.00057,0.01848
1993,Upper Secondary Level,Full-time,0.05867,474,983,0.04397,0.07337
1993,Upper Secondary Level,Part-time,0.04238,307,983,0.02978,0.05498
1993,Upper Secondary Level,Either,0.01540,142,983,0.00770,0.02311
1993,Upper Secondary Level,I'm not sure yet,0.00842,60,983,0.00270,0.01413
1993,Post-secondary Non-tertiary Level,Full-time,0.08917,47,47,0.00681,0.17152
1993,First Stage of Tertiary Education,Part-time,0.04526,34,34,-0.02567,0.11618
1993,Second Stage of Tertiary Education,Full-time,0.04419,81,148,0.01097,0.07742
1993,Second Stage of Tertiary Education,Part-time,0.02638,36,148,0.00047,0.05229
1993,Second Stage of Tertiary Education,Either,0.01605,31,148,-0.00427,0.03636
1994,Pre-primary Level,Full-time,0.53395,129,160,0.45641,0.61149
1994,Pre-primary Level,I'm not sure yet,0.13319,31,160,0.08038,0.18601
1994,Primary Level,Full-time,0.06631,33,33,-0.01990,0.15252
1994,Lower Secondary Level,Full-time,0.05695,188,388,0.03386,0.08004
1994,Lower Secondary Level,Part-time,0.03116,98,388,0.01385,0.04847
1994,Lower Secondary Level,Either,0.01423,47,388,0.00243,0.02602
1994,Lower Secondary Level,I'm not sure yet,0.01685,55,388,0.00403,0.02968
1994,Upper Secondary Level,Full-time,0.06270,491,1027,0.04787,0.07754
1994,Upper Secondary Level,Part-time,0.04653,324,1027,0.03364,0.05942
1994,Upper Secondary Level,Either,0.01547,145,1027,0.00792,0.02302
1994,Upper Secondary Level,I'm not sure yet,0.00958,67,1027,0.00362,0.01554
1994,Post-secondary Non-tertiary Level,Full-time,0.10665,50,50,0.02022,0.19307
1994,Second Stage of Tertiary Education,Full-time,0.03888,66,110,0.00259,0.07518
1994,Second Stage of Tertiary Education,Part-time,0.02966,44,110,-0.00219,0.06150
1995,Pre-primary Level,Full-time,0.55617,163,197,0.48662,0.62573
1995,Pre-primary Level,I'm not sure yet,0.13901,34,197,0.09057,0.18744
1995,Lower Secondary Level,Full-time,0.05236,180,393,0.03031,0.07441
1995,Lower Secondary Level,Part-time,0.04537,120,393,0.02477,0.06597
1995,Lower Secondary Level,Either,0.01618,58,393,0.00369,0.02867
1995,Lower Secondary Level,I'm not sure yet,0.01126,35,393,0.00081,0.02170
1995,Upper Secondary Level,Full-time,0.05955,509,1053,0.04525,0.07385
1995,Upper Secondary Level,Part-time,0.04485,339,1053,0.03234,0.05736
1995,Upper Secondary Level,Either,0.01788,150,1053,0.00987,0.02589
1995,Upper Secondary Level,I'm not sure yet,0.00648,55,1053,0.00163,0.01133
1995,Post-secondary Non-tertiary Level,Full-time,0.13434,61,61,0.04805,0.22063
1995,Second Stage of Tertiary Education,Full-time,0.03440,62,114,0.00079,0.06800
1995,Second Stage of Tertiary Education,Part-time,0.02899,52,114,-0.00194,0.05993
1996,Pre-primary Level,Full-time,0.54614,160,214,0.47928,0.61301
1996,Pre-primary Level,I'm not sure yet,0.17693,54,214,0.12568,0.22818
1996,Lower Secondary Level,Full-time,0.05146,169,350,0.02828,0.07463
1996,Lower Secondary Level,Part-time,0.04061,108,350,0.01990,0.06132
1996,Lower Secondary Level,Either,0.01970,73,350,0.00512,0.03428
1996,Upper Secondary Level,Full-time,0.05654,489,1042,0.04251,0.07057
1996,Upper Secondary Level,Part-time,0.04772,326,1042,0.03477,0.06067
1996,Upper Secondary Level,Either,0.01991,163,1042,0.01142,0.02839
1996,Upper Secondary Level,I'm not sure yet,0.00790,64,1042,0.00252,0.01327
1996,Post-secondary Non-tertiary Level,Full-time,0.09858,55,55,0.01907,0.17808
1996,Second Stage of Tertiary Education,Full-time,0.03858,78,168,0.00937,0.06778
1996,Second Stage of Tertiary Education,Part-time,0.03389,59,168,0.00645,0.06133
1996,Second Stage of Tertiary Education,Either,0.01546,31,168,-0.00325,0.03418
1997,Pre-primary Level,Full-time,0.57997,178,213,0.51353,0.64641
1997,Pre-primary Level,I'm not sure yet,0.10940,35,213,0.06738,0.15141
1997,Primary Level,Full-time,0.08649,32,32,-0.01246,0.18543
1997,Lower Secondary Level,Full-time,0.06007,189,402,0.03682,0.08333
1997,Lower Secondary Level,Part-time,0.03471,109,402,0.01679,0.05262
1997,Lower Secondary Level,Either,0.02164,71,402,0.00740,0.03588
1997,Lower Secondary Level,I'm not sure yet,0.01223,33,402,0.00147,0.02299
1997,Upper Secondary Level,Full-time,0.05541,432,1023,0.04138,0.06944
1997,Upper Secondary Level,Part-time,0.04872,341,1023,0.03552,0.06192
1997,Upper Secondary Level,Either,0.02384,187,1023,0.01449,0.03320
1997,Upper Secondary Level,I'm not sure yet,0.01046,63,1023,0.00423,0.01670
1997,Post-secondary Non-tertiary Level,Full-time,0.09746,46,46,0.01080,0.18411
1997,First Stage of Tertiary Education,Part-time,0.03579,32,32,-0.02960,0.10119
1997,Second Stage of Tertiary Education,Full-time,0.03495,63,118,0.00167,0.06822
1997,Second Stage of Tertiary Education,Part-time,0.02940,55,118,-0.00121,0.06002
1998,Pre-primary Level,Full-time,0.48904,166,215,0.42207,0.55602
1998,Pre-primary Level,I'm not sure yet,0.14525,49,215,0.09804,0.19246
1998,Lower Secondary Level,Full-time,0.05801,185,410,0.03536,0.08067
1998,Lower Secondary Level,Part-time,0.03849,119,410,0.01984,0.05713
1998,Lower Secondary Level,Either,0.02032,63,410,0.00665,0.03400
1998,Lower Secondary Level,I'm not sure yet,0.01288,43,410,0.00195,0.02381
1998,Upper Secondary Level,Full-time,0.05982,492,1074,0.04563,0.07401
1998,Upper Secondary Level,Part-time,0.04409,334,1074,0.03180,0.05637
1998,Upper Secondary Level,Either,0.02176,182,1074,0.01303,0.03049
1998,Upper Secondary Level,I'm not sure yet,0.00850,66,1074,0.00301,0.01399
1998,First Stage of Tertiary Education,Part-time,0.04093,35,35,-0.02567,0.10752
1998,Second Stage of Tertiary Education,Full-time,0.03731,82,180,0.00954,0.06507
1998,Second Stage of Tertiary Education,Part-time,0.02865,57,180,0.00421,0.05309
1998,Second Stage of Tertiary Education,Either,0.02142,41,180,0.00021,0.04263
1999,Pre-primary Level,Full-time,0.45867,147,196,0.38873,0.52861
1999,Pre-primary Level,I'm not sure yet,0.13517,49,196,0.08718,0.18316
1999,Lower Secondary Level,Full-time,0.04755,152,354,0.02535,0.06975
1999,Lower Secondary Level,Part-time,0.03140,96,354,0.01321,0.04959
1999,Lower Secondary Level,Either,0.02300,65,354,0.00736,0.03863
1999,Lower Secondary Level,I'm not sure yet,0.01354,41,354,0.00148,0.02560
1999,Upper Secondary Level,Full-time,0.05269,435,930,0.03832,0.06705
1999,Upper Secondary Level,Part-time,0.03689,278,930,0.02477,0.04902
1999,Upper Secondary Level,Either,0.01747,147,930,0.00905,0.02590
1999,Upper Secondary Level,I'm not sure yet,0.00918,70,930,0.00305,0.01531
1999,Post-secondary Non-tertiary Level,Part-time,0.07189,35,35,-0.01494,0.15872
1999,Second Stage of Tertiary Education,Full-time,0.02860,61,114,-0.00213,0.05933
1999,Second Stage of Tertiary Education,Part-time,0.02597,53,114,-0.00336,0.05529
2000,Pre-primary Level,Full-time,0.50757,257,347,0.45489,0.56025
2000,Pre-primary Level,Either,0.06657,34,347,0.04030,0.09284
2000,Pre-primary Level,I'm not sure yet,0.11158,56,347,0.07841,0.14476
2000,Lower Secondary Level,Full-time,0.06470,270,546,0.04405,0.08536
2000,Lower Secondary Level,Part-time,0.02899,127,546,0.01490,0.04307
2000,Lower Secondary Level,Either,0.02295,90,546,0.01038,0.03552
2000,Lower Secondary Level,I'm not sure yet,0.01512,59,546,0.00488,0.02537
2000,Upper Secondary Level,Full-time,0.05099,792,1723,0.04060,0.06138
2000,Upper Secondary Level,Part-time,0.03845,576,1723,0.02937,0.04753
2000,Upper Secondary Level,Either,0.01738,256,1723,0.01120,0.02355
2000,Upper Secondary Level,I'm not sure yet,0.00733,99,1723,0.00330,0.01135
2000,Post-secondary Non-tertiary Level,Full-time,0.05264,63,154,0.01725,0.08802
2000,Post-secondary Non-tertiary Level,Part-time,0.07508,91,154,0.03332,0.11684
2000,First Stage of Tertiary Education,Full-time,0.02095,49,141,-0.00277,0.04468
2000,First Stage of Tertiary Education,Part-time,0.04089,92,141,0.00808,0.07369
2000,Second Stage of Tertiary Education,Full-time,0.02770,117,293,0.00887,0.04652
2000,Second Stage of Tertiary Education,Part-time,0.02692,115,293,0.00836,0.04549
2000,Second Stage of Tertiary Education,Either,0.01581,61,293,0.00150,0.03012
2001,Pre-primary Level,Full-time,0.50930,277,349,0.45678,0.56183
2001,Pre-primary Level,I'm not sure yet,0.12248,72,349,0.08804,0.15693
2001,Lower Secondary Level,Full-time,0.06187,228,468,0.04002,0.08372
2001,Lower Secondary Level,Part-time,0.03507,129,468,0.01838,0.05175
2001,Lower Secondary Level,Either,0.01724,58,468,0.00543,0.02904
2001,Lower Secondary Level,I'm not sure yet,0.01407,53,468,0.00339,0.02475
2001,Upper Secondary Level,Full-time,0.05327,690,1463,0.04176,0.06478
2001,Upper Secondary Level,Part-time,0.03473,460,1463,0.02534,0.04411
2001,Upper Secondary Level,Either,0.01376,194,1463,0.00779,0.01973
2001,Upper Secondary Level,I'm not sure yet,0.00910,119,1463,0.00423,0.01396
2001,Post-secondary Non-tertiary Level,Full-time,0.06222,75,154,0.02394,0.10050
2001,Post-secondary Non-tertiary Level,Part-time,0.06754,79,154,0.02778,0.10731
2001,First Stage of Tertiary Education,Full-time,0.02407,45,125,-0.00291,0.05105
2001,First Stage of Tertiary Education,Part-time,0.03487,80,125,0.00258,0.06716
2001,Second Stage of Tertiary Education,Full-time,0.03021,112,263,0.00949,0.05094
2001,Second Stage of Tertiary Education,Part-time,0.03017,105,263,0.00946,0.05088
2001,Second Stage of Tertiary Education,Either,0.01264,46,263,-0.00089,0.02617
2002,Pre-primary Level,Full-time,0.49485,302,452,0.44871,0.54099
2002,Pre-primary Level,Part-time,0.07360,34,452,0.04950,0.09770
2002,Pre-primary Level,Either,0.06091,36,452,0.03884,0.08299
2002,Pre-primary Level,I'm not sure yet,0.10245,80,452,0.07446,0.13043
2002,Lower Secondary Level,Full-time,0.06431,222,438,0.04131,0.08731
2002,Lower Secondary Level,Part-time,0.03594,116,438,0.01849,0.05339
2002,Lower Secondary Level,Either,0.01927,59,438,0.00638,0.03216
2002,Lower Secondary Level,I'm not sure yet,0.01148,41,438,0.00149,0.02147
2002,Upper Secondary Level,Full-time,0.06374,791,1585,0.05171,0.07577
2002,Upper Secondary Level,Part-time,0.03875,474,1585,0.02925,0.04826
2002,Upper Secondary Level,Either,0.01657,233,1585,0.01028,0.02286
2002,Upper Secondary Level,I'm not sure yet,0.00672,87,1585,0.00270,0.01075
2002,Post-secondary Non-tertiary Level,Full-time,0.05332,64,153,0.01761,0.08904
2002,Post-secondary Non-tertiary Level,Part-time,0.07948,89,153,0.03648,0.12248
2002,First Stage of Tertiary Education,Full-time,0.02262,34,114,-0.00479,0.05004
2002,First Stage of Tertiary Education,Part-time,0.04616,80,114,0.00747,0.08485
2002,Second Stage of Tertiary Education,Full-time,0.03044,114,281,0.01032,0.05056
2002,Second Stage of Tertiary Education,Part-time,0.02601,116,281,0.00736,0.04465
2002,Second Stage of Tertiary Education,Either,0.01280,51,281,-0.00037,0.02596
2003,Pre-primary Level,Full-time,0.47693,287,418,0.42899,0.52487
2003,Pre-primary Level,Either,0.05456,39,418,0.03276,0.07636
2003,Pre-primary Level,I'm not sure yet,0.11103,92,418,0.08088,0.14119
2003,Lower Secondary Level,Full-time,0.07497,211,403,0.04923,0.10072
2003,Lower Secondary Level,Part-time,0.03121,88,403,0.01421,0.04821
2003,Lower Secondary Level,Either,0.01994,66,403,0.00628,0.03361
2003,Lower Secondary Level,I'm not sure yet,0.01232,38,403,0.00154,0.02311
2003,Upper Secondary Level,Full-time,0.06024,753,1508,0.04823,0.07226
2003,Upper Secondary Level,Part-time,0.03619,437,1508,0.02676,0.04562
2003,Upper Secondary Level,Either,0.01971,232,1508,0.01269,0.02673
2003,Upper Secondary Level,I'm not sure yet,0.00685,86,1508,0.00269,0.01102
2003,Post-secondary Non-tertiary Level,Full-time,0.05335,64,140,0.01599,0.09071
2003,Post-secondary Non-tertiary Level,Part-time,0.06037,76,140,0.02077,0.09996
2003,First Stage of Tertiary Education,Full-time,0.02531,42,123,-0.00256,0.05317
2003,First Stage of Tertiary Education,Part-time,0.04500,81,123,0.00821,0.08178
2003,Second Stage of Tertiary Education,Full-time,0.03538,130,283,0.01382,0.05694
2003,Second Stage of Tertiary Education,Part-time,0.02742,107,283,0.00836,0.04648
2003,Second Stage of Tertiary Education,Either,0.01143,46,283,-0.00098,0.02384
2004,Pre-primary Level,Full-time,0.49965,324,501,0.45582,0.54348
2004,Pre-primary Level,Part-time,0.07218,41,501,0.04949,0.09486
2004,Pre-primary Level,Either,0.08108,49,501,0.05716,0.10501
2004,Pre-primary Level,I'm not sure yet,0.10144,87,501,0.07498,0.12791
2004,Lower Secondary Level,Full-time,0.07966,217,387,0.05265,0.10668
2004,Lower Secondary Level,Part-time,0.03021,93,387,0.01314,0.04729
2004,Lower Secondary Level,Either,0.03054,77,387,0.01338,0.04771
2004,Upper Secondary Level,Full-time,0.06292,748,1540,0.05079,0.07506
2004,Upper Secondary Level,Part-time,0.03682,435,1540,0.02741,0.04623
2004,Upper Secondary Level,Either,0.02392,263,1540,0.01629,0.03155
2004,Upper Secondary Level,I'm not sure yet,0.00790,94,1540,0.00348,0.01232
2004,Post-secondary Non-tertiary Level,Full-time,0.05689,79,146,0.01919,0.09460
2004,Post-secondary Non-tertiary Level,Part-time,0.05251,67,146,0.01620,0.08881
2004,First Stage of Tertiary Education,Full-time,0.02026,36,104,-0.00695,0.04748
2004,First Stage of Tertiary Education,Part-time,0.03880,68,104,0.00150,0.07609
2004,Second Stage of Tertiary Education,Full-time,0.03128,103,271,0.01051,0.05204
2004,Second Stage of Tertiary Education,Part-time,0.02966,109,271,0.00942,0.04989
2004,Second Stage of Tertiary Education,Either,0.01655,59,271,0.00133,0.03177
2005,Pre-primary Level,Full-time,0.52539,338,514,0.48217,0.56860
2005,Pre-primary Level,Part-time,0.06450,35,514,0.04325,0.08576
2005,Pre-primary Level,Either,0.06925,52,514,0.04728,0.09122
2005,Pre-primary Level,I'm not sure yet,0.12056,89,514,0.09238,0.14874
2005,Lower Secondary Level,Full-time,0.08119,196,379,0.05365,0.10872
2005,Lower Secondary Level,Part-time,0.03043,82,379,0.01311,0.04774
2005,Lower Secondary Level,Either,0.02920,63,379,0.01223,0.04617
2005,Lower Secondary Level,I'm not sure yet,0.01169,38,379,0.00086,0.02253
2005,Upper Secondary Level,Full-time,0.06048,688,1442,0.04817,0.07279
2005,Upper Secondary Level,Part-time,0.03412,397,1442,0.02475,0.04350
2005,Upper Secondary Level,Either,0.02740,282,1442,0.01897,0.03583
2005,Upper Secondary Level,I'm not sure yet,0.00644,75,1442,0.00231,0.01057
2005,Post-secondary Non-tertiary Level,Full-time,0.06355,65,162,0.02586,0.10123
2005,Post-secondary Non-tertiary Level,Part-time,0.05419,65,162,0.01922,0.08917
2005,Post-secondary Non-tertiary Level,Either,0.02652,32,162,0.00170,0.05134
2005,First Stage of Tertiary Education,Full-time,0.02511,36,103,-0.00525,0.05548
2005,First Stage of Tertiary Education,Part-time,0.03847,67,103,0.00114,0.07579
2005,Second Stage of Tertiary Education,Full-time,0.02942,98,268,0.00915,0.04969
2005,Second Stage of Tertiary Education,Part-time,0.03262,116,268,0.01131,0.05392
2005,Second Stage of Tertiary Education,Either,0.01838,54,268,0.00227,0.03450
2006,Pre-primary Level,Full-time,0.28876,205,281,0.23567,0.34184
2006,Pre-primary Level,Either,0.07230,32,281,0.04196,0.10263
2006,Pre-primary Level,I'm not sure yet,0.05535,44,281,0.02857,0.08214
2006,Lower Secondary Level,Full-time,0.06729,187,407,0.04292,0.09165
2006,Lower Secondary Level,Part-time,0.03723,97,407,0.01881,0.05564
2006,Lower Secondary Level,Either,0.03993,89,407,0.02089,0.05898
2006,Lower Secondary Level,I'm not sure yet,0.00748,34,407,-0.00090,0.01587
2006,Upper Secondary Level,Full-time,0.06310,726,1546,0.05097,0.07522
2006,Upper Secondary Level,Part-time,0.04062,469,1546,0.03078,0.05046
2006,Upper Secondary Level,Either,0.02340,283,1546,0.01586,0.03094
2006,Upper Secondary Level,I'm not sure yet,0.00541,68,1546,0.00175,0.00906
2006,Post-secondary Non-tertiary Level,Full-time,0.05768,69,160,0.02144,0.09392
2006,Post-secondary Non-tertiary Level,Part-time,0.06589,91,160,0.02733,0.10445
2006,First Stage of Tertiary Education,Full-time,0.02178,33,98,-0.00727,0.05083
2006,First Stage of Tertiary Education,Part-time,0.04296,65,98,0.00261,0.08331
2006,Second Stage of Tertiary Education,Full-time,0.03040,98,307,0.01116,0.04964
2006,Second Stage of Tertiary Education,Part-time,0.03754,146,307,0.01624,0.05884
2006,Second Stage of Tertiary Education,Either,0.01666,63,307,0.00232,0.03101
2007,Pre-primary Level,Full-time,0.24254,163,240,0.18820,0.29688
2007,Pre-primary Level,Either,0.05116,32,240,0.02323,0.07910
2007,Pre-primary Level,I'm not sure yet,0.05544,45,240,0.02643,0.08446
2007,Lower Secondary Level,Full-time,0.06835,172,360,0.04224,0.09445
2007,Lower Secondary Level,Part-time,0.03389,84,360,0.01517,0.05261
2007,Lower Secondary Level,Either,0.03759,71,360,0.01792,0.05727
2007,Lower Secondary Level,I'm not sure yet,0.01187,33,360,0.00067,0.02308
2007,Upper Secondary Level,Full-time,0.05067,553,1253,0.03852,0.06282
2007,Upper Secondary Level,Part-time,0.03452,363,1253,0.02441,0.04463
2007,Upper Secondary Level,Either,0.02603,269,1253,0.01721,0.03485
2007,Upper Secondary Level,I'm not sure yet,0.00556,68,1253,0.00144,0.00968
2007,Post-secondary Non-tertiary Level,Full-time,0.04824,49,161,0.01504,0.08144
2007,Post-secondary Non-tertiary Level,Part-time,0.06376,79,161,0.02590,0.10161
2007,Post-secondary Non-tertiary Level,Either,0.03091,33,161,0.00409,0.05773
2007,First Stage of Tertiary Education,Part-time,0.03636,52,52,-0.01501,0.08774
2007,Second Stage of Tertiary Education,Full-time,0.02138,76,243,0.00315,0.03960
2007,Second Stage of Tertiary Education,Part-time,0.03300,121,243,0.01049,0.05551
2007,Second Stage of Tertiary Education,Either,0.01222,46,243,-0.00162,0.02607
2008,Pre-primary Level,Full-time,0.29852,169,260,0.24278,0.35425
2008,Pre-primary Level,Either,0.05713,37,260,0.02886,0.08539
2008,Pre-primary Level,I'm not sure yet,0.07671,54,260,0.04430,0.10912
2008,Lower Secondary Level,Full-time,0.06348,134,269,0.03429,0.09267
2008,Lower Secondary Level,Part-time,0.03035,74,269,0.00981,0.05089
2008,Lower Secondary Level,Either,0.02831,61,269,0.00845,0.04816
2008,Upper Secondary Level,Full-time,0.04899,511,1115,0.03631,0.06166
2008,Upper Secondary Level,Part-time,0.03134,324,1115,0.02111,0.04157
2008,Upper Secondary Level,Either,0.02033,203,1115,0.01204,0.02862
2008,Upper Secondary Level,I'm not sure yet,0.00625,77,1115,0.00162,0.01088
2008,Post-secondary Non-tertiary Level,Full-time,0.03379,34,102,-0.00145,0.06903
2008,Post-secondary Non-tertiary Level,Part-time,0.06045,68,102,0.01397,0.10693
2008,First Stage of Tertiary Education,Part-time,0.02919,39,39,-0.02433,0.08272
2008,Second Stage of Tertiary Education,Full-time,0.01977,68,212,0.00099,0.03855
2008,Second Stage of Tertiary Education,Part-time,0.02340,103,212,0.00300,0.04380
2008,Second Stage of Tertiary Education,Either,0.01565,41,212,-0.00110,0.03240
2009,Pre-primary Level,Full-time,0.29043,148,185,0.22484,0.35603
2009,Pre-primary Level,I'm not sure yet,0.06051,37,185,0.02606,0.09497
2009,Lower Secondary Level,Full-time,0.06197,119,245,0.03172,0.09222
2009,Lower Secondary Level,Part-time,0.02610,60,245,0.00609,0.04610
2009,Lower Secondary Level,Either,0.04297,66,245,0.01753,0.06842
2009,Upper Secondary Level,Full-time,0.05051,490,1000,0.03693,0.06409
2009,Upper Secondary Level,Part-time,0.02910,275,1000,0.01868,0.03953
2009,Upper Secondary Level,Either,0.02222,182,1000,0.01308,0.03136
