year,age_gr,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,17-29 y.,Part-time,0.04928,144,776,0.03404,0.06452
1989,17-29 y.,Either,0.01510,52,776,0.00651,0.02368
1989,17-29 y.,I'm not sure yet,0.02531,80,776,0.01425,0.03637
1989,30-45 y.,Full-time,0.02671,70,340,0.00955,0.04388
1989,30-45 y.,Part-time,0.08353,237,340,0.05408,0.11298
1989,30-45 y.,I'm not sure yet,0.00940,33,340,-0.00087,0.01966
1989,46-65 y.,Full-time,0.01878,82,148,-0.00317,0.04072
1989,46-65 y.,Part-time,0.02350,66,148,-0.00099,0.04800
1990,17-29 y.,Full-time,0.02156,126,184,0.00051,0.04260
1990,17-29 y.,Part-time,0.01073,58,184,-0.00420,0.02565
1991,17-29 y.,Full-time,0.14999,563,937,0.12711,0.17286
1991,17-29 y.,Part-time,0.05109,189,937,0.03698,0.06519
1991,17-29 y.,Either,0.02575,103,937,0.01560,0.03589
1991,17-29 y.,I'm not sure yet,0.01897,82,937,0.01023,0.02771
1991,30-45 y.,Full-time,0.03176,153,480,0.01606,0.04747
1991,30-45 y.,Part-time,0.06746,254,480,0.04499,0.08992
1991,30-45 y.,Either,0.01375,73,480,0.00332,0.02417
1991,46-65 y.,Full-time,0.01438,84,222,-0.00132,0.03007
1991,46-65 y.,Part-time,0.02355,94,222,0.00356,0.04355
1991,46-65 y.,Either,0.00928,44,222,-0.00336,0.02191
1992,17-29 y.,Full-time,0.17539,628,1007,0.15189,0.19889
1992,17-29 y.,Part-time,0.05085,185,1007,0.03727,0.06442
1992,17-29 y.,Either,0.02478,100,1007,0.01518,0.03439
1992,17-29 y.,I'm not sure yet,0.02453,94,1007,0.01497,0.03409
1992,30-45 y.,Full-time,0.04668,222,624,0.03012,0.06325
1992,30-45 y.,Part-time,0.07629,294,624,0.05545,0.09714
1992,30-45 y.,Either,0.01444,77,624,0.00507,0.02380
1992,30-45 y.,I'm not sure yet,0.00758,31,624,0.00077,0.01439
1992,46-65 y.,Full-time,0.02488,138,266,0.00612,0.04363
1992,46-65 y.,Part-time,0.02162,84,266,0.00411,0.03913
1992,46-65 y.,Either,0.00904,44,266,-0.00236,0.02043
1993,17-29 y.,Full-time,0.18130,623,1044,0.15792,0.20469
1993,17-29 y.,Part-time,0.05080,195,1044,0.03747,0.06412
1993,17-29 y.,Either,0.02813,118,1044,0.01810,0.03817
1993,17-29 y.,I'm not sure yet,0.03332,108,1044,0.02243,0.04421
1993,30-45 y.,Full-time,0.04204,215,565,0.02548,0.05860
1993,30-45 y.,Part-time,0.07179,264,565,0.05048,0.09309
1993,30-45 y.,Either,0.01872,86,565,0.00754,0.02991
1993,46-65 y.,Full-time,0.03181,147,272,0.01092,0.05270
1993,46-65 y.,Part-time,0.01929,72,272,0.00292,0.03567
1993,46-65 y.,Either,0.01122,53,272,-0.00132,0.02376
1994,17-29 y.,Full-time,0.19904,637,1039,0.17475,0.22333
1994,17-29 y.,Part-time,0.05141,179,1039,0.03797,0.06484
1994,17-29 y.,Either,0.03436,115,1039,0.02328,0.04544
1994,17-29 y.,I'm not sure yet,0.03169,108,1039,0.02103,0.04234
1994,30-45 y.,Full-time,0.04742,231,661,0.03121,0.06364
1994,30-45 y.,Part-time,0.07288,291,661,0.05305,0.09271
1994,30-45 y.,Either,0.01858,82,661,0.00828,0.02889
1994,30-45 y.,I'm not sure yet,0.01344,57,661,0.00465,0.02222
1994,46-65 y.,Full-time,0.03391,145,295,0.01322,0.05460
1994,46-65 y.,Part-time,0.02223,77,295,0.00538,0.03908
1994,46-65 y.,Either,0.01326,73,295,0.00019,0.02634
1995,17-29 y.,Full-time,0.19028,634,1060,0.16664,0.21393
1995,17-29 y.,Part-time,0.05559,190,1060,0.04179,0.06939
1995,17-29 y.,Either,0.04355,135,1060,0.03125,0.05584
1995,17-29 y.,I'm not sure yet,0.03053,101,1060,0.02016,0.04089
1995,30-45 y.,Full-time,0.05456,267,725,0.03802,0.07111
1995,30-45 y.,Part-time,0.07716,318,725,0.05772,0.09659
1995,30-45 y.,Either,0.02023,102,725,0.00997,0.03048
1995,30-45 y.,I'm not sure yet,0.00732,38,725,0.00111,0.01353
1995,46-65 y.,Full-time,0.03517,157,329,0.01523,0.05510
1995,46-65 y.,Part-time,0.02528,100,329,0.00829,0.04227
1995,46-65 y.,Either,0.01280,72,329,0.00063,0.02496
1996,17-29 y.,Full-time,0.19935,625,1041,0.17507,0.22363
1996,17-29 y.,Part-time,0.05999,167,1041,0.04556,0.07443
1996,17-29 y.,Either,0.04654,138,1041,0.03373,0.05934
1996,17-29 y.,I'm not sure yet,0.03414,111,1041,0.02311,0.04518
1996,30-45 y.,Full-time,0.05000,260,743,0.03432,0.06568
1996,30-45 y.,Part-time,0.07707,325,743,0.05788,0.09626
1996,30-45 y.,Either,0.02315,108,743,0.01233,0.03397
1996,30-45 y.,I'm not sure yet,0.01027,50,743,0.00301,0.01752
1996,46-65 y.,Full-time,0.03337,159,335,0.01411,0.05263
1996,46-65 y.,Part-time,0.02891,94,335,0.01094,0.04688
1996,46-65 y.,Either,0.01442,82,335,0.00164,0.02721
1997,17-29 y.,Full-time,0.18832,562,992,0.16397,0.21266
1997,17-29 y.,Part-time,0.05939,183,992,0.04468,0.07411
1997,17-29 y.,Either,0.05767,160,992,0.04315,0.07218
1997,17-29 y.,I'm not sure yet,0.02797,87,992,0.01770,0.03823
1997,30-45 y.,Full-time,0.05592,255,754,0.03951,0.07234
1997,30-45 y.,Part-time,0.07873,339,754,0.05949,0.09797
1997,30-45 y.,Either,0.02268,119,754,0.01205,0.03332
1997,30-45 y.,I'm not sure yet,0.01112,41,754,0.00363,0.01861
1997,46-65 y.,Full-time,0.03868,175,346,0.01833,0.05903
1997,46-65 y.,Part-time,0.02577,92,346,0.00905,0.04249
1997,46-65 y.,Either,0.01705,79,346,0.00339,0.03071
1998,17-29 y.,Full-time,0.19079,605,1035,0.16684,0.21474
1998,17-29 y.,Part-time,0.05415,166,1035,0.04036,0.06795
1998,17-29 y.,Either,0.04671,150,1035,0.03385,0.05957
1998,17-29 y.,I'm not sure yet,0.03803,114,1035,0.02637,0.04969
1998,30-45 y.,Full-time,0.05147,260,811,0.03626,0.06669
1998,30-45 y.,Part-time,0.07888,379,811,0.06032,0.09745
1998,30-45 y.,Either,0.02492,124,811,0.01418,0.03565
1998,30-45 y.,I'm not sure yet,0.00769,48,811,0.00167,0.01370
1998,46-65 y.,Full-time,0.03450,175,379,0.01610,0.05290
1998,46-65 y.,Part-time,0.02109,92,379,0.00660,0.03557
1998,46-65 y.,Either,0.01867,79,379,0.00503,0.03232
1998,46-65 y.,I'm not sure yet,0.00600,33,379,-0.00178,0.01379
1999,17-29 y.,Full-time,0.18571,545,944,0.16089,0.21053
1999,17-29 y.,Part-time,0.04653,146,944,0.03309,0.05998
1999,17-29 y.,Either,0.04910,135,944,0.03531,0.06289
1999,17-29 y.,I'm not sure yet,0.03722,118,944,0.02513,0.04930
1999,30-45 y.,Full-time,0.04399,217,684,0.02861,0.05936
1999,30-45 y.,Part-time,0.07225,313,684,0.05283,0.09166
1999,30-45 y.,Either,0.01948,110,684,0.00911,0.02984
1999,30-45 y.,I'm not sure yet,0.00683,44,684,0.00065,0.01301
1999,46-65 y.,Full-time,0.02742,138,277,0.00815,0.04669
1999,46-65 y.,Part-time,0.01614,73,277,0.00127,0.03100
1999,46-65 y.,Either,0.01341,66,277,-0.00016,0.02698
2000,17-29 y.,Full-time,0.19562,958,1540,0.17580,0.21544
2000,17-29 y.,Part-time,0.04837,242,1540,0.03765,0.05908
2000,17-29 y.,Either,0.04080,193,1540,0.03092,0.05069
2000,17-29 y.,I'm not sure yet,0.03356,147,1540,0.02456,0.04256
2000,30-45 y.,Full-time,0.04225,390,1276,0.03120,0.05329
2000,30-45 y.,Part-time,0.07079,623,1276,0.05671,0.08487
2000,30-45 y.,Either,0.02252,185,1276,0.01437,0.03066
2000,30-45 y.,I'm not sure yet,0.00842,78,1276,0.00341,0.01344
2000,46-65 y.,Full-time,0.02598,228,552,0.01270,0.03926
2000,46-65 y.,Part-time,0.02138,166,552,0.00930,0.03346
2000,46-65 y.,Either,0.01288,116,552,0.00346,0.02229
2000,46-65 y.,I'm not sure yet,0.00470,42,552,-0.00101,0.01041
2001,17-29 y.,Full-time,0.20894,899,1402,0.18765,0.23023
2001,17-29 y.,Part-time,0.04645,201,1402,0.03543,0.05748
2001,17-29 y.,Either,0.02811,128,1402,0.01946,0.03677
2001,17-29 y.,I'm not sure yet,0.03777,174,1402,0.02779,0.04776
2001,30-45 y.,Full-time,0.04509,348,1093,0.03278,0.05740
2001,30-45 y.,Part-time,0.07097,546,1093,0.05574,0.08620
2001,30-45 y.,Either,0.01844,140,1093,0.01046,0.02641
2001,30-45 y.,I'm not sure yet,0.00760,59,1093,0.00245,0.01275
2001,46-65 y.,Full-time,0.03156,224,504,0.01628,0.04684
2001,46-65 y.,Part-time,0.01881,135,504,0.00694,0.03069
2001,46-65 y.,Either,0.01334,98,504,0.00331,0.02336
2001,46-65 y.,I'm not sure yet,0.00620,47,504,-0.00066,0.01306
2002,17-29 y.,Full-time,0.21668,965,1510,0.19589,0.23747
2002,17-29 y.,Part-time,0.05274,204,1510,0.04146,0.06402
2002,17-29 y.,Either,0.04182,185,1510,0.03172,0.05193
2002,17-29 y.,I'm not sure yet,0.03126,156,1510,0.02248,0.04004
2002,30-45 y.,Full-time,0.05512,362,1145,0.04189,0.06834
2002,30-45 y.,Part-time,0.07975,570,1145,0.06405,0.09545
2002,30-45 y.,Either,0.02046,162,1145,0.01226,0.02867
2002,30-45 y.,I'm not sure yet,0.00726,51,1145,0.00234,0.01217
2002,46-65 y.,Full-time,0.03826,251,539,0.02205,0.05447
2002,46-65 y.,Part-time,0.02082,149,539,0.00876,0.03289
2002,46-65 y.,Either,0.01355,97,539,0.00378,0.02332
2002,46-65 y.,I'm not sure yet,0.00505,42,539,-0.00094,0.01104
2003,17-29 y.,Full-time,0.21208,904,1465,0.19114,0.23302
2003,17-29 y.,Part-time,0.05120,210,1465,0.03991,0.06249
2003,17-29 y.,Either,0.04698,189,1465,0.03614,0.05781
2003,17-29 y.,I'm not sure yet,0.02903,162,1465,0.02043,0.03763
2003,30-45 y.,Full-time,0.05921,382,1063,0.04502,0.07341
2003,30-45 y.,Part-time,0.06873,462,1063,0.05351,0.08395
2003,30-45 y.,Either,0.02441,164,1063,0.01512,0.03369
2003,30-45 y.,I'm not sure yet,0.00749,55,1063,0.00231,0.01268
2003,46-65 y.,Full-time,0.03936,269,569,0.02337,0.05536
2003,46-65 y.,Part-time,0.02170,161,569,0.00972,0.03368
2003,46-65 y.,Either,0.01360,98,569,0.00408,0.02313
2003,46-65 y.,I'm not sure yet,0.00775,41,569,0.00054,0.01496
2004,17-29 y.,Full-time,0.22909,967,1550,0.20816,0.25002
2004,17-29 y.,Part-time,0.05008,206,1550,0.03922,0.06094
2004,17-29 y.,Either,0.05245,210,1550,0.04135,0.06355
2004,17-29 y.,I'm not sure yet,0.03345,167,1550,0.02450,0.04241
2004,30-45 y.,Full-time,0.05613,345,1026,0.04204,0.07022
2004,30-45 y.,Part-time,0.07023,449,1026,0.05459,0.08587
2004,30-45 y.,Either,0.03187,179,1026,0.02112,0.04263
2004,30-45 y.,I'm not sure yet,0.00819,53,1026,0.00267,0.01371
2004,46-65 y.,Full-time,0.04575,283,580,0.02873,0.06277
2004,46-65 y.,Part-time,0.02341,174,580,0.01109,0.03572
2004,46-65 y.,Either,0.01762,123,580,0.00690,0.02834
2005,17-29 y.,Full-time,0.23882,980,1558,0.21765,0.26000
2005,17-29 y.,Part-time,0.04592,178,1558,0.03552,0.05631
2005,17-29 y.,Either,0.05822,230,1558,0.04659,0.06985
2005,17-29 y.,I'm not sure yet,0.03549,170,1558,0.02630,0.04468
2005,30-45 y.,Full-time,0.05327,302,947,0.03896,0.06758
2005,30-45 y.,Part-time,0.06674,433,947,0.05083,0.08264
2005,30-45 y.,Either,0.03398,173,947,0.02243,0.04552
2005,30-45 y.,I'm not sure yet,0.00731,39,947,0.00188,0.01274
2005,46-65 y.,Full-time,0.03891,239,569,0.02300,0.05481
2005,46-65 y.,Part-time,0.02407,166,569,0.01147,0.03668
2005,46-65 y.,Either,0.02175,130,569,0.00975,0.03375
2005,46-65 y.,I'm not sure yet,0.00457,34,569,-0.00098,0.01012
2006,17-29 y.,Full-time,0.19544,872,1405,0.17470,0.21619
2006,17-29 y.,Part-time,0.05958,203,1405,0.04720,0.07197
2006,17-29 y.,Either,0.05575,219,1405,0.04375,0.06775
2006,17-29 y.,I'm not sure yet,0.02066,111,1405,0.01322,0.02810
2006,30-45 y.,Full-time,0.05411,300,1021,0.04023,0.06800
2006,30-45 y.,Part-time,0.07926,516,1021,0.06268,0.09584
2006,30-45 y.,Either,0.02960,173,1021,0.01920,0.04000
2006,30-45 y.,I'm not sure yet,0.00534,32,1021,0.00087,0.00981
2006,46-65 y.,Full-time,0.04138,257,595,0.02536,0.05739
2006,46-65 y.,Part-time,0.02517,186,595,0.01257,0.03776
2006,46-65 y.,Either,0.02420,152,595,0.01184,0.03656
2007,17-29 y.,Full-time,0.18004,746,1250,0.15874,0.20135
2007,17-29 y.,Part-time,0.05095,176,1250,0.03875,0.06315
2007,17-29 y.,Either,0.05838,216,1250,0.04538,0.07139
2007,17-29 y.,I'm not sure yet,0.02235,112,1250,0.01415,0.03055
2007,30-45 y.,Full-time,0.04375,225,772,0.02931,0.05819
2007,30-45 y.,Part-time,0.06532,384,772,0.04787,0.08276
2007,30-45 y.,Either,0.02672,132,772,0.01534,0.03810
2007,30-45 y.,I'm not sure yet,0.00563,31,772,0.00035,0.01092
2007,46-65 y.,Full-time,0.02869,182,538,0.01457,0.04281
2007,46-65 y.,Part-time,0.02571,168,538,0.01233,0.03910
2007,46-65 y.,Either,0.02550,145,538,0.01217,0.03883
2007,46-65 y.,I'm not sure yet,0.00768,43,538,0.00030,0.01507
2008,17-29 y.,Full-time,0.18393,702,1126,0.16129,0.20657
2008,17-29 y.,Part-time,0.03593,135,1126,0.02505,0.04680
2008,17-29 y.,Either,0.04650,180,1126,0.03419,0.05880
2008,17-29 y.,I'm not sure yet,0.02402,109,1126,0.01507,0.03297
2008,30-45 y.,Full-time,0.03346,184,656,0.01969,0.04723
2008,30-45 y.,Part-time,0.06054,333,656,0.04227,0.07880
2008,30-45 y.,Either,0.02232,100,656,0.01101,0.03363
2008,30-45 y.,I'm not sure yet,0.00634,39,656,0.00026,0.01241
2008,46-65 y.,Full-time,0.03004,161,475,0.01468,0.04541
2008,46-65 y.,Part-time,0.02270,153,475,0.00929,0.03611
2008,46-65 y.,Either,0.02425,127,475,0.01040,0.03810
2008,46-65 y.,I'm not sure yet,0.00539,34,475,-0.00120,0.01199
2009,17-29 y.,Full-time,0.17250,630,1002,0.14910,0.19591
2009,17-29 y.,Part-time,0.03771,120,1002,0.02591,0.04951
2009,17-29 y.,Either,0.05917,165,1002,0.04455,0.07379
2009,17-29 y.,I'm not sure yet,0.02017,87,1002,0.01146,0.02888
2009,30-45 y.,Full-time,0.04357,180,575,0.02687,0.06027
2009,30-45 y.,Part-time,0.05800,289,575,0.03887,0.07712
2009,30-45 y.,Either,0.01971,106,575,0.00834,0.03108
2009,46-65 y.,Full-time,0.03447,175,462,0.01781,0.05112
2009,46-65 y.,Part-time,0.02125,147,462,0.00808,0.03441
2009,46-65 y.,Either,0.02201,101,462,0.00862,0.03540
2009,46-65 y.,I'm not sure yet,0.00653,39,462,-0.00082,0.01389
2010,17-29 y.,Full-time,0.19408,857,1675,0.17514,0.21303
2010,17-29 y.,Part-time,0.04878,475,1675,0.03846,0.05909
2010,17-29 y.,Either,0.04483,245,1675,0.03491,0.05474
2010,17-29 y.,I'm not sure yet,0.02512,98,1675,0.01763,0.03262
2010,30-45 y.,Full-time,0.04940,499,2108,0.04014,0.05865
2010,30-45 y.,Part-time,0.06335,1302,2108,0.05295,0.07375
2010,30-45 y.,Either,0.02562,258,2108,0.01887,0.03236
2010,30-45 y.,I'm not sure yet,0.00362,49,2108,0.00105,0.00618
2010,46-65 y.,Full-time,0.03798,242,599,0.02266,0.05330
2010,46-65 y.,Part-time,0.02296,200,599,0.01096,0.03497
2010,46-65 y.,Either,0.01912,116,599,0.00814,0.03009
2010,46-65 y.,I'm not sure yet,0.00533,41,599,-0.00051,0.01117
2011,17-29 y.,Full-time,0.18868,978,1652,0.16981,0.20756
2011,17-29 y.,Part-time,0.04400,352,1652,0.03411,0.05389
2011,17-29 y.,Either,0.03726,222,1652,0.02813,0.04640
2011,17-29 y.,I'm not sure yet,0.01820,100,1652,0.01175,0.02465
2011,30-45 y.,Full-time,0.04450,465,1898,0.03522,0.05378
2011,30-45 y.,Part-time,0.06644,1146,1898,0.05523,0.07765
2011,30-45 y.,Either,0.01890,224,1898,0.01277,0.02503
2011,30-45 y.,I'm not sure yet,0.00480,63,1898,0.00169,0.00792
2011,46-65 y.,Full-time,0.03066,250,740,0.01823,0.04309
2011,46-65 y.,Part-time,0.02334,279,740,0.01246,0.03423
2011,46-65 y.,Either,0.01615,160,740,0.00706,0.02524
2011,46-65 y.,I'm not sure yet,0.00563,51,740,0.00024,0.01103
2012,17-29 y.,Full-time,0.19172,954,1531,0.17199,0.21144
2012,17-29 y.,Part-time,0.04293,287,1531,0.03277,0.05308
2012,17-29 y.,Either,0.03685,177,1531,0.02741,0.04629
2012,17-29 y.,I'm not sure yet,0.01996,113,1531,0.01295,0.02697
2012,30-45 y.,Full-time,0.04148,359,1573,0.03162,0.05133
2012,30-45 y.,Part-time,0.06629,957,1573,0.05399,0.07859
2012,30-45 y.,Either,0.02080,190,1573,0.01375,0.02786
2012,30-45 y.,I'm not sure yet,0.00759,67,1573,0.00330,0.01188
2012,46-65 y.,Full-time,0.02966,272,840,0.01818,0.04114
2012,46-65 y.,Part-time,0.03013,355,840,0.01857,0.04170
2012,46-65 y.,Either,0.01761,142,840,0.00871,0.02651
2012,46-65 y.,I'm not sure yet,0.00785,71,840,0.00188,0.01382
2013,17-29 y.,Full-time,0.18143,1175,1927,0.16422,0.19865
2013,17-29 y.,Part-time,0.04772,362,1927,0.03820,0.05725
2013,17-29 y.,Either,0.04370,257,1927,0.03457,0.05283
2013,17-29 y.,I'm not sure yet,0.02109,133,1927,0.01467,0.02751
2013,30-45 y.,Full-time,0.05271,518,1901,0.04266,0.06275
2013,30-45 y.,Part-time,0.06675,1076,1901,0.05553,0.07798
2013,30-45 y.,Either,0.02219,246,1901,0.01557,0.02881
2013,30-45 y.,I'm not sure yet,0.00706,61,1901,0.00330,0.01083
2013,46-65 y.,Full-time,0.03088,314,912,0.01965,0.04212
2013,46-65 y.,Part-time,0.02758,360,912,0.01695,0.03822
2013,46-65 y.,Either,0.01338,175,912,0.00592,0.02085
2013,46-65 y.,I'm not sure yet,0.00695,63,912,0.00155,0.01234
2013,66 and older,Part-time,0.00621,33,33,-0.02101,0.03344
2014,17-29 y.,Full-time,0.17390,945,1572,0.15516,0.19265
2014,17-29 y.,Part-time,0.04172,301,1572,0.03183,0.05160
2014,17-29 y.,Either,0.03536,203,1572,0.02623,0.04449
2014,17-29 y.,I'm not sure yet,0.02043,123,1572,0.01344,0.02743
2014,30-45 y.,Full-time,0.04927,374,1501,0.03832,0.06023
2014,30-45 y.,Part-time,0.08023,874,1501,0.06648,0.09398
2014,30-45 y.,Either,0.02188,194,1501,0.01448,0.02928
2014,30-45 y.,I'm not sure yet,0.00627,59,1501,0.00228,0.01027
2014,46-65 y.,Full-time,0.02555,232,797,0.01459,0.03651
2014,46-65 y.,Part-time,0.02915,339,797,0.01747,0.04084
2014,46-65 y.,Either,0.01691,161,797,0.00795,0.02587
2014,46-65 y.,I'm not sure yet,0.00824,65,797,0.00196,0.01452
2014,66 and older,Part-time,0.00772,36,36,-0.02127,0.03671
2015,17-29 y.,Full-time,0.18735,996,1622,0.16836,0.20635
2015,17-29 y.,Part-time,0.04319,276,1622,0.03329,0.05309
2015,17-29 y.,Either,0.03445,226,1622,0.02557,0.04332
2015,17-29 y.,I'm not sure yet,0.01795,124,1622,0.01148,0.02441
2015,30-45 y.,Full-time,0.04694,417,1560,0.03644,0.05744
2015,30-45 y.,Part-time,0.06900,824,1560,0.05642,0.08158
2015,30-45 y.,Either,0.02680,232,1560,0.01878,0.03482
2015,30-45 y.,I'm not sure yet,0.00810,87,1560,0.00365,0.01255
2015,46-65 y.,Full-time,0.02461,229,812,0.01395,0.03527
2015,46-65 y.,Part-time,0.02966,349,812,0.01799,0.04134
2015,46-65 y.,Either,0.01584,157,812,0.00725,0.02443
2015,46-65 y.,I'm not sure yet,0.00826,77,812,0.00203,0.01449
2016,17-29 y.,Full-time,0.18368,817,1387,0.16329,0.20406
2016,17-29 y.,Part-time,0.05158,258,1387,0.03993,0.06322
2016,17-29 y.,Either,0.03874,191,1387,0.02858,0.04890
2016,17-29 y.,I'm not sure yet,0.02207,121,1387,0.01433,0.02980
2016,30-45 y.,Full-time,0.04006,304,1223,0.02907,0.05106
2016,30-45 y.,Part-time,0.06938,675,1223,0.05513,0.08363
2016,30-45 y.,Either,0.02416,181,1223,0.01555,0.03277
2016,30-45 y.,I'm not sure yet,0.00916,63,1223,0.00382,0.01451
2016,46-65 y.,Full-time,0.01943,178,671,0.00898,0.02988
2016,46-65 y.,Part-time,0.02551,275,671,0.01357,0.03745
2016,46-65 y.,Either,0.01320,140,671,0.00456,0.02184
2016,46-65 y.,I'm not sure yet,0.00884,78,671,0.00175,0.01593
2017,17-29 y.,Full-time,0.17435,1119,1937,0.15745,0.19125
2017,17-29 y.,Part-time,0.04711,361,1937,0.03767,0.05654
2017,17-29 y.,Either,0.04292,293,1937,0.03389,0.05194
2017,17-29 y.,I'm not sure yet,0.01629,164,1937,0.01065,0.02193
2017,30-45 y.,Full-time,0.04271,720,2038,0.03393,0.05149
2017,30-45 y.,Part-time,0.07029,900,2038,0.05919,0.08139
2017,30-45 y.,Either,0.02395,295,2038,0.01731,0.03059
2017,30-45 y.,I'm not sure yet,0.00798,123,2038,0.00412,0.01184
2017,46-65 y.,Full-time,0.01718,304,962,0.00897,0.02540
2017,46-65 y.,Part-time,0.03078,384,962,0.01986,0.04170
2017,46-65 y.,Either,0.01477,171,962,0.00715,0.02240
2017,46-65 y.,I'm not sure yet,0.00842,103,962,0.00264,0.01420
2017,66 and older,Part-time,0.00603,36,36,-0.01962,0.03168
2018,17-29 y.,Full-time,0.16242,1176,2105,0.14666,0.17818
2018,17-29 y.,Part-time,0.05117,431,2105,0.04175,0.06058
2018,17-29 y.,Either,0.04400,313,2105,0.03524,0.05277
2018,17-29 y.,I'm not sure yet,0.01980,185,2105,0.01385,0.02575
2018,30-45 y.,Full-time,0.04435,813,2202,0.03575,0.05296
2018,30-45 y.,Part-time,0.06828,951,2202,0.05775,0.07882
2018,30-45 y.,Either,0.01868,281,2202,0.01302,0.02433
2018,30-45 y.,I'm not sure yet,0.00821,157,2202,0.00444,0.01198
2018,46-65 y.,Full-time,0.01697,343,1081,0.00926,0.02467
2018,46-65 y.,Part-time,0.02747,410,1081,0.01772,0.03721
2018,46-65 y.,Either,0.01184,182,1081,0.00539,0.01829
2018,46-65 y.,I'm not sure yet,0.01096,146,1081,0.00475,0.01717
2018,66 and older,Part-time,0.00620,38,38,-0.01909,0.03148
2019,17-29 y.,Full-time,0.15307,916,1725,0.13608,0.17007
2019,17-29 y.,Part-time,0.05298,408,1725,0.04241,0.06356
2019,17-29 y.,Either,0.03903,242,1725,0.02989,0.04817
2019,17-29 y.,I'm not sure yet,0.02350,159,1725,0.01635,0.03065
2019,30-45 y.,Full-time,0.03900,666,1861,0.03021,0.04780
2019,30-45 y.,Part-time,0.06720,878,1861,0.05582,0.07858
2019,30-45 y.,Either,0.01932,186,1861,0.01306,0.02557
2019,30-45 y.,I'm not sure yet,0.00498,131,1861,0.00178,0.00818
2019,46-65 y.,Full-time,0.01428,306,985,0.00686,0.02169
2019,46-65 y.,Part-time,0.02765,417,985,0.01740,0.03789
2019,46-65 y.,Either,0.01044,142,985,0.00409,0.01679
2019,46-65 y.,I'm not sure yet,0.00820,120,985,0.00257,0.01384
2019,66 and older,Part-time,0.01007,51,51,-0.01761,0.03774
2020,17-29 y.,Full-time,0.14104,910,1747,0.12471,0.15737
