year,regtyp,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,Part-time,0.03253,613,1999,0.02475,0.04031
2003,Urban regions,Either,0.01485,249,1999,0.00955,0.02016
2003,Urban regions,I'm not sure yet,0.00829,179,1999,0.00432,0.01227
2003,Rural regions,Full-time,0.06404,597,1107,0.04961,0.07847
2003,Rural regions,Part-time,0.02546,228,1107,0.01618,0.03474
2003,Rural regions,Either,0.01915,202,1107,0.01107,0.02722
2003,Rural regions,I'm not sure yet,0.00742,80,1107,0.00236,0.01248
2004,Urban regions,Full-time,0.05373,991,2035,0.04393,0.06352
2004,Urban regions,Part-time,0.03181,599,2035,0.02419,0.03944
2004,Urban regions,Either,0.01662,283,2035,0.01106,0.02217
2004,Urban regions,I'm not sure yet,0.00732,162,2035,0.00361,0.01102
2004,Rural regions,Full-time,0.06815,604,1160,0.05364,0.08265
2004,Rural regions,Part-time,0.02840,238,1160,0.01883,0.03796
2004,Rural regions,Either,0.02722,230,1160,0.01785,0.03659
2004,Rural regions,I'm not sure yet,0.01033,88,1160,0.00451,0.01615
2005,Urban regions,Full-time,0.05645,953,1983,0.04629,0.06661
2005,Urban regions,Part-time,0.03114,558,1983,0.02349,0.03878
2005,Urban regions,Either,0.02065,309,1983,0.01439,0.02692
2005,Urban regions,I'm not sure yet,0.00859,163,1983,0.00453,0.01266
2005,Rural regions,Full-time,0.06603,568,1098,0.05133,0.08073
2005,Rural regions,Part-time,0.02709,223,1098,0.01749,0.03670
2005,Rural regions,Either,0.02778,225,1098,0.01805,0.03750
2005,Rural regions,I'm not sure yet,0.00831,82,1098,0.00294,0.01368
2006,Urban regions,Full-time,0.05246,887,1960,0.04258,0.06233
2006,Urban regions,Part-time,0.03528,627,1960,0.02711,0.04345
2006,Urban regions,Either,0.02122,330,1960,0.01484,0.02761
2006,Urban regions,I'm not sure yet,0.00524,116,1960,0.00204,0.00843
2006,Rural regions,Full-time,0.05601,542,1112,0.04249,0.06953
2006,Rural regions,Part-time,0.03574,293,1112,0.02483,0.04666
2006,Rural regions,Either,0.02357,215,1112,0.01465,0.03249
2006,Rural regions,I'm not sure yet,0.00577,62,1112,0.00132,0.01022
2007,Urban regions,Full-time,0.04407,719,1661,0.03419,0.05394
2007,Urban regions,Part-time,0.03310,531,1661,0.02449,0.04170
2007,Urban regions,Either,0.01973,279,1661,0.01304,0.02642
2007,Urban regions,I'm not sure yet,0.00724,132,1661,0.00316,0.01132
2007,Rural regions,Full-time,0.04881,434,919,0.03487,0.06275
2007,Rural regions,Part-time,0.02535,211,919,0.01518,0.03552
2007,Rural regions,Either,0.02733,216,919,0.01678,0.03787
2007,Rural regions,I'm not sure yet,0.00597,58,919,0.00099,0.01095
2008,Urban regions,Full-time,0.04253,648,1454,0.03215,0.05291
2008,Urban regions,Part-time,0.02733,452,1454,0.01895,0.03572
2008,Urban regions,Either,0.01665,228,1454,0.01007,0.02323
2008,Urban regions,I'm not sure yet,0.00714,126,1454,0.00281,0.01147
2008,Rural regions,Full-time,0.04731,399,830,0.03286,0.06177
2008,Rural regions,Part-time,0.02493,193,830,0.01432,0.03555
2008,Rural regions,Either,0.02350,180,830,0.01319,0.03381
2008,Rural regions,I'm not sure yet,0.00601,58,830,0.00075,0.01127
2009,Urban regions,Full-time,0.04346,600,1321,0.03246,0.05446
2009,Urban regions,Part-time,0.02638,385,1321,0.01773,0.03502
2009,Urban regions,Either,0.01925,228,1321,0.01184,0.02666
2009,Urban regions,I'm not sure yet,0.00639,108,1321,0.00209,0.01069
2009,Rural regions,Full-time,0.05086,385,758,0.03521,0.06652
2009,Rural regions,Part-time,0.02312,185,758,0.01241,0.03382
2009,Rural regions,Either,0.02030,144,758,0.01025,0.03034
2009,Rural regions,I'm not sure yet,0.00561,44,758,0.00029,0.01093
2010,Urban regions,Full-time,0.05298,1005,2926,0.04486,0.06110
2010,Urban regions,Part-time,0.03092,1372,2926,0.02465,0.03719
2010,Urban regions,Either,0.01690,399,2926,0.01223,0.02157
2010,Urban regions,I'm not sure yet,0.00701,150,2926,0.00398,0.01003
2010,Rural regions,Full-time,0.04539,593,1476,0.03477,0.05602
2010,Rural regions,Part-time,0.02386,621,1476,0.01607,0.03165
2010,Rural regions,Either,0.01953,220,1476,0.01247,0.02659
2010,Rural regions,I'm not sure yet,0.00513,42,1476,0.00148,0.00877
2011,Urban regions,Full-time,0.04792,1080,2802,0.04001,0.05583
2011,Urban regions,Part-time,0.02937,1182,2802,0.02312,0.03562
2011,Urban regions,Either,0.01384,393,2802,0.00951,0.01817
2011,Urban regions,I'm not sure yet,0.00605,147,2802,0.00318,0.00892
2011,Rural regions,Full-time,0.04190,613,1511,0.03180,0.05201
2011,Rural regions,Part-time,0.02490,612,1511,0.01704,0.03276
2011,Rural regions,Either,0.01486,215,1511,0.00875,0.02096
2011,Rural regions,I'm not sure yet,0.00381,71,1511,0.00071,0.00692
2012,Urban regions,Full-time,0.04545,991,2562,0.03738,0.05352
2012,Urban regions,Part-time,0.03235,1086,2562,0.02550,0.03921
2012,Urban regions,Either,0.01355,309,2562,0.00907,0.01803
2012,Urban regions,I'm not sure yet,0.00767,176,2562,0.00429,0.01105
2012,Rural regions,Full-time,0.04493,595,1423,0.03416,0.05569
2012,Rural regions,Part-time,0.02484,541,1423,0.01675,0.03293
2012,Rural regions,Either,0.01785,203,1423,0.01097,0.02474
2012,Rural regions,I'm not sure yet,0.00712,84,1423,0.00275,0.01149
2013,Urban regions,Full-time,0.04580,1349,3254,0.03861,0.05298
2013,Urban regions,Part-time,0.03081,1269,3254,0.02487,0.03675
2013,Urban regions,Either,0.01417,446,3254,0.01011,0.01824
2013,Urban regions,I'm not sure yet,0.00749,190,3254,0.00453,0.01045
2013,Rural regions,Full-time,0.04704,661,1535,0.03644,0.05763
2013,Rural regions,Part-time,0.02872,562,1535,0.02036,0.03708
2013,Rural regions,Either,0.01662,234,1535,0.01022,0.02302
2013,Rural regions,I'm not sure yet,0.00643,78,1535,0.00243,0.01043
2014,Urban regions,Full-time,0.04466,1046,2644,0.03678,0.05253
2014,Urban regions,Part-time,0.03462,1095,2644,0.02765,0.04159
2014,Urban regions,Either,0.01326,328,2644,0.00890,0.01762
2014,Urban regions,I'm not sure yet,0.00713,175,2644,0.00392,0.01034
2014,Rural regions,Full-time,0.03943,507,1272,0.02873,0.05013
2014,Rural regions,Part-time,0.02844,455,1272,0.01930,0.03758
2014,Rural regions,Either,0.01779,234,1272,0.01052,0.02506
2014,Rural regions,I'm not sure yet,0.00617,76,1272,0.00187,0.01048
2015,Urban regions,Full-time,0.04606,1127,2730,0.03820,0.05393
2015,Urban regions,Part-time,0.03088,1003,2730,0.02439,0.03737
2015,Urban regions,Either,0.01486,400,2730,0.01032,0.01940
2015,Urban regions,I'm not sure yet,0.00687,200,2730,0.00377,0.00997
2015,Rural regions,Full-time,0.03885,516,1305,0.02836,0.04934
2015,Rural regions,Part-time,0.02836,475,1305,0.01935,0.03737
2015,Rural regions,Either,0.01602,221,1305,0.00921,0.02284
2015,Rural regions,I'm not sure yet,0.00731,93,1305,0.00269,0.01193
2016,Urban regions,Full-time,0.04248,886,2262,0.03416,0.05079
2016,Urban regions,Part-time,0.03317,864,2262,0.02579,0.04055
2016,Urban regions,Either,0.01383,322,2262,0.00901,0.01864
2016,Urban regions,I'm not sure yet,0.00827,190,2262,0.00454,0.01200
2016,Rural regions,Full-time,0.03763,414,1052,0.02613,0.04914
2016,Rural regions,Part-time,0.02350,365,1052,0.01434,0.03266
2016,Rural regions,Either,0.01627,194,1052,0.00862,0.02392
2016,Rural regions,I'm not sure yet,0.00754,79,1052,0.00231,0.01277
2017,Urban regions,Full-time,0.04024,1490,3488,0.03372,0.04677
2017,Urban regions,Part-time,0.03575,1204,3488,0.02958,0.04191
2017,Urban regions,Either,0.01585,507,3488,0.01170,0.01999
2017,Urban regions,I'm not sure yet,0.00832,287,3488,0.00530,0.01133
2017,Rural regions,Full-time,0.03616,654,1505,0.02673,0.04560
2017,Rural regions,Part-time,0.02186,477,1505,0.01447,0.02925
2017,Rural regions,Either,0.01493,255,1505,0.00880,0.02106
2017,Rural regions,I'm not sure yet,0.00532,119,1505,0.00164,0.00899
2018,Urban regions,Full-time,0.03966,1675,3854,0.03350,0.04582
2018,Urban regions,Part-time,0.03250,1314,3854,0.02690,0.03810
2018,Urban regions,Either,0.01354,502,3854,0.00989,0.01719
2018,Urban regions,I'm not sure yet,0.00911,363,3854,0.00611,0.01211
2018,Rural regions,Full-time,0.03196,660,1592,0.02332,0.04061
2018,Rural regions,Part-time,0.02632,516,1592,0.01845,0.03418
2018,Rural regions,Either,0.01416,277,1592,0.00836,0.01997
2018,Rural regions,I'm not sure yet,0.00654,139,1592,0.00258,0.01051
2019,Urban regions,Full-time,0.03434,1316,3223,0.02805,0.04063
2019,Urban regions,Part-time,0.03346,1224,3223,0.02725,0.03967
2019,Urban regions,Either,0.01273,372,3223,0.00886,0.01660
2019,Urban regions,I'm not sure yet,0.00827,311,3223,0.00514,0.01140
2019,Rural regions,Full-time,0.03135,543,1334,0.02200,0.04071
2019,Rural regions,Part-time,0.02626,505,1334,0.01768,0.03485
2019,Rural regions,Either,0.01129,179,1334,0.00562,0.01696
2019,Rural regions,I'm not sure yet,0.00489,107,1334,0.00115,0.00864
2020,Urban regions,Full-time,0.03264,1302,3235,0.02652,0.03877
2020,Urban regions,Part-time,0.03200,1114,3235,0.02593,0.03807
2020,Urban regions,Either,0.01282,442,3235,0.00895,0.01670
2020,Urban regions,I'm not sure yet,0.01227,377,3235,0.00848,0.01607
2020,Rural regions,Full-time,0.03038,516,1291,0.02101,0.03974
2020,Rural regions,Part-time,0.02230,440,1291,0.01424,0.03036
2020,Rural regions,Either,0.01232,177,1291,0.00630,0.01834
2020,Rural regions,I'm not sure yet,0.00989,158,1291,0.00449,0.01529
2021,Urban regions,Full-time,0.03190,703,2232,0.02461,0.03919
2021,Urban regions,Part-time,0.03601,873,2232,0.02828,0.04375
2021,Urban regions,Either,0.01814,423,2232,0.01260,0.02368
2021,Urban regions,I'm not sure yet,0.01011,233,2232,0.00596,0.01426
2021,Rural regions,Full-time,0.02452,252,776,0.01363,0.03541
2021,Rural regions,Part-time,0.02637,296,776,0.01509,0.03766
2021,Rural regions,Either,0.01312,157,776,0.00511,0.02113
2021,Rural regions,I'm not sure yet,0.00655,71,776,0.00087,0.01222
