year,sex,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,male,Full-time,0.06675,614,728,0.04860,0.08489
1995,male,Either,0.00802,75,728,0.00154,0.01451
1995,male,I'm not sure yet,0.00450,39,728,-0.00037,0.00936
1995,female,Full-time,0.04055,444,1382,0.03014,0.05095
1995,female,Part-time,0.06448,585,1382,0.05153,0.07743
1995,female,Either,0.02233,234,1382,0.01453,0.03012
1995,female,I'm not sure yet,0.01161,119,1382,0.00596,0.01726
1996,male,Full-time,0.06679,629,753,0.04894,0.08463
1996,male,Either,0.00950,80,753,0.00257,0.01644
1996,male,I'm not sure yet,0.00490,44,753,-0.00009,0.00989
1996,female,Full-time,0.03831,415,1358,0.02810,0.04853
1996,female,Part-time,0.06696,562,1358,0.05366,0.08026
1996,female,Either,0.02374,248,1358,0.01564,0.03183
1996,female,I'm not sure yet,0.01338,133,1358,0.00727,0.01950
1997,male,Full-time,0.06665,606,787,0.04921,0.08409
1997,male,Part-time,0.00486,33,787,-0.00000,0.00972
1997,male,Either,0.01268,105,787,0.00485,0.02050
1997,male,I'm not sure yet,0.00532,43,787,0.00023,0.01040
1997,female,Full-time,0.03961,386,1333,0.02914,0.05009
1997,female,Part-time,0.06521,584,1333,0.05195,0.07847
1997,female,Either,0.02492,253,1333,0.01655,0.03329
1997,female,I'm not sure yet,0.01299,110,1333,0.00691,0.01907
1998,male,Full-time,0.06400,646,849,0.04753,0.08047
1998,male,Part-time,0.00420,31,849,-0.00015,0.00856
1998,male,Either,0.01393,114,849,0.00604,0.02182
1998,male,I'm not sure yet,0.00632,58,849,0.00099,0.01166
1998,female,Full-time,0.03798,394,1377,0.02788,0.04808
1998,female,Part-time,0.06180,607,1377,0.04908,0.07452
1998,female,Either,0.02234,239,1377,0.01453,0.03015
1998,female,I'm not sure yet,0.01200,137,1377,0.00625,0.01775
1999,male,Full-time,0.05570,529,676,0.03840,0.07300
1999,male,Either,0.01250,103,676,0.00412,0.02089
1999,male,I'm not sure yet,0.00559,44,676,-0.00003,0.01122
1999,female,Full-time,0.03590,371,1227,0.02549,0.04631
1999,female,Part-time,0.05491,506,1227,0.04216,0.06766
1999,female,Either,0.01872,208,1227,0.01113,0.02631
1999,female,I'm not sure yet,0.01239,142,1227,0.00620,0.01858
2000,male,Full-time,0.05772,924,1204,0.04454,0.07090
2000,male,Part-time,0.00377,52,1204,0.00031,0.00724
2000,male,Either,0.00982,153,1204,0.00425,0.01539
2000,male,I'm not sure yet,0.00502,75,1204,0.00103,0.00901
2000,female,Full-time,0.03423,652,2170,0.02658,0.04188
2000,female,Part-time,0.05652,985,2170,0.04681,0.06624
2000,female,Either,0.01996,341,2170,0.01407,0.02584
2000,female,I'm not sure yet,0.01126,192,2170,0.00682,0.01570
2001,male,Full-time,0.06091,845,1090,0.04670,0.07511
2001,male,Part-time,0.00386,55,1090,0.00018,0.00754
2001,male,Either,0.00832,105,1090,0.00293,0.01372
2001,male,I'm not sure yet,0.00569,85,1090,0.00122,0.01015
2001,female,Full-time,0.03738,626,1915,0.02889,0.04588
2001,female,Part-time,0.05457,831,1915,0.04439,0.06474
2001,female,Either,0.01584,261,1915,0.01025,0.02144
2001,female,I'm not sure yet,0.01202,197,1915,0.00714,0.01690
2002,male,Full-time,0.06914,944,1241,0.05502,0.08326
2002,male,Part-time,0.00619,80,1241,0.00182,0.01056
2002,male,Either,0.01038,138,1241,0.00474,0.01602
2002,male,I'm not sure yet,0.00458,79,1241,0.00082,0.00833
2002,female,Full-time,0.03900,634,1959,0.03043,0.04758
2002,female,Part-time,0.05893,847,1959,0.04850,0.06936
2002,female,Either,0.01857,307,1959,0.01259,0.02455
2002,female,I'm not sure yet,0.01033,171,1959,0.00585,0.01480
2003,male,Full-time,0.07145,958,1273,0.05729,0.08561
2003,male,Part-time,0.00576,81,1273,0.00160,0.00991
2003,male,Either,0.01261,155,1273,0.00648,0.01874
2003,male,I'm not sure yet,0.00589,79,1273,0.00169,0.01010
2003,female,Full-time,0.03857,597,1833,0.02975,0.04739
2003,female,Part-time,0.05390,760,1833,0.04356,0.06424
2003,female,Either,0.01968,296,1833,0.01332,0.02604
2003,female,I'm not sure yet,0.01006,180,1833,0.00549,0.01463
2004,male,Full-time,0.07706,964,1304,0.06258,0.09154
2004,male,Part-time,0.00805,89,1304,0.00320,0.01291
2004,male,Either,0.01649,180,1304,0.00958,0.02341
2004,male,I'm not sure yet,0.00523,71,1304,0.00131,0.00915
2004,female,Full-time,0.04017,631,1891,0.03132,0.04903
2004,female,Part-time,0.05258,748,1891,0.04252,0.06264
2004,female,Either,0.02329,333,1891,0.01649,0.03010
2004,female,I'm not sure yet,0.01119,179,1891,0.00645,0.01593
2005,male,Full-time,0.07459,885,1245,0.05999,0.08919
2005,male,Part-time,0.00565,70,1245,0.00148,0.00981
2005,male,Either,0.01919,204,1245,0.01156,0.02681
2005,male,I'm not sure yet,0.00626,86,1245,0.00188,0.01065
2005,female,Full-time,0.04494,636,1836,0.03546,0.05442
2005,female,Part-time,0.05317,711,1836,0.04290,0.06343
2005,female,Either,0.02649,330,1836,0.01914,0.03384
2005,female,I'm not sure yet,0.01066,159,1836,0.00596,0.01536
2006,male,Full-time,0.06917,854,1192,0.05476,0.08358
2006,male,Part-time,0.00714,88,1192,0.00236,0.01192
2006,male,Either,0.01731,185,1192,0.00990,0.02471
2006,male,I'm not sure yet,0.00431,65,1192,0.00059,0.00803
2006,female,Full-time,0.03859,575,1880,0.02988,0.04730
2006,female,Part-time,0.06271,832,1880,0.05175,0.07367
2006,female,Either,0.02648,360,1880,0.01922,0.03375
2006,female,I'm not sure yet,0.00647,113,1880,0.00284,0.01009
2007,male,Full-time,0.05453,652,971,0.04024,0.06882
2007,male,Part-time,0.00865,87,971,0.00282,0.01448
2007,male,Either,0.01788,170,971,0.00954,0.02622
2007,male,I'm not sure yet,0.00425,62,971,0.00015,0.00834
2007,female,Full-time,0.03697,501,1609,0.02775,0.04619
2007,female,Part-time,0.05179,655,1609,0.04096,0.06262
2007,female,Either,0.02631,325,1609,0.01848,0.03413
2007,female,I'm not sure yet,0.00933,128,1609,0.00463,0.01403
2008,male,Full-time,0.05447,600,888,0.03954,0.06941
2008,male,Part-time,0.00661,75,888,0.00128,0.01194
2008,male,Either,0.01537,143,888,0.00727,0.02347
2008,male,I'm not sure yet,0.00596,70,888,0.00089,0.01102
2008,female,Full-time,0.03400,447,1396,0.02449,0.04352
2008,female,Part-time,0.04583,570,1396,0.03485,0.05680
2008,female,Either,0.02218,265,1396,0.01445,0.02991
2008,female,I'm not sure yet,0.00757,114,1396,0.00302,0.01212
2009,male,Full-time,0.05927,585,869,0.04356,0.07497
2009,male,Part-time,0.00727,80,869,0.00162,0.01292
2009,male,Either,0.01623,141,869,0.00782,0.02463
2009,male,I'm not sure yet,0.00541,63,869,0.00053,0.01029
2009,female,Full-time,0.03289,400,1210,0.02284,0.04294
2009,female,Part-time,0.04278,490,1210,0.03137,0.05418
2009,female,Either,0.02284,231,1210,0.01442,0.03126
2009,female,I'm not sure yet,0.00684,89,1210,0.00219,0.01149
2010,male,Full-time,0.06787,898,1226,0.05378,0.08195
2010,male,Part-time,0.00780,103,1226,0.00287,0.01273
2010,male,Either,0.01290,158,1226,0.00658,0.01922
2010,male,I'm not sure yet,0.00603,67,1226,0.00169,0.01036
2010,female,Full-time,0.03385,700,3176,0.02756,0.04014
2010,female,Part-time,0.04886,1890,3176,0.04136,0.05636
2010,female,Either,0.02241,461,3176,0.01726,0.02755
2010,female,I'm not sure yet,0.00678,125,3176,0.00393,0.00964
2011,male,Full-time,0.05529,922,1291,0.04282,0.06777
2011,male,Part-time,0.00804,120,1291,0.00317,0.01292
2011,male,Either,0.01180,180,1291,0.00591,0.01770
2011,male,I'm not sure yet,0.00385,69,1291,0.00047,0.00723
2011,female,Full-time,0.03702,771,3022,0.03028,0.04375
2011,female,Part-time,0.04697,1674,3022,0.03942,0.05451
2011,female,Either,0.01644,428,3022,0.01190,0.02097
2011,female,I'm not sure yet,0.00674,149,3022,0.00382,0.00966
2012,male,Full-time,0.05578,864,1254,0.04307,0.06848
2012,male,Part-time,0.01037,157,1254,0.00476,0.01598
2012,male,Either,0.01265,151,1254,0.00646,0.01884
2012,male,I'm not sure yet,0.00615,82,1254,0.00182,0.01048
2012,female,Full-time,0.03519,722,2731,0.02828,0.04211
2012,female,Part-time,0.04867,1470,2731,0.04060,0.05674
2012,female,Either,0.01718,361,2731,0.01230,0.02205
2012,female,I'm not sure yet,0.00878,178,2731,0.00528,0.01228
2013,male,Full-time,0.05849,1114,1612,0.04703,0.06995
2013,male,Part-time,0.01045,180,1612,0.00549,0.01542
2013,male,Either,0.01256,223,1612,0.00712,0.01799
2013,male,I'm not sure yet,0.00520,95,1612,0.00169,0.00871
2013,female,Full-time,0.03436,896,3177,0.02802,0.04069
2013,female,Part-time,0.04909,1651,3177,0.04158,0.05661
2013,female,Either,0.01730,457,3177,0.01276,0.02183
2013,female,I'm not sure yet,0.00902,173,3177,0.00573,0.01231
2014,male,Full-time,0.05661,890,1343,0.04425,0.06898
2014,male,Part-time,0.01247,187,1343,0.00653,0.01841
2014,male,Either,0.01231,194,1343,0.00641,0.01821
2014,male,I'm not sure yet,0.00384,72,1343,0.00053,0.00714
2014,female,Full-time,0.02979,663,2573,0.02322,0.03637
2014,female,Part-time,0.05212,1363,2573,0.04353,0.06071
2014,female,Either,0.01705,368,2573,0.01205,0.02205
2014,female,I'm not sure yet,0.00971,179,2573,0.00592,0.01350
2015,male,Full-time,0.05682,936,1391,0.04465,0.06899
2015,male,Part-time,0.00979,163,1391,0.00461,0.01496
2015,male,Either,0.01466,211,1391,0.00835,0.02098
2015,male,I'm not sure yet,0.00527,81,1391,0.00146,0.00908
2015,female,Full-time,0.03108,707,2644,0.02446,0.03769
2015,female,Part-time,0.04974,1315,2644,0.04145,0.05803
2015,female,Either,0.01578,410,2644,0.01103,0.02054
2015,female,I'm not sure yet,0.00870,212,2644,0.00516,0.01225
2016,male,Full-time,0.05125,741,1159,0.03855,0.06396
2016,male,Part-time,0.01096,129,1159,0.00496,0.01695
2016,male,Either,0.01466,198,1159,0.00774,0.02159
2016,male,I'm not sure yet,0.00569,91,1159,0.00136,0.01003
2016,female,Full-time,0.03083,559,2155,0.02353,0.03813
2016,female,Part-time,0.04881,1100,2155,0.03971,0.05791
2016,female,Either,0.01456,318,2155,0.00950,0.01962
2016,female,I'm not sure yet,0.01034,178,2155,0.00606,0.01461
2017,male,Full-time,0.05106,1437,2130,0.04171,0.06041
2017,male,Part-time,0.01240,228,2130,0.00770,0.01710
2017,male,Either,0.01669,333,2130,0.01125,0.02213
2017,male,I'm not sure yet,0.00577,132,2130,0.00255,0.00898
2017,female,Full-time,0.02708,707,2863,0.02113,0.03303
2017,female,Part-time,0.05007,1453,2863,0.04208,0.05806
2017,female,Either,0.01445,429,2863,0.01008,0.01882
2017,female,I'm not sure yet,0.00896,274,2863,0.00551,0.01242
2018,male,Full-time,0.04688,1546,2294,0.03823,0.05553
2018,male,Part-time,0.01254,281,2294,0.00798,0.01709
2018,male,Either,0.01258,309,2294,0.00802,0.01714
2018,male,I'm not sure yet,0.00653,158,2294,0.00323,0.00982
2018,female,Full-time,0.02783,789,3152,0.02208,0.03357
2018,female,Part-time,0.04827,1549,3152,0.04079,0.05576
2018,female,Either,0.01487,470,3152,0.01065,0.01910
2018,female,I'm not sure yet,0.01006,344,3152,0.00658,0.01354
2019,male,Full-time,0.04276,1239,1904,0.03367,0.05184
2019,male,Part-time,0.01348,284,1904,0.00830,0.01866
2019,male,Either,0.01178,233,1904,0.00693,0.01663
2019,male,I'm not sure yet,0.00567,148,1904,0.00229,0.00904
2019,female,Full-time,0.02491,651,2732,0.01906,0.03075
2019,female,Part-time,0.04906,1470,2732,0.04095,0.05716
2019,female,Either,0.01336,337,2732,0.00905,0.01767
2019,female,I'm not sure yet,0.00876,274,2732,0.00526,0.01225
2020,male,Full-time,0.04134,1160,1846,0.03226,0.05043
2020,male,Part-time,0.01348,264,1846,0.00822,0.01875
2020,male,Either,0.01077,234,1846,0.00606,0.01548
2020,male,I'm not sure yet,0.00882,188,1846,0.00455,0.01309
2020,female,Full-time,0.02259,656,2677,0.01696,0.02822
2020,female,Part-time,0.04403,1289,2677,0.03626,0.05181
2020,female,Either,0.01453,385,2677,0.01000,0.01907
2020,female,I'm not sure yet,0.01416,347,2677,0.00969,0.01864
2021,male,Full-time,0.03784,584,1152,0.02681,0.04886
2021,male,Part-time,0.01630,232,1152,0.00898,0.02361
2021,male,Either,0.01427,252,1152,0.00742,0.02113
2021,male,I'm not sure yet,0.00585,84,1152,0.00145,0.01026
2021,female,Full-time,0.02138,370,1853,0.01479,0.02797
2021,female,Part-time,0.04926,936,1853,0.03940,0.05911
2021,female,Either,0.01873,327,1853,0.01256,0.02491
2021,female,I'm not sure yet,0.01203,220,1853,0.00707,0.01700
