"year","quintil","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1999","2","Laendlicher Raum","0.96","0.5","2066","0.91","1.01"
"1999","2","Staedtischer Raum","0.87","0","3237","0.83","0.91"
"1999","3","Laendlicher Raum","0.66","0","1231","0.61","0.71"
"1999","3","Staedtischer Raum","0.79","0","2432","0.75","0.83"
"1999","4","Laendlicher Raum","0.36","0","691","0.3","0.42"
"1999","4","Staedtischer Raum","0.48","0","1747","0.44","0.52"
"1999","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.67","0","281","0.54","0.8"
"1999","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.32","0","1045","0.28","0.36"
"2000","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.14","0.5","3506","1.1","1.18"
"2000","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.07","0.5","5183","1.03","1.11"
"2000","2","Laendlicher Raum","0.84","0","3437","0.8","0.88"
"2000","2","Staedtischer Raum","0.91","0.5","5277","0.88","0.94"
"2000","3","Laendlicher Raum","0.64","0","2264","0.6","0.68"
"2000","3","Staedtischer Raum","0.71","0","4474","0.68","0.74"
"2000","4","Laendlicher Raum","0.54","0","1325","0.49","0.59"
"2000","4","Staedtischer Raum","0.48","0","3427","0.45","0.51"
"2000","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.29","0","617","0.23","0.35"
"2000","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.38","0","2297","0.35","0.41"
"2001","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.15","0.5","2945","1.1","1.2"
"2001","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.05","0.5","4332","1.01","1.09"
"2001","2","Laendlicher Raum","0.85","0","2971","0.81","0.89"
"2001","2","Staedtischer Raum","0.94","0.5","4676","0.91","0.97"
"2001","3","Laendlicher Raum","0.59","0","2117","0.55","0.63"
"2001","3","Staedtischer Raum","0.71","0","4188","0.68","0.74"
"2001","4","Laendlicher Raum","0.48","0","1318","0.43","0.53"
"2001","4","Staedtischer Raum","0.52","0","3318","0.49","0.55"
"2001","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.28","0","625","0.22","0.34"
"2001","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.35","0","2238","0.32","0.38"
"2002","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.13","0.5","2521","1.08","1.18"
"2002","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.01","0.5","3725","0.97","1.05"
"2002","2","Laendlicher Raum","0.89","0","2494","0.85","0.93"
"2002","2","Staedtischer Raum","0.96","0.5","4086","0.92","1"
"2002","3","Laendlicher Raum","0.64","0","2091","0.6","0.68"
"2002","3","Staedtischer Raum","0.79","0","3874","0.76","0.82"
"2002","4","Laendlicher Raum","0.46","0","1848","0.41","0.51"
"2002","4","Staedtischer Raum","0.42","0","4011","0.39","0.45"
"2002","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.41","0","1169","0.35","0.47"
"2002","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.4","0","4297","0.37","0.43"
"2003","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.06","0.5","2342","1.01","1.11"
"2003","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.02","0.5","3438","0.98","1.06"
"2003","2","Laendlicher Raum","0.87","0","2314","0.83","0.91"
"2003","2","Staedtischer Raum","0.97","0.5","3812","0.93","1.01"
"2003","3","Laendlicher Raum","0.69","0","2167","0.65","0.73"
"2003","3","Staedtischer Raum","0.78","0","3965","0.75","0.81"
"2003","4","Laendlicher Raum","0.47","0","1768","0.43","0.51"
"2003","4","Staedtischer Raum","0.43","0","4070","0.4","0.46"
"2003","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.32","0","1049","0.26","0.38"
"2003","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.41","0","3867","0.38","0.44"
"2004","1 Einkommensschwächstes Quintil","Laendlicher Raum","1.03","0.5","2240","0.98","1.08"
"2004","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.98","0.5","3325","0.94","1.02"
"2004","2","Laendlicher Raum","0.81","0","2208","0.76","0.86"
"2004","2","Staedtischer Raum","0.96","0.5","3715","0.92","1"
"2004","3","Laendlicher Raum","0.62","0","2111","0.58","0.66"
"2004","3","Staedtischer Raum","0.75","0","3776","0.72","0.78"
"2004","4","Laendlicher Raum","0.48","0","1722","0.44","0.52"
"2004","4","Staedtischer Raum","0.44","0","3965","0.41","0.47"
"2004","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.33","0","1085","0.27","0.39"
"2004","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.39","0","3784","0.36","0.42"
"2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.98","0.5","2197","0.93","1.03"
"2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.95","0.5","3190","0.9","1"
"2005","2","Laendlicher Raum","0.83","0","2069","0.78","0.88"
"2005","2","Staedtischer Raum","0.9","0","3425","0.86","0.94"
"2005","3","Laendlicher Raum","0.65","0","1941","0.61","0.69"
"2005","3","Staedtischer Raum","0.78","0","3598","0.75","0.81"
"2005","4","Laendlicher Raum","0.48","0","1671","0.43","0.53"
"2005","4","Staedtischer Raum","0.46","0","3784","0.43","0.49"
"2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.3","0","1076","0.24","0.36"
"2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.37","0","3755","0.34","0.4"
"2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.97","0.5","2428","0.92","1.02"
"2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.9","0","3290","0.86","0.94"
"2006","2","Laendlicher Raum","0.76","0","2285","0.71","0.81"
"2006","2","Staedtischer Raum","0.93","0","3644","0.89","0.97"
"2006","3","Laendlicher Raum","0.69","0","2183","0.65","0.73"
"2006","3","Staedtischer Raum","0.71","0","3731","0.68","0.74"
"2006","4","Laendlicher Raum","0.46","0","1828","0.41","0.51"
"2006","4","Staedtischer Raum","0.47","0","4230","0.44","0.5"
"2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.34","0","1129","0.29","0.39"
"2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.4","0","3920","0.37","0.43"
"2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.85","0","2034","0.8","0.9"
"2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.89","0","2862","0.85","0.93"
"2007","2","Laendlicher Raum","0.73","0","2185","0.69","0.77"
"2007","2","Staedtischer Raum","0.88","0","3228","0.84","0.92"
"2007","3","Laendlicher Raum","0.66","0","2100","0.62","0.7"
"2007","3","Staedtischer Raum","0.77","0","3505","0.74","0.8"
"2007","4","Laendlicher Raum","0.46","0","1744","0.42","0.5"
"2007","4","Staedtischer Raum","0.47","0","3992","0.44","0.5"
"2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.36","0","1098","0.3","0.42"
"2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.45","0","3867","0.42","0.48"
"2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.82","0","1775","0.76","0.88"
"2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.81","0","2509","0.77","0.85"
"2008","2","Laendlicher Raum","0.69","0","1869","0.64","0.74"
"2008","2","Staedtischer Raum","0.87","0","2807","0.83","0.91"
"2008","3","Laendlicher Raum","0.63","0","1958","0.59","0.67"
"2008","3","Staedtischer Raum","0.75","0","3441","0.72","0.78"
"2008","4","Laendlicher Raum","0.49","0","1857","0.45","0.53"
"2008","4","Staedtischer Raum","0.45","0","3691","0.42","0.48"
"2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.37","0","1104","0.31","0.43"
"2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.45","0","3866","0.42","0.48"
"2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.7","0","1543","0.64","0.76"
"2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.74","0","2235","0.69","0.79"
"2009","2","Laendlicher Raum","0.73","0","1739","0.68","0.78"
"2009","2","Staedtischer Raum","0.87","0","2569","0.82","0.92"
"2009","3","Laendlicher Raum","0.72","0","1935","0.67","0.77"
"2009","3","Staedtischer Raum","0.68","0","2939","0.64","0.72"
"2009","4","Laendlicher Raum","0.45","0","1755","0.41","0.49"
"2009","4","Staedtischer Raum","0.52","0","3598","0.49","0.55"
"2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.38","0","1210","0.32","0.44"
"2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.44","0","3698","0.41","0.47"
"2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.78","0","3255","0.73","0.83"
"2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.87","0","4878","0.83","0.91"
"2010","2","Laendlicher Raum","0.74","0","3310","0.7","0.78"
"2010","2","Staedtischer Raum","0.75","0","5049","0.72","0.78"
"2010","3","Laendlicher Raum","0.58","0","2727","0.53","0.63"
"2010","3","Staedtischer Raum","0.71","0","4494","0.67","0.75"
"2010","4","Laendlicher Raum","0.48","0","2374","0.44","0.52"
"2010","4","Staedtischer Raum","0.5","0","4931","0.47","0.53"
"2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.45","0","1476","0.4","0.5"
"2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.42","0","4974","0.39","0.45"
"2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.73","0","3582","0.68","0.78"
"2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.82","0","4995","0.78","0.86"
"2011","2","Laendlicher Raum","0.78","0","3670","0.74","0.82"
"2011","2","Staedtischer Raum","0.83","0","5599","0.79","0.87"
"2011","3","Laendlicher Raum","0.64","0","3487","0.6","0.68"
"2011","3","Staedtischer Raum","0.68","0","5258","0.65","0.71"
"2011","4","Laendlicher Raum","0.51","0","3123","0.47","0.55"
"2011","4","Staedtischer Raum","0.56","0","6173","0.53","0.59"
"2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.42","0","1959","0.37","0.47"
"2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.45","0","6155","0.42","0.48"
"2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.7","0","2954","0.65","0.75"
"2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.84","0","4183","0.79","0.89"
"2012","2","Laendlicher Raum","0.75","0","3538","0.7","0.8"
"2012","2","Staedtischer Raum","0.82","0","5033","0.78","0.86"
"2012","3","Laendlicher Raum","0.62","0","3588","0.58","0.66"
"2012","3","Staedtischer Raum","0.72","0","5254","0.68","0.76"
"2012","4","Laendlicher Raum","0.51","0","3194","0.47","0.55"
"2012","4","Staedtischer Raum","0.55","0","6127","0.52","0.58"
"2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.44","0","2180","0.39","0.49"
"2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.45","0","6354","0.42","0.48"
"2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.7","0","3119","0.65","0.75"
"2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.92","0","5662","0.88","0.96"
"2013","2","Laendlicher Raum","0.79","0","3495","0.74","0.84"
"2013","2","Staedtischer Raum","0.88","0","6124","0.84","0.92"
"2013","3","Laendlicher Raum","0.59","0","3557","0.55","0.63"
"2013","3","Staedtischer Raum","0.66","0","5789","0.63","0.69"
"2013","4","Laendlicher Raum","0.48","0","3665","0.44","0.52"
"2013","4","Staedtischer Raum","0.55","0","6893","0.52","0.58"
"2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.44","0","2315","0.4","0.48"
"2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.44","0","7045","0.41","0.47"
"2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.71","0","2419","0.65","0.77"
"2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.95","0","4122","0.9","1"
"2014","2","Laendlicher Raum","0.79","0","3012","0.74","0.84"
"2014","2","Staedtischer Raum","0.91","0","4833","0.87","0.95"
"2014","3","Laendlicher Raum","0.59","0","3147","0.55","0.63"
"2014","3","Staedtischer Raum","0.7","0","5095","0.67","0.73"
"2014","4","Laendlicher Raum","0.47","0","3463","0.43","0.51"
"2014","4","Staedtischer Raum","0.53","0","6174","0.5","0.56"
"2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.44","0","2323","0.39","0.49"
"2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.46","0","6919","0.43","0.49"
"2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.71","0","2365","0.65","0.77"
"2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.91","0","4202","0.86","0.96"
"2015","2","Laendlicher Raum","0.86","0","2718","0.81","0.91"
"2015","2","Staedtischer Raum","0.87","0","4499","0.83","0.91"
"2015","3","Laendlicher Raum","0.61","0","3076","0.57","0.65"
"2015","3","Staedtischer Raum","0.7","0","4902","0.67","0.73"
"2015","4","Laendlicher Raum","0.47","0","3433","0.43","0.51"
"2015","4","Staedtischer Raum","0.56","0","6115","0.53","0.59"
"2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.47","0","2532","0.43","0.51"
"2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.45","0","7208","0.42","0.48"
"2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.73","0","4348","0.68","0.78"
"2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.02","0","8584","0.98","1.06"
"2016","2","Laendlicher Raum","0.89","0","2410","0.83","0.95"
"2016","2","Staedtischer Raum","0.92","0","4047","0.87","0.97"
"2016","3","Laendlicher Raum","0.66","0","2658","0.61","0.71"
"2016","3","Staedtischer Raum","0.7","0","4218","0.66","0.74"
"2016","4","Laendlicher Raum","0.49","0","3359","0.45","0.53"
"2016","4","Staedtischer Raum","0.54","0","5916","0.51","0.57"
"2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.47","0","2586","0.43","0.51"
"2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.49","0","6962","0.46","0.52"
"2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.85","0","4824","0.8","0.9"
"2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","1.09","0","9380","1.05","1.13"
"2017","2","Laendlicher Raum","0.82","0","2361","0.76","0.88"
"2017","2","Staedtischer Raum","0.94","0","4190","0.89","0.99"
"2017","3","Laendlicher Raum","0.65","0","2896","0.6","0.7"
"2017","3","Staedtischer Raum","0.71","0","4468","0.67","0.75"
"2017","4","Laendlicher Raum","0.52","0","3775","0.49","0.55"
"2017","4","Staedtischer Raum","0.58","0","6412","0.55","0.61"
"2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.49","0","3306","0.45","0.53"
"2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.48","0","8541","0.46","0.5"
"2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.67","0","3893","0.61","0.73"
"2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.98","0","8386","0.94","1.02"
"2018","2","Laendlicher Raum","0.88","0","2144","0.81","0.95"
"2018","2","Staedtischer Raum","0.98","0","4180","0.93","1.03"
"2018","3","Laendlicher Raum","0.76","0","2737","0.71","0.81"
"2018","3","Staedtischer Raum","0.79","0","4348","0.75","0.83"
"2018","4","Laendlicher Raum","0.58","0","3755","0.54","0.62"
"2018","4","Staedtischer Raum","0.56","0","6615","0.53","0.59"
"2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.45","0","3445","0.42","0.48"
"2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.48","0","8640","0.46","0.5"
"2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.78","0","3082","0.71","0.85"
"2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.94","0","6906","0.9","0.98"
"2019","2","Laendlicher Raum","0.8","0","1993","0.72","0.88"
"2019","2","Staedtischer Raum","0.97","0","3872","0.92","1.02"
"2019","3","Laendlicher Raum","0.78","0","2481","0.73","0.83"
"2019","3","Staedtischer Raum","0.73","0","3703","0.69","0.77"
"2019","4","Laendlicher Raum","0.63","0","3830","0.6","0.66"
"2019","4","Staedtischer Raum","0.58","0","6194","0.55","0.61"
"2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.47","0","4569","0.44","0.5"
"2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.54","0","11232","0.52","0.56"
"2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","0.88","0","2770","0.81","0.95"
"2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","0.98","0","6986","0.94","1.02"
"2020","2","Laendlicher Raum","0.87","0","2111","0.79","0.95"
"2020","2","Staedtischer Raum","0.9","0","5239","0.86","0.94"
"2020","3","Laendlicher Raum","0.91","0","2389","0.85","0.97"
"2020","3","Staedtischer Raum","0.78","0","4102","0.73","0.83"
"2020","4","Laendlicher Raum","0.6","0","3819","0.57","0.63"
"2020","4","Staedtischer Raum","0.6","0","6731","0.57","0.63"
"2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","0.51","0","4574","0.48","0.54"
"2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","0.54","0","11210","0.52","0.56"
