"year","quintil","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2017","1 Einkommensschwächstes Quintil","Ostdeutschland","0.89","0","2582","0.82","0.96"
"2017","1 Einkommensschwächstes Quintil","Westdeutschland","1.04","0","11622","1.01","1.07"
"2017","2","Ostdeutschland","0.75","0","1425","0.68","0.82"
"2017","2","Westdeutschland","0.94","0","5126","0.9","0.98"
"2017","3","Ostdeutschland","0.56","0","1633","0.5","0.62"
"2017","3","Westdeutschland","0.72","0","5731","0.68","0.76"
"2017","4","Ostdeutschland","0.42","0","2113","0.37","0.47"
"2017","4","Westdeutschland","0.59","0","8074","0.57","0.61"
"2017","5 Einkommensstärkstes Quintil","Ostdeutschland","0.58","0","1625","0.53","0.63"
"2017","5 Einkommensstärkstes Quintil","Westdeutschland","0.47","0","10222","0.45","0.49"
"2018","1 Einkommensschwächstes Quintil","Ostdeutschland","0.71","0","2329","0.63","0.79"
"2018","1 Einkommensschwächstes Quintil","Westdeutschland","0.93","0","9950","0.89","0.97"
"2018","2","Ostdeutschland","0.95","0","1302","0.86","1.04"
"2018","2","Westdeutschland","0.94","0","5022","0.9","0.98"
"2018","3","Ostdeutschland","0.66","0","1595","0.6","0.72"
"2018","3","Westdeutschland","0.81","0","5490","0.77","0.85"
"2018","4","Ostdeutschland","0.47","0","2273","0.43","0.51"
"2018","4","Westdeutschland","0.59","0","8097","0.57","0.61"
"2018","5 Einkommensstärkstes Quintil","Ostdeutschland","0.53","0","1671","0.48","0.58"
"2018","5 Einkommensstärkstes Quintil","Westdeutschland","0.47","0","10414","0.45","0.49"
"2019","1 Einkommensschwächstes Quintil","Ostdeutschland","0.79","0","1898","0.7","0.88"
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","0.92","0","8147","0.88","0.96"
"2019","2","Ostdeutschland","0.73","0","1139","0.63","0.83"
"2019","2","Westdeutschland","0.96","0","4790","0.91","1.01"
"2019","3","Ostdeutschland","0.69","0","1416","0.63","0.75"
"2019","3","Westdeutschland","0.77","0","4865","0.73","0.81"
"2019","4","Ostdeutschland","0.53","0","2426","0.49","0.57"
"2019","4","Westdeutschland","0.61","0","7778","0.59","0.63"
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","0.54","0","2589","0.5","0.58"
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","0.51","0","13520","0.49","0.53"
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","0.95","0","1871","0.86","1.04"
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","0.94","0","7885","0.9","0.98"
"2020","2","Ostdeutschland","0.7","0","1162","0.61","0.79"
"2020","2","Westdeutschland","0.94","0","6188","0.9","0.98"
"2020","3","Ostdeutschland","0.7","0","1293","0.63","0.77"
"2020","3","Westdeutschland","0.86","0","5198","0.82","0.9"
"2020","4","Ostdeutschland","0.52","0","2244","0.48","0.56"
"2020","4","Westdeutschland","0.62","0","8306","0.6","0.64"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","0.53","0","2570","0.49","0.57"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","0.54","0","13214","0.52","0.56"
