"year","quintil","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1998","1 Einkommensschwächstes Quintil","Ostdeutschland","79.74","70.5","2078","78.39","81.09"
"1998","1 Einkommensschwächstes Quintil","Westdeutschland","92.85","84.5","4298","91.74","93.96"
"1998","2","Ostdeutschland","82.44","72.5","1402","80.74","84.14"
"1998","2","Westdeutschland","98.46","89.5","3717","97.23","99.69"
"1998","3","Ostdeutschland","83.44","69.5","898","81.18","85.7"
"1998","3","Westdeutschland","103.07","99","2671","101.56","104.58"
"1998","4","Ostdeutschland","95.62","81","387","90.83","100.41"
"1998","4","Westdeutschland","110.93","102.5","1983","109.06","112.8"
"1998","5 Einkommensstärkstes Quintil","Ostdeutschland","118.25","105","116","110.5","126"
"1998","5 Einkommensstärkstes Quintil","Westdeutschland","123.28","118.5","1040","120.22","126.34"
"1999","1 Einkommensschwächstes Quintil","Ostdeutschland","81.91","77.5","236","77.25","86.57"
"1999","1 Einkommensschwächstes Quintil","Westdeutschland","78.81","75.5","472","75.91","81.71"
"1999","2","Ostdeutschland","82.83","76","171","78.46","87.2"
"1999","2","Westdeutschland","95.59","91.5","421","90.54","100.64"
"1999","3","Ostdeutschland","81.29","72.5","92","73.75","88.83"
"1999","3","Westdeutschland","110.95","99","337","105.77","116.13"
"1999","4","Ostdeutschland","83.57","72","41","70.07","97.07"
"1999","4","Westdeutschland","104.46","88","227","97.82","111.1"
"1999","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"1999","5 Einkommensstärkstes Quintil","Westdeutschland","133.72","107.5","161","122.24","145.2"
"2000","1 Einkommensschwächstes Quintil","Ostdeutschland","77.86","70.5","1261","76.16","79.56"
"2000","1 Einkommensschwächstes Quintil","Westdeutschland","89.2","79.5","3303","87.91","90.49"
"2000","2","Ostdeutschland","85.63","76.5","1032","83.5","87.76"
"2000","2","Westdeutschland","101.35","95.5","3361","100.02","102.68"
"2000","3","Ostdeutschland","89.97","79","601","86.96","92.98"
"2000","3","Westdeutschland","108.12","99","2816","106.62","109.62"
"2000","4","Ostdeutschland","89.38","79.5","280","85.01","93.75"
"2000","4","Westdeutschland","111.97","104.5","2052","109.91","114.03"
"2000","5 Einkommensstärkstes Quintil","Ostdeutschland","118.97","103.5","124","108.74","129.2"
"2000","5 Einkommensstärkstes Quintil","Westdeutschland","123.03","118.5","1459","120.34","125.72"
"2001","1 Einkommensschwächstes Quintil","Ostdeutschland","70.52","67.5","287","68.07","72.97"
"2001","1 Einkommensschwächstes Quintil","Westdeutschland","85.34","81","632","82.43","88.25"
"2001","2","Ostdeutschland","91.42","89","181","85.6","97.24"
"2001","2","Westdeutschland","105.83","99.5","607","102.04","109.62"
"2001","3","Ostdeutschland","87.14","77","118","80.75","93.53"
"2001","3","Westdeutschland","103.94","89","516","99.72","108.16"
"2001","4","Ostdeutschland","94.54","94","77","88.92","100.16"
"2001","4","Westdeutschland","113.77","102.5","395","109.15","118.39"
"2001","5 Einkommensstärkstes Quintil","Ostdeutschland","106.91","99.5","36","94.56","119.26"
"2001","5 Einkommensstärkstes Quintil","Westdeutschland","118.43","111","236","113.06","123.8"
"2002","1 Einkommensschwächstes Quintil","Ostdeutschland","76.96","71.5","1845","75.63","78.29"
"2002","1 Einkommensschwächstes Quintil","Westdeutschland","91.18","83.5","4234","89.95","92.41"
"2002","2","Ostdeutschland","82.91","75.5","1731","81.36","84.46"
"2002","2","Westdeutschland","100.33","94.5","4762","99.21","101.45"
"2002","3","Ostdeutschland","86.27","79.5","1501","84.7","87.84"
"2002","3","Westdeutschland","103.69","99","4407","102.47","104.91"
"2002","4","Ostdeutschland","88.87","80.5","967","86.42","91.32"
"2002","4","Westdeutschland","108.82","99.5","4823","107.53","110.11"
"2002","5 Einkommensstärkstes Quintil","Ostdeutschland","125.89","111.5","561","121.45","130.33"
"2002","5 Einkommensstärkstes Quintil","Westdeutschland","125.44","119.5","4850","123.85","127.03"
"2003","1 Einkommensschwächstes Quintil","Ostdeutschland","79.17","71.5","1875","77.74","80.6"
"2003","1 Einkommensschwächstes Quintil","Westdeutschland","88.72","79.5","3867","87.49","89.95"
"2003","2","Ostdeutschland","84.12","76.5","1622","82.43","85.81"
"2003","2","Westdeutschland","98.53","91.5","4491","97.32","99.74"
"2003","3","Ostdeutschland","85.73","77.5","1487","84.02","87.44"
"2003","3","Westdeutschland","104.36","99.5","4619","103.14","105.58"
"2003","4","Ostdeutschland","90.24","83.5","1038","87.62","92.86"
"2003","4","Westdeutschland","107","99.5","4789","105.68","108.32"
"2003","5 Einkommensstärkstes Quintil","Ostdeutschland","122.4","108","501","117.22","127.58"
"2003","5 Einkommensstärkstes Quintil","Westdeutschland","125.46","119.5","4401","123.93","126.99"
"2004","1 Einkommensschwächstes Quintil","Ostdeutschland","80.38","73.5","1795","78.85","81.91"
"2004","1 Einkommensschwächstes Quintil","Westdeutschland","91.06","83.5","3735","89.6","92.52"
"2004","2","Ostdeutschland","82.37","74.5","1546","80.71","84.03"
"2004","2","Westdeutschland","99.78","94.5","4347","98.57","100.99"
"2004","3","Ostdeutschland","85.07","74.5","1432","83.16","86.98"
"2004","3","Westdeutschland","103.83","99.5","4437","102.67","104.99"
"2004","4","Ostdeutschland","91.57","83.5","1038","89.15","93.99"
"2004","4","Westdeutschland","107.52","99.5","4644","106.19","108.85"
"2004","5 Einkommensstärkstes Quintil","Ostdeutschland","113.33","99.5","541","108.6","118.06"
"2004","5 Einkommensstärkstes Quintil","Westdeutschland","126.82","119.5","4321","125.17","128.47"
"2005","1 Einkommensschwächstes Quintil","Ostdeutschland","79.88","74.5","1822","78.38","81.38"
"2005","1 Einkommensschwächstes Quintil","Westdeutschland","89.53","82.5","3552","88.11","90.95"
"2005","2","Ostdeutschland","82.21","74.5","1424","80.53","83.89"
"2005","2","Westdeutschland","101.1","97.5","4053","99.89","102.31"
"2005","3","Ostdeutschland","86.63","75.5","1364","84.79","88.47"
"2005","3","Westdeutschland","104.1","97.5","4165","102.82","105.38"
"2005","4","Ostdeutschland","90.62","81.5","960","87.98","93.26"
"2005","4","Westdeutschland","109.47","104.5","4488","108.13","110.81"
"2005","5 Einkommensstärkstes Quintil","Ostdeutschland","122.13","119","564","117.54","126.72"
"2005","5 Einkommensstärkstes Quintil","Westdeutschland","123.64","119.5","4267","121.98","125.3"
"2006","1 Einkommensschwächstes Quintil","Ostdeutschland","80.3","71.5","1882","78.7","81.9"
"2006","1 Einkommensschwächstes Quintil","Westdeutschland","85.92","78.5","3807","84.67","87.17"
"2006","2","Ostdeutschland","80.61","71.5","1489","78.9","82.32"
"2006","2","Westdeutschland","102.29","91.5","4418","100.94","103.64"
"2006","3","Ostdeutschland","87.45","79.5","1539","85.62","89.28"
"2006","3","Westdeutschland","103.75","99.5","4352","102.52","104.98"
"2006","4","Ostdeutschland","88.59","79.5","1073","85.89","91.29"
"2006","4","Westdeutschland","108.76","99.5","4979","107.46","110.06"
"2006","5 Einkommensstärkstes Quintil","Ostdeutschland","108.53","99","524","104.1","112.96"
"2006","5 Einkommensstärkstes Quintil","Westdeutschland","127.94","119","4520","126.24","129.64"
"2007","1 Einkommensschwächstes Quintil","Ostdeutschland","78.21","69.5","1557","76.24","80.18"
"2007","1 Einkommensschwächstes Quintil","Westdeutschland","89.89","79.5","3321","88.39","91.39"
"2007","2","Ostdeutschland","83.03","74.5","1539","81.36","84.7"
"2007","2","Westdeutschland","100.36","91.5","3862","99.06","101.66"
"2007","3","Ostdeutschland","87.82","77.5","1430","85.78","89.86"
"2007","3","Westdeutschland","106.26","99.5","4154","104.91","107.61"
"2007","4","Ostdeutschland","90.57","84.5","1027","88.22","92.92"
"2007","4","Westdeutschland","108.76","99.5","4690","107.5","110.02"
"2007","5 Einkommensstärkstes Quintil","Ostdeutschland","123.04","119.5","550","117.88","128.2"
"2007","5 Einkommensstärkstes Quintil","Westdeutschland","127.87","119.5","4406","126.13","129.61"
"2008","1 Einkommensschwächstes Quintil","Ostdeutschland","78.4","69.5","1419","76.68","80.12"
"2008","1 Einkommensschwächstes Quintil","Westdeutschland","89.99","80.5","2843","88.37","91.61"
"2008","2","Ostdeutschland","82.31","71.5","1351","80.42","84.2"
"2008","2","Westdeutschland","99.93","89.5","3312","98.44","101.42"
"2008","3","Ostdeutschland","87.74","77.5","1379","85.94","89.54"
"2008","3","Westdeutschland","107.23","99.5","4003","105.89","108.57"
"2008","4","Ostdeutschland","93.31","86.5","1069","91.01","95.61"
"2008","4","Westdeutschland","109.63","100.5","4457","108.36","110.9"
"2008","5 Einkommensstärkstes Quintil","Ostdeutschland","118.89","109.5","583","114.39","123.39"
"2008","5 Einkommensstärkstes Quintil","Westdeutschland","128.93","119.5","4383","127.2","130.66"
"2009","1 Einkommensschwächstes Quintil","Ostdeutschland","77.13","67.5","1209","75.23","79.03"
"2009","1 Einkommensschwächstes Quintil","Westdeutschland","86.82","79.5","2533","85.06","88.58"
"2009","2","Ostdeutschland","82.36","74.5","1326","80.64","84.08"
"2009","2","Westdeutschland","102.48","91","2968","100.85","104.11"
"2009","3","Ostdeutschland","89.59","79","1355","87.44","91.74"
"2009","3","Westdeutschland","107.76","99.5","3508","106.34","109.18"
"2009","4","Ostdeutschland","92.57","85.5","1092","90.41","94.73"
"2009","4","Westdeutschland","113.25","104.5","4250","111.87","114.63"
"2009","5 Einkommensstärkstes Quintil","Ostdeutschland","116.78","103.5","581","112.12","121.44"
"2009","5 Einkommensstärkstes Quintil","Westdeutschland","124.27","119.5","4318","122.67","125.87"
"2010","1 Einkommensschwächstes Quintil","Ostdeutschland","75.53","67.5","2217","74.15","76.91"
"2010","1 Einkommensschwächstes Quintil","Westdeutschland","88.34","79.5","5872","87.26","89.42"
"2010","2","Ostdeutschland","83.25","74.5","2006","81.67","84.83"
"2010","2","Westdeutschland","98.54","91.5","6322","97.53","99.55"
"2010","3","Ostdeutschland","87.53","74.5","1626","85.6","89.46"
"2010","3","Westdeutschland","108.79","99.5","5581","107.59","109.99"
"2010","4","Ostdeutschland","93.94","89.5","1347","91.76","96.12"
"2010","4","Westdeutschland","111.72","104.5","5932","110.55","112.89"
"2010","5 Einkommensstärkstes Quintil","Ostdeutschland","117.44","108","702","113.73","121.15"
"2010","5 Einkommensstärkstes Quintil","Westdeutschland","126.64","119","5736","125.2","128.08"
"2011","1 Einkommensschwächstes Quintil","Ostdeutschland","74.89","66.5","2446","73.42","76.36"
"2011","1 Einkommensschwächstes Quintil","Westdeutschland","88.32","79.5","6104","87.26","89.38"
"2011","2","Ostdeutschland","81.6","72.5","2101","80.07","83.13"
"2011","2","Westdeutschland","99.28","89.5","7147","98.29","100.27"
"2011","3","Ostdeutschland","88.69","77.5","1987","86.96","90.42"
"2011","3","Westdeutschland","106.05","99.5","6745","105","107.1"
"2011","4","Ostdeutschland","93.74","88.5","1675","91.69","95.79"
"2011","4","Westdeutschland","114.65","109.5","7605","113.57","115.73"
"2011","5 Einkommensstärkstes Quintil","Ostdeutschland","116.52","119","925","113.31","119.73"
"2011","5 Einkommensstärkstes Quintil","Westdeutschland","126.56","119.5","7183","125.24","127.88"
"2012","1 Einkommensschwächstes Quintil","Ostdeutschland","73.46","64.5","2091","71.89","75.03"
"2012","1 Einkommensschwächstes Quintil","Westdeutschland","86.06","79.5","5029","84.93","87.19"
"2012","2","Ostdeutschland","79.06","69.5","2047","77.62","80.5"
"2012","2","Westdeutschland","100","92.5","6514","98.95","101.05"
"2012","3","Ostdeutschland","89.52","79.5","2017","87.77","91.27"
"2012","3","Westdeutschland","107.28","99.5","6819","106.19","108.37"
"2012","4","Ostdeutschland","95.76","87.5","1657","93.73","97.79"
"2012","4","Westdeutschland","114.24","104.5","7654","113.16","115.32"
"2012","5 Einkommensstärkstes Quintil","Ostdeutschland","115.36","109.5","1047","112.25","118.47"
"2012","5 Einkommensstärkstes Quintil","Westdeutschland","125.59","119.5","7482","124.34","126.84"
"2013","1 Einkommensschwächstes Quintil","Ostdeutschland","72.04","64.5","2017","70.37","73.71"
"2013","1 Einkommensschwächstes Quintil","Westdeutschland","85.64","78.5","6700","84.69","86.59"
"2013","2","Ostdeutschland","80.8","72.5","2032","79.37","82.23"
"2013","2","Westdeutschland","97.87","88.5","7553","96.91","98.83"
"2013","3","Ostdeutschland","85.24","75.5","1783","83.42","87.06"
"2013","3","Westdeutschland","105.71","99.5","7545","104.69","106.73"
"2013","4","Ostdeutschland","93.91","89.5","1846","92.15","95.67"
"2013","4","Westdeutschland","112.78","104.5","8690","111.8","113.76"
"2013","5 Einkommensstärkstes Quintil","Ostdeutschland","117.32","109.5","1138","114.22","120.42"
"2013","5 Einkommensstärkstes Quintil","Westdeutschland","124.47","119","8217","123.32","125.62"
"2014","1 Einkommensschwächstes Quintil","Ostdeutschland","71.26","63.5","1491","69.51","73.01"
"2014","1 Einkommensschwächstes Quintil","Westdeutschland","86.59","79.5","4997","85.49","87.69"
"2014","2","Ostdeutschland","80.53","71.5","1819","78.94","82.12"
"2014","2","Westdeutschland","97.15","87.5","6008","96.05","98.25"
"2014","3","Ostdeutschland","84.61","74.5","1743","82.89","86.33"
"2014","3","Westdeutschland","105.75","97.5","6460","104.65","106.85"
"2014","4","Ostdeutschland","93.58","84.5","1848","91.66","95.5"
"2014","4","Westdeutschland","112.09","104.5","7773","111.09","113.09"
"2014","5 Einkommensstärkstes Quintil","Ostdeutschland","113.44","107.5","1087","110.43","116.45"
"2014","5 Einkommensstärkstes Quintil","Westdeutschland","125.49","119.5","8138","124.34","126.64"
"2015","1 Einkommensschwächstes Quintil","Ostdeutschland","69.96","61.5","1397","68.19","71.73"
"2015","1 Einkommensschwächstes Quintil","Westdeutschland","86.15","76.5","5123","85.05","87.25"
"2015","2","Ostdeutschland","79.29","70.5","1522","77.7","80.88"
"2015","2","Westdeutschland","95.13","84.5","5652","93.99","96.27"
"2015","3","Ostdeutschland","85.08","75.5","1780","83.26","86.9"
"2015","3","Westdeutschland","104.92","99.5","6137","103.83","106.01"
"2015","4","Ostdeutschland","93.71","89.5","1808","91.92","95.5"
"2015","4","Westdeutschland","111.18","101.5","7703","110.17","112.19"
"2015","5 Einkommensstärkstes Quintil","Ostdeutschland","111.52","106.5","1177","108.6","114.44"
"2015","5 Einkommensstärkstes Quintil","Westdeutschland","125.57","119.5","8533","124.41","126.73"
"2016","1 Einkommensschwächstes Quintil","Ostdeutschland","72.2","65.5","2434","71.06","73.34"
"2016","1 Einkommensschwächstes Quintil","Westdeutschland","82.01","75.5","9454","81.35","82.67"
"2016","2","Ostdeutschland","81.35","73.5","1360","79.47","83.23"
"2016","2","Westdeutschland","94.77","85.5","5035","93.57","95.97"
"2016","3","Ostdeutschland","85.83","75.5","1567","83.9","87.76"
"2016","3","Westdeutschland","105.7","99.5","5281","104.53","106.87"
"2016","4","Ostdeutschland","92.83","84.5","1844","91.05","94.61"
"2016","4","Westdeutschland","110.39","100.5","7401","109.37","111.41"
"2016","5 Einkommensstärkstes Quintil","Ostdeutschland","116.43","113","1213","113.55","119.31"
"2016","5 Einkommensstärkstes Quintil","Westdeutschland","125.47","119.5","8312","124.32","126.62"
"2017","1 Einkommensschwächstes Quintil","Ostdeutschland","73.76","67.5","2427","72.67","74.85"
"2017","1 Einkommensschwächstes Quintil","Westdeutschland","84.46","75.5","10666","83.83","85.09"
"2017","2","Ostdeutschland","80.58","69.5","1423","78.76","82.4"
"2017","2","Westdeutschland","94.51","85.5","5073","93.39","95.63"
"2017","3","Ostdeutschland","85.67","77.5","1627","83.94","87.4"
"2017","3","Westdeutschland","102.28","94.5","5707","101.11","103.45"
"2017","4","Ostdeutschland","94.38","89.5","2108","92.59","96.17"
"2017","4","Westdeutschland","111.7","105.5","8037","110.69","112.71"
"2017","5 Einkommensstärkstes Quintil","Ostdeutschland","112.9","107.5","1625","110.56","115.24"
"2017","5 Einkommensstärkstes Quintil","Westdeutschland","124.24","119.5","10201","123.23","125.25"
"2018","1 Einkommensschwächstes Quintil","Ostdeutschland","72.46","64.5","2146","71.2","73.72"
"2018","1 Einkommensschwächstes Quintil","Westdeutschland","82.16","74.5","8975","81.48","82.84"
"2018","2","Ostdeutschland","78.52","71.5","1292","76.55","80.49"
"2018","2","Westdeutschland","89.6","79.5","4950","88.53","90.67"
"2018","3","Ostdeutschland","87.3","79.5","1588","85.57","89.03"
"2018","3","Westdeutschland","103.16","93.5","5461","101.95","104.37"
"2018","4","Ostdeutschland","94.08","87.5","2264","92.5","95.66"
"2018","4","Westdeutschland","111.26","104.5","8074","110.26","112.26"
"2018","5 Einkommensstärkstes Quintil","Ostdeutschland","111.11","104.5","1671","108.8","113.42"
"2018","5 Einkommensstärkstes Quintil","Westdeutschland","124.68","119.5","10399","123.68","125.68"
"2019","1 Einkommensschwächstes Quintil","Ostdeutschland","75.09","61.5","1804","73.66","76.52"
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","82.44","73.5","7823","81.65","83.23"
"2019","2","Ostdeutschland","80.29","69.5","1123","77.06","83.52"
"2019","2","Westdeutschland","90.61","81.5","4766","89.49","91.73"
"2019","3","Ostdeutschland","86.31","78.5","1391","84.27","88.35"
"2019","3","Westdeutschland","103.28","95.5","4849","101.99","104.57"
"2019","4","Ostdeutschland","93.86","87.5","2417","92.12","95.6"
"2019","4","Westdeutschland","109.44","101.5","7750","108.33","110.55"
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","113.01","109.5","2589","110.5","115.52"
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","125.98","119.5","13495","124.91","127.05"
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","74.7","65.5","1842","73.26","76.14"
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","81.14","74.5","7550","80.41","81.87"
"2020","2","Ostdeutschland","79.61","69.5","1149","77.57","81.65"
"2020","2","Westdeutschland","93.23","84.5","6022","92.31","94.15"
"2020","3","Ostdeutschland","88","74.5","1283","85.66","90.34"
"2020","3","Westdeutschland","100.89","93.5","5144","99.6","102.18"
"2020","4","Ostdeutschland","94.96","89.5","2238","93.21","96.71"
"2020","4","Westdeutschland","113.33","107.5","8248","112.3","114.36"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","110.9","106.5","2557","108.49","113.31"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","124.76","119.5","13164","123.74","125.78"
