"year","quintil","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2002","1 Einkommensschwächstes Quintil","87.81","79.5","6079","86.85","88.77"
"2002","2","96.64","89.5","6493","95.7","97.58"
"2002","3","100.22","94.5","5908","99.21","101.23"
"2002","4","106.48","99.5","5790","105.31","107.65"
"2002","5 Einkommensstärkstes Quintil","125.47","119.5","5411","123.97","126.97"
"2003","1 Einkommensschwächstes Quintil","86.31","79.5","5742","85.36","87.26"
"2003","2","95.6","89.5","6113","94.59","96.61"
"2003","3","100.85","94.5","6106","99.81","101.89"
"2003","4","104.85","99.5","5827","103.66","106.04"
"2003","5 Einkommensstärkstes Quintil","125.26","119.5","4902","123.79","126.73"
"2004","1 Einkommensschwächstes Quintil","88.28","79.5","5530","87.17","89.39"
"2004","2","96.49","89.5","5893","95.48","97.5"
"2004","3","100.37","94.5","5869","99.35","101.39"
"2004","4","105.39","99.5","5682","104.21","106.57"
"2004","5 Einkommensstärkstes Quintil","125.86","119.5","4862","124.3","127.42"
"2005","1 Einkommensschwächstes Quintil","86.9","79.5","5374","85.83","87.97"
"2005","2","97.46","89.5","5477","96.44","98.48"
"2005","3","101.02","91.5","5529","99.94","102.1"
"2005","4","106.9","99.5","5448","105.69","108.11"
"2005","5 Einkommensstärkstes Quintil","123.53","119.5","4831","121.96","125.1"
"2006","1 Einkommensschwächstes Quintil","84.47","75.5","5689","83.48","85.46"
"2006","2","98.32","89.5","5907","97.2","99.44"
"2006","3","100.61","94.5","5891","99.57","101.65"
"2006","4","106.12","99.5","6052","104.94","107.3"
"2006","5 Einkommensstärkstes Quintil","126.46","119","5044","124.86","128.06"
"2007","1 Einkommensschwächstes Quintil","87.14","79.5","4878","85.93","88.35"
"2007","2","96.43","89.5","5401","95.37","97.49"
"2007","3","102.87","96.5","5584","101.72","104.02"
"2007","4","106.27","99.5","5717","105.14","107.4"
"2007","5 Einkommensstärkstes Quintil","127.54","119.5","4956","125.89","129.19"
"2008","1 Einkommensschwächstes Quintil","87.03","79.5","4262","85.8","88.26"
"2008","2","96.25","86.5","4663","95.04","97.46"
"2008","3","103.65","99.5","5382","102.53","104.77"
"2008","4","107.25","99.5","5526","106.12","108.38"
"2008","5 Einkommensstärkstes Quintil","128.24","119.5","4966","126.62","129.86"
"2009","1 Einkommensschwächstes Quintil","84.31","75.5","3742","82.96","85.66"
"2009","2","98.12","89.5","4294","96.84","99.4"
"2009","3","104.17","97.5","4863","102.97","105.37"
"2009","4","110.26","99.5","5342","109.06","111.46"
"2009","5 Einkommensstärkstes Quintil","123.64","119.5","4899","122.12","125.16"
"2010","1 Einkommensschwächstes Quintil","85.23","77.5","8089","84.35","86.11"
"2010","2","95.37","87.5","8328","94.51","96.23"
"2010","3","104.7","97.5","7207","103.65","105.75"
"2010","4","108.9","99.5","7279","107.85","109.95"
"2010","5 Einkommensstärkstes Quintil","125.92","119","6438","124.57","127.27"
"2011","1 Einkommensschwächstes Quintil","85.1","75.5","8550","84.23","85.97"
"2011","2","95.8","87.5","9248","94.94","96.66"
"2011","3","102.63","96.5","8732","101.71","103.55"
"2011","4","111.34","104.5","9280","110.37","112.31"
"2011","5 Einkommensstärkstes Quintil","125.7","119.5","8108","124.47","126.93"
"2012","1 Einkommensschwächstes Quintil","82.95","75.5","7120","82.02","83.88"
"2012","2","95.66","87.5","8561","94.77","96.55"
"2012","3","103.88","94.5","8836","102.93","104.83"
"2012","4","111.45","99.5","9311","110.48","112.42"
"2012","5 Einkommensstärkstes Quintil","124.66","119.5","8529","123.49","125.83"
"2013","1 Einkommensschwächstes Quintil","82.51","74.5","8717","81.68","83.34"
"2013","2","94.47","84.5","9585","93.64","95.3"
"2013","3","102.01","94.5","9328","101.11","102.91"
"2013","4","109.62","99.5","10536","108.74","110.5"
"2013","5 Einkommensstärkstes Quintil","123.76","119","9355","122.68","124.84"
"2014","1 Einkommensschwächstes Quintil","83.34","75.5","6488","82.39","84.29"
"2014","2","93.5","84.5","7827","92.57","94.43"
"2014","3","101.83","94.5","8203","100.88","102.78"
"2014","4","108.92","99.5","9621","108.02","109.82"
"2014","5 Einkommensstärkstes Quintil","124.31","119.5","9225","123.23","125.39"
"2015","1 Einkommensschwächstes Quintil","82.54","73.5","6520","81.59","83.49"
"2015","2","91.86","82.5","7174","90.89","92.83"
"2015","3","100.94","93.5","7917","99.99","101.89"
"2015","4","108.2","99.5","9511","107.31","109.09"
"2015","5 Einkommensstärkstes Quintil","124.14","119.5","9710","123.06","125.22"
"2016","1 Einkommensschwächstes Quintil","79.65","72.5","11888","79.08","80.22"
"2016","2","92.06","83.5","6395","91.03","93.09"
"2016","3","101.85","94.5","6848","100.83","102.87"
"2016","4","107.36","99.5","9245","106.46","108.26"
"2016","5 Einkommensstärkstes Quintil","124.58","119.5","9525","123.51","125.65"
"2017","1 Einkommensschwächstes Quintil","82","73.5","13093","81.44","82.56"
"2017","2","91.88","83.5","6496","90.91","92.85"
"2017","3","98.91","89.5","7334","97.91","99.91"
"2017","4","108.69","99.5","10145","107.79","109.59"
"2017","5 Einkommensstärkstes Quintil","123.06","119.5","11826","122.13","123.99"
"2018","1 Einkommensschwächstes Quintil","79.94","71.5","11121","79.34","80.54"
"2018","2","87.26","79.5","6242","86.32","88.2"
"2018","3","99.95","89.5","7049","98.92","100.98"
"2018","4","108.16","99.5","10338","107.29","109.03"
"2018","5 Einkommensstärkstes Quintil","123.25","119.5","12070","122.33","124.17"
"2019","1 Einkommensschwächstes Quintil","80.78","71.5","9635","80.08","81.48"
"2019","2","88.75","79.5","5907","87.66","89.84"
"2019","3","99.84","90.5","6252","98.73","100.95"
"2019","4","106.52","99.5","10190","105.57","107.47"
"2019","5 Einkommensstärkstes Quintil","124.46","119.5","16116","123.47","125.45"
"2020","1 Einkommensschwächstes Quintil","79.66","73.5","9392","79","80.32"
"2020","2","90.73","80.5","7171","89.89","91.57"
"2020","3","98.22","89.5","6427","97.08","99.36"
"2020","4","110.1","99.5","10486","109.21","110.99"
"2020","5 Einkommensstärkstes Quintil","123.03","119.5","15721","122.09","123.97"
