"year","hhtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2015","Alleinerziehende","93.47","83.5","4394","60","69","110","140","240","92.38","94.56","22","400","82","85"
"2015","Paar mit Kind(ern)","123.86","119.5","22657","74","90","148","180","270","123.23","124.49","11","450","118","120"
"2015","Sonstige","111.62","99.5","1435","60","77","140","180","250","109.01","114.23","25","330","95","100"
"2016","(Ehe-)Paar ohne Kind(er)","106.63","99.5","8304","61","76","130","160","250","105.67","107.59","12","470","95","98"
"2016","1-Pers.- Haushalt","74.72","64.5","3766","40","51","90","120","200","73.53","75.91","6","400","61","64"
"2016","Alleinerziehende","93.49","82.5","4458","60","68","110","140","220","92.44","94.54","14","400","80","82"
"2016","Paar mit Kind(ern)","123.3","119.5","25384","75","90","146","180","270","122.73","123.87","10","400","107","110"
"2016","Sonstige","108.19","96","1989","62","75","130","179","240","106.2","110.18","15","330","86","90"
"2017","(Ehe-)Paar ohne Kind(er)","107.32","99.5","9414","62","75","130","160","245","106.42","108.22","15","470","96","100"
"2017","1-Pers.- Haushalt","74.96","66.5","4251","40","51","90","120","200","73.86","76.06","9","450","61","64"
"2017","Alleinerziehende","95.99","84.5","4624","60","69","115","150","220","94.91","97.07","18","400","82","85"
"2017","Paar mit Kind(ern)","123.33","119.5","28108","74","90","145","180","270","122.79","123.87","16","450","110","110"
"2017","Sonstige","114.18","99.5","2497","69","80","138","175","250","112.44","115.92","10","330","90","97"
"2018","(Ehe-)Paar ohne Kind(er)","107.82","99.5","9247","62","78","130","160","250","106.92","108.72","25","420","96","100"
"2018","1-Pers.- Haushalt","75.42","66.5","4414","40","51","90","120","200","74.37","76.47","11","400","60","63"
"2018","Alleinerziehende","94.46","83.5","4522","60","70","113","140","240","93.34","95.58","24","400","80","83"
"2018","Paar mit Kind(ern)","125.16","119.5","26597","75","92","148","180","280","124.61","125.71","20","410","110","110"
"2018","Sonstige","113.36","99.5","2040","70","80","140","175","250","111.32","115.4","22","360","96","100"
"2019","(Ehe-)Paar ohne Kind(er)","108.95","99.5","10323","62","78","130","160","250","107.9","110","20","600","101","105"
"2019","1-Pers.- Haushalt","76.72","67.5","4612","40","51","90","123","220","75.53","77.91","9","510","63","65"
"2019","Alleinerziehende","95.13","84.5","4258","60","69","115","145","240","93.89","96.37","18","420","82","84"
"2019","Paar mit Kind(ern)","125.69","119.5","27103","75","93","150","180","280","125.03","126.35","15","698","115","120"
"2019","Sonstige","115.48","110.5","1807","68","80","140","180","240","112.92","118.04","20","500","100","104"
"2020","(Ehe-)Paar ohne Kind(er)","109.12","99.5","10337","63","78","130","160","250","108.14","110.1","12","530","98","100"
"2020","1-Pers.- Haushalt","75.68","65.5","5343","40","51","90","120","200","74.65","76.71","9","510","60","60"
"2020","Alleinerziehende","98.36","87.5","4215","60","71","120","150","215","97.18","99.54","15","400","81","84"
"2020","Paar mit Kind(ern)","127.8","119.5","27075","75","94","150","185","290","127.18","128.42","15","700","106","110"
"2020","Sonstige","117.36","109","2227","70","82","140","190","250","115.28","119.44","20","350","93","100"
