"year","hhtyp","regtyp","mean","median","n","lower_confidence","upper_confidence"
"1989","Sonstige","Staedtischer Raum","89.17","70.5","67","77.42","100.92"
"1990","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","66.3","59.5","690","64.31","68.29"
"1990","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","72.49","64.5","536","69.89","75.09"
"1990","1-Pers.- Haushalt","Laendlicher Raum","49.51","45.5","208","46.4","52.62"
"1990","1-Pers.- Haushalt","Staedtischer Raum","52.74","49.5","229","49.51","55.97"
"1990","Alleinerziehende","Laendlicher Raum","78.06","61","155","72.81","83.31"
"1990","Alleinerziehende","Staedtischer Raum","69.15","59.5","178","64.95","73.35"
"1990","Paar mit Kind(ern)","Laendlicher Raum","84.54","74.5","2844","83.31","85.77"
"1990","Paar mit Kind(ern)","Staedtischer Raum","88.78","79.5","1786","87.34","90.22"
"1990","Sonstige","Laendlicher Raum","93.29","83","301","88.54","98.04"
"1990","Sonstige","Staedtischer Raum","91.52","87.5","193","86.04","97"
"1991","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","88.82","71.5","112","78.75","98.89"
"1991","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","81.33","69.5","238","77.01","85.65"
"1991","1-Pers.- Haushalt","Laendlicher Raum","","","","",""
"1991","1-Pers.- Haushalt","Staedtischer Raum","55.63","49.5","112","50.64","60.62"
"1991","Alleinerziehende","Laendlicher Raum","","","","",""
"1991","Alleinerziehende","Staedtischer Raum","89.58","83.5","56","80.28","98.88"
"1991","Paar mit Kind(ern)","Laendlicher Raum","109.98","104","312","105.46","114.5"
"1991","Paar mit Kind(ern)","Staedtischer Raum","107.52","105.5","578","104.69","110.35"
"1991","Sonstige","Laendlicher Raum","90.92","70","43","79.19","102.65"
"1991","Sonstige","Staedtischer Raum","86.99","62.5","67","76.1","97.88"
"1992","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","88.7","72.5","92","79.51","97.89"
"1992","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","76.79","69","278","73.73","79.85"
"1992","1-Pers.- Haushalt","Laendlicher Raum","","","","",""
"1992","1-Pers.- Haushalt","Staedtischer Raum","52.33","49.5","114","47.89","56.77"
"1992","Alleinerziehende","Laendlicher Raum","91","76.5","48","79.28","102.72"
"1992","Alleinerziehende","Staedtischer Raum","66.28","64.5","51","61.34","71.22"
"1992","Paar mit Kind(ern)","Laendlicher Raum","100.34","96.5","361","96.44","104.24"
"1992","Paar mit Kind(ern)","Staedtischer Raum","117.02","113.5","535","113.54","120.5"
"1992","Sonstige","Laendlicher Raum","107.08","106","68","97.99","116.17"
"1992","Sonstige","Staedtischer Raum","96.81","76","48","83.83","109.79"
"1993","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","81.13","71","120","75.28","86.98"
"1993","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","85.27","74.5","324","81","89.54"
"1993","1-Pers.- Haushalt","Laendlicher Raum","65.96","67.5","45","54.62","77.3"
"1993","1-Pers.- Haushalt","Staedtischer Raum","62.25","58.5","112","57.32","67.18"
"1993","Alleinerziehende","Laendlicher Raum","","","","",""
"1993","Alleinerziehende","Staedtischer Raum","78.98","66.5","64","67.5","90.46"
"1993","Paar mit Kind(ern)","Laendlicher Raum","119.66","118","362","115","124.32"
"1993","Paar mit Kind(ern)","Staedtischer Raum","113.65","106","577","110.34","116.96"
"1993","Sonstige","Laendlicher Raum","115.45","122.5","58","103.11","127.79"
"1993","Sonstige","Staedtischer Raum","97.87","101.5","70","90.99","104.75"
"1994","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","85.62","79","144","79.54","91.7"
"1994","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","78.74","74.5","282","75.56","81.92"
"1994","1-Pers.- Haushalt","Laendlicher Raum","57.77","49","45","49.52","66.02"
"1994","1-Pers.- Haushalt","Staedtischer Raum","53.52","49.5","139","50.01","57.03"
"1994","Alleinerziehende","Laendlicher Raum","82.78","78","32","75.5","90.06"
"1994","Alleinerziehende","Staedtischer Raum","81.34","59.5","65","70.2","92.48"
"1994","Paar mit Kind(ern)","Laendlicher Raum","113.42","105","381","109.11","117.73"
"1994","Paar mit Kind(ern)","Staedtischer Raum","113.51","99","680","110.45","116.57"
"1994","Sonstige","Laendlicher Raum","98.88","101","56","87.4","110.36"
"1994","Sonstige","Staedtischer Raum","96.26","90","80","90.68","101.84"
"1995","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","89.33","80.5","170","82.81","95.85"
"1995","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","82.94","72.5","388","79.62","86.26"
"1995","1-Pers.- Haushalt","Laendlicher Raum","57.33","48.5","45","49.62","65.04"
"1995","1-Pers.- Haushalt","Staedtischer Raum","57.56","53.5","151","52.83","62.29"
"1995","Alleinerziehende","Laendlicher Raum","102.62","86.5","51","93.08","112.16"
"1995","Alleinerziehende","Staedtischer Raum","76.25","77","76","70.15","82.35"
"1995","Paar mit Kind(ern)","Laendlicher Raum","115.86","113.5","517","112.06","119.66"
"1995","Paar mit Kind(ern)","Staedtischer Raum","104.68","99","1021","102.41","106.95"
"1995","Sonstige","Laendlicher Raum","118.39","79.5","73","98.48","138.3"
"1995","Sonstige","Staedtischer Raum","94.6","88","159","89.52","99.68"
"1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","74.83","69","156","70.67","78.99"
"1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","89.02","83.5","356","85.74","92.3"
"1996","1-Pers.- Haushalt","Laendlicher Raum","53.95","46.5","68","48.06","59.84"
"1996","1-Pers.- Haushalt","Staedtischer Raum","60.1","54.5","160","56.53","63.67"
"1996","Alleinerziehende","Laendlicher Raum","91.89","77.5","50","77.71","106.07"
"1996","Alleinerziehende","Staedtischer Raum","66.31","69.5","90","62.15","70.47"
"1996","Paar mit Kind(ern)","Laendlicher Raum","121.75","119","401","116.84","126.66"
"1996","Paar mit Kind(ern)","Staedtischer Raum","110.16","96.5","802","107.49","112.83"
"1996","Sonstige","Laendlicher Raum","109.54","93.5","64","100.11","118.97"
"1996","Sonstige","Staedtischer Raum","100.45","79.5","97","90.18","110.72"
"1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","84.79","76.5","144","78.83","90.75"
"1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","87.82","79.5","330","84.64","91"
"1997","1-Pers.- Haushalt","Laendlicher Raum","60.92","59.5","62","55.68","66.16"
"1997","1-Pers.- Haushalt","Staedtischer Raum","60.37","59.5","140","56.35","64.39"
"1997","Alleinerziehende","Laendlicher Raum","79.66","69","57","73.91","85.41"
"1997","Alleinerziehende","Staedtischer Raum","75.52","72","94","69.94","81.1"
"1997","Paar mit Kind(ern)","Laendlicher Raum","111.4","112.5","464","107.03","115.77"
"1997","Paar mit Kind(ern)","Staedtischer Raum","107.01","99","688","104.22","109.8"
"1997","Sonstige","Laendlicher Raum","84.22","71","35","72.32","96.12"
"1997","Sonstige","Staedtischer Raum","99.32","82.5","74","89.13","109.51"
"1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","95.93","89.5","1468","93.99","97.87"
"1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","91.59","83.5","2850","90.4","92.78"
"1998","1-Pers.- Haushalt","Laendlicher Raum","67.67","59.5","484","65.13","70.21"
"1998","1-Pers.- Haushalt","Staedtischer Raum","66.16","59.5","1200","64.59","67.73"
"1998","Alleinerziehende","Laendlicher Raum","88.35","77","354","84.78","91.92"
"1998","Alleinerziehende","Staedtischer Raum","85.53","79.5","738","83.33","87.73"
"1998","Paar mit Kind(ern)","Laendlicher Raum","117.86","112.5","3893","116.6","119.12"
"1998","Paar mit Kind(ern)","Staedtischer Raum","110.67","101.5","6605","109.73","111.61"
"1998","Sonstige","Laendlicher Raum","125.2","117.5","354","119.52","130.88"
"1998","Sonstige","Staedtischer Raum","104.7","99","644","101.83","107.57"
"1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","82.67","79","196","78.49","86.85"
"1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","92.72","84.5","344","89.37","96.07"
"1999","1-Pers.- Haushalt","Laendlicher Raum","61.73","58.5","73","55.8","67.66"
"1999","1-Pers.- Haushalt","Staedtischer Raum","57.95","56.5","203","54.84","61.06"
"1999","Alleinerziehende","Laendlicher Raum","71.97","65","72","63.3","80.64"
"1999","Alleinerziehende","Staedtischer Raum","79.93","78.5","100","74.61","85.25"
"1999","Paar mit Kind(ern)","Laendlicher Raum","132.39","118.5","397","127.39","137.39"
"1999","Paar mit Kind(ern)","Staedtischer Raum","119.13","99.5","743","115.13","123.13"
"1999","Sonstige","Laendlicher Raum","","","","",""
"1999","Sonstige","Staedtischer Raum","96.6","88","35","85.09","108.11"
"2000","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","96.4","89.5","1392","94.34","98.46"
"2000","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","98.12","89.5","2804","96.63","99.61"
"2000","1-Pers.- Haushalt","Laendlicher Raum","71.38","59","561","68.31","74.45"
"2000","1-Pers.- Haushalt","Staedtischer Raum","67.19","59.5","1273","65.53","68.85"
"2000","Alleinerziehende","Laendlicher Raum","96.33","84.5","324","92.76","99.9"
"2000","Alleinerziehende","Staedtischer Raum","84.69","78.5","726","82.36","87.02"
"2000","Paar mit Kind(ern)","Laendlicher Raum","119.34","119.5","3134","117.98","120.7"
"2000","Paar mit Kind(ern)","Staedtischer Raum","114.67","108.5","5436","113.56","115.78"
"2000","Sonstige","Laendlicher Raum","116.73","117.5","238","109.7","123.76"
"2000","Sonstige","Staedtischer Raum","118.38","104.5","401","112.65","124.11"
"2001","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","93.11","82.5","210","88.37","97.85"
"2001","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","89.08","79.5","472","86.1","92.06"
"2001","1-Pers.- Haushalt","Laendlicher Raum","61.95","59","96","55.37","68.53"
"2001","1-Pers.- Haushalt","Staedtischer Raum","59.19","56.5","253","56.7","61.68"
"2001","Alleinerziehende","Laendlicher Raum","92.82","83.5","58","84.62","101.02"
"2001","Alleinerziehende","Staedtischer Raum","80.84","78.5","185","77.68","84"
"2001","Paar mit Kind(ern)","Laendlicher Raum","121.68","119","599","117.85","125.51"
"2001","Paar mit Kind(ern)","Staedtischer Raum","117.05","109.5","1099","114.54","119.56"
"2001","Sonstige","Laendlicher Raum","132.02","121.5","35","113.73","150.31"
"2001","Sonstige","Staedtischer Raum","112.03","99","78","104.44","119.62"
"2002","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","97.29","90.5","2500","95.66","98.92"
"2002","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","97.11","88.5","5180","95.94","98.28"
"2002","1-Pers.- Haushalt","Laendlicher Raum","70.35","61.5","843","68.07","72.63"
"2002","1-Pers.- Haushalt","Staedtischer Raum","67.94","61.5","2047","66.56","69.32"
"2002","Alleinerziehende","Laendlicher Raum","91.85","82.5","634","89.28","94.42"
"2002","Alleinerziehende","Staedtischer Raum","83.51","79.5","1112","81.37","85.65"
"2002","Paar mit Kind(ern)","Laendlicher Raum","118.75","114.5","5629","117.58","119.92"
"2002","Paar mit Kind(ern)","Staedtischer Raum","114.02","106.5","10754","113.13","114.91"
"2002","Sonstige","Laendlicher Raum","122.52","117.5","334","116.98","128.06"
"2002","Sonstige","Staedtischer Raum","112.99","108.5","648","109.34","116.64"
"2003","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","96.23","89.5","2526","94.68","97.78"
"2003","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","95.86","85.5","5092","94.69","97.03"
"2003","1-Pers.- Haushalt","Laendlicher Raum","70.05","59.5","850","67.73","72.37"
"2003","1-Pers.- Haushalt","Staedtischer Raum","68.04","61.5","2057","66.69","69.39"
"2003","Alleinerziehende","Laendlicher Raum","93.15","85.5","601","90.4","95.9"
"2003","Alleinerziehende","Staedtischer Raum","85.55","79.5","1133","83.63","87.47"
"2003","Paar mit Kind(ern)","Laendlicher Raum","120.37","119.5","5324","119.13","121.61"
"2003","Paar mit Kind(ern)","Staedtischer Raum","114.09","108.5","10246","113.2","114.98"
"2003","Sonstige","Laendlicher Raum","109.77","99.5","297","103.56","115.98"
"2003","Sonstige","Staedtischer Raum","103.6","99","564","99.81","107.39"
"2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","96.65","89.5","2482","95.07","98.23"
"2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","97.05","86.5","5130","95.87","98.23"
"2004","1-Pers.- Haushalt","Laendlicher Raum","71.62","61.5","853","69.26","73.98"
"2004","1-Pers.- Haushalt","Staedtischer Raum","68.8","62.5","1996","67.43","70.17"
"2004","Alleinerziehende","Laendlicher Raum","95.45","85.5","566","92.14","98.76"
"2004","Alleinerziehende","Staedtischer Raum","84.01","79.5","1116","82.21","85.81"
"2004","Paar mit Kind(ern)","Laendlicher Raum","120.91","119.5","5144","119.59","122.23"
"2004","Paar mit Kind(ern)","Staedtischer Raum","115.35","109.5","9759","114.44","116.26"
"2004","Sonstige","Laendlicher Raum","110.26","99.5","277","104.34","116.18"
"2004","Sonstige","Staedtischer Raum","107.79","101","513","103.34","112.24"
"2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","97.99","89.5","2412","96.3","99.68"
"2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","96.47","86.5","4958","95.28","97.66"
"2005","1-Pers.- Haushalt","Laendlicher Raum","72.95","64.5","867","70.59","75.31"
"2005","1-Pers.- Haushalt","Staedtischer Raum","70.08","62.5","2037","68.6","71.56"
"2005","Alleinerziehende","Laendlicher Raum","92.8","84.5","599","89.93","95.67"
"2005","Alleinerziehende","Staedtischer Raum","85.12","79.5","1135","83.39","86.85"
"2005","Paar mit Kind(ern)","Laendlicher Raum","123.02","119.5","4770","121.67","124.37"
"2005","Paar mit Kind(ern)","Staedtischer Raum","115.2","108.5","9138","114.26","116.14"
"2005","Sonstige","Laendlicher Raum","121.98","115","273","116.18","127.78"
"2005","Sonstige","Staedtischer Raum","105.54","107.5","470","101.42","109.66"
"2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","98.5","89.5","2748","96.92","100.08"
"2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","96.92","85.5","5550","95.69","98.15"
"2006","1-Pers.- Haushalt","Laendlicher Raum","73.58","64.5","1028","71.48","75.68"
"2006","1-Pers.- Haushalt","Staedtischer Raum","70.47","63.5","2254","69.08","71.86"
"2006","Alleinerziehende","Laendlicher Raum","91.55","84.5","690","88.63","94.47"
"2006","Alleinerziehende","Staedtischer Raum","85.64","78.5","1220","83.88","87.4"
"2006","Paar mit Kind(ern)","Laendlicher Raum","122.83","119.5","5034","121.5","124.16"
"2006","Paar mit Kind(ern)","Staedtischer Raum","115.2","106.5","9325","114.23","116.17"
"2006","Sonstige","Laendlicher Raum","125.35","116","298","120.21","130.49"
"2006","Sonstige","Staedtischer Raum","108.19","106.5","436","103.14","113.24"
"2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","100.65","94.5","2614","99.01","102.29"
"2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","97.81","87.5","5126","96.58","99.04"
"2007","1-Pers.- Haushalt","Laendlicher Raum","74.26","64.5","987","71.94","76.58"
"2007","1-Pers.- Haushalt","Staedtischer Raum","71.08","63.5","2123","69.62","72.54"
"2007","Alleinerziehende","Laendlicher Raum","91.63","89.5","653","88.87","94.39"
"2007","Alleinerziehende","Staedtischer Raum","85.55","78.5","1118","83.62","87.48"
"2007","Paar mit Kind(ern)","Laendlicher Raum","125.3","119.5","4613","123.79","126.81"
"2007","Paar mit Kind(ern)","Staedtischer Raum","117.15","109.5","8684","116.16","118.14"
"2007","Sonstige","Laendlicher Raum","131.96","117.5","253","126.14","137.78"
"2007","Sonstige","Staedtischer Raum","104.24","93","368","99.33","109.15"
"2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","101.09","99","2538","99.45","102.73"
"2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","98.54","88.5","4920","97.27","99.81"
"2008","1-Pers.- Haushalt","Laendlicher Raum","75.72","64.5","938","73.32","78.12"
"2008","1-Pers.- Haushalt","Staedtischer Raum","71.07","63.5","2047","69.62","72.52"
"2008","Alleinerziehende","Laendlicher Raum","93.57","89.5","639","90.84","96.3"
"2008","Alleinerziehende","Staedtischer Raum","88.83","79.5","1072","86.74","90.92"
"2008","Paar mit Kind(ern)","Laendlicher Raum","126.64","119","4164","125.11","128.17"
"2008","Paar mit Kind(ern)","Staedtischer Raum","119.58","114.5","7944","118.53","120.63"
"2008","Sonstige","Laendlicher Raum","133.92","125.5","246","128","139.84"
"2008","Sonstige","Staedtischer Raum","107.88","107.5","291","103.21","112.55"
"2009","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","103.42","99.5","2482","101.73","105.11"
"2009","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","99.15","89.5","4604","97.89","100.41"
"2009","1-Pers.- Haushalt","Laendlicher Raum","75.98","66.5","885","73.58","78.38"
"2009","1-Pers.- Haushalt","Staedtischer Raum","72.32","64.5","1964","70.81","73.83"
"2009","Alleinerziehende","Laendlicher Raum","94.44","89.5","612","91.6","97.28"
"2009","Alleinerziehende","Staedtischer Raum","90.26","79.5","966","87.92","92.6"
"2009","Paar mit Kind(ern)","Laendlicher Raum","127.18","119.5","3981","125.55","128.81"
"2009","Paar mit Kind(ern)","Staedtischer Raum","120.59","114.5","7205","119.51","121.67"
"2009","Sonstige","Laendlicher Raum","122.77","115","197","115.54","130"
"2009","Sonstige","Staedtischer Raum","109.45","114.5","244","104.02","114.88"
"2010","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","104.91","97.5","2310","103.14","106.68"
"2010","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","101.64","89.5","4414","100.31","102.97"
"2010","1-Pers.- Haushalt","Laendlicher Raum","77.43","68.5","850","74.89","79.97"
"2010","1-Pers.- Haushalt","Staedtischer Raum","73.95","64.5","1850","72.35","75.55"
"2010","Alleinerziehende","Laendlicher Raum","94.46","89.5","1665","92.66","96.26"
"2010","Alleinerziehende","Staedtischer Raum","89.71","79.5","3067","88.45","90.97"
"2010","Paar mit Kind(ern)","Laendlicher Raum","127.99","119.5","7995","126.88","129.1"
"2010","Paar mit Kind(ern)","Staedtischer Raum","119.89","114.5","14598","119.14","120.64"
"2010","Sonstige","Laendlicher Raum","136.04","108","269","129.58","142.5"
"2010","Sonstige","Staedtischer Raum","119.33","117.5","323","115.5","123.16"
"2011","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","105.62","99","3206","104.2","107.04"
"2011","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","101.4","89.5","5526","100.23","102.57"
"2011","1-Pers.- Haushalt","Laendlicher Raum","76.42","67.5","1139","74.26","78.58"
"2011","1-Pers.- Haushalt","Staedtischer Raum","72.84","64.5","2400","71.46","74.22"
"2011","Alleinerziehende","Laendlicher Raum","93.53","84.5","2060","91.95","95.11"
"2011","Alleinerziehende","Staedtischer Raum","89.83","79.5","3800","88.7","90.96"
"2011","Paar mit Kind(ern)","Laendlicher Raum","130.23","119.5","9048","129.17","131.29"
"2011","Paar mit Kind(ern)","Staedtischer Raum","121.08","114.5","15957","120.34","121.82"
"2011","Sonstige","Laendlicher Raum","117.62","116","340","112.06","123.18"
"2011","Sonstige","Staedtischer Raum","116.47","113","442","112.49","120.45"
"2012","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","106.74","99","3352","105.29","108.19"
"2012","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","102.81","89.5","5536","101.62","104"
"2012","1-Pers.- Haushalt","Laendlicher Raum","75.46","65.5","1217","73.4","77.52"
"2012","1-Pers.- Haushalt","Staedtischer Raum","72.53","64.5","2459","71.21","73.85"
"2012","Alleinerziehende","Laendlicher Raum","95.34","84.5","2020","93.54","97.14"
"2012","Alleinerziehende","Staedtischer Raum","89.75","79.5","3573","88.6","90.9"
"2012","Paar mit Kind(ern)","Laendlicher Raum","129.89","119.5","8473","128.81","130.97"
"2012","Paar mit Kind(ern)","Staedtischer Raum","121.87","114.5","14962","121.11","122.63"
"2012","Sonstige","Laendlicher Raum","135.65","116","363","130.02","141.28"
"2012","Sonstige","Staedtischer Raum","125.08","112","403","120.07","130.09"
"2013","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","107.07","99.5","3346","105.64","108.5"
"2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","102.82","92.5","5920","101.7","103.94"
"2013","1-Pers.- Haushalt","Laendlicher Raum","76.42","66.5","1215","74.21","78.63"
"2013","1-Pers.- Haushalt","Staedtischer Raum","72.57","64.5","2611","71.22","73.92"
"2013","Alleinerziehende","Laendlicher Raum","98","89.5","1968","96.23","99.77"
"2013","Alleinerziehende","Staedtischer Raum","89.5","79.5","3826","88.47","90.53"
"2013","Paar mit Kind(ern)","Laendlicher Raum","128.21","119.5","8966","127.14","129.28"
"2013","Paar mit Kind(ern)","Staedtischer Raum","119.97","114.5","17885","119.29","120.65"
"2013","Sonstige","Laendlicher Raum","117.33","108.5","595","113.41","121.25"
"2013","Sonstige","Staedtischer Raum","104.19","89.5","1190","101.74","106.64"
"2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","107.76","99.5","3234","106.28","109.24"
"2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","104.1","94.5","5470","102.92","105.28"
"2014","1-Pers.- Haushalt","Laendlicher Raum","76.16","66.5","1141","73.97","78.35"
"2014","1-Pers.- Haushalt","Staedtischer Raum","73.44","64.5","2415","72.04","74.84"
"2014","Alleinerziehende","Laendlicher Raum","97.51","89.5","1637","95.81","99.21"
"2014","Alleinerziehende","Staedtischer Raum","88.89","79.5","3037","87.76","90.02"
"2014","Paar mit Kind(ern)","Laendlicher Raum","129.66","119.5","7805","128.54","130.78"
"2014","Paar mit Kind(ern)","Staedtischer Raum","120.73","114.5","15228","120","121.46"
"2014","Sonstige","Laendlicher Raum","116.4","106","475","111.76","121.04"
"2014","Sonstige","Staedtischer Raum","110.64","97.5","922","107.94","113.34"
"2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","108.66","99.5","3194","107.13","110.19"
"2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","103.78","94.5","5544","102.61","104.95"
"2015","1-Pers.- Haushalt","Laendlicher Raum","77.03","65.5","1170","74.74","79.32"
"2015","1-Pers.- Haushalt","Staedtischer Raum","73.34","64.5","2440","71.93","74.75"
"2015","Alleinerziehende","Laendlicher Raum","99.84","89.5","1521","97.74","101.94"
"2015","Alleinerziehende","Staedtischer Raum","90.27","79.5","2873","89.04","91.5"
"2015","Paar mit Kind(ern)","Laendlicher Raum","129.81","119.5","7692","128.68","130.94"
"2015","Paar mit Kind(ern)","Staedtischer Raum","121.1","119.5","14965","120.36","121.84"
"2015","Sonstige","Laendlicher Raum","116.61","99.5","448","111.18","122.04"
"2015","Sonstige","Staedtischer Raum","109.95","99","987","107.08","112.82"
"2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","110.86","104.5","3092","109.3","112.42"
"2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","104.38","94.5","5212","103.16","105.6"
"2016","1-Pers.- Haushalt","Laendlicher Raum","78.53","69.5","1188","76.23","80.83"
