year,bula_h,migback,plg0267_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Saxony,No migration background,University/ Technical university,0.28987,37,85,0.19284,0.38689
2014,Saxony,No migration background,Vocational training,0.50822,48,85,0.40130,0.61513
2014,Thuringa,No migration background,University/ Technical university,0.56823,34,34,0.39923,0.73723
2015,Lower Saxony,No migration background,General education,0.14137,32,164,0.08788,0.19486
2015,Lower Saxony,No migration background,University/ Technical university,0.35840,61,164,0.28479,0.43202
2015,Lower Saxony,No migration background,Vocational training,0.35172,71,164,0.27842,0.42503
2015,North Rhine-Westphalia,No migration background,General education,0.10370,54,357,0.07203,0.13538
2015,North Rhine-Westphalia,No migration background,University/ Technical university,0.40938,158,357,0.35830,0.46046
2015,North Rhine-Westphalia,No migration background,Vocational training,0.31660,105,357,0.26828,0.36492
2015,North Rhine-Westphalia,No migration background,Further training/ Retraining,0.17031,40,357,0.13126,0.20936
2015,North Rhine-Westphalia,Direct migration background,University/ Technical university,0.50394,34,34,0.33335,0.67453
2015,North Rhine-Westphalia,Indirect migration background,General education,0.26589,41,125,0.18813,0.34365
2015,North Rhine-Westphalia,Indirect migration background,University/ Technical university,0.29194,33,125,0.21192,0.37197
2015,North Rhine-Westphalia,Indirect migration background,Vocational training,0.32069,51,125,0.23854,0.40284
2015,Hesse,No migration background,University/ Technical university,0.56526,57,91,0.46284,0.66767
2015,Hesse,No migration background,Vocational training,0.25556,34,91,0.16545,0.34568
2015,"Rhineland-Palatinate, Saarland",No migration background,Vocational training,0.28930,36,36,0.13907,0.43952
2015,Baden-Wuerttemberg,No migration background,General education,0.21322,42,162,0.14995,0.27649
2015,Baden-Wuerttemberg,No migration background,University/ Technical university,0.41890,73,162,0.34268,0.49511
2015,Baden-Wuerttemberg,No migration background,Vocational training,0.25533,47,162,0.18798,0.32269
2015,Baden-Wuerttemberg,Indirect migration background,Vocational training,0.44511,36,36,0.28046,0.60976
2015,Bavaria,No migration background,General education,0.08762,38,258,0.05305,0.12218
2015,Bavaria,No migration background,University/ Technical university,0.48200,116,258,0.42091,0.54309
2015,Bavaria,No migration background,Vocational training,0.27538,104,258,0.22077,0.33000
2015,Berlin,No migration background,University/ Technical university,0.48036,40,40,0.32356,0.63717
2015,Brandenburg,No migration background,Vocational training,0.51449,31,31,0.33564,0.69333
2015,Saxony,No migration background,University/ Technical university,0.34556,34,77,0.23864,0.45248
2015,Saxony,No migration background,Vocational training,0.49289,43,77,0.38049,0.60530
2016,Lower Saxony,No migration background,University/ Technical university,0.40666,68,145,0.32643,0.48689
2016,Lower Saxony,No migration background,Vocational training,0.37305,77,145,0.29406,0.45204
2016,North Rhine-Westphalia,No migration background,General education,0.13256,65,309,0.09469,0.17043
2016,North Rhine-Westphalia,No migration background,University/ Technical university,0.43489,130,309,0.37952,0.49025
2016,North Rhine-Westphalia,No migration background,Vocational training,0.34722,114,309,0.29405,0.40039
2016,North Rhine-Westphalia,Direct migration background,University/ Technical university,0.55067,47,81,0.44166,0.65967
2016,North Rhine-Westphalia,Direct migration background,Further training/ Retraining,0.14959,34,81,0.07143,0.22775
2016,North Rhine-Westphalia,Indirect migration background,General education,0.19211,34,125,0.12277,0.26145
2016,North Rhine-Westphalia,Indirect migration background,University/ Technical university,0.36050,38,125,0.27599,0.44501
2016,North Rhine-Westphalia,Indirect migration background,Vocational training,0.38729,53,125,0.30155,0.47303
2016,Hesse,No migration background,University/ Technical university,0.54278,51,51,0.40469,0.68086
2016,Baden-Wuerttemberg,No migration background,University/ Technical university,0.39533,66,118,0.30673,0.48392
2016,Baden-Wuerttemberg,No migration background,Vocational training,0.31990,52,118,0.23538,0.40442
2016,Bavaria,No migration background,General education,0.17852,47,228,0.12871,0.22834
2016,Bavaria,No migration background,University/ Technical university,0.44305,91,228,0.37843,0.50767
2016,Bavaria,No migration background,Vocational training,0.26539,90,228,0.20795,0.32283
2016,Berlin,No migration background,University/ Technical university,0.61523,37,37,0.45629,0.77416
2016,Saxony,No migration background,University/ Technical university,0.36358,35,72,0.25169,0.47547
2016,Saxony,No migration background,Vocational training,0.40068,37,72,0.28669,0.51466
2017,Lower Saxony,No migration background,General education,0.12417,33,230,0.08146,0.16688
2017,Lower Saxony,No migration background,University/ Technical university,0.42214,79,230,0.35817,0.48611
2017,Lower Saxony,No migration background,Vocational training,0.31844,84,230,0.25810,0.37878
2017,Lower Saxony,No migration background,Further training/ Retraining,0.13525,34,230,0.09096,0.17954
2017,Lower Saxony,Direct migration background,Vocational training,0.46736,34,34,0.29713,0.63759
2017,North Rhine-Westphalia,No migration background,General education,0.16534,79,388,0.12833,0.20235
2017,North Rhine-Westphalia,No migration background,University/ Technical university,0.39287,151,388,0.34421,0.44153
2017,North Rhine-Westphalia,No migration background,Vocational training,0.35839,125,388,0.31062,0.40617
2017,North Rhine-Westphalia,No migration background,Further training/ Retraining,0.08340,33,388,0.05585,0.11094
2017,North Rhine-Westphalia,Direct migration background,University/ Technical university,0.49529,51,149,0.41474,0.57584
2017,North Rhine-Westphalia,Direct migration background,Vocational training,0.19092,43,149,0.12760,0.25424
2017,North Rhine-Westphalia,Direct migration background,Further training/ Retraining,0.22036,55,149,0.15358,0.28713
2017,North Rhine-Westphalia,Indirect migration background,General education,0.18038,39,145,0.11758,0.24319
2017,North Rhine-Westphalia,Indirect migration background,University/ Technical university,0.43292,55,145,0.35199,0.51384
2017,North Rhine-Westphalia,Indirect migration background,Vocational training,0.30086,51,145,0.22595,0.37577
2017,Hesse,No migration background,General education,0.15240,32,131,0.09062,0.21418
2017,Hesse,No migration background,University/ Technical university,0.43149,61,131,0.34635,0.51663
2017,Hesse,No migration background,Vocational training,0.35878,38,131,0.27633,0.44123
2017,"Rhineland-Palatinate, Saarland",No migration background,University/ Technical university,0.43305,35,35,0.26649,0.59960
2017,Baden-Wuerttemberg,No migration background,General education,0.12050,32,172,0.07171,0.16930
2017,Baden-Wuerttemberg,No migration background,University/ Technical university,0.49169,82,172,0.41676,0.56662
2017,Baden-Wuerttemberg,No migration background,Vocational training,0.28375,58,172,0.21618,0.35132
2017,Bavaria,No migration background,General education,0.15453,52,313,0.11442,0.19464
2017,Bavaria,No migration background,University/ Technical university,0.42285,121,313,0.36803,0.47766
2017,Bavaria,No migration background,Vocational training,0.29557,104,313,0.24494,0.34620
2017,Bavaria,No migration background,Further training/ Retraining,0.12705,36,313,0.09010,0.16401
2017,Bavaria,Direct migration background,Vocational training,0.44082,43,43,0.29066,0.59097
2017,Berlin,No migration background,University/ Technical university,0.79643,47,47,0.68007,0.91279
2017,Saxony,No migration background,University/ Technical university,0.44034,46,85,0.33418,0.54650
2017,Saxony,No migration background,Vocational training,0.24463,39,85,0.15270,0.33656
2018,Lower Saxony,No migration background,University/ Technical university,0.46162,81,150,0.38157,0.54167
2018,Lower Saxony,No migration background,Vocational training,0.34354,69,150,0.26728,0.41979
2018,Lower Saxony,Direct migration background,Vocational training,0.44042,49,49,0.29998,0.58086
2018,North Rhine-Westphalia,No migration background,General education,0.13679,71,405,0.10328,0.17030
2018,North Rhine-Westphalia,No migration background,University/ Technical university,0.46674,172,405,0.41810,0.51539
2018,North Rhine-Westphalia,No migration background,Vocational training,0.28583,124,405,0.24178,0.32989
2018,North Rhine-Westphalia,No migration background,Further training/ Retraining,0.11063,38,405,0.08004,0.14122
2018,North Rhine-Westphalia,Direct migration background,General education,0.09178,40,194,0.05105,0.13251
2018,North Rhine-Westphalia,Direct migration background,University/ Technical university,0.39560,51,194,0.32661,0.46458
2018,North Rhine-Westphalia,Direct migration background,Vocational training,0.32168,61,194,0.25578,0.38759
2018,North Rhine-Westphalia,Direct migration background,Further training/ Retraining,0.19094,42,194,0.13549,0.24639
2018,North Rhine-Westphalia,Indirect migration background,General education,0.23507,36,150,0.16698,0.30315
2018,North Rhine-Westphalia,Indirect migration background,University/ Technical university,0.36692,65,150,0.28953,0.44431
2018,North Rhine-Westphalia,Indirect migration background,Vocational training,0.32404,49,150,0.24889,0.39919
2018,Hesse,No migration background,University/ Technical university,0.40468,54,99,0.30750,0.50185
2018,Hesse,No migration background,Vocational training,0.29159,45,99,0.20160,0.38157
2018,"Rhineland-Palatinate, Saarland",No migration background,University/ Technical university,0.41074,32,64,0.28925,0.53222
2018,"Rhineland-Palatinate, Saarland",No migration background,Vocational training,0.33890,32,64,0.22201,0.45578
2018,Baden-Wuerttemberg,No migration background,University/ Technical university,0.62406,90,138,0.54295,0.70517
2018,Baden-Wuerttemberg,No migration background,Vocational training,0.24142,48,138,0.16976,0.31308
2018,Bavaria,No migration background,General education,0.10404,33,247,0.06589,0.14220
2018,Bavaria,No migration background,University/ Technical university,0.38899,109,247,0.32807,0.44991
2018,Bavaria,No migration background,Vocational training,0.37038,105,247,0.31004,0.43073
2018,Bavaria,Direct migration background,Vocational training,0.26245,32,32,0.10757,0.41733
2018,Berlin,No migration background,University/ Technical university,0.70344,47,47,0.57145,0.83543
2018,Saxony,No migration background,University/ Technical university,0.49002,48,91,0.38674,0.59330
2018,Saxony,No migration background,Vocational training,0.29424,43,91,0.20009,0.38839
2019,Lower Saxony,No migration background,University/ Technical university,0.44430,77,148,0.36397,0.52463
2019,Lower Saxony,No migration background,Vocational training,0.36008,71,148,0.28248,0.43768
2019,Lower Saxony,Direct migration background,Vocational training,0.35144,43,43,0.20705,0.49583
2019,North Rhine-Westphalia,No migration background,General education,0.14259,64,393,0.10797,0.17720
2019,North Rhine-Westphalia,No migration background,University/ Technical university,0.46795,172,393,0.41855,0.51734
2019,North Rhine-Westphalia,No migration background,Vocational training,0.30694,120,393,0.26128,0.35260
2019,North Rhine-Westphalia,No migration background,Further training/ Retraining,0.08253,37,393,0.05529,0.10977
2019,North Rhine-Westphalia,Direct migration background,University/ Technical university,0.44719,45,117,0.35671,0.53767
2019,North Rhine-Westphalia,Direct migration background,Vocational training,0.34749,72,117,0.26084,0.43415
2019,North Rhine-Westphalia,Indirect migration background,University/ Technical university,0.43134,50,103,0.33523,0.52746
2019,North Rhine-Westphalia,Indirect migration background,Vocational training,0.27517,53,103,0.18850,0.36184
2019,Hesse,No migration background,University/ Technical university,0.47117,59,100,0.37284,0.56950
2019,Hesse,No migration background,Vocational training,0.30522,41,100,0.21451,0.39594
2019,"Rhineland-Palatinate, Saarland",No migration background,Vocational training,0.44699,36,36,0.28227,0.61171
2019,Baden-Wuerttemberg,No migration background,University/ Technical university,0.56897,97,145,0.48808,0.64985
2019,Baden-Wuerttemberg,No migration background,Vocational training,0.25634,48,145,0.18502,0.32765
2019,Baden-Wuerttemberg,Direct migration background,Vocational training,0.32588,36,36,0.17060,0.48116
2019,Bavaria,No migration background,University/ Technical university,0.44167,113,199,0.37250,0.51085
2019,Bavaria,No migration background,Vocational training,0.34335,86,199,0.27721,0.40949
2019,Bavaria,Direct migration background,Vocational training,0.22723,34,34,0.08425,0.37020
2019,Berlin,No migration background,University/ Technical university,0.72777,49,49,0.60185,0.85369
2019,Saxony,No migration background,University/ Technical university,0.41919,36,36,0.25572,0.58267
2020,Lower Saxony,No migration background,University/ Technical university,0.48321,64,120,0.39343,0.57300
2020,Lower Saxony,No migration background,Vocational training,0.36291,56,120,0.27652,0.44930
2020,Lower Saxony,Direct migration background,Vocational training,0.24403,53,53,0.12729,0.36077
2020,North Rhine-Westphalia,No migration background,General education,0.10691,54,368,0.07530,0.13853
2020,North Rhine-Westphalia,No migration background,University/ Technical university,0.51537,176,368,0.46424,0.56650
2020,North Rhine-Westphalia,No migration background,Vocational training,0.27083,103,368,0.22536,0.31629
2020,North Rhine-Westphalia,No migration background,Further training/ Retraining,0.10689,35,368,0.07528,0.13850
2020,North Rhine-Westphalia,Direct migration background,General education,0.11894,36,209,0.07494,0.16293
2020,North Rhine-Westphalia,Direct migration background,University/ Technical university,0.42012,53,209,0.35304,0.48720
2020,North Rhine-Westphalia,Direct migration background,Vocational training,0.36900,120,209,0.30342,0.43458
2020,North Rhine-Westphalia,Indirect migration background,University/ Technical university,0.38580,48,98,0.28893,0.48267
2020,North Rhine-Westphalia,Indirect migration background,Vocational training,0.49511,50,98,0.39562,0.59461
2020,Hesse,No migration background,University/ Technical university,0.50752,69,111,0.41409,0.60095
2020,Hesse,No migration background,Vocational training,0.31280,42,111,0.22616,0.39944
2020,Hesse,Direct migration background,Vocational training,0.45430,39,39,0.29599,0.61261
2020,"Rhineland-Palatinate, Saarland",No migration background,University/ Technical university,0.41469,32,32,0.24126,0.58812
2020,Baden-Wuerttemberg,No migration background,University/ Technical university,0.60296,104,155,0.52568,0.68024
2020,Baden-Wuerttemberg,No migration background,Vocational training,0.23278,51,155,0.16603,0.29953
2020,Baden-Wuerttemberg,Direct migration background,Vocational training,0.32924,58,58,0.20724,0.45124
2020,Bavaria,No migration background,University/ Technical university,0.48521,116,209,0.41729,0.55313
2020,Bavaria,No migration background,Vocational training,0.39160,93,209,0.32526,0.45793
2020,Bavaria,Direct migration background,Vocational training,0.21087,69,69,0.11391,0.30783
2020,Berlin,No migration background,University/ Technical university,0.75123,50,50,0.63019,0.87228
2020,Saxony,No migration background,University/ Technical university,0.39176,33,66,0.27309,0.51043
2020,Saxony,No migration background,Vocational training,0.29142,33,66,0.18095,0.40189
2021,Lower Saxony,No migration background,University/ Technical university,0.40207,47,83,0.29594,0.50820
2021,Lower Saxony,No migration background,Vocational training,0.30479,36,83,0.20515,0.40442
2021,North Rhine-Westphalia,No migration background,University/ Technical university,0.65218,150,214,0.58822,0.71614
2021,North Rhine-Westphalia,No migration background,Vocational training,0.19702,64,214,0.14361,0.25044
2021,North Rhine-Westphalia,Direct migration background,University/ Technical university,0.37768,39,116,0.28907,0.46629
2021,North Rhine-Westphalia,Direct migration background,Vocational training,0.35042,77,116,0.26322,0.43762
2021,Hesse,No migration background,University/ Technical university,0.53433,43,43,0.38347,0.68519
2021,Baden-Wuerttemberg,No migration background,University/ Technical university,0.68271,75,75,0.57667,0.78876
2021,Baden-Wuerttemberg,Direct migration background,Vocational training,0.34141,35,35,0.18202,0.50080
2021,Bavaria,No migration background,University/ Technical university,0.55783,92,144,0.47643,0.63923
2021,Bavaria,No migration background,Vocational training,0.26824,52,144,0.19563,0.34086
2021,Berlin,No migration background,University/ Technical university,0.84649,40,40,0.73336,0.95963
2021,Saxony,No migration background,University/ Technical university,0.53287,35,35,0.36517,0.70058
2022,Lower Saxony,No migration background,University/ Technical university,0.55264,82,120,0.46330,0.64198
2022,Lower Saxony,No migration background,Vocational training,0.17445,38,120,0.10626,0.24263
2022,Lower Saxony,Direct migration background,Vocational training,0.28032,56,56,0.16161,0.39902
2022,North Rhine-Westphalia,No migration background,General education,0.05554,39,429,0.03384,0.07724
2022,North Rhine-Westphalia,No migration background,University/ Technical university,0.60283,234,429,0.55648,0.64919
2022,North Rhine-Westphalia,No migration background,Vocational training,0.23460,105,429,0.19445,0.27474
2022,North Rhine-Westphalia,No migration background,Further training/ Retraining,0.10703,51,429,0.07774,0.13631
2022,North Rhine-Westphalia,Direct migration background,General education,0.13942,33,286,0.09920,0.17963
2022,North Rhine-Westphalia,Direct migration background,University/ Technical university,0.39776,88,286,0.34094,0.45458
2022,North Rhine-Westphalia,Direct migration background,Vocational training,0.31783,116,286,0.26377,0.37189
2022,North Rhine-Westphalia,Direct migration background,Further training/ Retraining,0.14499,49,286,0.10411,0.18587
2022,North Rhine-Westphalia,Indirect migration background,University/ Technical university,0.65205,43,43,0.50799,0.79610
2022,Hesse,No migration background,University/ Technical university,0.62645,77,77,0.51769,0.73521
2022,Hesse,Direct migration background,Vocational training,0.19155,40,40,0.06804,0.31505
2022,"Rhineland-Palatinate, Saarland",No migration background,University/ Technical university,0.53828,50,50,0.39869,0.67787
2022,Baden-Wuerttemberg,No migration background,University/ Technical university,0.66567,133,175,0.59557,0.73577
2022,Baden-Wuerttemberg,No migration background,Vocational training,0.20507,42,175,0.14508,0.26507
2022,Baden-Wuerttemberg,Direct migration background,University/ Technical university,0.49316,58,128,0.40621,0.58011
2022,Baden-Wuerttemberg,Direct migration background,Vocational training,0.38199,70,128,0.29749,0.46649
2022,Bavaria,No migration background,University/ Technical university,0.59946,144,211,0.53319,0.66574
2022,Bavaria,No migration background,Vocational training,0.24105,67,211,0.18320,0.29890
2022,Bavaria,Direct migration background,University/ Technical university,0.44755,69,170,0.37258,0.52251
2022,Bavaria,Direct migration background,Vocational training,0.25557,59,170,0.18981,0.32134
2022,Bavaria,Direct migration background,Further training/ Retraining,0.17037,42,170,0.11369,0.22706
2022,Berlin,No migration background,University/ Technical university,0.82435,70,70,0.73457,0.91414
2022,Berlin,Direct migration background,University/ Technical university,0.50971,39,39,0.35077,0.66866
2022,Brandenburg,No migration background,University/ Technical university,0.35466,32,32,0.18625,0.52307
2022,Saxony,No migration background,University/ Technical university,0.55962,62,104,0.46374,0.65549
2022,Saxony,No migration background,Vocational training,0.24726,42,104,0.16394,0.33058
2022,Saxony-Anhalt,No migration background,University/ Technical university,0.69071,41,41,0.54747,0.83395
