year,plg0267_h,regtyp,sampreg,proportion,n,lower_confidence,upper_confidence
2018,General education,Urban regions,East,0.058712121212121215,43121,0.05649322607591215,0.06093101634833028
2018,University/ Technical university,Urban regions,West,0.6839708561020036,43121,0.6795825791868004,0.6883591330172067
2018,University/ Technical university,Rural regions,West,0.15482695810564662,43121,0.1514126102269398,0.15824130598435343
2018,University/ Technical university,Urban regions,East,0.10382513661202186,43121,0.10094601974227578,0.10670425348176794
2018,University/ Technical university,Rural regions,East,0.05737704918032787,43121,0.055181972131250805,0.059572126229404936
2018,Vocational training,Urban regions,West,0.6024096385542169,43121,0.597790345246615,0.6070289318618188
2018,Vocational training,Rural regions,West,0.24096385542168675,43121,0.23692722638747885,0.24500048445589465
2018,Vocational training,Rural regions,East,0.10742971887550201,43121,0.1045069458513933,0.11035249189961073
2018,Vocational training,Urban regions,East,0.04919678714859438,43121,0.047155400121452626,0.05123817417573613
2018,Further training/ Retraining,Urban regions,West,0.5771428571428572,43121,0.5724800209637908,0.5818056933219236
2018,Further training/ Retraining,Rural regions,West,0.21142857142857144,43121,0.2075745509676107,0.21528259188953217
2018,Further training/ Retraining,Urban regions,East,0.11142857142857143,43121,0.10845857372771692,0.11439856912942595
2018,Further training/ Retraining,Rural regions,East,0.1,43121,0.0971683934114922,0.10283160658850782
2019,General education,Urban regions,West,0.6704288939051919,42417,0.66595550122183,0.6749022865885538
2019,General education,Rural regions,West,0.18510158013544017,42417,0.1814054870724311,0.18879767319844926
2019,General education,Rural regions,East,0.0744920993227991,42417,0.07199330063718107,0.07699089800841713
2019,General education,Urban regions,East,0.06997742663656885,42417,0.0675496326830331,0.0724052205901046
2019,University/ Technical university,Urban regions,West,0.6852791878172588,42417,0.6808595915348414,0.6896987840996762
2019,University/ Technical university,Rural regions,West,0.16548223350253807,42417,0.16194568533734321,0.16901878166773293
2019,University/ Technical university,Urban regions,East,0.09949238578680203,42417,0.09664383009958027,0.10234094147402378
2019,University/ Technical university,Rural regions,East,0.049746192893401014,42417,0.04767707216899839,0.051815313617803636
2019,Vocational training,Urban regions,West,0.6167539267015707,42417,0.6121271246949215,0.6213807287082199
2019,Vocational training,Rural regions,West,0.2293193717277487,42417,0.22531860076239316,0.23332014269310422
2019,Vocational training,Rural regions,East,0.10785340314136126,42417,0.10490137063846644,0.11080543564425607
2019,Vocational training,Urban regions,East,0.04607329842931937,42417,0.04407818196807223,0.04806841489056651
2019,Further training/ Retraining,Urban regions,West,0.5684931506849316,42417,0.563779660990393,0.5732066403794701
2019,Further training/ Retraining,Rural regions,West,0.1952054794520548,42417,0.19143345408887386,0.19897750481523574
2019,Further training/ Retraining,Rural regions,East,0.136986301369863,42417,0.13371414905505008,0.14025845368467593
2019,Further training/ Retraining,Urban regions,East,0.09931506849315068,42417,0.09646877212590148,0.10216136486039988
2020,General education,Urban regions,West,0.683371298405467,42741,0.678961312117717,0.6877812846932169
2020,General education,Rural regions,West,0.13895216400911162,42741,0.1356728724660304,0.14223145555219283
2020,General education,Rural regions,East,0.10250569476082004,42741,0.09963012717551263,0.10538126234612745
2020,General education,Urban regions,East,0.07517084282460136,42741,0.07267113529532553,0.0776705503538772
2020,University/ Technical university,Urban regions,West,0.7059369202226345,42741,0.701617385887373,0.7102564545578961
2020,University/ Technical university,Rural regions,West,0.150278293135436,42741,0.14689047401261948,0.15366611225825252
2020,University/ Technical university,Urban regions,East,0.09833024118738404,42741,0.09550730516197112,0.10115317721279696
2020,University/ Technical university,Rural regions,East,0.045454545454545456,42741,0.0434797564593194,0.04742933444977151
2020,Vocational training,Urban regions,West,0.6323792486583184,42741,0.6278081294614776,0.6369503678551592
2020,Vocational training,Rural regions,West,0.22808586762075134,42741,0.22410784346126564,0.23206389178023704
2020,Vocational training,Rural regions,East,0.08944543828264759,42741,0.0867398244084198,0.09215105215687537
2020,Vocational training,Urban regions,East,0.05008944543828265,42741,0.04802145655336155,0.05215743432320375
2020,Further training/ Retraining,Urban regions,West,0.6397306397306397,42741,0.6351792295999066,0.6442820498613728
2020,Further training/ Retraining,Rural regions,West,0.19865319865319866,42741,0.19487058690671114,0.2024358103996862
2020,Further training/ Retraining,Urban regions,East,0.09090909090909091,42741,0.08818362316394333,0.09363455865423849
2020,Further training/ Retraining,Rural regions,East,0.0707070707070707,42741,0.06827687376011178,0.07313726765402963
2021,General education,Urban regions,West,0.628158844765343,27598,0.6224567985412479,0.6338608909894381
2021,General education,Rural regions,West,0.19494584837545126,27598,0.19027186881818783,0.19961982793271468
2021,General education,Rural regions,East,0.09025270758122744,27598,0.08687199872064788,0.093633416441807
2021,General education,Urban regions,East,0.08664259927797834,27598,0.08332362888272433,0.08996156967323234
2021,University/ Technical university,Urban regions,West,0.7049941927990708,27598,0.6996136595608122,0.7103747260373294
2021,University/ Technical university,Rural regions,West,0.13356562137049943,27598,0.1295520365208609,0.13757920622013797
2021,University/ Technical university,Urban regions,East,0.11265969802555169,27598,0.10892937310855613,0.11639002294254724
2021,University/ Technical university,Rural regions,East,0.04878048780487805,27598,0.04623904283206649,0.05132193277768961
2021,Vocational training,Urban regions,West,0.6071964017991005,27598,0.6014344504162045,0.6129583531819965
2021,Vocational training,Rural regions,West,0.2353823088455772,27598,0.2303770522505711,0.24038756544058332
2021,Vocational training,Rural regions,East,0.10044977511244378,27598,0.09690323840847295,0.10399631181641461
2021,Vocational training,Urban regions,East,0.05697151424287856,27598,0.05423682140443904,0.059706207081318075
2021,Further training/ Retraining,Urban regions,West,0.6666666666666666,27598,0.6611049224829216,0.6722284108504116
2021,Further training/ Retraining,Rural regions,West,0.1552511415525114,27598,0.150978480183155,0.15952380292186782
2021,Further training/ Retraining,Rural regions,East,0.1004566210045662,27598,0.09690997694585882,0.10400326506327359
2021,Further training/ Retraining,Urban regions,East,0.0776255707762557,27598,0.07446858011810427,0.08078256143440714
