year,age_gr,plg0267_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,46-65 y.,Further training/ Retraining,0.00649,83,83,-0.01089,0.02388
2020,17-29 y.,General education,0.05857,431,2298,0.04896,0.06817
2020,17-29 y.,University/ Technical university,0.20979,868,2298,0.19314,0.22644
2020,17-29 y.,Vocational training,0.15112,915,2298,0.13647,0.16577
2020,17-29 y.,Further training/ Retraining,0.01985,84,2298,0.01414,0.02555
2020,30-45 y.,University/ Technical university,0.03486,181,487,0.01855,0.05117
2020,30-45 y.,Vocational training,0.01436,173,487,0.00378,0.02494
2020,30-45 y.,Further training/ Retraining,0.01379,133,487,0.00342,0.02416
2020,46-65 y.,Further training/ Retraining,0.00573,75,75,-0.01147,0.02293
2021,17-29 y.,General education,0.05655,266,1541,0.04501,0.06808
2021,17-29 y.,University/ Technical university,0.25042,698,1541,0.22878,0.27206
2021,17-29 y.,Vocational training,0.12223,525,1541,0.10587,0.13859
2021,17-29 y.,Further training/ Retraining,0.01093,52,1541,0.00574,0.01612
2021,30-45 y.,University/ Technical university,0.03768,142,356,0.01787,0.05749
2021,30-45 y.,Vocational training,0.01428,106,356,0.00194,0.02662
2021,30-45 y.,Further training/ Retraining,0.01831,108,356,0.00436,0.03225
2021,46-65 y.,Vocational training,0.00230,35,93,-0.00749,0.01209
2021,46-65 y.,Further training/ Retraining,0.00393,58,93,-0.00886,0.01673
2022,17-29 y.,General education,0.03769,270,2430,0.03011,0.04526
2022,17-29 y.,University/ Technical university,0.28460,1238,2430,0.26665,0.30254
2022,17-29 y.,Vocational training,0.10931,799,2430,0.09690,0.12172
2022,17-29 y.,Further training/ Retraining,0.01758,123,2430,0.01235,0.02281
2022,30-45 y.,University/ Technical university,0.03938,308,729,0.02525,0.05351
2022,30-45 y.,Vocational training,0.01482,168,729,0.00604,0.02360
2022,30-45 y.,Further training/ Retraining,0.02493,253,729,0.01361,0.03626
2022,46-65 y.,University/ Technical university,0.00258,36,163,-0.00523,0.01040
2022,46-65 y.,Vocational training,0.00404,36,163,-0.00573,0.01382
2022,46-65 y.,Further training/ Retraining,0.00821,91,163,-0.00569,0.02210
