"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"1990","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"1990","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"1991","direkter Migrationshintergrund","Ostdeutschland","6.75","6.5","140","3","5","9","10","10","6.31","7.19","0","10","6","8"
"1991","direkter Migrationshintergrund","Westdeutschland","6.77","6.5","2474","3","5","9","10","10","6.67","6.87","0","10","7","7"
"1991","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"1991","indirekter Migrationshintergrund","Westdeutschland","6.91","6.5","344","4","5","9","10","10","6.66","7.16","0","10","7","8"
"1991","kein Migrationshintergrund","Ostdeutschland","6.39","6.5","3973","3","5","8","10","10","6.31","6.47","0","10","6","7"
"1991","kein Migrationshintergrund","Westdeutschland","6.97","7.5","6591","3","5","9","10","10","6.91","7.03","0","10","7","7"
"1991","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"1991","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"1992","direkter Migrationshintergrund","Ostdeutschland","6.82","6.5","145","3","6","8","10","10","6.41","7.23","0","10","7","8"
"1992","direkter Migrationshintergrund","Westdeutschland","6.81","6.5","2394","3","5","9","10","10","6.71","6.91","0","10","7","7"
"1992","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"1992","indirekter Migrationshintergrund","Westdeutschland","7.2","7.5","390","4","6","9","10","10","6.97","7.43","0","10","7","8"
"1992","kein Migrationshintergrund","Ostdeutschland","6.33","6.5","3797","3","5","8","10","10","6.25","6.41","0","10","6","6"
"1992","kein Migrationshintergrund","Westdeutschland","7.08","7.5","6502","4","6","9","10","10","7.02","7.14","0","10","7","7"
"1992","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"1992","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"1993","direkter Migrationshintergrund","Ostdeutschland","6.45","6.5","135","2","5","9","10","10","5.99","6.91","0","10","6","8"
"1993","direkter Migrationshintergrund","Westdeutschland","6.78","6.5","2326","3","5","8","10","10","6.68","6.88","0","10","7","7"
"1993","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"1993","indirekter Migrationshintergrund","Westdeutschland","7.11","7.5","451","4","5","9","10","10","6.9","7.32","0","10","7","8"
"1993","kein Migrationshintergrund","Ostdeutschland","6.25","6.5","3669","3","5","8","10","10","6.17","6.33","0","10","6","6"
"1993","kein Migrationshintergrund","Westdeutschland","6.97","6.5","6433","4","5","9","10","10","6.91","7.03","0","10","7","7"
"1993","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"1993","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"1994","direkter Migrationshintergrund","Ostdeutschland","6.16","6.5","143","3","4","8","10","10","5.71","6.61","0","10","6","7"
"1994","direkter Migrationshintergrund","Westdeutschland","6.72","6.5","2189","3","5","8","10","10","6.62","6.82","0","10","7","7"
"1994","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"1994","indirekter Migrationshintergrund","Westdeutschland","6.84","6.5","473","3","5","8","10","10","6.63","7.05","0","10","7","7"
"1994","kein Migrationshintergrund","Ostdeutschland","6.21","6.5","3597","3","5","8","10","10","6.13","6.29","0","10","6","6"
"1994","kein Migrationshintergrund","Westdeutschland","6.96","6.5","6367","3","5","9","10","10","6.9","7.02","0","10","7","7"
"1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"1995","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"1995","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"1995","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"1995","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"1995","kein Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"1995","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"1996","direkter Migrationshintergrund","Ostdeutschland","6.95","7.5","139","3","5","9","10","10","6.52","7.38","0","10","7","8"
"1996","direkter Migrationshintergrund","Westdeutschland","6.91","6.5","2445","4","5","9","10","10","6.82","7","0","10","7","7"
"1996","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"1996","indirekter Migrationshintergrund","Westdeutschland","7.1","7.5","524","4","5","9","10","10","6.9","7.3","0","10","7","8"
"1996","kein Migrationshintergrund","Ostdeutschland","6.55","6.5","3511","3","5","8","10","10","6.47","6.63","0","10","7","7"
"1996","kein Migrationshintergrund","Westdeutschland","7.16","7.5","6358","4","6","9","10","10","7.1","7.22","0","10","7","8"
"1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"1997","direkter Migrationshintergrund","Ostdeutschland","6.86","6.5","130","3","5","8","10","10","6.44","7.28","0","10","7","8"
"1997","direkter Migrationshintergrund","Westdeutschland","6.78","6.5","2328","3","5","8","10","10","6.68","6.88","0","10","7","7"
"1997","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"1997","indirekter Migrationshintergrund","Westdeutschland","7.25","7.5","543","4","6","9","10","10","7.05","7.45","0","10","7","8"
"1997","kein Migrationshintergrund","Ostdeutschland","6.6","6.5","3461","3","5","8","10","10","6.52","6.68","0","10","7","7"
"1997","kein Migrationshintergrund","Westdeutschland","7.07","7.5","6267","4","6","9","10","10","7.01","7.13","0","10","7","7"
"1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"1998","direkter Migrationshintergrund","Ostdeutschland","6.99","7.5","118","4","6","8","9","10","6.58","7.4","0","10","7","8"
"1998","direkter Migrationshintergrund","Westdeutschland","6.76","6.5","2268","3","5","9","10","10","6.66","6.86","0","10","7","7"
"1998","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"1998","indirekter Migrationshintergrund","Westdeutschland","6.94","6.5","571","4","5","9","10","10","6.74","7.14","0","10","7","7"
"1998","kein Migrationshintergrund","Ostdeutschland","6.7","6.5","3695","4","5","8","10","10","6.63","6.77","0","10","7","7"
"1998","kein Migrationshintergrund","Westdeutschland","7.18","7.5","7469","4","6","9","10","10","7.13","7.23","0","10","7","8"
"1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"1999","direkter Migrationshintergrund","Ostdeutschland","7.24","6.5","106","5","6","9","10","10","6.82","7.66","0","10","7","8"
"1999","direkter Migrationshintergrund","Westdeutschland","6.89","6.5","2077","4","5","9","10","10","6.79","6.99","0","10","7","7"
"1999","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"1999","indirekter Migrationshintergrund","Westdeutschland","7.05","7.5","579","4","6","9","10","10","6.86","7.24","0","10","7","8"
"1999","kein Migrationshintergrund","Ostdeutschland","6.77","6.5","3637","4","5","8","10","10","6.7","6.84","0","10","7","7"
"1999","kein Migrationshintergrund","Westdeutschland","7.16","7.5","7164","4","6","9","10","10","7.11","7.21","0","10","7","8"
"1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2000","direkter Migrationshintergrund","Ostdeutschland","6.93","6.5","148","4","6","8","10","10","6.57","7.29","0","10","7","8"
"2000","direkter Migrationshintergrund","Westdeutschland","6.93","6.5","3141","4","5","9","10","10","6.85","7.01","0","10","7","7"
"2000","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2000","indirekter Migrationshintergrund","Westdeutschland","7","6.5","790","4","5","9","10","10","6.84","7.16","0","10","7","8"
"2000","kein Migrationshintergrund","Ostdeutschland","6.85","6.5","5649","4","5","8","10","10","6.79","6.91","0","10","7","7"
"2000","kein Migrationshintergrund","Westdeutschland","7.26","7.5","14249","4","6","9","10","10","7.22","7.3","0","10","8","8"
"2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2001","direkter Migrationshintergrund","Ostdeutschland","7.33","7.5","122","4","6","9","10","10","6.95","7.71","0","10","7","8"
"2001","direkter Migrationshintergrund","Westdeutschland","6.86","6.5","2786","3","5","9","10","10","6.77","6.95","0","10","7","7"
"2001","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2001","indirekter Migrationshintergrund","Westdeutschland","6.99","6.5","739","4","5","9","10","10","6.83","7.15","0","10","7","7"
"2001","kein Migrationshintergrund","Ostdeutschland","6.95","6.5","5267","4","5","8","10","10","6.89","7.01","0","10","7","7"
"2001","kein Migrationshintergrund","Westdeutschland","7.26","7.5","12881","4","6","9","10","10","7.22","7.3","0","10","8","8"
"2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2002","direkter Migrationshintergrund","Ostdeutschland","7.13","7.5","112","4","6","8","10","10","6.74","7.52","0","10","7","8"
"2002","direkter Migrationshintergrund","Westdeutschland","6.75","6.5","2666","3","5","8","10","10","6.66","6.84","0","10","7","7"
"2002","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2002","indirekter Migrationshintergrund","Westdeutschland","6.85","6.5","745","3","5","8","10","10","6.69","7.01","0","10","7","7"
"2002","kein Migrationshintergrund","Ostdeutschland","6.97","6.5","5264","4","6","8","10","10","6.91","7.03","0","10","7","7"
"2002","kein Migrationshintergrund","Westdeutschland","7.18","7.5","14096","4","6","9","10","10","7.14","7.22","0","10","8","8"
"2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2003","direkter Migrationshintergrund","Ostdeutschland","6.75","6.5","104","3","5","8","10","10","6.28","7.22","0","10","6","8"
"2003","direkter Migrationshintergrund","Westdeutschland","6.74","6.5","2501","3","5","8","10","10","6.65","6.83","0","10","7","7"
"2003","indirekter Migrationshintergrund","Ostdeutschland","6.91","6.5","31","5","5","9","10","10","6.11","7.71","3","10","6","8"
"2003","indirekter Migrationshintergrund","Westdeutschland","6.78","6.5","750","4","5","9","10","10","6.61","6.95","0","10","7","7"
"2003","kein Migrationshintergrund","Ostdeutschland","6.89","6.5","5191","4","5","8","10","10","6.83","6.95","0","10","7","7"
"2003","kein Migrationshintergrund","Westdeutschland","7.25","7.5","13503","4","6","9","10","10","7.21","7.29","0","10","8","8"
"2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2004","direkter Migrationshintergrund","Ostdeutschland","6.79","6.5","101","4","5","8","10","10","6.33","7.25","0","10","6","8"
"2004","direkter Migrationshintergrund","Westdeutschland","6.68","6.5","2419","3","5","8","10","10","6.59","6.77","0","10","7","7"
"2004","indirekter Migrationshintergrund","Ostdeutschland","7.2","7.5","34","4","6","9","10","10","6.42","7.98","3","10","6","9"
"2004","indirekter Migrationshintergrund","Westdeutschland","6.71","6.5","760","4","5","8","10","10","6.55","6.87","0","10","7","7"
"2004","kein Migrationshintergrund","Ostdeutschland","6.93","6.5","5056","4","6","8","10","10","6.87","6.99","0","10","7","7"
"2004","kein Migrationshintergrund","Westdeutschland","7.19","7.5","13100","4","6","9","10","10","7.15","7.23","0","10","8","8"
"2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2005","direkter Migrationshintergrund","Ostdeutschland","6.89","7.5","98","4","5","9","10","10","6.41","7.37","0","10","7","8"
"2005","direkter Migrationshintergrund","Westdeutschland","6.83","6.5","2257","3","5","9","10","10","6.73","6.93","0","10","7","7"
"2005","indirekter Migrationshintergrund","Ostdeutschland","7","6.5","33","5","6","8","9","10","6.45","7.55","4","10","7","8"
"2005","indirekter Migrationshintergrund","Westdeutschland","6.68","6.5","790","3","5","8","10","10","6.52","6.84","0","10","7","7"
"2005","kein Migrationshintergrund","Ostdeutschland","6.88","6.5","4873","4","5","8","10","10","6.82","6.94","0","10","7","7"
"2005","kein Migrationshintergrund","Westdeutschland","7.14","7.5","12536","4","6","9","10","10","7.1","7.18","0","10","7","8"
"2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2006","direkter Migrationshintergrund","Ostdeutschland","6.48","6.5","110","2","5","8","10","10","5.97","6.99","0","10","7","8"
"2006","direkter Migrationshintergrund","Westdeutschland","6.66","6.5","2250","3","5","9","10","10","6.56","6.76","0","10","7","7"
"2006","indirekter Migrationshintergrund","Ostdeutschland","6.96","5.5","39","5","6","9","10","10","6.2","7.72","0","10","6","8"
"2006","indirekter Migrationshintergrund","Westdeutschland","6.49","6.5","775","3","5","8","10","10","6.33","6.65","0","10","7","7"
"2006","kein Migrationshintergrund","Ostdeutschland","6.81","6.5","5104","4","5","8","10","10","6.75","6.87","0","10","7","7"
"2006","kein Migrationshintergrund","Westdeutschland","7.13","7.5","13589","4","6","9","10","10","7.09","7.17","0","10","8","8"
"2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2007","direkter Migrationshintergrund","Ostdeutschland","6.52","6.5","90","3","5","9","10","10","5.97","7.07","0","10","6","8"
"2007","direkter Migrationshintergrund","Westdeutschland","6.62","6.5","2020","3","5","8","10","10","6.52","6.72","0","10","7","7"
"2007","indirekter Migrationshintergrund","Ostdeutschland","6.27","5.5","40","3","4","8","10","10","5.51","7.03","2","10","6","8"
"2007","indirekter Migrationshintergrund","Westdeutschland","6.49","6.5","739","3","5","8","10","10","6.32","6.66","0","10","7","7"
"2007","kein Migrationshintergrund","Ostdeutschland","6.81","6.5","4855","4","5","8","10","10","6.75","6.87","0","10","7","7"
"2007","kein Migrationshintergrund","Westdeutschland","7.11","7.5","12674","4","6","9","10","10","7.07","7.15","0","10","8","8"
"2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2008","direkter Migrationshintergrund","Ostdeutschland","6.43","5.5","79","3","5","8","9","10","5.93","6.93","2","10","6","8"
"2008","direkter Migrationshintergrund","Westdeutschland","6.86","6.5","1821","4","5","8","10","10","6.76","6.96","0","10","7","7"
"2008","indirekter Migrationshintergrund","Ostdeutschland","7.07","6.5","42","5","5","8","10","10","6.5","7.64","3","10","6","8"
"2008","indirekter Migrationshintergrund","Westdeutschland","6.68","6.5","725","3","5","8","10","10","6.51","6.85","0","10","7","7"
"2008","kein Migrationshintergrund","Ostdeutschland","6.97","6.5","4635","4","6","8","10","10","6.91","7.03","0","10","7","7"
"2008","kein Migrationshintergrund","Westdeutschland","7.21","7.5","11957","4","6","9","10","10","7.17","7.25","0","10","8","8"
"2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2009","direkter Migrationshintergrund","Ostdeutschland","6.8","6.5","75","4","5","9","10","10","6.23","7.37","0","10","7","8"
"2009","direkter Migrationshintergrund","Westdeutschland","6.77","6.5","1580","3","5","9","10","10","6.66","6.88","0","10","7","7"
"2009","indirekter Migrationshintergrund","Ostdeutschland","5.84","5.5","40","2","4","8","10","10","5.04","6.64","0","10","6","8"
"2009","indirekter Migrationshintergrund","Westdeutschland","6.61","6.5","668","3","5","8","9","10","6.44","6.78","0","10","7","7"
"2009","kein Migrationshintergrund","Ostdeutschland","6.94","6.5","4407","4","6","8","10","10","6.88","7","0","10","7","7"
"2009","kein Migrationshintergrund","Westdeutschland","7.19","7.5","11186","4","6","9","10","10","7.15","7.23","0","10","8","8"
"2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2010","direkter Migrationshintergrund","Ostdeutschland","6.3","5.5","127","2","4","8","10","10","5.89","6.71","1","10","6","8"
"2010","direkter Migrationshintergrund","Westdeutschland","6.7","6.5","2767","3","5","8","10","10","6.61","6.79","0","10","7","7"
"2010","indirekter Migrationshintergrund","Ostdeutschland","6.14","6.5","76","2","3","8","9","10","5.53","6.75","1","10","6","8"
"2010","indirekter Migrationshintergrund","Westdeutschland","6.85","6.5","1066","4","5","8","10","10","6.71","6.99","0","10","7","7"
"2010","kein Migrationshintergrund","Ostdeutschland","6.94","6.5","5250","4","5","8","10","10","6.88","7","0","10","7","7"
"2010","kein Migrationshintergrund","Westdeutschland","7.18","7.5","14610","4","6","9","10","10","7.14","7.22","0","10","7","8"
"2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2011","direkter Migrationshintergrund","Ostdeutschland","6.75","6.5","75","3","4","9","10","10","6.17","7.33","1","10","6","8"
"2011","direkter Migrationshintergrund","Westdeutschland","6.93","6.5","1594","4","5","9","10","10","6.82","7.04","0","10","7","7"
"2011","indirekter Migrationshintergrund","Ostdeutschland","6.13","4.5","39","4","5","8","9","10","5.34","6.92","0","10","5","8"
"2011","indirekter Migrationshintergrund","Westdeutschland","6.82","6.5","662","4","5","8","10","10","6.65","6.99","0","10","7","7"
"2011","kein Migrationshintergrund","Ostdeutschland","7.05","6.5","4256","4","6","8","10","10","6.99","7.11","0","10","7","7"
"2011","kein Migrationshintergrund","Westdeutschland","7.28","7.5","11484","4","6","9","10","10","7.24","7.32","0","10","8","8"
"2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2012","direkter Migrationshintergrund","Ostdeutschland","6.9","7.5","88","4","5","9","10","10","6.39","7.41","0","10","7","8"
"2012","direkter Migrationshintergrund","Westdeutschland","6.97","6.5","1708","4","5","9","10","10","6.86","7.08","0","10","7","8"
"2012","indirekter Migrationshintergrund","Ostdeutschland","6.45","5.5","39","3","5","8","10","10","5.73","7.17","3","10","6","8"
"2012","indirekter Migrationshintergrund","Westdeutschland","6.94","6.5","697","4","6","9","10","10","6.77","7.11","0","10","7","7"
"2012","kein Migrationshintergrund","Ostdeutschland","7.08","7.5","4456","4","6","9","10","10","7.02","7.14","0","10","7","8"
"2012","kein Migrationshintergrund","Westdeutschland","7.32","7.5","12212","4","6","9","10","10","7.28","7.36","0","10","8","8"
"2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2013","direkter Migrationshintergrund","Ostdeutschland","6.92","6.5","80","4","5","8","9","10","6.43","7.41","0","10","7","8"
"2013","direkter Migrationshintergrund","Westdeutschland","7.02","7.5","1571","4","6","9","10","10","6.9","7.14","0","10","7","8"
"2013","indirekter Migrationshintergrund","Ostdeutschland","7.2","7.5","43","4","6","8","10","10","6.52","7.88","2","10","6","8"
"2013","indirekter Migrationshintergrund","Westdeutschland","7.04","6.5","650","4","6","9","9","10","6.87","7.21","0","10","7","7"
"2013","kein Migrationshintergrund","Ostdeutschland","7.13","7.5","4283","4","6","9","10","10","7.07","7.19","0","10","7","8"
"2013","kein Migrationshintergrund","Westdeutschland","7.37","7.5","11992","4","6","9","10","10","7.33","7.41","0","10","8","8"
"2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2014","direkter Migrationshintergrund","Ostdeutschland","6.92","7.5","344","4","5","8","10","10","6.68","7.16","0","10","7","8"
"2014","direkter Migrationshintergrund","Westdeutschland","6.87","6.5","4754","3","5","9","10","10","6.8","6.94","0","10","7","7"
"2014","indirekter Migrationshintergrund","Ostdeutschland","6.95","6.5","101","4","5","9","9","10","6.48","7.42","1","10","7","8"
"2014","indirekter Migrationshintergrund","Westdeutschland","7.02","6.5","1684","4","6","9","10","10","6.91","7.13","0","10","7","7"
"2014","kein Migrationshintergrund","Ostdeutschland","7.14","7.5","5116","4","6","9","10","10","7.08","7.2","0","10","7","8"
"2014","kein Migrationshintergrund","Westdeutschland","7.29","7.5","15001","4","6","9","10","10","7.26","7.32","0","10","8","8"
"2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
