"year","bildungsniveau","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1996","(Fach-)Abitur","6.66","6.5","1027","6.52","6.8"
"1996","(noch) kein Abschluss","7.35","7.5","836","7.2","7.5"
"1996","AkademikerIn","6.52","6.5","1761","6.41","6.63"
"1996","Hauptschule","7.29","7.5","5915","7.23","7.35"
"1996","Realschule","6.78","6.5","3106","6.7","6.86"
"1997","(Fach-)Abitur","6.65","6.5","1013","6.51","6.79"
"1997","(noch) kein Abschluss","7.18","7.5","827","7.03","7.33"
"1997","AkademikerIn","6.49","6.5","1765","6.38","6.6"
"1997","Hauptschule","7.22","7.5","5725","7.16","7.28"
"1997","Realschule","6.74","6.5","3062","6.66","6.82"
"1998","(Fach-)Abitur","6.82","6.5","1138","6.69","6.95"
"1998","(noch) kein Abschluss","7.1","6.5","820","6.95","7.25"
"1998","AkademikerIn","6.63","6.5","1960","6.53","6.73"
"1998","Hauptschule","7.28","7.5","6150","7.22","7.34"
"1998","Realschule","6.85","6.5","3379","6.77","6.93"
"1999","(Fach-)Abitur","6.79","6.5","1131","6.66","6.92"
"1999","(noch) kein Abschluss","7.3","7.5","779","7.14","7.46"
"1999","AkademikerIn","6.67","6.5","1952","6.57","6.77"
"1999","Hauptschule","7.31","7.5","5976","7.25","7.37"
"1999","Realschule","6.83","6.5","3368","6.76","6.9"
"2000","(Fach-)Abitur","6.88","6.5","2342","6.79","6.97"
"2000","(noch) kein Abschluss","7.44","7.5","910","7.31","7.57"
"2000","AkademikerIn","6.83","6.5","3804","6.76","6.9"
"2000","Hauptschule","7.39","7.5","10627","7.35","7.43"
"2000","Realschule","6.9","6.5","6266","6.84","6.96"
"2001","(Fach-)Abitur","6.84","6.5","2212","6.75","6.93"
"2001","(noch) kein Abschluss","7.71","7.5","866","7.57","7.85"
"2001","AkademikerIn","6.85","6.5","3539","6.78","6.92"
"2001","Hauptschule","7.41","7.5","9344","7.36","7.46"
"2001","Realschule","6.92","6.5","5751","6.86","6.98"
"2002","(Fach-)Abitur","6.75","6.5","2448","6.66","6.84"
"2002","(noch) kein Abschluss","7.41","7.5","901","7.28","7.54"
"2002","AkademikerIn","6.81","6.5","4537","6.75","6.87"
"2002","Hauptschule","7.32","7.5","8865","7.27","7.37"
"2002","Realschule","6.89","6.5","5965","6.83","6.95"
"2003","(Fach-)Abitur","6.79","6.5","2404","6.7","6.88"
"2003","(noch) kein Abschluss","7.39","7.5","891","7.25","7.53"
"2003","AkademikerIn","6.87","6.5","4343","6.81","6.93"
"2003","Hauptschule","7.37","7.5","8424","7.32","7.42"
"2003","Realschule","6.87","6.5","5758","6.81","6.93"
"2004","(Fach-)Abitur","6.71","6.5","2389","6.62","6.8"
"2004","(noch) kein Abschluss","7.51","7.5","904","7.37","7.65"
"2004","AkademikerIn","6.8","6.5","4272","6.74","6.86"
"2004","Hauptschule","7.33","7.5","8006","7.28","7.38"
"2004","Realschule","6.84","6.5","5588","6.78","6.9"
"2005","(Fach-)Abitur","6.77","6.5","2284","6.68","6.86"
"2005","(noch) kein Abschluss","7.58","7.5","899","7.45","7.71"
"2005","AkademikerIn","6.74","6.5","4147","6.67","6.81"
"2005","Hauptschule","7.32","7.5","7524","7.27","7.37"
"2005","Realschule","6.78","6.5","5363","6.72","6.84"
"2006","(Fach-)Abitur","6.69","6.5","2442","6.6","6.78"
"2006","(noch) kein Abschluss","7.26","7.5","648","7.1","7.42"
"2006","AkademikerIn","6.73","6.5","4568","6.67","6.79"
"2006","Hauptschule","7.31","7.5","8056","7.26","7.36"
"2006","Realschule","6.74","6.5","5728","6.68","6.8"
"2007","(Fach-)Abitur","6.69","6.5","2346","6.6","6.78"
"2007","(noch) kein Abschluss","6.92","6.5","555","6.74","7.1"
"2007","AkademikerIn","6.8","6.5","4377","6.73","6.87"
"2007","Hauptschule","7.23","7.5","7299","7.18","7.28"
"2007","Realschule","6.8","6.5","5384","6.74","6.86"
"2008","(Fach-)Abitur","6.91","6.5","2165","6.82","7"
"2008","(noch) kein Abschluss","7.25","7.5","541","7.09","7.41"
"2008","AkademikerIn","6.95","6.5","4184","6.88","7.02"
"2008","Hauptschule","7.33","7.5","6786","7.28","7.38"
"2008","Realschule","6.92","6.5","5112","6.86","6.98"
"2009","(Fach-)Abitur","6.75","6.5","1998","6.66","6.84"
"2009","(noch) kein Abschluss","7.27","7.5","479","7.09","7.45"
"2009","AkademikerIn","6.91","6.5","4025","6.84","6.98"
"2009","Hauptschule","7.34","7.5","6183","7.29","7.39"
"2009","Realschule","6.88","6.5","4802","6.82","6.94"
"2010","(Fach-)Abitur","6.85","6.5","3054","6.77","6.93"
"2010","(noch) kein Abschluss","7.37","7.5","770","7.2","7.54"
"2010","AkademikerIn","6.92","6.5","5365","6.86","6.98"
"2010","Hauptschule","7.26","7.5","7472","7.21","7.31"
"2010","Realschule","6.93","6.5","6773","6.88","6.98"
"2011","(Fach-)Abitur","7.05","6.5","2100","6.96","7.14"
"2011","(noch) kein Abschluss","7.4","7.5","464","7.21","7.59"
"2011","AkademikerIn","7.05","6.5","4125","6.99","7.11"
"2011","Hauptschule","7.44","7.5","6126","7.39","7.49"
"2011","Realschule","6.98","6.5","4846","6.92","7.04"
"2012","(Fach-)Abitur","7.03","6.5","2248","6.94","7.12"
"2012","(noch) kein Abschluss","7.29","7.5","489","7.09","7.49"
"2012","AkademikerIn","7.16","7.5","4408","7.1","7.22"
"2012","Hauptschule","7.43","7.5","6467","7.38","7.48"
"2012","Realschule","7.06","7.5","5141","7","7.12"
"2013","(Fach-)Abitur","7.14","7.5","2173","7.05","7.23"
"2013","(noch) kein Abschluss","7.17","7.5","462","6.97","7.37"
"2013","AkademikerIn","7.22","7.5","4420","7.16","7.28"
"2013","Hauptschule","7.53","7.5","6140","7.48","7.58"
"2013","Realschule","7.1","7.5","4984","7.04","7.16"
"2014","(Fach-)Abitur","7.04","6.5","3938","6.97","7.11"
"2014","(noch) kein Abschluss","6.92","6.5","996","6.77","7.07"
"2014","AkademikerIn","7.11","7.5","6218","7.06","7.16"
"2014","Hauptschule","7.41","7.5","8169","7.36","7.46"
"2014","Realschule","7.1","7.5","6864","7.05","7.15"
"2015","(Fach-)Abitur","7.1","7.5","3639","7.03","7.17"
"2015","(noch) kein Abschluss","6.88","6.5","813","6.72","7.04"
"2015","AkademikerIn","7.16","7.5","5856","7.11","7.21"
"2015","Hauptschule","7.4","7.5","7336","7.35","7.45"
"2015","Realschule","7.1","7.5","6474","7.05","7.15"
"2016","(Fach-)Abitur","7.02","6.5","3660","6.95","7.09"
"2016","(noch) kein Abschluss","6.92","7.5","807","6.76","7.08"
"2016","AkademikerIn","7.09","6.5","5869","7.04","7.14"
"2016","Hauptschule","7.43","7.5","6926","7.38","7.48"
"2016","Realschule","7.16","7.5","5998","7.11","7.21"
"2017","(Fach-)Abitur","7.09","6.5","4106","7.03","7.15"
"2017","(noch) kein Abschluss","7.04","7.5","907","6.88","7.2"
"2017","AkademikerIn","7.19","7.5","6483","7.14","7.24"
"2017","Hauptschule","7.4","7.5","7112","7.35","7.45"
"2017","Realschule","7.07","7.5","6902","7.02","7.12"
"2018","(Fach-)Abitur","7.07","6.5","4016","7","7.14"
"2018","(noch) kein Abschluss","6.74","6.5","870","6.58","6.9"
"2018","AkademikerIn","7.16","6.5","6325","7.11","7.21"
"2018","Hauptschule","7.33","7.5","6749","7.28","7.38"
"2018","Realschule","7.11","7.5","6639","7.06","7.16"
"2019","(Fach-)Abitur","7.16","7.5","4156","7.1","7.22"
"2019","(noch) kein Abschluss","7.36","7.5","771","7.2","7.52"
"2019","AkademikerIn","7.22","7.5","7030","7.17","7.27"
"2019","Hauptschule","7.45","7.5","6184","7.4","7.5"
"2019","Realschule","7.21","7.5","6746","7.16","7.26"
"2020","(Fach-)Abitur","7.03","6.5","4444","6.97","7.09"
"2020","(noch) kein Abschluss","6.96","7.5","904","6.8","7.12"
"2020","AkademikerIn","7.11","7.5","7196","7.06","7.16"
"2020","Hauptschule","7.38","7.5","5909","7.32","7.44"
"2020","Realschule","7.11","7.5","6196","7.06","7.16"
