syear,age_gr,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1992,66 und älter,8.333434237160759,8.286885996449609,8.37998247787191,8.0,9.0,10.0,5.0,10.0,9.0,9.0,10.0,1430.0
1993,17-29 J.,6.793176620491289,6.756660594436215,6.829692646546364,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3466.0
1993,30-45 J.,6.127845286109263,6.093376306704616,6.162314265513911,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,4183.0
1993,46-65 J.,6.769558795182075,6.733463895095393,6.805653695268757,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3933.0
1993,66 und älter,8.037606688127154,7.984954150067577,8.09025922618673,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1445.0
1994,17-29 J.,6.741809643892772,6.703749073167401,6.779870214618143,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3326.0
1994,30-45 J.,5.998957457062885,5.963977283179584,6.033937630946187,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,4127.0
1994,46-65 J.,6.771820455848461,6.73575755180237,6.807883359894553,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3861.0
1994,66 und älter,8.103918436782774,8.053261563082538,8.15457531048301,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1470.0
1995,17-29 J.,,,,,,,,,,,,
1995,30-45 J.,,,,,,,,,,,,
1995,46-65 J.,,,,,,,,,,,,
1995,66 und älter,,,,,,,,,,,,
1996,17-29 J.,6.888014268502214,6.851441309551529,6.9245872274529,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3150.0
1996,30-45 J.,6.299417012902694,6.267037384182152,6.331796641623236,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4426.0
1996,46-65 J.,7.086017538119498,7.051379529778761,7.1206555464602355,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3888.0
1996,66 und älter,8.178336639776292,8.129829748560697,8.226843530991887,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,1532.0
1997,17-29 J.,6.847381026896455,6.8095124633939985,6.885249590398912,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3014.0
1997,30-45 J.,6.201433612390823,6.168284809212352,6.234582415569294,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0249999999999995,4347.0
1997,46-65 J.,7.007153685505096,6.972373908683367,7.041933462326825,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,3831.0
1997,66 und älter,8.160027244120151,8.1117121080062,8.208342380234102,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1557.0
1998,17-29 J.,7.02423824011346,6.987167920482283,7.061308559744638,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,3148.0
1998,30-45 J.,6.378075046751823,6.347034440953203,6.409115652550443,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4809.0
1998,46-65 J.,7.058546173513673,7.025857610335566,7.0912347366917805,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,4361.0
1998,66 und älter,8.04415070936311,7.999169797915962,8.08913162081026,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1828.0
1999,17-29 J.,6.979986241511196,6.941889424819725,7.018083058202667,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,2956.0
1999,30-45 J.,6.286365686666204,6.254982559908863,6.317748813423544,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4694.0
1999,46-65 J.,7.105592709330201,7.072627666690015,7.138557751970388,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,4161.0
1999,66 und älter,8.249129584945479,8.205253159575998,8.29300601031496,8.0,9.0,10.0,5.0,10.0,9.0,9.0,10.0,1773.0
2000,17-29 J.,7.064727891891887,7.033807634695236,7.095648149088538,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,4555.0
2000,30-45 J.,6.464519185376423,6.440158777541356,6.4888795932114895,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8140.0
2000,46-65 J.,7.173560632473346,7.148983066796991,7.1981381981497,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,7733.0
2000,66 und älter,8.173085979083483,8.142855419608653,8.203316538558314,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,3571.0
2001,17-29 J.,7.07874292522133,7.046560355050748,7.110925495391911,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,4084.0
2001,30-45 J.,6.429109030020628,6.403918747977114,6.454299312064142,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7307.0
2001,46-65 J.,7.181078060883944,7.1558270821521255,7.206329039615763,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,7052.0
2001,66 und älter,8.233325823736592,8.202491890637992,8.264159756835193,8.0,8.0,10.0,5.0,10.0,8.0,7.0,8.0,3375.0
2002,17-29 J.,6.9416809255720855,6.909592823925311,6.97376902721886,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,4112.0
2002,30-45 J.,6.407469499341014,6.383015361170666,6.431923637511361,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7417.0
2002,46-65 J.,7.1256588575757505,7.102127033511515,7.149190681639986,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,7817.0
2002,66 und älter,8.099413379625014,8.069199312338222,8.129627446911806,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,3560.0
2003,17-29 J.,6.983994983822225,6.9512989212361305,7.016691046408319,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,3994.0
2003,30-45 J.,6.424862569168747,6.399928605911498,6.449796532425996,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6921.0
2003,46-65 J.,7.110836389493034,7.087183458249601,7.134489320736467,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,7550.0
2003,66 und älter,8.142925725379472,8.113568821596097,8.172282629162847,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,3615.0
2004,17-29 J.,6.9924959572979635,6.960321621700167,7.02467029289576,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,3944.0
2004,30-45 J.,6.373230577028868,6.347601504151945,6.39885964990579,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6497.0
2004,46-65 J.,7.0277764403608955,7.0034653344768,7.052087546244991,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,7322.0
2004,66 und älter,8.062236440772935,8.032180726586422,8.092292154959448,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,3707.0
2005,17-29 J.,7.040141204072151,7.006788665257236,7.073493742887067,6.0,7.0,9.0,1.5,10.0,7.0,7.0,7.0,3808.0
2005,30-45 J.,6.35974440968507,6.332201669758939,6.3872871496112005,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6065.0
2005,46-65 J.,6.947831336410041,6.9223630776648815,6.973299595155201,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,6982.0
2005,66 und älter,8.073186489588139,8.041480374604209,8.104892604572068,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,3732.0
2006,17-29 J.,6.854890291117693,6.819473873850771,6.890306708384615,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3661.0
2006,30-45 J.,6.302568770047439,6.275097033891716,6.330040506203162,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6262.0
2006,46-65 J.,6.9602401483226615,6.935586609131886,6.984893687513437,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,7547.0
2006,66 und älter,7.982999754105011,7.953876846003369,8.012122662206654,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,4397.0
2007,17-29 J.,6.7777074567854365,6.741319888451777,6.814095025119096,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3384.0
2007,30-45 J.,6.412926221911483,6.38511921900727,6.440733224815696,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5692.0
2007,46-65 J.,6.825049903154391,6.799866696466035,6.850233109842748,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7040.0
2007,66 und älter,7.965583006919545,7.936129369468696,7.995036644370393,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,4302.0
2008,17-29 J.,7.054263240164916,7.01863430882769,7.089892171502142,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,3145.0
2008,30-45 J.,6.516269476487816,6.487977282708247,6.544561670267385,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5166.0
2008,46-65 J.,6.948532378195687,6.923369780068179,6.973694976323196,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,6684.0
2008,66 und älter,8.01009637126645,7.9826336716876485,8.03755907084525,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,4264.0
2009,17-29 J.,6.9561035858070905,6.9193205772067055,6.992886594407476,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,2846.0
2009,30-45 J.,6.5502458793394975,6.520349412689851,6.580142345989144,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4666.0
2009,46-65 J.,6.867977362998459,6.841801019631365,6.894153706365552,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6308.0
2009,66 und älter,8.007041612062528,7.978685073583275,8.03539815054178,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,4136.0
2010,17-29 J.,7.064034090830999,7.032175442063032,7.095892739598966,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,3911.0
2010,30-45 J.,6.547612682221993,6.525739140328319,6.569486224115666,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,9055.0
2010,46-65 J.,6.82182342373813,6.79655350561057,6.8470933418656905,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6925.0
2010,66 und älter,7.940208604179642,7.910420003590452,7.9699972047688314,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4005.0
2011,17-29 J.,7.028383097819453,6.988943722286234,7.067822473352671,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,2620.0
2011,30-45 J.,6.660907805864243,6.629575715849724,6.692239895878761,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4268.0
2011,46-65 J.,6.893385383582299,6.867928081822588,6.9188426853420095,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6807.0
2011,66 und älter,8.075121487990547,8.048107943439453,8.102135032541641,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,4415.0
2012,17-29 J.,7.171779872016646,7.133340089379781,7.210219654653511,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2694.0
2012,30-45 J.,6.6717091452331685,6.6405512335052235,6.7028670569611135,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4324.0
2012,46-65 J.,6.9506676646664065,6.9263382675124285,6.9749970618203845,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,7337.0
2012,66 und älter,8.039264732920818,8.013120857807861,8.065408608033776,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,4845.0
2013,17-29 J.,7.167626988837776,7.126490039642096,7.2087639380334565,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2458.0
2013,30-45 J.,6.762612651117743,6.73062612152194,6.794599180713545,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4027.0
2013,46-65 J.,7.033697120062387,7.009328799269545,7.058065440855229,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,7252.0
2013,66 und älter,8.040310777216657,8.014208198819519,8.066413355613795,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,4882.0
2014,17-29 J.,7.1927799825103955,7.162196867151339,7.223363097869452,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.024999999999999,4289.0
2014,30-45 J.,6.609116430799321,6.586306612530498,6.631926249068144,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8506.0
2014,46-65 J.,6.990067626634381,6.969049067608817,7.011086185659944,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,9280.0
2014,66 und älter,8.06239663047705,8.037196857472429,8.08759640348167,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,4925.0
2015,17-29 J.,7.2739234335447955,7.242861437993509,7.3049854290960825,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3908.0
2015,30-45 J.,6.682014375045983,6.6583291676669,6.7056995824250665,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7335.0
2015,46-65 J.,6.983975345550184,6.962574917259088,7.00537577384128,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,8850.0
2015,66 und älter,7.996866894352894,7.970495442886599,8.02323834581919,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4851.0
2016,17-29 J.,7.268914471467139,7.23710888809523,7.300720054839047,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3788.0
2016,30-45 J.,6.676551400435839,6.652883767118059,6.700219033753619,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7036.0
2016,46-65 J.,7.010957158591982,6.989068777523548,7.032845539660415,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,8570.0
2016,66 und älter,8.00723595964574,7.980973715529358,8.033498203762123,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4675.0
2017,17-29 J.,7.344962463714657,7.3165326516373135,7.373392275792,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4283.0
2017,30-45 J.,6.666184169297066,6.642996211717613,6.689372126876518,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7200.0
2017,46-65 J.,7.005175393281967,6.9851688028535035,7.025181983710431,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,9934.0
2017,66 und älter,7.96394865340468,7.9381362442432994,7.9897610625660604,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4927.0
2018,17-29 J.,7.275281959983393,7.245409284213515,7.30515463575327,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,4230.0
2018,30-45 J.,6.611914230721271,6.5874911179702655,6.6363373434722766,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6699.0
2018,46-65 J.,6.9414208070068675,6.92105000526057,6.961791608753165,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,9599.0
2018,66 und älter,7.9492757983288564,7.922634593328231,7.9759170033294815,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4956.0
2019,17-29 J.,7.352219251545573,7.321535195577548,7.3829033075135975,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3835.0
2019,30-45 J.,6.800006415692924,6.775328420251131,6.824684411134718,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,6273.0
2019,46-65 J.,7.062140314972323,7.042755780792608,7.081524849152038,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,10402.0
2019,66 und älter,8.00823522285897,7.982710311335197,8.033760134382742,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,5129.0
2020,17-29 J.,7.24775396295941,7.217458773573617,7.278049152345203,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,4325.0
2020,30-45 J.,6.665363804227035,6.641022594424469,6.6897050140296015,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6616.0
2020,46-65 J.,6.932577448557753,6.912259473043784,6.952895424071722,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,9761.0
2020,66 und älter,7.999767812115585,7.9738116079712995,8.02572401625987,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4848.0
2021,17-29 J.,7.301719943381762,7.26599600837446,7.337443878389065,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2706.0
2021,30-45 J.,6.620156734724088,6.5903170704416345,6.649996399006542,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4142.0
2021,46-65 J.,7.011816241620545,6.988178437952467,7.035454045288624,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,6780.0
2021,66 und älter,7.813984226139079,7.782314909689863,7.845653542588294,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3540.0
